AvgNormIw,ESSClassic,VarDiscRet,ESSRenyi,MaxNormIw,SamplesThisIter,Bound,AvgRet,VarVanillaIw,MinNormIw,AvgDiscRet,IterType,delta,EpsThisIter,VarNormIw,MinVanillaIw,VarJ,AvgEpLen,VanillaAvgRet,BatchSize,J,AvgVanillaIw,VarRet,MaxVanillaIw,renyi2
5.24109e-05,0.646166852966,6889.6567524,nan,0.00028618,50000,-473.717,-383.993851538,0.508032,2.40986e-07,-383.993851538,1,0.1,106,1.27996e-09,0.00480107,2754.81,471.698113208,-383.993851538,100,-62323.3,1.04416,6889.6567524,5.70146,nan
5.55556e-05,0.587174201641,96.6535453896,61.4749909165,7.49285e-05,50000,-532.611,-407.924340988,0.00313854,4.92554e-05,-407.924340988,1,0.1,100,9.64971e-12,0.888302,144.646,500.0,-407.924340988,100,-73357.5,1.00192,96.6535453896,1.35131,0.48654
5.39374e-05,0.638428312624,3757.31974192,nan,0.000245727,50000,-493.615,-386.361917378,0.180863,1.44649e-05,-386.361917378,1,0.1,103,5.02317e-10,0.274473,2023.4,485.436893204,-386.361917378,100,-66399.6,1.02347,3757.31974192,4.66271,nan
5.19211e-05,0.658296540607,8002.99765608,nan,0.00032474,50000,-460.644,-377.523159166,0.654196,1.07267e-06,-377.523159166,1,0.1,107,1.62232e-09,0.0215404,2710.37,467.289719626,-377.523159166,100,-59970.8,1.04263,8002.99765608,6.52112,nan
5.24109e-05,0.638845722466,7084.38432833,nan,0.000289629,50000,-470.883,-382.661777961,0.533615,2.84567e-08,-382.661777961,1,0.1,106,1.34014e-09,0.000567836,2546.71,471.698113208,-382.661777961,100,-61782.9,1.04583,7084.38432833,5.77937,nan
5.29101e-05,0.697704113847,5705.92331263,nan,0.000254797,50000,-491.308,-387.234792398,0.209129,1.79587e-05,-387.234792398,1,0.1,105,5.6109e-10,0.34671,2029.91,476.19047619,-387.234792398,100,-66236.0,1.02148,5705.92331263,4.91909,nan
5.44662e-05,0.645403333094,2785.86484536,33.0891717735,0.000244987,50000,-508.406,-396.561510864,0.0861504,3.15188e-05,-396.561510864,1,0.1,102,2.64761e-10,0.568554,1639.3,490.196078431,-396.561510864,100,-69556.6,0.982492,2785.86484536,4.41921,1.10596
5.29101e-05,0.645964472898,5762.23864115,nan,0.000253415,50000,-482.975,-383.530603861,0.300082,1.00135e-05,-383.530603861,1,0.1,105,7.78381e-10,0.196612,2168.24,476.19047619,-383.530603861,100,-64450.5,1.03887,5762.23864115,4.97573,nan
5.19211e-05,0.656875059006,8043.86611057,nan,0.000333798,50000,-460.894,-376.56950769,0.605072,3.85525e-06,-376.56950769,1,0.1,107,1.49054e-09,0.0776755,2740.03,467.289719626,-376.56950769,100,-60282.9,1.0461,8043.86611057,6.72535,nan
5.34188e-05,0.613184756696,4888.32040243,nan,0.000255842,50000,-492.2,-390.989515816,0.255296,7.37191e-06,-390.989515816,1,0.1,104,6.97427e-10,0.141043,2360.48,480.769230769,-390.989515816,100,-66171.3,1.02204,4888.32040243,4.89491,nan
5.34188e-05,0.67980885053,4467.05739007,26.8722615136,0.000232077,50000,-488.682,-385.343075769,0.214408,2.30472e-06,-385.343075769,1,0.1,104,5.81848e-10,0.0442419,1866.56,480.769230769,-385.343075769,100,-65721.6,1.02544,4467.05739007,4.455,1.31408
5.19211e-05,0.685981941121,7253.60675936,nan,0.000263777,50000,-469.525,-376.922471045,0.389196,1.37652e-06,-376.922471045,1,0.1,107,9.73632e-10,0.0275213,2203.18,467.289719626,-376.922471045,100,-62307.9,1.03808,7253.60675936,5.2738,nan
5.14403e-05,0.67236950498,9198.48269972,nan,0.000337653,50000,-453.662,-375.231547717,0.921006,9.41873e-07,-375.231547717,1,0.1,108,2.03206e-09,0.0200519,2672.08,462.962962963,-375.231547717,100,-58612.9,1.09513,9198.48269972,7.18843,nan
5.29101e-05,0.684944200715,6077.79222525,nan,0.000275998,50000,-478.914,-384.506447205,0.3625,2.65525e-08,-384.506447205,1,0.1,105,9.75167e-10,0.000511942,2515.44,476.19047619,-384.506447205,100,-63687.9,1.02012,6077.79222525,5.32133,nan
5.14403e-05,0.694065720451,8097.89579043,nan,0.000303257,50000,-456.473,-373.1479457,0.711184,2.80594e-06,-373.1479457,1,0.1,108,1.59314e-09,0.0592847,2304.37,462.962962963,-373.1479457,100,-59625.3,1.08685,8097.89579043,6.40729,nan
5.09684e-05,0.647279825538,10086.34495,nan,0.000433209,50000,-435.042,-368.435761373,1.71872,2.855e-07,-368.435761373,1,0.1,109,3.27134e-09,0.00654404,2674.96,458.71559633,-368.435761373,100,-54573.5,1.16826,10086.34495,9.92972,nan
5.39374e-05,0.661751592077,2976.03439154,10.082323876,0.000227988,50000,-503.563,-392.011848765,0.106792,2.28413e-05,-392.011848765,1,0.1,103,3.03767e-10,0.428272,1465.97,485.436893204,-392.011848765,100,-68529.2,1.01132,2976.03439154,4.27476,2.29439
5.05051e-05,0.607301841313,11430.4059414,nan,0.000588852,50000,-424.715,-368.409263264,3.42777,1.25752e-09,-368.409263264,1,0.1,110,5.34932e-09,3.18325e-05,2609.7,454.545454545,-368.409263264,100,-51894.5,1.27847,11430.4059414,14.906,nan
5.24109e-05,0.658872945053,7414.60472124,nan,0.000286646,50000,-473.243,-384.001562826,0.544204,1.03403e-06,-384.001562826,1,0.1,106,1.30825e-09,0.0210896,2593.19,471.698113208,-384.001562826,100,-62654.1,1.06895,7414.60472124,5.84629,nan
5.05051e-05,0.76356286475,10788.2563045,nan,0.000724607,50000,-427.478,-367.750970829,4.86888,,-367.750970829,1,0.1,110,6.45759e-09,,2584.99,454.545454545,-367.750970829,100,-51334.8,1.3868,10788.2563045,19.8967,nan
5.39374e-05,0.67409493237,2996.85248628,2.52665019142,0.000448061,50000,-504.895,-393.278070151,0.135847,1.92624e-05,-393.278070151,1,0.1,103,3.83411e-10,0.362579,1530.94,485.436893204,-393.278070151,100,-68608.6,1.01527,2996.85248628,8.43393,3.67828
5.14403e-05,0.643986109096,7983.61024258,1.8631749384,0.000289419,50000,-458.605,-373.831871286,0.687323,8.26714e-07,-373.831871286,1,0.1,108,1.53313e-09,0.0175043,2168.92,462.962962963,-373.831871286,100,-59916.5,1.08917,7983.61024258,6.12799,3.98289
5.14403e-05,0.598738955612,9030.14243407,nan,0.000340822,50000,-452.312,-375.397965215,1.15304,1.98805e-08,-375.397965215,1,0.1,108,2.33258e-09,0.000442007,2891.56,462.962962963,-375.397965215,100,-58070.1,1.14368,9030.14243407,7.57757,nan
5.39374e-05,0.640532047629,3669.14079269,2.82144853674,0.00022211,50000,-499.745,-391.994663006,0.175304,1.27567e-05,-391.994663006,1,0.1,103,4.79283e-10,0.243971,1809.86,485.436893204,-391.994663006,100,-67560.3,1.03155,3669.14079269,4.24784,3.56792
5.19211e-05,0.614142287461,7885.86017495,nan,0.000316695,50000,-463.775,-379.728609242,0.644229,1.29119e-06,-379.728609242,1,0.1,107,1.52609e-09,0.0265289,2698.1,467.289719626,-379.728609242,100,-60771.4,1.06678,7885.86017495,6.50685,nan
5.24109e-05,0.689356393634,6965.17936662,1.79563893947,0.000298393,50000,-470.609,-381.507504497,0.557571,9.13497e-07,-381.507504497,1,0.1,106,1.32733e-09,0.0187227,2510.98,471.698113208,-381.507504497,100,-62090.8,1.07419,6965.17936662,6.11575,4.01981
5.29101e-05,0.65872451505,5542.42248447,1.50936530355,0.000258732,50000,-486.21,-387.962255056,0.291879,1.34573e-05,-387.962255056,1,0.1,105,7.7121e-10,0.261802,2268.05,476.19047619,-387.962255056,100,-65294.7,1.02933,5542.42248447,5.03344,4.19348
5.44662e-05,0.618465988768,2360.19112152,1.62471965739,0.000223368,50000,-510.475,-396.407666542,0.0932896,2.28136e-05,-396.407666542,1,0.1,102,2.70422e-10,0.42373,1545.96,490.196078431,-396.407666542,100,-69608.4,1.01163,2360.19112152,4.14874,4.11983
5.29101e-05,0.710184466452,5854.81168092,1.476040524,0.00026837,50000,-478.341,-382.911692458,0.274173,2.69339e-06,-382.911692458,1,0.1,105,7.25001e-10,0.0523772,2037.93,476.19047619,-382.911692458,100,-64926.5,1.02892,5854.81168092,5.21888,4.21581
5.39374e-05,0.641182355178,3351.52530087,1.41541667279,0.000232171,50000,-500.667,-391.326414147,0.139006,1.8021e-05,-391.326414147,1,0.1,103,3.91381e-10,0.339622,1739.33,485.436893204,-391.326414147,100,-67888.5,1.0165,3351.52530087,4.37547,4.25775
5.39374e-05,0.654874439909,3542.97829937,1.35249673051,0.00024532,50000,-500.253,-392.075650307,0.148552,1.83994e-05,-392.075650307,1,0.1,103,4.24513e-10,0.34419,1905.52,485.436893204,-392.075650307,100,-67815.3,1.00898,3542.97829937,4.58909,4.30322
5.29101e-05,0.628068503482,5586.75614137,1.24485473592,0.000255861,50000,-481.339,-384.206291078,0.282659,7.36556e-06,-384.206291078,1,0.1,105,7.75224e-10,0.140645,2231.25,476.19047619,-384.206291078,100,-64442.9,1.01031,5586.75614137,4.88566,4.38615
5.09684e-05,0.747107643635,8941.08239115,nan,0.000344684,50000,-448.266,-370.790211391,0.8939,4.57361e-07,-370.790211391,1,0.1,109,1.88622e-09,0.00995652,2338.79,458.71559633,-370.790211391,100,-58297.9,1.10956,8941.08239115,7.50358,nan
5.09684e-05,0.676740711027,9751.02954078,nan,0.000401135,50000,-438.584,-369.298357615,1.41256,1.59063e-09,-369.298357615,1,0.1,109,2.81557e-09,3.56279e-05,2697.05,458.71559633,-369.298357615,100,-55664.2,1.14162,9751.02954078,8.98486,nan
5.29101e-05,0.662433348471,5374.29805715,0.438668241346,0.000243086,50000,-484.92,-385.126593174,0.266499,3.67786e-06,-385.126593174,1,0.1,105,6.94906e-10,0.0720245,2018.69,476.19047619,-385.126593174,100,-65166.3,1.03615,5374.29805715,4.76041,5.42918
5.39374e-05,0.625834760865,3465.00704636,0.400287120009,0.000230113,50000,-501.22,-392.866623401,0.144372,9.01248e-06,-392.866623401,1,0.1,103,4.08592e-10,0.169411,1710.22,485.436893204,-392.866623401,100,-68039.8,1.01388,3465.00704636,4.32551,5.52074
5.14403e-05,0.660569502643,9165.27656484,0.131490201958,0.000348835,50000,-450.934,-374.007896621,1.00122,2.02631e-06,-374.007896621,1,0.1,108,2.15458e-09,0.0436806,2722.85,462.962962963,-374.007896621,100,-58179.2,1.10889,9165.27656484,7.51975,6.63399
5.19211e-05,0.6494664297,8138.80371139,0.0601261563019,0.000332388,50000,-457.099,-374.714208657,0.702665,5.62627e-07,-374.714208657,1,0.1,107,1.64895e-09,0.0116142,2667.12,467.289719626,-374.714208657,100,-59744.6,1.0718,8138.80371139,6.86145,7.41648
4.91642e-05,1.59511119218,13045.9205804,nan,0.00103749,50000,-399.892,-359.260428908,6.52061,9.77617e-08,-359.260428908,1,0.1,113,7.52201e-09,0.00287837,2192.84,442.477876106,-359.260428908,100,-49355.9,1.44753,13045.9205804,30.5465,nan
5.19211e-05,0.801794908043,8509.09828527,0.0263963345184,0.000306645,50000,-464.937,-380.107335217,0.43362,1.53029e-07,-380.107335217,1,0.1,107,1.04435e-09,0.00311821,2234.25,467.289719626,-380.107335217,100,-63898.5,1.05797,8509.09828527,6.24837,8.2397
5.44662e-05,0.640420024401,2595.60747901,0.0251718767207,0.000252747,50000,-509.904,-397.029674484,0.092021,2.26432e-05,-397.029674484,1,0.1,102,2.76219e-10,0.41329,1579.46,490.196078431,-397.029674484,100,-69573.9,0.994132,2595.60747901,4.61321,8.2872
5.29101e-05,0.690334781476,5993.87349881,0.0205689979403,0.000277625,50000,-474.811,-380.099292914,0.327481,7.08848e-06,-380.099292914,1,0.1,105,8.76105e-10,0.137047,2315.34,476.19047619,-380.099292914,100,-63291.9,1.02295,5993.87349881,5.36752,8.48914
4.96032e-05,0.846495244953,11825.7560289,nan,0.000654438,50000,-403.424,-354.031584027,4.14667,2.90446e-07,-354.031584027,1,0.1,112,5.60923e-09,0.00789701,2278.6,446.428571429,-354.031584027,100,-49557.6,1.34868,11825.7560289,17.7937,nan
5.24109e-05,0.6727027292,6178.10081476,0.00270755354557,0.000257609,50000,-470.071,-377.079659239,0.416172,1.40525e-06,-377.079659239,1,0.1,106,1.01494e-09,0.0284558,1985.52,471.698113208,-377.079659239,100,-62425.0,1.0613,6178.10081476,5.21649,10.5169
5.291e-05,0.664932599175,5656.92493461,0.0037790434621,0.000259746,50000,-482.088,-385.886853762,0.342413,4.37262e-06,-385.886853762,1,0.1,105,8.72636e-10,0.0866164,2185.93,476.19047619,-385.886853762,100,-64569.3,1.04809,5656.92493461,5.14526,10.1835
5.09684e-05,0.587511480068,10438.69676,0.00063373226119,0.000510156,50000,-435.338,-371.624652702,2.05587,8.92076e-07,-371.624652702,1,0.1,109,3.83455e-09,0.0206558,2759.94,458.71559633,-371.624652702,100,-54402.7,1.18016,10438.69676,11.8125,11.9691
5.05051e-05,0.719673283033,10772.4161993,nan,0.000546787,50000,-422.971,-363.322499786,2.51458,1.28547e-07,-363.322499786,1,0.1,110,4.18212e-09,0.00315208,2675.18,454.545454545,-363.322499786,100,-52513.9,1.23842,10772.4161993,13.4076,nan
5.24109e-05,0.674047429145,6786.18765737,0.0010328296191,0.000279624,50000,-470.015,-380.17311212,0.476944,1.64804e-06,-380.17311212,1,0.1,106,1.18262e-09,0.0330963,2287.34,471.698113208,-380.17311212,100,-62243.1,1.05253,6786.18765737,5.61547,11.4806
5.05051e-05,0.732077744014,10779.30998,nan,0.000586183,50000,-428.37,-368.546547558,2.48878,1.34867e-07,-368.546547558,1,0.1,110,4.40194e-09,0.00320684,2530.9,454.545454545,-368.546547558,100,-53125.2,1.2009,10779.30998,13.9381,nan
4.87329e-05,1.56694132279,14045.0162231,nan,0.000968087,50000,-379.214,-353.748761287,5.88338,2.22877e-08,-353.748761287,1,0.1,114,7.23708e-09,0.000635474,2085.65,438.596491228,-353.748761287,100,-47048.3,1.38949,14045.0162231,27.6024,nan
5.005e-05,0.84920757632,11758.6863259,nan,0.000686038,50000,-414.023,-364.185427907,3.10326,1.14336e-08,-364.185427907,1,0.1,111,5.21794e-09,0.000278832,2375.31,450.45045045,-364.185427907,100,-50720.1,1.22057,11758.6863259,16.7304,nan
4.83092e-05,1.61730569578,14308.2687114,nan,0.000878772,50000,-371.547,-346.9928358,5.89798,4.64039e-11,-346.9928358,1,0.1,115,6.96674e-09,1.35018e-06,1951.77,434.782608696,-346.9928358,100,-46112.1,1.40562,14308.2687114,25.569,nan
4.87329e-05,1.21979311139,14999.1775478,nan,0.000986145,50000,-371.257,-352.630445693,7.79044,5.84019e-09,-352.630445693,1,0.1,114,8.52328e-09,0.000176565,2155.19,438.596491228,-352.630445693,100,-46649.7,1.47333,14999.1775478,29.8139,nan
4.83092e-05,0.995257684611,15392.5552037,nan,0.000849147,50000,-363.195,-348.980951302,8.50435,6.15963e-11,-348.980951302,1,0.1,115,8.35838e-09,1.96478e-06,2017.87,434.782608696,-348.980951302,100,-44603.0,1.54095,15392.5552037,27.0858,nan
5.05051e-05,0.598690858367,10855.9887798,nan,0.000445482,50000,-425.828,-366.278808774,2.29563,3.6564e-07,-366.278808774,1,0.1,110,4.0597e-09,0.00869477,2401.28,454.545454545,-366.278808774,100,-53139.7,1.20099,10855.9887798,10.5934,nan
4.87329e-05,0.905757768026,13559.2057815,nan,0.000808915,50000,-382.79,-351.073728571,6.90404,2.12862e-08,-351.073728571,1,0.1,114,7.54812e-09,0.000643771,1994.65,438.596491228,-351.073728571,100,-46717.9,1.47386,13559.2057815,24.4644,nan
5.14403e-05,0.962127779357,8671.2338983,3.21847560307e-08,0.000359831,50000,-449.766,-372.778936487,0.399414,1.10013e-06,-372.778936487,1,0.1,108,9.90526e-10,0.0220914,1942.73,462.962962963,-372.778936487,100,-63013.4,1.03296,8671.2338983,7.22566,21.8569
4.91642e-05,0.92342049025,12787.5972483,nan,0.000708373,50000,-393.49,-353.362650431,5.64319,3.4401e-09,-353.362650431,1,0.1,113,6.81812e-09,9.89695e-05,2143.36,442.477876106,-353.362650431,100,-47860.9,1.41442,12787.5972483,20.3794,nan
4.91642e-05,0.844582230904,12556.3729943,nan,0.000703579,50000,-397.536,-355.354371845,5.02726,3.91392e-12,-355.354371845,1,0.1,113,6.30763e-09,1.10495e-07,2161.69,442.477876106,-355.354371845,100,-48602.7,1.38798,12556.3729943,19.863,nan
4.78927e-05,1.15683893108,14592.304257,1.42493960452e-10,0.000684774,50000,-366.838,-342.641511707,6.0846,1.64146e-08,-342.641511707,1,0.1,116,6.35175e-09,0.000508043,1910.47,431.034482759,-342.641511707,100,-45585.3,1.48231,14592.304257,21.1942,27.2769
4.55373e-05,1.14077633229,19050.1889541,nan,0.000643939,50000,-317.409,-328.046622023,11.5508,9.22055e-13,-328.046622023,1,0.1,122,7.89885e-09,3.52598e-08,1807.05,409.836065574,-328.046622023,100,-40263.4,1.74137,19050.1889541,24.6245,nan
4.7081e-05,1.18880181431,16288.6449515,nan,0.000624972,50000,-347.73,-338.523980941,5.51834,4.16133e-09,-338.523980941,1,0.1,118,6.21871e-09,0.000123961,1898.57,423.728813559,-338.523980941,100,-43600.6,1.40249,16288.6449515,18.6172,nan
4.83092e-05,0.859552314003,15066.1127042,nan,0.000696068,50000,-366.979,-348.391507702,8.74033,2.92213e-08,-348.391507702,1,0.1,115,8.31278e-09,0.000947524,1990.34,434.782608696,-348.391507702,100,-45064.2,1.56646,15066.1127042,22.5705,nan
4.78927e-05,1.12146009183,15325.03799,nan,0.000692525,50000,-362.275,-345.258035595,5.58503,4.92738e-09,-345.258035595,1,0.1,116,6.52791e-09,0.000144126,2019.55,431.034482759,-345.258035595,100,-45683.2,1.40086,15325.03799,20.2564,nan
4.44444e-05,1.3509178865,19997.9877694,nan,0.000860525,50000,-305.804,-318.084867503,4.05152,3.76524e-09,-318.084867503,1,0.1,125,4.43582e-09,0.000113793,1850.79,400.0,-318.084867503,100,-40053.1,1.3432,19997.9877694,26.0067,nan
4.51671e-05,1.66901797535,20072.2760874,nan,0.000659174,50000,-307.779,-325.053644708,6.1691,8.3866e-10,-325.053644708,1,0.1,123,5.93122e-09,2.70474e-05,1897.27,406.504065041,-325.053644708,100,-39589.2,1.45667,20072.2760874,21.2588,nan
4.30663e-05,1.35985441989,22225.7497618,nan,0.000472114,50000,-285.141,-306.795312296,4.69019,7.90465e-13,-306.795312296,1,0.1,129,4.27415e-09,2.6185e-08,1868.64,387.596899225,-306.795312296,100,-37302.8,1.42662,22225.7497618,15.6393,nan
3.80518e-05,1.89164180545,24698.414305,nan,0.000322394,50000,-247.548,-267.582846243,1.55924,1.88063e-09,-267.582846243,1,0.1,146,1.6638e-09,5.75716e-05,1803.92,342.465753425,-267.582846243,100,-33093.5,1.16488,24698.414305,9.86945,nan
3.56125e-05,1.72168193326,26838.1789355,nan,0.000188146,50000,-227.906,-251.914276153,0.945246,4.05393e-17,-251.914276153,1,0.1,156,1.07645e-09,1.2013e-12,1830.02,320.512820513,-251.914276153,100,-30814.7,1.05531,26838.1789355,5.57534,nan
3.56125e-05,1.94603338968,27448.5714247,nan,0.000190073,50000,-224.718,-252.070804012,1.10912,6.27605e-18,-252.070804012,1,0.1,156,1.18209e-09,1.92243e-13,1835.56,320.512820513,-252.070804012,100,-30578.4,1.09085,27448.5714247,5.82217,nan
3.19285e-05,2.02333012673,28163.1497002,nan,0.000174657,50000,-204.527,-226.436762351,0.597278,2.57294e-22,-226.436762351,1,0.1,174,6.2036e-10,7.98355e-18,1806.34,287.356321839,-226.436762351,100,-27742.5,0.990706,28163.1497002,5.41941,nan
2.98686e-05,2.43011162287,27050.466384,nan,0.000125428,50000,-196.051,-209.536091956,0.423191,6.51769e-17,-209.536091956,1,0.1,186,4.2767e-10,2.05025e-12,1736.21,268.817204301,-209.536091956,100,-26221.9,0.939568,27050.466384,3.94556,nan
2.60824e-05,2.29752531074,22662.4752787,nan,0.000109277,50000,-179.362,-176.772581598,0.255149,1.09847e-10,-176.772581598,1,0.1,213,2.34556e-10,3.62295e-06,1549.73,234.741784038,-176.772581598,100,-23023.9,0.860243,22662.4752787,3.60414,nan
2.26757e-05,1.86778667686,22233.6170501,2.05519397051e-15,8.69491e-05,50000,-162.585,-154.708866857,0.211598,8.09675e-11,-154.708866857,1,0.1,245,1.46114e-10,3.0812e-06,1506.92,204.081632653,-154.708866857,100,-20477.8,0.86292,22233.6170501,3.30883,38.4236
1.82749e-05,2.6030359375,15353.1159714,2.55553713168e-14,7.38182e-05,50000,-146.931,-121.352237824,0.154467,2.06782e-08,-121.352237824,1,0.1,304,6.92516e-11,0.000976595,1211.39,164.473684211,-121.352237824,100,-17149.2,0.863091,15353.1159714,3.48631,35.9031
2.05761e-05,2.83061860739,18390.435115,nan,9.7753e-05,50000,-153.363,-137.010351465,0.201107,1.38046e-11,-137.010351465,1,0.1,270,1.1409e-10,5.79581e-07,1329.41,185.185185185,-137.010351465,100,-18402.0,0.86388,18390.435115,4.10412,nan
1.65837e-05,2.77459358423,12544.8784028,2.82965634572e-17,6.82636e-05,50000,-137.952,-107.84714424,0.126941,4.69545e-09,-107.84714424,1,0.1,335,4.65038e-11,0.000245321,1082.6,149.253731343,-107.84714424,100,-15658.0,0.866443,12544.8784028,3.56654,42.709
1.41363e-05,3.0101439776,8983.11609409,2.18250884387e-14,4.01372e-05,50000,-128.503,-91.1202634126,0.0948187,5.49132e-08,-91.1202634126,1,0.1,393,2.39809e-11,0.00345295,917.167,127.226463104,-91.1202634126,100,-13991.4,0.888892,8983.11609409,2.52384,36.0609
1.55183e-05,2.92622041394,11682.6124433,2.28105453442e-14,4.74802e-05,50000,-136.171,-101.924069784,0.119646,5.36636e-10,-101.924069784,1,0.1,358,3.72886e-11,3.03977e-05,1033.14,139.664804469,-101.924069784,100,-15087.3,0.879033,11682.6124433,2.68951,36.0167
1.47754e-05,2.94723689205,10345.6295772,8.05253235317e-14,4.43772e-05,50000,-132.659,-96.5530539682,0.110364,5.77819e-08,-96.5530539682,1,0.1,376,3.12107e-11,0.003436,960.617,132.978723404,-96.5530539682,100,-14493.5,0.87862,10345.6295772,2.63889,34.7554
1.42086e-05,2.8390635463,8680.7461349,7.12519979791e-14,4.22786e-05,50000,-130.637,-91.6602343211,0.10062,1.07637e-08,-91.6602343211,1,0.1,391,2.5376e-11,0.000677788,882.554,127.877237852,-91.6602343211,100,-14048.5,0.894709,8680.7461349,2.66227,34.8777
