VanillaAvgRet,BatchSize,AvgRet,AvgNormIw,Bound,AvgDiscRet,VarVanillaIw,ESSRenyi,J,ESSClassic,MinVanillaIw,VarNormIw,VarJ,MinNormIw,eRenyi2,VarDiscRet,AvgEpLen,MaxNormIw,MaxVanillaIw,VarRet,AvgVanillaIw
-2.5589197017982572,100,-2.5589197017982572,0.009999999,25.018,-2.5589197017982572,569.59955,99.99988079085256,29.90585,3.172287755797206,0.0010748798,0.003083131,141.79797,2.5007546e-06,1.0000012,229.65503964193732,500.0,0.43489233,186.92636,229.65503964193732,4.2982216
3.1285584028817914,100,3.1285584028817914,0.01,25.590263,3.1285584028817914,3850.1265,22.8066254698156,37.700623,1.2428776693540629,0.0029984724,0.0080261035,24.473951,4.329273e-06,4.3846908,245.17800941420126,500.0,0.8967342,621.0818,245.17800941420126,6.926041
6.290122557316409,100,6.290122557316409,0.01,43.87966,6.290122557316409,5889.181,23.651897275875605,56.24006,1.1077313555156918,0.005964306,0.009017638,22.187946,7.380382e-06,4.2279906,262.9956243099821,500.0,0.950102,767.8056,262.9956243099821,8.081297
10.870691272714332,100,10.870691272714332,0.01,55.743572,10.870691272714332,418735100.0,99.99797348314617,61.120876,1.0000398588705781,4.2037524e-12,0.0099996,0.007955405,2.0542751e-17,1.0000203,312.0007916657174,500.0,0.9999801,204630.27,312.0007916657174,2046.3434
22.93986711162738,100,22.93986711162738,0.010000002,49.29896,22.93986711162738,13620.839,28.370681749341752,60.080666,1.1507489222894234,0.019029872,0.008676762,19.472212,1.5188425e-05,3.5247655,523.4686476650988,500.0,0.93215096,1167.91,523.4686476650988,12.529194
29.711358414311874,100,29.711358414311874,0.010000002,59.138844,29.711358414311874,17129.564,28.714774919592134,70.56039,1.1225750966584827,0.031069288,0.008897061,20.638618,2.239141e-05,3.4825277,545.1335764518657,500.0,0.9437894,1309.5586,545.1335764518657,13.875538
39.062881717934545,100,39.062881717934545,0.009999999,70.68019,39.062881717934545,20676.635,30.594836791585557,83.84837,1.155767726976322,0.019648908,0.008638645,25.424335,1.2700514e-05,3.2685254,462.8171749200783,500.0,0.93006885,1438.9053,462.8171749200783,15.470955
44.193209413175275,100,44.193209413175275,0.01,81.67449,44.193209413175275,30005628.0,99.99996423722592,89.18093,1.0005481726992012,1.3163046e-07,0.009994467,0.096880585,2.4023422e-12,1.0000004,420.8348866500088,500.0,0.999726,54777.54,420.8348866500088,547.92554
42.84817976512049,100,42.84817976512049,0.010000002,64.04174,42.84817976512049,1824.4718,20.514965595169187,79.40958,1.2797192330618836,0.0005308177,0.0077921357,28.70461,1.0969961e-06,4.8744903,462.72110972555475,500.0,0.8837431,427.62823,462.72110972555475,4.8388295
52.24876256173282,100,52.24876256173282,0.01,88.287834,52.24876256173282,127194600.0,99.99986886995345,96.40154,1.000221127146464,2.0886395e-08,0.009997767,0.042668514,1.8517426e-13,1.0000013,428.76756573727613,500.0,0.99988943,112780.72,428.76756573727613,1127.9319
