BatchSize,AvgDiscRet,VarDiscRet,MinNormIw,AvgNormIw,ESSClassic,eRenyi2,VarRet,AvgVanillaIw,ESSRenyi,AvgRet,J,VarVanillaIw,Bound,MaxNormIw,MinVanillaIw,AvgEpLen,VarNormIw,MaxVanillaIw,VarJ
100,-7.638334409421077e-16,57.08075158254345,0.01,0.009999998,100.0,nan,57.08075158254345,1.0,nan,-9.50829451336162,-1.1920929e-07,,-1.2790213,0.01,1.0,200.0,3.5044917e-18,1.0,7.51731
100,-1.5365486660812166e-15,45.16809461957772,0.01,0.009999998,100.0,nan,45.168094619577715,1.0,nan,-6.96625105283926,-5.9604645e-08,,-1.4986024,0.01,1.0,200.0,3.5044917e-18,1.0,6.687033
100,3.552713678800501e-16,59.63320509784594,0.01,0.009999998,100.0,nan,59.63320509784594,1.0,nan,-8.414681681880731,1.4901161e-08,,-1.3545994,0.01,1.0,200.0,3.5044917e-18,1.0,7.683545
100,5.329070518200751e-16,49.544219078329064,0.01,0.009999998,100.0,nan,49.54421907832907,1.0,nan,-8.322352604959208,-2.9802322e-08,,-1.2631235,0.01,1.0,200.0,3.5044917e-18,1.0,7.0034833
100,-5.329070518200751e-16,48.64266039702536,0.01,0.009999998,100.0,nan,48.64266039702536,1.0,nan,-6.834832295023709,-3.7252903e-08,,-1.4533547,0.01,1.0,200.0,3.5044917e-18,1.0,6.939469
100,-7.549516567451064e-16,56.45239472099705,0.01,0.009999998,100.0,nan,56.45239472099705,1.0,nan,-8.590119779667896,-4.4703484e-08,,-1.2753638,0.01,1.0,200.0,3.5044917e-18,1.0,7.4758186
100,1.2168044349891717e-15,56.5010483493191,0.01,0.009999998,100.0,nan,56.5010483493191,1.0,nan,-8.037372110257698,8.940697e-08,,-1.4106531,0.01,1.0,200.0,3.5044917e-18,1.0,7.47904
100,2.842170943040401e-16,50.57520192771664,0.01,0.009999998,100.0,nan,50.57520192771664,1.0,nan,-8.46124533111685,,,-1.381038,0.01,1.0,200.0,3.5044917e-18,1.0,7.075977
100,-2.220446049250313e-16,48.2531863581943,0.01,0.009999998,100.0,nan,48.2531863581943,1.0,nan,-7.720198654206237,7.4505806e-08,,-1.2937758,0.01,1.0,200.0,3.5044917e-18,1.0,6.9116316
100,-3.552713678800501e-16,64.77394623187766,0.01,0.009999998,100.0,nan,64.77394623187766,1.0,nan,-9.51131539335777,2.9802322e-08,,-1.2876606,0.01,1.0,200.0,3.5044917e-18,1.0,8.007883
100,-7.283063041541026e-16,62.96338303238067,0.01,0.009999998,100.0,nan,62.96338303238067,1.0,nan,-9.75808019400028,-4.4703484e-08,,-1.2395558,0.01,1.0,200.0,3.5044917e-18,1.0,7.895172
100,-6.838973831690964e-16,57.81460300523771,0.01,0.009999998,100.0,nan,57.8146030052377,1.0,nan,-7.950857320985025,3.7252903e-09,,-1.400204,0.01,1.0,200.0,3.5044917e-18,1.0,7.565478
100,1.652011860642233e-15,53.78829453557141,0.01,0.009999998,100.0,nan,53.78829453557141,1.0,nan,-9.093182257359864,1.1175871e-07,,-1.3104212,0.01,1.0,200.0,3.5044917e-18,1.0,7.297288
100,-1.3855583347321954e-15,58.08679361641539,0.01,0.009999998,100.0,nan,58.08679361641539,1.0,nan,-8.210418241185941,4.0978193e-08,,-1.410118,0.01,1.0,200.0,3.5044917e-18,1.0,7.5832663
100,5.329070518200751e-16,50.841752190388206,0.01,0.009999998,100.0,nan,50.84175219038821,1.0,nan,-8.337384651023052,-9.313226e-08,,-1.4021794,0.01,1.0,200.0,3.5044917e-18,1.0,7.094599
100,-6.306066779870889e-16,57.49920638913121,0.01,0.009999998,100.0,nan,57.49920638913121,1.0,nan,-8.033930564454485,4.4703484e-08,,-1.390215,0.01,1.0,200.0,3.5044917e-18,1.0,7.5448136
100,9.947598300641404e-16,54.953059874689494,0.01,0.009999998,100.0,nan,54.95305987468949,1.0,nan,-8.587108868074951,1.3038516e-08,,-1.352789,0.01,1.0,200.0,3.5044917e-18,1.0,7.3758745
100,-5.329070518200751e-16,57.98198675691207,0.01,0.009999998,100.0,nan,57.981986756912065,1.0,nan,-8.493289719849097,,,-1.3867414,0.01,1.0,200.0,3.5044917e-18,1.0,7.5764217
100,8.881784197001253e-18,40.681368647986275,0.01,0.009999998,100.0,nan,40.681368647986275,1.0,nan,-6.668287837833474,3.3527613e-08,,-1.4714152,0.01,1.0,200.0,3.5044917e-18,1.0,6.346224
100,7.105427357601002e-16,51.591451633305674,0.01,0.009999998,100.0,nan,51.591451633305674,1.0,nan,-8.238867606177358,-1.4901161e-08,,-1.3587183,0.01,1.0,200.0,3.5044917e-18,1.0,7.146715
100,1.1901590823981679e-15,42.1577316612738,0.01,0.009999998,100.0,nan,42.1577316612738,1.0,nan,-7.846183358074885,2.9802322e-08,,-1.3976213,0.01,1.0,200.0,3.5044917e-18,1.0,6.4603524
100,-6.927791673660977e-16,48.15768415203629,0.01,0.009999998,100.0,nan,48.15768415203629,1.0,nan,-6.948729085914717,-3.7252903e-09,,-1.4927918,0.01,1.0,200.0,3.5044917e-18,1.0,6.9047885
100,5.329070518200751e-17,51.14688065296842,0.01,0.009999998,100.0,nan,51.14688065296842,1.0,nan,-8.567369129782461,-3.3527613e-08,,-1.3688434,0.01,1.0,200.0,3.5044917e-18,1.0,7.1158566
100,9.325873406851315e-16,62.2556217924206,0.01,0.009999998,100.0,nan,62.25562179242059,1.0,nan,-8.337712864637242,4.4703484e-08,,-1.3673595,0.01,1.0,200.0,3.5044917e-18,1.0,7.8506727
100,-7.815970093361102e-16,59.8186072412223,0.01,0.009999998,100.0,nan,59.8186072412223,1.0,nan,-7.556699502229691,,,-1.442465,0.01,1.0,200.0,3.5044917e-18,1.0,7.6954803
100,-1.829647544582258e-15,52.40179532070181,0.01,0.009999998,100.0,nan,52.401795320701815,1.0,nan,-8.20524114061192,,,-1.3836327,0.01,1.0,200.0,3.5044917e-18,1.0,7.202623
100,-1.5631940186722204e-15,49.96035238275501,0.01,0.009999998,100.0,nan,49.96035238275501,1.0,nan,-7.460885768782281,-1.4901161e-08,,-1.4356747,0.01,1.0,200.0,3.5044917e-18,1.0,7.0328336
100,1.1013412404281553e-15,59.57475412840862,0.01,0.009999998,100.0,nan,59.5747541284086,1.0,nan,-8.261462126531212,1.2107193e-07,,-1.3866594,0.01,1.0,200.0,3.5044917e-18,1.0,7.679779
100,1.3500311979441904e-15,69.07056800666179,0.01,0.009999998,100.0,nan,69.07056800666179,1.0,nan,-9.643625203634219,2.9802322e-08,,-1.2896565,0.01,1.0,200.0,3.5044917e-18,1.0,8.269212
100,-5.240252676230739e-16,48.298943010292504,0.01,0.009999998,100.0,nan,48.298943010292504,1.0,nan,-7.625180423037276,4.4703484e-08,,-1.3384352,0.01,1.0,200.0,3.5044917e-18,1.0,6.9149084
100,-8.348877145181177e-16,62.5955603960134,0.01,0.009999998,100.0,nan,62.5955603960134,1.0,nan,-8.859918789938469,4.4703484e-08,,-1.329704,0.01,1.0,200.0,3.5044917e-18,1.0,7.8720775
100,-1.0302869668521452e-15,43.08247386600186,0.01,0.009999998,100.0,nan,43.08247386600187,1.0,nan,-7.909419717396933,3.7252903e-08,,-1.2350645,0.01,1.0,200.0,3.5044917e-18,1.0,6.5308228
100,1.7763568394002505e-17,61.28092572734869,0.01,0.009999998,100.0,nan,61.28092572734869,1.0,nan,-9.888817276680097,-1.4901161e-08,,-1.2620854,0.01,1.0,200.0,3.5044917e-18,1.0,7.788974
100,5.684341886080802e-16,65.51065517072209,0.01,0.009999998,100.0,nan,65.51065517072209,1.0,nan,-9.204081367289096,7.4505806e-08,,-1.3197579,0.01,1.0,200.0,3.5044917e-18,1.0,8.053294
100,-6.927791673660977e-16,55.26059456431768,0.01,0.009999998,100.0,nan,55.26059456431768,1.0,nan,-7.920282539307322,3.7252903e-08,,-1.4347693,0.01,1.0,200.0,3.5044917e-18,1.0,7.396485
100,-7.105427357601002e-17,48.3090693251272,0.01,0.009999998,100.0,nan,48.3090693251272,1.0,nan,-7.962052528815288,1.8626451e-08,,-1.3927735,0.01,1.0,200.0,3.5044917e-18,1.0,6.9156327
100,1.3766765505351941e-15,52.27818429569077,0.01,0.009999998,100.0,nan,52.27818429569078,1.0,nan,-7.866408034568454,4.4703484e-08,,-1.4161122,0.01,1.0,200.0,3.5044917e-18,1.0,7.1941223
100,-2.6645352591003756e-17,57.12572833418101,0.01,0.009999998,100.0,nan,57.12572833418101,1.0,nan,-8.864769640329511,-8.940697e-08,,-1.3288063,0.01,1.0,200.0,3.5044917e-18,1.0,7.5202703
100,-1.9539925233402755e-16,54.1349679344597,0.01,0.009999998,100.0,nan,54.1349679344597,1.0,nan,-8.725532973241263,7.4505806e-08,,-1.3366565,0.01,1.0,200.0,3.5044917e-18,1.0,7.320766
100,-1.0658141036401502e-15,54.770542105419054,0.01,0.009999998,100.0,nan,54.77054210541907,1.0,nan,-8.069578935185255,-2.9802322e-08,,-1.3520883,0.01,1.0,200.0,3.5044917e-18,1.0,7.3636155
100,-1.2612133559741778e-15,51.64121209334899,0.01,0.009999998,100.0,nan,51.64121209334901,1.0,nan,-8.87187665201377,,,-1.3208121,0.01,1.0,200.0,3.5044917e-18,1.0,7.150161
100,-7.105427357601002e-17,54.87995735150159,0.01,0.009999998,100.0,nan,54.87995735150159,1.0,nan,-8.916492461640566,-6.239861e-08,,-1.3023666,0.01,1.0,200.0,3.5044917e-18,1.0,7.3709674
100,-1.7763568394002505e-15,58.230989485797174,0.01,0.009999998,100.0,nan,58.23098948579716,1.0,nan,-9.14366647277257,-2.9802322e-08,,-1.2699745,0.01,1.0,200.0,3.5044917e-18,1.0,7.592673
100,-8.08242361927114e-16,45.89372845327385,0.01,0.009999998,100.0,nan,45.89372845327385,1.0,nan,-6.871558577690313,2.9802322e-08,,-1.4916668,0.01,1.0,200.0,3.5044917e-18,1.0,6.7405334
100,-8.171241461241152e-16,55.46655806110221,0.01,0.009999998,100.0,nan,55.4665580611022,1.0,nan,-8.958981685227583,-7.450581e-09,,-1.3362943,0.01,1.0,200.0,3.5044917e-18,1.0,7.4102554
100,1.4921397450962103e-15,55.49926924773911,0.01,0.009999998,100.0,nan,55.499269247739115,1.0,nan,-8.470344824849505,5.9604645e-08,,-1.2532892,0.01,1.0,200.0,3.5044917e-18,1.0,7.412441
100,-1.8918200339612667e-15,56.08808260684121,0.01,0.009999998,100.0,nan,56.088082606841226,1.0,nan,-8.670171078447407,2.2351742e-08,,-1.2798028,0.01,1.0,200.0,3.5044917e-18,1.0,7.4516573
100,-1.305622276959184e-15,54.80576508715799,0.01,0.009999998,100.0,nan,54.805765087158,1.0,nan,-7.508624159273019,4.8428774e-08,,-1.4089812,0.01,1.0,200.0,3.5044917e-18,1.0,7.3659835
100,-9.769962616701378e-16,42.887480881159654,0.01,0.009999998,100.0,nan,42.887480881159654,1.0,nan,-6.801834957058227,7.4505806e-08,,-1.410878,0.01,1.0,200.0,3.5044917e-18,1.0,6.5160265
100,2.3980817331903383e-16,59.82506445342295,0.01,0.009999998,100.0,nan,59.82506445342295,1.0,nan,-9.056615184042485,1.8626451e-08,,-1.3164166,0.01,1.0,200.0,3.5044917e-18,1.0,7.695896
100,-4.1744385725905884e-16,53.96323214005457,0.01,0.009999998,100.0,nan,53.96323214005457,1.0,nan,-7.747243428625041,-5.122274e-08,,-1.4174485,0.01,1.0,200.0,3.5044917e-18,1.0,7.309145
100,-8.881784197001252e-16,46.21530978501907,0.01,0.009999998,100.0,nan,46.21530978501907,1.0,nan,-7.499363251014944,-4.8428774e-08,,-1.4674656,0.01,1.0,200.0,3.5044917e-18,1.0,6.764108
100,8.704148513061227e-16,58.23888567012854,0.01,0.009999998,100.0,nan,58.23888567012854,1.0,nan,-8.909480070896533,1.0430813e-07,,-1.3456589,0.01,1.0,200.0,3.5044917e-18,1.0,7.593188
100,-1.6875389974302379e-15,52.427937837713216,0.01,0.009999998,100.0,nan,52.427937837713216,1.0,nan,-8.02217856105606,-1.4901161e-08,,-1.4141788,0.01,1.0,200.0,3.5044917e-18,1.0,7.2044196
100,4.085620730620576e-16,60.51641493172636,0.01,0.009999998,100.0,nan,60.51641493172636,1.0,nan,-7.268084321136639,-5.9604645e-08,,-1.4876696,0.01,1.0,200.0,3.5044917e-18,1.0,7.740236
100,-8.260059303211165e-16,54.99610646500314,0.01,0.009999998,100.0,nan,54.99610646500314,1.0,nan,-7.642779119415365,,,-1.4560043,0.01,1.0,200.0,3.5044917e-18,1.0,7.378763
100,4.884981308350689e-16,55.12153303963121,0.01,0.009999998,100.0,nan,55.12153303963122,1.0,nan,-7.8844864210887105,-7.450581e-09,,-1.4379205,0.01,1.0,200.0,3.5044917e-18,1.0,7.387172
100,-2.3092638912203257e-16,56.7873550892921,0.01,0.009999998,100.0,nan,56.7873550892921,1.0,nan,-8.284119466977566,-5.9604645e-08,,-1.25912,0.01,1.0,200.0,3.5044917e-18,1.0,7.4979653
100,2.575717417130363e-16,51.00234931761084,0.01,0.009999998,100.0,nan,51.00234931761084,1.0,nan,-8.01681036053799,4.4703484e-08,,-1.4135201,0.01,1.0,200.0,3.5044917e-18,1.0,7.105795
100,1.5276668818842154e-15,55.471105501221366,0.01,0.009999998,100.0,nan,55.47110550122136,1.0,nan,-7.932152062045294,-4.4703484e-08,,-1.3959438,0.01,1.0,200.0,3.5044917e-18,1.0,7.4105597
100,5.329070518200751e-16,50.96816224800192,0.01,0.009999998,100.0,nan,50.96816224800192,1.0,nan,-8.428855210082554,-8.940697e-08,,-1.3552523,0.01,1.0,200.0,3.5044917e-18,1.0,7.103413
100,-1.2434497875801752e-15,48.96414221461325,0.01,0.009999998,100.0,nan,48.96414221461325,1.0,nan,-8.956260951525037,-1.4901161e-08,,-1.2652456,0.01,1.0,200.0,3.5044917e-18,1.0,6.9623632
100,3.375077994860476e-16,48.75062160040953,0.01,0.009999998,100.0,nan,48.75062160040953,1.0,nan,-7.520553840819037,-7.450581e-09,,-1.3819757,0.01,1.0,200.0,3.5044917e-18,1.0,6.947166
100,-3.552713678800501e-16,58.68471751238596,0.01,0.009999998,100.0,nan,58.68471751238596,1.0,nan,-8.655549876865164,1.1920929e-07,,-1.3302916,0.01,1.0,200.0,3.5044917e-18,1.0,7.6221957
100,-6.039613253960852e-16,57.217973594606825,0.01,0.009999998,100.0,nan,57.21797359460681,1.0,nan,-9.508275380920495,7.4505806e-08,,-1.2487339,0.01,1.0,200.0,3.5044917e-18,1.0,7.52634
100,6.750155989720952e-16,61.74979976410229,0.01,0.009999998,100.0,nan,61.749799764102285,1.0,nan,-8.673256623958766,-4.4703484e-08,,-1.3351058,0.01,1.0,200.0,3.5044917e-18,1.0,7.8187146
100,2.7355895326763858e-15,50.51865039820392,0.01,0.009999998,100.0,nan,50.51865039820391,1.0,nan,-8.37122125408269,-2.9802322e-08,,-1.2469983,0.01,1.0,200.0,3.5044917e-18,1.0,7.07202
100,-2.469136006766348e-15,52.73637645523037,0.01,0.009999998,100.0,nan,52.73637645523038,1.0,nan,-8.630109852704487,-7.450581e-09,,-1.359267,0.01,1.0,200.0,3.5044917e-18,1.0,7.2255807
100,-1.0302869668521452e-15,49.66487284541829,0.01,0.009999998,100.0,nan,49.66487284541829,1.0,nan,-7.056410996048016,-5.9604645e-08,,-1.4482322,0.01,1.0,200.0,3.5044917e-18,1.0,7.012006
100,-6.217248937900876e-16,51.053475491588614,0.01,0.009999998,100.0,nan,51.053475491588614,1.0,nan,-8.239485115656477,1.4901161e-08,,-1.4000269,0.01,1.0,200.0,3.5044917e-18,1.0,7.1093554
100,-1.7763568394002506e-16,44.95427340750159,0.01,0.009999998,100.0,nan,44.95427340750159,1.0,nan,-6.716342661391768,-2.9802322e-08,,-1.512869,0.01,1.0,200.0,3.5044917e-18,1.0,6.6711864
100,-3.730349362740526e-16,54.287327723948096,0.01,0.009999998,100.0,nan,54.287327723948096,1.0,nan,-8.235015204444387,-4.4703484e-08,,-1.3300003,0.01,1.0,200.0,3.5044917e-18,1.0,7.331061
100,-4.263256414560601e-16,50.77698118520873,0.01,0.009999998,100.0,nan,50.77698118520873,1.0,nan,-8.3519471102782,-1.4901161e-08,,-1.2971653,0.01,1.0,200.0,3.5044917e-18,1.0,7.0900784
100,3.1974423109204507e-16,55.72308208851151,0.01,0.009999998,100.0,nan,55.72308208851151,1.0,nan,-7.79088762047352,-2.9802322e-08,,-1.4371979,0.01,1.0,200.0,3.5044917e-18,1.0,7.427372
100,-2.3980817331903383e-16,57.008823949027224,0.01,0.009999998,100.0,nan,57.008823949027224,1.0,nan,-8.460185010696884,2.9802322e-08,,-1.3598945,0.01,1.0,200.0,3.5044917e-18,1.0,7.512572
100,-6.572520305780927e-16,53.16145163256693,0.01,0.009999998,100.0,nan,53.16145163256693,1.0,nan,-7.9423391916986965,-1.1920929e-07,,-1.4171267,0.01,1.0,200.0,3.5044917e-18,1.0,7.254642
100,-1.0036416142611414e-15,62.1749119703309,0.01,0.009999998,100.0,nan,62.17491197033091,1.0,nan,-9.155569044118659,-2.9802322e-08,,-1.2833328,0.01,1.0,200.0,3.5044917e-18,1.0,7.8455825
100,7.371880883511039e-16,64.63203399024157,0.01,0.009999998,100.0,nan,64.63203399024157,1.0,nan,-8.32098435352596,3.7252903e-09,,-1.3625834,0.01,1.0,200.0,3.5044917e-18,1.0,7.9991074
100,-6.039613253960852e-16,52.10739095937571,0.01,0.009999998,100.0,nan,52.10739095937571,1.0,nan,-8.402924889643037,2.9802322e-08,,-1.3518915,0.01,1.0,200.0,3.5044917e-18,1.0,7.1823616
