Var_J,TimestepsSoFar,TimeElapsed,entloss,surrgain,EpRewMean,EpLenMean,EpisodesSoFar,Step_size,entropy,J_hat,ev_tdlam_before,optimgain,meankl,DiscEpRewMean,EpThisIter,SampleRenyi2
0.332675039768219,50000,68.50297164916992,,0.0187426,0.71587932737,500.0,100,1.0,2.83012,1.8614038228988647,-0.0153102874756,0.0187426,0.0091059,0.503259771788,100,3.80069e+08
0.33095869421958923,100000,135.73858499526978,,0.0239351,9.60480922496,500.0,200,1.0,2.81909,16.29480743408203,0.582542389631,0.0239351,0.00960747,5.69841665349,100,1.46128e+11
6.4355387687683105,150000,200.34387230873108,,0.0214183,17.2195945363,500.0,300,1.0,2.81144,10.445542335510254,0.717954993248,0.0214183,0.00899516,11.6286570533,100,1.38451e+09
0.4420287609100342,200000,266.89086294174194,,0.0117363,23.1561772193,500.0,400,1.0,2.77928,21.410076141357422,0.752782583237,0.0117363,0.00821644,16.3962106057,100,2.08616e+25
1.0701502561569214,250000,334.70067620277405,,0.00671364,26.6846193312,500.0,500,1.0,2.76246,22.732084274291992,0.741113096476,0.00671364,0.00703659,20.1619306047,100,2.23842e+13
0.35463231801986694,300000,401.2772080898285,,0.00473283,26.2742871768,500.0,600,1.0,2.7512,20.795103073120117,0.695495158434,0.00473283,0.00691319,21.4499962571,100,8.35497e+09
0.07388649880886078,350000,468.65424251556396,,0.0030565,26.404180273,500.0,700,1.0,2.76068,23.603717803955078,0.676904737949,0.0030565,0.00586976,22.699187134,100,0.000133843
0.10509862750768661,400000,535.155802488327,,0.00383603,27.2192463888,500.0,800,1.0,2.74241,24.644685745239258,0.694417953491,0.00383603,0.00740432,23.5730491219,100,3.18798e+14
0.138120636343956,450000,601.415796995163,,0.00425285,26.2046055975,500.0,900,1.0,2.68923,23.149682998657227,0.723063528538,0.00425285,0.0084573,23.273780798,100,4.4394e+37
0.03564715385437012,500000,667.1909461021423,,0.00646643,27.3354716853,500.0,1000,1.0,2.70027,24.545883178710938,0.743595063686,0.00646643,0.00554133,23.9805003296,100,1.78616e-07
0.15375500917434692,550000,737.4537942409515,,0.00397009,25.6147899157,500.0,1100,1.0,2.68378,23.2474365234375,0.757326185703,0.00397009,0.00761408,23.7917491237,100,4.57113e+13
0.23612235486507416,600000,806.776709318161,,0.00364462,25.8691228538,500.0,1200,1.0,2.66384,23.453901290893555,0.764251172543,0.00364462,0.00705715,24.2483638858,100,1.04559e+15
0.06859889626502991,650000,874.0628015995026,,0.00631848,24.6335261189,500.0,1300,1.0,2.66816,24.028032302856445,0.783885195851,0.00631848,0.00664628,23.7628359152,100,0.919129
0.06503673642873764,700000,945.2968118190765,,0.00411504,24.8161437299,500.0,1400,1.0,2.67868,24.0013484954834,0.814415618777,0.00411504,0.00550877,24.1183907265,100,2.82947e-05
0.07750169932842255,750000,1013.2404265403748,,0.00423725,24.0631544499,500.0,1500,1.0,2.67596,23.777877807617188,0.819342508912,0.00423725,0.0050081,23.5810711363,100,2953.82
0.07217711955308914,800000,1080.7582476139069,,0.00509103,23.0139683482,500.0,1600,1.0,2.6482,24.291898727416992,0.832460016012,0.00509103,0.00702956,23.6992029922,100,9.84621e+20
0.1356232464313507,850000,1149.9545109272003,,0.00492734,23.6437230932,500.0,1700,1.0,2.63178,23.508665084838867,0.792429566383,0.00492734,0.00561967,23.7183287836,100,9.74828e+11
0.05288153141736984,900000,1220.9153282642365,,0.00504078,22.2579614357,500.0,1800,1.0,2.66406,24.152254104614258,0.795871078968,0.00504078,0.00718449,23.7001175125,100,4.50887e-20
0.116859070956707,950000,1287.9985864162445,,0.00431951,24.6979147958,500.0,1900,1.0,2.6795,24.158714294433594,0.804633915424,0.00431951,0.00548709,23.9717805103,100,8.82565e-09
0.0757589191198349,1000000,1356.0286886692047,,0.00417182,23.9031880393,500.0,2000,1.0,2.65816,24.8056697845459,0.801064759493,0.00417182,0.00760592,24.0471673688,100,3.82823e+17
0.09776602685451508,1050000,1425.6441860198975,,0.00510814,25.2994295361,500.0,2100,1.0,2.65721,25.981212615966797,0.826393052936,0.00510814,0.00775507,24.5831128431,100,62134.1
0.3005245625972748,1100000,1495.5541989803314,,0.00480585,28.6418312764,500.0,2200,1.0,2.66888,25.575441360473633,0.809655427933,0.00480585,0.00594499,24.9746362185,100,8.86221e-06
0.1328556090593338,1150000,1564.8992321491241,,0.00405233,30.4856943417,500.0,2300,1.0,2.64849,26.505136489868164,0.791010677814,0.00405233,0.00666689,25.7307005554,100,2.38784e+15
0.08661594241857529,1200000,1637.5621283054352,,0.00465088,31.3849534726,500.0,2400,1.0,2.67189,25.9432373046875,0.792941570282,0.00465088,0.00715492,25.9864170814,100,6.21895e-13
0.15385596454143524,1250000,1706.8986129760742,,0.00450301,32.0611219848,500.0,2500,1.0,2.63868,27.184158325195312,0.805898204446,0.00450301,0.00680276,26.3574239997,100,1.15206e+24
0.17386333644390106,1300000,1776.2280251979828,,0.00356679,32.7774344427,500.0,2600,1.0,2.63305,27.201627731323242,0.815121561289,0.00356679,0.00680292,26.6859804415,100,1.638e+06
0.2000148594379425,1350000,1847.5655007362366,,0.00459549,34.9958256325,500.0,2700,1.0,2.6485,28.221477508544922,0.817612424493,0.00459549,0.00692898,27.6482885941,100,7.1386e-08
0.4653620421886444,1400000,1919.639527797699,,0.00472297,35.054323439,500.0,2800,1.0,2.62691,26.467775344848633,0.870152011514,0.00472297,0.00685152,27.5538750798,100,7.92438e+15
0.05945714935660362,1450000,1992.4733097553253,,0.00399262,35.1289378945,500.0,2900,1.0,2.61037,28.9874324798584,0.870449751616,0.00399262,0.00599056,28.1791876377,100,1.24725e+13
