AvgDiscRet,IterType,VarRet,MinVanillaIw,AvgEpLen,eRenyi2,ESSClassic,MinNormIw,MaxVanillaIw,BatchSize,MaxNormIw,J,VarJ,EpsThisIter,VarVanillaIw,AvgRet,Bound,VarDiscRet,VarNormIw,AvgNormIw,ESSRenyi,VanillaAvgRet,AvgVanillaIw
142.34356924423963,1,9329.535016695052,0.007888983,15.55,5.2787447,1.8713776722990898,1.8916486e-05,303.2652,100,0.7271801,397.4791,330.943,100,921.2132,142.34356924423963,291.4639,9329.535016695052,0.0052966243,0.01,18.943897788051487,142.34356924423963,4.1704273
224.65081641158267,,9329.535016695052,0.0032974437,15.55,9.703579,15.294705150847149,4.381066e-06,126.75905,200,0.16841523,234.26105,153.57088,100,316.9052,142.34356924423963,65.625854,13667.514115941513,0.0005594152,0.01,20.610952005613793,142.34356924423963,7.5265784
141.94266681094288,1,9184.70879359259,0.00072097353,15.51,8.500515,1.7004330225034758,8.3851575e-07,658.0486,200,0.765332,399.2204,452.9676,100,2166.1843,141.94266681094288,287.7015,9184.70879359259,0.002930079,0.005,23.527986289462337,141.94266681094288,4.2991056
230.424117679374,2,9844.042468070611,1.0,24.98,1.0,100.0,0.01,1.0,200,0.01,230.42413,98.71981,100,,230.424117679374,185.14087,9844.042468070611,3.5044917e-18,0.009999998,200.0,230.424117679374,1.0
239.0868698582537,,9184.70879359259,0.0015196446,15.51,37.738007,10.829905959484897,2.7712582e-07,1387.0134,300,0.2529389,212.47635,192.67468,100,13196.986,141.94266681094288,-261.3677,25803.616700810337,0.00043887884,0.005,7.949545487259815,141.94266681094288,27.417953
140.7674331881341,1,7896.520203595455,0.00031014453,15.39,11.0766735,1.7848819402947496,2.4447078e-07,948.2427,300,0.74745035,394.76627,593.1669,100,2997.7954,140.7674331881341,290.82578,7896.520203595455,0.001862635,0.0033333334,27.083943549632735,140.7674331881341,4.228788
231.95021613488956,2,12692.47556518223,1.0,25.15,1.0,100.0,0.01,1.0,300,0.01,231.95021,112.09617,100,,231.95021613488956,162.18753,12692.47556518223,3.5044917e-18,0.009999998,300.0,231.95021613488956,1.0
217.1994589847506,2,11770.843529757418,1.0,23.58,1.0,200.00000010221265,0.005,1.0,300,0.005,224.57483,110.289345,100,,217.1994589847506,175.24518,11770.843529757418,2.179301e-19,0.0049999994,300.0,217.1994589847506,1.0
228.91962886694168,,7896.520203595455,0.0010545824,15.39,139.18074,13.337233741126388,7.162978e-08,3224.3032,400,0.21900244,213.13747,329.70456,100,51938.203,140.7674331881341,-266.15076,11672.3180693645,0.00023961448,0.0033333332,2.873960858202005,140.7674331881341,49.075607
135.74347034115712,1,7749.10108521453,7.9365236e-05,14.84,12.671979,1.9705223298434962,5.4826486e-08,1029.1094,400,0.7109215,391.6759,696.156,100,2652.0447,135.74347034115712,295.3966,7749.10108521453,0.0012656134,0.0025,31.5657089995562,135.74347034115712,3.6189277
247.74032193177197,2,11533.765497187953,1.0,26.86,1.0,100.0,0.01,1.0,400,0.01,247.74031,106.85704,100,,247.74032193177197,179.02481,11533.765497187953,3.5044917e-18,0.009999998,400.0,247.74032193177197,1.0
250.57161029171297,2,10595.315951430073,1.0,27.14,1.0,200.00000010221265,0.005,1.0,400,0.005,249.15598,104.67043,100,,250.57161029171297,200.56679,10595.315951430073,2.179301e-19,0.0049999994,400.0,250.57161029171297,1.0
249.6157948459968,2,13369.839785223483,1.0,27.05,1.0,299.999969473632,0.0033333334,1.0,400,0.0033333334,249.30923,108.24059,100,,249.6157948459968,209.63632,13369.839785223483,5.4391416e-20,0.0033333336,400.0,249.6157948459968,1.0
243.11527606981699,,7749.10108521453,0.000971714,14.84,1655.7324,11.637610827435871,1.7509203e-08,12599.975,500,0.2270375,231.54517,405.6634,100,643998.1,135.74347034115712,-1166.4952,7423.467637377676,0.00020909347,0.0025,0.3019811615658195,135.74347034115712,138.74332
165.50973872774424,1,13926.67552151408,1.1614159e-06,18.05,17.353333,2.099650056970403,6.804698e-10,1174.5303,500,0.68815345,397.07663,674.5929,100,2768.7437,165.50973872774424,296.30292,13926.67552151408,0.0009504405,0.0019999996,28.8129095340764,165.50973872774424,3.413571
247.79570286617755,2,9394.673901555243,1.0,26.84,1.0,100.0,0.01,1.0,500,0.01,247.79572,96.44028,100,,247.79570286617755,202.41261,9394.673901555243,3.5044917e-18,0.009999998,500.0,247.79570286617755,1.0
260.7359356921845,2,10368.72235637292,1.0,28.21,1.0,200.00000010221265,0.005,1.0,500,0.005,254.26581,99.11985,100,,260.7359356921845,220.49179,10368.72235637292,2.179301e-19,0.0049999994,500.0,260.7359356921845,1.0
241.49589105122357,2,9262.60088284688,1.0,26.16,1.0,299.999969473632,0.0033333334,1.0,500,0.0033333334,250.00917,98.19738,100,,241.49589105122357,216.27971,9262.60088284688,5.4391416e-20,0.0033333336,500.0,241.49589105122357,1.0
278.5615866184838,2,17945.745736075467,1.0,30.16,1.0,400.0,0.0025,1.0,500,0.0025,257.14728,108.74959,100,,278.5615866184838,222.12549,17945.745736075467,5.434597e-20,0.0024999997,500.0,278.5615866184838,1.0
265.4026115361844,1,8742.812021679396,2.554927e-13,28.74,10.446189,5.949774120614,2.9584947e-16,348.36224,500,0.40338835,421.9295,568.4573,100,248.20784,265.4026115361844,320.68716,8742.812021679396,0.0003328128,0.002,47.86434588811392,265.4026115361844,1.7271804
332.27827062681934,2,12762.583402883227,1.0,35.86,1.0,100.0,0.01,1.0,500,0.01,332.27826,112.40532,100,,332.27827062681934,265.66574,12762.583402883227,3.5044917e-18,0.009999998,500.0,332.27827062681934,1.0
352.2122094015657,2,13967.085778323348,1.0,38.03,1.0,200.00000010221265,0.005,1.0,500,0.005,342.24524,115.4579,100,,352.2122094015657,295.14307,13967.085778323348,2.179301e-19,0.0049999994,500.0,352.2122094015657,1.0
356.91971001045005,2,30498.44361194029,1.0,38.55,1.0,299.999969473632,0.0033333334,1.0,500,0.0033333334,347.13675,137.83817,100,,356.91971001045005,299.32385,30498.44361194029,5.4391416e-20,0.0033333336,500.0,356.91971001045005,1.0
333.6366978275882,2,16147.418594350045,1.0,36.05,1.0,400.0,0.0025,1.0,500,0.0025,343.76172,135.2042,100,,333.6366978275882,302.35452,16147.418594350045,5.434597e-20,0.0024999997,500.0,333.6366978275882,1.0
347.3587571148701,1,15045.181159876445,3.152829e-15,37.5,41.925858,1.4183597878094654,1.8193658e-18,1453.6768,500,0.8388561,890.45166,1784.8197,100,4230.9717,347.3587571148701,650.6448,15045.181159876445,0.0014088972,0.0020000003,11.92581450423325,347.3587571148701,3.465855
412.7638140713688,2,25544.17750269544,1.0,44.56,1.0,100.0,0.01,1.0,500,0.01,412.7638,159.02432,100,,412.7638140713688,330.77036,25544.17750269544,3.5044917e-18,0.009999998,500.0,412.7638140713688,1.0
404.0534076523551,2,17619.182294400573,1.0,43.6,1.0,200.00000010221265,0.005,1.0,500,0.005,408.40863,146.23553,100,,404.0534076523551,350.4305,17619.182294400573,2.179301e-19,0.0049999994,500.0,404.0534076523551,1.0
434.5984717901475,2,28536.515787996148,1.0,46.91,1.0,299.999969473632,0.0033333334,1.0,500,0.0033333334,417.13858,154.35683,100,,434.5984717901475,365.86227,28536.515787996148,5.4391416e-20,0.0033333336,500.0,434.5984717901475,1.0
408.0104904666041,2,24790.936473817208,1.0,44.04,1.0,400.0,0.0025,1.0,500,0.0025,414.85654,154.98677,100,,408.0104904666041,367.48224,24790.936473817208,5.434597e-20,0.0024999997,500.0,408.0104904666041,1.0
