ESSRenyi,AvgNormIw,AvgDiscRet,VarNormIw,MinNormIw,AvgEpLen,VarJ,MaxVanillaIw,VarVanillaIw,MinVanillaIw,J,VarDiscRet,ESSClassic,AvgRet,eRenyi2,AvgVanillaIw,MaxNormIw,VarRet,BatchSize,Bound
16.564089177372583,0.01,-4066.23450637783,0.0006541659,1.6394831e-32,200.0,571.81934,8.822863,4.8201184,1.4073166e-30,-137.23125,4392402.075036766,13.375702874290901,-4066.23450637783,6.0371566,0.85839045,0.1027838,4392402.075036766,100,-1328.3507
90.49946408738154,0.01,-91.39887033122551,9.918204e-06,0.0021592504,200.0,124.22815,1.3237768,0.09829458,0.21495682,-30.573765,212347.9294565398,91.0589007181423,-91.39887033122551,1.1049789,0.9955159,0.013297395,212347.9294565398,100,-498.03598
93.35311249080503,0.01,-90.96108142399758,8.995762e-06,0.0008068331,200.0,60.818333,1.2492512,0.087937936,0.079772435,-19.19888,211637.2210154577,91.8224777192628,-90.96108142399758,1.0712016,0.98871046,0.012635157,211637.2210154577,100,-472.7893
99.99574440947126,0.01,-8.18845037981534,6.3922325e-09,0.009671505,200.0,8.137738,1.0046849,6.377506e-05,0.9660364,-8.169637,67.89310455316225,99.99367587580495,-8.18845037981534,1.0000426,0.998848,0.010058437,67.89310455316225,100,-483.00607
99.9990701761873,0.01,-8.449944842904177,9.813961e-10,0.00990638,200.0,7.7156925,1.0042828,9.810758e-06,0.99047524,-8.447969,60.21814733716627,99.99904236048755,-8.449944842904177,1.0000093,0.99983567,0.010044479,60.21814733716627,100,-415.87268
99.99977350286287,0.01,-7.135053464213362,1.2281126e-10,0.009950693,200.0,7.734466,1.0010726,1.2285915e-06,0.99526155,-7.1338863,60.44968908972897,99.99989320919971,-7.135053464213362,1.0000023,1.0001932,0.010008792,60.44968908972897,100,-433.9931
99.9990344140783,0.01,-7.532059358205211,9.901989e-10,0.009782061,200.0,7.182645,1.0022101,9.907838e-06,0.9784951,-7.5280514,52.183347666665654,99.9990351736687,-7.532059358205211,1.0000097,1.0002955,0.010019141,52.183347666665654,100,-453.27164
99.98554200381629,0.01,-8.174530343013522,1.3464129e-08,0.009327562,200.0,10.357955,1.0086598,0.00013488997,0.9336171,-8.11225,115.86660441480356,99.98666982684965,-8.174530343013522,1.0001446,1.000923,0.010077297,115.86660441480356,100,-453.65533
99.98065607490426,0.010000002,-9.47728780964041,2.1979782e-08,0.009173954,200.0,11.982592,1.0100313,0.00021955685,0.9168928,-9.380939,162.1309170802204,99.97821351579614,-9.47728780964041,1.0001935,0.9994521,0.01010585,162.1309170802204,100,-491.9507
100.0,0.009999998,-8.808180288932945,3.5044917e-18,0.01,200.0,7.8360343,1.0,,1.0,-8.808181,62.023671453972845,100.0,-8.808180288932945,1.0,1.0,0.01,62.023671453972845,100,-480.8353
