VarRet,VarJ,MaxNormIw,MinVanillaIw,AvgEpLen,VarVanillaIw,BatchSize,MinNormIw,AvgRet,J,eRenyi2,AvgDiscRet,VarDiscRet,VarNormIw,ESSRenyi,ESSClassic,MaxVanillaIw,AvgNormIw,Bound,AvgVanillaIw
14885822.265612759,93.11857,0.32567528,,500.0,29.441538,100,,-12402.42072559073,-20.69936,23.691566,-2433.079615184828,607526.6515211025,0.002545025,4.220911273979559,3.817413393545352,35.028294,0.01,-1260.4501,1.0755589
286.2208205207577,13.694385,0.0102451295,0.87510246,500.0,0.0009881804,100,0.008743198,-8.997332219973064,-8.470898,1.0011724,-8.724509949244586,228.4846246656893,9.8641344e-08,99.88289496041111,99.90244916822778,1.0254301,0.01,-249.6487,1.0008953
149.05562857055838,11.574132,0.0101516945,0.93295074,500.0,0.00028609345,100,0.009358612,-11.520097842606164,-11.337863,1.0002774,-11.402111221337897,140.88411373080757,2.8788124e-08,99.97226769126445,99.9714864673642,1.0120124,0.010000002,-252.27977,0.9968901
70.73451288620005,8.257119,0.010044325,0.9775647,500.0,2.425278e-05,100,0.009772916,-8.46298176806389,-8.404363,1.0000387,-8.41412966733578,69.380633989466,2.4239237e-09,99.99612584818594,99.9976088957545,1.0047132,0.01,-249.25174,1.0002794
1010314.1799326607,10.03346,0.012636153,0.029863954,500.0,0.109124504,100,0.00028155578,-150.32416627026075,-8.515321,1.1150945,-34.36498757525792,36022.515214303276,9.699663e-06,89.67849468216633,91.23865866693428,1.3402867,0.01,-266.9972,1.0606762
72.08313049379338,8.408549,0.010058467,0.97447854,500.0,4.8970658e-05,100,0.00974218,-10.41110182044451,-10.362639,1.0000664,-10.377990406807326,71.5532376258785,4.8944453e-09,99.9933604834331,99.99515680557076,1.0061157,0.01,-251.19774,1.0002674
52.27043548492661,7.156276,0.010043915,0.9620543,500.0,4.0611634e-05,100,0.009625352,-6.5603935369264885,-6.534882,1.0000293,-6.5422635401500395,51.99791879032338,4.065224e-09,99.99706753747294,99.99598505356082,1.0038898,0.009999998,-247.35083,0.99950045
58.01381825476866,7.559842,0.010064722,0.992067,500.0,6.2869003e-06,100,0.009922739,-8.587206053171995,-8.563274,1.0000061,-8.56470284681239,57.72303060685285,6.2895167e-10,99.9993920363195,99.99938570843618,1.0062623,0.01,-249.38086,0.9997914
64.50913890801485,7.949477,0.010043843,0.9707281,500.0,3.5238794e-05,100,0.0097029405,-7.7067412602087275,-7.673975,1.0000455,-7.68442768957245,64.09210698964286,3.5207304e-09,99.9954464125002,99.99651882949614,1.0048336,0.01,-248.49593,1.0004473
44.18065246634377,6.5978703,0.010022091,0.97805893,500.0,1.07118485e-05,100,0.009783523,-7.105069167312587,-7.0841975,1.0000068,-7.085850989874676,43.978466322562596,1.0718283e-09,99.99932051166664,99.99893538867171,1.0019085,0.01,-247.89851,0.99970007
