entropy,surrgain,entloss,SampleRenyi2,optimgain,EpThisIter,DiscEpRewMean,ev_tdlam_before,TimeElapsed,Var_J,J_hat,TimestepsSoFar,EpisodesSoFar,Step_size,EpRewMean,EpLenMean,meankl
2.83393,0.0195326,,9669.85,0.0195326,100,0.177156095097,-0.0150665044785,66.10658168792725,0.33699363470077515,3.627248764038086,50000,100,1.0,0.583700494916,500.0,0.00900941
2.83009,0.0230041,,10987.3,0.0230041,100,5.70005193837,0.609640806913,132.578999042511,2.646890878677368,13.59560775756836,100000,200,1.0,8.58708212069,500.0,0.00938521
2.82296,0.0197593,,16927.3,0.0197593,100,11.8495562981,0.742356836796,197.44831037521362,0.21794383227825165,15.43754768371582,150000,300,1.0,20.2549939668,500.0,0.00925341
2.79973,0.0117123,,2435.12,0.0117123,100,17.0405604261,0.763839900494,260.8205506801605,0.33878034353256226,18.987468719482422,200000,400,1.0,24.5486121084,500.0,0.00831294
2.77642,0.00788954,,518.956,0.00788954,100,20.4715771526,0.748893797398,323.6722505092621,0.3265574872493744,23.400611877441406,250000,500,1.0,26.7295911915,500.0,0.00824936
2.78707,0.00439382,,123.961,0.00439382,100,22.2053300626,0.736148387194,390.70946168899536,0.3084862530231476,21.191797256469727,300000,600,1.0,27.4966478781,500.0,0.00544307
2.81054,0.0048614,,3140.32,0.0048614,100,23.0935118015,0.714673429728,456.21602869033813,0.5513187050819397,24.906911849975586,350000,700,1.0,28.4107251653,500.0,0.00570272
2.78412,0.00451465,,293.661,0.00451465,100,23.3180016423,0.740273982286,523.6167552471161,0.1898842602968216,24.045543670654297,400000,800,1.0,28.0560473172,500.0,0.00703672
2.76955,0.00415118,,79.8138,0.00415118,100,24.1984244146,0.761285275221,587.1186883449554,0.23448729515075684,24.3764705657959,450000,900,1.0,28.9942277868,500.0,0.00562682
2.7473,0.0062064,,880774.0,0.0062064,100,24.3828267337,0.778608798981,654.4525952339172,0.07845897227525711,25.414907455444336,500000,1000,1.0,29.255623425,500.0,0.00652517
2.75019,0.00511279,,2071.79,0.00511279,100,24.9284020676,0.786363407969,721.9197177886963,0.08628102391958237,25.338529586791992,550000,1100,1.0,29.6507674805,500.0,0.00657154
2.76362,0.00472754,,10.5091,0.00472754,100,25.0721948549,0.779545307159,786.9737453460693,0.35002440214157104,25.15082550048828,600000,1200,1.0,29.7706546838,500.0,0.00562785
2.73921,0.0056781,,2570.85,0.0056781,100,25.8005259416,0.78180873394,851.2183995246887,0.0505128838121891,26.3046817779541,650000,1300,1.0,31.7488724889,500.0,0.00771458
2.76259,0.00535594,,1928.04,0.00535594,100,26.3254041554,0.785865455866,907.3835608959198,0.5433636903762817,25.609804153442383,700000,1400,1.0,32.8848863772,500.0,0.00787897
2.73241,0.00438539,,205.346,0.00438539,100,27.0198345222,0.798951297998,962.4098205566406,0.13632144033908844,28.037338256835938,750000,1500,1.0,35.1982277027,500.0,0.00751054
2.6875,0.00415002,,1377.83,0.00415002,100,28.2190795783,0.800363644958,1026.0632190704346,0.03216422349214554,28.189809799194336,800000,1600,1.0,37.9366090316,500.0,0.00842633
2.69064,0.00554714,,330.504,0.00554714,100,28.900552747,0.807810753584,1091.3541376590729,0.4617097079753876,30.417509078979492,850000,1700,1.0,39.9761288474,500.0,0.00803204
2.64455,0.00365532,,5721.97,0.00365532,100,30.1210545024,0.821283385158,1158.9793219566345,0.006093751639127731,31.409496307373047,900000,1800,1.0,43.1661625207,500.0,0.00790969
2.62579,0.00432727,,54.8392,0.00432727,100,30.8193400013,0.838742986321,1225.5211386680603,0.11486401408910751,32.797630310058594,950000,1900,1.0,45.2462226013,500.0,0.00736472
2.61792,0.00436225,,1245.34,0.00436225,100,31.8445578102,0.854213759303,1293.972161769867,0.6001268029212952,32.72959518432617,1000000,2000,1.0,47.0674663352,500.0,0.00759012
2.59278,0.00445515,,7136.22,0.00445515,100,33.1759852543,0.864476963878,1361.4206802845001,1.0187921524047852,33.80522537231445,1050000,2100,1.0,51.7449492886,500.0,0.00699296
2.58393,0.0048299,,221.081,0.0048299,100,34.5585755024,0.881110697985,1426.9948825836182,0.8248615264892578,35.65422821044922,1100000,2200,1.0,55.8779952901,500.0,0.00837485
2.57636,0.00456206,,280.53,0.00456206,100,36.6276733807,0.895403370261,1481.6403753757477,1.7324248552322388,37.656436920166016,1150000,2300,1.0,63.5272416512,500.0,0.00580404
2.58667,0.00439869,,543.635,0.00439869,100,38.4357484495,0.910780794919,1535.478554725647,3.4918148517608643,44.92679214477539,1200000,2400,1.0,71.8043590581,500.0,0.00694854
2.55932,0.00534198,,1900.54,0.00534198,100,40.9885317767,0.921650409698,1590.7949655056,1.4426058530807495,45.34856033325195,1250000,2500,1.0,83.9341598006,500.0,0.00686341
