ESSClassic,delta,Bound,AvgRet,MaxVanillaIw,AvgVanillaIw,EpsThisIter,VarVanillaIw,ESSRenyi,BatchSize,VarNormIw,AvgEpLen,IterType,J,renyi2,AvgDiscRet,VarRet,MaxNormIw,VarJ,MinVanillaIw,VarDiscRet,SamplesThisIter,MinNormIw,AvgNormIw,VanillaAvgRet
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
nan,0.6,nan,nan,nan,nan,100,nan,nan,100,nan,500.0,1,nan,nan,nan,nan,nan,nan,nan,nan,50000,nan,nan,nan
