AvgRet,MinVanillaIw,VarJ,VarDiscRet,Bound,AvgEpLen,ESSRenyi,VarVanillaIw,MinNormIw,VarRet,J,BatchSize,VarNormIw,MaxNormIw,ESSClassic,AvgNormIw,eRenyi2,AvgVanillaIw,MaxVanillaIw,AvgDiscRet
34.07641874443197,,,256.62887337303863,1737711.1,4.41,6.740285752729416e-05,144368400000.0,,256.62887337303863,45.885044,100,0.010000002,1.0,1.0,0.01,1483616.6,37995.836,3799583.8,2.2382096176443156e-15
72.15847234975959,,,1881.4409400143809,5463787.5,8.22,4.392659865364975e-05,901448600000.0,,1881.4409400143809,57.744724,100,0.010000003,1.0,1.0,0.01,2276525.0,94944.63,9494463.0,1.7053025658242404e-14
133.11335145036878,,,6156.840681888844,11644798.0,14.32,1.300786780884418e-05,192615070000.0,,6156.840681888844,266.8018,100,0.010000003,1.0,1.0,0.01,7687655.0,43887.945,4388794.5,1.4210854715202004e-16
142.8066135952597,,0.09395013,5182.421532184723,57663.207,15.29,0.012366911531112414,11213534.0,,5182.421532184723,177.09918,100,0.009999392,0.9999698,1.00006042615721,0.01,8086.0933,334.87637,33486.625,-1.9895196601282807e-15
140.0068517693838,1.5013315e-05,135.76532,7661.587474955546,-4.5452347,15.01,9.093249742203158,85.43178,6.374594e-08,7661.587474955544,30.054415,100,0.0015401798,0.32099319,6.154686976814433,0.01,10.997169,2.3551798,75.59966,9.094947017729283e-15
153.30573629137965,0.011664845,165.61609,10273.37588147024,-27.361488,16.34,70.2045710676029,0.43970156,0.00011426807,10273.37588147024,15.174236,100,4.219391e-05,0.029035848,70.5358042676281,0.01,1.4244087,1.0208316,2.9640708,-2.842170943040401e-15
148.40626943842616,0.41881907,117.0784,7257.534741649369,-27.982014,15.85,73.7991397762433,0.16242835,0.0043680854,7257.534741649369,12.863205,100,1.7668151e-05,0.028099656,85.11258767959367,0.009999998,1.3550293,0.9588162,2.6942403,-8.384404281969182e-15
131.70648151871012,0.5460114,107.17104,6382.5352735948145,-30.36696,14.18,82.709985363129,0.21459626,0.00517607,6382.5352735948145,6.1469603,100,1.9284975e-05,0.03089351,83.9686299477407,0.01,1.2090439,1.0548763,3.2588832,1.7621459846850484e-14
138.30689562514124,0.10587852,224.94414,8302.318628689623,3.030159,14.84,25.44682669097348,10.553994,0.0008605942,8302.318628689623,44.71839,100,0.000697265,0.26483053,12.653544258484347,0.009999999,3.929763,1.2302955,32.58198,-2.0321522242738864e-14
148.40634806867288,0.040060565,508.90204,8592.660107668717,87.62706,15.85,8.363958410888104,106.45408,0.00017831023,8592.660107668717,92.305305,100,0.0021090202,0.4573182,4.5705298439728805,0.01,11.956061,2.2466779,102.74467,4.263256414560601e-15
137.20641563380843,1.1266345e-06,146.01715,5813.537111796163,-10.074196,14.73,35.705013517803245,1.4889519,1.07855085e-08,5813.537111796162,28.475595,100,0.00013645699,0.057579223,42.53646584093001,0.01,2.8007271,1.0445818,6.014621,8.526512829121202e-15
140.10497688778867,0.22844398,84.62271,5880.489414753372,-21.95232,15.02,92.78996365879219,0.08113022,0.0023413454,5880.489414753372,5.243746,100,8.522248e-06,0.015275282,92.21942097719084,0.01,1.0777028,0.9756954,1.4904021,-2.842170943040401e-14
131.00543513457777,1.0,73.563446,5466.2433947909385,-30.205982,14.11,100.0,,0.01,5466.2433947909385,3.5762787e-07,100,3.5044917e-18,0.01,100.0,0.009999998,1.0,1.0,1.0,6.536993168992922e-15
