ESSClassic,Bound,VarNormIw,AvgNormIw,VarDiscRet,AvgEpLen,ESSRenyi,MinVanillaIw,eRenyi2,VarVanillaIw,MinNormIw,J,AvgRet,MaxNormIw,IterType,Delta,VarRet,VanillaAvgRet,EpsThisIter,AvgVanillaIw,MaxVanillaIw,VarJ,AvgDiscRet,BatchSize
42.00159939429073,75.36318,0.00013948095,0.01,10917.69556513919,12.03,39.67220684728225,0.0003011648,2.5206563,1.7941378,2.6554235e-06,193.95341,110.24025242660187,0.062373184,1,0.4,10917.69556513919,110.24025242660187,100,1.1341499,7.074054,208.85585,110.24025242660187,100
2.2001549187809855,389.17767,0.0044900337,0.010000002,32148.63669012087,17.84,7.652542393909587,1.0938453e-14,13.067553,18.414303,1.7080598e-16,818.5798,168.31728934547962,0.6453661,1,0.4,32148.63669012087,168.31728934547962,100,0.6404022,41.329388,1020.39923,168.31728934547962,100
3.3505247002398377,1561.4453,0.0029137447,0.01,494786.34099944425,67.59,8.091607176893557,4.651611e-20,12.358484,26.789392,4.8511836e-22,3714.023,665.7878349889683,0.45937058,1,0.4,494786.34099944425,665.7878349889683,100,0.9588611,44.047256,6393.887,665.7878349889683,100
,-inf,0.009995731,0.01,1856090.041000135,67.59,nan,0.02270289,nan,inf,1.0558269e-21,209.97256,665.7878349889683,0.9997886,,0.4,494786.34099944425,665.7878349889683,100,2.1502474e+17,2.1497928e+19,1.9043477,1398.553814187571,200
3.840573896945562,1516.583,0.0012833057,0.0049999994,357637.5823519991,57.11,9.070751752946029,7.683969e-20,22.04889,50.36709,3.8786193e-22,3549.8296,561.0029279554756,0.4523248,1,0.4,357637.5823519991,561.0029279554756,100,0.99055463,89.61049,9780.867,561.0029279554756,200
100.0,1256.0082,3.5044917e-18,0.009999998,2673078.830334675,187.71,200.0,1.0,1.0,,0.01,1868.3806,1868.3808189880301,0.01,2,0.4,2673078.830334675,1868.3808189880301,100,1.0,1.0,1626.76,1868.3808189880301,200
21.56398441826579,3314.9429,0.00020790767,0.005,2152955.5553029403,174.03,23.63992099856266,,8.460265,4.0503964,,4574.427,1731.124491803297,0.09254992,1,0.4,2152955.5553029403,1731.124491803297,100,0.69788444,12.9178295,1740.0557,1731.124491803297,200
100.0,3820.1733,3.5044917e-18,0.009999998,1411883.4557924808,443.57,200.0,1.0,1.0,,0.01,4432.5454,4432.545821633612,0.01,2,0.4,1411883.4557924808,4432.545821633612,100,1.0,1.0,1182.2709,4432.545821633612,200
115.99620277614251,4304.3477,1.8195835e-05,0.005,1485335.89671764,446.75,113.17144298376442,5.8319486e-08,1.7672303,0.6878309,2.9995686e-10,4879.9824,4465.068404403332,0.016080245,1,0.4,1485335.89671764,4465.068404403332,100,0.9721312,3.1264215,379.67526,4465.068404403332,200
100.0,4267.361,3.5044917e-18,0.009999998,365947.09083477553,488.08,200.0,1.0,1.0,,0.01,4879.7334,4879.733376505214,0.01,2,0.4,365947.09083477553,4879.733376505214,100,1.0,1.0,601.9033,4879.733376505214,200
