eRenyi2,VarDiscRet,AvgRet,Bound,MinNormIw,VanillaAvgRet,ESSRenyi,AvgNormIw,ESSClassic,MinVanillaIw,Delta,AvgEpLen,IterType,AvgDiscRet,VarNormIw,EpsThisIter,AvgVanillaIw,MaxNormIw,VarRet,J,VarJ,VarVanillaIw,MaxVanillaIw,BatchSize
1.0,89370.326823,971.070398196,866.362,0.005,971.070398196,500.0,0.005,200.000000102,1.0,0.5,105.18,2,971.070398196,2.1793e-19,100,1.0,0.005,89370.326823,985.781,294.277,,1.0,500
1.0,96876.0623838,965.421391714,877.004,0.00333333,965.421391714,500.0,0.00333333,299.999969474,1.0,0.5,104.55,2,965.421391714,5.43914e-20,100,1.0,0.00333333,96876.0623838,978.994,299.656,,1.0,500
1.0,94633.6770886,998.136131897,882.441,0.0025,998.136131897,500.0,0.0025,400.0,1.0,0.5,108.07,2,998.136131897,5.4346e-20,100,1.0,0.0025,94633.6770886,983.78,301.39,,1.0,500
1.67883,81728.1360415,1055.91244852,935.801,1.03846e-06,1055.91244852,297.827092022,0.002,255.238035919,0.000523639,0.5,114.44,1,1055.91244852,3.84351e-06,100,1.00849,0.0294311,81728.1360415,1053.24,363.261,0.977272,14.8405,500
1.0,91008.4523779,1005.41133852,835.364,0.01,1005.41133852,500.0,0.01,100.0,1.0,0.5,108.77,2,1005.41133852,3.50449e-18,100,1.0,0.01,91008.4523779,1005.41,300.164,,1.0,500
1.0,75553.5206822,941.877633107,846.378,0.005,941.877633107,500.0,0.005,200.000000102,1.0,0.5,102.05,2,941.877633107,2.1793e-19,100,1.0,0.005,75553.5206822,973.644,288.89,,1.0,500
1.0,92641.9741301,1008.41255812,863.587,0.00333333,1008.41255812,500.0,0.00333333,299.999969474,1.0,0.5,109.24,2,1008.41255812,5.43914e-20,100,1.0,0.00333333,92641.9741301,985.234,294.073,,1.0,500
1.0,69898.592191,1012.73079079,886.759,0.0025,1012.73079079,500.0,0.0025,400.0,1.0,0.5,109.53,2,1012.73079079,5.4346e-20,100,1.0,0.0025,69898.592191,992.108,286.881,,1.0,500
2.84403,89188.4186786,1017.86424869,949.837,4.74907e-05,1017.86424869,175.806591557,0.002,25.3693301021,0.0309035,0.5,110.23,1,1017.86424869,7.49853e-05,100,1.30146,0.186837,89188.4186786,1108.74,1179.29,31.7523,121.58,500
1.0,68665.9083424,972.275504136,802.837,0.01,972.275504136,500.0,0.01,100.0,1.0,0.5,105.35,2,972.275504136,3.50449e-18,100,1.0,0.01,68665.9083424,972.276,260.728,,1.0,500
1.0,90110.4041676,1040.37630566,883.943,0.005,1040.37630566,500.0,0.005,200.000000102,1.0,0.5,112.74,2,1040.37630566,2.1793e-19,100,1.0,0.005,90110.4041676,1006.33,282.407,,1.0,500
1.0,83862.2063723,1048.42587198,919.755,0.00333333,1048.42587198,500.0,0.00333333,299.999969474,1.0,0.5,113.41,2,1048.42587198,5.43914e-20,100,1.0,0.00333333,83862.2063723,1020.36,285.022,,1.0,500
1.0,67302.4781338,955.063270376,916.91,0.0025,955.063270376,500.0,0.0025,400.0,1.0,0.5,103.43,2,955.063270376,5.4346e-20,100,1.0,0.0025,67302.4781338,1004.04,279.973,,1.0,500
2.96012,82528.6014435,1066.1333519,976.686,8.85246e-07,1066.1333519,168.912277333,0.002,140.911173442,0.00052357,0.5,115.39,1,1066.1333519,1.02138e-05,100,1.18288,0.0294747,82528.6014435,1110.76,668.565,3.57279,17.4325,500
1.0,93532.6088266,1013.15177267,839.4,0.01,1013.15177267,500.0,0.01,100.0,1.0,0.5,109.75,2,1013.15177267,3.50449e-18,100,1.0,0.01,93532.6088266,1013.15,304.298,,1.0,500
1.0,81675.3234849,1043.39876257,905.414,0.005,1043.39876257,500.0,0.005,200.000000102,1.0,0.5,112.87,2,1043.39876257,2.1793e-19,100,1.0,0.005,81675.3234849,1028.28,294.884,,1.0,500
1.0,96776.1330864,1062.48475949,935.154,0.00333333,1062.48475949,500.0,0.00333333,299.999969474,1.0,0.5,115.07,2,1062.48475949,5.43914e-20,100,1.0,0.00333333,96776.1330864,1039.68,300.279,,1.0,500
1.0,71416.5333855,1010.62143722,941.893,0.0025,1010.62143722,500.0,0.0025,400.0,1.0,0.5,109.32,2,1010.62143722,5.4346e-20,100,1.0,0.0025,71416.5333855,1032.41,292.334,,1.0,500
6.70695,104644.553966,1045.94013051,1188.68,1.38432e-06,1045.94013051,74.549532352,0.002,2.66817274755,0.0015891,0.5,113.24,1,1045.94013051,0.000747071,100,2.29586,0.611269,104644.553966,1420.0,2688.95,984.443,701.692,500
1.0,60018.4236097,985.210697399,808.614,0.01,985.210697399,500.0,0.01,100.0,1.0,0.5,106.74,2,985.210697399,3.50449e-18,100,1.0,0.01,60018.4236097,985.211,243.759,,1.0,500
1.0,83623.5830675,1001.76512619,868.615,0.005,1001.76512619,500.0,0.005,200.000000102,1.0,0.5,108.61,2,1001.76512619,2.1793e-19,100,1.0,0.005,83623.5830675,993.488,266.78,,1.0,500
1.0,83811.1024327,1071.00295586,899.087,0.00333333,1071.00295586,500.0,0.00333333,299.999969474,1.0,0.5,116.01,2,1071.00295586,5.43914e-20,100,1.0,0.00333333,83811.1024327,1019.33,276.479,,1.0,500
1.0,81227.5706557,1051.460213,923.229,0.0025,1051.460213,500.0,0.0025,400.0,1.0,0.5,113.87,2,1051.460213,5.4346e-20,100,1.0,0.0025,81227.5706557,1027.36,278.618,,1.0,500
1.31581,93423.8579379,1091.07010876,963.599,0.000691944,1091.07010876,379.995390376,0.002,377.860517085,0.345398,0.5,118.11,1,1091.07010876,1.29555e-06,100,0.99834,0.0132014,93423.8579379,1070.44,311.223,0.322812,6.58975,500
1.0,78521.9422897,1009.46682258,835.006,0.01,1009.46682258,500.0,0.01,100.0,1.0,0.5,109.2,2,1009.46682258,3.50449e-18,100,1.0,0.01,78521.9422897,1009.47,278.813,,1.0,500
1.0,92628.5809665,1048.15030309,905.446,0.005,1048.15030309,500.0,0.005,200.000000102,1.0,0.5,113.51,2,1048.15030309,2.1793e-19,100,1.0,0.005,92628.5809665,1028.81,291.708,,1.0,500
1.0,82308.5563035,1062.71551552,937.674,0.00333333,1062.71551552,500.0,0.00333333,299.999969474,1.0,0.5,115.36,2,1062.71551552,5.43914e-20,100,1.0,0.00333333,82308.5563035,1040.11,290.08,,1.0,500
1.0,61514.7184901,994.56100698,940.011,0.0025,994.56100698,500.0,0.0025,400.0,1.0,0.5,107.79,2,994.56100698,5.4346e-20,100,1.0,0.0025,61514.7184901,1028.72,280.577,,1.0,500
6.22495,64286.0047503,1038.07870479,1079.35,1.32643e-06,1038.07870479,80.3219754725,0.002,9.01765423127,0.00120722,0.5,112.59,1,1038.07870479,0.000218224,100,1.82024,0.321649,64286.0047503,1277.32,2997.57,180.759,292.739,500
1.0,71406.9961228,1004.69507786,841.259,0.01,1004.69507786,500.0,0.01,100.0,1.0,0.5,108.77,2,1004.69507786,3.50449e-18,100,1.0,0.01,71406.9961228,1004.7,265.881,,1.0,500
1.0,73583.9904155,1045.5374968,890.517,0.005,1045.5374968,500.0,0.005,200.000000102,1.0,0.5,113.31,2,1045.5374968,2.1793e-19,100,1.0,0.005,73583.9904155,1025.12,268.677,,1.0,500
1.0,69163.5201607,1009.37446496,909.969,0.00333333,1009.37446496,500.0,0.00333333,299.999969474,1.0,0.5,109.32,2,1009.37446496,5.43914e-20,100,1.0,0.00333333,69163.5201607,1019.87,266.466,,1.0,500
1.0,73620.4012773,1032.51558289,927.854,0.0025,1032.51558289,500.0,0.0025,400.0,1.0,0.5,111.97,2,1032.51558289,5.4346e-20,100,1.0,0.0025,73620.4012773,1023.03,267.402,,1.0,500
1.97598,61497.3872403,1004.66394294,965.504,1.40993e-05,1004.66394294,253.038550109,0.002,72.4352348774,0.00712305,0.5,108.71,1,1004.66394294,2.36582e-05,100,1.01041,0.103063,61497.3872403,1085.17,444.267,6.03837,52.0682,500
1.0,89833.5091192,1084.92428816,913.013,0.01,1084.92428816,500.0,0.01,100.0,1.0,0.5,117.59,2,1084.92428816,3.50449e-18,100,1.0,0.01,89833.5091192,1084.92,298.22,,1.0,500
1.0,71027.7018031,1036.12595186,928.161,0.005,1036.12595186,500.0,0.005,200.000000102,1.0,0.5,112.27,2,1036.12595186,2.1793e-19,100,1.0,0.005,71027.7018031,1060.53,283.234,,1.0,500
1.0,89398.1059975,1025.19618099,935.529,0.00333333,1025.19618099,500.0,0.00333333,299.999969474,1.0,0.5,111.06,2,1025.19618099,5.43914e-20,100,1.0,0.00333333,89398.1059975,1048.75,288.548,,1.0,500
1.0,95105.5929561,1041.38051258,948.454,0.0025,1041.38051258,500.0,0.0025,400.0,1.0,0.5,112.66,2,1041.38051258,5.4346e-20,100,1.0,0.0025,95105.5929561,1046.91,293.247,,1.0,500
1.37542,63968.1433909,993.147231628,961.394,0.000351342,993.147231628,363.525676539,0.002,354.290885784,0.180621,0.5,107.45,1,993.147231628,1.64838e-06,100,1.02818,0.0159023,63968.1433909,1064.67,326.752,0.435648,8.17521,500
1.0,97848.1966695,1030.50425973,838.201,0.01,1030.50425973,500.0,0.01,100.0,1.0,0.5,111.51,2,1030.50425973,3.50449e-18,100,1.0,0.01,97848.1966695,1030.5,311.239,,1.0,500
1.0,86575.8083218,1034.78006404,896.663,0.005,1034.78006404,500.0,0.005,200.000000102,1.0,0.5,112.05,2,1034.78006404,2.1793e-19,100,1.0,0.005,86575.8083218,1032.64,302.15,,1.0,500
1.0,79687.7889314,1035.51491309,922.574,0.00333333,1035.51491309,500.0,0.00333333,299.999969474,1.0,0.5,112.15,2,1035.51491309,5.43914e-20,100,1.0,0.00333333,79687.7889314,1033.6,295.232,,1.0,500
1.0,66208.119701,1031.43643974,936.908,0.0025,1031.43643974,500.0,0.0025,400.0,1.0,0.5,111.64,2,1031.43643974,5.4346e-20,100,1.0,0.0025,66208.119701,1033.06,285.935,,1.0,500
1.82757,86342.9297662,1052.45899175,978.032,4.57282e-05,1052.45899175,273.587533871,0.002,259.419006725,0.022468,0.5,113.91,1,1052.45899175,3.71697e-06,100,0.982678,0.0198308,86342.9297662,1099.17,417.233,0.89733,9.74366,500
1.0,67050.6099135,1036.92538104,865.637,0.01,1036.92538104,500.0,0.01,100.0,1.0,0.5,112.19,2,1036.92538104,3.50449e-18,100,1.0,0.01,67050.6099135,1036.93,257.643,,1.0,500
1.0,58261.8776641,1062.18980567,928.439,0.005,1062.18980567,500.0,0.005,200.000000102,1.0,0.5,115.07,2,1062.18980567,2.1793e-19,100,1.0,0.005,58261.8776641,1049.56,249.378,,1.0,500
1.0,78813.8704257,1038.25518228,941.769,0.00333333,1038.25518228,500.0,0.00333333,299.999969474,1.0,0.5,112.27,2,1038.25518228,5.43914e-20,100,1.0,0.00333333,78813.8704257,1045.79,259.801,,1.0,500
1.0,68128.9435739,990.694366866,941.931,0.0025,990.694366866,500.0,0.0025,400.0,1.0,0.5,107.3,2,990.694366866,5.4346e-20,100,1.0,0.0025,68128.9435739,1032.02,260.871,,1.0,500
1.0,74967.0185239,1038.54842217,949.534,0.002,1038.54842217,500.0,0.002,500.000006643,1.0,0.5,112.53,1,1038.54842217,5.43187e-20,100,1.0,0.002,74967.0185239,1033.32,263.236,,1.0,500
1.0,83924.8420677,1025.06750655,853.457,0.01,1025.06750655,500.0,0.01,100.0,1.0,0.5,110.84,2,1025.06750655,3.50449e-18,100,1.0,0.01,83924.8420677,1025.07,288.246,,1.0,500
1.0,90587.5551046,1063.82171513,901.65,0.005,1063.82171513,500.0,0.005,200.000000102,1.0,0.5,115.16,2,1063.82171513,2.1793e-19,100,1.0,0.005,90587.5551046,1044.44,294.549,,1.0,500
1.0,94032.2375396,1056.62280551,931.912,0.00333333,1056.62280551,500.0,0.00333333,299.999969474,1.0,0.5,114.5,2,1056.62280551,5.43914e-20,100,1.0,0.00333333,94032.2375396,1048.5,298.166,,1.0,500
1.0,81542.4152877,1044.33932687,946.492,0.0025,1044.33932687,500.0,0.0025,400.0,1.0,0.5,112.92,2,1044.33932687,5.4346e-20,100,1.0,0.0025,81542.4152877,1047.46,294.724,,1.0,500
1.0,95235.5369425,1064.4865873,960.556,0.002,1064.4865873,500.0,0.002,500.000006643,1.0,0.5,115.22,1,1064.4865873,5.43187e-20,100,1.0,0.002,95235.5369425,1050.87,297.309,,1.0,500
1.0,76410.0757547,1036.60198059,867.345,0.01,1036.60198059,500.0,0.01,100.0,1.0,0.5,112.12,2,1036.60198059,3.50449e-18,100,1.0,0.01,76410.0757547,1036.6,275.038,,1.0,500
1.0,72749.533187,1017.9102784,907.573,0.005,1017.9102784,500.0,0.005,200.000000102,1.0,0.5,110.16,2,1017.9102784,2.1793e-19,100,1.0,0.005,72749.533187,1027.26,271.885,,1.0,500
1.0,68999.7309795,1055.01264062,934.875,0.00333333,1055.01264062,500.0,0.00333333,299.999969474,1.0,0.5,114.42,2,1055.01264062,5.43914e-20,100,1.0,0.00333333,68999.7309795,1036.51,268.742,,1.0,500
1.0,72049.9617313,1048.49221724,951.487,0.0025,1048.49221724,500.0,0.0025,400.0,1.0,0.5,113.56,2,1048.49221724,5.4346e-20,100,1.0,0.0025,72049.9617313,1039.5,268.376,,1.0,500
1.0,80612.753983,1011.53747321,955.186,0.002,1011.53747321,500.0,0.002,500.000006643,1.0,0.5,109.67,1,1011.53747321,5.43187e-20,100,1.0,0.002,80612.753983,1033.91,271.491,,1.0,500
1.0,80721.6671097,1070.35622444,881.632,0.01,1070.35622444,500.0,0.01,100.0,1.0,0.5,115.91,2,1070.35622444,3.50449e-18,100,1.0,0.01,80721.6671097,1070.36,282.691,,1.0,500
1.0,92431.4688043,1088.2226744,945.841,0.005,1088.2226744,500.0,0.005,200.000000102,1.0,0.5,117.87,2,1088.2226744,2.1793e-19,100,1.0,0.005,92431.4688043,1079.29,292.9,,1.0,500
1.0,82313.5371816,1016.63402974,942.532,0.00333333,1016.63402974,500.0,0.00333333,299.999969474,1.0,0.5,110.28,2,1016.63402974,5.43914e-20,100,1.0,0.00333333,82313.5371816,1058.4,291.941,,1.0,500
1.0,87244.8759373,1045.70616954,954.293,0.0025,1045.70616954,500.0,0.0025,400.0,1.0,0.5,113.36,2,1045.70616954,5.4346e-20,100,1.0,0.0025,87244.8759373,1055.23,292.482,,1.0,500
1.0,94364.8762955,1065.33556353,966.97,0.002,1065.33556353,500.0,0.002,500.000006643,1.0,0.5,115.57,1,1065.33556353,5.43187e-20,100,1.0,0.002,94364.8762955,1057.25,295.19,,1.0,500
1.0,68812.9208689,1024.86557453,841.738,0.01,1024.86557453,500.0,0.01,100.0,1.0,0.5,111.07,2,1024.86557453,3.50449e-18,100,1.0,0.01,68812.9208689,1024.87,261.007,,1.0,500
1.0,76724.1375524,1003.42305543,884.654,0.005,1003.42305543,500.0,0.005,200.000000102,1.0,0.5,108.67,2,1003.42305543,2.1793e-19,100,1.0,0.005,76724.1375524,1014.14,268.618,,1.0,500
1.0,86345.3026661,1067.59441749,926.232,0.00333333,1067.59441749,500.0,0.00333333,299.999969474,1.0,0.5,115.7,2,1067.59441749,5.43914e-20,100,1.0,0.00333333,86345.3026661,1031.96,277.908,,1.0,500
1.0,95890.8468805,1009.29537462,933.354,0.0025,1009.29537462,500.0,0.0025,400.0,1.0,0.5,109.26,2,1009.29537462,5.4346e-20,100,1.0,0.0025,95890.8468805,1026.29,285.926,,1.0,500
1.0,83988.6211226,995.189908293,936.945,0.002,995.189908293,500.0,0.002,500.000006643,1.0,0.5,107.87,1,995.189908293,5.43187e-20,100,1.0,0.002,83988.6211226,1020.07,286.684,,1.0,500
1.0,75780.1037751,1041.88520838,847.487,0.01,1041.88520838,500.0,0.01,100.0,1.0,0.5,112.71,2,1041.88520838,3.50449e-18,100,1.0,0.01,75780.1037751,1041.89,273.902,,1.0,500
1.0,71500.8857565,949.098601627,858.032,0.005,949.098601627,500.0,0.005,200.000000102,1.0,0.5,102.82,2,949.098601627,2.1793e-19,100,1.0,0.005,71500.8857565,995.492,273.964,,1.0,500
1.0,85306.5657902,1055.82228834,893.199,0.00333333,1055.82228834,500.0,0.00333333,299.999969474,1.0,0.5,114.32,2,1055.82228834,5.43914e-20,100,1.0,0.00333333,85306.5657902,1015.6,281.065,,1.0,500
1.0,72500.7818496,981.876716321,901.167,0.0025,981.876716321,500.0,0.0025,400.0,1.0,0.5,106.5,2,981.876716321,5.4346e-20,100,1.0,0.0025,72500.7818496,1007.17,278.218,,1.0,500
1.0,69306.0592671,1018.06813316,914.537,0.002,1018.06813316,500.0,0.002,500.000006643,1.0,0.5,110.39,1,1018.06813316,5.43187e-20,100,1.0,0.002,69306.0592671,1009.35,275.074,,1.0,500
1.0,73136.200996,979.923404974,804.502,0.01,979.923404974,500.0,0.01,100.0,1.0,0.5,106.11,2,979.923404974,3.50449e-18,100,1.0,0.01,73136.200996,979.923,269.081,,1.0,500
1.0,78501.7669153,1020.22986665,876.035,0.005,1020.22986665,500.0,0.005,200.000000102,1.0,0.5,110.51,2,1020.22986665,2.1793e-19,100,1.0,0.005,78501.7669153,1000.08,274.712,,1.0,500
1.0,59948.4184982,1080.16546134,925.494,0.00333333,1080.16546134,500.0,0.00333333,299.999969474,1.0,0.5,117.01,2,1080.16546134,5.43914e-20,100,1.0,0.00333333,59948.4184982,1026.77,267.432,,1.0,500
1.0,84668.468145,1034.67785843,941.038,0.0025,1034.67785843,500.0,0.0025,400.0,1.0,0.5,112.09,2,1034.67785843,5.4346e-20,100,1.0,0.0025,84668.468145,1028.75,273.143,,1.0,500
1.0,71906.6113455,984.528145957,939.201,0.002,984.528145957,500.0,0.002,500.000006643,1.0,0.5,106.57,1,984.528145957,5.43187e-20,100,1.0,0.002,71906.6113455,1019.9,272.463,,1.0,500
1.0,81011.2906338,988.43646967,816.891,0.01,988.43646967,500.0,0.01,100.0,1.0,0.5,107.13,2,988.43646967,3.50449e-18,100,1.0,0.01,81011.2906338,988.436,283.198,,1.0,500
1.0,84335.9820893,1069.76447365,898.482,0.005,1069.76447365,500.0,0.005,200.000000102,1.0,0.5,115.98,2,1069.76447365,2.1793e-19,100,1.0,0.005,84335.9820893,1029.1,288.964,,1.0,500
1.0,66094.3055273,981.179353689,906.477,0.00333333,981.179353689,500.0,0.00333333,299.999969474,1.0,0.5,106.39,2,981.179353689,5.43914e-20,100,1.0,0.00333333,66094.3055273,1013.13,279.264,,1.0,500
1.0,67888.2176889,1017.05664128,921.748,0.0025,1017.05664128,500.0,0.0025,400.0,1.0,0.5,110.15,2,1017.05664128,5.4346e-20,100,1.0,0.0025,67888.2176889,1014.11,274.402,,1.0,500
1.0,97335.4634799,1022.78501924,933.234,0.002,1022.78501924,500.0,0.002,500.000006643,1.0,0.5,110.79,1,1022.78501924,5.43187e-20,100,1.0,0.002,97335.4634799,1015.84,281.996,,1.0,500
1.0,90530.5783742,1014.25468173,826.69,0.01,1014.25468173,500.0,0.01,100.0,1.0,0.5,109.93,2,1014.25468173,3.50449e-18,100,1.0,0.01,90530.5783742,1014.25,299.375,,1.0,500
1.0,59047.562733,1022.18173942,885.59,0.005,1022.18173942,500.0,0.005,200.000000102,1.0,0.5,110.79,2,1022.18173942,2.1793e-19,100,1.0,0.005,59047.562733,1018.22,272.134,,1.0,500
1.0,72236.8978345,1038.84824368,916.805,0.00333333,1038.84824368,500.0,0.00333333,299.999969474,1.0,0.5,112.49,2,1038.84824368,5.43914e-20,100,1.0,0.00333333,72236.8978345,1025.09,270.747,,1.0,500
1.0,77839.3062044,953.604699803,913.44,0.0025,953.604699803,500.0,0.0025,400.0,1.0,0.5,103.08,2,953.604699803,5.4346e-20,100,1.0,0.0025,77839.3062044,1007.22,274.229,,1.0,500
1.0,82999.974746,1006.16106534,923.129,0.002,1006.16106534,500.0,0.002,500.000006643,1.0,0.5,108.81,1,1006.16106534,5.43187e-20,100,1.0,0.002,82999.974746,1007.01,276.759,,1.0,500
1.0,89044.3146494,1040.75112084,860.476,0.01,1040.75112084,500.0,0.01,100.0,1.0,0.5,112.84,2,1040.75112084,3.50449e-18,100,1.0,0.01,89044.3146494,1040.75,296.907,,1.0,500
1.0,74297.8994944,993.794704909,889.799,0.005,993.794704909,500.0,0.005,200.000000102,1.0,0.5,107.69,2,993.794704909,2.1793e-19,100,1.0,0.005,74297.8994944,1017.27,285.317,,1.0,500
1.0,85692.1247338,1026.12572078,916.142,0.00333333,1026.12572078,500.0,0.00333333,299.999969474,1.0,0.5,111.19,2,1026.12572078,5.43914e-20,100,1.0,0.00333333,85692.1247338,1020.22,287.343,,1.0,500
1.0,72387.8452699,1013.48777948,928.402,0.0025,1013.48777948,500.0,0.0025,400.0,1.0,0.5,109.88,2,1013.48777948,5.4346e-20,100,1.0,0.0025,72387.8452699,1018.54,282.576,,1.0,500
1.0,68517.7008601,1051.62876685,944.536,0.002,1051.62876685,500.0,0.002,500.000006643,1.0,0.5,113.97,1,1051.62876685,5.43187e-20,100,1.0,0.002,68517.7008601,1025.16,278.605,,1.0,500
1.0,63650.8029667,964.055836181,796.703,0.01,964.055836181,500.0,0.01,100.0,1.0,0.5,104.2,2,964.055836181,3.50449e-18,100,1.0,0.01,63650.8029667,964.056,251.026,,1.0,500
1.0,81876.9903515,1029.72295377,876.748,0.005,1029.72295377,500.0,0.005,200.000000102,1.0,0.5,111.58,2,1029.72295377,2.1793e-19,100,1.0,0.005,81876.9903515,996.889,270.397,,1.0,500
1.0,80090.8401773,1038.64075739,912.711,0.00333333,1038.64075739,500.0,0.00333333,299.999969474,1.0,0.5,112.54,2,1038.64075739,5.43914e-20,100,1.0,0.00333333,80090.8401773,1010.81,274.882,,1.0,500
1.0,88848.2240356,1000.91052863,919.775,0.0025,1000.91052863,500.0,0.0025,400.0,1.0,0.5,108.24,2,1000.91052863,5.4346e-20,100,1.0,0.0025,88848.2240356,1008.33,280.497,,1.0,500
1.0,74679.916802,1031.62489174,931.938,0.002,1031.62489174,500.0,0.002,500.000006643,1.0,0.5,111.83,1,1031.62489174,5.43187e-20,100,1.0,0.002,74679.916802,1012.99,278.956,,1.0,500
1.0,70941.2584744,1003.17608587,829.686,0.01,1003.17608587,500.0,0.01,100.0,1.0,0.5,108.76,2,1003.17608587,3.50449e-18,100,1.0,0.01,70941.2584744,1003.18,265.013,,1.0,500
1.0,65910.3438146,1017.05439475,886.95,0.005,1017.05439475,500.0,0.005,200.000000102,1.0,0.5,110.06,2,1017.05439475,2.1793e-19,100,1.0,0.005,65910.3438146,1010.12,260.365,,1.0,500
1.0,80415.1385556,1031.1449714,916.561,0.00333333,1031.1449714,500.0,0.00333333,299.999969474,1.0,0.5,111.69,2,1031.1449714,5.43914e-20,100,1.0,0.00333333,80415.1385556,1017.13,268.008,,1.0,500
1.0,78068.1940412,1058.87858828,929.124,0.0025,1058.87858828,500.0,0.0025,400.0,1.0,0.5,114.65,2,1058.87858828,5.4346e-20,100,1.0,0.0025,78068.1940412,1027.56,271.146,,1.0,500
1.0,91179.6000622,1046.59735525,943.324,0.002,1046.59735525,500.0,0.002,500.000006643,1.0,0.5,113.17,1,1046.59735525,5.43187e-20,100,1.0,0.002,91179.6000622,1031.37,277.358,,1.0,500
1.0,81001.5086494,1075.86301568,902.428,0.01,1075.86301568,500.0,0.01,100.0,1.0,0.5,116.52,2,1075.86301568,3.50449e-18,100,1.0,0.01,81001.5086494,1075.86,283.181,,1.0,500
1.0,93247.5466332,1070.97201277,946.046,0.005,1070.97201277,500.0,0.005,200.000000102,1.0,0.5,115.99,2,1070.97201277,2.1793e-19,100,1.0,0.005,93247.5466332,1073.42,293.699,,1.0,500
1.0,90565.1526878,1040.27520311,958.371,0.00333333,1040.27520311,500.0,0.00333333,299.999969474,1.0,0.5,112.56,2,1040.27520311,5.43914e-20,100,1.0,0.00333333,90565.1526878,1062.37,296.035,,1.0,500
1.0,78408.6869604,1048.18805516,968.759,0.0025,1048.18805516,500.0,0.0025,400.0,1.0,0.5,113.46,2,1048.18805516,5.4346e-20,100,1.0,0.0025,78408.6869604,1058.82,291.841,,1.0,500
1.0,75797.0585897,1066.25868239,979.754,0.002,1066.25868239,500.0,0.002,500.000006643,1.0,0.5,115.52,1,1066.25868239,5.43187e-20,100,1.0,0.002,75797.0585897,1060.31,288.364,,1.0,500
1.0,83877.4556967,1057.46659844,880.736,0.01,1057.46659844,500.0,0.01,100.0,1.0,0.5,114.62,2,1057.46659844,3.50449e-18,100,1.0,0.01,83877.4556967,1057.47,288.164,,1.0,500
1.0,91741.9182581,1076.407791,939.807,0.005,1076.407791,500.0,0.005,200.000000102,1.0,0.5,116.68,2,1076.407791,2.1793e-19,100,1.0,0.005,91741.9182581,1066.94,294.994,,1.0,500
1.0,83529.7814322,984.499968494,935.656,0.00333333,984.499968494,500.0,0.00333333,299.999969474,1.0,0.5,106.66,2,984.499968494,5.43914e-20,100,1.0,0.00333333,83529.7814322,1039.46,295.109,,1.0,500
1.0,62748.0541962,1020.51442481,944.827,0.0025,1020.51442481,500.0,0.0025,400.0,1.0,0.5,110.51,2,1020.51442481,5.4346e-20,100,1.0,0.0025,62748.0541962,1034.72,284.454,,1.0,500
1.0,81403.768871,1039.25325412,950.26,0.002,1039.25325412,500.0,0.002,500.000006643,1.0,0.5,112.47,1,1039.25325412,5.43187e-20,100,1.0,0.002,81403.768871,1035.63,284.346,,1.0,500
1.0,93976.3529895,1083.7815212,886.747,0.01,1083.7815212,500.0,0.01,100.0,1.0,0.5,117.39,2,1083.7815212,3.50449e-18,100,1.0,0.01,93976.3529895,1083.78,305.019,,1.0,500
1.0,68865.0875206,995.65310449,900.393,0.005,995.65310449,500.0,0.005,200.000000102,1.0,0.5,107.83,2,995.65310449,2.1793e-19,100,1.0,0.005,68865.0875206,1039.72,287.312,,1.0,500
1.0,72210.9891345,1027.20529561,921.789,0.00333333,1027.20529561,500.0,0.00333333,299.999969474,1.0,0.5,111.32,2,1027.20529561,5.43914e-20,100,1.0,0.00333333,72210.9891345,1035.55,280.885,,1.0,500
1.0,85923.4484176,1029.9428265,931.557,0.0025,1029.9428265,500.0,0.0025,400.0,1.0,0.5,111.47,2,1029.9428265,5.4346e-20,100,1.0,0.0025,85923.4484176,1034.15,283.627,,1.0,500
1.0,83386.9936042,1031.49346138,941.857,0.002,1031.49346138,500.0,0.002,500.000006643,1.0,0.5,111.92,1,1031.49346138,5.43187e-20,100,1.0,0.002,83386.9936042,1033.62,284.372,,1.0,500
1.0,90145.6259662,1046.96345883,876.151,0.01,1046.96345883,500.0,0.01,100.0,1.0,0.5,113.43,2,1046.96345883,3.50449e-18,100,1.0,0.01,90145.6259662,1046.96,298.738,,1.0,500
1.0,86734.5615812,1040.57961062,921.584,0.005,1040.57961062,500.0,0.005,200.000000102,1.0,0.5,112.67,2,1040.57961062,2.1793e-19,100,1.0,0.005,86734.5615812,1043.77,295.915,,1.0,500
1.0,78577.5284062,1015.13577928,925.295,0.00333333,1015.13577928,500.0,0.00333333,299.999969474,1.0,0.5,109.87,2,1015.13577928,5.43914e-20,100,1.0,0.00333333,78577.5284062,1034.23,290.672,,1.0,500
1.0,80651.5051315,1090.43861175,947.405,0.0025,1090.43861175,500.0,0.0025,400.0,1.0,0.5,118.01,2,1090.43861175,5.4346e-20,100,1.0,0.0025,80651.5051315,1048.28,289.692,,1.0,500
1.0,91547.5172266,1032.09828254,954.818,0.002,1032.09828254,500.0,0.002,500.000006643,1.0,0.5,111.75,1,1032.09828254,5.43187e-20,100,1.0,0.002,91547.5172266,1045.04,292.071,,1.0,500
1.0,95679.2852285,1030.58990202,839.885,0.01,1030.58990202,500.0,0.01,100.0,1.0,0.5,111.54,2,1030.58990202,3.50449e-18,100,1.0,0.01,95679.2852285,1030.59,307.77,,1.0,500
