VarJ,VarVanillaIw,EpsThisIter,MaxVanillaIw,BatchSize,ESSClassic,MaxNormIw,Bound,VarRet,MinNormIw,ESSRenyi,AvgDiscRet,VarNormIw,AvgEpLen,VarDiscRet,AvgRet,IterType,MinVanillaIw,AvgNormIw,J,eRenyi2,AvgVanillaIw,VanillaAvgRet
4.1173587,155100.1,100,3938.9346,100,1.033643427175178,0.9835888,26.382656,14.099788665374033,1.0747422e-05,38.0766286996176,5.551474055633738,0.009671229,5.58,14.099788665374033,5.551474055633738,1,0.043039724,0.01,30.614855,2.626283,40.04656,5.551474055633738
8.162461,12.809031,100,23.23435,200,43.12035101034202,0.07493627,2.448165,14.099788665374033,8.188093e-07,72.3039116184085,6.694890147367506,0.00013324145,5.58,22.216247072250678,5.551474055633738,,0.00025387577,0.01,7.168246,2.766102,3.100548,5.551474055633738
4.9749994,805685.25,100,12694.79,200,1.0258356294192033,0.9873264,29.881649,23.476857632831585,1.6143351e-06,60.78042554227455,6.039222508006751,0.0048734425,5.96,23.476857632831585,6.039222508006751,1,0.020756708,0.005,33.54073,3.290533,64.28872,6.039222508006751
4.817487,,100,1.0,200,100.0,0.01,4.1227865,23.44260466779137,0.01,200.0,6.685557126658804,3.5044917e-18,6.56,23.44260466779137,6.685557126658804,2,1.0,0.009999998,6.6855564,1.0,1.0,6.685557126658804
7.1065655,38.3298,100,48.177197,300,59.21387550049825,0.060145047,0.016849995,23.476857632831585,9.834059e-08,85.9379165069363,6.710941898409107,5.9738362e-05,5.96,39.6770172309422,6.039222508006751,,7.877247e-05,0.005,6.307356,3.4908922,4.005084,6.039222508006751
5.3608527,1664302.6,100,22345.719,300,1.0246759933809566,0.987885,30.190428,22.155024692585464,7.782199e-07,70.69416276637189,6.081702126323027,0.0032527929,6.05,22.155024692585464,6.081702126323027,1,0.017603146,0.0033333334,33.583256,4.243632,75.39919,6.081702126323027
5.5680265,,100,1.0,300,100.0,0.01,4.065108,31.316078259436935,0.01,300.0,7.116889766314844,3.5044917e-18,6.82,31.316078259436935,7.116889766314844,2,1.0,0.009999998,7.11689,1.0,1.0,7.116889766314844
7.781048,,100,1.0,300,200.00000010221265,0.005,3.4448113,90.1600560910618,0.005,300.0,8.403781836841713,2.179301e-19,8.14,90.1600560910618,8.403781836841713,2,1.0,0.0049999994,7.7603354,1.0,1.0,8.403781836841713
12.562037,77.46151,100,56.808025,400,89.05143266531897,0.033169452,0.07845545,22.155024692585464,2.6129692e-08,77.82097759738375,7.287501624662794,2.6408468e-05,6.05,29.088736593878757,6.081702126323027,,4.47513e-05,0.0033333334,8.067035,5.1400023,5.7088695,6.081702126323027
19.040442,417452.62,100,12922.883,400,1.0492865620099394,0.9762295,42.55824,25.277701370962735,1.885527e-07,77.29585118696924,5.495817910747924,0.002382277,5.35,25.277701370962735,5.495817910747924,1,0.002495975,0.0025,47.16637,5.174922,33.093864,5.495817910747924
5.2934628,,100,1.0,400,100.0,0.01,4.448455,28.3037877005285,0.01,400.0,7.1862838323680975,3.5044917e-18,7.12,28.3037877005285,7.1862838323680975,2,1.0,0.009999998,7.1862836,1.0,1.0,7.1862838323680975
6.423778,,100,1.0,400,200.00000010221265,0.005,3.0844193,55.054533784040444,0.005,400.0,7.085208083453203,2.179301e-19,6.82,55.054533784040444,7.085208083453203,2,1.0,0.0049999994,7.135746,1.0,1.0,7.085208083453203
5.60316,,100,1.0,400,299.999969473632,0.0033333334,3.4690244,10.993757046698537,0.0033333334,400.0,6.059266191225341,5.4391416e-20,6.31,10.993757046698537,6.059266191225341,2,1.0,0.0033333336,6.776919,1.0,1.0,6.059266191225341
12.869419,963.4853,100,400.64502,500,45.320438289140064,0.09038405,-2.8866158,25.277701370962735,1.7457122e-08,51.89881449624579,6.73095618797348,4.9035334e-05,5.35,19.134745358885343,5.495817910747924,,7.738211e-05,0.0025,6.0051613,9.634131,11.081739,5.495817910747924
4.7804856,4843631.5,100,49212.86,500,1.0205941875121818,0.98985726,31.774231,23.203512080827856,9.32395e-08,96.13254309584129,6.339223377619248,0.0019595623,6.23,23.203512080827856,6.339223377619248,1,0.0046356004,0.002,35.906303,5.2011523,99.43426,6.339223377619248
5.2282453,,100,1.0,500,100.0,0.01,4.7549505,27.610654666000205,0.01,500.0,6.90941688897301,3.5044917e-18,6.69,27.610654666000205,6.90941688897301,2,1.0,0.009999998,6.909416,1.0,1.0,6.90941688897301
4.8430185,,100,1.0,500,200.00000010221265,0.005,5.1572948,19.761721290820688,0.005,500.0,6.761016395394638,2.179301e-19,6.79,19.761721290820688,6.761016395394638,2,1.0,0.0049999994,6.8352165,1.0,1.0,6.761016395394638
6.1235895,,100,1.0,500,299.999969473632,0.0033333334,3.6657972,65.59072822137469,0.0033333334,500.0,7.823071420806134,5.4391416e-20,7.49,65.59072822137469,7.823071420806134,2,1.0,0.0033333336,7.164501,1.0,1.0,7.823071420806134
6.0352125,,100,1.0,500,400.0,0.0025,4.2823195,33.27073202390289,0.0025,500.0,7.755641013812497,5.434597e-20,7.54,33.27073202390289,7.755641013812497,2,1.0,0.0024999997,7.3122864,1.0,1.0,7.755641013812497
16.05936,3160138.0,100,39750.996,500,1.023381758515287,0.98850983,66.122086,35.186082249458444,9.6377725e-08,138.10269604732898,7.047167344908449,0.0019542135,7.17,35.186082249458444,7.047167344908449,1,0.0038756423,0.0020000003,71.278725,3.6204941,80.4261,7.047167344908449
5.0772433,,100,1.0,500,100.0,0.01,4.6086025,26.038784112059602,0.01,500.0,7.217342701958811,3.5044917e-18,7.08,26.038784112059602,7.217342701958811,2,1.0,0.009999998,7.217343,1.0,1.0,7.217342701958811
9.466473,,100,1.0,500,200.00000010221265,0.005,2.3180118,152.11201147256872,0.005,500.0,9.608552698060668,2.179301e-19,8.85,152.11201147256872,9.608552698060668,2,1.0,0.0049999994,8.412948,1.0,1.0,9.608552698060668
8.33835,,100,1.0,500,299.999969473632,0.0033333334,3.4618888,29.64863189279065,0.0033333334,500.0,8.489252541992053,5.4391416e-20,8.2,29.64863189279065,8.489252541992053,2,1.0,0.0033333336,8.438383,1.0,1.0,8.489252541992053
8.012184,,100,1.0,500,400.0,0.0025,4.2822714,48.396740617155466,0.0025,500.0,9.053017360904986,5.434597e-20,8.42,48.396740617155466,9.053017360904986,2,1.0,0.0024999997,8.592042,1.0,1.0,9.053017360904986
208.46484,32448.783,100,4016.5732,500,1.3917754160291191,0.8449214,88.13002,23.452298659575494,1.4183575e-13,499.9146607167546,7.965065580717018,0.0014358856,7.83,23.452298659575494,7.965065580717018,1,6.7425643e-10,0.0019999999,91.98512,1.0001707,9.507566,7.965065580717018
9.149025,,100,1.0,500,100.0,0.01,12.184331,84.55016062996776,0.01,500.0,16.626354624137413,3.5044917e-18,15.01,84.55016062996776,16.626354624137413,2,1.0,0.009999998,16.626354,1.0,1.0,16.626354624137413
9.367928,,100,1.0,500,200.00000010221265,0.005,12.928046,92.71686111741586,0.005,500.0,16.41763895609894,2.179301e-19,14.56,92.71686111741586,16.41763895609894,2,1.0,0.0049999994,16.521996,1.0,1.0,16.41763895609894
9.729551,,100,1.0,500,299.999969473632,0.0033333334,12.868488,108.46471995058293,0.0033333334,500.0,15.239618827316322,5.4391416e-20,13.84,108.46471995058293,15.239618827316322,2,1.0,0.0033333336,16.094538,1.0,1.0,15.239618827316322
10.02854,,100,1.0,500,400.0,0.0025,13.484603,117.71721617038307,0.0025,500.0,17.623777311052187,5.434597e-20,15.19,117.71721617038307,17.623777311052187,2,1.0,0.0024999997,16.476849,1.0,1.0,17.623777311052187
22.22873,291375.94,100,12071.05,500,1.0821041995532474,0.9613089,41.788727,84.66866790494593,7.661459e-07,136.84153860860448,15.901962306332402,0.0018479471,14.23,84.66866790494593,15.901962306332402,1,0.009620409,0.0020000003,46.904583,3.6538613,25.11378,15.901962306332402
8.508779,,100,1.0,500,100.0,0.01,12.58342,73.13063258617399,0.01,500.0,16.71450737207782,3.5044917e-18,15.32,73.13063258617399,16.71450737207782,2,1.0,0.009999998,16.714508,1.0,1.0,16.71450737207782
