Bound,MaxNormIw,VarNormIw,AvgEpLen,VarDiscRet,AvgVanillaIw,MinNormIw,MaxVanillaIw,AvgRet,VarRet,AvgDiscRet,ESSRenyi,VanillaAvgRet,Delta,BatchSize,eRenyi2,EpsThisIter,MinVanillaIw,AvgNormIw,VarVanillaIw,ESSClassic,IterType,J,VarJ
-88.1709,0.01,3.50449e-18,105.36,3765.07383224,1.0,0.01,1.0,-74.2661333014,3765.07383224,-74.2661333014,500.0,-74.2661333014,0.9,500,1.0,100,1.0,0.01,,100.0,2,-74.2661,61.0526
-82.0918,0.005,2.1793e-19,100.56,2567.57327631,1.0,0.005,1.0,-70.2531937361,2567.57327631,-70.2531937361,500.0,-70.2531937361,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.2597,56.024
-79.6627,0.00333333,5.43914e-20,100.91,2569.76328691,1.0,0.00333333,1.0,-70.3850635667,2569.76328691,-70.3850635667,500.0,-70.3850635667,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-71.6348,54.2334
-83.6859,0.0025,5.4346e-20,125.81,9378.16083824,1.0,0.0025,1.0,-92.0295363851,9378.16083824,-92.0295363851,500.0,-92.0295363851,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.7335,67.8604
-80.1366,0.00883801,3.78424e-06,106.71,4968.07409936,0.991413,1.5745e-06,4.38106,-76.268295753,4968.07409936,-76.268295753,252.089822818,-76.268295753,0.9,500,1.98342,100,0.000780491,0.002,0.929882,257.179371064,1,-71.3789,66.9349
-98.1608,0.01,3.50449e-18,116.41,7227.48808986,1.0,0.01,1.0,-84.256166231,7227.48808986,-84.256166231,500.0,-84.256166231,0.9,500,1.0,100,1.0,0.01,,100.0,2,-84.2562,84.5885
-90.5026,0.005,2.1793e-19,108.54,4962.41227583,1.0,0.005,1.0,-77.084791113,4962.41227583,-77.084791113,500.0,-77.084791113,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-80.6705,77.7615
-83.6961,0.00333333,5.43914e-20,94.8,1370.84567696,1.0,0.00333333,1.0,-65.6635519882,1370.84567696,-65.6635519882,500.0,-65.6635519882,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-75.6682,67.3325
-82.1038,0.0025,5.4346e-20,104.17,3770.15096117,1.0,0.0025,1.0,-73.6012437414,3770.15096117,-73.6012437414,500.0,-73.6012437414,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-75.1514,65.8343
-81.1696,0.00700542,4.76669e-06,121.56,9537.30439435,1.05207,7.66498e-18,3.68509,-89.1862530756,9537.30439435,-89.1862530756,225.360782157,-89.1862530756,0.9,500,2.21866,100,4.03204e-15,0.002,1.319,228.384460434,1,-71.9065,87.3425
-94.8953,0.01,3.50449e-18,112.81,6106.16107416,1.0,0.01,1.0,-80.9907050137,6106.16107416,-80.9907050137,500.0,-80.9907050137,0.9,500,1.0,100,1.0,0.01,,100.0,2,-80.9907,77.7502
-87.7185,0.005,2.1793e-19,106.26,3753.91473658,1.0,0.005,1.0,-74.7822456537,3753.91473658,-74.7822456537,500.0,-74.7822456537,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.8865,69.9312
-84.1676,0.00333333,5.43914e-20,102.5,3769.29538522,1.0,0.00333333,1.0,-72.6463931489,3769.29538522,-72.6463931489,500.0,-72.6463931489,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-76.1398,67.1582
-85.2733,0.0025,5.4346e-20,117.98,7216.5230222,1.0,0.0025,1.0,-84.8646772803,7216.5230222,-84.8646772803,500.0,-84.8646772803,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.321,71.9932
-83.8306,0.0085355,2.30695e-06,115.82,7268.51245876,0.978991,9.45408e-06,4.17809,-83.8582513411,7268.51245876,-83.8582513411,325.712518266,-83.8582513411,0.9,500,1.5351,100,0.00462773,0.002,0.552758,317.342915457,1,-76.1261,79.883
-81.5659,0.01,3.50449e-18,97.41,1367.68337212,1.0,0.01,1.0,-67.6610840952,1367.68337212,-67.6610840952,500.0,-67.6610840952,0.9,500,1.0,100,1.0,0.01,,100.0,2,-67.6611,36.7968
-78.9849,0.005,2.1793e-19,100.86,2570.14208095,1.0,0.005,1.0,-70.6443135872,2570.14208095,-70.6443135872,500.0,-70.6443135872,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-69.1527,44.1752
-76.2083,0.00333333,5.43914e-20,94.81,1386.89860496,1.0,0.00333333,1.0,-66.2357755108,1386.89860496,-66.2357755108,500.0,-66.2357755108,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-68.1804,41.9587
-78.4383,0.0025,5.4346e-20,113.52,6072.79820975,1.0,0.0025,1.0,-81.4023759691,6072.79820975,-81.4023759691,500.0,-81.4023759691,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-71.4859,53.4434
-77.4994,0.0110081,6.89432e-06,112.05,6121.73637852,1.05348,1.37966e-11,5.79839,-80.322426357,6121.73637852,-80.322426357,174.203733986,-80.322426357,0.9,500,2.8702,100,7.26723e-09,0.002,1.91287,183.814702845,1,-66.9643,47.4252
-92.6522,0.01,3.50449e-18,110.32,4924.41588653,1.0,0.01,1.0,-78.747618632,4924.41588653,-78.747618632,500.0,-78.747618632,0.9,500,1.0,100,1.0,0.01,,100.0,2,-78.7476,69.8224
-92.7617,0.005,2.1793e-19,118.93,8371.7870206,1.0,0.005,1.0,-87.1116808277,8371.7870206,-87.1116808277,500.0,-87.1116808277,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-82.9296,81.2349
-90.525,0.00333333,5.43914e-20,113.28,6097.02351102,1.0,0.00333333,1.0,-81.632180528,6097.02351102,-81.632180528,500.0,-81.632180528,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-82.4972,80.0737
-85.6471,0.0025,5.4346e-20,97.27,1372.53549849,1.0,0.0025,1.0,-67.2877951436,1372.53549849,-67.2877951436,500.0,-67.2877951436,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.6948,72.055
-81.1015,0.00960644,6.76211e-06,112.05,6124.94365918,0.996151,1.32975e-27,4.78473,-80.1336945206,6124.94365918,-80.1336945206,174.196759461,-80.1336945206,0.9,500,2.87032,100,6.62315e-25,0.002,1.67754,186.07096132,1,-70.5664,62.7702
-83.7682,0.01,3.50449e-18,99.74,2575.80433439,1.0,0.01,1.0,-69.8634612261,2575.80433439,-69.8634612261,500.0,-69.8634612261,0.9,500,1.0,100,1.0,0.01,,100.0,2,-69.8635,50.498
-78.4924,0.005,2.1793e-19,97.23,1362.13529369,1.0,0.005,1.0,-67.4570389146,1362.13529369,-67.4570389146,500.0,-67.4570389146,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-68.6602,44.167
-79.017,0.00333333,5.43914e-20,106.09,4971.84405258,1.0,0.00333333,1.0,-75.6466708201,4971.84405258,-75.6466708201,500.0,-75.6466708201,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-70.9891,54.3327
-82.243,0.0025,5.4346e-20,120.81,8330.45481772,1.0,0.0025,1.0,-88.1954804443,8330.45481772,-88.1954804443,500.0,-88.1954804443,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-75.2907,65.8128
-76.4493,0.0184729,2.13163e-05,94.83,1373.02578532,0.946464,,8.74195,-65.9344094189,1373.02578532,-65.9344094189,85.4143476743,-65.9344094189,0.9,500,5.85382,100,,0.002,4.77375,79.1337527831,1,-61.4041,39.7444
-84.7315,0.01,3.50449e-18,101.04,2580.47036443,1.0,0.01,1.0,-70.8278814651,2580.47036443,-70.8278814651,500.0,-70.8278814651,0.9,500,1.0,100,1.0,0.01,,100.0,2,-70.8279,50.5437
-86.8781,0.005,2.1793e-19,114.82,7257.73867938,1.0,0.005,1.0,-83.2640153298,7257.73867938,-83.2640153298,500.0,-83.2640153298,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.046,70.0612
-84.5941,0.00333333,5.43914e-20,105.93,4994.6243541,1.0,0.00333333,1.0,-75.6066374995,4994.6243541,-75.6066374995,500.0,-75.6066374995,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-76.5662,70.1504
-84.6624,0.0025,5.4346e-20,112.92,6097.39987589,1.0,0.0025,1.0,-81.1416552225,6097.39987589,-81.1416552225,500.0,-81.1416552225,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-77.7101,72.1376
-77.4079,0.0127354,1.28989e-05,99.0,2590.46840896,0.994192,1.53391e-32,6.33072,-69.6057066996,2590.46840896,-69.6057066996,142.479128355,-69.6057066996,0.9,500,3.50929,100,7.62501e-30,0.002,3.18737,118.532033584,1,-65.759,44.9858
-82.3263,0.01,3.50449e-18,97.81,2568.9317852,1.0,0.01,1.0,-68.4217012648,2568.9317852,-68.4217012648,500.0,-68.4217012648,0.9,500,1.0,100,1.0,0.01,,100.0,2,-68.4217,50.4306
-84.3031,0.005,2.1793e-19,112.08,6112.03105434,1.0,0.005,1.0,-80.5202212165,6112.03105434,-80.5202212165,500.0,-80.5202212165,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-74.471,65.8306
-80.7417,0.00333333,5.43914e-20,98.89,2593.35593721,1.0,0.00333333,1.0,-69.1995272905,2593.35593721,-69.1995272905,500.0,-69.1995272905,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-72.7138,61.2462
-79.3246,0.0025,5.4346e-20,102.05,2594.62135247,1.0,0.0025,1.0,-71.3475217959,2594.62135247,-71.3475217959,500.0,-71.3475217959,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-72.3722,58.7864
-75.3574,0.0037864,2.1004e-06,117.51,7212.84655034,1.14547,2.53724e-06,2.1686,-84.8586076011,7212.84655034,-84.8586076011,354.471959996,-84.8586076011,0.9,500,1.41055,100,0.00145316,0.002,0.688977,328.074323676,1,-67.972,49.3665
-82.9332,0.01,3.50449e-18,98.33,2608.65266353,1.0,0.01,1.0,-69.0284834816,2608.65266353,-69.0284834816,500.0,-69.0284834816,0.9,500,1.0,100,1.0,0.01,,100.0,2,-69.0285,50.819
-84.4175,0.005,2.1793e-19,111.52,6138.07120541,1.0,0.005,1.0,-80.1423085679,6138.07120541,-80.1423085679,500.0,-80.1423085679,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-74.5854,66.0341
-82.7567,0.00333333,5.43914e-20,105.64,4987.39411252,1.0,0.00333333,1.0,-75.0154184082,4987.39411252,-75.0154184082,500.0,-75.0154184082,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.7287,67.4751
-81.8171,0.0025,5.4346e-20,105.95,4996.81043479,1.0,0.0025,1.0,-75.2724623376,4996.81043479,-75.2724623376,500.0,-75.2724623376,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.8647,68.2014
-79.9977,0.0412083,1.68188e-05,103.21,2573.93098021,1.364,6.07298e-05,28.1042,-71.852430277,2573.93098021,-71.852430277,292.146434578,-71.852430277,0.9,500,1.71147,100,0.0414179,0.002,7.82288,96.2225332542,1,-71.8626,104.177
-94.8937,0.01,3.50449e-18,112.88,6105.22970745,1.0,0.01,1.0,-80.988914561,6105.22970745,-80.988914561,500.0,-80.988914561,0.9,500,1.0,100,1.0,0.01,,100.0,2,-80.9889,77.7443
-91.8845,0.005,2.1793e-19,114.77,7300.45974783,1.0,0.005,1.0,-83.1157937406,7300.45974783,-83.1157937406,500.0,-83.1157937406,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-82.0524,81.4675
-87.5167,0.00333333,5.43914e-20,105.34,3783.78745391,1.0,0.00333333,1.0,-74.3617572314,3783.78745391,-74.3617572314,500.0,-74.3617572314,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-79.4888,75.4084
-86.4437,0.0025,5.4346e-20,110.81,6135.1756524,1.0,0.0025,1.0,-79.4987559956,6135.1756524,-79.4987559956,500.0,-79.4987559956,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.4913,76.0478
-84.593,0.0177007,4.8597e-06,119.05,7191.72136604,1.21859,0.000807795,10.7849,-85.9220072353,7191.72136604,-85.9220072353,341.830389437,-85.9220072353,0.9,500,1.46271,100,0.492185,0.002,1.80412,225.989154724,1,-77.0723,89.8633
-86.1173,0.01,3.50449e-18,102.09,3799.51209921,1.0,0.01,1.0,-72.2125616872,3799.51209921,-72.2125616872,500.0,-72.2125616872,0.9,500,1.0,100,1.0,0.01,,100.0,2,-72.2126,61.3312
-82.6748,0.005,2.1793e-19,103.95,3766.13684105,1.0,0.005,1.0,-73.47273761,3766.13684105,-73.47273761,500.0,-73.47273761,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.8427,61.1996
-79.1597,0.00333333,5.43914e-20,97.67,1346.71768342,1.0,0.00333333,1.0,-67.7102673565,1346.71768342,-67.7102673565,500.0,-67.7102673565,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-71.1319,54.2881
-80.4313,0.0025,5.4346e-20,111.83,6140.77412251,1.0,0.0025,1.0,-80.5203374699,6140.77412251,-80.5203374699,500.0,-80.5203374699,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-73.479,61.2108
-77.4273,0.00346728,1.42134e-06,98.81,1350.11652146,1.12025,1.0573e-05,1.94211,-68.2667241752,1350.11652146,-68.2667241752,393.076875353,-68.2667241752,0.9,500,1.27202,100,0.00592218,0.002,0.445931,369.106168669,1,-70.414,55.7832
-97.355,0.01,3.50449e-18,115.87,7253.24318571,1.0,0.01,1.0,-83.4503385219,7253.24318571,-83.4503385219,500.0,-83.4503385219,0.9,500,1.0,100,1.0,0.01,,100.0,2,-83.4503,84.7391
-93.4387,0.005,2.1793e-19,115.42,7267.52971912,1.0,0.005,1.0,-83.7628297091,7267.52971912,-83.7628297091,500.0,-83.7628297091,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-83.6066,84.7809
-91.1792,0.00333333,5.43914e-20,114.64,6092.75577408,1.0,0.00333333,1.0,-82.2407863212,6092.75577408,-82.2407863212,500.0,-82.2407863212,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-83.1513,82.4797
-85.6929,0.0025,5.4346e-20,94.29,1359.07311765,1.0,0.0025,1.0,-65.5079819424,1359.07311765,-65.5079819424,500.0,-65.5079819424,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.7405,74.1411
-78.2558,0.0148118,9.52054e-06,102.99,2577.64031078,1.30292,5.31434e-05,9.64929,-71.954932068,2577.64031078,-71.954932068,313.965684556,-71.954932068,0.9,500,1.59253,100,0.0346207,0.002,4.04049,148.131889504,1,-70.4084,45.8197
-109.667,0.01,3.50449e-18,130.32,10400.2443216,1.0,0.01,1.0,-95.7626425052,10400.2443216,-95.7626425052,500.0,-95.7626425052,0.9,500,1.0,100,1.0,0.01,,100.0,2,-95.7626,101.47
-93.0476,0.005,2.1793e-19,100.66,2562.0969692,1.0,0.005,1.0,-70.668431651,2562.0969692,-70.668431651,500.0,-70.668431651,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-83.2155,81.0789
-87.7355,0.00333333,5.43914e-20,103.84,2570.53039753,1.0,0.00333333,1.0,-72.6917811866,2570.53039753,-72.6917811866,500.0,-72.6917811866,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-79.7076,72.4942
-85.8327,0.0025,5.4346e-20,106.91,5002.39208943,1.0,0.0025,1.0,-76.3984238139,5002.39208943,-76.3984238139,500.0,-76.3984238139,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.8803,71.9841
-84.7333,0.015811,1.93434e-06,115.44,7276.93639226,1.06197,0.000714771,8.39544,-83.282700754,7276.93639226,-83.282700754,359.505012734,-83.282700754,0.9,500,1.3908,100,0.379534,0.002,0.545381,337.24107733,1,-77.3998,68.9934
-89.9258,0.01,3.50449e-18,106.42,4999.38509741,1.0,0.01,1.0,-76.0211550416,4999.38509741,-76.0211550416,500.0,-76.0211550416,0.9,500,1.0,100,1.0,0.01,,100.0,2,-76.0212,70.3519
-80.8167,0.005,2.1793e-19,95.54,1337.15995278,1.0,0.005,1.0,-65.9480944778,1337.15995278,-65.9480944778,500.0,-65.9480944778,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-70.9846,56.2313
-78.3939,0.00333333,5.43914e-20,98.73,2586.06113238,1.0,0.00333333,1.0,-69.1287630326,2586.06113238,-69.1287630326,500.0,-69.1287630326,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-70.366,54.4255
-79.991,0.0025,5.4346e-20,112.87,6102.00928824,1.0,0.0025,1.0,-81.0567046414,6102.00928824,-81.0567046414,500.0,-81.0567046414,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-73.0387,61.264
-75.6127,0.0095057,4.36331e-06,106.76,4996.12099762,1.13937,1.30695e-07,5.41525,-76.109488254,4996.12099762,-76.109488254,231.278445904,-76.109488254,0.9,500,2.1619,100,7.44546e-05,0.002,1.41607,239.389012886,1,-66.4695,40.8226
-90.0119,0.01,3.50449e-18,107.06,4987.05773139,1.0,0.01,1.0,-76.1071567398,4987.05773139,-76.1071567398,500.0,-76.1071567398,0.9,500,1.0,100,1.0,0.01,,100.0,2,-76.1072,70.2651
-82.7824,0.005,2.1793e-19,99.38,2584.12285795,1.0,0.005,1.0,-69.7934366532,2584.12285795,-69.7934366532,500.0,-69.7934366532,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.9503,61.3001
-83.6617,0.00333333,5.43914e-20,112.54,6103.65832473,1.0,0.00333333,1.0,-81.0009067006,6103.65832473,-81.0009067006,500.0,-81.0009067006,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-75.6338,67.3331
-79.2908,0.0025,5.4346e-20,91.17,105.890613276,1.0,0.0025,1.0,-62.45205723,105.890613276,-62.45205723,500.0,-62.45205723,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-72.3384,58.8141
-74.274,0.00597069,4.63059e-06,98.78,2598.50925041,1.1322,8.82551e-08,3.38002,-69.2214220515,2598.50925041,-69.2214220515,261.420469833,-69.2214220515,0.9,500,1.91263,100,4.99614e-05,0.002,1.48397,231.983233559,1,-65.6741,38.7949
-79.5986,0.01,3.50449e-18,94.69,1364.92130652,1.0,0.01,1.0,-65.6971882792,1364.92130652,-65.6971882792,500.0,-65.6971882792,0.9,500,1.0,100,1.0,0.01,,100.0,2,-65.6972,36.7597
-82.0278,0.005,2.1793e-19,110.46,4912.89736653,1.0,0.005,1.0,-78.6942590806,4912.89736653,-78.6942590806,500.0,-78.6942590806,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.1957,56.1226
-82.3871,0.00333333,5.43914e-20,110.46,4929.35167129,1.0,0.00333333,1.0,-78.6859493046,4929.35167129,-78.6859493046,500.0,-78.6859493046,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.3591,61.1219
-82.922,0.0025,5.4346e-20,112.68,6127.27148817,1.0,0.0025,1.0,-80.8011930098,6127.27148817,-80.8011930098,500.0,-80.8011930098,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-75.9696,65.7738
-81.294,0.00268615,6.03968e-07,108.35,4964.21149041,1.05932,5.86745e-05,1.42274,-77.5374226487,4964.21149041,-77.5374226487,455.71041778,-77.5374226487,0.9,500,1.09719,100,0.0310774,0.002,0.169436,434.522512565,1,-74.7804,66.3467
-89.5107,0.01,3.50449e-18,106.27,5004.09126309,1.0,0.01,1.0,-75.6060415478,5004.09126309,-75.6060415478,500.0,-75.6060415478,0.9,500,1.0,100,1.0,0.01,,100.0,2,-75.606,70.385
-89.4594,0.005,2.1793e-19,115.38,7256.25584197,1.0,0.005,1.0,-83.6484081414,7256.25584197,-83.6484081414,500.0,-83.6484081414,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-79.6272,78.0067
-88.5229,0.00333333,5.43914e-20,113.1,7294.72085135,1.0,0.00333333,1.0,-82.2305867162,7294.72085135,-82.2305867162,500.0,-82.2305867162,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-80.495,80.4081
-84.6219,0.0025,5.4346e-20,98.8,2580.62448633,1.0,0.0025,1.0,-69.1931147023,2580.62448633,-69.1931147023,500.0,-69.1931147023,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-77.6695,74.2411
-84.0486,0.0238981,1.49244e-05,122.54,8284.06900085,1.5382,0.000920286,18.38,-89.1476196858,8284.06900085,-89.1476196858,367.845220828,-89.1476196858,0.9,500,1.35927,100,0.707791,0.002,8.82798,105.850858466,1,-76.7987,141.791
-93.3118,0.01,3.50449e-18,110.45,6142.75542185,1.0,0.01,1.0,-79.4070924039,6142.75542185,-79.4070924039,500.0,-79.4070924039,0.9,500,1.0,100,1.0,0.01,,100.0,2,-79.4071,77.9829
-92.1421,0.005,2.1793e-19,117.65,7195.72540217,1.0,0.005,1.0,-85.2127185109,7195.72540217,-85.2127185109,500.0,-85.2127185109,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-82.3099,81.3079
-91.4073,0.00333333,5.43914e-20,118.54,7183.85038297,1.0,0.00333333,1.0,-85.5181776601,7183.85038297,-85.5181776601,500.0,-85.5181776601,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-83.3793,82.3424
-89.9807,0.0025,5.4346e-20,114.65,6073.62604314,1.0,0.0025,1.0,-81.9751150909,6073.62604314,-81.9751150909,500.0,-81.9751150909,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-83.0283,81.1714
-84.1567,0.00712961,3.56373e-06,101.26,3813.74544132,1.32562,0.00113129,4.72557,-71.5868218356,3813.74544132,-71.5868218356,375.859489997,-71.5868218356,0.9,500,1.33028,100,0.749832,0.002,1.56561,264.66964588,1,-76.9846,84.2595
-100.738,0.01,3.50449e-18,118.96,8397.11112172,1.0,0.01,1.0,-86.8332773063,8397.11112172,-86.8332773063,500.0,-86.8332773063,0.9,500,1.0,100,1.0,0.01,,100.0,2,-86.8333,91.1764
-96.6747,0.005,2.1793e-19,119.21,8379.5347719,1.0,0.005,1.0,-86.8518388231,8379.5347719,-86.8518388231,500.0,-86.8518388231,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-86.8426,91.1287
-91.885,0.00333333,5.43914e-20,109.52,4941.23768301,1.0,0.00333333,1.0,-77.8862914178,4941.23768301,-77.8862914178,500.0,-77.8862914178,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-83.8571,84.7628
-86.4261,0.0025,5.4346e-20,95.38,1395.55812032,1.0,0.0025,1.0,-66.3235739383,1395.55812032,-66.3235739383,500.0,-66.3235739383,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.4737,76.1025
-84.0012,0.00675937,1.22669e-06,105.57,3778.57197577,1.08266,0.000216856,3.65903,-74.1960926071,3778.57197577,-74.1960926071,416.314742102,-74.1960926071,0.9,500,1.20101,100,0.11739,0.002,0.359463,382.83091897,1,-77.1864,77.4292
-97.3599,0.01,3.50449e-18,115.49,7264.85799082,1.0,0.01,1.0,-83.4552962886,7264.85799082,-83.4552962886,500.0,-83.4552962886,0.9,500,1.0,100,1.0,0.01,,100.0,2,-83.4553,84.8069
-90.748,0.005,2.1793e-19,110.11,4947.39480514,1.0,0.005,1.0,-78.376507975,4947.39480514,-78.376507975,500.0,-78.376507975,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-80.9159,77.7915
-88.845,0.00333333,5.43914e-20,112.08,6133.05624426,1.0,0.00333333,1.0,-80.6195737003,6133.05624426,-80.6195737003,500.0,-80.6195737003,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-80.8171,77.8349
-87.5345,0.0025,5.4346e-20,111.53,6152.42771195,1.0,0.0025,1.0,-79.8770923887,6152.42771195,-79.8770923887,500.0,-79.8770923887,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-80.5821,77.8884
-85.3139,0.0165645,1.69778e-06,109.88,6154.86574595,1.06921,0.000338164,8.85542,-78.7891635323,6154.86574595,-78.7891635323,390.408814222,-78.7891635323,0.9,500,1.28071,100,0.180784,0.002,0.485227,351.224008493,1,-78.2766,76.5122
-79.5717,0.01,3.50449e-18,95.12,1348.18015765,1.0,0.01,1.0,-65.6688549146,1348.18015765,-65.6688549146,500.0,-65.6688549146,0.9,500,1.0,100,1.0,0.01,,100.0,2,-65.6689,36.5335
-77.9508,0.005,2.1793e-19,100.98,2565.80786774,1.0,0.005,1.0,-70.5686235823,2565.80786774,-70.5686235823,500.0,-70.5686235823,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-68.1187,44.0843
-78.4608,0.00333333,5.43914e-20,106.47,3762.76459201,1.0,0.00333333,1.0,-75.0611190709,3762.76459201,-75.0611190709,500.0,-75.0611190709,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-70.4329,50.4781
-81.6148,0.0025,5.4346e-20,119.91,8342.74835305,1.0,0.0025,1.0,-87.3512595013,8342.74835305,-87.3512595013,500.0,-87.3512595013,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.6625,63.4786
-78.8577,0.0119339,7.43907e-07,103.81,3767.35050176,1.13045,0.000100955,6.74536,-73.3043953785,3767.35050176,-73.3043953785,420.06999858,-73.3043953785,0.9,500,1.19028,100,0.0570622,0.002,0.237663,421.726074492,1,-72.0734,56.6364
-83.9452,0.01,3.50449e-18,100.12,2583.80910872,1.0,0.01,1.0,-70.0413773125,2583.80910872,-70.0413773125,500.0,-70.0413773125,0.9,500,1.0,100,1.0,0.01,,100.0,2,-70.0414,50.5764
-82.5242,0.005,2.1793e-19,105.24,5011.04967023,1.0,0.005,1.0,-75.3431086218,5011.04967023,-75.3431086218,500.0,-75.3431086218,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.6922,61.3717
-81.5689,0.00333333,5.43914e-20,105.3,5008.98089072,1.0,0.00333333,1.0,-75.2389053416,5008.98089072,-75.2389053416,500.0,-75.2389053416,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-73.5411,64.5399
-82.8136,0.0025,5.4346e-20,115.6,6048.39981826,1.0,0.0025,1.0,-82.8191240481,6048.39981826,-82.8191240481,500.0,-82.8191240481,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-75.8606,68.0967
-82.3846,0.0122472,1.19844e-06,114.96,7256.35296734,1.12043,0.000137661,6.86111,-83.5157951905,7256.35296734,-83.5157951905,416.21629453,-83.5157951905,0.9,500,1.2013,100,0.07712,0.002,0.376122,384.907387926,1,-75.5685,67.3475
-96.5204,0.01,3.50449e-18,115.57,6079.30863729,1.0,0.01,1.0,-82.6155988008,6079.30863729,-82.6155988008,500.0,-82.6155988008,0.9,500,1.0,100,1.0,0.01,,100.0,2,-82.6156,77.5791
-89.8567,0.005,2.1793e-19,108.67,4934.98024284,1.0,0.005,1.0,-77.4335250555,4934.98024284,-77.4335250555,500.0,-77.4335250555,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-80.0246,73.8836
-85.2519,0.00333333,5.43914e-20,102.39,2579.57401751,1.0,0.00333333,1.0,-71.6228934415,2579.57401751,-71.6228934415,500.0,-71.6228934415,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-77.224,67.1278
-81.3055,0.0025,5.4346e-20,94.78,1368.00160578,1.0,0.0025,1.0,-65.7403579596,1368.00160578,-65.7403579596,500.0,-65.7403579596,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.3531,61.1793
-80.4514,0.00310217,1.0705e-07,107.37,4988.49355923,1.08066,0.000120673,1.6762,-76.247479587,4988.49355923,-76.247479587,476.466758628,-76.247479587,0.9,500,1.04939,100,0.0652032,0.002,0.0312538,486.99286235,1,-74.0813,61.6621
