Bound,MaxNormIw,VarNormIw,AvgEpLen,VarDiscRet,AvgVanillaIw,MinNormIw,MaxVanillaIw,AvgRet,VarRet,AvgDiscRet,ESSRenyi,VanillaAvgRet,Delta,BatchSize,eRenyi2,EpsThisIter,MinVanillaIw,AvgNormIw,VarVanillaIw,ESSClassic,IterType,J,VarJ
-102.079,0.01,3.50449e-18,120.77,8333.49183369,1.0,0.01,1.0,-88.1740508167,8333.49183369,-88.1740508167,500.0,-88.1740508167,0.9,500,1.0,100,1.0,0.01,,100.0,2,-88.174,90.8304
-92.0854,0.005,2.1793e-19,107.29,4963.8633886,1.0,0.005,1.0,-76.3325346722,4963.8633886,-76.3325346722,500.0,-76.3325346722,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-82.2533,81.3465
-91.2542,0.00333333,5.43914e-20,118.11,7189.77384662,1.0,0.00333333,1.0,-85.1724319376,7189.77384662,-85.1724319376,500.0,-85.1724319376,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-83.2263,82.3773
-89.6973,0.0025,5.4346e-20,113.26,6077.31328135,1.0,0.0025,1.0,-81.300606339,6077.31328135,-81.300606339,500.0,-81.300606339,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-82.7449,81.2056
-85.5259,0.0102691,7.99926e-06,110.13,4925.98524986,0.940931,2.6116e-27,4.83127,-78.2631186146,4925.98524986,-78.2631186146,170.102758304,-78.2631186146,0.9,500,2.9394,100,1.22867e-24,0.002,1.77054,166.899506667,1,-74.8646,103.275
-84.0362,0.01,3.50449e-18,100.57,2559.02303042,1.0,0.01,1.0,-70.1317500836,2559.02303042,-70.1317500836,500.0,-70.1317500836,0.9,500,1.0,100,1.0,0.01,,100.0,2,-70.1317,50.3332
-83.3361,0.005,2.1793e-19,107.74,4977.24692434,1.0,0.005,1.0,-76.8762555501,4977.24692434,-76.8762555501,500.0,-76.8762555501,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-73.504,61.1705
-82.4541,0.00333333,5.43914e-20,107.04,4982.78689361,1.0,0.00333333,1.0,-76.2708758217,4982.78689361,-76.2708758217,500.0,-76.2708758217,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.4263,64.3473
-86.391,0.0025,5.4346e-20,127.97,10477.0431,1.0,0.0025,1.0,-94.4756064413,10477.0431,-94.4756064413,500.0,-94.4756064413,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.4386,75.986
-82.2858,0.0188371,4.18956e-06,105.39,3764.92528762,1.03395,2.05871e-05,9.73834,-74.4552046989,3764.92528762,-74.4552046989,283.284571484,-74.4552046989,0.9,500,1.76501,100,0.0106431,0.002,1.11972,244.463372249,1,-74.0244,75.1502
-91.161,0.01,3.50449e-18,108.35,4971.07870184,1.0,0.01,1.0,-77.2564900948,4971.07870184,-77.2564900948,500.0,-77.2564900948,0.9,500,1.0,100,1.0,0.01,,100.0,2,-77.2565,70.1525
-87.6742,0.005,2.1793e-19,110.47,4929.7291999,1.0,0.005,1.0,-78.4279345627,4929.7291999,-78.4279345627,500.0,-78.4279345627,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.8422,70.0089
-87.9993,0.00333333,5.43914e-20,116.14,7245.98481693,1.0,0.00333333,1.0,-84.2299434723,7245.98481693,-84.2299434723,500.0,-84.2299434723,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-79.9715,75.2844
-85.8141,0.0025,5.4346e-20,106.75,3734.34568513,1.0,0.0025,1.0,-75.5326276696,3734.34568513,-75.5326276696,500.0,-75.5326276696,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-78.8617,71.9635
-80.4083,0.0176067,4.56723e-06,103.46,3791.67872583,0.999383,2.32178e-05,8.79792,-73.069880092,3791.67872583,-73.069880092,248.844239662,-73.069880092,0.9,500,2.00929,100,0.0116018,0.002,1.1404,233.696723415,1,-71.5938,57.2921
-86.7933,0.01,3.50449e-18,103.12,3780.40356183,1.0,0.01,1.0,-72.8887731802,3780.40356183,-72.8887731802,500.0,-72.8887731802,0.9,500,1.0,100,1.0,0.01,,100.0,2,-72.8888,61.1768
-83.293,0.005,2.1793e-19,104.79,3788.87634732,1.0,0.005,1.0,-74.033042741,3788.87634732,-74.033042741,500.0,-74.033042741,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-73.4609,61.2137
-82.8399,0.00333333,5.43914e-20,108.88,4962.93380156,1.0,0.00333333,1.0,-77.5121300772,4962.93380156,-77.5121300772,500.0,-77.5121300772,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.8113,64.3389
-83.2143,0.0025,5.4346e-20,112.55,6087.54977205,1.0,0.0025,1.0,-80.6115721335,6087.54977205,-80.6115721335,500.0,-80.6115721335,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.2614,67.9529
-77.6995,0.00834441,5.5147e-06,110.77,6136.92617647,1.06497,3.63912e-13,4.44327,-79.8326003142,6136.92617647,-79.8326003142,200.748103417,-79.8326003142,0.9,500,2.49068,100,1.93777e-10,0.002,1.56364,210.445000054,1,-67.8849,49.9924
-88.1125,0.01,3.50449e-18,105.46,3783.42145355,1.0,0.01,1.0,-74.2089621808,3783.42145355,-74.2089621808,500.0,-74.2089621808,0.9,500,1.0,100,1.0,0.01,,100.0,2,-74.209,61.2012
-84.5339,0.005,2.1793e-19,105.28,5001.05357922,1.0,0.005,1.0,-75.1945071203,5001.05357922,-75.1945071203,500.0,-75.1945071203,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-74.7017,65.9436
-84.0153,0.00333333,5.43914e-20,109.05,6190.89554161,1.0,0.00333333,1.0,-78.5587500182,6190.89554161,-78.5587500182,500.0,-78.5587500182,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-75.9874,70.3231
-82.5304,0.0025,5.4346e-20,105.21,3770.86374099,1.0,0.0025,1.0,-74.3496972331,3770.86374099,-74.3496972331,500.0,-74.3496972331,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-75.578,68.1381
-77.6342,0.0123205,7.42341e-06,115.11,6050.11642356,0.98089,8.40815e-09,6.04253,-82.5732517473,6050.11642356,-82.5732517473,178.77602454,-82.5732517473,0.9,500,2.7968,100,4.12373e-06,0.002,1.7856,175.306966978,1,-67.2348,45.9733
-94.1177,0.01,3.50449e-18,111.78,6108.35864483,1.0,0.01,1.0,-80.2130182248,6108.35864483,-80.2130182248,500.0,-80.2130182248,0.9,500,1.0,100,1.0,0.01,,100.0,2,-80.213,77.7642
-92.1672,0.005,2.1793e-19,116.72,7188.30396721,1.0,0.005,1.0,-84.4572654179,7188.30396721,-84.4572654179,500.0,-84.4572654179,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-82.3351,81.1563
-89.0111,0.00333333,5.43914e-20,109.93,4955.99240223,1.0,0.00333333,1.0,-78.2774005859,4955.99240223,-78.2774005859,500.0,-78.2774005859,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-80.9826,77.6533
-91.2874,0.0025,5.4346e-20,127.92,10491.8396423,1.0,0.0025,1.0,-94.3901440333,10491.8396423,-94.3901440333,500.0,-94.3901440333,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-84.3345,84.5752
-86.7477,0.00775584,2.87094e-06,106.24,4983.29366225,1.03077,6.90318e-09,3.99724,-75.6762924555,4983.29366225,-75.6762924555,298.207521608,-75.6762924555,0.9,500,1.67668,100,3.5578e-06,0.002,0.762584,291.324345216,1,-78.6951,88.9147
-93.092,0.01,3.50449e-18,110.16,6184.31274786,1.0,0.01,1.0,-79.1872350918,6184.31274786,-79.1872350918,500.0,-79.1872350918,0.9,500,1.0,100,1.0,0.01,,100.0,2,-79.1872,78.2462
-89.6901,0.005,2.1793e-19,112.08,6128.58471298,1.0,0.005,1.0,-80.5286139879,6128.58471298,-80.5286139879,500.0,-80.5286139879,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-79.8579,78.0726
-84.3298,0.00333333,5.43914e-20,98.66,2571.35225669,1.0,0.00333333,1.0,-69.189834816,2571.35225669,-69.189834816,500.0,-69.189834816,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-76.3019,70.2666
-83.7361,0.0025,5.4346e-20,109.64,4958.28641892,1.0,0.0025,1.0,-78.2293227696,4958.28641892,-78.2293227696,500.0,-78.2293227696,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.7838,70.2205
-81.623,0.00924413,1.71511e-06,113.64,6095.71870756,0.995633,9.45404e-08,4.60188,-81.4783427607,6095.71870756,-81.4783427607,341.324972427,-81.4783427607,0.9,500,1.46488,100,4.70638e-05,0.002,0.425041,350.159694994,1,-74.0967,66.9398
-92.7702,0.01,3.50449e-18,110.15,6138.85089536,1.0,0.01,1.0,-78.8655141342,6138.85089536,-78.8655141342,500.0,-78.8655141342,0.9,500,1.0,100,1.0,0.01,,100.0,2,-78.8655,77.9581
-86.4321,0.005,2.1793e-19,105.3,3790.57837928,1.0,0.005,1.0,-74.3344237101,3790.57837928,-74.3344237101,500.0,-74.3344237101,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-76.6,70.1441
-86.052,0.00333333,5.43914e-20,112.7,6113.71154784,1.0,0.00333333,1.0,-80.8723453026,6113.71154784,-80.8723453026,500.0,-80.8723453026,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-78.0241,72.8129
-84.4218,0.0025,5.4346e-20,105.97,4997.46989098,1.0,0.0025,1.0,-75.8055966511,4997.46989098,-75.8055966511,500.0,-75.8055966511,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-77.4695,72.2086
-81.8221,0.01085,1.70188e-06,109.11,6188.3509745,0.968271,0.000433602,5.25289,-78.6767888479,6188.3509745,-78.6767888479,336.048607983,-78.6767888479,0.9,500,1.48788,100,0.209922,0.002,0.3989,350.970760025,1,-74.237,64.3485
-88.8736,0.01,3.50449e-18,105.71,3765.17202501,1.0,0.01,1.0,-74.9688392663,3765.17202501,-74.9688392663,500.0,-74.9688392663,0.9,500,1.0,100,1.0,0.01,,100.0,2,-74.9688,61.0534
-81.9815,0.005,2.1793e-19,99.15,2576.9485212,1.0,0.005,1.0,-69.3299208149,2576.9485212,-69.3299208149,500.0,-69.3299208149,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-72.1494,56.1008
-82.8572,0.00333333,5.43914e-20,110.78,6142.81479102,1.0,0.00333333,1.0,-80.1893114175,6142.81479102,-80.1893114175,500.0,-80.1893114175,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.8294,64.3404
-81.3619,0.0025,5.4346e-20,103.28,3789.21129069,1.0,0.0025,1.0,-73.1502144825,3789.21129069,-73.1502144825,500.0,-73.1502144825,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.4096,63.5856
-77.6724,0.0153706,1.41955e-05,115.85,7251.12915844,0.843944,,6.48596,-83.7566249858,7251.12915844,-83.7566249858,128.388393698,-83.7566249858,0.9,500,3.89443,100,,0.002,2.52765,110.089164757,1,-65.4009,37.6205
-93.7146,0.01,3.50449e-18,111.56,6141.96049755,1.0,0.01,1.0,-79.8099889325,6141.96049755,-79.8099889325,500.0,-79.8099889325,0.9,500,1.0,100,1.0,0.01,,100.0,2,-79.81,77.9778
-94.8945,0.005,2.1793e-19,123.17,9457.48987695,1.0,0.005,1.0,-90.31477054,9457.48987695,-90.31477054,500.0,-90.31477054,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-85.0624,88.0302
-89.2455,0.00333333,5.43914e-20,103.77,3801.57756697,1.0,0.00333333,1.0,-73.5279517943,3801.57756697,-73.5279517943,500.0,-73.5279517943,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-81.2176,80.3137
-86.2684,0.0025,5.4346e-20,103.78,3770.04305983,1.0,0.0025,1.0,-73.6114011022,3770.04305983,-73.6114011022,500.0,-73.6114011022,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.316,76.0372
-83.613,0.0237781,7.12364e-06,123.09,9442.17975801,0.95252,9.02831e-06,11.3245,-90.5670402502,9442.17975801,-90.5670402502,194.761291691,-90.5670402502,0.9,500,2.56725,100,0.00429982,0.002,1.61581,180.027826189,1,-73.6495,77.7137
-84.9595,0.01,3.50449e-18,101.95,2580.30236499,1.0,0.01,1.0,-71.0547466552,2580.30236499,-71.0547466552,500.0,-71.0547466552,0.9,500,1.0,100,1.0,0.01,,100.0,2,-71.0547,50.5421
-85.6621,0.005,2.1793e-19,112.53,6119.44179751,1.0,0.005,1.0,-80.6051132862,6119.44179751,-80.6051132862,500.0,-80.6051132862,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-75.8299,65.7965
-84.0185,0.00333333,5.43914e-20,106.87,4976.43757241,1.0,0.00333333,1.0,-76.3117986548,4976.43757241,-76.3117986548,500.0,-76.3117986548,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-75.9906,67.2933
-84.0127,0.0025,5.4346e-20,111.48,6132.16681679,1.0,0.0025,1.0,-80.2694874376,6132.16681679,-80.2694874376,500.0,-80.2694874376,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-77.0603,70.1245
-83.1565,0.0233164,2.28941e-06,114.47,7277.27441439,1.02375,0.000148587,11.9351,-83.1135826086,7277.27441439,-83.1135826086,356.28800629,-83.1135826086,0.9,500,1.40336,100,0.0760585,0.002,0.599868,318.226447883,1,-75.79,71.1604
-95.0309,0.01,3.50449e-18,112.37,6113.01194869,1.0,0.01,1.0,-81.1271346661,6113.01194869,-81.1271346661,500.0,-81.1271346661,0.9,500,1.0,100,1.0,0.01,,100.0,2,-81.1271,77.7938
-85.0537,0.005,2.1793e-19,98.43,2585.9624084,1.0,0.005,1.0,-69.3164378789,2585.9624084,-69.3164378789,500.0,-69.3164378789,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-75.2218,65.8852
-84.4691,0.00333333,5.43914e-20,110.74,4943.01761344,1.0,0.00333333,1.0,-78.8802263683,4943.01761344,-78.8802263683,500.0,-78.8802263683,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-76.4413,67.291
-81.8445,0.0025,5.4346e-20,100.11,2578.74696903,1.0,0.0025,1.0,-70.2451883519,2578.74696903,-70.2451883519,500.0,-70.2451883519,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.8922,63.5728
-74.5844,0.0104572,1.0539e-05,115.24,7261.0549084,1.05175,,5.4992,-83.6881352913,7261.0549084,-83.6881352913,136.812784133,-83.6881352913,0.9,500,3.65463,100,,0.002,2.9145,137.761078778,1,-62.6967,21.6992
-95.416,0.01,3.50449e-18,113.46,6070.08500591,1.0,0.01,1.0,-81.5112641437,6070.08500591,-81.5112641437,500.0,-81.5112641437,0.9,500,1.0,100,1.0,0.01,,100.0,2,-81.5113,77.5202
-92.7391,0.005,2.1793e-19,116.65,7238.29741972,1.0,0.005,1.0,-84.3025965875,7238.29741972,-84.3025965875,500.0,-84.3025965875,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-82.9069,81.1763
-86.2849,0.00333333,5.43914e-20,98.64,2577.17017476,1.0,0.00333333,1.0,-68.9571041895,2577.17017476,-68.9571041895,500.0,-68.9571041895,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-78.257,72.7102
-83.7595,0.0025,5.4346e-20,102.37,3807.90452568,1.0,0.0025,1.0,-72.457442499,3807.90452568,-72.457442499,500.0,-72.457442499,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.8071,70.0988
-77.3136,0.00813626,5.29121e-06,97.44,2579.48046844,0.989203,3.1437e-16,4.02421,-68.5615667263,2579.48046844,-68.5615667263,214.765804471,-68.5615667263,0.9,500,2.32812,100,1.55488e-13,0.002,1.29439,215.50255052,1,-67.8255,51.3893
-93.6839,0.01,3.50449e-18,110.83,6136.18691003,1.0,0.01,1.0,-79.7792820814,6136.18691003,-79.7792820814,500.0,-79.7792820814,0.9,500,1.0,100,1.0,0.01,,100.0,2,-79.7793,77.9412
-85.8885,0.005,2.1793e-19,102.19,3791.91597684,1.0,0.005,1.0,-72.3336151615,3791.91597684,-72.3336151615,500.0,-72.3336151615,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-76.0564,70.2016
-81.5384,0.00333333,5.43914e-20,97.73,2605.45857544,1.0,0.00333333,1.0,-68.4185587737,2605.45857544,-68.4185587737,500.0,-68.4185587737,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-73.5105,64.4847
-82.9722,0.0025,5.4346e-20,116.42,6043.71768177,1.0,0.0025,1.0,-83.5475788508,6043.71768177,-83.5475788508,500.0,-83.5475788508,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.0198,68.0692
-77.5201,0.0169643,1.4882e-05,121.42,8322.59795245,0.990429,2.11695e-19,8.40096,-88.2354599071,8322.59795245,-88.2354599071,102.367020625,-88.2354599071,0.9,500,4.88439,100,1.04834e-16,0.002,3.64963,106.088158491,1,-63.777,36.9105
-91.3569,0.01,3.50449e-18,108.43,4956.18244204,1.0,0.01,1.0,-77.4522118726,4956.18244204,-77.4522118726,500.0,-77.4522118726,0.9,500,1.0,100,1.0,0.01,,100.0,2,-77.4522,70.0473
-93.907,0.005,2.1793e-19,123.86,9425.72653907,1.0,0.005,1.0,-90.6974274601,9425.72653907,-90.6974274601,500.0,-90.6974274601,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-84.0748,84.6339
-87.6022,0.00333333,5.43914e-20,100.83,2588.09468013,1.0,0.00333333,1.0,-70.573279139,2588.09468013,-70.573279139,500.0,-70.573279139,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-79.5743,75.2984
-84.9128,0.0025,5.4346e-20,103.6,3801.84654645,1.0,0.0025,1.0,-73.1186845565,3801.84654645,-73.1186845565,500.0,-73.1186845565,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-77.9604,72.1191
-81.8965,0.0151579,6.35258e-06,123.15,8263.17298147,1.02276,4.46595e-31,7.7514,-89.4803407119,8263.17298147,-89.4803407119,190.375020686,-89.4803407119,0.9,500,2.62639,100,2.28379e-28,0.002,1.66125,193.425885759,1,-71.8188,68.5906
-88.695,0.01,3.50449e-18,106.19,3751.65509128,1.0,0.01,1.0,-74.7904861799,3751.65509128,-74.7904861799,500.0,-74.7904861799,0.9,500,1.0,100,1.0,0.01,,100.0,2,-74.7905,60.9437
-88.4454,0.005,2.1793e-19,115.52,6046.6166571,1.0,0.005,1.0,-82.4361783884,6046.6166571,-82.4361783884,500.0,-82.4361783884,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-78.6133,69.7478
-83.5325,0.00333333,5.43914e-20,98.77,2606.16409426,1.0,0.00333333,1.0,-69.2872131096,2606.16409426,-69.2872131096,500.0,-69.2872131096,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-75.5046,64.207
-82.0779,0.0025,5.4346e-20,104.85,3800.30434846,1.0,0.0025,1.0,-73.9882486165,3800.30434846,-73.9882486165,500.0,-73.9882486165,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-75.1255,63.5052
-75.5929,0.00908351,7.08731e-06,101.77,3804.39382626,1.0348,3.22132e-08,4.69982,-72.267975715,3804.39382626,-72.267975715,183.898240878,-72.267975715,0.9,500,2.71889,100,1.66672e-05,0.002,1.8973,180.617301024,1,-65.3394,35.3931
-88.2366,0.01,3.50449e-18,105.53,3780.76008299,1.0,0.01,1.0,-74.3319279695,3780.76008299,-74.3319279695,500.0,-74.3319279695,0.9,500,1.0,100,1.0,0.01,,100.0,2,-74.3319,61.1797
-79.6118,0.005,2.1793e-19,94.18,1362.37828754,1.0,0.005,1.0,-65.2274374668,1362.37828754,-65.2274374668,500.0,-65.2274374668,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-69.7797,50.6614
-80.3099,0.00333333,5.43914e-20,108.63,4935.5610961,1.0,0.00333333,1.0,-77.2866058245,4935.5610961,-77.2866058245,500.0,-77.2866058245,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-72.282,57.8991
-83.1918,0.0025,5.4346e-20,121.23,8322.7403033,1.0,0.0025,1.0,-88.1120917775,8322.7403033,-88.1120917775,500.0,-88.1120917775,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-76.2395,67.9786
-81.3527,0.0104294,2.73455e-06,111.85,6112.95199439,1.04042,4.44825e-05,5.42546,-80.245955472,6112.95199439,-80.245955472,305.190622261,-80.245955472,0.9,500,1.63832,100,0.0231401,0.002,0.740012,297.217479779,1,-73.3934,65.6618
-89.7848,0.01,3.50449e-18,106.78,4981.44040556,1.0,0.01,1.0,-75.8801497494,4981.44040556,-75.8801497494,500.0,-75.8801497494,0.9,500,1.0,100,1.0,0.01,,100.0,2,-75.8801,70.2255
-81.7852,0.005,2.1793e-19,98.47,1352.85902964,1.0,0.005,1.0,-68.0259229147,1352.85902964,-68.0259229147,500.0,-68.0259229147,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-71.953,56.1329
-78.0458,0.00333333,5.43914e-20,96.1,1326.08394492,1.0,0.00333333,1.0,-66.1474747978,1326.08394492,-66.1474747978,500.0,-66.1474747978,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-70.0178,50.4549
-81.4794,0.0025,5.4346e-20,121.25,8316.3586284,1.0,0.0025,1.0,-88.0545273635,8316.3586284,-88.0545273635,500.0,-88.0545273635,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.527,63.471
-80.0597,0.0125683,2.0193e-06,109.93,4960.46704019,1.04718,0.000180273,6.58061,-78.3991932443,4960.46704019,-78.3991932443,334.889276575,-78.3991932443,0.9,500,1.49303,100,0.094389,0.002,0.55358,332.487730736,1,-72.4614,60.101
-103.288,0.01,3.50449e-18,122.93,8275.23818315,1.0,0.01,1.0,-89.3836645223,8275.23818315,-89.3836645223,500.0,-89.3836645223,0.9,500,1.0,100,1.0,0.01,,100.0,2,-89.3837,90.5124
-86.8006,0.005,2.1793e-19,92.38,1366.15726112,1.0,0.005,1.0,-64.5533155264,1366.15726112,-64.5533155264,500.0,-64.5533155264,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-76.9685,70.1899
-82.868,0.00333333,5.43914e-20,100.24,2585.40176624,1.0,0.00333333,1.0,-70.5833237807,2585.40176624,-70.5833237807,500.0,-70.5833237807,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.8401,64.3946
-82.1306,0.0025,5.4346e-20,107.01,4967.49420584,1.0,0.0025,1.0,-76.1925978439,4967.49420584,-76.1925978439,500.0,-76.1925978439,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-75.1782,65.8771
-74.6987,0.0171841,1.44649e-05,94.11,1353.9294448,0.764966,1.93024e-18,6.57265,-65.3123644698,1353.9294448,-65.3123644698,135.330215995,-65.3123644698,0.9,500,3.69467,100,7.38283e-16,0.002,2.11612,108.483787928,1,-62.746,31.9237
-90.5148,0.01,3.50449e-18,107.75,4961.11629821,1.0,0.01,1.0,-76.6109689917,4961.11629821,-76.6109689917,500.0,-76.6109689917,0.9,500,1.0,100,1.0,0.01,,100.0,2,-76.611,70.0821
-86.835,0.005,2.1793e-19,108.7,4948.76479485,1.0,0.005,1.0,-77.3951222889,4948.76479485,-77.3951222889,500.0,-77.3951222889,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.003,70.0396
-87.0088,0.00333333,5.43914e-20,114.37,7287.95118804,1.0,0.00333333,1.0,-82.9368282491,7287.95118804,-82.9368282491,500.0,-82.9368282491,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-78.981,75.3871
-86.02,0.0025,5.4346e-20,110.31,6154.64096567,1.0,0.0025,1.0,-79.3275335599,6154.64096567,-79.3275335599,500.0,-79.3275335599,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-79.0676,76.0638
-82.3336,0.00835113,2.15037e-06,106.81,4964.85763031,1.04898,1.54724e-06,4.38009,-76.2227036497,4964.85763031,-76.2227036497,313.291874841,-76.2227036497,0.9,500,1.59596,100,0.000811513,0.002,0.591546,325.411192719,1,-74.4779,72.8599
-91.1753,0.01,3.50449e-18,108.76,4955.24266287,1.0,0.01,1.0,-77.2708033109,4955.24266287,-77.2708033109,500.0,-77.2708033109,0.9,500,1.0,100,1.0,0.01,,100.0,2,-77.2708,70.0406
-86.1293,0.005,2.1793e-19,105.95,5004.8481919,1.0,0.005,1.0,-75.3235471317,5004.8481919,-75.3235471317,500.0,-75.3235471317,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-76.2972,70.2225
-81.1637,0.00333333,5.43914e-20,96.7,1353.7070552,1.0,0.00333333,1.0,-66.8131712329,1353.7070552,-66.8131712329,500.0,-66.8131712329,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-73.1358,61.2713
-78.5136,0.0025,5.4346e-20,95.99,1376.2910629,1.0,0.0025,1.0,-66.8373378053,1376.2910629,-66.8373378053,500.0,-66.8373378053,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-71.5612,56.2468
-76.64,0.00512496,3.43337e-06,102.84,3796.02661008,0.976916,1.6929e-13,2.50333,-72.7965152948,3796.02661008,-72.7965152948,274.25363497,-72.7965152948,0.9,500,1.82313,100,8.26912e-11,0.002,0.819172,269.305675359,1,-68.2437,56.582
-90.6348,0.01,3.50449e-18,107.73,4977.7753198,1.0,0.01,1.0,-76.7304964331,4977.7753198,-76.7304964331,500.0,-76.7304964331,0.9,500,1.0,100,1.0,0.01,,100.0,2,-76.7305,70.1997
-86.9891,0.005,2.1793e-19,108.9,4981.53417462,1.0,0.005,1.0,-77.5834918153,4981.53417462,-77.5834918153,500.0,-77.5834918153,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-77.157,70.2142
-82.9977,0.00333333,5.43914e-20,101.69,2589.53523722,1.0,0.00333333,1.0,-70.5954281256,2589.53523722,-70.5954281256,500.0,-70.5954281256,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-74.9698,64.4268
-81.5581,0.0025,5.4346e-20,103.67,3796.12919866,1.0,0.0025,1.0,-73.5134133944,3796.12919866,-73.5134133944,500.0,-73.5134133944,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-74.6057,63.6635
-77.4257,0.0345719,5.72112e-06,95.41,1365.26065933,1.04749,8.87661e-05,18.1068,-65.9821414353,1365.26065933,-65.9821414353,308.214768531,-65.9821414353,0.9,500,1.62225,100,0.0464907,0.002,1.56935,205.980136552,1,-69.5055,55.7036
-94.5935,0.01,3.50449e-18,111.75,6130.40726906,1.0,0.01,1.0,-80.6887839368,6130.40726906,-80.6887839368,500.0,-80.6887839368,0.9,500,1.0,100,1.0,0.01,,100.0,2,-80.6888,77.9044
-89.8753,0.005,2.1793e-19,110.22,6151.60394158,1.0,0.005,1.0,-79.3976170537,6151.60394158,-79.3976170537,500.0,-79.3976170537,0.9,500,1.0,100,1.0,0.005,,200.000000102,2,-80.0432,77.9744
-88.9906,0.00333333,5.43914e-20,114.08,7295.00873721,1.0,0.00333333,1.0,-82.8015819797,7295.00873721,-82.8015819797,500.0,-82.8015819797,0.9,500,1.0,100,1.0,0.00333333,,299.999969474,2,-80.9627,80.389
-88.3081,0.0025,5.4346e-20,113.69,7308.70048503,1.0,0.0025,1.0,-82.5349300367,7308.70048503,-82.5349300367,500.0,-82.5349300367,0.9,500,1.0,100,1.0,0.0025,,400.0,2,-81.3557,81.5853
-77.5551,0.0174186,8.62701e-06,103.01,2558.75460431,0.961292,2.13535e-16,8.37216,-71.7538531084,2558.75460431,-71.7538531084,156.872824408,-71.7538531084,0.9,500,3.1873,100,1.02635e-13,0.002,1.99302,158.60730659,1,-66.4534,46.7158
