Bound,IterType,VarRet,MinVanillaIw,AvgDiscRet,VanillaAvgRet,ESSClassic,AvgEpLen,VarJ,J,ESSRenyi,VarDiscRet,BatchSize,VarVanillaIw,AvgRet,MaxNormIw,AvgVanillaIw,VarNormIw,MinNormIw,MaxVanillaIw,AvgNormIw,EpsThisIter,eRenyi2
-104.22977,1,1378.741588769095,0.23903549,-70.31841296032071,-70.31841296032071,94.3481778317466,101.51,22.645483,-68.06248,94.22142609315271,1378.741588769095,100,0.061811935,-70.31841296032071,0.0134014925,1.0107101,6.0508874e-06,0.0023650252,1.3545024,0.010000002,100,1.0613297
-114.09315,1,4898.421116428308,0.85985154,-79.70776652395725,-79.70776652395725,97.72355201679626,111.07,62.94632,-78.45973,97.06718209909114,4898.421116428308,100,0.023632973,-79.70776652395725,0.01709621,1.0021806,2.353024e-06,0.008579806,1.7133491,0.009999999,100,1.0302143
-104.71775,1,1380.8946576671585,0.33553788,-70.0105585244298,-70.0105585244298,97.1888284352401,100.26,30.340374,-69.1868,97.63024074212227,1380.8946576671585,100,0.02928468,-70.0105585244298,0.012006328,1.0011593,2.92169e-06,0.0033514935,1.2020247,0.010000002,100,1.0242728
-105.84214,1,2591.5224554895703,0.30685645,-72.4500312499702,-72.4500312499702,91.53739124660228,102.79,35.083256,-69.04227,90.98164772437639,2591.5224554895703,100,0.09807741,-72.4500312499702,0.017945534,1.0248225,9.338384e-06,0.00299424,1.8390987,0.01,100,1.0991228
-114.21774,1,6069.6623424757645,0.02098419,-82.75070562422276,-82.75070562422276,78.31766312865652,114.28,61.206787,-75.322365,81.47149306571285,6069.6623424757645,100,0.25502476,-82.75070562422276,0.01822812,0.9549607,2.7964768e-05,0.00021973878,1.7407138,0.01,100,1.2274232
-120.49342,1,7165.611355193053,0.20051081,-86.97134073391557,-86.97134073391557,94.02173608506378,119.6,77.70178,-83.770424,91.39513141564916,7165.611355193053,100,0.066295266,-86.97134073391557,0.015255821,1.0159804,6.422615e-06,0.0019735699,1.5499614,0.01,100,1.0941502
-119.04569,1,7222.003529751132,0.6845088,-85.11635167896748,-85.11635167896748,80.86438648666785,116.8,77.15983,-82.56062,92.59159755729546,7222.003529751132,100,0.2541207,-85.11635167896748,0.052231804,1.0310868,2.3902849e-05,0.006638712,5.3855524,0.01,100,1.0800116
-108.89237,1,3760.752721130718,0.0072496496,-77.15175486370921,-77.15175486370921,78.6245341145238,109.03,27.852081,-70.146706,82.10169811353994,3760.752721130718,100,0.24703802,-77.15175486370921,0.018236637,0.9484638,2.7461372e-05,7.64357e-05,1.729679,0.01,100,1.2180016
-108.560425,1,3788.9916953488982,0.40398765,-74.89516285181045,-74.89516285181045,90.45547877614165,105.62,50.22977,-72.32843,93.8890052281014,3788.9916953488982,100,0.111728214,-74.89516285181045,0.022661325,1.0238574,1.0658203e-05,0.0039457413,2.3201964,0.01,100,1.0650874
-125.65764,1,9395.394020456188,0.7887752,-92.1498318515718,-92.1498318515718,95.98749148851437,124.94,88.84926,-89.422325,93.87122825986123,9395.394020456188,100,0.042798273,-92.1498318515718,0.0183784,1.0067699,4.2224633e-06,0.007834712,1.8502818,0.010000002,100,1.0652891
-128.01033,1,10449.157546898894,0.34573606,-96.27275655925274,-96.27275655925274,89.33823112888885,130.36,88.75117,-90.48991,87.55227915839009,10449.157546898894,100,0.11892719,-96.27275655925274,0.0222591,0.99325866,1.2054699e-05,0.003480826,2.2109044,0.01,100,1.1421747
-122.39522,1,9426.330468155185,0.01698129,-90.89099519476295,-90.89099519476295,79.25862367912669,123.49,89.49294,-84.22389,84.59055010124315,9426.330468155185,100,0.22954534,-90.89099519476295,0.01950058,0.9318717,2.6433592e-05,0.00018222777,1.8172039,0.01,100,1.1821651
-125.82737,1,9429.687254488166,0.7262356,-91.52408614739775,-91.52408614739775,95.7508746620796,124.47,92.411934,-89.88311,95.39800533908075,9429.687254488166,100,0.04260648,-91.52408614739775,0.02409766,0.9749376,4.482518e-06,0.007449047,2.3493714,0.01,100,1.04824
-112.075134,1,4967.420336272581,0.5662969,-77.77064307466149,-77.77064307466149,97.53468159371339,108.9,62.084843,-76.28492,96.22215474975278,4967.420336272581,100,0.024060726,-77.77064307466149,0.014250397,0.9707704,2.5531465e-06,0.005833479,1.3833864,0.010000002,100,1.0392617
-125.107925,1,9355.339647777668,0.44889298,-92.62719605609774,-92.62719605609774,84.45111788840227,125.42,85.3427,-88.00047,89.51223741432102,9355.339647777668,100,0.18688822,-92.62719605609774,0.047402762,1.0024474,1.8597682e-05,0.004477971,4.7518773,0.009999999,100,1.1171657
-120.155846,1,7099.945868214712,0.50650996,-88.19141662731766,-88.19141662731766,79.8452840780746,121.61,67.06095,-82.28844,85.95511414817206,7099.945868214712,100,0.2632605,-88.19141662731766,0.041845996,1.016124,2.5497187e-05,0.0049847257,4.2520723,0.01,100,1.1633979
-124.08445,1,9396.378310948154,0.2712694,-92.27122251227497,-92.27122251227497,86.88023063107993,125.51,81.76179,-86.41284,86.84895826592967,9396.378310948154,100,0.17942777,-92.27122251227497,0.03444698,1.0845753,1.5253526e-05,0.002501158,3.7360344,0.01,100,1.1514243
-113.120834,1,6137.177097598773,0.77104086,-80.69734108522535,-80.69734108522535,49.7582965618165,111.61,67.001305,-75.29005,86.12125379679115,6137.177097598773,100,1.2459399,-80.69734108522535,0.104529954,1.1052656,0.00010199142,0.006976068,11.553337,0.009999999,100,1.1611536
-76.336395,1,203.12244736783006,0.06333725,-66.54922147363425,-66.54922147363425,84.56386936507761,96.28,11.297874,-64.20772,82.04846514078146,203.12244736783006,100,0.20094496,-66.54922147363425,0.016681593,1.0439491,1.8438193e-05,0.0006067082,1.7414734,0.009999999,100,1.2187918
-132.80966,,203.12244736783006,0.5742264,-99.77464850977063,-66.54922147363425,39.38555507452572,96.28,84.84528,-83.61752,101.86700749405348,11412.363523197486,200,3.2394187,-66.54922147363425,0.10937278,1.443549,0.00015545478,0.0039778794,15.788497,0.01,100,1.9633442
-100.661125,1,7193.989574769782,0.47503263,-86.27358009636401,-86.27358009636401,189.54815138901722,118.87,54.262516,-75.28998,191.47895932748006,7193.989574769782,200,0.055503912,-86.27358009636401,0.01260196,1.0007764,1.3854459e-06,0.0023733205,2.5223489,0.005,100,1.0445012
-113.44547,2,4943.713135870909,1.0,-78.3388245497644,-78.3388245497644,100.0,109.0,69.9591,-78.33882,200.0,4943.713135870909,200,,-78.3388245497644,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-105.13008,1,7204.688553190666,0.69956875,-84.69398419752717,-84.69398419752717,167.935198338863,116.89,70.403366,-79.21444,183.51411050782778,7204.688553190666,200,0.20588559,-84.69398419752717,0.02040787,1.0358127,4.797374e-06,0.0033769077,4.227746,0.005,100,1.0898345
-109.98542,2,3800.2463288209256,1.0,-74.8784558556974,-74.8784558556974,100.0,105.48,61.33713,-74.87845,200.0,3800.2463288209256,200,,-74.8784558556974,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-95.776474,1,2589.1287049569282,0.011824417,-72.67616806775331,-72.67616806775331,162.13685605232797,102.83,33.586895,-68.61184,167.0261377557141,2589.1287049569282,200,0.21344382,-72.67616806775331,0.008748333,0.9536431,5.867482e-06,6.199603e-05,1.6685575,0.005,100,1.1974174
-104.30712,2,2586.807052676132,1.0,-69.19986005619168,-69.19986005619168,100.0,97.86,50.605717,-69.19986,200.0,2586.807052676132,200,,-69.19986005619168,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-99.58707,1,6108.891499687653,0.86765677,-81.69369933247566,-81.69369933247566,195.70208060752148,112.71,60.20549,-74.32231,193.09176131325106,6108.891499687653,200,0.0214213,-81.69369933247566,0.010835247,0.9851524,5.517966e-07,0.0044036675,2.134874,0.005,100,1.035777
-108.76505,2,2567.5845518394785,1.0,-73.65850894242526,-73.65850894242526,100.0,104.62,50.417343,-73.65851,200.0,2567.5845518394785,200,,-73.65850894242526,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-93.95781,1,126.9551167238642,0.8179617,-64.85367004409433,-64.85367004409433,198.11887055130413,94.13,35.506985,-69.02609,198.2767622910037,126.9551167238642,200,0.009730548,-64.85367004409433,0.0071559814,1.0098047,2.3856265e-07,0.0040500984,1.4452288,0.005,100,1.0086911
-116.837555,2,6101.848389403662,1.0,-81.7303964869678,-81.7303964869678,100.0,113.06,77.72277,-81.7304,200.0,6101.848389403662,200,,-81.7303964869678,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-110.18721,1,8224.888006751537,0.28446412,-90.85452411040664,-90.85452411040664,189.79841215605023,124.02,80.91801,-84.54402,187.43796371501574,8224.888006751537,200,0.049999457,-90.85452411040664,0.009378367,0.96207094,1.3504894e-06,0.0014783947,1.8045309,0.005,100,1.0670197
-106.16317,2,2626.8356867300668,1.0,-71.05603749424219,-71.05603749424219,100.0,100.74,50.995754,-71.05603,200.0,2626.8356867300668,200,,-71.05603749424219,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-99.062614,1,4940.469839355588,0.87296754,-78.1819569888711,-78.1819569888711,196.74167051634495,108.91,56.777153,-73.95329,195.4883860862813,4940.469839355588,200,0.0164972,-78.1819569888711,0.007982848,0.9955566,4.1611983e-07,0.0043843193,1.5894754,0.005,100,1.0230787
-117.77237,2,6080.668498531128,1.0,-82.66509069144726,-82.66509069144726,100.0,114.28,77.58777,-82.665085,200.0,6080.668498531128,200,,-82.66509069144726,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-104.08291,1,7303.087767275728,0.074202076,-82.97926187708974,-82.97926187708974,153.10678175909388,114.13,65.131874,-76.18521,158.36488964298272,7303.087767275728,200,0.2968225,-82.97926187708974,0.011979964,0.98197883,7.695424e-06,0.00037781912,2.3528142,0.005,100,1.2629062
-104.2399,2,1375.1101584327025,1.0,-69.13259546607733,-69.13259546607733,100.0,99.17,36.896595,-69.13259,200.0,1375.1101584327025,200,,-69.13259546607733,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-93.84767,1,3769.733832225995,0.027318317,-72.91226044535637,-72.91226044535637,178.52881240317706,103.33,36.643112,-67.5869,178.72541878010634,3769.733832225995,200,0.12608832,-72.91226044535637,0.0074586486,1.0213515,3.0217911e-06,0.00013373612,1.5235803,0.005,100,1.119035
-109.78862,2,3821.4564236558745,1.0,-74.68131886065007,-74.68131886065007,100.0,104.96,61.50806,-74.68131,200.0,3821.4564236558745,200,,-74.68131886065007,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-96.52985,1,5014.930654768022,0.013907902,-74.89835331693291,-74.89835331693291,160.72358455478192,104.79,45.340603,-69.01932,162.85341682492827,5014.930654768022,200,0.23918271,-74.89835331693291,0.009562987,0.9868483,6.1400083e-06,7.046626e-05,1.8874435,0.005,100,1.2280983
-103.32962,2,1367.1269145088866,1.0,-68.222242397964,-68.222242397964,100.0,98.18,36.78934,-68.22224,200.0,1367.1269145088866,200,,-68.222242397964,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-96.420135,1,4985.447793957016,0.092413,-76.47707817554473,-76.47707817554473,193.16274725864346,106.69,51.441433,-71.02069,191.05067178891935,4985.447793957016,200,0.036836237,-76.47707817554473,0.0064612324,1.0175837,8.893544e-07,0.00045408055,1.3149691,0.005,100,1.0468427
-106.460266,2,2570.9334073537652,1.0,-71.35330100536346,-71.35330100536346,100.0,101.82,50.450214,-71.35331,200.0,2570.9334073537652,200,,-71.35330100536346,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-100.76561,1,6096.349759212683,0.8167711,-81.55599382951856,-81.55599382951856,196.69791132363284,113.4,60.971313,-75.57194,194.1836400103659,6096.349759212683,200,0.016328182,-81.55599382951856,0.008520086,0.98375356,4.2179866e-07,0.004151299,1.6763331,0.005,100,1.0299529
-72.25711,2,139.06258438635683,1.0,-63.37974935084581,-63.37974935084581,100.0,91.61,11.73337,-63.37975,200.0,139.06258438635683,200,,-63.37974935084581,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-91.26749,1,2576.2159220004532,0.64333624,-70.09255382075906,-70.09255382075906,195.26552682120737,99.91,33.13704,-66.13686,195.1584302656968,2576.2159220004532,200,0.024321528,-70.09255382075906,0.0076095224,0.99904084,6.092063e-07,0.0032197696,1.5204448,0.005,100,1.0248084
-115.67879,2,6111.924101749125,1.0,-80.5712332496047,-80.5712332496047,100.0,111.66,77.78692,-80.57123,200.0,6111.924101749125,200,,-80.5712332496047,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-97.0985,1,2615.6968415893693,0.12776625,-68.41224082380533,-68.41224082380533,175.82342909701225,97.37,55.699825,-70.8104,178.3539346112738,2615.6968415893693,200,0.13236839,-68.41224082380533,0.015525523,0.97868925,3.454893e-06,0.00065274164,3.0389326,0.005,100,1.1213658
-110.841385,2,5001.44373368915,1.0,-75.73411103829741,-75.73411103829741,100.0,105.86,70.366394,-75.73411,200.0,5001.44373368915,200,,-75.73411103829741,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-100.79323,1,7300.024736471046,0.0066508856,-82.85780833140015,-82.85780833140015,141.35668159907578,114.14,54.94748,-71.38087,142.47683666600173,7300.024736471046,200,0.4040557,-82.85780833140015,0.011170875,0.9844214,1.0423636e-05,3.3780685e-05,2.1993697,0.005,100,1.403737
-100.70589,2,1358.4940390651866,1.0,-65.59895599141717,-65.59895599141717,100.0,94.2,36.673004,-65.59896,200.0,1358.4940390651866,200,,-65.59895599141717,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-92.86105,1,3773.4723538494713,0.20450872,-73.80934963196516,-73.80934963196516,178.03512179174885,104.33,35.11504,-66.810585,181.6230419373106,3773.4723538494713,200,0.124135,-73.80934963196516,0.008853691,1.0005689,3.0998476e-06,0.0010219623,1.7717454,0.005,100,1.1011819
-112.67873,2,4950.693993809464,1.0,-77.57147032946348,-77.57147032946348,100.0,108.26,70.00848,-77.571465,200.0,4950.693993809464,200,,-77.57147032946348,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-99.39013,1,6203.447247264153,0.03471008,-78.28787935525179,-78.28787935525179,164.4651774083894,107.86,57.08803,-71.70529,160.81040422347843,6203.447247264153,200,0.23723617,-78.28787935525179,0.0150895845,1.0452299,5.4287166e-06,0.0001660404,3.154417,0.005,100,1.2437006
-108.52712,2,3777.417260854341,1.0,-73.41943474873901,-73.41943474873901,100.0,103.8,61.152622,-73.41943,200.0,3777.417260854341,200,,-73.41943474873901,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-104.466324,1,10499.080616197427,0.00011949909,-94.7937219195068,-94.7937219195068,138.34342203202294,127.78,63.334145,-74.40269,136.37079373006424,10499.080616197427,200,0.45702988,-94.7937219195068,0.013202818,1.0101206,1.119794e-05,5.9150904e-07,2.6672878,0.005,100,1.4665897
-113.32926,2,4925.745023659039,1.0,-78.22199176326394,-78.22199176326394,100.0,109.94,69.83185,-78.221985,200.0,4925.745023659039,200,,-78.22199176326394,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-103.80606,1,6121.241208260872,0.69967717,-80.5909293973446,-80.5909293973446,194.34697122652662,112.1,70.62452,-78.59128,193.86104951002096,6121.241208260872,200,0.028412908,-80.5909293973446,0.007878053,0.9858631,7.3084016e-07,0.0035485514,1.5533364,0.005,100,1.0316668
-114.331116,2,6130.257384548414,1.0,-79.22362957656384,-79.22362957656384,100.0,110.2,77.903496,-79.223625,200.0,6130.257384548414,200,,-79.22362957656384,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-101.02968,1,5010.3013657119245,0.4607529,-75.31116337910295,-75.31116337910295,185.72125993889023,105.17,67.31662,-75.31346,186.37480727613342,5010.3013657119245,200,0.078515045,-75.31116337910295,0.011439948,1.0080295,1.9317301e-06,0.002285414,2.306361,0.0049999994,100,1.0731064
-115.014114,2,6144.433551190406,1.0,-79.90656410321593,-79.90656410321593,100.0,111.08,77.99352,-79.90656,200.0,6144.433551190406,200,,-79.90656410321593,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-97.88983,1,1358.6604019885494,0.8553868,-66.88000542864204,-66.88000542864204,196.4208310654499,96.22,58.626587,-72.77045,195.33636787545765,1358.6604019885494,200,0.018439487,-66.88000542864204,0.008228151,1.0034364,4.5783509e-07,0.0042622867,1.6512854,0.005,100,1.0238749
-101.8479,2,1357.7243365781396,1.0,-66.74060763329267,-66.74060763329267,100.0,95.72,36.66261,-66.7406,200.0,1357.7243365781396,200,,-66.74060763329267,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-95.25833,1,4993.543876302134,0.5125479,-75.79898930922151,-75.79898930922151,189.31971692407038,105.72,47.106697,-69.76989,189.71784794859263,4993.543876302134,200,0.057639886,-75.79898930922151,0.008533377,1.008277,1.4174356e-06,0.0025417018,1.7208016,0.005,100,1.0541971
-115.88936,2,6129.0373099577355,1.0,-80.78170298323035,-80.78170298323035,100.0,112.03,77.895744,-80.78171,200.0,6129.0373099577355,200,,-80.78170298323035,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-100.26092,1,3801.159902854238,0.5907249,-71.92071130394936,-71.92071130394936,189.14221822451967,101.26,63.8864,-74.679276,188.34173284512025,3801.159902854238,200,0.058941904,-71.92071130394936,0.011645454,1.0107583,1.4423462e-06,0.0029221866,2.354148,0.005,100,1.0618995
-69.47479,2,111.44852757616654,1.0,-62.249647840857506,-62.249647840857506,100.0,90.21,10.504001,-62.24965,200.0,111.44852757616654,200,,-62.249647840857506,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-93.292786,1,3772.1523297219114,0.867286,-75.4860213109851,-75.4860213109851,194.7909421892636,106.58,39.768673,-68.16873,195.24391617688542,3772.1523297219114,200,0.02767781,-75.4860213109851,0.01115325,1.014808,6.718989e-07,0.004273153,2.2636817,0.005000001,100,1.0243597
-70.070755,2,83.80949177349713,1.0,-62.782057609409094,-62.782057609409094,100.0,91.23,9.108864,-62.78206,200.0,83.80949177349713,200,,-62.782057609409094,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-89.62464,1,2615.6510891875246,0.06960576,-68.94852741718292,-68.94852741718292,188.04749045540672,97.86,21.084152,-63.89881,186.23728924941688,2615.6510891875246,200,0.06527163,-68.94852741718292,0.0065952204,1.0108304,1.5970109e-06,0.0003442999,1.3333299,0.005,100,1.0738988
-108.732285,2,3793.206085634859,1.0,-73.62473569989204,-73.62473569989204,100.0,103.47,61.280293,-73.62473,200.0,3793.206085634859,200,,-73.62473569989204,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-97.363434,1,3807.5378718535053,0.08722452,-72.84147319048643,-72.84147319048643,186.85314608014923,102.89,54.05798,-71.7935,188.51314962573704,3807.5378718535053,200,0.07002635,-72.84147319048643,0.006908198,0.99513334,1.7678237e-06,0.00043825543,1.3749156,0.005,100,1.060934
-119.26605,2,7262.859510649868,1.0,-84.1583773830533,-84.1583773830533,100.0,115.59,84.795235,-84.15838,200.0,7262.859510649868,200,,-84.1583773830533,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-101.46413,1,4945.097332128186,0.3915078,-77.11546195968985,-77.11546195968985,108.54852832756124,107.51,55.714825,-72.92497,151.32891177539713,4945.097332128186,200,1.0446078,-77.11546195968985,0.049150318,1.1107205,2.1168187e-05,0.0017624047,10.918453,0.005,100,1.3216245
-120.53133,2,7197.9330313745895,1.0,-85.42381141766906,-85.42381141766906,100.0,118.15,84.41537,-85.42381,200.0,7197.9330313745895,200,,-85.42381141766906,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-98.2009,1,98.55803779078835,0.017513778,-63.12478345796466,-63.12478345796466,180.55190729073476,92.48,51.068707,-72.07264,180.54241228546405,98.55803779078835,200,0.10759445,-63.12478345796466,0.0070877993,0.9969397,2.706401e-06,8.78377e-05,1.4132217,0.005,100,1.107773
-103.59123,2,2614.150092255272,1.0,-68.48452888429165,-68.48452888429165,100.0,97.6,50.872475,-68.48453,200.0,2614.150092255272,200,,-68.48452888429165,0.01,1.0,3.5044917e-18,0.01,1.0,0.009999998,100,1.0
-92.88208,1,3812.8369917396994,0.080964565,-72.2551757080853,-72.2551757080853,170.79757339156714,101.72,34.18999,-65.57607,165.29648153672812,3812.8369917396994,200,0.18816878,-72.2551757080853,0.008502759,1.0464457,4.2958995e-06,0.00038685504,1.7795353,0.005,100,1.2099471
