VanillaAvgRet,MaxVanillaIw,BatchSize,J,MinNormIw,eRenyi2,MinVanillaIw,VarDiscRet,AvgNormIw,VarRet,AvgVanillaIw,ESSRenyi,VarVanillaIw,EpsThisIter,MaxNormIw,VarNormIw,IterType,Bound,VarJ,AvgDiscRet,AvgEpLen,AvgRet,Delta,ESSClassic
-351.459097439,1.0,200,-351.459,0.01,1.0,1.0,757.079156706,0.01,757.079156706,1.0,200.0,,100,0.01,3.50449e-18,2,-402.942,27.3771,-351.459097439,500.0,-351.459097439,0.4,100.0
-353.92701809,1.26775,200,-352.093,0.00252132,1.01538,0.493478,833.838048229,0.005,833.838048229,0.978608,196.970587458,0.0170169,100,0.00647733,4.44225e-07,1,-392.064,28.32,-353.92701809,500.0,-353.92701809,0.4,196.525339006
-358.705110026,1.0,200,-358.705,0.01,1.0,1.0,1172.9503804,0.01,1172.9503804,1.0,200.0,,100,0.01,3.50449e-18,2,-418.909,34.0767,-358.705110026,500.0,-358.705110026,0.4,100.0
-350.405960526,12.0678,200,-349.287,0.00127873,1.19547,0.256838,935.654608326,0.005,935.654608326,1.00427,167.2976203,0.718852,100,0.0600827,1.78189e-05,1,-395.833,59.5966,-350.405960526,500.0,-350.405960526,0.4,117.014429257
-354.345470986,1.0,200,-354.345,0.01,1.0,1.0,952.768355473,0.01,952.768355473,1.0,200.0,,100,0.01,3.50449e-18,2,-408.176,30.7122,-354.345470986,500.0,-354.345470986,0.4,100.0
-352.106304839,1.6563,200,-350.115,0.00165098,1.09132,0.337956,1046.99290416,0.005,1046.99290416,1.0235,183.264017163,0.10479,100,0.00809132,2.50082e-06,1,-389.879,32.6079,-352.106304839,500.0,-352.106304839,0.4,181.895401078
-347.405490393,1.0,200,-347.405,0.01,1.0,1.0,993.077334084,0.01,993.077334084,1.0,200.0,,100,0.01,3.50449e-18,2,-401.002,31.3552,-347.405490393,500.0,-347.405490393,0.4,100.0
-349.867717537,2.3444,200,-345.989,0.00158935,1.06212,0.322738,1160.03204741,0.005,1160.03204741,1.01531,188.303428937,0.0719375,100,0.0115452,1.74461e-06,1,-389.125,30.9558,-349.867717537,500.0,-349.867717537,0.4,187.014526101
-345.79920582,1.0,200,-345.799,0.01,1.0,1.0,949.189976299,0.01,949.189976299,1.0,200.0,,100,0.01,3.50449e-18,2,-404.274,30.6545,-345.79920582,500.0,-345.79920582,0.4,100.0
-354.841117879,1.57798,200,-348.743,0.00175954,1.03849,0.347319,808.758094381,0.005,808.758094381,0.986959,192.586751024,0.0424105,100,0.00799412,1.08847e-06,1,-390.879,29.474,-354.841117879,500.0,-354.841117879,0.4,191.695563938
-348.087534955,1.0,200,-348.088,0.01,1.0,1.0,844.129543593,0.01,844.129543593,1.0,200.0,,100,0.01,3.50449e-18,2,-402.214,28.9083,-348.087534955,500.0,-348.087534955,0.4,100.0
-355.265262383,1.53916,200,-350.513,0.00235043,1.02896,0.46038,1272.23845843,0.005,1272.23845843,0.979352,194.370386847,0.0287593,100,0.00785808,7.4962e-07,1,-392.492,32.7553,-355.265262383,500.0,-355.265262383,0.4,194.205940877
-351.351392075,1.0,200,-351.351,0.01,1.0,1.0,1030.52892237,0.01,1030.52892237,1.0,200.0,,100,0.01,3.50449e-18,2,-407.524,31.9409,-351.351392075,500.0,-351.351392075,0.4,100.0
-345.846003398,1.59908,200,-345.382,0.00150837,1.07502,0.303544,1124.62972357,0.005,1124.62972357,1.0062,186.043615061,0.0682656,100,0.00794618,1.68569e-06,1,-389.242,31.5373,-345.846003398,500.0,-345.846003398,0.4,187.425589432
-345.824391468,1.0,200,-345.824,0.01,1.0,1.0,1013.15344797,0.01,1013.15344797,1.0,200.0,,100,0.01,3.50449e-18,2,-399.612,31.6705,-345.824391468,500.0,-345.824391468,0.4,100.0
-348.632933401,1.86174,200,-344.169,0.00203054,1.08313,0.399852,874.215845203,0.005,874.215845203,0.984594,184.649716502,0.0841933,100,0.00945434,2.17122e-06,1,-384.817,29.9621,-348.632933401,500.0,-348.632933401,0.4,184.091781619
-343.927312719,1.0,200,-343.927,0.01,1.0,1.0,1060.45330287,0.01,1060.45330287,1.0,200.0,,100,0.01,3.50449e-18,2,-397.539,32.4014,-343.927312719,500.0,-343.927312719,0.4,100.0
-346.17256117,3.80538,200,-340.034,0.000835915,1.13338,0.167974,1038.73826539,0.005,1038.73826539,1.00473,176.463480513,0.212221,100,0.0189373,5.25568e-06,1,-382.175,38.2645,-346.17256117,500.0,-346.17256117,0.4,165.401841605
-341.898940873,1.0,200,-341.899,0.01,1.0,1.0,834.87410416,0.01,834.87410416,1.0,200.0,,100,0.01,3.50449e-18,2,-393.461,28.7494,-341.898940873,500.0,-341.898940873,0.4,100.0
-344.224825959,1.7041,200,-339.965,0.000699352,1.09098,0.139263,714.325639178,0.005,714.325639178,0.995657,183.322149701,0.106464,100,0.00855768,2.68486e-06,1,-378.048,28.8985,-344.224825959,500.0,-344.224825959,0.4,180.691814228
-342.312671043,1.0,200,-342.313,0.01,1.0,1.0,1013.50762225,0.01,1013.50762225,1.0,200.0,,100,0.01,3.50449e-18,2,-395.054,31.6761,-342.312671043,500.0,-342.312671043,0.4,100.0
-342.539119836,1.58732,200,-339.696,0.00112548,1.07527,0.219277,669.75441925,0.005,669.75441925,0.974147,185.998960761,0.0961626,100,0.00814725,2.53336e-06,1,-378.945,29.6546,-342.539119836,500.0,-342.539119836,0.4,181.681494655
-341.401733173,1.0,200,-341.402,0.01,1.0,1.0,1123.87839399,0.01,1123.87839399,1.0,200.0,,100,0.01,3.50449e-18,2,-400.983,33.3563,-341.401733173,500.0,-341.401733173,0.4,100.0
-337.006368842,3.06373,200,-336.975,0.00207008,1.05625,0.415076,1009.21917461,0.005,1009.21917461,1.00256,189.348582449,0.0791636,100,0.0152795,1.96899e-06,1,-380.274,31.8793,-337.006368842,500.0,-337.006368842,0.4,185.465858947
-342.658442692,1.0,200,-342.658,0.01,1.0,1.0,1083.07406734,0.01,1083.07406734,1.0,200.0,,100,0.01,3.50449e-18,2,-398.018,32.7451,-342.658442692,500.0,-342.658442692,0.4,100.0
-342.559651858,1.5747,200,-341.385,0.00289531,1.0301,0.582482,1045.95136315,0.005,1045.95136315,1.00591,194.15608921,0.0329338,100,0.00782725,8.13703e-07,1,-383.135,31.6215,-342.559651858,500.0,-342.559651858,0.4,193.726113755
-347.063484607,1.0,200,-347.064,0.01,1.0,1.0,984.530618337,0.01,984.530618337,1.0,200.0,,100,0.01,3.50449e-18,2,-399.703,31.2199,-347.063484607,500.0,-347.063484607,0.4,100.0
-339.885925979,2.19295,200,-339.723,0.000854936,1.10537,0.173715,600.23773679,0.005,600.23773679,1.01595,180.935019853,0.128916,100,0.0107926,3.12249e-06,1,-378.857,29.8219,-339.885925979,500.0,-339.885925979,0.4,177.892397401
-343.174958814,1.0,200,-343.175,0.01,1.0,1.0,683.710029525,0.01,683.710029525,1.0,200.0,,100,0.01,3.50449e-18,2,-394.149,26.0168,-343.174958814,500.0,-343.174958814,0.4,100.0
-343.536347013,2.22155,200,-340.819,0.00145358,1.07606,0.299272,931.544398423,0.005,931.544398423,1.02943,185.862676093,0.0970059,100,0.0107902,2.28846e-06,1,-378.55,29.5733,-343.536347013,500.0,-343.536347013,0.4,183.304512227
-338.849964011,1.0,200,-338.85,0.01,1.0,1.0,653.186769614,0.01,653.186769614,1.0,200.0,,100,0.01,3.50449e-18,2,-388.553,25.4294,-338.849964011,500.0,-338.849964011,0.4,100.0
-338.056244021,1.57111,200,-336.865,0.00201597,1.04199,0.403038,926.705022556,0.005,926.705022556,0.999614,191.940479883,0.0447009,100,0.00785859,1.11839e-06,1,-375.371,28.6698,-338.056244021,500.0,-338.056244021,0.4,191.476988213
-338.314423681,1.0,200,-338.314,0.01,1.0,1.0,733.510499932,0.01,733.510499932,1.0,200.0,,100,0.01,3.50449e-18,2,-392.162,26.9476,-338.314423681,500.0,-338.314423681,0.4,100.0
-343.206408014,1.73317,200,-338.49,0.00271059,1.05459,0.545926,1073.38879623,0.005,1073.38879623,1.00702,189.647549704,0.0469366,100,0.00860542,1.1571e-06,1,-379.164,27.9809,-343.206408014,500.0,-343.206408014,0.4,191.194922462
-344.573555656,1.0,200,-344.574,0.01,1.0,1.0,1235.35366166,0.01,1235.35366166,1.0,200.0,,100,0.01,3.50449e-18,2,-401.332,34.9714,-344.573555656,500.0,-344.573555656,0.4,100.0
-338.343841084,6.78627,200,-336.109,0.000869904,1.15419,0.172834,1141.40891186,0.005,1141.40891186,0.993409,173.281041561,0.29036,100,0.0341565,7.35565e-06,1,-379.226,40.4947,-338.343841084,500.0,-338.343841084,0.4,154.708371808
-338.853437595,1.0,200,-338.853,0.01,1.0,1.0,1197.36451985,0.01,1197.36451985,1.0,200.0,,100,0.01,3.50449e-18,2,-395.885,34.4295,-338.853437595,500.0,-338.853437595,0.4,100.0
-339.044242746,1.85977,200,-335.867,0.00104232,1.07794,0.213637,637.536370696,0.005,637.536370696,1.02481,185.538388379,0.0875174,100,0.00907376,2.08329e-06,1,-377.737,29.0068,-339.044242746,500.0,-339.044242746,0.4,184.686773148
-337.919740064,1.0,200,-337.92,0.01,1.0,1.0,1011.37159988,0.01,1011.37159988,1.0,200.0,,100,0.01,3.50449e-18,2,-392.436,31.6427,-337.919740064,500.0,-337.919740064,0.4,100.0
-332.257773793,1.95108,200,-333.485,0.00263029,1.04584,0.526918,712.456644791,0.005,712.456644791,1.00164,191.233531012,0.0480063,100,0.00973947,1.19624e-06,1,-372.907,31.2173,-332.257773793,500.0,-332.257773793,0.4,190.910651835
-334.669770558,1.0,200,-334.67,0.01,1.0,1.0,1010.65699318,0.01,1010.65699318,1.0,200.0,,100,0.01,3.50449e-18,2,-389.115,31.6315,-334.669770558,500.0,-334.669770558,0.4,100.0
-335.043546916,1.50891,200,-333.278,0.00256159,1.04186,0.510542,924.497192405,0.005,924.497192405,0.996536,191.963495711,0.0393959,100,0.00757078,9.91755e-07,1,-374.446,29.8287,-335.043546916,500.0,-335.043546916,0.4,192.405485706
-337.951426719,1.0,200,-337.951,0.01,1.0,1.0,998.93204525,0.01,998.93204525,1.0,200.0,,100,0.01,3.50449e-18,2,-390.195,31.4475,-337.951426719,500.0,-337.951426719,0.4,100.0
-340.233010325,1.6334,200,-337.634,0.0017415,1.04055,0.351487,1035.76133702,0.005,1035.76133702,1.00915,192.206684656,0.0415036,100,0.00809297,1.01886e-06,1,-377.573,31.6982,-340.233010325,500.0,-340.233010325,0.4,192.20596798
-340.288187922,1.0,200,-340.288,0.01,1.0,1.0,870.089174641,0.01,870.089174641,1.0,200.0,,100,0.01,3.50449e-18,2,-394.766,29.3494,-340.288187922,500.0,-340.288187922,0.4,100.0
-333.645447721,1.57458,200,-335.837,0.00245809,1.03085,0.486285,642.190527165,0.005,642.190527165,0.989152,194.013718283,0.0328604,100,0.00795926,8.39629e-07,1,-374.949,28.0911,-333.645447721,500.0,-333.645447721,0.4,193.532569082
-334.034672838,1.0,200,-334.035,0.01,1.0,1.0,910.17109551,0.01,910.17109551,1.0,200.0,,100,0.01,3.50449e-18,2,-385.616,30.0178,-334.034672838,500.0,-334.034672838,0.4,100.0
-333.538966456,1.80549,200,-333.2,0.0030434,1.01627,0.614073,569.710881081,0.005,569.710881081,1.00886,196.798964182,0.0234424,100,0.00894817,5.75812e-07,1,-369.969,27.1503,-333.538966456,500.0,-333.538966456,0.4,195.519283796
-331.690525363,1.0,200,-331.691,0.01,1.0,1.0,934.581372234,0.01,934.581372234,1.0,200.0,,100,0.01,3.50449e-18,2,-383.551,30.4177,-331.690525363,500.0,-331.690525363,0.4,100.0
-334.666144391,1.4907,200,-331.718,0.00227822,1.04109,0.457127,844.881592867,0.005,844.881592867,1.00325,192.106677891,0.0476693,100,0.00742932,1.18401e-06,1,-372.587,29.7248,-334.666144391,500.0,-334.666144391,0.4,190.999414558
-341.217103794,1.0,200,-341.217,0.01,1.0,1.0,1011.99968857,0.01,1011.99968857,1.0,200.0,,100,0.01,3.50449e-18,2,-398.917,31.6525,-341.217103794,500.0,-341.217103794,0.4,100.0
-337.027064651,1.97431,200,-338.05,0.00251677,1.02583,0.511467,803.083321166,0.005,803.083321166,1.01612,194.964955683,0.0285338,100,0.00971495,6.90892e-07,1,-379.373,29.0599,-337.027064651,500.0,-337.027064651,0.4,194.647681309
-336.387772129,1.0,200,-336.388,0.01,1.0,1.0,1130.33573408,0.01,1130.33573408,1.0,200.0,,100,0.01,3.50449e-18,2,-396.767,33.4519,-336.387772129,500.0,-336.387772129,0.4,100.0
-327.779109197,1.62636,200,-329.847,0.00160983,1.05398,0.31903,836.318786795,0.005,836.318786795,0.990879,189.757630925,0.052622,100,0.00820663,1.33988e-06,1,-373.678,31.27,-327.779109197,500.0,-327.779109197,0.4,189.874540532
-333.571483208,1.0,200,-333.571,0.01,1.0,1.0,843.74481916,0.01,843.74481916,1.0,200.0,,100,0.01,3.50449e-18,2,-388.073,28.9017,-333.571483208,500.0,-333.571483208,0.4,100.0
-331.39954905,2.06549,200,-331.02,0.00119374,1.04167,0.242145,636.293570469,0.005,636.293570469,1.01423,191.999084477,0.0557305,100,0.0101825,1.35443e-06,1,-370.353,27.8001,-331.39954905,500.0,-331.39954905,0.4,189.770158704
-330.821356811,1.0,200,-330.821,0.01,1.0,1.0,620.267762892,0.01,620.267762892,1.0,200.0,,100,0.01,3.50449e-18,2,-377.677,24.7803,-330.821356811,500.0,-330.821356811,0.4,100.0
-336.683365765,1.69712,200,-332.286,0.00289639,1.03559,0.577594,1166.88041646,0.005,1166.88041646,0.997093,193.127547378,0.0368027,100,0.00851033,9.25439e-07,1,-374.669,30.4453,-336.683365765,500.0,-336.683365765,0.4,192.89526527
-335.918373406,1.0,200,-335.918,0.01,1.0,1.0,1588.13022005,0.01,1588.13022005,1.0,200.0,,100,0.01,3.50449e-18,2,-400.397,39.6516,-335.918373406,500.0,-335.918373406,0.4,100.0
-331.382148098,1.56662,200,-332.504,0.00252191,1.02377,0.505487,734.205150174,0.005,734.205150174,1.00219,195.3563837,0.0197777,100,0.00781596,4.92282e-07,1,-378.636,32.6978,-331.382148098,500.0,-331.382148098,0.4,196.1567896
-331.772749323,1.0,200,-331.773,0.01,1.0,1.0,788.656213313,0.01,788.656213313,1.0,200.0,,100,0.01,3.50449e-18,2,-383.952,27.9423,-331.772749323,500.0,-331.772749323,0.4,100.0
-334.800874372,1.49164,200,-331.439,0.00162231,1.05281,0.323937,926.619806078,0.005,926.619806078,0.998381,189.967572204,0.0545405,100,0.00747031,1.36794e-06,1,-369.802,30.056,-334.800874372,500.0,-334.800874372,0.4,189.673482323
-329.923072724,1.0,200,-329.923,0.01,1.0,1.0,864.392632671,0.01,864.392632671,1.0,200.0,,100,0.01,3.50449e-18,2,-381.914,29.2532,-329.923072724,500.0,-329.923072724,0.4,100.0
-337.761144712,1.34302,200,-333.563,0.00430069,1.0072,0.857321,1103.86009833,0.005,1103.86009833,0.996726,198.570645891,0.0067249,100,0.00673718,1.69229e-07,1,-372.458,31.1332,-337.761144712,500.0,-337.761144712,0.4,198.661854654
-335.824645908,1.0,200,-335.825,0.01,1.0,1.0,1089.27764925,0.01,1089.27764925,1.0,200.0,,100,0.01,3.50449e-18,2,-388.997,32.8388,-335.824645908,500.0,-335.824645908,0.4,100.0
-336.310939772,1.40698,200,-335.038,0.00310815,1.02614,0.610476,1174.774035,0.005,1174.774035,0.982056,194.904572107,0.0224417,100,0.00716343,5.81732e-07,1,-376.355,32.7657,-336.310939772,500.0,-336.310939772,0.4,195.474268289
-338.976339391,1.0,200,-338.976,0.01,1.0,1.0,887.617627059,0.01,887.617627059,1.0,200.0,,100,0.01,3.50449e-18,2,-391.386,29.6436,-338.976339391,500.0,-338.976339391,0.4,100.0
-328.765375542,2.97877,200,-330.208,0.00131262,1.10706,0.271163,756.902229859,0.005,756.902229859,1.03291,180.658260823,0.149385,100,0.0144193,3.50046e-06,1,-369.874,30.7744,-328.765375542,500.0,-328.765375542,0.4,175.543633621
-325.329184696,1.0,200,-325.329,0.01,1.0,1.0,1013.94962358,0.01,1013.94962358,1.0,200.0,,100,0.01,3.50449e-18,2,-377.862,31.683,-325.329184696,500.0,-325.329184696,0.4,100.0
-331.321855345,1.32633,200,-327.033,0.00219987,1.03543,0.439581,721.946465054,0.005,721.946465054,0.999109,193.156430402,0.0308862,100,0.00663757,7.73533e-07,1,-364.832,29.6384,-331.321855345,500.0,-331.321855345,0.4,194.026583553
-335.301236089,1.0,200,-335.301,0.01,1.0,1.0,1134.78966984,0.01,1134.78966984,1.0,200.0,,100,0.01,3.50449e-18,2,-391.598,33.5178,-335.301236089,500.0,-335.301236089,0.4,100.0
-327.869288471,1.9772,200,-330.239,0.00286369,1.03609,0.576547,941.295079496,0.005,941.295079496,1.00665,193.033442898,0.0440852,100,0.00982069,1.08761e-06,1,-370.759,31.9488,-327.869288471,500.0,-327.869288471,0.4,191.701802431
-328.230589228,1.0,200,-328.231,0.01,1.0,1.0,564.899909792,0.01,564.899909792,1.0,200.0,,100,0.01,3.50449e-18,2,-377.236,23.6485,-328.230589228,500.0,-328.230589228,0.4,100.0
-327.219795975,1.49374,200,-325.919,0.000850834,1.05339,0.167243,993.373889644,0.005,993.373889644,0.982818,189.86296251,0.0611317,100,0.00759929,1.5822e-06,1,-365.655,28.4494,-327.219795975,500.0,-327.219795975,0.4,188.151817426
-333.299813732,1.0,200,-333.3,0.01,1.0,1.0,913.099139558,0.01,913.099139558,1.0,200.0,,100,0.01,3.50449e-18,2,-384.773,30.0661,-333.299813732,500.0,-333.299813732,0.4,100.0
-330.375870506,2.31408,200,-329.689,0.00181229,1.06461,0.368844,809.419955699,0.005,809.419955699,1.01762,187.862641783,0.0875376,100,0.0113701,2.11332e-06,1,-368.568,31.9737,-330.375870506,500.0,-330.375870506,0.4,184.483118026
-332.17804432,1.0,200,-332.178,0.01,1.0,1.0,782.510111663,0.01,782.510111663,1.0,200.0,,100,0.01,3.50449e-18,2,-383.22,27.8332,-332.17804432,500.0,-332.17804432,0.4,100.0
-331.453216289,2.44676,200,-326.977,0.000271865,1.14951,0.0511493,926.558674833,0.005,926.558674833,0.940711,173.987534079,0.141489,100,0.0130049,3.99716e-06,1,-366.134,31.5701,-331.453216289,500.0,-331.453216289,0.4,172.54959503
-329.273247126,1.0,200,-329.273,0.01,1.0,1.0,608.965125996,0.01,608.965125996,1.0,200.0,,100,0.01,3.50449e-18,2,-382.59,24.5535,-329.273247126,500.0,-329.273247126,0.4,100.0
-333.49758855,1.34601,200,-330.749,0.00263044,1.01708,0.52854,737.506181393,0.005,737.506181393,1.00466,196.642158894,0.0152089,100,0.00669881,3.76704e-07,1,-368.77,25.4861,-333.49758855,500.0,-333.49758855,0.4,197.045680292
-328.787010559,1.0,200,-328.787,0.01,1.0,1.0,798.566217092,0.01,798.566217092,1.0,200.0,,100,0.01,3.50449e-18,2,-381.385,28.1173,-328.787010559,500.0,-328.787010559,0.4,100.0
-326.635002876,1.92532,200,-326.623,0.00228645,1.02981,0.456851,699.333888389,0.005,699.333888389,0.999039,194.209872222,0.029391,100,0.00963589,7.36189e-07,1,-364.366,27.8799,-326.635002876,500.0,-326.635002876,0.4,194.306741618
-325.974806088,1.0,200,-325.975,0.01,1.0,1.0,694.875153372,0.01,694.875153372,1.0,200.0,,100,0.01,3.50449e-18,2,-377.341,26.2284,-325.974806088,500.0,-325.974806088,0.4,100.0
-330.045819382,1.45876,200,-326.277,0.00195439,1.04551,0.387535,908.437653073,0.005,908.437653073,0.99145,191.294780013,0.0588669,100,0.00735669,1.49716e-06,1,-363.416,29.8302,-330.045819382,500.0,-330.045819382,0.4,188.752764872
-326.589181681,1.0,200,-326.589,0.01,1.0,1.0,789.685260484,0.01,789.685260484,1.0,200.0,,100,0.01,3.50449e-18,2,-378.982,27.9605,-326.589181681,500.0,-326.589181681,0.4,100.0
-330.979514959,1.89831,200,-326.521,0.00152825,1.07006,0.297332,926.487642789,0.005,926.487642789,0.972785,186.905508712,0.0815684,100,0.00975709,2.1549e-06,1,-366.022,28.9402,-330.979514959,500.0,-330.979514959,0.4,184.201931006
-324.337417136,1.0,200,-324.337,0.01,1.0,1.0,824.047934109,0.01,824.047934109,1.0,200.0,,100,0.01,3.50449e-18,2,-375.486,28.5623,-324.337417136,500.0,-324.337417136,0.4,100.0
-325.867410139,1.71966,200,-323.388,0.00234681,1.04142,0.467196,1111.37867313,0.005,1111.37867313,0.995385,192.045325639,0.0469952,100,0.00863818,1.1858e-06,1,-366.345,29.9509,-325.867410139,500.0,-325.867410139,0.4,190.986508001
-327.131885283,1.0,200,-327.132,0.01,1.0,1.0,650.30591256,0.01,650.30591256,1.0,200.0,,100,0.01,3.50449e-18,2,-375.081,25.3733,-327.131885283,500.0,-327.131885283,0.4,100.0
-328.707459585,1.35644,200,-326.768,0.00195367,1.02684,0.393517,983.411014452,0.005,983.411014452,1.00712,194.771751274,0.0269893,100,0.00673422,6.65223e-07,1,-366.317,27.1566,-328.707459585,500.0,-328.707459585,0.4,194.841369103
-319.76791219,1.0,200,-319.768,0.01,1.0,1.0,672.046912412,0.01,672.046912412,1.0,200.0,,100,0.01,3.50449e-18,2,-371.191,25.7939,-319.76791219,500.0,-319.76791219,0.4,100.0
-324.236076427,26.9711,200,-284.168,8.57064e-35,1.0,4.17498e-33,585.498584325,0.005,585.498584325,0.243563,200.0,4.02636,100,0.553678,0.0016968,1,-320.53,173.85,-324.236076427,500.0,-324.236076427,0.4,2.91831853365
-329.038259608,1.0,200,-329.038,0.01,1.0,1.0,692.270297321,0.01,692.270297321,1.0,200.0,,100,0.01,3.50449e-18,2,-378.481,26.1791,-329.038259608,500.0,-329.038259608,0.4,100.0
-324.236076427,2.39522e+32,300,-316.587,1.54795e-34,3.14903e-06,0.0370768,1015.53303391,0.005,585.498584325,1.19761e+30,95267516.888,inf,100,1.0,0.005,,-inf,1.09742e-07,-330.785801409,500.0,-324.236076427,0.4,
-321.930967315,1.95181,300,-320.893,0.00146144,1.03809,0.439103,647.754878768,0.00333333,647.754878768,1.00153,288.992220145,0.0494655,100,0.00649611,5.47943e-07,1,-351.142,24.0455,-321.930967315,500.0,-321.930967315,0.4,285.945715047
-335.678644707,1.0,300,-335.679,0.01,1.0,1.0,999.779445979,0.01,999.779445979,1.0,300.0,,100,0.01,3.50449e-18,2,-387.929,31.4608,-335.678644707,500.0,-335.678644707,0.4,100.0
-328.044006525,1.0,300,-331.861,0.005,1.0,1.0,897.466029591,0.005,897.466029591,1.0,300.0,,100,0.005,2.1793e-19,2,-368.92,30.8822,-328.044006525,500.0,-328.044006525,0.4,200.000000102
-327.186592502,1.66384,300,-328.671,0.0010726,1.05418,0.316375,1004.7768414,0.00333333,1004.7768414,0.983202,284.582661008,0.0573712,100,0.0056409,6.59425e-07,1,-360.389,31.5576,-327.186592502,500.0,-327.186592502,0.4,283.245805951
-324.488933229,1.0,300,-324.489,0.01,1.0,1.0,713.12790179,0.01,713.12790179,1.0,300.0,,100,0.01,3.50449e-18,2,-376.724,26.5706,-324.488933229,500.0,-324.488933229,0.4,100.0
-324.194661497,1.0,300,-324.342,0.005,1.0,1.0,850.502706525,0.005,850.502706525,1.0,300.0,,100,0.005,2.1793e-19,2,-362.017,27.8212,-324.194661497,500.0,-324.194661497,0.4,200.000000102
-327.048145255,1.71578,300,-322.165,0.000435158,1.10904,0.128839,783.113216745,0.00333333,783.113216745,0.986916,270.504418058,0.132711,100,0.0057951,1.51392e-06,1,-354.56,27.7832,-327.048145255,500.0,-327.048145255,0.4,264.131174085
-320.61439424,1.0,300,-320.614,0.01,1.0,1.0,730.935917047,0.01,730.935917047,1.0,300.0,,100,0.01,3.50449e-18,2,-374.988,26.9003,-320.61439424,500.0,-320.61439424,0.4,100.0
-328.378571499,1.0,300,-324.496,0.005,1.0,1.0,761.002223137,0.005,761.002223137,1.0,300.0,,100,0.005,2.1793e-19,2,-362.945,27.4514,-328.378571499,500.0,-328.378571499,0.4,200.000000102
-329.823598626,1.47509,300,-324.785,0.00107724,1.04593,0.31986,902.480285604,0.00333333,902.480285604,0.989753,286.825449434,0.0509958,100,0.00496786,5.78413e-07,1,-358.656,28.6712,-329.823598626,500.0,-329.823598626,0.4,285.202645503
-324.526436431,1.0,300,-324.526,0.01,1.0,1.0,659.685233819,0.01,659.685233819,1.0,300.0,,100,0.01,3.50449e-18,2,-372.748,25.5556,-324.526436431,500.0,-324.526436431,0.4,100.0
-324.050551932,1.0,300,-324.288,0.005,1.0,1.0,801.819183521,0.005,801.819183521,1.0,300.0,,100,0.005,2.1793e-19,2,-361.445,26.898,-324.050551932,500.0,-324.050551932,0.4,200.000000102
-322.594654718,1.69872,300,-323.165,0.00169286,1.01877,0.515489,604.768600837,0.00333333,604.768600837,1.01503,294.472476823,0.0208074,100,0.00557857,2.24398e-07,1,-353.787,26.3214,-322.594654718,500.0,-322.594654718,0.4,294.080619375
-326.513516756,1.0,300,-326.514,0.01,1.0,1.0,937.87823249,0.01,937.87823249,1.0,300.0,,100,0.01,3.50449e-18,2,-379.663,30.4713,-326.513516756,500.0,-326.513516756,0.4,100.0
-323.490551731,1.0,300,-325.002,0.005,1.0,1.0,607.833926257,0.005,607.833926257,1.0,300.0,,100,0.005,2.1793e-19,2,-362.585,27.7022,-323.490551731,500.0,-323.490551731,0.4,200.000000102
-323.815602946,3.03017,300,-323.254,0.00157246,1.05341,0.474454,874.437191241,0.00333333,874.437191241,1.00576,284.788997105,0.0621618,100,0.0100427,6.828e-07,1,-354.749,29.9083,-323.815602946,500.0,-323.815602946,0.4,282.68624288
-325.59709689,1.0,300,-325.597,0.01,1.0,1.0,920.500370608,0.01,920.500370608,1.0,300.0,,100,0.01,3.50449e-18,2,-385.487,30.1877,-325.59709689,500.0,-325.59709689,0.4,100.0
-328.950549021,1.0,300,-327.274,0.005,1.0,1.0,924.981264033,0.005,924.981264033,1.0,300.0,,100,0.005,2.1793e-19,2,-369.622,30.2709,-328.950549021,500.0,-328.950549021,0.4,200.000000102
-321.837220343,1.34082,300,-324.804,0.00176639,1.02004,0.533384,981.248104187,0.00333333,981.248104187,1.00654,294.107478184,0.0194958,100,0.00444033,2.13812e-07,1,-359.726,30.8434,-321.837220343,500.0,-321.837220343,0.4,294.354708238
-325.194096624,1.0,300,-325.194,0.01,1.0,1.0,863.784397528,0.01,863.784397528,1.0,300.0,,100,0.01,3.50449e-18,2,-377.111,29.2429,-325.194096624,500.0,-325.194096624,0.4,100.0
-320.871762806,1.0,300,-323.033,0.005,1.0,1.0,712.426346974,0.005,712.426346974,1.0,300.0,,100,0.005,2.1793e-19,2,-359.744,28.016,-320.871762806,500.0,-320.871762806,0.4,200.000000102
-325.405436612,1.6341,300,-323.376,0.0022045,1.01393,0.661959,1106.04866594,0.00333333,1106.04866594,1.00092,295.877346072,0.0167786,100,0.00544199,1.86086e-07,1,-355.978,29.0626,-325.405436612,500.0,-325.405436612,0.4,295.074573091
-324.127307968,1.0,300,-324.127,0.01,1.0,1.0,705.804429335,0.01,705.804429335,1.0,300.0,,100,0.01,3.50449e-18,2,-378.253,26.4338,-324.127307968,500.0,-324.127307968,0.4,100.0
-326.033677691,1.0,300,-325.08,0.005,1.0,1.0,875.064340459,0.005,875.064340459,1.0,300.0,,100,0.005,2.1793e-19,2,-363.353,27.99,-326.033677691,500.0,-326.033677691,0.4,200.000000102
-322.128443512,1.77907,300,-323.174,0.00193588,1.03166,0.586934,1039.07808593,0.00333333,1039.07808593,1.01062,290.793691145,0.0347624,100,0.00586788,3.78172e-07,1,-355.776,29.4602,-322.128443512,500.0,-322.128443512,0.4,290.157312946
