AvgVanillaIw,VarRet,AvgDiscRet,VarJ,ESSRenyi,eRenyi2,ESSClassic,VarNormIw,AvgEpLen,J,Bound,AvgRet,AvgNormIw,BatchSize,VarVanillaIw,MaxNormIw,MinNormIw,VarDiscRet,MinVanillaIw,MaxVanillaIw,VanillaAvgRet
47.53587,146.28546234348656,-2.9226117614709226,0.005402532,100.0,1.0,1.000017051486707,0.009999831,500.0,35.362804,31.919916,-2.9226117614709226,0.01,100,225962.08,0.9999915,,146.28546234348656,,4753.5464,-2.9226117614709226
4355.072,304.4231946653811,-6.243908007894468,0.03987587,99.99986886995345,1.0000013,1.0001359186240566,0.009998628,500.0,43.71356,37.22905,-6.243908007894468,0.01,100,1896405000.0,0.99993205,6.8849176e-10,304.4231946653811,0.0002998431,435477.56,-6.243908007894468
6.9479284,730.93617144932,-0.7553213661739497,35.176144,13.43412101414433,7.4437323,1.153781860054814,0.008653687,500.0,68.40332,51.84075,-0.7553213661739497,0.010000002,100,4177.4556,0.9308604,2.345126e-08,730.93617144932,1.6293769e-05,646.7551,-0.7553213661739497
15.525485,890.4176035226479,-0.018011428601428285,20.318405,33.307426787537764,3.0023334,1.1079349670464427,0.00901596,500.0,45.362843,33.40113,-0.018011428601428285,0.010000002,100,21732.129,0.95001566,4.8072343e-05,890.4176035226479,0.07463464,1474.9453,-0.018011428601428285
997.7099,1117.2655424032107,-0.8049837050475291,0.16514818,99.99971389852362,1.0000029,1.0007806810745792,0.00999212,500.0,78.837685,72.04196,-0.8049837050475291,0.01,100,99464056.0,0.9996098,4.9291404e-12,1117.2655424032107,4.917852e-07,99732.06,-0.8049837050475291
765.10376,1311.7043961192,5.044259918207728,2.2346401,99.99988079085256,1.0000012,1.0207682405320826,0.0097944895,500.0,55.32304,47.64723,5.044259918207728,0.01,100,57335330.0,0.9897234,5.6984466e-17,1311.7043961192,4.359903e-12,75724.11,5.044259918207728
10.014693,1788.4595646761059,5.605067698565639,21.88849,26.74484044995921,3.739039,1.1702877241286045,0.008530211,500.0,59.782707,46.921696,5.605067698565639,0.01,100,8555.294,0.92430043,1.4692859e-05,1788.4595646761059,0.014714447,925.6585,5.605067698565639
4.3342395,1364.5965410402146,28.257104057690807,21.573341,24.9878495409158,4.001945,1.794212901834933,0.005528764,500.0,59.66119,46.43454,28.257104057690807,0.01,100,1038.613,0.74298453,1.6685245e-08,1364.5965410402146,7.231785e-06,322.02728,28.257104057690807
1864.22,986.3000664741813,41.91792521642624,0.07985065,99.99995231630692,1.0000005,1.0009069942473505,0.009990849,500.0,65.8438,59.22057,41.91792521642624,0.01,100,347213540.0,0.9995468,9.248166e-09,986.3000664741813,0.0017240616,186337.52,41.91792521642624
3.290599,1475.8706844141152,36.35926766263312,18.166107,28.867754385013424,3.4640727,2.0992932205141757,0.0047106147,500.0,61.946304,50.630795,36.35926766263312,0.010000002,100,510.06723,0.68676615,2.1538174e-06,1475.8706844141152,0.00070873497,225.9872,36.35926766263312
