VarJ,VarVanillaIw,AvgDiscRet,MaxNormIw,ESSClassic,MaxVanillaIw,ESSRenyi,VarDiscRet,J,MinVanillaIw,AvgRet,renyi2,SamplesThisIter,AvgVanillaIw,BatchSize,VarNormIw,AvgEpLen,VanillaAvgRet,AvgNormIw,IterType,Bound,VarRet,MinNormIw,delta,EpsThisIter
4724.153,0.86469805,49.792065109816946,0.00011447248,51.40297219433601,172.20432,19.690284971101413,3707.9092547294586,10582.51,0.0006845487,49.792065109816946,1.6250448,50000,0.99992645,100,3.8210147e-13,5.982292414453219,49.792065109816946,6.646991e-07,1,65.65625,3707.9092547294586,4.550524e-10,0.2,8358
2603.4348,0.18357451,50.589588380019066,4.640746e-05,52.035436224375196,69.03644,18.510600456420494,3911.2293367375582,9707.448,0.017867895,50.589588380019066,1.6868266,50000,1.0020039,100,8.295283e-14,6.062075654704171,50.589588380019066,6.735638e-07,1,34.292576,3911.2293367375582,1.2011101e-08,0.2,8248
1336.0306,0.009960114,50.42887010934398,3.3477168e-06,46.453871774572946,4.9836903,9.947245946210028,6422.586163324803,9201.723,0.27436686,50.42887010934398,2.3078744,50000,1.000056,100,4.4942742e-15,6.045949214026602,50.42887010934398,6.71772e-07,1,-16.403416,6422.586163324803,1.8430168e-07,0.2,8270
7367.981,0.3057145,50.15177068033061,6.2543804e-05,46.940649158536296,93.76025,7.344032735272867,4202.305892924267,10351.226,0.019459447,50.15177068033061,2.611282,50000,1.0024563,100,1.3603391e-13,6.018295618680789,50.15177068033061,6.686995e-07,1,38.178467,4202.305892924267,1.2980638e-08,0.2,8308
3992.601,0.30874488,50.32644324796662,5.6692854e-05,49.23020280368794,84.68335,6.34041963703018,4346.154593815842,10090.633,0.019947378,50.32644324796662,2.7582252,50000,1.0017449,100,1.3837588e-13,6.035731530661516,50.32644324796662,6.706367e-07,1,49.3176,4346.154593815842,1.3354145e-08,0.2,8284
1747.2975,0.25551182,48.44951762817218,2.7634971e-05,49.969932701454816,42.469856,4.046426845364918,3132.3828890298505,9440.611,0.012226937,48.44951762817218,3.207336,50000,0.99858063,100,1.081851e-13,5.847953216374269,48.44951762817218,6.4977263e-07,1,43.204292,3132.3828890298505,7.956021e-09,0.2,8550
5204.789,0.14359574,49.57596780829072,4.28368e-05,49.15105641221037,64.82108,2.7404990634627966,3934.688477999884,9582.143,0.059702903,49.57596780829072,3.5970302,50000,1.0022322,100,6.27109e-14,5.960896518836433,49.57596780829072,6.623219e-07,1,24.169407,3934.688477999884,3.9454466e-08,0.2,8388
5847.8076,0.6309304,51.09352631556666,0.000114167364,52.521030425767435,168.54663,1.0632966186434174,4373.42727851866,10825.482,0.0036391786,51.09352631556666,4.543796,50000,1.0026568,100,2.8948437e-13,6.112469437652812,51.09352631556666,6.7916295e-07,1,54.562714,4373.42727851866,2.4650473e-09,0.2,8180
4478.995,1.0484542,48.890292968446204,0.00018312759,58.52094757528428,279.49814,0.00185712808924371,3388.4619229887153,10503.974,4.9819646e-06,48.890292968446204,10.893894,50000,0.99919355,100,4.500899e-13,5.8920575064812635,48.890292968446204,6.54673e-07,1,73.96995,3388.4619229887153,3.2641906e-12,0.2,8486
5118.063,0.21965979,50.23919455870445,4.490263e-05,49.279678092883664,67.245056,0.3289381225310568,4009.258682427644,9878.55,0.018820781,50.23919455870445,5.717056,50000,1.0028762,100,9.794302e-14,6.0270009643201545,50.23919455870445,6.696667e-07,1,30.12579,4009.258682427644,1.2567505e-08,0.2,8296
2431.0903,0.14476082,49.33728961022989,4.4650656e-05,49.56934070445629,67.681526,0.23994882927188257,3870.153279484673,9433.986,0.026628368,49.33728961022989,6.0325,50000,0.99989533,100,6.300371e-14,5.936832106388032,49.33728961022989,6.596481e-07,1,35.45753,3870.153279484673,1.7567189e-08,0.2,8422
3524.4402,0.010611,51.348365536510954,2.6288491e-05,46.904426890213244,38.537888,0.28050613346075726,9638.877788437057,9431.5,0.29043767,51.348365536510954,5.87633,50000,0.999782,100,4.9375533e-15,6.137981831573779,51.348365536510954,6.819981e-07,1,-37.713364,9638.877788437057,1.9812109e-07,0.2,8146
6455.1816,1.1471022,50.90016045166285,0.00021227336,57.43213493417459,314.8866,0.010755990687664937,4470.598987964262,11027.015,1.17757045e-05,50.90016045166285,9.137463,50000,1.0042796,100,5.212963e-13,6.093102607847916,50.90016045166285,6.770114e-07,1,67.36054,4470.598987964262,7.938313e-12,0.2,8206
2530.1777,0.13951942,48.394902761047064,3.6873487e-05,49.406485018887125,56.833767,0.06490745695721258,3858.796867132464,9218.688,0.04364693,48.394902761047064,7.339963,50000,1.0005699,100,5.872868e-14,5.842486562280906,48.394902761047064,6.4916543e-07,1,32.852757,3858.796867132464,2.831793e-08,0.2,8558
