VarRet,AvgVanillaIw,AvgDiscRet,J,VarDiscRet,VarJ,eRenyi2,ESSRenyi,AvgRet,Bound,MaxVanillaIw,VanillaAvgRet,MinNormIw,ESSClassic,Delta,BatchSize,AvgEpLen,EpsThisIter,AvgNormIw,VarNormIw,MaxNormIw,VarVanillaIw,IterType,MinVanillaIw
4785.19892946,0.94256,-126.062285762,-110.588,4785.19892946,16.7474,1.37443,72.7575317625,-126.062285762,-139.835,2.16087,-126.062285762,4.70278e-06,70.072474007,0.8,100,55.77,100,0.01,4.31408e-05,0.0229256,0.383271,1,0.000443265
1579.75059076,1.01323,-115.479096084,-112.599,1579.75059076,26.3714,1.10471,90.5216227188,-115.479096084,-138.651,1.75894,-115.479096084,0.00174208,91.2323956818,0.8,100,28.43,100,0.01,9.70725e-06,0.0173596,0.099659,1,0.176514
1519.87611189,0.968059,-112.68258965,-108.948,1519.87611189,10.1166,1.10127,90.8040108043,-112.68258965,-134.808,1.60838,-112.68258965,0.00165379,90.1213761654,0.8,100,23.68,100,0.01,1.10722e-05,0.0166145,0.103762,1,0.160096
145.563651967,1.01395,-109.316394692,-108.406,145.563651967,7.49205,1.07657,92.8873572174,-109.316394692,-119.835,1.4784,-109.316394692,0.00180119,92.2101264653,0.8,100,18.67,100,0.01,8.53328e-06,0.0145806,0.0877302,1,0.182632
1494.68736247,0.997522,-111.73165505,-108.573,1494.68736247,10.5751,1.08619,92.064773871,-111.73165505,-134.239,1.9061,-111.73165505,0.00145329,90.731267157,0.8,100,22.16,100,0.01,1.03188e-05,0.0191083,0.102677,1,0.144969
7.46112598884,0.990872,-107.521940119,-107.403,7.46112598884,2.527,1.01929,98.1071189403,-107.521940119,-113.348,1.23078,-107.521940119,0.00546403,97.9704268905,0.8,100,18.1,100,0.01,2.09258e-06,0.0124212,0.0205456,1,0.541416
7.06611456837,0.993062,-107.70782309,-107.593,7.06611456837,2.6205,1.02083,97.9593628899,-107.70782309,-113.366,1.41531,-107.70782309,0.00608701,97.8489786619,0.8,100,16.41,100,0.01,2.22053e-06,0.014252,0.0218982,1,0.604478
13.8996064364,1.01711,-107.159509946,-107.099,13.8996064364,3.97436,1.00961,99.0481417245,-107.159509946,-113.081,1.28003,-107.159509946,0.00741932,99.1711355385,0.8,100,17.27,100,0.01,8.44188e-07,0.0125849,0.00873324,1,0.754627
7.59678331997,1.01986,-107.108858582,-106.984,7.59678331997,2.53904,1.02127,97.9173983968,-107.108858582,-112.986,1.48078,-107.108858582,0.00668044,97.7561954287,0.8,100,18.48,100,0.01,2.31848e-06,0.0145195,0.0241149,1,0.681311
5.00383815567,0.999831,-106.945701275,-106.813,5.00383815567,2.04571,1.02291,97.7604936617,-106.945701275,-112.604,1.64967,-106.945701275,0.00619992,97.2049837459,0.8,100,15.95,100,0.01,2.90443e-06,0.0164995,0.0290345,1,0.619887
22.8264582471,1.03037,-107.630990849,-107.167,22.8264582471,4.05696,1.05662,94.6411579772,-107.630990849,-114.445,1.78535,-107.630990849,0.00417499,94.6902283178,0.8,100,17.2,100,0.01,5.66421e-06,0.0173272,0.0601349,1,0.430179
