AvgNormIw,VarDiscRet,MinNormIw,MaxVanillaIw,MaxNormIw,AvgRet,VarJ,AvgEpLen,BatchSize,MinVanillaIw,ESSClassic,ESSRenyi,J,eRenyi2,Bound,AvgVanillaIw,VarRet,AvgDiscRet,VarVanillaIw,VarNormIw
0.01,3680974.578020517,3.0756003e-14,2.9420624,0.03454319,-1439.2221432774563,42.279,200.0,100,2.6195057e-12,40.14651066590705,46.5683170093272,-20.849289,2.1473827,-257.30383,0.8517055,3680974.578020517,-1439.2221432774563,1.092409,0.00015059357
0.010000002,93.49822614034038,,26.431082,0.326522,-11.501876653986596,8.486433,200.0,100,,4.281096430707151,4.369526195171526,-2.6084867,22.885777,-6.4989023,0.8094733,93.49822614034038,-11.501876653986596,14.798328,0.002258435
0.01,60.57285754865492,,33.091324,0.2708575,-8.893305296906503,13.597932,200.0,100,,4.501658339071933,4.17087569074003,-2.5371726,23.97578,-5.742238,1.2217244,60.57285754865492,-8.893305296906503,31.98413,0.002142832
0.010000002,59.087003523219366,6.593289e-39,37.666847,0.40755737,-8.428830144730872,5.296324,200.0,100,6.093581e-37,3.5742767940491884,3.7664302877638716,-0.92410636,26.550339,-4.255244,0.92420965,59.087003523219366,-8.428830144730872,23.276121,0.0027250194
0.01,52.58270148163441,,45.784126,0.8152879,-8.415730255912184,5.4264755,200.0,100,,1.4668327051498182,2.507963912429061,-0.543977,39.872982,-4.3949666,0.56157005,52.58270148163441,-8.415730255912184,21.39807,0.006785263
0.01,60.27401488493994,,19.869186,0.117945395,-8.785375874136808,8.57524,200.0,100,,11.542435004813944,6.921524446854499,-2.7044659,14.447684,-5.186317,1.6846089,60.27401488493994,-8.785375874136808,21.968508,0.00077410945
0.01,55.603890758921814,,43.097496,0.4559642,-9.096720953949726,3.4560106,200.0,100,,2.4862206706560643,2.8118717658443995,-0.756392,35.5635,-4.4963465,0.9451947,55.603890758921814,-9.096720953949726,35.39433,0.0039617866
0.01,64.4348155553673,,14.717388,0.18515359,-8.444292633571841,19.430904,200.0,100,,7.250261285518605,9.53413422742513,-4.73464,10.488629,-6.921048,0.79487455,64.4348155553673,-8.444292633571841,8.164339,0.0012921824
0.009999999,56.924377145422554,1.9857936e-11,2.8568478,0.026630716,-9.168442033783595,11.888778,200.0,100,2.1302882e-09,42.16613622239529,47.96240861330532,-8.376026,2.0849662,-9.292268,1.0727642,56.924377145422554,-9.168442033783595,1.5943798,0.00013854257
0.009999999,59.02358641275194,0.0007811014,1.4253478,0.012162457,-8.88849646352252,8.41039,200.0,100,0.09153917,83.37816875064972,86.14884842290637,-8.6679535,1.1607816,-9.364099,1.1719242,59.02358641275194,-8.88849646352252,0.27656072,2.0136846e-05
0.01,49.06522630894265,0.0051220055,8.565515,0.05932195,-8.000001430991377,11.320313,200.0,100,0.73956794,29.3606188127393,56.030758309457866,-6.8095694,1.784734,-7.596588,1.4439031,49.06522630894265,-8.000001430991377,5.066668,0.00024302244
0.010000002,58.41698158507868,0.0027042446,1.2269889,0.0120577775,-9.108515646051066,8.358509,200.0,100,0.27518156,86.94666765249787,94.1946480926068,-9.054823,1.0616314,-9.717143,1.0175912,58.41698158507868,-9.108515646051066,0.15702912,1.516469e-05
0.01,54.39008704096968,0.00075493375,1.2725103,0.011893567,-8.60360340824637,7.586943,200.0,100,0.080771476,85.10193021237866,92.39812820335456,-8.446608,1.082273,-9.091875,1.0699148,54.39008704096968,-8.60360340824637,0.20242026,1.7682984e-05
0.009999998,56.22941922930404,0.00034155796,1.2146108,0.010508338,-7.145793851642867,7.451824,200.0,100,0.039479125,95.32002981020601,94.668350741357,-6.927439,1.0563192,-7.575612,1.1558543,56.22941922930404,-7.145793851642867,0.066256955,4.9593564e-06
0.009999999,61.63928540830061,0.0036499095,125.49822,0.6386589,-8.90402321813827,17.617683,200.0,100,0.71721727,2.443768856806356,32.991597977826125,-4.1911545,3.0310748,-5.340733,1.9650275,61.63928540830061,-8.90402321813827,155.70299,0.004032364
0.010000002,59.861616188306165,0.005960871,7.2684383,0.056449983,-8.937308906973769,14.350126,200.0,100,0.76751524,34.76840201999766,71.6524000063208,-8.526438,1.3956267,-9.295161,1.2875891,59.861616188306165,-8.937308906973769,3.1419024,0.00018951263
