MaxIW,MinTargetPdf,MinBehavPdf,InitialReturnStd,EpisodesSoFar,TimestepsSoFar,ReturnStepMaxmin,DivergenceHarmonic,EpRewMean,MeanEntropy,MeanD2-0,InitialBound,Iteration,Bound,InitialReturnMin,StdIW,EpLenMean,ESSRenyiArithmetic,EpThisIter,Inner Iteration,EmpiricalD2Arithmetic,MinIW,ReturnStepMax,TimeElapsed,InitialReturnMax,MeanIW,ESSRenyiHarmonic,ReturnMeanIW,InitialReturnMean,EmpiricalD2Harmonic
1.9283043,-35.97934,-35.97934,43.144638,100,670,9.999982,1.1498722,56.964420488305485,1.4189444,1.0,-5469.0444,1,-4871.0264,,0.20432703,6.7,100.0,100,1,1.0,0.5038454,9.999982,3.068068742752075,189.9531,1.046846,100.0,4482.1606,56.964424,1.0
3.1490006,-33.901566,-33.901566,51.556,200,1382,9.999994,1.3377173,61.16137301343472,1.412831,1.0,-7026.1123,2,-5809.9976,,0.38948062,7.12,100.0,100,1,1.0,0.4260807,9.999994,35.80908679962158,249.84642,1.0852276,100.0,5084.375,61.161373,1.0
2.1618073,-40.554855,-40.554855,50.562187,300,2139,9.999998,1.2592452,65.65535615156791,1.3765872,1.0,-7654.604,3,-6590.9517,,0.31110266,7.57,100.0,100,1,1.0,0.45648012,9.999998,65.61636567115784,279.91003,1.0743394,100.0,5707.3135,65.655365,1.0
1.5551829,-43.651222,-43.651222,53.256668,400,2991,9.999993,1.1276271,75.1511219694848,1.3574209,1.0,-9644.853,4,-8988.252,,0.17623325,8.52,100.0,100,1,1.0,0.6132824,9.999993,102.99330306053162,339.86298,1.047494,100.0,7755.5083,75.15112,1.0
2.027312,-52.088757,-52.088757,82.78408,500,4052,9.999997,1.6904387,96.04187637561385,1.3540593,1.0,-17526.205,5,-12628.675,,0.35628486,10.61,100.0,100,1,1.0,0.31122112,9.999997,139.77361249923706,379.69678,1.0419991,100.0,10744.783,96.04188,1.0
2.6612046,-55.853737,-55.853737,89.961754,600,5212,9.999994,1.3436388,105.93671386331285,1.336547,1.0,-21260.04,6,-17126.988,9.98026,0.33976215,11.6,100.0,100,1,1.0,0.3516522,9.999994,197.1846616268158,439.83966,1.0865928,100.0,14873.204,105.93672,1.0
2.446833,-69.583206,-69.583206,102.97902,700,6524,9.999998,1.2491667,121.1327574909831,1.3278816,1.0,-28316.23,7,-23968.023,,0.32066008,13.12,100.0,100,1,1.0,0.38899714,9.999998,266.08712363243103,549.83417,1.088945,100.0,20572.113,121.13275,1.0
2.1899054,-91.01831,-91.01831,147.58813,800,8099,9.999994,1.357254,147.4228268919587,1.3099401,1.0,-48296.508,8,-38247.21,,0.3321318,15.75,100.0,100,1,1.0,0.37970203,9.999994,354.3340756893158,689.6953,1.1070592,100.0,32677.566,147.42284,1.0
1.8779993,-132.06145,-132.06145,180.68349,900,10124,9.999996,1.3018794,192.3935996863043,1.2865639,1.0,-79702.13,9,-65362.926,,0.26182193,20.25,100.0,100,1,1.0,0.45043278,9.999996,456.61778497695923,999.49963,1.06722,100.0,53906.926,192.39357,1.0
1.470561,-104.84299,-104.84299,189.87968,1000,12579,9.999998,1.1746745,235.37319002070828,1.2597696,1.0,-98044.64,10,-86568.375,,0.2083383,24.55,100.0,100,1,1.0,0.50908494,9.999998,557.418173789978,809.7392,1.0426517,100.0,79426.18,235.37318,1.0
1.8999845,-119.17833,-119.17833,185.43463,1100,14966,9.999998,1.2691054,228.57421219902733,1.2553742,1.0,-96081.16,11,-82001.95,9.981022,0.2893091,23.87,100.0,100,1,1.0,0.48209494,9.999998,641.8375186920166,969.6195,1.0972723,100.0,71357.24,228.5742,1.0
1.8739275,-103.162796,-103.162796,227.95018,1200,17863,9.999998,1.3899248,279.55810994052166,1.2415643,1.0,-137372.95,12,-115138.19,,0.29912096,28.97,100.0,100,1,1.0,0.48700422,9.999998,716.5461916923523,849.8547,1.057864,100.0,106580.28,279.5581,1.0
1.5490283,-147.61823,-147.61823,258.6337,1300,21529,9.999999,1.1280192,356.4261769679126,1.2268106,1.0,-209877.31,13,-191686.84,,0.18301375,36.66,100.0,100,1,1.0,0.66775155,9.999999,782.2331821918488,1259.6166,1.0204339,100.0,174750.6,356.42618,1.0
1.7509787,-191.37544,-191.37544,289.97437,1400,25182,10.0,1.1139752,355.13175856209784,1.213561,1.0,-230739.69,14,-214782.4,,0.21529923,36.53,100.0,100,1,1.0,0.4948244,10.0,825.8618862628937,1429.4429,1.0439724,100.0,193107.67,355.1317,1.0
1.9373401,-138.53699,-138.53699,238.49063,1500,29011,9.999999,1.1262527,372.7211019042344,1.2134876,1.0,-210503.72,15,-195838.34,,0.20230618,38.29,100.0,100,1,1.0,0.445253,9.999999,842.9527819156647,1209.5969,1.0395705,100.0,180232.7,372.7211,1.0
1.5302838,-144.63884,-144.63884,282.14056,1600,33431,9.999999,1.0881047,431.798290321638,1.2010506,1.0,-281247.25,16,-256773.77,,0.14482637,44.2,100.0,100,1,1.0,0.5490093,9.999999,887.2703206539154,1229.5535,0.99311084,100.0,240924.38,431.79828,1.0
1.3842798,-162.55577,-162.55577,304.17352,1700,38328,9.999999,1.0587863,479.47991961024013,1.1916671,1.0,-338874.3,17,-325551.72,,0.120229036,48.97,100.0,100,1,1.0,0.550889,9.999999,917.1004123687744,1279.4276,1.0093325,100.0,308623.25,479.47992,1.0
1.3010656,-152.14941,-152.14941,290.3483,1800,42766,9.999999,1.0746758,433.60258015116574,1.1887218,1.0,-289026.7,18,-271332.8,,0.13354985,44.38,100.0,100,1,1.0,0.69922125,9.999999,956.7407479286194,1289.5604,1.0048196,100.0,254006.58,433.60263,1.0
1.0,-167.16493,-167.16493,286.69675,1900,47537,9.999997,0.99999404,466.8735971694981,1.1783576,1.0,-318191.84,19,-318191.84,9.980181,,47.71,100.0,100,1,1.0,1.0,9.999997,992.3350801467896,1339.2377,1.0,100.0,300165.97,466.87357,1.0
1.4067444,-160.53702,-160.53702,323.8447,2000,52370,9.999999,1.091994,473.0854703731113,1.1783576,1.0,-346722.9,20,-319640.72,9.97955,0.15270437,48.33,100.0,100,1,1.0,0.6104116,9.999999,1000.6459906101227,1339.6747,1.0022836,100.0,300791.6,473.08542,1.0
1.0,-197.05377,-197.05377,318.2109,2100,57571,10.0,0.9999957,509.8708675269468,1.1717527,1.0,-389914.5,21,-389914.5,9.980614,,52.01,100.0,100,1,1.0,1.0,10.0,1039.9331667423248,1689.5067,1.0,100.0,361226.44,509.87085,1.0
1.0,-168.28064,-168.28064,277.17734,2200,62415,10.0,0.99999595,474.194439902856,1.1717527,1.0,-322229.9,22,-322229.9,19.963547,,48.44,100.0,100,1,1.0,1.0,10.0,1048.0755574703217,1429.6625,1.0,100.0,301687.62,474.19443,1.0
1.0,-199.0274,-199.0274,312.07538,2300,67405,9.999999,0.99999595,488.77691233306587,1.1717527,1.0,-367395.9,23,-367395.9,,,49.9,100.0,100,1,1.0,1.0,9.999999,1056.171326160431,1759.1521,1.0,100.0,336293.9,488.77692,1.0
1.0000458,-212.8738,-212.8738,360.70715,2400,72724,9.999998,0.9999919,521.6703057684755,1.1717527,1.0,-435512.75,24,-435510.47,,1.8942817e-05,53.19,100.0,100,1,1.0,0.9999237,9.999998,1063.4514842033386,1819.2456,1.0000008,100.0,402247.3,521.6703,1.0
1.0,-147.15681,-147.15681,259.53845,2500,77663,9.999999,0.99999726,483.678802556999,1.1717527,1.0,-318280.8,25,-318280.8,,,49.39,100.0,100,1,1.0,1.0,9.999999,1077.8690621852875,1299.6292,1.0,100.0,301305.38,483.6788,1.0
1.5280088,-131.35522,-131.35522,273.2034,2600,82375,10.0,1.0610977,460.9778302826504,1.1717527,1.0,-299968.75,26,-289442.94,,0.16681615,47.12,100.0,100,1,1.0,0.60353947,10.0,1085.4540243148804,1129.7714,1.013268,100.0,276228.72,460.97784,1.0
1.0000458,-220.67606,-220.67606,313.82855,2700,87813,10.0,1.0000079,533.5554665167277,1.1718137,1.0,-421750.7,27,-421748.84,,1.9523191e-05,54.38,100.0,100,1,1.0,0.9999542,10.0,1106.1415321826935,1959.2659,1.0000004,100.0,383168.06,533.5555,1.0
1.0000305,-183.51144,-183.51144,329.61298,2800,93026,10.0,1.000009,511.0752266471738,1.1718137,1.0,-390095.3,28,-390094.3,,9.353555e-06,52.13,100.0,100,1,1.0,0.9999695,10.0,1122.1377890110016,1419.5464,0.9999992,100.0,369841.6,511.0753,1.0
1.0000076,-192.83072,-192.83072,324.5995,2900,97951,10.0,1.0000083,482.2783090921041,1.1718137,1.0,-368367.62,29,-368367.12,9.979959,4.2954566e-06,49.25,100.0,100,1,1.0,0.99998474,10.0,1131.6758575439453,1739.4792,0.99999887,100.0,337956.7,482.27832,1.0
1.354371,-128.53276,-128.53276,264.6761,3000,102492,9.999998,1.065961,443.88791260541757,1.1718137,1.0,-279458.94,30,-269462.28,9.97967,0.12335598,45.41,100.0,100,1,1.0,0.5463435,9.999998,1142.4691801071167,1109.3679,0.99821734,100.0,256691.89,443.88788,1.0
1.0000019,-162.45819,-162.45819,329.22995,3100,107260,9.999999,1.000007,466.571686860473,1.1656967,1.0,-347486.34,31,-347486.34,9.981827,1.9073487e-07,47.68,100.0,100,1,1.0,1.0,9.999999,1171.2475628852844,1459.3652,1.0,100.0,326081.5,466.5717,1.0
1.0,-156.76346,-156.76346,302.10892,3200,112505,9.999999,1.0000077,514.2589850085328,1.1656967,1.0,-375976.2,32,-375976.2,,,52.45,100.0,100,1,1.0,1.0,9.999999,1181.4131247997284,1419.2429,1.0,100.0,355732.12,514.259,1.0
1.0,-164.31186,-164.31186,306.89047,3300,117899,9.999999,1.0000077,529.1658507149507,1.1656967,1.0,-395894.3,33,-395894.3,19.966305,,53.94,100.0,100,1,1.0,1.0,9.999999,1190.5048036575317,1469.2587,1.0,100.0,374198.25,529.1659,1.0
1.0000076,-176.32895,-176.32895,316.44217,3400,122934,10.0,1.000007,493.272186937331,1.1656967,1.0,-367264.5,34,-367263.9,,3.627725e-06,50.35,100.0,100,1,1.0,0.9999695,10.0,1198.49325633049,1539.2197,0.9999995,100.0,343452.5,493.2722,1.0
1.0000153,-153.0002,-153.0002,305.54947,3500,128035,10.0,1.0000075,499.8794311704439,1.1656967,1.0,-360740.2,35,-360739.66,19.965408,4.2598936e-06,51.01,100.0,100,1,1.0,0.99998474,10.0,1214.3043930530548,1319.5642,0.9999988,100.0,343239.38,499.87946,1.0
