Inner Iteration,MinIW,MeanIW,ESSRenyiArithmetic,EpRewMean,EmpiricalD2Arithmetic,ESSRenyiHarmonic,InitialReturnMin,Iteration,MeanD2-0,EpLenMean,ReturnMeanIW,TimeElapsed,InitialReturnMax,MinTargetPdf,StdIW,DivergenceHarmonic,EpisodesSoFar,EmpiricalD2Harmonic,MeanEntropy,MinBehavPdf,EpThisIter,TimestepsSoFar,ReturnStepMaxmin,ReturnStepMax,InitialReturnStd,InitialBound,Bound,InitialReturnMean,MaxIW
9,0.99993896,0.99999964,100.0,934.4882723418773,1.0,100.0,9.98085,146,1.0,94.48,1094602.8,12153.849476575851,3668.9453,-451.5927,1.8266614e-05,0.99998903,145900,1.0,1.2146127,-451.5927,100,10014703,9.999999,9.999999,470.46674,-1229891.8,-1229891.8,934.4883,1.000061
10,0.99993896,0.9999988,100.0,954.3656218902489,1.0,100.0,9.981347,146,1.0,96.47,1043427.4,12158.387911558151,2209.1924,-268.6202,2.0300666e-05,0.9999888,146000,1.0,1.2146127,-268.6202,100,10024350,10.0,10.0,364.16623,-1092478.2,-1092478.2,954.3656,1.000061
1,0.9999695,0.99999845,100.0,902.8003716936921,1.0,100.0,,147,1.0,91.31,952067.2,12162.316901683807,2319.2744,-276.96378,7.628985e-06,0.9999894,146100,1.0,1.2146127,-276.96378,100,10033481,10.0,10.0,370.16357,-1006130.5,-1006128.25,902.8003,1.0000305
2,0.9999695,0.9999997,100.0,907.8723801963225,1.0,100.0,19.969173,147,1.0,91.82,977900.44,12168.128057479858,2369.2246,-274.03442,1.3862195e-05,0.9999893,146200,1.0,1.2146127,-274.03442,100,10042663,10.0,10.0,392.0049,-1034315.2,-1034315.2,907.8723,1.000061
3,0.9999695,1.0000002,100.0,829.2167418627838,1.0,100.0,9.979112,147,1.0,83.95,794393.56,12173.132012367249,2009.4624,-251.03369,9.12156e-06,0.99998987,146300,1.0,1.2146127,-251.03369,100,10051058,10.0,10.0,326.79337,-834977.6,-834976.2,829.21674,1.0000305
4,0.9999695,1.0000014,100.0,746.9365711425878,1.0,100.0,,147,1.0,75.72,678028.75,12180.29532790184,1849.5563,-239.41707,1.1042359e-05,0.9999912,146400,1.0,1.2146127,-239.41708,100,10058630,10.0,10.0,346.57434,-712410.25,-712409.5,746.9366,1.0000305
5,0.99993896,1.0000019,100.0,818.5151087244858,1.0,100.0,,147,1.0,82.88,797652.4,12186.447967529297,1759.5221,-205.8135,2.2350721e-05,0.9999901,146500,1.0,1.2146127,-205.81348,100,10066918,10.0,10.0,357.3331,-828769.06,-828767.4,818.51514,1.000061
6,0.99993896,1.0000075,100.0,807.0262064832866,1.0,100.0,9.979405,147,1.0,81.73,788856.0,12193.638158082962,1579.6666,-197.14616,2.0073188e-05,0.99999046,146600,1.0,1.2146127,-197.14615,100,10075091,10.0,10.0,370.88956,-813935.06,-813935.06,807.0262,1.000061
7,0.99993896,1.0000012,100.0,897.502272175931,1.0,100.0,,147,1.0,90.78,949243.9,12197.942241668701,2219.4097,-259.07452,2.1379452e-05,0.9999896,146700,1.0,1.2146127,-259.07455,100,10084169,10.0,10.0,379.1217,-998751.4,-998749.56,897.50226,1.000061
8,0.99990845,0.9999991,100.0,824.0280109650895,1.0,100.0,9.979488,147,1.0,83.43,801446.1,12203.244264125824,1909.2808,-237.35716,2.4314912e-05,0.9999902,146800,1.0,1.2146127,-237.35721,100,10092512,10.0,10.0,349.8956,-838089.5,-838083.1,824.02795,1.000061
9,0.99990845,0.99999434,100.0,838.6159255182793,1.0,100.0,,147,1.0,84.89,833176.1,12210.395755052567,2089.6062,-238.3548,3.1665437e-05,0.9999901,146900,1.0,1.2146127,-238.3548,100,10101001,10.0,10.0,360.4282,-877064.56,-877060.44,838.61584,1.0000763
10,0.99990845,1.0000033,100.0,811.1182600457425,1.0,100.0,,147,1.0,82.14,773081.7,12215.534831523895,1839.4071,-216.85846,3.6231562e-05,0.99999046,147000,1.0,1.2146127,-216.85846,100,10109215,9.999999,9.999999,339.3685,-807086.2,-807086.2,811.1183,1.0001221
1,0.9999695,0.999999,100.0,829.2195172258955,1.0,100.0,,148,1.0,83.95,822313.1,12220.712387084961,2039.4233,-257.65564,1.0024878e-05,0.9999901,147100,1.0,1.2146127,-257.65564,100,10117610,10.0,10.0,367.02768,-864116.1,-864114.94,829.2195,1.0000305
2,0.99993896,1.0000024,100.0,845.021775515051,1.0,100.0,9.980758,148,1.0,85.53,810026.7,12225.668847560883,1849.6075,-205.0538,1.7274953e-05,0.99998987,147200,1.0,1.2146127,-205.05382,100,10126163,10.0,10.0,309.77725,-844410.5,-844409.3,845.0217,1.000061
3,0.99993896,0.9999973,100.0,923.4733776608359,1.0,100.0,,148,1.0,93.38,985259.2,12231.259413719177,2659.0254,-316.23923,1.9640298e-05,0.99998903,147300,1.0,1.2146127,-316.2392,100,10135501,9.999999,9.999999,363.95508,-1056319.1,-1056319.1,923.47345,1.0000305
4,0.99993896,1.0000013,100.0,875.8133553206347,1.0,100.0,,148,1.0,88.61,942196.3,12235.803505897522,2409.5352,-282.43378,1.9462244e-05,0.9999894,147400,1.0,1.2146127,-282.43378,100,10144362,9.999999,9.999999,418.5053,-1000548.8,-1000547.06,875.81335,1.000061
5,0.9999695,0.9999987,100.0,834.1336620490652,1.0,100.0,,148,1.0,84.44,831750.75,12241.781315088272,2339.4622,-276.2904,1.6470342e-05,0.9999902,147500,1.0,1.2146127,-276.2904,100,10152806,10.0,10.0,368.74298,-886757.0,-886757.0,834.13367,1.000061
6,0.9999695,0.99999964,100.0,855.0253881572321,1.0,100.0,,148,1.0,86.53,847864.56,12246.76826119423,1729.5972,-224.46445,1.5389047e-05,0.9999896,147600,1.0,1.2146127,-224.46446,100,10161459,10.0,10.0,341.75253,-877930.94,-877930.2,855.0253,1.000061
7,0.9999695,1.0000011,100.0,849.8137313799963,1.0,100.0,9.979883,148,1.0,86.01,852266.44,12253.548371076584,1959.1514,-250.2567,1.576109e-05,0.99998987,147700,1.0,1.2146127,-250.2567,100,10170060,10.0,10.0,360.6719,-890842.4,-890842.4,849.8137,1.0000305
8,0.99993896,1.0000005,100.0,858.9065770593272,1.0,100.0,,148,1.0,86.92,904502.2,12258.741463661194,2029.5547,-256.2342,1.828756e-05,0.99998975,147800,1.0,1.2146127,-256.2342,100,10178752,10.0,10.0,408.38977,-945900.5,-945900.44,858.9066,1.000061
9,0.9999695,1.0000039,100.0,832.513779170366,1.0,100.0,19.965374,148,1.0,84.28,807656.0,12264.38847565651,1979.469,-255.9784,1.7417697e-05,0.9999902,147900,1.0,1.2146127,-255.9784,100,10187180,9.999999,9.999999,338.48587,-847037.7,-847036.2,832.51373,1.0000458
10,0.99993896,0.9999974,100.0,890.720501250343,1.0,100.0,,148,1.0,90.1,942286.75,12270.598350763321,2199.0344,-296.08334,1.6470256e-05,0.99998987,148000,1.0,1.2146127,-296.08337,100,10196190,10.0,10.0,385.88055,-990888.44,-990887.6,890.7205,1.000061
1,0.9999695,0.999999,100.0,904.4929081660521,1.0,100.0,9.981674,149,1.0,91.48,932929.7,12277.148595809937,1839.329,-221.23116,9.987213e-06,0.9999894,148100,1.0,1.2146127,-221.23116,100,10205338,10.0,10.0,338.85754,-966933.4,-966931.25,904.4929,1.0000305
2,0.9999695,0.9999978,100.0,861.1154701610144,1.0,100.0,,149,1.0,87.14,880204.44,12283.145495891571,2059.4565,-239.99783,1.1784783e-05,0.99998987,148200,1.0,1.2146127,-239.99783,100,10214052,9.999999,9.999999,372.4071,-922831.5,-922831.5,861.11554,1.0000305
3,0.9999695,0.99999774,100.0,837.5127269186789,1.0,100.0,9.97998,149,1.0,84.78,849024.1,12288.927891254425,1949.5641,-229.13423,1.1654328e-05,0.9999902,148300,1.0,1.2146127,-229.13423,100,10222530,10.0,10.0,384.1856,-887223.9,-887223.44,837.51276,1.0000305
4,0.9999695,1.0000001,100.0,843.8087030721191,1.0,100.0,,149,1.0,85.41,811467.06,12294.31430029869,1619.3574,-209.87003,1.1394737e-05,0.99998987,148400,1.0,1.2146127,-209.87004,100,10231071,10.0,10.0,315.3633,-837823.1,-837822.25,843.8088,1.0000305
5,0.99993896,0.99999726,100.0,802.2340535158997,1.0,100.0,,149,1.0,81.25,793895.56,12300.012125492096,2459.4023,-302.3394,2.8679484e-05,0.9999907,148500,1.0,1.2146127,-302.3394,100,10239196,10.0,10.0,387.71347,-854691.7,-854686.6,802.2341,1.000061
6,0.99990845,1.0000025,100.0,920.1017946183933,1.0,100.0,,149,1.0,93.04,969232.0,12308.662611484528,2009.1802,-237.48643,4.0830135e-05,0.9999893,148600,1.0,1.2146127,-237.48642,100,10248500,9.999999,9.999999,350.2084,-1009805.75,-1009803.2,920.1018,1.0000992
7,0.9999237,1.0000014,100.0,870.0138082523501,1.0,100.0,,149,1.0,88.03,899526.3,12319.50707936287,2479.3867,-307.70096,3.8632992e-05,0.9999895,148700,1.0,1.2146127,-307.701,100,10257303,10.0,10.0,377.62323,-961309.25,-961309.25,870.01373,1.0000916
8,0.9998779,0.9999992,100.0,870.6892311582284,1.0,100.0,,149,1.0,88.1,878752.25,12324.385689020157,2139.185,-264.0514,5.1405692e-05,0.9999895,148800,1.0,1.2146127,-264.05133,100,10266113,10.0,10.0,347.35422,-924743.7,-924743.7,870.6892,1.0001221
9,0.99990845,1.0000045,100.0,894.3972387677215,1.0,100.0,19.980171,149,1.0,90.47,944046.7,12329.267388105392,2569.0254,-315.52875,4.5154466e-05,0.9999893,148900,1.0,1.2146127,-315.52875,100,10275160,10.0,10.0,379.59912,-1010377.75,-1010377.75,894.39734,1.0001221
10,0.9998779,1.0000026,100.0,858.7111026085231,1.0,100.0,,149,1.0,86.9,892308.0,12333.67990899086,2119.4768,-252.13239,4.086155e-05,0.9999896,149000,1.0,1.2146127,-252.1324,100,10283850,9.999999,9.999999,393.6017,-937455.9,-937455.9,858.7111,1.0001221
1,0.9999695,0.9999995,100.0,816.8286277469028,1.0,100.0,9.979668,150,1.0,82.71,756533.4,12338.506112575531,1749.4244,-226.78299,6.9879015e-06,0.9999902,149100,1.0,1.2146127,-226.78299,100,10292121,10.0,10.0,298.87308,-787292.94,-787292.25,816.82874,1.0000153
2,0.9999695,0.99999917,100.0,818.3284575800301,1.0,100.0,9.979813,150,1.0,82.86,830167.2,12344.80808186531,1739.4197,-199.94745,1.0392343e-05,0.9999902,149200,1.0,1.2146127,-199.94745,100,10300407,9.999999,9.999999,400.63202,-860575.25,-860575.25,818.3284,1.0000305
3,0.9999695,0.99999946,100.0,889.4014592440749,1.0,100.0,,150,1.0,89.97,979569.75,12349.55995130539,2459.1763,-303.44055,1.1257202e-05,0.9999894,149300,1.0,1.2146127,-303.44058,100,10309404,10.0,10.0,434.20294,-1040349.56,-1040349.56,889.4015,1.000061
4,0.99993896,0.9999974,100.0,848.3043713143968,1.0,100.0,,150,1.0,85.86,889030.25,12354.268470287323,2229.4502,-277.23773,1.2162152e-05,0.99998987,149400,1.0,1.2146127,-277.23773,100,10317990,9.999999,9.999999,411.59946,-938984.9,-938984.9,848.3044,1.0000305
5,0.9999695,1.0000007,100.0,872.017223614705,1.0,100.0,,150,1.0,88.23,915892.06,12359.016192913055,2879.4854,-338.50345,1.1355459e-05,0.99998987,149500,1.0,1.2146127,-338.50345,100,10326813,10.0,10.0,394.3064,-999223.7,-999223.7,872.0173,1.0000305
6,0.99993896,0.9999995,100.0,820.2263730190739,1.0,100.0,,150,1.0,83.05,814896.0,12363.396043539047,2289.375,-294.18036,1.29819955e-05,0.99999034,149600,1.0,1.2146127,-294.18036,100,10335118,9.999999,9.999999,376.999,-867575.6,-867572.2,820.2263,1.0000305
7,0.99993896,0.9999968,100.0,837.2233441282192,1.0,100.0,,150,1.0,84.75,835977.44,12371.048649072647,1979.5566,-249.63072,1.4425152e-05,0.99999,149700,1.0,1.2146127,-249.6307,100,10343593,9.999999,9.999999,367.47678,-875362.75,-875361.1,837.22345,1.0000305
8,0.9999695,0.9999993,100.0,840.0133943071501,1.0,100.0,,150,1.0,85.03,804783.94,12379.166136026382,1749.5781,-205.1608,1.4358901e-05,0.99998987,149800,1.0,1.2146127,-205.1608,100,10352096,10.0,10.0,314.90164,-835548.25,-835548.25,840.01337,1.0000305
9,0.9999695,1.000001,100.0,796.1277389377468,1.0,100.0,,150,1.0,80.64,780668.25,12384.261103153229,2878.8638,-353.15527,1.5480988e-05,0.99999034,149900,1.0,1.2146127,-353.15527,100,10360160,10.0,10.0,383.2075,-863963.94,-863963.94,796.1277,1.000061
10,0.99993896,0.9999998,100.0,880.209539041131,1.0,100.0,9.981188,150,1.0,89.05,886196.06,12389.291989564896,1859.5872,-212.11034,1.5641353e-05,0.99998975,150000,1.0,1.2146127,-212.11035,100,10369065,10.0,10.0,333.80734,-920950.75,-920950.75,880.2096,1.000061
1,0.9999695,0.99999833,100.0,863.2169786058734,1.0,100.0,,151,1.0,87.35,899795.56,12393.222069978714,2259.5024,-263.3509,6.4117753e-06,0.99998975,150100,1.0,1.2146127,-263.3509,100,10377800,9.999999,9.999999,393.2602,-951107.56,-951106.0,863.217,1.0000153
2,0.99993896,0.99999917,100.0,863.3167207373742,1.0,100.0,9.982591,151,1.0,87.36,909139.5,12397.845087051392,1959.4746,-233.66306,2.2909768e-05,0.9999901,150200,1.0,1.2146127,-233.66306,100,10386536,9.999999,9.999999,404.7563,-947733.6,-947728.1,863.3167,1.0000458
3,0.9998779,0.9999915,100.0,922.493576108453,1.0,100.0,,151,1.0,93.28,980461.4,12408.367325544357,2209.5125,-270.1407,4.0243372e-05,0.9999888,150300,1.0,1.2146127,-270.14062,100,10395864,9.999999,9.999999,359.8311,-1029527.8,-1029526.5,922.4935,1.0001221
4,0.9998932,1.0000031,100.0,835.6141001758916,1.0,100.0,,151,1.0,84.59,849452.56,12414.271045923233,1849.3876,-237.0235,3.7853446e-05,0.9999902,150400,1.0,1.2146127,-237.0235,100,10404323,10.0,10.0,388.84387,-883827.06,-883827.06,835.6141,1.0001221
5,0.99990845,0.9999976,100.0,865.3015223934715,1.0,100.0,9.981656,151,1.0,87.56,943034.3,12418.915909290314,2329.3208,-276.00543,3.6648744e-05,0.9999896,150500,1.0,1.2146127,-276.00543,100,10413079,9.999999,9.999999,440.78177,-997566.4,-997564.75,865.3015,1.0000916
6,0.9998932,0.99999326,100.0,756.3405954557176,1.0,100.0,,151,1.0,76.66,700449.6,12424.00502371788,1909.6294,-226.10463,3.83565e-05,0.99999094,150600,1.0,1.2146127,-226.10464,100,10420745,9.999999,9.999999,358.3309,-737100.0,-737100.0,756.3406,1.0001221
7,0.99990845,1.0000023,100.0,846.1212829376657,1.0,100.0,9.97985,151,1.0,85.64,824171.06,12428.696001052856,1849.5049,-234.59988,3.9337152e-05,0.99999,150700,1.0,1.2146127,-234.59988,100,10429309,10.0,10.0,329.00833,-858550.06,-858549.9,846.1213,1.0000916
8,0.9998779,0.99999374,100.0,935.5886018616397,1.0,100.0,19.966637,151,1.0,94.59,1067291.0,12434.364728212357,2259.3003,-298.0142,3.636175e-05,0.9999888,150800,1.0,1.2146127,-298.0142,100,10438768,10.0,10.0,438.14984,-1118592.4,-1118592.2,935.5886,1.0000763
9,0.9998932,1.0000027,100.0,829.7219101506709,1.0,100.0,,151,1.0,84.0,825567.56,12440.148574113846,2199.4084,-295.93436,3.6839127e-05,0.9999902,150900,1.0,1.2146127,-295.93436,100,10447168,10.0,10.0,370.29913,-874185.0,-874185.0,829.7219,1.0000916
10,0.9998779,0.9999962,100.0,803.4303034675709,1.0,100.0,,151,1.0,81.37,742126.75,12444.124671936035,1549.6157,-194.31326,3.81897e-05,0.99999046,151000,1.0,1.2146127,-194.31326,100,10455305,10.0,10.0,310.8493,-766261.2,-766260.7,803.43024,1.0000916
1,0.99993896,0.9999959,100.0,885.0130129080027,1.0,100.0,,152,1.0,89.53,899817.8,12450.128070354462,2049.5615,-231.78125,1.9440433e-05,0.9999896,151100,1.0,1.2146127,-231.78125,100,10464258,10.0,10.0,341.4373,-942045.9,-942036.25,885.01306,1.0000305
2,0.9998474,0.99999654,100.0,804.5288092391538,1.0,100.0,,152,1.0,81.48,774738.8,12459.942614078522,1819.3804,-236.87161,5.417134e-05,0.99999046,151200,1.0,1.2146127,-236.87161,100,10472406,10.0,10.0,357.04407,-808013.1,-808006.9,804.52893,1.0002136
3,0.99969494,0.9999916,100.0,913.0019486728056,1.0,100.0,99.946014,152,1.0,92.33,974186.75,12469.303298950195,1899.6025,-223.03699,8.196922e-05,0.9999889,151300,1.0,1.2146127,-223.03702,100,10481639,10.0,10.0,375.01807,-1010453.25,-1010453.25,913.0019,1.0002136
4,0.99981695,1.0000069,100.0,843.7192359448967,1.0,100.0,9.980516,152,1.0,85.4,875963.4,12473.681591510773,2119.4165,-261.8294,7.5282995e-05,0.9999901,151400,1.0,1.2146127,-261.82944,100,10490179,10.0,10.0,405.09225,-921108.7,-921108.7,843.7193,1.0002136
5,0.99981695,1.0000099,100.0,861.0144702780457,1.0,100.0,,152,1.0,87.13,852296.2,12478.489993810654,1939.541,-233.85823,6.826401e-05,0.9999896,151500,1.0,1.2146127,-233.85825,100,10498892,9.999999,9.999999,333.08572,-890104.1,-890103.7,861.01447,1.0001678
6,0.99978644,1.0000004,100.0,849.3105916917889,1.0,100.0,,152,1.0,85.96,898964.75,12484.4239859581,2369.2107,-284.6464,7.171785e-05,0.99998987,151600,1.0,1.2146127,-284.64633,100,10507488,9.999999,9.999999,421.4731,-955378.8,-955378.8,849.31055,1.0002136
7,0.99981695,1.0000099,100.0,841.4271098969507,1.0,100.0,,152,1.0,85.17,842965.56,12488.608305692673,1959.4926,-221.1495,8.187682e-05,0.99999,151700,1.0,1.2146127,-221.14944,100,10516005,9.999999,9.999999,367.3801,-881557.9,-881554.94,841.4271,1.0002289
8,0.99983215,0.9999938,100.0,816.1226576685708,1.0,100.0,,152,1.0,82.64,806945.9,12493.772208213806,2788.7893,-355.29065,6.869913e-05,0.9999902,151800,1.0,1.2146127,-355.29065,100,10524269,9.999999,9.999999,375.3658,-885111.94,-885110.75,816.1227,1.0001221
9,0.99954236,0.9999919,100.0,841.5167586559368,1.0,100.0,,152,1.0,85.18,816919.0,12499.004061460495,1799.4114,-212.48547,9.325166e-05,0.9999901,151900,1.0,1.2146127,-212.4854,100,10532787,10.0,10.0,329.83725,-849462.9,-849460.75,841.5167,1.0002136
10,0.99983215,0.9999993,100.0,849.1214858223943,1.0,100.0,9.979135,152,1.0,85.94,817216.7,12506.335622310638,1599.5859,-196.25645,8.6078166e-05,0.99998987,152000,1.0,1.2146127,-196.2565,100,10541381,9.999999,9.999999,310.1873,-842933.4,-842932.2,849.1216,1.0001984
1,0.9999695,0.99999917,100.0,849.9083830089363,1.0,100.0,19.966413,153,1.0,86.02,828681.5,12513.906085968018,1729.3813,-214.08005,5.9014737e-06,0.99999,152100,1.0,1.2146127,-214.08005,100,10549983,9.999999,9.999999,326.09543,-858740.56,-858739.6,849.9084,1.0000153
2,0.9999695,0.99999994,100.0,823.5135224123492,1.0,100.0,9.980413,153,1.0,83.38,780328.1,12520.103885650635,1869.3501,-227.10648,9.85907e-06,0.99999046,152200,1.0,1.2146127,-227.10648,100,10558321,10.0,10.0,319.61395,-815449.06,-815448.7,823.5136,1.0000305
3,0.9999695,0.9999994,100.0,860.416393391065,1.0,100.0,9.980277,153,1.0,87.07,912104.56,12525.5072453022,2739.3193,-327.45282,9.7861175e-06,0.99998975,152300,1.0,1.2146127,-327.45282,100,10567028,10.0,10.0,414.47485,-987521.0,-987520.94,860.4164,1.0000305
4,0.9999695,1.0000012,100.0,798.8287813862382,1.0,100.0,,153,1.0,80.91,751010.5,12531.361684322357,2109.2517,-263.48828,9.598147e-06,0.99999046,152400,1.0,1.2146127,-263.48828,100,10575119,9.999999,9.999999,335.97952,-795723.9,-795723.9,798.82874,1.0000305
5,0.9999695,0.99999976,100.0,852.6112093243105,1.0,100.0,,153,1.0,86.29,855918.56,12535.719918727875,2089.5183,-229.91713,8.662309e-06,0.9999901,152500,1.0,1.2146127,-229.91713,100,10583748,10.0,10.0,359.12845,-899799.2,-899799.2,852.61115,1.0000305
6,0.99998474,1.0000018,100.0,849.8139914127988,1.0,100.0,,153,1.0,86.01,856114.7,12539.257564544678,2099.435,-255.85687,6.5063814e-06,0.99998975,152600,1.0,1.2146127,-255.85687,100,10592349,10.0,10.0,365.96378,-900412.8,-900412.8,849.81396,1.0000305
7,0.99993896,0.9999992,100.0,839.0148405393363,1.0,100.0,,153,1.0,84.93,806896.25,12543.600031614304,1759.6443,-210.74738,1.5201559e-05,0.9999789,152700,1.0,1.2146127,-210.74738,100,10600842,10.0,10.0,320.86047,-838016.2,-838015.4,839.01483,1.0000305
8,0.99990845,0.9999991,100.0,861.5276904130073,1.0,100.0,9.980785,153,1.0,87.18,885639.8,12549.460305929184,2349.3496,-293.40866,2.2312122e-05,1.0000135,152800,1.0,1.2146127,-293.40863,100,10609560,10.0,10.0,378.70306,-941112.7,-941112.7,861.5276,1.0000458
9,0.9999237,0.99999964,100.0,884.2048475266793,1.0,100.0,,153,1.0,89.45,914793.2,12554.450000047684,2559.2295,-298.96527,2.1807948e-05,1.0000137,152900,1.0,1.2146127,-298.96527,100,10618505,10.0,10.0,364.6602,-980621.6,-980620.1,884.20483,1.000061
10,0.99993896,0.99999964,100.0,853.7119006084666,1.0,100.0,9.981489,153,1.0,86.4,844385.6,12560.95652103424,1909.5792,-218.69223,2.2391212e-05,1.0000135,153000,1.0,1.2146127,-218.69223,100,10627145,10.0,10.0,339.948,-881035.1,-881034.5,853.71185,1.000061
1,0.9999695,0.99999994,100.0,845.8148035830272,1.0,100.0,,154,1.0,85.61,830999.75,12566.702008724213,1769.5608,-215.1117,4.382121e-06,1.0000222,153100,1.0,1.2146127,-215.1117,100,10635706,9.999999,9.999999,339.996,-862471.5,-862471.3,845.8148,1.0000153
2,0.9999695,0.9999967,100.0,876.8060450910838,1.0,100.0,,154,1.0,88.71,873024.25,12571.728377580643,1749.2408,-224.56844,1.2499599e-05,1.0000228,153200,1.0,1.2146127,-224.56844,100,10644577,10.0,10.0,322.8622,-903781.1,-903777.2,876.806,1.0000305
3,0.9999695,1.0000001,100.0,875.4983951452002,1.0,100.0,,154,1.0,88.58,928791.9,12578.460272073746,2279.5437,-285.05444,1.6941129e-05,1.0000228,153300,1.0,1.2146127,-285.05444,100,10653435,10.0,10.0,402.85565,-981020.5,-981017.44,875.4984,1.000061
4,0.99993896,1.0000007,100.0,901.8035104147373,1.0,100.0,,154,1.0,91.21,917789.2,12584.379950523376,1919.5406,-237.46725,1.7863313e-05,1.0000234,153400,1.0,1.2146127,-237.46725,100,10662556,10.0,10.0,323.3256,-954821.6,-954821.6,901.8035,1.000061
5,0.9999695,1.0000014,100.0,852.8180045144843,1.0,100.0,9.979348,154,1.0,86.31,863634.94,12588.312123298645,1739.5308,-224.1532,1.7515702e-05,1.0000222,153500,1.0,1.2146127,-224.15321,100,10671187,9.999999,9.999999,369.2383,-894048.4,-894047.4,852.81805,1.000061
6,0.9998779,0.9999973,100.0,898.3840190611268,1.0,100.0,,154,1.0,90.87,969010.9,12593.56415963173,2539.1165,-313.62115,2.0964657e-05,1.0000238,153600,1.0,1.2146127,-313.6211,100,10680274,9.999999,9.999999,402.40018,-1033808.0,-1033807.56,898.384,1.000061
7,0.99993896,0.99999833,100.0,808.8195301608889,1.0,100.0,9.979116,154,1.0,81.91,798705.9,12599.133707761765,2069.3477,-252.23474,2.116303e-05,1.0000215,153700,1.0,1.2146127,-252.23474,100,10688465,9.999999,9.999999,380.1608,-841746.5,-841744.06,808.8195,1.0000458
8,0.99990845,0.99999535,100.0,938.7916097958072,1.0,100.0,9.982176,154,1.0,94.91,983012.3,12604.94439458847,1909.4492,-241.11908,3.2545042e-05,1.0000241,153800,1.0,1.2146127,-241.11905,100,10697956,10.0,10.0,318.89835,-1019657.0,-1019656.4,938.7916,1.0000763
9,0.99990845,1.0000014,100.0,808.3284171158806,1.0,100.0,,154,1.0,81.86,778542.3,12612.049743890762,1689.5819,-202.99213,3.003554e-05,1.0000213,153900,1.0,1.2146127,-202.99213,100,10706142,9.999999,9.999999,353.76526,-807234.94,-807233.3,808.3284,1.0001068
10,0.99990845,0.99999547,100.0,903.0821414148566,1.0,100.0,,154,1.0,91.34,981301.3,12619.833673477173,1999.5211,-244.39935,3.0314583e-05,1.0000237,154000,1.0,1.2146127,-244.39935,100,10715276,10.0,10.0,407.13037,-1021484.06,-1021484.06,903.0822,1.0000916
1,0.9999695,0.99999887,100.0,853.4171935763345,1.0,100.0,9.980019,155,1.0,86.37,850166.94,12623.34325003624,2139.4177,-252.95746,5.43512e-06,1.0000223,154100,1.0,1.2146127,-252.95746,100,10723913,10.0,10.0,349.06726,-896171.0,-896169.1,853.4172,1.0000153
2,0.9999695,0.9999968,100.0,873.7092833082826,1.0,100.0,,155,1.0,88.4,861177.2,12627.727791070938,1599.7584,-195.08566,1.0720064e-05,1.0000131,154200,1.0,1.2146127,-195.08566,100,10732753,10.0,10.0,312.74966,-886902.56,-886898.56,873.7092,1.0000305
3,0.99993896,0.9999956,100.0,892.0003892965614,1.0,100.0,,155,1.0,90.23,925936.7,12632.016026496887,2249.4463,-249.59813,1.9187897e-05,1.0000001,154300,1.0,1.2146127,-249.59813,100,10741776,10.0,10.0,360.93948,-976791.7,-976791.7,892.0005,1.0000305
4,0.99993896,0.99999505,100.0,892.9096014360694,1.0,100.0,,155,1.0,90.32,975166.6,12635.70359826088,2509.5166,-295.72943,1.9358975e-05,1.0000112,154400,1.0,1.2146127,-295.72946,100,10750808,10.0,10.0,421.76965,-1038470.06,-1038461.0,892.90967,1.000061
5,0.99990845,0.99999356,100.00024,764.8361530119496,0.9999976,100.00024,,155,0.9999976,77.51,728215.5,12641.328058481216,1919.5474,-228.89447,2.5088422e-05,0.99999666,154500,0.9999976,1.2146127,-228.89445,100,10758559,10.0,10.0,378.48517,-765250.7,-765247.7,764.8362,1.000061
6,0.99990845,0.9999951,100.00025,848.3065316303589,0.9999975,100.00025,9.982498,155,0.9999975,85.86,854311.6,12646.568388462067,2409.15,-299.82297,3.4857425e-05,0.9999964,154600,0.9999975,1.2146127,-299.823,100,10767145,9.999999,9.999999,367.0001,-912643.94,-912643.94,848.30646,1.0001221
7,0.99990845,0.99999756,100.000244,823.4331575123791,0.99999756,100.00025,9.981397,155,0.99999756,83.37,815898.3,12650.244609832764,2179.438,-292.3608,3.1775027e-05,0.9999968,154700,0.9999975,1.2146127,-292.3608,100,10775482,9.999999,9.999999,371.30133,-863643.4,-863637.0,823.4331,1.0000916
8,0.9999237,1.0000015,100.000244,820.2306377427589,0.99999756,100.00025,,155,0.99999756,83.05,795784.25,12654.851736783981,1719.5903,-214.595,3.3148168e-05,0.9999964,154800,0.9999975,1.2146127,-214.59503,100,10783787,9.999999,9.999999,350.72137,-825503.06,-825503.06,820.23065,1.0000916
9,0.99990845,0.99999946,100.00028,934.787419856253,0.9999972,100.00029,,155,0.9999972,94.51,1066104.8,12658.965265274048,3009.2134,-359.2073,3.4572116e-05,0.99999595,154900,0.99999714,1.2146127,-359.20734,100,10793238,10.0,10.0,438.4997,-1157117.0,-1157114.4,934.7874,1.0000916
10,0.9998779,0.9999951,100.00027,888.0144430149892,0.9999973,100.000275,,155,0.9999973,89.83,949059.0,12664.02119731903,2199.3162,-274.2496,3.526757e-05,0.9999963,155000,0.99999726,1.2146127,-274.24963,100,10802221,10.0,10.0,400.61597,-997673.1,-997672.5,888.01447,1.0000916
