ESSRenyiHarmonic,Bound,TimeElapsed,Inner Iteration,EmpiricalD2Harmonic,MinTargetPdf,InitialReturnMax,EpLenMean,EpRewMean,MinIW,MinBehavPdf,ReturnStepMax,StdIW,EpisodesSoFar,InitialReturnMin,EpThisIter,ReturnMeanIW,ReturnStepMaxmin,EmpiricalD2Arithmetic,Iteration,DivergenceHarmonic,InitialBound,TimestepsSoFar,ESSRenyiArithmetic,InitialReturnStd,MeanEntropy,MaxIW,InitialReturnMean,MeanIW,MeanD2-0
99.110504,-313793.16,8166.093987941742,2,1.0089748,-113.80161,969.4935,54.78,537.5992071457322,0.569218,-113.51987,9.999999,0.19431005,26200,,100,304087.2,9.999999,1.0089748,53,1.0556839,-313793.16,988251,99.110504,187.10527,1.1104271,1.6136281,537.59924,0.9809417,1.0089748
99.11,-306338.84,8170.057369470596,3,1.0089799,-127.201096,1099.7119,53.3,522.8004327791507,0.69796336,-127.04706,10.0,0.15657699,26300,9.981585,100,293851.25,10.0,1.0089799,53,1.0555452,-306343.97,993581,99.11,166.15451,1.1104271,1.4002554,522.8005,0.99224263,1.0089799
99.131325,-327720.56,8187.990351438522,4,1.0087628,-147.7523,1329.6506,54.31,532.9110755536673,0.49946693,-147.56906,9.999999,0.20383757,26400,9.9811735,100,309380.88,9.999999,1.0087628,53,1.0652916,-329624.12,999012,99.131325,198.14629,1.1104271,2.0854673,532.9111,1.0026505,1.0087628
99.016106,-289091.7,8210.997896909714,5,1.0099367,-149.541,1169.7307,52.39,513.7046067568159,0.51797056,-149.49524,10.0,0.1819003,26500,79.95978,100,274761.3,10.0,1.0099367,53,1.0859399,-296757.9,1004251,99.016106,169.71193,1.1104271,1.6551111,513.7046,0.97691363,1.0099367
100.0,-290843.12,8225.63770198822,1,1.0,-114.21998,1069.728,50.83,498.11962739228346,0.9998627,-114.21998,9.999999,6.405156e-05,26600,,100,279342.28,9.999999,1.0,54,1.0000008,-290847.47,1009334,100.0,176.7015,1.107378,1.0001526,498.11966,0.9999926,1.0
99.99968,-292175.38,8236.455676555634,2,1.0000032,-95.71777,859.67163,52.18,511.6154348463435,0.9339818,-95.71773,10.0,0.023190238,26700,9.981025,100,284740.66,10.0,1.0000032,54,1.0019261,-293470.44,1014552,99.99968,155.85468,1.107378,1.0761061,511.61542,0.9999068,1.0000032
99.9389,-272330.12,8250.322600126266,3,1.0006113,-99.8509,919.7715,49.55,485.3235663414262,0.9268549,-99.792755,10.0,0.035355993,26800,9.979084,100,263816.88,10.0,1.0006113,54,1.0025527,-273670.97,1019507,99.9389,173.818,1.107378,1.0975564,485.32355,1.0018717,1.0006113
99.916435,-315967.97,8265.106788873672,4,1.0008364,-126.43891,1129.5454,53.43,524.1062122116238,0.62891424,-126.42163,9.999998,0.14548187,26900,,100,302739.12,9.999998,1.0008364,54,1.0642984,-323369.56,1024850,99.916435,193.81384,1.107378,1.4460716,524.10626,1.0031506,1.0008364
97.98105,-300771.6,8276.937877893448,5,1.0206056,-110.85785,1039.5934,53.25,522.3064101755818,0.5090694,-110.59857,9.999999,0.23783393,27000,9.981021,100,289213.78,9.999999,1.0206056,54,1.1322236,-300772.6,1030175,97.98105,175.44815,1.107378,1.7407458,522.3064,0.94109774,1.0206056
100.0,-295623.47,8286.853177070618,1,1.0,-114.68976,989.68616,51.95,509.3094788871359,0.730935,-114.68976,10.0,0.08515869,27100,,100,285688.9,10.0,1.0,55,1.0184588,-300481.7,1035370,100.0,176.75238,1.1072218,1.3115101,509.30948,0.9858489,1.0
99.35549,-310431.1,8318.6017537117,2,1.0064869,-118.87947,1009.7473,53.91,528.9069387318189,0.7792881,-118.820564,9.999999,0.13412249,27200,,100,299906.03,9.999999,1.0064869,55,1.0549574,-326332.94,1040761,99.35549,165.32391,1.1072218,1.5822848,528.907,1.0015548,1.0064869
98.283966,-299446.62,8336.668542385101,3,1.01746,-115.321686,999.59735,52.22,512.0033444743831,0.68587494,-115.326996,10.0,0.204703,27300,,100,289256.94,10.0,1.01746,55,1.0295705,-305253.47,1045983,98.283966,162.6274,1.1072218,2.008591,512.00336,1.0322343,1.01746
99.74886,-345637.88,8347.205891370773,4,1.0025177,-174.36624,1549.7024,54.07,530.5091443908698,0.8283021,-174.30684,10.0,0.11042717,27400,,100,321316.94,10.0,1.0025177,55,1.0153182,-345638.94,1051390,99.74886,207.51523,1.1072218,1.426131,530.50916,1.0059307,1.0025177
99.757744,-331854.12,8356.093129634857,5,1.0024284,-170.73685,1579.6898,53.09,520.7079065032264,0.79280514,-170.78607,10.0,0.11702649,27500,9.980274,100,306330.2,10.0,1.0024284,55,1.0357231,-337022.0,1056699,99.757744,204.58157,1.1072218,1.3834563,520.7079,1.0055071,1.0024284
100.0,-299340.62,8376.613680362701,1,1.0,-142.7647,1219.5625,50.69,496.7181536610884,0.99996185,-142.7647,10.0,1.693114e-05,27600,9.9801035,100,284392.34,10.0,1.0,56,1.0000054,-299341.62,1061768,100.0,194.07336,1.1049157,1.0000381,496.71814,0.9999979,1.0
100.00031,-284669.0,8382.101260185242,2,0.9999969,-135.20221,1219.736,51.43,504.11623715355273,0.58474743,-135.2022,9.999998,0.19811319,27700,19.975769,100,268773.28,9.999998,0.99999696,56,1.1301408,-299291.72,1066911,100.000305,173.8133,1.1049157,1.725158,504.1162,0.9740169,0.99999696
95.74738,-350861.44,8404.026065349579,3,1.044415,-141.20209,1269.6931,55.73,547.0951900892292,0.5295262,-141.14764,9.999999,0.3134596,27800,,100,333762.53,9.999999,1.044415,56,1.1137234,-365961.06,1072484,95.74738,194.78398,1.1049157,2.9462357,547.0952,0.98285544,1.044415
98.58811,-345120.72,8418.057191371918,4,1.0143211,-160.43138,1369.4487,54.49,534.6986335127062,0.74894255,-160.63712,10.0,0.13105461,27900,,100,326087.22,10.0,1.0143211,56,1.0197401,-352037.06,1077933,98.58811,205.71796,1.1049157,1.3246231,534.6986,1.0025868,1.0143211
99.8621,-290963.1,8431.933603286743,5,1.0013809,-118.77521,1069.6858,51.57,505.51075400804586,0.79716,-118.71562,9.999999,0.07411853,28000,,100,279415.34,9.999999,1.0013809,56,1.0083363,-290963.1,1083090,99.8621,166.4652,1.1049157,1.1999519,505.51077,0.9945186,1.0013809
100.0,-313856.88,8437.049542427063,1,1.0,-132.84729,1219.6809,52.93,519.1135379741958,0.816687,-132.84729,9.999999,0.07948903,28100,,100,298777.1,9.999999,1.0,57,1.0172789,-317015.4,1088383,100.0,180.51419,1.1049341,1.1904231,519.1135,0.9919685,1.0
99.39819,-363457.1,8461.60624885559,2,1.0060545,-168.17776,1539.677,56.39,553.7066277286319,0.64033085,-168.01622,9.999998,0.13646026,28200,99.96225,100,339157.5,9.999998,1.0060545,57,1.0401956,-366001.1,1094022,99.39819,208.1078,1.1049341,1.3218367,553.7066,0.9899867,1.0060545
99.29642,-342489.94,8477.481538295746,3,1.0070857,-131.89963,1059.5956,55.46,544.4053295915202,0.6263094,-131.83163,9.999998,0.1549554,28300,,100,330963.84,9.999998,1.0070857,57,1.0433707,-342489.94,1099568,99.29642,195.52068,1.1049341,1.5147882,544.40533,0.99346757,1.0070857
99.32154,-331442.25,8481.437070846558,4,1.0068309,-174.87978,1599.5555,53.81,527.9003698549973,0.5182552,-175.12038,10.0,0.23164845,28400,,100,303570.97,10.0,1.0068309,57,1.1747661,-367944.28,1104949,99.32154,210.19849,1.1049341,1.5865157,527.9003,1.0355028,1.0068309
95.14073,-251285.64,8512.317679405212,5,1.0510745,-112.08551,1019.73004,49.27,482.5170032277902,0.3680984,-111.92555,10.0,0.32292446,28500,9.982298,100,240008.64,10.0,1.0510745,57,1.1643434,-259563.19,1109876,95.14073,145.92574,1.1049341,2.2099812,482.51697,1.0026157,1.0510745
100.0,-336496.78,8541.257753610611,1,1.0,-121.59538,1079.7183,55.41,543.8974205007424,1.0,-121.59538,9.999999,,28600,9.982707,100,324780.22,9.999999,1.0,58,0.9999871,-336496.78,1115417,100.0,170.16418,1.1030451,1.0,543.8974,1.0,1.0
100.0,-348957.3,8545.19969701767,2,1.0,-126.89488,1229.7355,55.66,546.4065213057486,0.8230547,-126.89488,10.0,0.0787151,28700,229.88034,100,333614.22,10.0,1.0,58,1.0190951,-351555.94,1120983,100.0,194.41524,1.1030451,1.191468,546.4065,1.0025357,1.0
99.37775,-318314.1,8554.560888051987,3,1.0062615,-117.44914,1069.636,53.98,529.610301689492,0.6337695,-117.44426,10.0,0.18322262,28800,239.90952,100,306596.56,10.0,1.0062615,58,1.0383973,-318316.22,1126381,99.37775,170.94528,1.1030451,1.5945367,529.6103,0.9972082,1.0062615
99.40506,-302920.25,8567.119439125061,4,1.005985,-118.08049,1089.7632,54.16,531.4126458365174,0.66538167,-118.00569,9.999999,0.16616069,28900,29.966896,100,290680.78,9.999999,1.005985,58,1.0515532,-308747.53,1131797,99.40506,156.07658,1.1030451,1.4709972,531.41266,0.97279304,1.005985
98.91916,-324410.3,8586.712943315506,5,1.0109265,-108.812256,1099.8457,56.01,549.9092292462399,0.5919292,-108.57945,9.999999,0.20304236,29000,,100,311840.3,9.999999,1.0109265,58,1.0690049,-324411.66,1137398,98.91916,159.87708,1.1030451,1.7040188,549.90924,0.97722733,1.0109265
100.0,-313020.84,8594.498568058014,1,1.0,-124.14398,1189.7542,53.45,524.3135030773423,1.0,-124.14398,10.0,,29100,149.9397,100,298794.4,10.0,1.0,59,0.99999774,-313020.84,1142743,100.0,154.5631,1.0972903,1.0,524.31354,1.0,1.0
100.0,-298457.44,8598.846992254257,2,1.0,-108.278656,1049.7664,50.98,499.6161689489477,0.99964905,-108.278656,9.999999,0.0001248937,29200,,100,287381.84,9.999999,1.0,59,0.99999654,-298465.47,1147841,100.0,194.35417,1.0972903,1.0003587,499.6161,0.9999923,1.0
100.0,-380775.9,8615.826203346252,3,1.0,-144.74573,1289.6997,58.24,572.1935757064173,0.7905704,-144.74556,9.999999,0.08260104,29300,79.949844,100,363887.3,9.999999,1.0,59,1.020627,-383955.84,1153665,100.0,199.57816,1.0972903,1.206037,572.1936,1.0040153,1.0
99.3798,-324395.06,8625.009373188019,4,1.0062407,-128.02365,1229.6699,54.14,531.2047134744328,0.8561157,-128.05032,9.999999,0.07436049,29400,79.97271,100,309054.34,9.999999,1.0062407,59,1.0189952,-330884.62,1159079,99.3798,160.32994,1.0972903,1.2307532,531.2047,1.0157173,1.0062407
99.30902,-356559.06,8634.474593877792,5,1.0069579,-145.56348,1239.6625,55.82,548.0004330515183,0.91482055,-145.71283,10.0,0.036929276,29500,19.968292,100,341013.16,10.0,1.0069579,59,1.013101,-367650.3,1164661,99.30902,196.14915,1.0972903,1.1033158,548.0004,1.0096384,1.0069579
100.0,-306438.28,8647.361361980438,1,1.0,-122.37651,1179.7439,52.67,516.5039284128272,0.5743744,-122.37651,9.999999,0.14053744,29600,,100,292087.94,9.999999,1.0,60,1.0524676,-313716.47,1169928,100.0,181.52692,1.0971507,1.44733,516.5039,1.00014,1.0
98.50428,-320266.97,8665.403873205185,2,1.0151843,-125.51047,1089.6217,54.39,533.7097437222612,0.5399619,-125.5738,9.999999,0.109239735,29700,239.85818,100,308244.12,9.999999,1.0151843,60,1.0151886,-328852.94,1175367,98.50428,153.84315,1.0971507,1.262114,533.7098,1.0063853,1.0151843
99.819435,-393772.3,8681.61934518814,3,1.0018089,-191.9874,1649.7046,58.44,574.2041758664799,0.6453137,-191.9378,10.0,0.15327048,29800,269.80557,100,365696.9,10.0,1.0018089,60,1.0535682,-398794.2,1181211,99.819435,228.74925,1.0971507,1.4570798,574.2042,1.003577,1.0018089
98.665184,-307297.56,8691.025494098663,4,1.0135287,-119.759155,1089.7563,52.66,516.4172954073515,0.55277514,-119.533195,9.999999,0.24790172,29900,,100,294868.38,9.999999,1.0135287,60,1.084436,-307299.84,1186477,98.665184,176.50592,1.0971507,1.692849,516.4173,1.0237992,1.0135287
98.79226,-314219.75,8704.322011709213,5,1.012225,-130.49591,1209.6501,53.25,522.3130607454361,0.4960491,-130.46423,10.0,0.21677715,30000,,100,298963.84,10.0,1.012225,60,1.076146,-314219.75,1191802,98.79226,192.4021,1.0971507,1.9644285,522.3131,1.002841,1.012225
100.0,-332757.3,8709.66591835022,1,1.0,-165.65578,1499.693,52.67,516.5172547564621,1.0,-165.65578,10.0,,30100,89.96678,100,310153.22,10.0,1.0,61,1.0000001,-332757.3,1197069,100.0,208.23824,1.0977964,1.0,516.5173,1.0,1.0
100.0,-321338.4,8713.385475635529,2,1.0,-115.57086,1049.7249,54.29,532.7079387718845,0.9997559,-115.57086,10.0,0.00010529981,30200,69.94919,100,310263.66,10.0,1.0,61,1.0000007,-321348.3,1202498,100.0,162.77534,1.0977964,1.0002518,532.70795,0.999985,1.0
100.0,-332383.06,8730.193922519684,3,1.0,-126.91363,1159.7585,54.66,536.400429303629,0.9994204,-126.913506,10.0,0.00024088069,30300,79.94234,100,318864.9,10.0,1.0,61,1.0000005,-332383.06,1207964,100.0,176.4678,1.0977964,1.0005723,536.40045,1.0000039,1.0
100.0,-370936.0,8734.186358690262,4,1.0,-143.56395,1289.5525,56.93,559.0946682023686,0.5889022,-143.564,9.999999,0.1502396,30400,89.91693,100,353663.03,9.999999,1.0,61,1.0681028,-382355.12,1213657,100.0,230.31055,1.0977964,1.4879622,559.09467,0.99281037,1.0
97.83948,-330450.66,8745.138240337372,5,1.0220823,-123.60623,1039.7592,55.85,548.3046444964882,0.5158016,-123.567024,10.0,0.1909718,30500,59.93501,100,319287.56,10.0,1.0220823,61,1.0555359,-347460.7,1219242,97.83948,154.97699,1.0977964,1.6556793,548.3046,1.0162897,1.0220823
100.0,-324723.06,8760.097371339798,1,1.0,-125.41216,1149.7283,54.58,535.6119363639705,0.6938645,-125.41216,10.0,0.12285164,30600,79.94212,100,311217.28,10.0,1.0,62,1.033462,-332770.8,1224700,100.0,180.56946,1.0975163,1.3853047,535.61194,0.989925,1.0
98.95732,-334742.56,8776.458495855331,2,1.0105367,-112.97562,999.62524,56.33,553.0963852286018,0.32148764,-113.15587,10.0,0.15344551,30700,,100,324374.22,10.0,1.0105367,62,1.0658696,-334746.44,1230333,98.95732,170.27885,1.0975163,1.4338771,553.09644,0.9622182,1.0105367
99.005066,-289895.34,8785.473634243011,3,1.0100493,-103.1405,939.6781,51.95,509.31373259587633,0.56721514,-103.36995,10.0,0.12826213,30800,,100,280920.7,10.0,1.0100493,62,1.0227151,-293037.25,1235528,99.005066,147.60632,1.0975163,1.2767576,509.31375,0.9987148,1.0100493
99.73892,-300630.12,8799.643541574478,4,1.0026176,-104.20594,979.82947,53.53,525.1154444941423,0.7790623,-104.27644,9.999999,0.09137695,30900,,100,290904.97,9.999999,1.0026176,62,1.0158398,-300631.0,1240881,99.73892,134.95328,1.0975163,1.2269374,525.1154,0.9868695,1.0026176
99.71187,-378718.8,8809.397228479385,5,1.0028896,-125.545364,1099.811,58.78,577.598271314676,0.78299505,-125.49972,9.999999,0.09150901,31000,,100,366456.1,9.999999,1.0028896,62,1.0175064,-378718.8,1246759,99.71187,187.36711,1.0975163,1.283996,577.59827,0.9872151,1.0028896
100.0,-345140.6,8813.964037656784,1,1.0,-123.51085,1169.6877,55.99,549.6916159409544,0.754805,-123.51085,10.0,0.10745098,31100,159.91504,100,331169.03,10.0,1.0,63,1.0323925,-350253.2,1252358,100.0,185.31517,1.0971057,1.5018536,549.6916,1.0049603,1.0
99.02284,-314740.47,8831.407746076584,2,1.009868,-149.48486,1329.6359,52.71,516.9107928570926,0.42116487,-149.26207,9.999999,0.2076497,31200,,100,296288.97,9.999999,1.009868,63,1.0783682,-316455.2,1257629,99.02284,211.17604,1.0971057,1.8070675,516.91077,1.0004592,1.009868
98.45652,-471118.44,8843.135102510452,3,1.0156767,-164.52048,1469.669,62.13,611.0870682625349,0.55718714,-164.97485,10.0,0.2985728,31300,69.93639,100,448356.78,10.0,1.0156767,63,1.0994234,-471119.03,1263842,98.45652,207.4013,1.0971057,2.4812253,611.0871,1.0060009,1.0156767
98.66972,-299087.53,8852.11105799675,4,1.0134821,-148.94296,1299.5992,51.49,504.7174871681914,0.6043412,-148.72719,9.999998,0.24056515,31400,9.98224,100,281406.1,9.999998,1.0134821,63,1.0850083,-299087.53,1268991,98.66972,162.21013,1.0971057,2.0231094,504.7175,1.0127519,1.0134821
98.50921,-366461.12,8857.098493099213,5,1.0151335,-168.86066,1399.705,55.97,549.4995503440632,0.6546163,-168.85614,10.0,0.16401757,31500,249.93254,100,346372.38,10.0,1.0151335,63,1.0408664,-372743.66,1274588,98.50921,192.30843,1.0971057,1.540663,549.4995,1.027651,1.0151335
100.0,-346318.0,8878.012319803238,1,1.0,-167.63483,1539.6798,55.03,540.1105852267624,0.9999695,-167.63483,9.999999,1.5854244e-05,31600,189.91907,100,322492.47,9.999999,1.0,64,0.9999964,-346318.53,1280091,100.0,175.42377,1.0964978,1.0000381,540.1106,1.0000014,1.0
100.0,-377702.9,8886.003519296646,2,1.0,-211.6228,2039.5435,54.5,534.8050438591208,0.99993896,-211.62279,10.0,2.522037e-05,31700,,100,335896.22,10.0,1.0,64,0.9999888,-377703.3,1285541,100.0,223.34094,1.0964978,1.0000763,534.80505,1.0000001,1.0
100.0,-329575.16,8892.325736761093,3,1.0,-115.51987,1019.7706,54.99,539.704151089767,0.9999466,-115.51987,9.999999,2.6606242e-05,31800,59.958656,100,319123.5,9.999999,1.0,64,0.9999888,-329575.16,1291040,100.0,166.86284,1.0964978,1.0000916,539.70416,0.99999917,1.0
100.0,-354183.22,8896.429564714432,4,1.0,-139.10074,1379.7461,55.77,547.5134791272553,0.7581525,-139.10075,10.0,0.1047258,31900,9.985139,100,334813.03,10.0,1.0,64,1.0249572,-358190.66,1296617,100.0,198.2091,1.0964978,1.2692404,547.5135,0.99852294,1.0
99.14533,-359763.8,8911.217851638794,5,1.0086204,-146.00955,1469.646,55.97,549.5059816682,0.6251732,-146.0119,9.999999,0.18652965,32000,169.92984,100,337487.75,9.999999,1.0086204,64,1.0530788,-359764.4,1302214,99.14533,189.77007,1.0964978,1.5629443,549.5059,1.022224,1.0086204
100.0,-358546.0,8915.930609226227,1,1.0,-133.30539,1219.616,55.96,549.4150011711853,0.9999542,-133.30539,10.0,1.0873645e-05,32100,,100,343596.4,10.0,1.0,65,1.0000024,-358546.22,1307810,100.0,204.30322,1.0961957,1.0000305,549.415,0.9999997,1.0
100.0,-317750.97,8922.253398656845,2,1.0,-133.19684,1109.5416,54.35,533.2974971064515,0.89200073,-133.19684,10.0,0.04914871,32200,179.9173,100,305325.78,10.0,1.0,65,1.0084788,-318658.66,1313245,100.0,147.91571,1.0961957,1.1166706,533.2975,0.99745196,1.0
99.697235,-392944.44,8934.641508579254,3,1.0030369,-150.82938,1359.583,58.85,578.2939271863092,0.75701964,-150.90805,10.0,0.10834542,32300,249.92221,100,374196.8,10.0,1.0030369,65,1.0183673,-392950.56,1319130,99.697235,178.01479,1.0961957,1.2608051,578.29395,1.0095031,1.0030369
99.711845,-326561.75,8950.032645463943,4,1.0028899,-109.5,929.7748,55.7,546.7918929545813,0.6895267,-109.46939,10.0,0.12224201,32400,219.90973,100,317707.88,10.0,1.0028899,65,1.0384624,-332239.84,1324700,99.711845,153.58736,1.0961957,1.437404,546.79193,0.9991157,1.0028899
98.93586,-335163.7,8964.709550619125,5,1.0107559,-114.06996,1129.7659,56.26,552.4066098812549,0.58681214,-114.00895,10.0,0.17642654,32500,9.982396,100,322001.12,10.0,1.0107559,65,1.0528408,-339498.9,1330326,98.93586,163.22273,1.0961957,1.5375981,552.4066,0.9848213,1.0107559
100.0,-335422.78,8975.03330874443,1,1.0,-165.66397,1379.614,53.84,528.2123404180344,0.7612011,-165.66397,10.0,0.07569307,32600,,100,316159.25,10.0,1.0,66,1.0140896,-337683.34,1335710,100.0,198.86127,1.0955958,1.2058163,528.21234,1.0051614,1.0
99.558914,-297791.9,8989.861852884293,2,1.0044304,-98.93518,909.6777,53.61,525.9075683844785,0.6713426,-98.97514,9.999998,0.15761265,32700,,100,289242.8,9.999998,1.0044304,66,1.0566363,-302446.72,1341071,99.558914,150.72153,1.0955958,1.618634,525.9076,0.9931012,1.0044304
98.56995,-325941.53,9017.935246944427,3,1.014508,-119.98935,1059.6133,54.04,530.198929010317,0.77791595,-120.08827,9.999999,0.08551622,32800,,100,314554.06,9.999999,1.014508,66,1.0183595,-339148.44,1346475,98.56995,178.41571,1.0955958,1.2914727,530.199,1.0160404,1.014508
99.48969,-339354.94,9041.522754192352,4,1.0051292,-131.04648,1179.7163,54.75,537.308337495607,0.7608876,-131.11646,9.999999,0.13971184,32900,9.9840765,100,325148.28,9.999999,1.0051292,66,1.0315949,-339357.62,1351950,99.48969,186.44678,1.0955958,1.4873834,537.30835,0.99591804,1.0051292
99.46707,-351508.6,9048.391591310501,5,1.0053579,-128.61894,1159.6696,57.32,563.0026031174873,0.67816365,-128.59216,9.999999,0.12948108,33000,299.89847,100,337771.22,9.999999,1.0053579,66,1.0330148,-351508.6,1357682,99.46707,176.3365,1.0955958,1.275414,563.0026,0.9763763,1.0053579
100.0,-340530.9,9052.451634645462,1,1.0,-123.61071,1199.6954,55.37,543.5058156781292,0.916602,-123.61071,10.0,0.03887386,33100,,100,326021.97,10.0,1.0,67,1.0060551,-344034.34,1363219,100.0,184.85297,1.092572,1.096117,543.5058,0.9965975,1.0
99.790855,-334235.84,9078.337567567825,2,1.0020958,-121.20985,1039.668,55.17,541.4987827427251,0.65229803,-121.18864,9.999999,0.13262475,33200,,100,322974.72,9.999999,1.0020958,67,1.0745316,-346227.72,1368736,99.790855,195.6489,1.092572,1.576549,541.4988,0.9962109,1.0020958
97.304634,-339932.1,9096.61282658577,3,1.0277003,-111.03282,1099.7415,56.28,552.607000200111,0.46671373,-110.96535,10.0,0.22508757,33300,,100,327308.06,10.0,1.0277003,67,1.0786213,-346834.3,1374364,97.304634,181.04448,1.092572,1.7708181,552.607,0.9997787,1.0277003
99.019875,-302294.97,9110.871122837067,4,1.0098983,-114.450806,969.73157,53.97,529.5072972869125,0.68351907,-114.604004,9.999999,0.16267245,33400,9.982591,100,292602.12,9.999999,1.0098983,67,1.0517933,-307388.84,1379761,99.019875,144.99394,1.092572,1.4484566,529.50726,0.99252367,1.0098983
98.98802,-315156.28,9140.179770946503,5,1.0102233,-138.65553,1239.5941,53.89,528.7076465371141,0.60617906,-138.58165,10.0,0.19396979,33500,,100,299334.94,10.0,1.0102233,67,1.0495529,-319993.9,1385150,98.98802,185.52156,1.092572,1.6315532,528.70764,1.0032008,1.0102233
100.0,-392698.1,9164.055399894714,1,1.0,-158.52588,1499.7443,59.07,580.4968867445373,0.75632113,-158.52588,10.0,0.118888065,33600,239.89215,100,369672.56,10.0,1.0,68,1.0374933,-399203.9,1391057,100.0,199.05215,1.09021,1.3080825,580.4969,0.9998627,1.0
98.93084,-345097.2,9182.551337480545,2,1.0108072,-106.061676,969.71155,56.28,552.6091116322661,0.7116643,-105.87231,10.0,0.14674138,33700,9.981794,100,335503.12,10.0,1.0108072,68,1.0305514,-351158.7,1396685,98.93084,180.58917,1.09021,1.4295516,552.60913,0.9966599,1.0108072
99.5038,-381135.1,9190.441939592361,3,1.0049868,-162.13536,1529.53,57.5,564.8027014580573,0.68057895,-161.97104,9.999998,0.13256964,33800,,100,357266.22,9.999998,1.0049868,68,1.0305448,-381135.22,1402435,99.5038,228.38377,1.09021,1.4240544,564.8027,0.9987261,1.0049868
99.51711,-357460.72,9196.498388290405,4,1.0048523,-142.95224,1399.7117,55.6,545.8048690851716,0.6812543,-143.07477,10.0,0.13967948,33900,,100,337479.72,10.0,1.0048523,68,1.0297122,-357461.28,1407995,99.51711,209.17311,1.09021,1.4881779,545.8049,0.9969098,1.0048523
99.525246,-387320.7,9201.426749229431,5,1.0047702,-176.55997,1439.7051,57.99,569.7017105734369,0.67854655,-176.69403,9.999998,0.14068112,34000,169.90092,100,366187.03,9.999998,1.0047702,68,1.0291762,-387320.7,1413794,99.525246,193.01266,1.09021,1.4385451,569.7017,1.0060405,1.0047702
100.0,-428000.66,9205.445801019669,1,1.0,-217.17874,1969.4401,58.97,579.491930414372,0.9999695,-217.17874,10.0,8.870781e-06,34100,99.89435,100,389018.38,10.0,1.0,69,0.9999964,-428002.12,1419691,100.0,230.67078,1.0897357,1.0000153,579.49194,0.9999986,1.0
100.0,-314394.47,9210.421904802322,2,1.0,-134.62817,1199.6691,53.68,526.6114793436738,0.73764634,-134.62817,9.999999,0.08938304,34200,,100,299719.38,9.999999,1.0,69,1.0293216,-321003.75,1425059,100.0,170.93623,1.0897357,1.1988539,526.61145,1.0023131,1.0
99.058655,-375513.6,9231.705487728119,3,1.0095029,-145.49919,1259.5851,58.07,570.4946398191506,0.6939069,-145.4021,10.0,0.16872127,34300,9.983351,100,359285.38,10.0,1.0095029,69,1.0357784,-377389.1,1430866,99.058655,195.1167,1.0897357,1.7482924,570.4946,1.006527,1.0095029
99.498856,-315697.84,9244.23798084259,4,1.0050367,-108.380005,909.62244,55.02,540.0005974553983,0.55832756,-108.27986,9.999999,0.1580642,34400,39.964806,100,307242.88,9.999999,1.0050367,69,1.03375,-315856.56,1436368,99.498856,151.00624,1.0897357,1.3460578,540.0006,0.99819636,1.0050367
99.407074,-328225.25,9255.78967833519,5,1.0059646,-122.91254,1139.7446,55.28,542.6050890444067,0.68769836,-123.03071,10.0,0.14195533,34500,,100,314887.06,10.0,1.0059646,69,1.0437549,-333433.4,1441896,99.407074,157.53355,1.0897357,1.4111731,542.6051,1.0140259,1.0059646
100.0,-359779.2,9268.112622261047,1,1.0,-182.48495,1689.5767,54.74,537.2031952391475,0.7235446,-182.48495,9.999999,0.1226517,34600,,100,330427.3,9.999999,1.0,70,1.0466343,-366029.25,1447370,100.0,220.79756,1.0898584,1.3298177,537.2032,0.98897034,1.0
98.80247,-372945.75,9279.951430082321,2,1.0121205,-154.9413,1419.6028,54.75,537.3097671298693,0.58540803,-155.08954,9.999999,0.20169578,34700,,100,351929.62,9.999999,1.0121205,70,1.0766472,-372949.38,1452845,98.80247,226.47626,1.0898584,1.7009015,537.3098,1.0049362,1.0121205
98.39421,-344564.0,9286.657352685928,3,1.01632,-136.33003,1209.67,55.06,540.4002685334485,0.83198184,-136.42,10.0,0.09965083,34800,,100,329714.4,10.0,1.01632,70,1.0195218,-356960.16,1458351,98.39421,189.18768,1.0898584,1.3318788,540.40027,1.0118243,1.01632
99.51278,-371845.28,9305.063006401062,4,1.004896,-155.48845,1339.599,58.03,570.0948558549261,0.7096041,-155.4354,9.999999,0.13262755,34900,9.981325,100,353542.66,9.999999,1.004896,70,1.0298238,-371845.53,1464154,99.51278,208.86647,1.0898584,1.4175937,570.0949,0.99686575,1.004896
99.501175,-394550.03,9310.421616315842,5,1.0050132,-153.67148,1519.655,58.9,578.7850867766504,0.7908961,-153.71558,9.999999,0.08327101,35000,79.95691,100,371180.7,9.999999,1.0050132,70,1.0137902,-398523.88,1470044,99.501175,194.86342,1.0898584,1.1798352,578.7851,1.0000648,1.0050132
100.0,-345115.94,9325.037380456924,1,1.0,-131.34956,1189.7458,55.49,544.7052742628393,0.77360135,-131.34956,9.999998,0.11522928,35100,,100,330583.0,9.999998,1.0,71,1.0435808,-350899.25,1475593,100.0,199.92314,1.0896598,1.3331394,544.70526,0.98514956,1.0
98.62781,-309056.1,9340.137950181961,2,1.0139128,-123.347916,1109.6766,54.06,530.4094240209845,0.48257327,-123.49702,10.0,0.19372682,35200,99.94584,100,296222.3,10.0,1.0139128,71,1.0753702,-318116.94,1480999,98.62781,158.5327,1.0896598,1.5130093,530.4094,0.9697153,1.0139128
