MinBehavPdf,EpLenMean,EmpiricalD2Harmonic,ReturnStepMax,ESSRenyiHarmonic,EmpiricalD2Arithmetic,InitialReturnStd,EpRewMean,MinTargetPdf,StdIW,MeanIW,Iteration,Inner Iteration,ESSRenyiArithmetic,TimeElapsed,InitialBound,InitialReturnMean,EpisodesSoFar,MeanEntropy,MinIW,InitialReturnMax,MaxIW,TimestepsSoFar,ReturnMeanIW,MeanD2-0,EpThisIter,ReturnStepMaxmin,DivergenceHarmonic,InitialReturnMin,Bound
-44.641994,7.55,1.0631586,9.999992,94.05934,1.0631586,54.334496,65.4580182059889,-44.895683,0.39567083,1.0265869,2,9,94.05934,626.7517886161804,-6439.3086,65.45802,1900,1.4120667,0.22043306,329.9099,2.350082,13894,4859.9634,1.0631586,100,9.999992,1.4943346,,-6197.1655
-38.66372,7.8,1.0630552,9.999976,94.0685,1.0630552,51.97691,67.9573717833785,-39.14451,0.43899584,0.9989818,2,10,94.0685,653.4761435985565,-5727.469,67.957375,2000,1.4120667,0.24850982,269.83524,3.059247,14674,4447.0776,1.0630552,100,9.999976,1.6791214,,-5395.323
-37.895435,8.02,1.0,9.9999895,100.0,1.0,55.759,70.15864069849309,-37.895435,0.28627354,1.0871112,3,1,100.0,685.7439913749695,-8710.259,70.158646,2100,1.4077934,0.52586657,259.91443,2.0569334,15476,6696.9883,1.0,100,9.9999895,1.3417253,,-7483.4453
-40.522903,8.6,1.0967792,9.999987,91.176056,1.0967792,58.176056,75.95087770005021,-41.261074,0.7041571,1.1112752,3,2,91.176056,723.2923486232758,-6779.0264,75.95088,2200,1.4077934,0.20541917,269.89667,4.998861,16336,5729.514,1.0967792,100,9.999987,1.8563507,,-6727.0015
-44.08575,9.52,1.0949237,9.999983,91.33056,1.0949237,70.31448,85.14923965002122,-45.143948,0.6245834,1.0400901,3,3,91.33056,748.0923228263855,-7717.5635,85.14925,2300,1.4077934,0.10556581,309.87897,3.5641975,17288,6128.668,1.0949237,100,9.999983,1.990427,,-7490.2373
-64.07328,10.67,1.1290411,9.999998,88.57074,1.1290411,80.740715,96.64054377718148,-65.285324,0.52778864,0.98566335,3,4,88.57074,780.7252902984619,-10536.348,96.64053,2400,1.4077934,0.064323165,439.80725,2.7386298,18355,7596.9834,1.1290411,100,9.999998,1.854867,,-10244.651
-35.788746,9.0,1.083507,9.999996,92.2929,1.083507,50.983677,79.94864599446139,-36.828346,0.4648649,1.0828094,3,5,92.2929,812.0814664363861,-7403.299,79.94865,2500,1.4077934,0.15131183,249.89932,2.7062695,19255,6564.6045,1.083507,100,9.999996,1.5420576,,-7344.009
-44.394783,9.21,1.0703428,9.999979,93.42802,1.0703428,66.35063,82.04907335506178,-45.38694,0.43115765,0.99443346,3,6,93.42802,836.5051281452179,-8636.841,82.04907,2600,1.4077934,0.13783827,299.83905,2.1426656,20176,6468.5537,1.0703428,100,9.999979,1.8158679,,-7686.1436
-39.217598,8.81,1.1114824,9.999989,89.96994,1.1114824,58.483276,78.05146022795736,-40.15502,0.75246745,1.1821189,3,7,89.96994,872.2433059215546,-8157.864,78.05146,2700,1.4077934,0.22040951,289.86273,5.145883,21057,6590.8906,1.1114824,100,9.999989,1.6149293,9.979131,-7664.0
-41.531197,8.62,1.0589026,9.999991,94.43739,1.0589026,55.449444,76.14967847802818,-41.886486,0.48472673,1.0720334,3,8,94.43739,906.4108150005341,-7241.5166,76.14968,2800,1.4077934,0.21552724,289.89407,2.949654,21919,5946.5444,1.0589026,100,9.999991,1.5770485,9.979978,-7007.2227
-48.51154,10.12,1.0899549,9.999992,91.74692,1.0899549,64.984215,91.1488706911163,-49.71203,0.50293475,1.0203619,3,9,91.74692,938.9297666549683,-8907.407,91.148865,2900,1.4077934,0.10095934,329.91705,2.9596405,22931,7166.148,1.0899549,100,9.999992,1.7943047,,-8631.493
-50.498463,10.05,1.0922784,9.999982,91.55176,1.0922784,73.02181,90.44779232061366,-51.57445,0.65109485,0.98217916,3,10,91.55176,971.1243741512299,-8532.417,90.44779,3000,1.4077934,0.13730823,359.92725,5.595261,23936,6606.5557,1.0922784,100,9.999982,1.9432367,9.980059,-8421.548
-41.94307,8.1,1.0,9.999999,100.0,1.0,53.25204,70.95101021653244,-41.94307,0.23693156,1.0546643,4,1,100.0,998.8266286849976,-8548.849,70.951004,3100,1.3843858,0.58640486,259.92664,1.8984631,24746,7136.568,1.0,100,9.999999,1.1750742,,-7872.634
-61.290207,10.49,1.0653595,10.0,93.86503,1.0653595,73.052086,94.84652681119995,-62.296047,0.37760887,1.0220999,4,2,93.86503,1033.576405286789,-14220.785,94.84653,3200,1.3843858,0.15723741,439.84406,2.2115371,25795,10037.431,1.0653595,100,10.0,1.3408382,9.981067,-12288.91
-62.80339,9.26,1.0560064,9.999993,94.696396,1.0560064,76.70303,82.54656608176019,-63.629246,0.40669855,1.0822406,4,3,94.696396,1074.9602422714233,-10938.263,82.54656,3300,1.3843858,0.1790755,429.76596,2.277404,26721,7805.246,1.0560064,100,9.999993,1.4249719,,-10021.143
-61.65597,11.46,1.0694704,9.999992,93.50423,1.0694704,89.238106,104.53732238009917,-62.504856,0.61826813,1.0468037,4,4,93.50423,1115.3934378623962,-12678.988,104.537315,3400,1.3843858,0.10182184,449.6753,3.8255546,27867,9071.754,1.0694704,100,9.999992,1.9903798,9.98094,-11938.891
-65.29193,10.65,1.11146,9.999992,89.97175,1.11146,83.61141,96.43518048079497,-66.52995,0.5427193,1.0479882,4,5,89.97175,1155.7333180904388,-12130.947,96.43517,3500,1.3843858,0.10078157,479.69455,3.7195985,28932,8666.029,1.11146,100,9.999992,1.6332887,,-11621.614
-65.38794,10.63,1.0604004,9.999996,94.304,1.0604004,74.78693,96.24586142186035,-65.630936,0.38017994,1.0425812,4,6,94.304,1199.2383391857147,-13463.023,96.24587,3600,1.3843858,0.2692285,429.8903,2.0937436,29995,10826.467,1.0604004,100,9.999996,1.3480438,,-12982.968
-37.33313,9.33,1.0414612,9.9999895,96.018936,1.0414612,62.35834,83.2511611260876,-37.80113,0.4587916,1.106956,4,7,96.018936,1243.155949831009,-9055.955,83.25116,3700,1.3843858,0.17484315,259.82513,2.688489,30928,7686.2876,1.0414612,100,9.9999895,1.5700705,,-8536.455
-53.87334,10.01,1.1109195,9.99999,90.015526,1.1109195,75.42915,90.04481517882314,-54.95089,0.51564103,1.0991777,4,8,90.015526,1286.1978619098663,-11966.225,90.044815,3800,1.3843858,0.16790915,349.7914,2.5187898,31929,8739.388,1.1109195,100,9.99999,1.6547029,9.979816,-10321.221
-47.532883,10.02,1.0696093,9.999998,93.49208,1.0696093,78.69926,90.14493107399039,-47.9543,0.5450132,1.1342463,4,9,93.49208,1336.1889791488647,-10714.8545,90.14493,3900,1.3843858,0.1125089,369.75836,3.1178215,32931,8925.507,1.0696093,100,9.999998,1.5672085,9.979444,-10645.719
-63.018345,10.87,1.0706664,9.999994,93.39977,1.0706664,72.22811,98.63556435347425,-63.704556,0.45378125,1.0438402,4,10,93.39977,1374.2977018356323,-11446.992,98.63557,4000,1.3843858,0.16533749,389.85138,2.7191012,34018,9233.126,1.0706664,100,9.999994,1.6456687,,-11192.655
-41.344517,9.7,1.0,10.0,100.0,1.0,62.6035,86.94427525601374,-41.344517,0.25025734,1.0532358,5,1,100.0,1411.5489115715027,-12323.064,86.944275,4100,1.3820944,0.556119,289.88367,2.1669967,34988,10182.725,1.0,100,10.0,1.2318269,9.980243,-11120.081
-57.43032,11.54,1.0741256,9.99999,93.098976,1.0741256,88.961845,105.33989849977533,-57.691833,0.49621236,1.0847286,5,2,93.098976,1456.90220952034,-15187.752,105.33991,4200,1.3820944,0.15330817,409.8933,3.042462,36142,11525.205,1.0741256,100,9.99999,1.7151673,,-13736.656
-63.693367,12.95,1.1030967,9.999998,90.653885,1.1030967,87.104126,119.42783046054288,-64.94219,0.6489322,1.0843409,5,3,90.653885,1509.5452659130096,-16172.654,119.42783,4300,1.3820944,0.09970855,449.82275,5.2884717,37437,13139.733,1.1030967,100,9.999998,1.867957,,-15919.118
-58.188683,11.6,1.0857291,9.99999,92.104004,1.0857291,104.17484,105.93022949478922,-58.916073,0.5712431,1.112473,5,4,92.104004,1548.3491327762604,-13901.381,105.93022,4400,1.3820944,0.1577565,449.6718,2.7337399,38597,10727.545,1.0857291,100,9.99999,1.8517144,,-13492.963
-63.200127,12.82,1.1077092,10.0,90.276405,1.1077092,88.26984,118.12712525551659,-64.367004,0.46235088,1.0127221,5,5,90.276405,1591.0410721302032,-17058.305,118.12712,4500,1.3820944,0.12883866,469.83038,2.721519,39879,13243.423,1.1077092,100,10.0,1.7112547,,-16145.587
-54.90439,13.35,1.067697,9.999995,93.65952,1.067697,95.90265,123.4343453552756,-55.589043,0.49651256,1.0391071,5,6,93.65952,1639.8189437389374,-18190.098,123.43435,4600,1.3820944,0.18761654,429.79633,2.649859,41214,13741.056,1.067697,100,9.999995,1.9995781,,-16366.344
-76.04891,12.7,1.1423082,10.0,87.542046,1.1423082,98.52925,116.93018212205226,-77.10922,0.6655178,1.0476456,5,7,87.542046,1688.7338621616364,-17420.754,116.93018,4700,1.3820944,0.1399555,569.70386,5.699527,42484,11917.088,1.1423082,100,10.0,1.8066046,9.980732,-16301.51
-49.34243,11.28,1.0605603,9.99999,94.28978,1.0605603,81.934784,102.73697425965358,-49.996147,0.65115047,1.1274937,5,8,94.28978,1734.3419630527496,-13311.214,102.736984,4800,1.3820944,0.18819427,329.84027,3.3813176,43612,10603.455,1.0605603,100,9.99999,2.0136242,9.979682,-12155.052
-64.79158,12.08,1.1492391,10.0,87.0141,1.1492391,91.45281,110.73111152372348,-65.84314,0.51399404,1.0869278,5,9,87.0141,1784.0443115234375,-17801.0,110.73111,4900,1.3820944,0.08484522,539.79236,2.8128731,44820,11957.065,1.1492391,100,10.0,1.6590381,,-15728.999
-50.23242,12.18,1.0616302,9.999996,94.194756,1.0616302,79.71272,111.73055776698297,-50.73769,0.5542822,1.0717142,5,10,94.194756,1835.18816781044,-14703.974,111.73056,5000,1.3820944,0.2806141,389.71326,3.239969,46038,12216.828,1.0616302,100,9.999996,1.831884,,-14282.787
-59.664566,13.67,1.0,9.999994,100.0,1.0,100.51321,126.6239520425045,-59.664566,0.40477988,1.0969877,6,1,100.0,1875.7289295196533,-28080.871,126.623955,5100,1.3513175,0.31133273,439.84048,2.9740164,47405,18863.637,1.0,100,9.999994,1.6623565,,-21370.523
-86.79235,17.2,1.1956612,9.999997,83.635735,1.1956612,129.29347,161.91386135953437,-88.13628,0.67124057,1.0693704,6,2,83.635735,1931.2111308574677,-25350.424,161.91386,5200,1.3513175,0.03741075,609.7973,2.9117384,49125,18484.785,1.1956612,100,9.999997,2.3263404,,-24184.984
-83.17917,15.52,1.088669,9.99999,91.855286,1.088669,113.86247,145.11542615006033,-84.22453,0.48565418,1.0400888,6,3,91.855286,1975.748630285263,-24829.717,145.11543,5300,1.3513175,0.116887264,619.79205,2.522848,50677,19398.463,1.088669,100,9.99999,1.7356024,9.979929,-24484.734
-52.93582,15.47,1.0843761,9.99999,92.218925,1.0843761,92.93241,144.6169241063136,-53.538605,0.5155078,1.0461789,6,4,92.218925,2015.6017084121704,-22480.182,144.61691,5400,1.3513175,0.21895471,399.786,3.021251,52224,19273.45,1.0843761,100,9.99999,2.249779,9.980133,-21682.842
-59.83706,15.83,1.1409469,9.999998,87.6465,1.1409469,108.00961,148.22374171902842,-61.184982,0.553606,1.043563,6,5,87.6465,2057.234233379364,-22396.43,148.22374,5500,1.3513175,0.085111685,499.7354,3.1396272,53807,18353.127,1.1409469,100,9.999998,2.1461365,9.98339,-22030.107
-53.47885,14.11,1.0922362,9.999999,91.55529,1.0922362,98.34134,131.02468427764444,-53.812504,0.6967344,1.0966029,6,6,91.55529,2099.5737493038177,-19115.418,131.02467,5600,1.3513175,0.20868112,379.7136,5.482342,55218,16744.045,1.0922362,100,9.999999,2.120932,,-18854.412
-75.155846,14.02,1.1092995,9.999994,90.14698,1.1092995,119.95697,130.12770869557514,-76.336105,0.48124948,1.0334812,6,7,90.14698,2138.5712928771973,-20375.729,130.12772,5700,1.3513175,0.111588225,579.74884,2.4060054,56620,14982.127,1.1092995,100,9.999994,1.9009763,,-19639.602
-71.3843,14.96,1.0914242,10.0,91.6234,1.0914242,108.44858,139.52035459363253,-72.148186,0.6267547,1.1136181,6,8,91.6234,2177.3446028232574,-24557.125,139.52036,5800,1.3513175,0.1571091,559.65247,4.432349,58116,18988.963,1.0914242,100,10.0,1.9192584,,-23349.96
-61.04854,14.17,1.0995368,9.999999,90.94739,1.0995368,103.891106,131.62106998652087,-61.71782,0.51721996,1.0816325,6,9,90.94739,2223.8124706745148,-19948.766,131.62106,5900,1.3513175,0.20641679,469.8003,2.3862073,59533,16095.487,1.0995368,100,9.999999,2.0462344,,-19268.61
-91.51909,15.23,1.1172879,9.999997,89.50245,1.1172879,117.31191,142.21754126484348,-92.63734,0.76028246,1.0875974,6,10,89.50245,2270.96098446846,-22762.56,142.21754,6000,1.3513175,0.11139343,609.65173,6.0692096,61056,16870.52,1.1172879,100,9.999997,1.9452474,,-22080.469
-58.91691,14.62,1.0,9.999998,100.0,1.0,99.390526,136.1205716696949,-58.91691,0.3372781,1.0891343,7,1,100.0,2313.7550892829895,-30095.191,136.12056,6100,1.3354464,0.41398418,409.81012,1.9689412,62518,22343.041,1.0,100,9.999998,1.4700655,,-24389.562
-98.59862,14.52,1.1224836,9.999997,89.08816,1.1224836,117.87546,135.1203319146246,-99.9396,0.44959006,1.0790572,7,2,89.08816,2366.748470544815,-31815.016,135.12033,6200,1.3354464,0.14053544,819.63995,2.5586793,63970,20456.87,1.1224836,100,9.999997,1.4348886,,-28544.805
-64.82477,15.29,1.0333773,9.999993,96.77008,1.0333773,106.5976,142.82306503093855,-65.2347,0.5755916,1.0993047,7,3,96.77008,2409.8929443359375,-25384.393,142.82306,6300,1.3354464,0.23916464,499.73077,3.459774,65499,20515.572,1.0333773,100,9.999993,1.7294611,,-23816.303
-61.29837,18.48,1.1413368,9.999999,87.616554,1.1413368,121.837494,174.70181791243448,-62.64637,0.75895554,1.0612729,7,4,87.616554,2454.049521446228,-28391.71,174.70181,6400,1.3354464,0.08180741,559.79584,4.3485107,67347,23313.957,1.1413368,100,9.999999,2.128501,9.980925,-27908.885
-83.922226,18.59,1.1108072,9.999997,90.02463,1.1108072,126.045685,175.7998907911897,-85.29982,0.56391007,1.000468,7,5,90.02463,2494.188878774643,-33231.973,175.79988,6500,1.3354464,0.076890826,659.61487,3.2013674,69206,26467.148,1.1108072,100,9.999997,1.8243048,,-32373.4
-64.34989,15.96,1.0778779,9.999999,92.77489,1.0778779,119.85406,149.5210153012256,-64.65749,0.6716911,1.159723,7,6,92.77489,2541.932375431061,-27132.04,149.52103,6600,1.3354464,0.22514112,479.76376,4.6996284,70802,22891.951,1.0778779,100,9.999999,1.9219404,9.980391,-26099.012
-73.923256,16.81,1.1127751,9.999996,89.86542,1.1127751,123.558205,158.01094674201605,-74.931725,0.54639924,1.0880439,7,7,89.86542,2592.7292239665985,-29017.857,158.01094,6700,1.3354464,0.113232255,559.87616,3.0639975,72483,23369.475,1.1127751,100,9.999996,2.1140673,,-27950.11
-64.525116,17.87,1.121886,9.999992,89.13561,1.121886,117.05882,168.6037069824559,-65.13904,0.66405404,1.0707927,7,8,89.13561,2641.462412595749,-30631.916,168.60371,6800,1.3354464,0.16750993,469.8068,3.7167125,74270,25249.768,1.121886,100,9.999992,2.3203173,9.979071,-28628.818
-59.962063,16.17,1.1200861,9.999998,89.278854,1.1200861,104.817085,151.61628458842495,-60.85727,0.56329775,1.0819864,7,9,89.278854,2690.5585827827454,-24588.504,151.61629,6900,1.3354464,0.14756669,409.83408,2.420269,75887,21705.889,1.1200861,100,9.999998,1.8859007,,-24024.127
-62.232273,17.41,1.0955396,10.0,91.27922,1.0955396,112.54509,164.01303625500287,-62.83705,0.5346538,1.0016392,7,10,91.27922,2733.5770542621613,-28607.363,164.01305,7000,1.3354464,0.24442382,509.71283,3.7786853,77628,24157.016,1.0955396,100,10.0,2.1679268,,-28001.656
-85.805046,18.44,1.0,9.999997,100.0,1.0,137.06541,174.30806418012716,-85.805046,0.26144198,1.0273736,8,1,100.0,2780.641591310501,-53951.035,174.30806,7100,1.3112334,0.41990402,689.6986,1.7104957,79472,39040.2,1.0,100,9.999997,1.3932492,9.982099,-44683.27
-76.35686,18.91,1.107334,9.999999,90.30699,1.107334,128.91473,179.00052314256337,-76.257164,0.5615116,1.0984905,8,2,90.30699,2838.3856794834137,-36735.37,179.00053,7200,1.3112334,0.18758504,519.811,3.0013323,81363,32354.826,1.107334,100,9.999999,2.0748534,9.983634,-36266.54
-70.463394,19.86,1.1083561,9.999999,90.22371,1.1083561,127.54132,188.49861261543833,-71.45467,0.5195906,1.0810758,8,3,90.22371,2882.6049020290375,-37668.664,188.49861,7300,1.3112334,0.1145705,549.71155,2.206961,83349,32664.16,1.1083561,100,9.999999,2.1299953,,-37096.586
-71.22709,22.57,1.1229084,9.999996,89.05447,1.1229084,127.68965,215.5896703760547,-71.70302,0.5786509,0.9529561,8,4,89.05447,2924.1599066257477,-44304.37,215.58969,7400,1.3112334,0.17442612,589.6621,3.1080484,85606,38147.082,1.1229084,100,9.999996,2.1125023,,-43226.19
-101.22095,21.43,1.1223512,9.999995,89.09867,1.1223512,149.35065,204.183761634761,-102.24809,0.52733004,0.9468081,8,5,89.09867,2969.2767889499664,-41168.176,204.18375,7500,1.3112334,0.10154567,739.54004,2.660509,87749,32088.28,1.1223512,100,9.999995,2.1734617,,-40191.95
-74.72505,19.08,1.1059391,9.999998,90.42089,1.1059391,120.0688,180.7094493132329,-76.02112,0.49659267,1.0300128,8,6,90.42089,3017.4762120246887,-37237.83,180.70943,7600,1.3112334,0.09436687,649.6715,3.2676735,89657,30497.035,1.1059391,100,9.999998,1.7173115,,-36056.008
-68.69409,18.96,1.0756022,9.999998,92.971176,1.0756022,129.93031,179.5063677875716,-69.53107,0.5712203,1.0537883,8,7,92.971176,3062.7109673023224,-35758.15,179.50636,7700,1.3112334,0.17107722,519.77356,2.8036761,91553,30721.617,1.0756022,100,9.999998,2.139806,9.986278,-34693.516
-89.15106,21.71,1.1474673,9.999998,87.14845,1.1474673,132.795,206.99019398758443,-89.00928,0.50679725,0.98233575,8,8,87.14845,3109.2237255573273,-50410.867,206.99019,7800,1.3112334,0.19043735,629.6189,3.0651958,93724,38520.17,1.1474673,100,9.999998,2.1698189,,-44388.977
-61.54174,19.53,1.1044092,9.999996,90.54615,1.1044092,132.4265,185.20375704884736,-62.159847,0.54598486,1.0887175,8,9,90.54615,3162.619721889496,-39368.08,185.20375,7900,1.3112334,0.1898339,519.75824,2.4932272,95677,32747.406,1.1044092,100,9.999996,2.0318134,,-36617.55
-92.939865,22.97,1.1280459,10.0,88.64887,1.1280459,143.90375,219.59089912092648,-93.29897,0.49033558,0.9262521,8,10,88.64887,3211.0186965465546,-49272.777,219.59088,8000,1.3112334,0.12658791,799.63226,2.389343,97974,37058.32,1.1280459,100,10.0,2.2296352,,-46654.094
-67.18843,18.87,1.0,9.999999,100.0,1.0,134.57692,178.60660098654597,-67.18843,0.2820616,1.073275,9,1,100.0,3259.740305662155,-53161.375,178.6066,8100,1.2909516,0.39405122,559.84985,2.1445627,99861,42874.094,1.0,100,9.999999,1.2625211,,-46413.617
-71.83719,21.6,1.0907657,9.999999,91.67872,1.0907657,134.17581,205.88830858018045,-72.03868,0.5556919,1.0609294,9,2,91.67872,3339.463319301605,-47263.086,205.8883,8200,1.2909516,0.24390408,569.8229,2.7572677,102021,40156.004,1.0907657,100,9.999999,1.8967317,,-44650.336
-76.00752,23.11,1.1213522,9.999999,89.17805,1.1213522,149.84149,220.98605731537694,-76.79904,0.6343197,1.1458741,9,3,89.17805,3454.647436618805,-55483.418,220.98605,8300,1.2909516,0.23302628,599.7002,3.0029583,104332,46947.773,1.1213522,100,9.999999,2.2253745,,-52339.805
-90.859726,23.42,1.1214215,9.999999,89.17254,1.1214215,154.52054,224.09229923810963,-91.802376,0.578852,1.025248,9,4,89.17254,3589.4009103775024,-53121.37,224.09229,8400,1.2909516,0.14557292,719.69543,3.294345,106674,45220.277,1.1214215,100,9.999999,1.9001933,,-52396.22
-107.46896,24.48,1.0879667,9.999998,91.91458,1.0879667,159.56674,234.68412483229181,-108.41988,0.5118756,1.0022806,9,5,91.91458,3709.023017644882,-59010.984,234.68413,8500,1.2909516,0.09912981,779.76135,2.8567336,109122,46918.59,1.0879667,100,9.999998,2.0793808,9.980274,-55730.555
-99.19827,24.63,1.1197222,9.999999,89.30786,1.1197222,159.04509,236.1899719485299,-100.321396,0.5196981,1.0124803,9,6,89.30786,3858.390116453171,-58680.08,236.18999,8600,1.2909516,0.12011649,789.6698,3.024439,111585,47937.527,1.1197222,100,9.999999,1.8552217,,-56473.86
-80.66476,22.29,1.0849328,10.0,92.17161,1.0849328,134.50058,212.78621646622477,-82.06592,0.532498,1.0284952,9,7,92.17161,3987.9778435230255,-52225.594,212.78621,8700,1.2909516,0.07342574,659.722,3.0535078,113814,44867.96,1.0849328,100,10.0,1.7085072,,-50585.547
-90.478615,24.78,1.0931548,9.999999,91.478355,1.0931548,156.31204,237.68313012199607,-90.80356,0.62999797,1.0884417,9,8,91.478355,4123.905599594116,-61990.152,237.68312,8800,1.2909516,0.2467415,709.5608,3.5785432,116292,51591.527,1.0931548,100,9.999999,1.9760447,,-58704.645
-98.36667,23.02,1.1049458,9.999999,90.50218,1.1049458,152.67941,220.08978489475524,-98.98071,0.55080533,1.0520272,9,9,90.50218,4265.0017812252045,-58520.79,220.08978,8900,1.2909516,0.3034509,789.5532,2.6799443,118594,49383.016,1.1049458,100,9.999999,1.7713289,,-57721.65
