MinBehavPdf,DivergenceHarmonic,InitialBound,MeanIW,InitialReturnMin,MinTargetPdf,InitialReturnMean,EmpiricalD2Arithmetic,InitialReturnStd,ReturnStepMax,EpThisIter,TimeElapsed,TimestepsSoFar,StdIW,MeanEntropy,MeanD2-0,ESSRenyiHarmonic,MinIW,Inner Iteration,Iteration,MaxIW,EpLenMean,EpisodesSoFar,Bound,ReturnStepMaxmin,InitialReturnMax,ESSRenyiArithmetic,EpRewMean,EmpiricalD2Harmonic,ReturnMeanIW
-143.60742,1.0000083,-383001.34,0.9999998,9.980139,-143.60742,558.2826,1.0,232.56477,10.0,100,1297.6509537696838,448653,5.499994e-06,1.1431414,1.0,100.0,0.99998474,1,94,1.0000153,56.85,9400,-383001.3,10.0,1309.5441,100.0,558.2825974426538,1.0,365765.78
-177.02548,1.000009,-428290.75,0.9999968,9.979116,-177.02548,591.4694,1.0,239.45497,9.999999,100,1303.1150841712952,454670,1.091189e-05,1.1431414,1.0,100.0,0.9999695,1,95,1.0000229,60.17,9500,-428288.47,9.999999,1449.4844,100.0,591.469422887181,1.0,407172.47
-131.09886,1.000007,-386515.47,0.99999857,,-131.09886,566.47986,1.0,225.63501,10.0,100,1309.2869234085083,460437,2.2582757e-05,1.1431414,1.0,100.0,0.99993896,1,96,1.0000458,57.67,9600,-386513.5,10.0,1209.5925,100.0,566.4798458940772,1.0,371808.6
-160.86565,1.0886782,-448997.8,1.0004319,9.981166,-160.86565,590.8639,1.0,277.98874,10.0,100,1315.1251771450043,466448,0.18261066,1.1431414,1.0,100.0,0.667721,1,97,1.509274,60.11,9700,-433051.1,10.0,1499.5525,100.0,590.8639309800221,1.0,409470.47
-136.53934,1.0000137,-436225.4,0.9999998,19.9673,-136.53934,608.86017,1.0,226.48024,9.999999,100,1333.1258692741394,472639,5.058535e-06,1.1433109,1.0,100.0,0.99998474,1,98,1.0000153,61.91,9800,-436225.4,9.999999,1189.5382,100.0,608.8601595435387,1.0,422004.0
-169.1675,1.0000135,-465841.2,0.9999997,,-169.1675,598.46655,1.0,294.71075,9.999998,100,1337.4995110034943,478726,1.847744e-06,1.1433109,1.0,100.0,0.99998474,1,99,1.000001,60.87,9900,-465841.06,9.999998,1439.446,100.0,598.4665654239685,1.0,445016.5
-144.67542,1.0000128,-390323.4,1.0,,-144.67542,563.9773,1.0,236.75276,10.0,100,1343.4233276844025,484468,,1.1433109,1.0,100.0,1.0,1,100,1.0,57.42,10000,-390323.4,10.0,1269.6399,100.0,563.9772771483509,1.0,374122.25
-180.61848,1.0000136,-456916.38,0.9999995,19.969196,-180.61848,606.05115,1.0,251.5093,10.0,100,1347.610378742218,490631,5.592631e-06,1.1433109,1.0,100.0,0.9999695,1,101,1.0000153,61.63,10100,-456915.47,10.0,1619.5419,100.0,606.0511931634679,1.0,430554.0
-160.90063,1.0000068,-397681.25,1.0000013,,-160.90063,562.16345,1.0,249.49756,10.0,100,1354.6652460098267,496355,1.7460625e-05,1.1433109,1.0,100.0,0.99993896,1,102,1.0000458,57.24,10200,-397681.25,10.0,1389.4976,100.0,562.1634768140837,1.0,378276.88
-181.90915,1.0346901,-449435.8,1.0078305,,-181.90915,585.4584,1.0,289.43527,10.0,100,1358.5536756515503,502312,0.108128585,1.1433109,1.0,100.0,0.723081,1,103,1.3633801,59.57,10300,-442947.0,10.0,1509.5259,100.0,585.4583937735421,1.0,419651.7
-140.0028,1.0848951,-385687.1,1.0013946,,-140.0028,564.19,1.0,234.04335,10.0,100,1367.8666331768036,508056,0.14559601,1.1431447,1.0,100.0,0.686587,1,104,1.4178858,57.44,10400,-374422.2,10.0,1119.7017,100.0,564.189966030473,1.0,361297.75
-185.60094,1.000006,-454204.3,0.9999995,9.979936,-185.60094,597.154,1.0,263.8228,10.0,100,1377.9702615737915,514130,1.0112096e-05,1.1431408,1.0,100.0,0.9999695,1,105,1.0000153,60.74,10500,-454203.44,10.0,1669.3844,100.0,597.153994028975,1.0,426194.53
-148.12476,1.000006,-408213.4,0.9999992,,-148.12476,573.2647,1.0,254.70865,10.0,100,1382.7101140022278,519965,7.230542e-06,1.1431408,1.0,100.0,0.99998474,1,106,1.0000153,58.35,10600,-408212.7,10.0,1209.5745,100.0,573.2647415556653,1.0,393508.22
-149.47102,1.036965,-464832.44,0.9959096,19.968966,-149.47102,625.05786,1.0,239.08943,10.0,100,1388.5308361053467,526318,0.11729015,1.1431408,1.0,100.0,0.61858773,1,107,1.305321,63.53,10700,-456567.1,10.0,1299.4681,100.0,625.0578923650694,1.0,439285.03
-204.6301,0.9999994,-552753.4,0.9999978,9.979509,-204.6301,654.14685,1.0,296.35782,9.999998,100,1399.5599772930145,532962,7.42046e-06,1.1429434,1.0,100.0,0.9999695,1,108,1.0000153,66.44,10800,-552750.25,9.999998,1919.1587,100.0,654.1469096767662,1.0,515733.03
-167.96803,0.9999994,-425555.16,1.0,9.979937,-167.96803,582.26526,1.0,252.22404,9.999999,100,1408.8072483539581,538887,,1.1429434,1.0,100.0,1.0,1,109,1.0,59.25,10900,-425555.16,9.999999,1509.6533,100.0,582.2652933947605,1.0,402649.8
-208.5802,1.0624092,-457994.97,1.0123568,,-208.5802,596.463,1.0,268.63785,9.999997,100,1412.5549702644348,544954,0.14344203,1.1429434,1.0,100.0,0.65589607,1,110,1.4758985,60.67,11000,-444194.72,9.999997,1729.447,100.0,596.4630271636248,1.0,413210.34
-191.29027,1.0000005,-497665.47,1.0,,-191.29027,624.559,1.0,283.28094,10.0,100,1426.6936032772064,551302,,1.1426557,1.0,100.0,1.0,1,111,1.0,63.48,11100,-497665.47,10.0,1649.4348,100.0,624.5590116756766,1.0,470322.06
-176.46606,1.0000001,-462171.1,1.0,,-176.46606,601.4563,1.0,274.50073,10.0,100,1430.705201625824,557419,,1.1426557,1.0,100.0,1.0,1,112,1.0,61.17,11200,-462171.1,10.0,1579.4011,100.0,601.4563084825564,1.0,437100.34
-201.68353,1.0000005,-512691.25,1.0,,-201.68353,616.6488,1.0,310.7296,9.999999,100,1434.663029909134,563688,3.5785033e-06,1.1426557,1.0,100.0,0.99998474,1,113,1.0000153,62.69,11300,-512691.25,9.999999,1889.5143,100.0,616.6488720211565,1.0,476808.72
-139.94177,1.0000007,-423649.2,1.0,,-139.94177,589.9676,1.0,251.8583,10.0,100,1438.7772204875946,569690,,1.1426557,1.0,100.0,1.0,1,114,1.0,60.02,11400,-423649.2,10.0,1099.7256,100.0,589.9675552121448,1.0,411494.28
-222.12505,1.0000004,-536304.4,1.0,9.980336,-222.12505,629.85254,1.0,318.4307,10.0,100,1442.6250348091125,576091,,1.1426557,1.0,100.0,1.0,1,115,1.0,64.01,11500,-536304.4,10.0,1949.3749,100.0,629.8525143769035,1.0,498112.3
-160.84058,1.0000004,-508631.28,1.0,,-160.84058,636.04315,1.0,285.44327,10.0,100,1446.471054315567,582554,3.982946e-06,1.1426557,1.0,100.0,0.99998474,1,116,1.0000153,64.63,11600,-508631.22,10.0,1499.6425,100.0,636.0431472442705,1.0,486028.66
-209.44391,1.0000004,-522818.2,1.0000001,,-209.44391,632.83527,1.0,295.32837,10.0,100,1451.7076845169067,588985,5.553925e-06,1.1426557,1.0,100.0,0.9999695,1,117,1.0000153,64.31,11700,-522817.6,10.0,1869.3009,100.0,632.8352543462457,1.0,487698.7
-145.45357,1.0000004,-458938.9,0.99999976,9.982531,-145.45357,629.7451,1.0,218.85309,9.999999,100,1459.3750903606415,595385,4.5118472e-06,1.1426557,1.0,100.0,0.99998474,1,118,1.0000153,64.0,11800,-458938.7,9.999999,1199.6178,100.0,629.7451068248106,1.0,444475.34
-161.1753,1.0000004,-506014.78,1.0,9.980165,-161.1753,642.75006,1.0,269.50433,10.0,100,1465.5104501247406,601915,,1.1426557,1.0,100.0,1.0,1,119,1.0,65.3,11900,-506014.78,10.0,1419.6133,100.0,642.7500661942531,1.0,485760.22
-162.1529,1.0000006,-517841.22,0.99999976,,-162.1529,643.95245,1.0,286.9577,9.999999,100,1469.4759047031403,608457,5.7634206e-06,1.1426557,1.0,100.0,0.9999695,1,120,1.0000153,65.42,12000,-517840.53,9.999999,1439.3508,100.0,643.9524911300646,1.0,497018.84
-171.927,1.0000005,-455054.34,1.0,,-171.927,612.16284,1.0,242.08173,10.0,100,1475.1778452396393,614681,,1.1426557,1.0,100.0,1.0,1,121,1.0,62.24,12100,-455054.34,10.0,1469.6484,100.0,612.1628210710635,1.0,433346.88
-173.32751,0.99999964,-448728.5,0.9999946,,-173.32751,609.3394,1.0,239.14076,9.999998,100,1479.7954077720642,620877,6.5405846e-05,1.1426557,1.0,100.0,0.99981695,1,122,1.0001526,61.96,12200,-448722.97,9.999998,1419.3014,100.0,609.339443773975,1.0,428477.3
-173.33498,0.99999404,-493107.62,0.9999949,,-173.33498,627.3654,1.0,281.0328,9.999999,100,1488.4182615280151,627253,2.4956558e-05,1.1426557,1.0,100.0,0.99993896,1,123,1.000061,63.76,12300,-493103.2,9.999999,1429.6135,100.0,627.3654022594555,1.0,472562.34
-163.87753,0.9999951,-525475.1,0.99999857,,-163.87753,633.5477,1.0,321.3453,9.999999,100,1495.0072271823883,633691,8.710708e-06,1.1426557,1.0,100.0,0.9999695,1,124,1.0000153,64.38,12400,-525473.56,9.999999,1439.6246,100.0,633.5477270391482,1.0,504644.0
-170.47261,0.9999969,-468300.4,0.9999984,9.9798765,-170.47261,611.7467,1.0,272.22784,10.0,100,1503.7991082668304,639911,8.577977e-06,1.1426557,1.0,100.0,0.9999695,1,125,1.0000153,62.2,12500,-468298.47,10.0,1409.1979,100.0,611.7466628963949,1.0,448340.06
-173.74814,0.99999666,-510606.12,0.99999833,,-173.74814,652.6389,1.0,248.53748,9.999994,100,1510.9009470939636,646540,6.523047e-06,1.1426557,1.0,100.0,0.9999695,1,126,1.0000076,66.29,12600,-510604.34,9.999994,1509.4023,100.0,652.638915510789,1.0,487706.66
-150.31668,1.0270162,-382253.25,1.0126792,,-150.31668,559.6718,1.0,234.08801,10.0,100,1515.954779624939,652239,0.10396962,1.1426557,1.0,100.0,0.72029495,1,127,1.3246129,56.99,12700,-377954.94,10.0,1189.6313,100.0,559.671828934763,1.0,363540.56
-179.93257,0.9999918,-494224.4,0.99999547,,-179.93257,625.05725,1.0,278.94788,9.999999,100,1526.5391640663147,658592,3.143131e-05,1.1432498,1.0,100.0,0.9999237,1,128,1.0000763,63.53,12800,-494221.34,9.999999,1599.5989,100.0,625.0572124166937,1.0,468505.38
-162.25761,0.99999595,-510732.1,0.9999998,9.983956,-162.25761,647.8537,1.0,263.2693,10.0,100,1534.4162285327911,665173,1.5184569e-06,1.1432496,1.0,100.0,0.99998474,1,129,1.0,65.81,12900,-510731.97,10.0,1469.6351,100.0,647.8536793277214,1.0,489024.94
-153.92624,0.9999964,-441987.9,0.9999965,29.955545,-153.92624,606.7549,1.0,239.00209,10.0,100,1539.9893779754639,671343,1.617185e-05,1.1432496,1.0,100.0,0.9999542,1,130,1.0000305,61.7,13000,-441984.62,10.0,1289.5985,100.0,606.7548801502711,1.0,425270.22
-177.45082,0.9999962,-454464.84,1.0,9.980109,-177.45082,610.7593,1.0,244.99916,9.999997,100,1551.1188926696777,677553,,1.1432496,1.0,100.0,1.0,1,131,1.0,62.1,13100,-454464.84,9.999997,1459.6602,100.0,610.759271260147,1.0,433051.47
-167.333,0.9999964,-432675.2,1.0,,-167.333,589.4661,1.0,250.21663,9.999999,100,1554.7532923221588,683550,,1.1432496,1.0,100.0,1.0,1,132,1.0,59.97,13200,-432675.2,9.999999,1499.4446,100.0,589.466118685427,1.0,410078.62
-133.56741,0.9999964,-430735.34,0.9999997,,-133.56741,585.2773,1.0,271.07635,9.999999,100,1559.3346493244171,689505,2.4187739e-06,1.1432496,1.0,100.0,0.99998474,1,133,1.0000076,59.55,13300,-430735.2,9.999999,1209.5367,100.0,585.2772608739228,1.0,416031.72
-223.58734,0.9999964,-487815.78,1.0,9.980428,-223.58734,606.9609,1.0,290.97635,10.0,100,1567.1070444583893,695677,,1.1432496,1.0,100.0,1.0,1,134,1.0,61.72,13400,-487815.78,10.0,1859.3794,100.0,606.960886623301,1.0,453068.75
-169.84836,0.9999962,-444437.9,0.9999972,,-169.84836,593.6567,1.0,271.4953,10.0,100,1570.8893074989319,701716,3.658165e-05,1.1432496,1.0,100.0,0.9998779,1,135,1.0000916,60.39,13500,-444432.62,10.0,1349.378,100.0,593.6567118513927,1.0,426132.72
-210.24005,1.09357,-512001.6,0.9960662,,-210.24005,624.9452,1.0,295.69388,10.0,100,1581.1030492782593,708068,0.16552375,1.1432496,1.0,100.0,0.6598864,1,136,1.5771387,63.52,13600,-494029.44,10.0,1839.5593,100.0,624.9452412700963,1.0,458463.6
-144.60698,1.0000098,-479944.22,0.9999989,179.81506,-144.60698,644.14044,1.0,219.80879,9.999999,100,1592.9910235404968,714612,5.930875e-06,1.1430672,1.0,100.0,0.9999695,1,137,1.0000153,65.44,13700,-479943.1,9.999999,1289.4769,100.0,644.1404737119082,1.0,463231.75
-150.92003,1.0000094,-498892.9,1.0,9.98178,-150.92003,643.0571,1.0,261.027,9.999998,100,1601.0401544570923,721145,,1.1430672,1.0,100.0,1.0,1,138,1.0,65.33,13800,-498892.9,9.999998,1309.5366,100.0,643.0571372767482,1.0,481657.56
-152.61627,1.0000093,-479667.25,1.0,,-152.61627,611.4585,1.0,288.94052,9.999999,100,1605.4911830425262,727362,,1.1430672,1.0,100.0,1.0,1,139,1.0,62.17,13900,-479667.25,9.999999,1489.5394,100.0,611.4584971196989,1.0,457368.1
-138.12091,1.0000086,-419323.56,0.9999994,,-138.12091,581.26587,1.0,256.92593,9.999998,100,1609.5561673641205,733277,7.3824726e-06,1.1430672,1.0,100.0,0.99998474,1,140,1.0000153,59.15,14000,-419322.84,9.999998,1239.562,100.0,581.2658680123614,1.0,403880.22
-165.12744,1.0000099,-502742.3,1.0,9.982845,-165.12744,642.4614,1.0,269.72983,10.0,100,1618.1795418262482,739804,,1.1430672,1.0,100.0,1.0,1,141,1.0,65.27,14100,-502742.3,10.0,1309.3901,100.0,642.4613815211383,1.0,485510.8
-167.414,1.057063,-409617.6,0.998993,29.958591,-167.414,571.9703,1.0,250.55777,9.999999,100,1621.9629514217377,745626,0.15071166,1.1430672,1.0,100.0,0.7033303,1,142,1.4363955,58.22,14200,-399740.25,9.999999,1399.6296,100.0,571.9702869009773,1.0,379498.0
-228.2811,1.0239896,-488861.53,1.0020137,,-228.2811,606.7566,1.0,292.53943,9.999997,100,1633.9514145851135,751796,0.09233206,1.1431712,1.0,100.0,0.60953665,1,143,1.2143004,61.7,14300,-480544.06,9.999997,1869.5627,100.0,606.7565828489818,1.0,444996.47
-169.81754,1.0000044,-511559.7,0.9999998,49.938095,-169.81754,657.1571,1.0,236.38763,9.999999,100,1643.2309267520905,758470,3.408656e-06,1.1431447,1.0,100.0,0.99998474,1,144,1.0000153,66.74,14400,-511559.5,9.999999,1539.6626,100.0,657.1571470323386,1.0,487734.4
-144.76802,1.0000039,-400690.38,1.0,,-144.76802,576.5686,1.0,234.47823,10.0,100,1650.594607591629,764338,,1.1431447,1.0,100.0,1.0,1,145,1.0,58.68,14500,-400690.38,10.0,1149.4519,100.0,576.5686241951772,1.0,387411.4
-153.52267,1.0000037,-403572.3,0.99999917,,-153.52267,578.96265,1.0,226.71577,9.999999,100,1654.8535804748535,770230,6.2117533e-06,1.1431447,1.0,100.0,0.99998474,1,146,1.0000153,58.92,14600,-403571.44,9.999999,1299.5956,100.0,578.9625962600206,1.0,386596.84
-207.2541,1.0000042,-505040.62,1.0,9.979131,-207.2541,616.65497,1.0,306.62634,9.999999,100,1662.609909772873,776499,,1.1431447,1.0,100.0,1.0,1,147,1.0,62.69,14700,-505040.62,9.999999,1749.3826,100.0,616.6549635503393,1.0,474283.0
-188.77519,1.0000052,-513919.6,1.0000015,9.98058,-188.77519,636.25684,1.0,279.89108,10.0,100,1666.5626909732819,782964,9.186172e-06,1.1431447,1.0,100.0,0.9999695,1,148,1.0000305,64.65,14800,-513919.38,10.0,1749.3856,100.0,636.2569012805944,1.0,483161.62
-167.42513,1.0255898,-452301.03,1.0101341,9.981725,-167.42513,598.5705,1.0,272.6394,10.0,100,1671.3752887248993,789052,0.09117343,1.1431447,1.0,100.0,0.82282865,1,149,1.3850827,60.88,14900,-448032.22,10.0,1399.4089,100.0,598.5704630075,1.0,428099.88
-136.76318,1.0000004,-400240.9,0.9999997,,-136.76318,571.0784,1.0,239.57585,10.0,100,1682.2147014141083,794865,3.8998205e-06,1.1421955,1.0,100.0,0.99998474,1,150,1.0000153,58.13,15000,-400240.53,10.0,1289.5707,100.0,571.0784560656283,1.0,383526.8
-186.39543,1.0000005,-489179.97,0.9999984,19.962223,-186.39543,622.75604,1.0,277.89505,9.999999,100,1690.9507761001587,801195,1.2105051e-05,1.1421955,1.0,100.0,0.9999695,1,151,1.0000305,63.3,15100,-489178.72,9.999999,1549.4597,100.0,622.7560291618612,1.0,465049.5
-161.98514,1.0000006,-466377.12,1.0,,-161.98514,598.1709,1.0,297.6678,10.0,100,1695.6469473838806,807279,,1.1421955,1.0,100.0,1.0,1,152,1.0,60.84,15200,-466377.12,10.0,1409.3425,100.0,598.1709524512656,1.0,446414.6
-144.05743,1.0000004,-469082.06,0.9999975,9.981647,-144.05743,620.0557,1.0,263.01166,9.999999,100,1699.6685619354248,813582,1.1870828e-05,1.1421955,1.0,100.0,0.9999695,1,153,1.0000305,63.03,15300,-469080.34,9.999999,1239.3733,100.0,620.0557184191628,1.0,453642.5
-165.76166,1.0000004,-462221.25,0.9999995,,-165.76166,600.36505,1.0,289.3847,10.0,100,1705.9190027713776,819688,1.5362373e-05,1.1421955,1.0,100.0,0.9999695,1,154,1.0000458,61.06,15400,-462219.84,10.0,1339.742,100.0,600.3650822529758,1.0,444180.34
-214.21167,1.017393,-566105.4,0.9991298,,-214.21167,657.1415,1.0,317.80627,9.999999,100,1712.595622062683,826362,0.08183155,1.1421955,1.0,100.0,0.77090293,1,155,1.3437594,66.74,15500,-561325.75,9.999999,1819.4194,100.0,657.1414905860494,1.0,527768.06
-186.01483,0.9999976,-467336.3,0.99999946,9.979944,-186.01483,603.56464,1.0,280.35837,9.999999,100,1724.1444947719574,832500,5.8082333e-06,1.1421378,1.0,100.0,0.9999695,1,156,1.0000153,61.38,15600,-467336.0,9.999999,1559.5746,100.0,603.5646559973652,1.0,442890.78
-168.84131,1.0594275,-473743.84,0.9894185,,-168.84131,605.35846,1.0,293.0526,9.999999,100,1730.011224269867,838656,0.13964653,1.1421378,1.0,100.0,0.60162693,1,157,1.3538854,61.56,15700,-458907.8,9.999999,1459.3796,100.0,605.3584683702521,1.0,436875.78
-153.28876,0.99999535,-494296.25,0.9999995,,-153.28876,631.06836,1.0,276.8445,9.999999,100,1742.2961328029633,845069,3.0172905e-06,1.1420734,1.0,100.0,0.99998474,1,158,1.0000153,64.13,15800,-494296.06,9.999999,1389.5641,100.0,631.0683425996194,1.0,474889.94
-193.43944,0.99999535,-484923.7,0.9999992,9.979395,-193.43944,616.6622,1.0,281.53375,10.0,100,1747.9891815185547,851338,1.407464e-05,1.1420734,1.0,100.0,0.99993896,1,159,1.0000305,62.69,15900,-484922.06,10.0,1589.4336,100.0,616.6622034476865,1.0,459531.84
-147.9156,1.1052408,-439189.62,0.9811015,9.979392,-147.9156,600.5741,1.0,250.10785,9.999999,100,1753.758977174759,857446,0.18982553,1.1420734,1.0,100.0,0.61768234,1,160,1.669378,61.08,16000,-419791.0,9.999999,1259.6261,100.0,600.5740998415645,1.0,403026.38
-169.27736,0.9999894,-492670.53,1.0,,-169.27736,636.75653,1.0,252.37723,9.999999,100,1767.6817240715027,863916,,1.141849,1.0,100.0,1.0,1,161,1.0,64.7,16100,-492670.53,9.999999,1529.6958,100.0,636.7565161672702,1.0,469153.1
-166.79266,0.99998987,-477083.66,1.0000001,,-166.79266,605.0608,1.0,294.70612,10.0,100,1771.5818891525269,870069,1.0686366e-06,1.141849,1.0,100.0,1.0,1,162,1.0000076,61.53,16200,-477083.66,10.0,1549.5972,100.0,605.0608048851514,1.0,452950.28
-154.02985,0.99998915,-515929.2,1.0,9.984814,-154.02985,653.25366,1.0,266.7374,9.999999,100,1776.1965954303741,876704,,1.141849,1.0,100.0,1.0,1,163,1.0,66.35,16300,-515929.2,9.999999,1339.766,100.0,653.2536535323687,1.0,497889.12
-182.68204,0.99998975,-456429.03,0.9999991,,-182.68204,605.56195,1.0,250.42554,9.999998,100,1779.8722741603851,882862,1.0178023e-05,1.141849,1.0,100.0,0.9999695,1,164,1.0000305,61.58,16400,-456427.3,9.999998,1639.3744,100.0,605.5619752426896,1.0,429416.56
-174.8716,0.99998903,-539847.4,0.9999988,,-174.8716,657.05005,1.0,288.73553,9.999999,100,1790.156304359436,889535,6.686908e-06,1.141849,1.0,100.0,0.9999695,1,165,1.0000305,66.73,16500,-539846.94,9.999999,1569.7246,100.0,657.0501073899956,1.0,515082.56
-127.18572,0.99998915,-492355.28,1.0,19.975245,-127.18572,654.14105,1.0,223.59381,9.999995,100,1798.387570142746,896179,4.7030744e-06,1.141849,1.0,100.0,0.99998474,1,166,1.0000153,66.44,16600,-492355.0,9.999995,1199.5066,100.0,654.1410513611927,1.0,477894.44
-210.86409,0.99998903,-547155.75,1.0,9.979281,-210.86409,649.5464,1.0,303.89127,9.999999,100,1803.8762578964233,902777,,1.141849,1.0,100.0,1.0,1,167,1.0,65.98,16700,-547155.75,9.999999,1809.1592,100.0,649.5464208393428,1.0,514260.47
-157.44504,1.0657442,-438009.7,0.9992235,,-157.44504,600.95557,1.0,244.18808,10.0,100,1808.114797115326,908889,0.14519142,1.141849,1.0,100.0,0.5934757,1,168,1.4828058,61.12,16800,-425864.12,10.0,1309.5032,100.0,600.9555647217486,1.0,408072.25
-228.13702,0.99999535,-623081.7,1.0,,-228.13702,675.6566,1.0,356.6473,9.999999,100,1819.1623404026031,915748,,1.1417706,1.0,100.0,1.0,1,169,1.0,68.59,16900,-623081.7,9.999999,1979.2722,100.0,675.6566568996826,1.0,583709.25
-161.11993,0.99999523,-498973.94,0.9999953,9.980267,-161.11993,635.5451,1.0,273.5124,10.0,100,1823.226862668991,922206,1.4416189e-05,1.1417706,1.0,100.0,0.9999542,1,170,1.0000458,64.58,17000,-498970.8,10.0,1419.3641,100.0,635.5451020324128,1.0,478723.44
-154.76202,0.99999547,-489170.3,0.99999785,9.98336,-154.76202,624.1615,1.0,286.0591,10.0,100,1829.5715897083282,928550,1.3000526e-05,1.1417706,1.0,100.0,0.9999542,1,171,1.0000305,63.44,17100,-489167.44,10.0,1329.4349,100.0,624.1614783897437,1.0,471404.47
-220.3704,1.0450375,-498069.1,1.0150847,9.980438,-220.3704,616.94904,1.0,280.12384,9.999999,100,1837.5638840198517,934822,0.12856275,1.1417706,1.0,100.0,0.68298215,1,172,1.2802984,62.72,17200,-487919.88,9.999999,1969.2227,100.0,616.9490413126177,1.0,448078.16
-141.67128,1.0227191,-428682.38,1.0112057,,-141.67128,583.37085,1.0,271.83658,9.999998,100,1850.5507278442383,940758,0.0945009,1.1418014,1.0,100.0,0.7749364,1,173,1.279566,59.36,17300,-424013.06,9.999998,1199.7205,100.0,583.3708131412292,1.0,409383.88
-135.76834,0.9999962,-472957.47,0.9999989,19.970322,-135.76834,634.1467,1.0,236.87366,9.999999,100,1866.6729619503021,947202,6.2104723e-06,1.1417847,1.0,100.0,0.99998474,1,174,1.0000153,64.44,17400,-472956.88,9.999999,1209.652,100.0,634.1467192569415,1.0,458250.6
-176.59708,0.9999964,-496265.3,1.0,,-176.59708,634.25336,1.0,274.11307,10.0,100,1876.9229204654694,953647,4.466007e-06,1.1417847,1.0,100.0,0.99998474,1,175,1.0000153,64.45,17500,-496265.16,10.0,1369.5096,100.0,634.253351728016,1.0,477415.12
-162.89827,0.9999962,-534497.7,0.99999166,,-162.89827,665.7456,1.0,263.7799,10.0,100,1885.0658040046692,960407,6.089543e-05,1.1417847,1.0,100.0,0.99983215,1,176,1.0001373,67.6,17600,-534485.9,10.0,1469.4171,100.0,665.7456132986498,1.0,512785.28
-188.55258,1.0,-531176.4,0.9999981,,-188.55258,652.1432,1.0,278.44925,10.0,100,1898.1621894836426,967031,9.717305e-06,1.1417847,1.0,100.0,0.9999695,1,177,1.0000153,66.24,17700,-531175.6,10.0,1679.5721,100.0,652.1432024329149,1.0,502823.9
-186.77739,1.0000044,-527749.7,0.9999986,,-186.77739,643.84546,1.0,294.70883,9.999999,100,1903.9838073253632,973572,8.502548e-06,1.1417847,1.0,100.0,0.9999695,1,178,1.0000153,65.41,17800,-527747.2,9.999999,1619.4832,100.0,643.8454503693895,1.0,501387.72
-192.9046,1.0000045,-484045.06,0.9999994,,-192.9046,614.0493,1.0,279.20718,10.0,100,1911.8336100578308,979815,4.696604e-06,1.1417847,1.0,100.0,0.9999695,1,179,1.0000153,62.43,17900,-484044.56,10.0,1699.5989,100.0,614.0492739290507,1.0,455012.62
-174.23987,1.0000048,-512403.56,1.0000001,,-174.23987,645.5387,1.0,263.90146,9.999998,100,1916.919031381607,986373,2.771507e-06,1.1417847,1.0,100.0,0.99998474,1,180,1.0000153,65.58,18000,-512403.56,9.999998,1609.6193,100.0,645.5387524862974,1.0,486364.25
-236.44905,1.0000048,-565814.06,0.99999833,9.979189,-236.44905,655.95306,1.0,310.7382,10.0,100,1921.1551876068115,993035,1.1883964e-05,1.1417847,1.0,100.0,0.99993896,1,181,1.0000305,66.62,18100,-565810.56,10.0,1969.4152,100.0,655.9530477348258,1.0,526829.1
-139.91006,1.0000043,-434916.75,0.9999992,9.980029,-139.91006,609.1625,1.0,220.54686,9.999999,100,1929.5856003761292,999229,6.0461675e-06,1.1417847,1.0,100.0,0.99998474,1,182,1.0000153,61.94,18200,-434916.3,9.999999,1229.6631,100.0,609.1625123925243,1.0,419719.4
-150.30402,1.0000043,-487243.34,0.9999934,,-150.30402,634.3537,1.0,262.46912,9.999999,100,1934.7092115879059,1005675,0.000105131294,1.1417847,1.0,100.0,0.9997559,1,183,1.0002899,64.46,18300,-487235.62,9.999999,1259.71,100.0,634.3537157368352,1.0,471286.97
-152.74013,1.0000045,-532619.8,1.0,,-152.74013,664.2491,1.0,265.63885,10.0,100,1946.8730845451355,1012420,,1.1417847,1.0,100.0,1.0,1,184,1.0,67.45,18400,-532619.8,10.0,1439.6027,100.0,664.2490226021298,1.0,511790.78
-150.72664,1.0000042,-441598.2,0.99999046,,-150.72664,597.3664,1.0,257.77502,10.0,100,1951.1226823329926,1018496,6.837631e-05,1.1417847,1.0,100.0,0.99978644,1,185,1.0001526,60.76,18500,-441589.3,10.0,1349.5121,100.0,597.3663861172496,1.0,423285.7
-176.00034,1.0000043,-486970.78,1.0,29.961163,-176.00034,621.449,1.0,276.83905,10.0,100,1964.4846110343933,1024813,,1.1417847,1.0,100.0,1.0,1,186,1.0,63.17,18600,-486970.78,10.0,1549.5519,100.0,621.4489850297336,1.0,462838.66
-168.67169,1.0000054,-461432.8,1.0000012,,-168.67169,612.75665,1.0,251.12004,10.0,100,1968.474790096283,1031043,1.4437441e-05,1.1417847,1.0,100.0,0.99993896,1,187,1.0000305,62.3,18700,-461432.8,10.0,1509.502,100.0,612.7566411333067,1.0,438532.0
-170.7812,0.99999666,-474202.06,1.0,19.96236,-170.7812,624.35205,1.0,248.56886,10.0,100,1972.1085929870605,1037389,,1.1417847,1.0,100.0,1.0,1,188,1.0,63.46,18800,-474202.06,10.0,1499.5613,100.0,624.3520472635624,1.0,451601.97
