InitialBound,MeanIW,ReturnMeanIW,InitialReturnStd,EmpiricalD2Arithmetic,TimeElapsed,StdIW,ESSRenyiHarmonic,TimestepsSoFar,MeanEntropy,EmpiricalD2Harmonic,EpRewMean,InitialReturnMax,ReturnStepMaxmin,InitialReturnMean,DivergenceHarmonic,MeanD2-0,EpisodesSoFar,MinIW,ReturnStepMax,Bound,MinTargetPdf,EpThisIter,Inner Iteration,ESSRenyiArithmetic,Iteration,EpLenMean,InitialReturnMin,MinBehavPdf,MaxIW
-43535.867,1.0273935,7032.186,66.015785,1.1329863,956.365513086319,0.47311917,88.26232,23647,1.4122453,1.1329863,84.94432463228675,399.72745,9.999993,84.94431,1.8559154,1.1329863,2800,0.20195536,9.999993,-9219.895,-52.102646,100,8,88.26232,3,9.5,9.988673,-51.971264,2.6269517
-8801.302,1.0240643,6847.2754,64.309685,1.1050012,1010.0009922981262,0.5685982,90.497635,24607,1.4122453,1.1050012,85.94329249687502,369.76392,9.999998,85.94329,1.712457,1.1050012,2900,0.050366256,9.999998,-8645.489,-60.200897,100,9,90.497635,3,9.6,,-58.47184,3.4593322
-6602.8604,1.1181098,5634.044,55.733707,1.0705874,1043.3879690170288,0.5261937,93.40667,25423,1.4122453,1.0705874,71.55332916228296,239.85406,9.99998,71.55333,1.528152,1.0705874,3000,0.24666622,9.99998,-6348.803,-37.481598,100,10,93.40667,3,8.16,,-37.217392,3.1699114
-11024.941,1.0863101,8039.768,62.36154,1.0,1084.9488425254822,0.302368,100.0,26305,1.4094353,1.0,78.1509633135303,319.88297,9.999998,78.15096,1.3032901,1.0,3100,0.3346311,9.999998,-9213.814,-47.33824,100,1,100.0,4,8.82,,-47.33824,1.9210613
-11172.3955,1.0338321,9423.601,71.385284,1.0974267,1133.276516199112,0.54462594,91.12226,27403,1.4094353,1.0974267,99.74000739537547,319.9003,9.999983,99.74,1.6709902,1.0974267,3200,0.09178787,9.999983,-10753.132,-53.302666,100,2,91.12226,4,10.98,,-51.8532,3.231958
-10697.856,1.0203798,8747.837,83.29517,1.0868263,1168.888887643814,0.5597142,92.011024,28494,1.4094353,1.0868263,99.03906695660277,339.85446,9.99999,99.03907,2.0393167,1.0868263,3300,0.07864221,9.99999,-10405.555,-56.3854,100,3,92.011024,4,10.91,,-55.291748,2.833467
-10457.846,1.0721909,7936.9707,82.93352,1.1161443,1209.6979176998138,0.6426481,89.59415,29579,1.4094353,1.1161443,98.43924927757195,399.7964,9.999995,98.43925,1.9909184,1.1161443,3400,0.08488796,9.999995,-10203.633,-53.431725,100,4,89.59415,4,10.85,9.980227,-52.144775,3.3436778
-8807.219,1.061723,7239.736,71.6734,1.0771091,1252.3140337467194,0.58346254,92.8411,30574,1.4094353,1.0771091,89.4409438605513,319.8766,9.999992,89.44095,1.7905732,1.0771091,3500,0.09595025,9.999992,-8615.814,-48.9877,100,5,92.8411,4,9.95,,-47.82784,2.8541327
-10640.451,1.0787134,8122.4043,73.18447,1.0966694,1292.6493566036224,0.5196045,91.18518,31591,1.4094353,1.0966694,91.64149449069913,369.75583,9.99999,91.641495,1.8363899,1.0966694,3600,0.07464579,9.99999,-9984.47,-50.258816,100,6,91.18518,4,10.17,,-48.84043,2.7678537
-13802.402,1.1273382,8992.357,71.605545,1.1078565,1333.0807056427002,0.48428804,90.2644,32550,1.4094353,1.1078565,85.84362145399172,399.76227,9.999975,85.84362,1.4659427,1.1078565,3700,0.09698134,9.999975,-10937.021,-64.66731,100,7,90.2644,4,9.59,9.979119,-63.4082,3.640531
-16286.533,1.0560471,11136.881,90.44697,1.056127,1383.708404302597,0.39560154,94.685585,33693,1.4094353,1.056127,104.24096624867414,589.7189,9.999996,104.24096,1.5231481,1.056127,3800,0.078305736,9.999996,-15450.518,-91.5015,100,8,94.685585,4,11.43,,-90.35797,2.0754557
-11121.022,1.0724739,8250.229,82.57696,1.0703771,1429.696627855301,0.6222776,93.42502,34807,1.4094353,1.0703771,101.33366717973222,429.83377,9.999994,101.33367,1.870845,1.0703771,3900,0.12787408,9.999994,-10790.045,-59.554314,100,9,93.42502,4,11.14,,-58.61367,3.484898
-12468.099,1.0744113,8634.167,73.122505,1.10587,1473.2148842811584,0.51259077,90.426544,35853,1.4094353,1.10587,94.54195829463501,499.66248,9.999991,94.54196,1.5116559,1.10587,4000,0.16659738,9.999991,-11719.218,-70.520294,100,10,90.426544,4,10.46,,-69.540405,3.5166783
-18993.648,1.1298034,12843.768,86.56305,1.0,1510.896579504013,0.33665097,100.0,36917,1.3994598,1.0,96.34525357765274,469.78296,9.999996,96.34525,1.3993044,1.0,4100,0.32260314,9.999996,-15467.581,-68.71563,100,1,100.0,5,10.64,,-68.71563,2.5189867
-19860.404,1.0649598,13408.303,109.58782,1.1334751,1564.7485344409943,0.55426294,88.22426,38253,1.3994598,1.1334751,123.52772513666031,629.64905,9.999993,123.52773,1.5936601,1.1334751,4200,0.08580541,9.999993,-18438.412,-97.80031,100,2,88.22426,5,13.36,,-96.70098,3.0843675
-21980.297,0.944963,15578.692,107.14045,1.057455,1612.5446088314056,0.4937167,94.56667,39735,1.3994598,1.057455,138.11887205452166,649.5508,9.999999,138.11888,1.7921357,1.057455,4300,0.07228848,9.999999,-21255.367,-94.868286,100,3,94.56667,5,14.82,9.980925,-93.72272,2.7934544
-19884.855,0.99351937,13437.588,110.3876,1.1019318,1655.9571356773376,0.47948396,90.74972,41077,1.3994598,1.1019318,124.12767864111352,649.5469,9.999997,124.12768,1.8450975,1.1019318,4400,0.13295482,9.999997,-19197.463,-93.30509,100,4,90.74972,5,13.42,,-92.59749,2.7875993
-18912.611,1.032843,14671.914,100.58893,1.0866011,1703.4104409217834,0.5279955,92.03009,42444,1.3994598,1.0866011,126.62344155918085,539.6987,9.999989,126.623436,1.6592258,1.0866011,4500,0.13286152,9.999989,-18442.752,-74.17603,100,5,92.03009,5,13.67,9.980118,-73.24669,2.8363192
-15117.041,1.0716026,13507.174,81.380585,1.0657961,1751.1917054653168,0.4950978,93.82658,43679,1.3994598,1.0657961,113.43332711712402,339.83575,9.999997,113.43333,1.6170369,1.0657961,4600,0.1919588,9.999997,-14983.154,-48.845467,100,6,93.82658,5,12.35,,-48.67273,3.416468
-15532.916,1.1408243,10961.878,94.08858,1.0657055,1791.8535590171814,0.4777305,93.83455,44760,1.3994598,1.0657055,98.04372184711036,569.8656,9.999984,98.043724,1.4212738,1.0657055,4700,0.07923482,9.999984,-14852.922,-85.32593,100,7,93.83455,5,10.81,,-84.127014,2.9394774
-13626.991,1.0169263,11573.601,75.44516,1.053619,1839.969978094101,0.42147526,94.910965,45963,1.3994598,1.053619,110.23622051295614,349.83014,9.999991,110.23622,1.7034005,1.053619,4800,0.14710695,9.999991,-13178.896,-61.03142,100,8,94.910965,5,12.03,9.983873,-60.391342,2.124854
-18308.828,1.0462476,12300.989,105.81832,1.1093438,1885.4441046714783,0.51230454,90.14338,47233,1.3994598,1.1093438,116.93476741370125,629.73376,9.999992,116.93477,1.7512677,1.1093438,4900,0.08261778,9.999992,-17575.383,-80.56142,100,9,90.14338,5,12.7,,-79.31566,2.4666681
-16257.452,1.039829,12450.801,92.45626,1.0766898,1930.828938961029,0.5229191,92.87726,48545,1.3994598,1.0766898,121.13618763915565,489.88495,10.0,121.136185,1.8789437,1.0766898,5000,0.14069207,10.0,-15756.988,-72.55954,100,10,92.87726,5,13.12,9.979137,-71.77714,2.4237106
-32381.578,1.051443,21599.027,110.613976,1.0,1973.2506873607635,0.2794858,100.0,49917,1.3862984,1.0,127.12621963470333,629.68787,9.999997,127.12622,1.3522501,1.0,5100,0.38615254,9.999997,-26233.086,-91.28261,100,1,100.0,6,13.72,,-91.28261,2.1070418
-24503.555,1.0507153,19727.684,103.594376,1.108433,2029.4843680858612,0.5518912,90.21745,51451,1.3862984,1.108433,143.31531854888135,529.7785,9.999998,143.3153,1.7797474,1.108433,5200,0.17612307,9.999998,-23490.822,-73.27779,100,2,90.21745,6,15.34,,-72.42663,2.949727
-27532.13,0.99930274,21459.432,120.67364,1.0937519,2072.6825938224792,0.5039653,91.42841,53104,1.3862984,1.0937519,155.21500571643742,539.6988,9.999999,155.215,2.1852877,1.0937519,5300,0.16629514,9.999999,-25786.957,-71.136,100,3,91.42841,6,16.53,,-70.69366,2.4158323
-30875.096,0.9979872,21606.305,119.3178,1.1258211,2111.8205964565277,0.46169025,88.82406,54780,1.3862984,1.1258211,157.5224122290793,679.6609,9.999993,157.5224,1.7871631,1.1258211,5400,0.06653941,9.999993,-27812.838,-87.72685,100,4,88.82406,6,16.76,,-86.10231,2.561971
-22921.582,1.0245764,18367.008,111.87342,1.0798311,2158.050772190094,0.5188052,92.60707,56273,1.3862984,1.0798311,139.22191353692583,519.67676,9.999996,139.22191,1.7729638,1.0798311,5500,0.14349544,9.999996,-21981.098,-68.77579,100,5,92.60707,6,14.93,9.979313,-68.228165,2.9325335
-20284.762,1.0545652,16680.363,97.75523,1.079348,2205.180643081665,0.44890013,92.64853,57608,1.3862984,1.079348,123.42453010451,399.81506,9.999999,123.42453,2.0343091,1.079348,5600,0.22617756,9.999999,-18971.807,-57.998272,100,6,92.64853,6,13.35,,-58.252953,2.182227
-20713.924,1.1204307,17778.836,94.986115,1.1305274,2253.67271900177,0.5701394,88.45429,59001,1.3862984,1.1305274,129.22644187989997,409.84448,9.999998,129.22644,1.7671275,1.1305274,5700,0.10892347,9.999998,-20023.0,-59.68094,100,7,88.45429,6,13.93,,-58.95022,3.2536614
-29855.367,1.1009924,20515.656,126.6843,1.0803101,2297.183123588562,0.5016971,92.56602,60520,1.3862984,1.0803101,141.82298367455576,849.64624,9.999994,141.82298,1.4660738,1.0803101,5800,0.060786683,9.999994,-29300.55,-119.657326,100,8,92.56602,6,15.19,,-118.19319,3.3223684
-23195.35,1.1030966,18088.2,110.68583,1.0498754,2341.9912407398224,0.5297695,95.2494,61967,1.3862984,1.0498754,134.6246501169598,529.6913,9.999999,134.62465,1.8590031,1.0498754,5900,0.108136036,9.999999,-21932.95,-76.81279,100,9,95.2494,6,14.47,,-75.92851,3.6458747
-22023.44,1.0809507,17190.268,112.76934,1.1309674,2389.7435715198517,0.6720665,88.41988,63576,1.3862984,1.1309674,150.81816521369427,499.83502,9.999997,150.81816,2.3632529,1.1309674,6000,0.13948222,9.999997,-21050.299,-69.365875,100,10,88.41988,6,16.09,9.980274,-68.497185,3.432732
-39126.184,1.047049,26825.41,116.76767,1.0,2436.3625988960266,0.31926486,100.0,65186,1.3603524,1.0,150.9140878405795,519.8865,9.999999,150.91411,1.6886,1.0,6100,0.40076995,9.999999,-30355.312,-70.45302,100,1,100.0,7,16.1,,-70.45302,2.051217
-35345.824,1.1058062,26688.2,120.27228,1.1964743,2495.5467414855957,0.5654345,83.578896,66981,1.3603524,1.1964743,169.40406040361856,619.7812,10.0,169.40407,1.8582497,1.1964743,6200,0.058933556,10.0,-31950.93,-75.109764,100,2,83.578896,7,17.95,,-73.076584,3.0632262
-33537.867,1.0390897,27503.705,114.225716,1.0601343,2549.8539004325867,0.38112777,94.327675,68710,1.3603524,1.0601343,162.80968683646938,569.7754,10.0,162.8097,1.6352448,1.0601343,6300,0.2041038,10.0,-31676.059,-74.25986,100,3,94.327675,7,17.29,,-73.582985,2.098191
-32349.24,1.0352975,26086.467,120.03731,1.086462,2598.8202261924744,0.4673238,92.04187,70441,1.3603524,1.086462,163.0040150403026,459.83896,9.999995,163.00401,1.8848683,1.086462,6400,0.17988613,9.999995,-29004.125,-63.96077,100,4,92.04187,7,17.31,,-63.475563,2.1183572
-39705.082,1.0178742,29517.426,151.48775,1.1411976,2651.393369913101,0.5712684,87.62724,72490,1.3603524,1.1411976,194.7956925449859,799.7584,9.999998,194.79568,1.882771,1.1411976,6500,0.057527535,9.999998,-38338.04,-108.03025,100,5,87.62724,7,20.49,,-106.734726,2.1280034
-37639.383,1.1055989,27410.242,138.34113,1.0696758,2697.5954780578613,0.49408796,93.48627,74176,1.3603524,1.0696758,158.51755993071126,749.6537,9.999998,158.51756,1.7073004,1.0696758,6600,0.1400837,9.999998,-34790.28,-91.88541,100,6,93.48627,7,16.86,,-91.172195,2.477279
-41227.152,1.0967364,31862.28,145.31326,1.1213732,2750.485463619232,0.62491584,89.17638,76124,1.3603524,1.1213732,184.70905973516153,639.7261,9.999998,184.70906,2.0049243,1.1213732,6700,0.08748042,9.999998,-37686.254,-88.383026,100,7,89.17638,7,19.48,,-87.29912,4.6817975
-31928.236,1.0908384,26343.113,119.82054,1.097879,2802.8685789108276,0.5139502,91.08472,77854,1.3603524,1.097879,162.9123163765811,589.7723,9.999994,162.91232,1.7298269,1.097879,6800,0.14002813,9.999994,-30940.938,-72.14777,100,8,91.08472,7,17.3,,-71.17088,2.5052927
-27584.857,1.1422254,23331.713,119.86955,1.0759946,2847.1046104431152,0.5698129,92.93727,79474,1.3603524,1.0759946,151.92002095522474,509.85495,9.999998,151.92003,1.8026779,1.0759946,6900,0.1626401,9.999998,-26839.512,-68.32014,100,9,92.93727,7,16.2,,-67.76489,2.9432588
-29310.371,1.0465534,22538.744,117.951805,1.0978181,2889.9400610923767,0.51554155,91.08977,81158,1.3603524,1.0978181,158.30888292418933,609.6415,9.999994,158.30888,1.9349993,1.0978181,7000,0.12311893,9.999994,-27734.775,-80.47278,100,10,91.08977,7,16.84,,-79.4158,2.4538739
-43161.246,1.1276604,31644.613,124.23831,1.0,2932.2163364887238,0.39944053,100.0,82850,1.3385663,1.0,159.10688908995704,489.79663,9.999994,159.10689,1.551859,1.0,7100,0.23823588,9.999994,-34648.2,-72.930664,100,1,100.0,8,16.92,,-72.930664,2.5502503
-44857.98,1.1321033,37134.26,139.96675,1.1728538,2986.056752681732,0.95622057,85.262115,84991,1.3385663,1.1728538,203.99608404070045,549.7519,9.999999,203.9961,2.464195,1.1728538,7200,0.24045637,9.999999,-41902.45,-74.36721,100,2,85.262115,8,21.41,,-73.82712,8.598374
-49412.355,0.9746144,34761.45,150.07684,1.1335096,3032.206197977066,0.6049334,88.22157,87192,1.3385663,1.1335096,209.98932714593855,799.56537,9.999999,209.98932,2.2792854,1.1335096,7300,0.09471598,9.999999,-44461.85,-108.473335,100,3,88.22157,8,22.01,,-108.229996,3.038513
-50002.17,0.97820413,42665.617,138.81807,1.132321,3080.4604349136353,0.6554672,88.31418,89525,1.3385663,1.132321,223.1847299616455,569.7605,10.0,223.18471,2.4847176,1.132321,7400,0.1559055,10.0,-47808.49,-76.5082,100,4,88.31418,8,23.33,9.980731,-76.29057,5.1438417
-43143.18,1.028228,35686.062,137.42703,1.1346269,3124.567698955536,0.64318836,88.134705,91648,1.3385663,1.1346269,202.19470593380802,619.8592,9.999994,202.19469,2.2044344,1.1346269,7500,0.14101769,9.999994,-41419.527,-84.747284,100,5,88.134705,8,21.23,,-84.19083,3.5966353
-44167.676,1.0407141,36745.48,151.76862,1.1080582,3176.4449365139008,0.7715243,90.24796,93788,1.3385663,1.1080582,203.89287909210782,599.6725,10.0,203.89287,2.269606,1.1080582,7600,0.19182263,10.0,-42190.332,-80.49483,100,6,90.24796,8,21.4,,-79.8183,6.876896
-45021.625,1.139582,35953.86,135.65552,1.1222603,3246.824509382248,0.6320664,89.10589,95742,1.3385663,1.1222603,185.29660608253792,669.6264,9.999999,185.2966,1.6453193,1.1222603,7700,0.19181094,9.999999,-41734.457,-84.70479,100,7,89.10589,8,19.54,,-83.98558,4.206321
-40244.26,1.0877218,36826.21,115.79841,1.064726,3356.758640050888,0.47170055,93.920876,97706,1.3385663,1.064726,186.3000637355034,479.74695,9.999991,186.30008,1.6115711,1.064726,7800,0.2954664,9.999991,-39762.723,-64.65061,100,8,93.920876,8,19.64,,-64.16942,2.4905753
-43281.17,1.1147746,37942.086,135.90398,1.0814806,3467.1328337192535,0.53010607,92.46583,99673,1.3385663,1.0814806,186.59715968161782,599.76636,9.999999,186.59717,1.6899147,1.0814806,7900,0.23315077,9.999999,-42641.883,-82.87222,100,9,92.46583,8,19.67,19.967222,-82.894264,2.4114633
-37658.223,1.1229353,33146.613,132.60803,1.0797523,3591.5310974121094,0.5553284,92.61383,101542,1.3385663,1.0797523,176.80815589781758,519.7435,9.999998,176.80815,1.7011325,1.0797523,8000,0.23288766,9.999998,-36687.645,-84.0797,100,10,92.61383,8,18.69,,-83.27708,3.0041842
-73167.19,1.0303775,50598.598,142.94199,1.0,3723.6896336078644,0.2940142,100.0,103755,1.3206221,1.0,211.19149667780158,899.5641,9.999998,211.1915,1.4068924,1.0,8100,0.2531832,9.999998,-60245.258,-110.118866,100,1,100.0,9,22.13,19.973257,-110.118866,1.9434541
-73565.76,1.1123079,53901.508,161.19495,1.1249497,3890.5156462192535,0.59492284,88.89286,106174,1.3206221,1.1249497,231.78266769743678,819.62787,9.999991,231.78265,1.7151744,1.1249497,8200,0.14397356,9.999991,-62743.906,-113.693756,100,2,88.89286,9,24.19,,-112.78076,2.9358127
-44409.414,1.1290749,35899.605,152.14511,1.0740609,4046.9979960918427,0.61336267,93.10459,108206,1.3206221,1.0740609,193.10200143847146,729.58905,9.999994,193.102,1.8560796,1.0740609,8300,0.18816699,9.999994,-43188.094,-90.60365,100,3,93.10459,9,20.32,,-89.910446,3.1385972
-49179.44,1.1029124,43631.734,145.35274,1.1107683,4174.190642356873,0.582653,90.02777,110319,1.3206221,1.1107683,201.19466675555176,549.86993,9.999991,201.19464,1.6648226,1.1107683,8400,0.19371396,9.999991,-47552.64,-68.3648,100,4,90.02777,9,21.13,,-68.07551,3.0492475
-50113.566,1.0837284,44304.977,141.37599,1.0632231,4321.553698062897,0.39804682,94.053635,112406,1.3206221,1.0632231,198.59730053711854,659.73047,10.0,198.59732,1.5475883,1.0632231,8500,0.2647069,10.0,-49746.785,-78.021805,100,5,94.053635,9,20.87,,-77.35863,2.3055682
-41745.496,1.1320906,37135.164,131.40817,1.0598575,4441.439023971558,0.48407012,94.35231,114262,1.3206221,1.0598575,175.50367721367095,589.72424,9.999995,175.5037,1.3709197,1.0598575,8600,0.15112032,9.999995,-41227.64,-69.633255,100,6,94.35231,9,18.56,,-68.65008,3.5636399
-48836.61,1.0285872,40844.055,135.19331,1.0475281,4549.394595384598,0.4410726,95.46283,116398,1.3206221,1.0475281,203.49729008676394,679.6069,9.999997,203.49728,1.5898309,1.0475281,8700,0.20073108,9.999997,-46696.984,-80.42941,100,7,95.46283,9,21.36,,-79.76833,2.3493917
-53616.062,0.953779,43601.227,136.07144,1.0929857,4675.613355875015,0.55993503,91.4925,118814,1.3206221,1.0929857,231.48212550249846,679.8208,9.999999,231.48212,2.2796667,1.0929857,8800,0.21798797,9.999999,-50614.277,-84.613785,100,8,91.4925,9,24.16,,-84.070694,2.704742
-57274.434,1.090848,47117.566,146.45656,1.152386,4790.996293544769,0.56797117,86.77648,121181,1.3206221,1.152386,226.58084532484096,739.74457,9.999999,226.58084,1.9848938,1.152386,8900,0.20830096,9.999999,-54866.01,-98.42464,100,9,86.77648,9,23.67,,-97.77489,3.201343
