ReturnStepMax,InitialBound,ReturnStepMaxmin,InitialReturnStd,TimestepsSoFar,ReturnMeanIW,EmpiricalD2Harmonic,EmpiricalD2Arithmetic,MinBehavPdf,MinIW,StdIW,DivergenceHarmonic,Inner Iteration,InitialReturnMin,MinTargetPdf,MeanEntropy,ESSRenyiHarmonic,MaxIW,EpRewMean,MeanD2-0,MeanIW,Iteration,InitialReturnMax,EpLenMean,EpThisIter,Bound,ESSRenyiArithmetic,InitialReturnMean,EpisodesSoFar,TimeElapsed
9.999999,-443235.9,9.999999,285.94135,479712,421240.78,1.0,1.0,-163.77936,0.99998474,6.340141e-06,1.000002,1,9.981125,-163.77936,1.120549,100.0,1.0000153,582.6482685562291,1.0,0.9999995,95,1479.3296,59.29,100,-443235.22,100.0,582.64825,9500,2249.2117207050323
9.999999,-445306.84,9.999999,340.73654,485287,415596.34,1.0,1.0,-183.77994,1.0,,1.0000019,1,,-183.77994,1.120549,100.0,1.0,547.2613498918438,1.0,1.0,96,1719.3468,55.75,100,-445306.84,100.0,547.26135,9600,2262.074220895767
10.0,-515548.6,10.0,343.26083,491392,478137.22,1.0,1.0,-201.34746,1.0,,1.0000019,1,,-201.34746,1.120549,100.0,1.0,600.2576019891777,1.0,1.0,97,1929.347,61.05,100,-515548.6,100.0,600.25757,9700,2272.5489144325256
10.0,-562331.25,10.0,349.81036,497827,523353.3,1.0,1.0,-208.3232,1.0,,1.0000019,1,,-208.3232,1.120549,100.0,1.0,633.2345935073477,1.0,1.0,98,1969.3271,64.35,100,-562331.25,100.0,633.2346,9800,2281.700380086899
9.999999,-539813.7,9.999999,376.17645,503722,477052.44,1.0,1.0,-273.27185,1.0,,1.0000018,1,,-273.27185,1.120549,100.0,1.0,579.2613221736311,1.0,1.0,99,2498.932,58.95,100,-539813.7,100.0,579.26135,9900,2293.2826969623566
9.999999,-497387.34,9.999999,315.15387,509978,477978.4,1.0,1.0,-156.08577,0.99983215,4.850759e-05,1.0000018,1,,-156.08577,1.120549,100.0,1.0001526,615.3584574169107,1.0,0.9999902,100,1389.3208,62.56,100,-497377.78,100.0,615.35846,10000,2305.0848531723022
9.999999,-484625.53,9.999999,360.34418,515849,462628.72,1.0,1.0,-161.40518,1.0,,1.0000019,1,,-161.40518,1.120549,100.0,1.0,576.8715797609535,1.0,1.0,101,1479.41,58.71,100,-484625.53,100.0,576.8716,10100,2331.6377918720245
10.0,-553115.56,10.0,347.19873,522186,509236.62,1.0,1.0,-239.59973,1.0,,1.000002,1,29.953861,-239.59973,1.120549,100.0,1.0,623.4498156238514,1.0,1.0,102,2089.4717,63.37,100,-553115.56,100.0,623.4498,10200,2343.9170410633087
9.999999,-555520.25,9.999999,354.5561,528611,522722.75,1.0,1.0,-203.95653,0.82907975,0.053725224,1.0101295,1,,-203.95653,1.120549,100.0,1.1966606,632.2536778089398,1.0,0.9995655,103,1729.5887,64.25,100,-552940.1,100.0,632.25366,10300,2354.5242841243744
9.999999,-532971.25,9.999999,343.436,534852,494774.06,1.0,1.0,-212.16634,0.9999695,1.00719435e-05,0.99999404,1,,-212.16634,1.1206046,100.0,1.0000153,613.8631282053803,1.0,0.9999984,104,1949.453,62.41,100,-532969.06,100.0,613.8631,10400,2375.001492500305
10.0,-606322.3,10.0,394.45703,541313,559891.25,1.0,1.0,-230.72583,0.9999695,4.968497e-06,0.9999937,1,,-230.72583,1.1206046,100.0,1.0000153,635.84232816426,1.0,0.99999976,105,2149.37,64.61,100,-606321.75,100.0,635.8423,10500,2393.2487411499023
10.0,-537182.75,10.0,326.71768,547754,508493.0,1.0,1.0,-177.72067,0.99998474,5.3700446e-06,0.9999937,1,,-177.72067,1.1206046,100.0,1.0000153,633.8368182624135,1.0,0.9999992,106,1689.5424,64.41,100,-537182.25,100.0,633.83685,10600,2408.6902554035187
10.0,-500086.4,10.0,322.64487,553962,476879.12,1.0,1.0,-172.95331,0.9999924,1.8688123e-06,0.99999404,1,,-172.95331,1.1206046,100.0,1.0000153,610.5566600115745,1.0,1.0,107,1519.5735,62.08,100,-500086.4,100.0,610.5567,10700,2423.7931847572327
10.0,-539406.1,10.0,317.41388,560498,514645.44,1.0,1.0,-172.69962,0.99993896,2.1198244e-05,0.99999344,1,,-172.69962,1.1206046,100.0,1.0000534,643.3499963227786,1.0,0.99999624,108,1569.4379,65.36,100,-539400.8,100.0,643.35,10800,2435.8874700069427
9.999999,-500707.8,9.999999,322.1189,566680,473363.2,1.0,1.0,-165.97684,0.9999695,6.086542e-06,0.99999404,1,9.982588,-165.97684,1.1206046,100.0,1.0000153,607.9503449586421,1.0,0.9999988,109,1649.444,61.82,100,-500706.8,100.0,607.9503,10900,2450.109987974167
10.0,-530715.7,10.0,327.1939,572988,492132.44,1.0,1.0,-233.1614,1.0,,0.9999938,1,,-233.1614,1.1206046,100.0,1.0,620.5454160825763,1.0,1.0,110,1959.3352,63.08,100,-530715.7,100.0,620.5454,11000,2468.0443828105927
10.0,-434131.4,10.0,317.57108,578705,416098.47,1.0,1.0,-152.6563,0.9999695,5.943704e-06,0.9999945,1,9.980616,-152.6563,1.1206046,100.0,1.0000153,561.4694614666685,1.0,0.9999994,111,1339.4686,57.17,100,-434130.56,100.0,561.4695,11100,2478.427830696106
9.999999,-517104.44,9.999999,348.64557,584705,469364.94,1.0,1.0,-234.39076,0.99998474,3.978109e-06,0.99999404,1,,-234.39076,1.1206046,100.0,1.0000153,589.7553820237114,1.0,0.9999998,112,2179.4534,60.0,100,-517104.25,100.0,589.7554,11200,2490.4679765701294
9.999998,-566575.75,9.999998,348.83835,591203,530705.0,1.0,1.0,-218.2515,0.9999695,7.713385e-06,0.9999937,1,,-218.2515,1.1206046,100.0,1.0000305,639.5447004207023,1.0,0.9999993,113,1889.1909,64.98,100,-566575.1,100.0,639.54474,11300,2502.123031139374
10.0,-556613.1,10.0,340.25598,597616,513988.1,1.0,1.0,-247.30624,0.9999695,6.3791676e-06,0.9999937,1,,-247.30624,1.1206046,100.0,1.0000153,631.0422479975658,1.0,1.0000002,114,2059.3965,64.13,100,-556612.75,100.0,631.0423,11400,2514.911313056946
10.0,-485310.56,10.0,319.97867,603736,464486.78,1.0,1.0,-160.78043,0.99998474,5.0643607e-06,0.99999404,1,9.980247,-160.78043,1.1206046,100.0,1.0000153,601.747921995438,1.0,1.0,115,1439.4229,61.2,100,-485310.47,100.0,601.7479,11500,2527.401380300522
10.0,-500527.5,10.0,304.97534,609999,472518.22,1.0,1.0,-193.19217,0.99998474,6.5457084e-06,0.99999404,1,,-193.19217,1.1206046,100.0,1.0000153,616.0429363811631,1.0,0.99999857,116,1669.3818,62.63,100,-500526.88,100.0,616.0429,11600,2540.11225771904
10.0,-518865.9,10.0,326.0044,616278,487759.06,1.0,1.0,-201.38542,1.0,1.9073487e-07,0.99999404,1,,-201.38542,1.1206046,100.0,1.0000019,617.6408241707554,1.0,1.0,117,1759.29,62.79,100,-518865.9,100.0,617.64087,11700,2555.5360431671143
9.999998,-604276.8,9.999998,385.88745,622894,573161.1,1.0,1.0,-196.23615,0.9999695,8.388947e-06,0.99999344,1,9.980242,-196.23615,1.1206046,100.0,1.0000305,651.3480935032443,1.0,0.9999988,118,1759.4749,66.16,100,-604274.5,100.0,651.3481,11800,2563.951249361038
9.999999,-541901.56,9.999999,337.95477,629271,507892.06,1.0,1.0,-190.68517,1.0,,0.9999939,1,9.989768,-190.68517,1.1206046,100.0,1.0,627.4381504698775,1.0,1.0,119,1839.5417,63.77,100,-541901.56,100.0,627.4381,11900,2579.5555653572083
10.0,-557756.56,10.0,312.31924,635940,528731.6,1.0,1.0,-191.98831,0.9999695,8.067748e-06,0.9999937,1,9.980295,-191.98831,1.1206046,100.0,1.0000153,656.6506710917768,1.0,0.9999994,120,1699.3464,66.69,100,-557754.8,100.0,656.6507,12000,2588.4913914203644
9.999999,-558522.25,9.999999,364.3875,642271,520718.3,1.0,1.0,-219.79932,0.99993896,1.9203058e-05,0.9999938,1,9.979532,-219.79932,1.1206046,100.0,1.0000305,622.8510202258819,1.0,0.999997,121,1939.3628,63.31,100,-558518.94,100.0,622.85095,12100,2600.418391942978
10.0,-480894.47,10.0,356.4994,647929,435744.84,1.0,1.0,-225.66211,0.99998474,3.8221406e-06,0.9999945,1,,-225.66211,1.1206046,100.0,1.0000153,555.565714617135,1.0,0.99999976,122,2119.5093,56.58,100,-480894.22,100.0,555.5657,12200,2613.6356732845306
10.0,-437904.78,10.0,282.4049,653868,420400.12,1.0,1.0,-149.75404,0.9999695,5.429247e-06,0.99999416,1,39.937286,-149.75404,1.1206046,100.0,1.0000153,583.6507908067897,1.0,0.9999995,123,1319.7092,59.39,100,-437904.12,100.0,583.65076,12300,2624.1331672668457
9.999999,-555739.25,9.999999,365.76578,660228,525337.25,1.0,1.0,-193.31915,1.0,,0.9999939,1,,-193.31915,1.1206046,100.0,1.0,625.7416759215184,1.0,1.0,124,1739.2437,63.6,100,-555739.25,100.0,625.7417,12400,2636.6823608875275
10.0,-459963.03,10.0,337.93896,666062,442725.8,1.0,1.0,-142.68326,1.0,,0.9999944,1,,-142.68326,1.1206046,100.0,1.0,573.1693412926703,1.0,1.0,125,1309.6136,58.34,100,-459963.03,100.0,573.1694,12500,2645.5126893520355
9.999998,-437533.7,9.999998,322.7958,671744,415532.88,1.0,1.0,-151.98936,1.0,,0.9999945,1,,-151.98936,1.1206046,100.0,1.0,557.9746674670887,1.0,1.0,126,1479.5474,56.82,100,-437533.7,100.0,557.9747,12600,2653.8520851135254
10.0,-464301.62,10.0,289.5892,677805,438914.3,1.0,1.0,-174.78374,1.0,,0.9999943,1,,-174.78374,1.1206046,100.0,1.0,595.862753083842,1.0,1.0,127,1589.3433,60.61,100,-464301.62,100.0,595.8628,12700,2664.5013802051544
9.999999,-471957.84,9.999999,311.9124,683812,445924.97,1.0,1.0,-173.71138,1.0,,0.99999416,1,,-173.71138,1.1206046,100.0,1.0,590.4537620803895,1.0,1.0,128,1609.4244,60.07,100,-471957.84,100.0,590.4538,12800,2676.4373304843903
10.0,-441303.16,10.0,313.60788,689595,421046.2,1.0,1.0,-158.05365,0.99993896,2.3352124e-05,0.9999976,1,,-158.05365,1.1206046,100.0,1.000061,568.0653571942312,1.0,1.0000017,129,1419.6321,57.83,100,-441301.25,100.0,568.06537,12900,2685.4017350673676
9.999999,-508120.25,9.999999,354.6737,695690,484909.12,1.0,1.0,-169.2374,0.9999695,8.353662e-06,1.0000094,1,,-169.2374,1.1206045,100.0,1.0000153,599.2649186377862,1.0,0.99999803,130,1519.6041,60.95,100,-508117.53,100.0,599.2649,13000,2703.6850283145905
10.0,-441564.53,10.0,289.65866,701618,423272.2,1.0,1.0,-149.30421,1.0,,1.0000092,1,,-149.30421,1.1206045,100.0,1.0,582.5547560605987,1.0,1.0,131,1349.0951,59.28,100,-441564.53,100.0,582.55475,13100,2716.5216886997223
10.0,-637321.8,10.0,379.4056,708406,590889.1,1.0,1.0,-235.32529,1.0,,1.0000107,1,,-235.32529,1.1206045,100.0,1.0,668.5361346242925,1.0,1.0,132,2149.4114,67.88,100,-637321.8,100.0,668.5362,13200,2727.0092651844025
10.0,-492068.88,10.0,318.35748,714588,470961.88,1.0,1.0,-159.45789,0.99998474,2.193969e-06,1.0000098,1,9.980235,-159.45789,1.1206045,100.0,1.0000153,607.9559614971904,1.0,1.0,133,1449.1731,61.82,100,-492068.8,100.0,607.95593,13300,2738.155480146408
10.0,-476714.6,10.0,342.33197,720282,429853.03,1.0,1.0,-255.92317,0.9999695,8.487266e-06,1.0000091,1,,-255.92317,1.1206045,100.0,1.0000153,559.1640073474595,1.0,0.9999975,134,2159.257,56.94,100,-476712.03,100.0,559.164,13400,2752.809739589691
10.0,-449553.38,10.0,290.74997,726231,415350.28,1.0,1.0,-170.48827,0.7023007,0.12397156,1.0510563,1,9.980933,-170.48827,1.1206045,100.0,1.4021583,584.6517336100851,1.0,1.0174481,135,1519.3347,59.49,100,-439135.25,100.0,584.65173,13500,2769.767045021057
9.999999,-487818.22,9.999999,322.45447,732401,472121.6,1.0,1.0,-149.67424,0.9999695,6.633009e-06,0.9999939,1,,-149.67424,1.1193677,100.0,1.0000305,606.7497150652398,1.0,1.0,136,1249.7002,61.7,100,-487817.72,100.0,606.7497,13600,2790.1786589622498
9.999998,-511026.9,9.999998,304.66486,738731,480628.4,1.0,1.0,-194.47668,0.99998474,2.3175708e-06,0.9999939,1,,-194.47668,1.1193677,100.0,1.0000153,622.742098448385,1.0,1.0000001,137,1739.144,63.3,100,-511026.9,100.0,622.74207,13700,2804.8537588119507
10.0,-533338.9,10.0,338.3009,744933,486485.5,1.0,1.0,-257.48386,0.99998474,3.3718322e-06,0.9999937,1,,-257.48386,1.1193677,100.0,1.0000076,609.9495623027608,1.0,0.9999994,138,2159.1248,62.02,100,-533338.4,100.0,609.9495,13800,2817.849352836609
9.999999,-487216.3,9.999999,322.5692,751025,462781.2,1.0,1.0,-176.77771,0.99998474,2.5029408e-06,0.9999937,1,9.980034,-176.77771,1.1193677,100.0,1.0000076,598.9410969933141,1.0,1.0000001,139,1559.2482,60.92,100,-487216.12,100.0,598.94104,13900,2835.9076323509216
9.999997,-538008.8,9.999997,326.55246,757398,499810.22,1.0,1.0,-200.73853,0.99998474,2.212545e-06,0.9999937,1,9.981698,-200.73853,1.1193677,100.0,1.0000038,627.0359414984032,1.0,0.99999976,140,1949.536,63.73,100,-538008.5,100.0,627.03595,14000,2850.269595146179
10.0,-457400.84,10.0,300.78644,763386,436847.75,1.0,1.0,-173.5621,0.99969494,0.00011744405,0.9999939,1,,-173.5621,1.1193677,100.0,1.0003052,588.5455747591556,1.0,0.9999845,141,1429.6694,59.88,100,-457390.22,100.0,588.5456,14100,2865.864331483841
10.0,-470328.56,10.0,318.22653,769404,451201.0,1.0,1.0,-154.38586,0.9999695,9.427088e-06,0.99999416,1,,-154.38586,1.1193677,100.0,1.0000153,591.5543416112246,1.0,0.999996,142,1379.4255,60.18,100,-470324.94,100.0,591.5543,14200,2895.600084543228
10.0,-546494.9,10.0,355.8274,775812,524193.03,1.0,1.0,-160.311,0.9999695,4.7425524e-06,0.9999938,1,,-160.311,1.1193677,100.0,1.0000153,630.5395731098095,1.0,1.0,143,1489.6265,64.08,100,-546494.6,100.0,630.53955,14300,2912.4275529384613
10.0,-509497.16,10.0,323.91342,782080,485050.56,1.0,1.0,-191.15459,0.9999695,7.0803894e-06,0.9999937,1,,-191.15459,1.1193677,100.0,1.0000153,616.5479446775552,1.0,1.0000001,144,1559.5962,62.68,100,-509496.44,100.0,616.5479,14400,2929.4815599918365
9.999999,-473448.53,9.999999,327.42667,788067,453478.84,1.0,1.0,-161.83572,0.9999695,9.458091e-06,0.99999404,1,,-161.83572,1.1193677,100.0,1.0000153,588.4490516754778,1.0,0.9999979,145,1409.54,59.87,100,-473446.9,100.0,588.44904,14500,2945.9096944332123
10.0,-644948.7,10.0,365.92487,795100,614189.4,1.0,1.0,-207.07526,0.9999695,8.125143e-06,0.9999931,1,,-207.07526,1.1193677,100.0,1.0000305,693.0285400711435,1.0,0.99999976,146,1749.431,70.33,100,-644948.56,100.0,693.02856,14600,2959.9086208343506
9.999999,-565700.1,9.999999,331.39655,801771,541258.75,1.0,1.0,-165.05865,0.9999695,3.4754364e-06,0.99999344,1,,-165.05865,1.1193677,100.0,1.0000076,656.8376657523135,1.0,0.99999964,147,1559.4302,66.71,100,-565699.4,100.0,656.83765,14700,2974.2078120708466
10.0,-543439.25,10.0,350.3617,808197,512929.2,1.0,1.0,-164.62047,0.67075384,0.11907373,1.0375407,1,,-164.62047,1.1193677,100.0,1.4816184,632.3405171554957,1.0,0.9909737,148,1439.6907,64.26,100,-534148.1,100.0,632.3405,14800,2987.7519669532776
10.0,-460863.25,10.0,304.15494,814216,442561.56,1.0,1.0,-172.53961,0.9999695,5.8573382e-06,0.99999607,1,,-172.53961,1.1193407,100.0,1.0000153,591.6519623148714,1.0,0.9999993,149,1349.4175,60.19,100,-460862.53,100.0,591.652,14900,3005.2774596214294
9.999999,-539395.94,9.999999,325.88388,820764,521631.22,1.0,1.0,-152.71576,1.0,,0.9999956,1,,-152.71576,1.1193407,100.0,1.0,644.5393156284225,1.0,1.0,150,1329.5005,65.48,100,-539395.94,100.0,644.5393,15000,3021.469261407852
10.0,-524524.0,10.0,359.81558,826962,501015.56,1.0,1.0,-168.13184,0.9999695,5.2756272e-06,0.9999957,1,9.979429,-168.13184,1.1193407,100.0,1.0000153,609.5486741828191,1.0,0.99999917,151,1529.3586,61.98,100,-524522.75,100.0,609.54865,15100,3031.292225599289
9.999999,-571536.75,9.999999,396.81537,833205,534503.94,1.0,1.0,-214.57921,0.9999695,1.1273702e-05,0.99999595,1,,-214.57921,1.1193407,100.0,1.0000305,614.0405010671928,1.0,0.9999971,152,1919.4543,62.43,100,-571532.5,100.0,614.0405,15200,3044.5059928894043
10.0,-500863.5,10.0,319.9181,839360,468681.75,1.0,1.0,-224.94156,0.9999695,6.602602e-06,0.99999595,1,19.96404,-224.94156,1.1193407,100.0,1.0000153,605.2564220991676,1.0,0.99999976,153,1789.394,61.55,100,-500862.3,100.0,605.2565,15300,3060.2426557540894
9.999999,-493642.4,9.999999,334.09387,845442,469186.06,1.0,1.0,-167.95607,0.99990845,3.2993004e-05,0.9999958,1,,-167.95607,1.1193407,100.0,1.000061,597.9730726858553,1.0,1.0000023,154,1559.788,60.82,100,-493637.97,100.0,597.9731,15400,3075.853280067444
10.0,-480368.72,10.0,316.20084,851564,462332.84,1.0,1.0,-143.12383,0.9999695,5.576154e-06,0.9999958,1,9.980396,-143.12383,1.1193407,100.0,1.0000153,601.9559585955203,1.0,0.999999,155,1339.5667,61.22,100,-480367.6,100.0,601.956,15500,3095.8079068660736
10.0,-509055.5,10.0,330.87363,857839,490476.94,1.0,1.0,-156.31248,0.9999695,5.7639263e-06,0.9999958,1,,-156.31248,1.1193407,100.0,1.0000305,617.2519290311916,1.0,0.9999997,156,1359.6002,62.75,100,-509055.16,100.0,617.2519,15600,3107.0344619750977
9.999998,-460407.66,9.999998,327.02542,863696,438097.7,1.0,1.0,-164.67722,0.9998017,9.026884e-05,0.99999607,1,9.979726,-164.67722,1.1193407,100.0,1.0001526,575.4666471751968,1.0,0.99999815,157,1489.5779,58.57,100,-460397.84,100.0,575.4666,15700,3120.1576025485992
10.0,-638390.44,10.0,334.50262,870871,612034.8,1.0,1.0,-193.87947,1.0,,0.9999951,1,19.96648,-193.87947,1.1193407,100.0,1.0,707.2077358215046,1.0,1.0,158,1619.3702,71.75,100,-638390.44,100.0,707.2078,15800,3142.7492151260376
9.999999,-594902.75,9.999999,335.01022,877719,567227.3,1.0,1.0,-196.15318,0.99998474,4.27448e-06,0.99999523,1,9.982617,-196.15318,1.1193407,100.0,1.0000153,674.533799319411,1.0,0.9999994,159,1659.4102,68.48,100,-594902.4,100.0,674.5338,15900,3152.062965631485
9.999999,-676035.1,9.999999,386.0192,884805,636659.44,1.0,1.0,-228.77744,1.0,,0.99999523,1,9.983876,-228.77744,1.1193407,100.0,1.0,698.3184295910266,1.0,1.0,160,1979.353,70.86,100,-676035.1,100.0,698.3184,16000,3168.22141623497
9.999999,-407761.62,9.999999,295.0902,890406,379962.22,1.0,1.0,-159.50104,0.6977717,0.12889194,1.0540738,1,,-159.50104,1.1193407,100.0,1.3212771,549.8881180893975,1.0,1.0222023,161,1349.6194,56.01,100,-398757.12,100.0,549.8881,16100,3178.322412967682
10.0,-564950.1,10.0,362.37378,896569,498615.34,1.0,1.0,-280.02695,0.9999981,1.5342379e-06,1.0000026,1,,-280.02695,1.1193202,100.0,1.0000153,606.0532314502697,1.0,1.0000001,162,2569.0896,61.63,100,-564950.1,100.0,606.0533,16200,3204.023155927658
10.0,-491010.34,10.0,302.5896,902815,469010.03,1.0,1.0,-165.29085,0.9999695,5.14813e-06,1.0000026,1,9.986871,-165.29085,1.1193202,100.0,1.0000153,614.3699443448429,1.0,0.9999994,163,1479.4983,62.46,100,-491009.5,100.0,614.36993,16300,3212.7346515655518
9.999999,-413154.6,9.999999,318.15265,908353,396700.53,1.0,1.0,-149.63992,1.0,,1.0000024,1,9.9797945,-149.63992,1.1193202,100.0,1.0,543.5802112154976,1.0,1.0,164,1279.5137,55.38,100,-413154.6,100.0,543.58026,16400,3226.555323600769
10.0,-557046.1,10.0,381.86093,914582,521170.34,1.0,1.0,-215.74715,1.0,,1.0000026,1,,-215.74715,1.1193202,100.0,1.0,612.6602488879162,1.0,1.0,165,1889.3354,62.29,100,-557046.1,100.0,612.6603,16500,3238.0601494312286
10.0,-505911.5,10.0,323.3274,920824,481468.16,1.0,1.0,-169.41888,1.0,,1.0000029,1,,-169.41888,1.1193202,100.0,1.0,613.9442563510945,1.0,1.0,166,1559.5127,62.42,100,-505911.5,100.0,613.9443,16600,3249.472170829773
9.999999,-622116.2,9.999999,385.09454,927318,556797.0,1.0,1.0,-269.99933,0.9999695,7.3082683e-06,1.0000026,1,,-269.99933,1.1193202,100.0,1.0000153,639.14165946407,1.0,0.9999983,167,2549.2913,64.94,100,-622113.4,100.0,639.14166,16700,3261.373620033264
10.0,-461798.9,10.0,253.22894,933609,447091.5,1.0,1.0,-134.58171,0.99998474,2.6386217e-06,1.0000026,1,,-134.58171,1.1193202,100.0,1.0000153,618.8430553840992,1.0,0.9999998,168,1209.6927,62.91,100,-461798.8,100.0,618.843,16800,3274.874415874481
10.0,-579144.8,10.0,364.51556,940045,533999.6,1.0,1.0,-256.10022,0.99998474,4.766926e-06,1.0000026,1,9.980071,-256.10022,1.1193202,100.0,1.0000153,633.3469495084641,1.0,0.99999946,169,2119.399,64.36,100,-579144.5,100.0,633.3469,16900,3290.6173524856567
9.999998,-482186.4,9.999998,333.4541,945968,450000.06,1.0,1.0,-199.59985,0.9999695,1.7834236e-05,1.0000027,1,,-199.59985,1.1193202,100.0,1.0000458,582.0752014090824,1.0,1.0000001,170,1789.4656,59.23,100,-482183.3,100.0,582.07513,17000,3308.2494416236877
9.999999,-578179.2,9.999999,345.67657,952641,551169.94,1.0,1.0,-198.21822,0.9999695,3.3811755e-06,1.0000029,1,9.985234,-198.21822,1.1193202,100.0,1.0,657.0223915766555,1.0,0.9999995,171,1639.3002,66.73,100,-578178.44,100.0,657.0224,17100,3326.467526912689
9.999998,-441603.7,9.999998,328.06808,958357,422757.66,1.0,1.0,-160.57605,0.9999695,5.8993064e-06,1.0000025,1,,-160.57605,1.1193202,100.0,1.0000153,561.3639989029592,1.0,1.0,172,1369.3417,57.16,100,-441603.12,100.0,561.364,17200,3340.870532989502
10.0,-504453.12,10.0,311.34796,964636,478420.62,1.0,1.0,-174.17355,0.9999695,5.6938757e-06,1.0000027,1,9.981542,-174.17355,1.1193202,100.0,1.0000153,617.6441708578311,1.0,0.9999991,173,1609.3708,62.79,100,-504451.88,100.0,617.64417,17300,3355.9557218551636
10.0,-454244.3,10.0,340.8627,970368,433122.0,1.0,1.0,-149.13683,1.0,,1.0000025,1,,-149.13683,1.1193202,100.0,1.0,562.9694599463735,1.0,1.0,174,1449.7037,57.32,100,-454244.3,100.0,562.9695,17400,3368.3457074165344
10.0,-537318.0,10.0,344.51828,976715,498477.4,1.0,1.0,-191.48395,0.812709,0.12233045,1.0476246,1,,-191.48395,1.1193202,100.0,1.4683286,624.4471966100323,1.0,1.0081708,175,1689.5851,63.47,100,-527843.44,100.0,624.4472,17500,3380.165170431137
10.0,-492169.47,10.0,335.2602,982781,468033.66,1.0,1.0,-168.60533,0.9999695,6.552825e-06,1.000002,1,,-168.60533,1.1194415,100.0,1.0000153,596.3518464800043,1.0,0.9999995,176,1549.6315,60.66,100,-492168.25,100.0,596.3518,17600,3401.6213216781616
10.0,-576468.25,10.0,321.5592,989537,546049.25,1.0,1.0,-182.87946,0.99993896,1.7884524e-05,0.999995,1,9.980265,-182.87946,1.1194415,100.0,1.0000458,665.3235994995699,1.0,0.9999927,177,1739.5446,67.56,100,-576461.75,100.0,665.3236,17700,3414.879115343094
9.999998,-554055.1,9.999998,335.16885,996016,518937.47,1.0,1.0,-197.18042,0.99998474,5.0826093e-06,0.9999951,1,,-197.18042,1.1194415,100.0,1.0000153,637.6514392202587,1.0,1.0000004,178,1869.2683,64.79,100,-554055.06,100.0,637.6514,17800,3433.3569033145905
10.0,-507936.25,10.0,356.79843,1002084,483178.1,1.0,1.0,-167.31572,1.0,,0.99999535,1,,-167.31572,1.1194415,100.0,1.0,596.5509029547947,1.0,1.0,179,1569.5255,60.68,100,-507936.25,100.0,596.5509,17900,3447.0257544517517
9.999997,-526717.1,9.999997,374.37238,1008160,497003.9,1.0,1.0,-192.50354,0.9999695,4.7778394e-06,0.99999547,1,,-192.50354,1.1194415,100.0,1.0000153,597.3691057443306,1.0,0.9999994,180,1719.4106,60.76,100,-526716.5,100.0,597.36914,18000,3458.655820131302
10.0,-574683.56,10.0,385.65775,1014508,538807.1,1.0,1.0,-214.3788,0.9999695,4.6097325e-06,0.99999535,1,,-214.3788,1.1194415,100.0,1.0000153,624.560805768967,1.0,0.99999946,181,1889.3313,63.48,100,-574682.6,100.0,624.5608,18100,3473.7629969120026
10.0,-511859.4,10.0,342.50684,1020673,480238.2,1.0,1.0,-184.66595,0.8396979,0.073709995,1.0214137,1,9.97943,-184.66595,1.1194415,100.0,1.272576,606.2463866364627,1.0,0.99181175,182,1639.4651,61.65,100,-507539.75,100.0,606.24634,18200,3487.5093157291412
10.0,-554965.6,10.0,339.8886,1027160,523137.75,1.0,1.0,-202.37512,0.9999695,7.5428966e-06,1.000008,1,,-202.37512,1.1195067,100.0,1.0000153,638.4468488198219,1.0,0.9999998,183,1779.5352,64.87,100,-554964.9,100.0,638.44684,18300,3505.1799635887146
10.0,-567945.9,10.0,399.9302,1033125,503651.9,1.0,1.0,-288.42422,1.0,,0.9999937,1,,-288.42422,1.1195067,100.0,1.0,586.265945551847,1.0,1.0,184,2529.2668,59.65,100,-567945.9,100.0,586.2659,18400,3517.1701741218567
9.999999,-510154.12,9.999999,355.48248,1039172,479745.2,1.0,1.0,-192.81544,0.9999695,1.2669676e-05,0.9999964,1,,-192.81544,1.1195067,100.0,1.0000191,594.4585773260303,1.0,0.99999845,185,1739.3406,60.47,100,-510150.6,100.0,594.4586,18500,3528.9061844348907
10.0,-453180.06,10.0,315.55542,1045053,430165.22,1.0,1.0,-167.92303,0.8070122,0.07698047,1.0162011,1,9.9792,-167.92303,1.1195067,100.0,1.2997559,577.8549769085654,1.0,1.0104115,186,1399.637,58.81,100,-450012.6,100.0,577.855,18600,3544.5289936065674
10.0,-554361.25,10.0,372.5674,1051353,522902.3,1.0,1.0,-198.80748,1.0,,0.9999974,1,,-198.80748,1.1200997,100.0,1.0,619.7546557519406,1.0,1.0,187,1769.2162,63.0,100,-554361.25,100.0,619.75464,18700,3568.121367931366
10.0,-501776.3,10.0,328.57364,1057558,480367.53,1.0,1.0,-161.20184,0.99998474,3.056527e-06,0.9999974,1,,-161.20184,1.1200997,100.0,1.0000153,610.2517815244604,1.0,0.9999997,188,1459.49,62.05,100,-501775.94,100.0,610.2518,18800,3579.5800840854645
9.999998,-534924.1,9.999998,389.36246,1063472,489352.4,1.0,1.0,-216.65958,0.9999695,6.560151e-06,0.9999974,1,,-216.65958,1.1200997,100.0,1.0000153,581.1633185872873,1.0,0.9999987,189,2129.3628,59.14,100,-534922.6,100.0,581.1633,18900,3593.5531022548676
9.999997,-676161.44,9.999997,384.86218,1070639,647130.25,1.0,1.0,-184.33823,0.9999695,6.0553157e-06,0.999997,1,,-184.33823,1.1200997,100.0,1.0000153,706.4080430932742,1.0,0.9999995,190,1699.5522,71.67,100,-676160.5,100.0,706.40796,19000,3607.9434690475464
