ESSRenyiHarmonic,InitialReturnMax,EmpiricalD2Arithmetic,TimeElapsed,InitialReturnMin,ESSRenyiArithmetic,DivergenceHarmonic,MaxIW,ReturnStepMaxmin,MinBehavPdf,MeanIW,Iteration,EpRewMean,EpThisIter,StdIW,InitialReturnStd,InitialBound,TimestepsSoFar,MinTargetPdf,Bound,InitialReturnMean,MinIW,ReturnStepMax,EpLenMean,EmpiricalD2Harmonic,Inner Iteration,ReturnMeanIW,MeanEntropy,EpisodesSoFar,MeanD2-0
100.0,1229.5581,1.0,2376.9906208515167,,100.0,0.9999944,1.0,10.0,-134.00342,1.0,95,497.89153202379356,100,,226.95177,-314597.3,453027,-134.00342,-314597.3,497.89148,1.0,10.0,50.81,1.0,1,299403.06,1.1277,9500,1.0
100.0,1949.583,1.0,2387.71550321579,9.98258,100.0,0.99999344,1.0000153,10.0,-209.53821,0.99999964,96,579.6575224706888,100,6.043664e-06,262.74905,-443240.03,458926,-209.53821,-443239.78,579.65753,0.99998474,10.0,58.99,1.0,1,405039.7,1.1277,9600,1.0
100.0,1239.6224,1.0,2401.2372601032257,,100.0,0.99999416,1.0000153,9.999997,-134.20601,1.0000002,97,523.1713808028642,100,5.411839e-06,249.11073,-351208.44,464260,-134.20601,-351208.44,523.1714,0.99998474,9.999997,53.34,1.0,1,335764.44,1.1277,9700,1.0
100.0,1569.5085,1.0,2411.6286277770996,9.98062,100.0,0.9999937,1.0,9.999999,-179.2074,1.0,98,556.7767087392635,100,,316.31235,-434811.34,469930,-179.2074,-434811.34,556.77673,1.0,9.999999,56.7,1.0,1,410053.75,1.1277,9800,1.0
100.0,1219.6439,1.0,2421.0387835502625,,100.0,0.9999938,1.0000153,10.0,-134.73615,0.9999987,99,541.9717457511271,100,5.8040605e-06,223.87979,-358805.75,475452,-134.73615,-358804.72,541.97174,0.9999695,10.0,55.22,1.0,1,343854.5,1.1277,9900,1.0
100.0,1669.4365,1.0,2434.586794614792,,100.0,0.99999344,1.0,9.999999,-187.92717,1.0,100,572.656592001846,100,,311.91663,-453238.06,481281,-187.92717,-453238.06,572.6566,1.0,9.999999,58.29,1.0,1,425227.56,1.1277,10000,1.0
100.0,1409.2942,1.0,2444.821357488632,,100.0,0.99999404,1.0,10.0,-149.71912,1.0,101,506.18403081043135,100,,242.42326,-334952.4,486445,-149.71912,-334952.4,506.18405,1.0,10.0,51.64,1.0,1,314991.3,1.1277,10100,1.0
100.0,1219.5176,1.0,2454.5419125556946,9.98227,100.0,0.9999939,1.0,9.999999,-138.27673,1.0,102,535.2634296057686,100,,236.85498,-357554.28,491900,-138.27673,-357554.28,535.2634,1.0,9.999999,54.55,1.0,1,342607.2,1.1277,10200,1.0
100.0,1709.4325,1.0,2465.164709329605,,100.0,0.9999937,1.0000153,10.0,-183.17245,0.99999994,103,559.1713987006924,100,3.434407e-06,271.8889,-415964.94,497594,-183.17245,-415964.84,559.1714,0.99998474,10.0,56.94,1.0,1,386596.12,1.1277,10300,1.0
100.0,1789.5325,1.0,2477.0462131500244,9.979509,100.0,1.0577105,1.5197309,9.999999,-214.59169,1.0070249,104,571.7535408504534,100,0.15405168,290.28473,-443352.8,503414,-214.59169,-425070.25,571.75354,0.6384187,9.999999,58.2,1.0,1,391968.97,1.1277,10400,1.0
100.0,1999.5571,1.0,2509.1017212867737,,100.0,1.0303853,1.2473147,9.999998,-242.444,1.0216516,105,578.4627957255899,100,0.10548813,303.92264,-467171.7,509301,-242.444,-459661.8,578.46277,0.74320495,9.999998,58.87,1.0,1,418872.2,1.1286155,10500,1.0
100.0,1419.6321,1.0,2528.89377951622,29.962292,100.0,0.99999774,1.0,10.0,-146.62225,1.0,106,597.0599834134159,100,,231.3701,-430267.84,515374,-146.62225,-430267.84,597.05994,1.0,10.0,60.73,1.0,1,410012.78,1.1286488,10600,1.0
100.0,1569.6849,1.0,2539.9111025333405,,100.0,0.99999774,1.0000229,10.0,-170.25586,0.9999993,107,574.0614744620965,100,1.0792339e-05,304.30063,-446908.66,521217,-170.25586,-446906.66,574.06146,0.9999695,10.0,58.43,1.0,1,422143.44,1.1286488,10700,1.0
100.0,1739.363,1.0,2553.04060959816,9.981385,100.0,0.9999963,1.0000305,9.999999,-199.50667,0.9999997,108,605.4595257330851,100,1.3334597e-05,301.6723,-487993.6,527374,-199.50667,-487992.6,605.45953,0.9999695,9.999999,61.57,1.0,1,457586.4,1.1286488,10800,1.0
100.0,1349.5405,1.0,2568.209840774536,19.969439,100.0,1.0464839,1.2807575,9.999999,-163.17323,0.9910351,109,553.563421096729,100,0.12736508,245.18259,-384851.34,533012,-163.17323,-377048.2,553.5634,0.74183404,9.999999,56.38,1.0,1,358323.25,1.1286488,10900,1.0
100.0,1429.3716,1.0,2589.004403114319,,100.0,1.0000119,1.0000153,9.999999,-164.40234,0.99999887,110,641.2481303989632,100,6.5965837e-06,260.15802,-499415.44,539527,-164.40234,-499414.34,641.2481,0.9999695,9.999999,65.15,1.0,1,478880.25,1.1275458,11000,1.0
100.0,1639.5349,1.0,2609.6170947551727,,100.0,1.0000105,1.0000458,9.999999,-197.63661,0.9999974,111,538.8822418381903,100,1.457742e-05,304.8379,-410336.47,545018,-197.63661,-410333.3,538.88226,0.9999542,9.999999,54.91,1.0,1,383317.0,1.1275458,11100,1.0
100.0,1329.4773,1.0,2626.1060156822205,19.961128,100.0,1.0000106,1.0000153,9.999999,-147.0129,0.9999997,112,573.658918074897,100,4.0407726e-06,239.41808,-404169.8,550857,-147.0129,-404169.6,573.65894,0.99998474,9.999999,58.39,1.0,1,386405.34,1.1275458,11200,1.0
100.0,1339.5664,1.0,2641.871919631958,,100.0,1.0000107,1.0000153,9.999998,-150.58902,0.99999964,113,569.0581717022611,100,4.6571026e-06,270.72574,-415154.47,556650,-150.58902,-415154.47,569.05817,0.99998474,9.999998,57.93,1.0,1,397119.6,1.1275458,11300,1.0
100.0,1299.7749,1.0,2650.234544992447,,100.0,1.0000104,1.0001221,9.999999,-153.98834,0.9999926,114,550.773845221337,100,4.648254e-05,262.50406,-389239.56,562260,-153.98834,-389234.75,550.7738,0.9998627,9.999999,56.1,1.0,1,372255.4,1.1275458,11400,1.0
100.0,1049.7362,1.0,2672.736818552017,,100.0,1.0561577,1.4243042,10.0,-124.43034,0.9881233,115,564.9715648788361,100,0.1425038,257.2999,-396471.12,568012,-124.43034,-387435.78,564.9716,0.6340984,10.0,57.52,1.0,1,376054.1,1.1275458,11500,1.0
100.0,1969.4718,1.0,2686.7155573368073,,100.0,0.99999607,1.0000153,9.999999,-223.5316,0.9999991,116,591.8591338714407,100,6.477322e-06,318.9832,-491031.0,574033,-223.5316,-491029.7,591.85913,0.9999695,9.999999,60.21,1.0,1,452046.16,1.1271405,11600,1.0
100.0,1189.6132,1.0,2697.9035787582397,,100.0,0.9999963,1.0003052,10.0,-144.68655,0.9999981,117,561.5583661152423,100,7.784288e-05,249.26973,-391706.28,579751,-144.68655,-391698.88,561.55835,0.99978644,10.0,57.18,1.0,1,377475.8,1.1271405,11700,1.0
100.0,1409.5668,1.0,2722.6759943962097,,100.0,0.9999962,1.0000153,10.0,-151.26477,0.99999815,118,566.3578436831702,100,8.618617e-06,277.0147,-417467.22,585517,-151.26477,-417465.22,566.35785,0.9999695,10.0,57.66,1.0,1,397496.38,1.1271405,11800,1.0
100.0,1159.5369,1.0,2746.5229341983795,,100.0,0.9999962,1.0000305,9.999997,-145.47217,1.0000004,119,548.5654949727455,100,1.012976e-05,244.40694,-374171.8,591105,-145.47217,-374171.8,548.5655,0.9999695,9.999997,55.88,1.0,1,360658.84,1.1271405,11900,1.0
100.0,1369.5426,1.0,2755.1298983097076,,100.0,1.0257932,1.3620495,9.999999,-148.85281,1.013918,120,563.3643009164877,100,0.10360181,286.24582,-418166.97,596841,-148.85281,-413539.53,563.3643,0.8340282,9.999999,57.36,1.0,1,394447.0,1.1271405,12000,1.0
100.0,1149.3696,1.0,2768.409765958786,,100.0,1.0000024,1.0000153,9.999999,-128.58519,0.99999964,121,523.3714462606208,100,7.152597e-06,270.48242,-360355.47,602177,-128.58519,-360355.0,523.37146,0.9999695,9.999999,53.36,1.0,1,347077.94,1.1262249,12100,1.0
100.0,1299.559,1.0,2779.0849957466125,,100.0,1.0000027,1.0,10.0,-151.1929,1.0,122,564.6578954934798,100,,262.00067,-404456.5,607926,-151.1929,-404456.5,564.6579,1.0,10.0,57.49,1.0,1,387482.88,1.1262249,12200,1.0
100.0,1439.6139,1.0,2785.859596967697,,100.0,1.0186763,1.4059504,9.999999,-176.37775,1.0011538,123,546.8800011718344,100,0.09141095,313.63254,-418272.4,613497,-176.37775,-409472.6,546.88,0.76631725,9.999999,55.71,1.0,1,388449.7,1.1262249,12300,1.0
100.0,1209.7454,1.0,2824.071830034256,,100.0,1.0000072,1.0000381,9.999998,-132.45592,0.99999857,124,573.8685238462283,100,1.6354212e-05,265.80673,-414686.88,619338,-132.45592,-414684.7,573.8685,0.9999542,9.999998,58.41,1.0,1,399976.06,1.126204,12400,1.0
100.0,1319.6624,1.0,2836.4242565631866,,100.0,0.9999975,1.0,9.999998,-142.16869,1.0,125,588.7514483429272,100,,249.00829,-426136.2,625328,-142.16869,-426136.2,588.75146,1.0,9.999998,59.9,1.0,1,408633.38,1.1262038,12500,1.0
100.0,2099.1904,1.0,2846.918213367462,,100.0,1.0000094,1.0000153,10.0,-246.47533,0.999995,126,600.45278622863,100,8.419248e-06,335.91663,-517671.44,631435,-246.47533,-517666.22,600.45276,0.9999695,10.0,61.07,1.0,1,473378.0,1.1262038,12600,1.0
100.0,1459.5004,1.0,2862.6456413269043,,100.0,1.0000048,1.0000458,9.999998,-160.29633,0.9999983,127,614.9521966179769,100,2.1495067e-05,304.7436,-492443.6,637687,-160.29633,-492439.12,614.9522,0.9999237,9.999998,62.52,1.0,1,471030.34,1.1262038,12700,1.0
100.0,1389.4204,1.0,2885.918236732483,,100.0,1.0000048,1.0000153,9.999999,-164.02094,0.9999993,128,594.7555692689971,100,5.424167e-06,265.00552,-443364.28,643737,-164.02094,-443363.44,594.7556,0.9999695,9.999999,60.5,1.0,1,423961.25,1.1262038,12800,1.0
100.0,1309.5587,1.0,2902.173993587494,,100.0,1.0000043,1.0000076,10.0,-142.24994,0.99999946,129,550.9721050199674,100,3.1103575e-06,283.0395,-400917.5,649349,-142.24994,-400917.3,550.9721,0.99998474,10.0,56.12,1.0,1,383681.44,1.1262038,12900,1.0
100.0,1099.71,1.0,2918.0939531326294,,100.0,1.0000043,1.0000153,10.0,-125.56984,0.9999989,130,552.4778005923591,100,6.381562e-06,230.4457,-370491.5,654976,-125.56984,-370490.7,552.47784,0.99998474,10.0,56.27,1.0,1,358336.12,1.1262038,13000,1.0
100.0,1519.4546,1.0,2940.7908515930176,9.983846,100.0,1.0000049,1.0000153,9.999999,-182.04532,1.0000004,131,635.0507647355902,100,4.693456e-06,294.17822,-513034.1,661429,-182.04532,-513034.1,635.0508,0.9999695,9.999999,64.53,1.0,1,489830.3,1.1262038,13100,1.0
100.0,1429.4741,1.0,2952.027998447418,,100.0,1.1756588,1.985069,10.0,-164.98648,0.97096634,132,593.6681793812595,100,0.24067447,249.88098,-435419.3,667468,-164.98648,-407371.9,593.66815,0.6123333,10.0,60.39,1.0,1,385104.2,1.1262038,13200,1.0
100.0,2089.369,1.0,2986.50199508667,,100.0,0.9999852,1.0000153,9.999999,-224.21288,1.0000004,133,541.7836308118906,100,9.953826e-06,277.16235,-414222.7,672988,-224.21288,-414221.4,541.7836,0.9999695,9.999999,55.2,1.0,1,370347.2,1.1265223,13300,1.0
100.0,1569.4476,1.0,3001.165321111679,,100.0,1.0290601,1.2859862,10.0,-170.30676,0.9952252,134,617.6604993361697,100,0.09374158,271.26605,-479845.44,679267,-170.30676,-474667.0,617.66046,0.8036329,10.0,62.79,1.0,1,449554.12,1.1265223,13400,1.0
100.0,2179.0146,1.0,3028.8850033283234,,100.0,1.0000067,1.0000305,9.999999,-242.22488,0.99999976,135,612.5322150245561,100,9.257889e-06,331.9553,-533110.25,685495,-242.22488,-533108.25,612.53217,0.9999695,9.999999,62.28,1.0,1,485387.84,1.1251835,13500,1.0
100.0,1099.5391,1.0,3040.4637937545776,9.98066,100.0,1.000005,1.0000153,9.999999,-136.5704,0.9999995,136,587.264671361273,100,4.549486e-06,263.13635,-426271.34,691470,-136.5704,-426270.88,587.26465,0.99998474,9.999999,59.75,1.0,1,414120.06,1.1251835,13600,1.0
100.0,1499.5638,1.0,3058.3342933654785,,100.0,1.0000048,1.0000458,9.999999,-172.88342,0.9999968,137,575.6579063260236,100,1.5633625e-05,267.55737,-425569.2,697329,-172.88342,-425565.44,575.65784,0.99993896,9.999999,58.59,1.0,1,402965.2,1.1251835,13700,1.0
100.0,1829.1877,1.0,3084.400289773941,9.980523,100.0,1.0000052,1.0000153,10.0,-222.40775,1.0,138,639.4437552772229,100,2.6497735e-06,310.70074,-539051.2,703826,-222.40775,-539051.2,639.44385,0.99998474,10.0,64.97,1.0,1,505423.25,1.1251835,13800,1.0
100.0,1189.552,1.0,3094.666074037552,,100.0,1.017636,1.1791153,10.0,-138.47742,0.9981781,139,566.7531420200975,100,0.06765841,254.76765,-400337.34,709596,-138.47742,-397667.84,566.7532,0.82399714,10.0,57.7,1.0,1,383321.34,1.1251835,13900,1.0
100.0,1609.2891,1.0,3114.7451672554016,9.979917,100.0,0.9999989,1.0000687,10.0,-172.96767,0.9999972,140,581.9680059977943,100,2.834331e-05,266.48917,-435731.88,715518,-172.96767,-435728.53,581.968,0.99993896,10.0,59.22,1.0,1,409699.97,1.126034,14000,1.0
100.0,1329.7445,1.0,3128.760840654373,9.98167,100.0,1.0539492,1.3886486,9.999998,-161.10435,1.0025892,141,591.0767775231841,100,0.1328948,264.27872,-436986.3,721531,-161.10435,-418222.1,591.0768,0.6836702,9.999998,60.13,1.0,1,399977.72,1.1260334,14100,1.0
100.0,1559.4922,1.0,3163.113195180893,,100.0,1.0000043,1.0000305,9.999998,-172.5504,0.9999988,142,571.9709708482388,100,8.861605e-06,280.30365,-430163.62,727353,-172.5504,-430161.97,571.97095,0.9999695,9.999998,58.22,1.0,1,405719.25,1.1261607,14200,1.0
100.0,1869.1422,1.0,3177.398027420044,,100.0,1.0000045,1.0000153,10.0,-196.60516,1.0000004,143,603.7668091102663,100,3.5079954e-06,314.06522,-498284.3,733493,-196.60516,-498284.22,603.7668,0.99998474,10.0,61.4,1.0,1,463171.22,1.1261607,14300,1.0
100.0,1609.5044,1.0,3189.110505104065,9.9811945,100.0,0.99999917,1.0000381,10.0,-184.6936,0.99999887,144,576.4744408446902,100,1.4614733e-05,271.5681,-432107.62,739360,-184.6936,-432106.75,576.4744,0.9999695,10.0,58.67,1.0,1,406071.22,1.1261607,14400,1.0
100.0,1199.4829,1.0,3200.343462228775,19.967695,100.0,1.0000173,1.0,10.0,-130.84674,1.0,145,630.4391458683386,100,,245.15498,-472014.7,745767,-130.84674,-472014.7,630.43915,1.0,10.0,64.07,1.0,1,457554.5,1.1261607,14500,1.0
100.0,1549.5659,1.0,3208.377769947052,,100.0,1.0000174,1.0000153,10.0,-175.39886,0.99999976,146,633.3507084746467,100,3.3204442e-06,299.40652,-514910.1,752203,-175.39886,-514910.1,633.35077,0.99998474,10.0,64.36,1.0,1,490777.38,1.1261607,14600,1.0
100.0,1599.5244,1.0,3217.8176963329315,,100.0,1.0000161,1.0000153,10.0,-183.84091,0.99999803,147,598.0651435447714,100,8.92599e-06,250.7538,-446273.25,758286,-183.84091,-446270.84,598.0652,0.9999695,10.0,60.83,1.0,1,420556.97,1.1261607,14700,1.0
100.0,1389.571,1.0,3236.7139937877655,,100.0,1.0000168,1.0,9.999999,-153.54224,1.0,148,615.3749330814536,100,,285.6945,-479714.12,764542,-153.54224,-479714.12,615.37494,1.0,9.999999,62.56,1.0,1,460307.62,1.1261607,14800,1.0
100.0,1729.6091,1.0,3245.889835357666,,100.0,1.0000167,1.0000305,9.999999,-200.6342,1.0000006,149,604.651739704355,100,1.5701737e-05,283.06128,-475793.84,770691,-200.6342,-475791.6,604.65173,0.9999695,9.999999,61.49,1.0,1,445725.16,1.1261607,14900,1.0
100.0,1879.5427,1.0,3257.2729823589325,,100.0,1.0000157,1.0,9.999999,-192.24103,1.0,150,576.3692387204487,100,,267.78006,-439412.75,776557,-192.24103,-439412.75,576.3692,1.0,9.999999,58.66,1.0,1,403907.7,1.1261607,15000,1.0
100.0,1369.3717,1.0,3268.0441398620605,,100.0,1.0000153,1.0000153,9.999999,-154.44153,0.999999,151,561.7728565662486,100,7.6083643e-06,271.47635,-408134.56,782277,-154.44153,-408133.56,561.7728,0.99998474,9.999999,57.2,1.0,1,389287.16,1.1261607,15100,1.0
100.0,1359.7305,1.0,3288.156358718872,,100.0,1.0000159,1.0000153,9.999999,-144.82149,0.99999833,152,573.4665905100131,100,5.6544422e-06,276.36575,-423823.9,788114,-144.82149,-423823.2,573.4666,0.99998474,9.999999,58.37,1.0,1,405241.22,1.1261607,15200,1.0
100.0,1959.3074,1.0,3300.159257888794,,100.0,1.0000174,1.0,9.999999,-230.42294,1.0,153,636.3599834368273,100,,333.53278,-554780.7,794580,-230.42294,-554780.7,636.36,1.0,9.999999,64.66,1.0,1,516198.12,1.1261607,15300,1.0
100.0,1439.4629,1.0,3308.278123140335,,100.0,1.0000159,1.0,10.0,-157.07205,1.0,154,581.5788878476058,100,,297.12292,-447341.12,800498,-157.07205,-447341.12,581.5789,1.0,10.0,59.18,1.0,1,426516.03,1.1261607,15400,1.0
100.0,1139.5963,1.0,3316.1285316944122,,100.0,1.0000162,1.0,10.0,-121.18156,1.0,155,592.5701787266657,100,,258.61044,-431071.12,806526,-121.18156,-431071.12,592.5702,1.0,10.0,60.28,1.0,1,418018.8,1.1261607,15500,1.0
100.0,3868.6138,1.0,3324.5576791763306,,100.0,1.0000184,1.0000153,10.0,-445.63235,0.9999987,156,673.5438998107678,100,7.949928e-06,419.55365,-780103.7,813364,-445.63235,-780093.94,673.5439,0.99993896,10.0,68.38,1.0,1,629676.9,1.1261607,15600,1.0
100.0,1559.4357,1.0,3334.490458250046,,100.0,1.0000169,1.0000153,10.0,-186.80383,0.9999992,157,622.4474201897837,100,6.6260313e-06,282.7914,-491852.9,819691,-186.80383,-491852.06,622.44745,0.99998474,10.0,63.27,1.0,1,467410.94,1.1261607,15700,1.0
100.0,1279.483,1.0,3347.1876413822174,9.979899,100.0,1.0000156,1.0000153,9.999999,-147.56718,0.9999997,158,571.6589445999646,100,4.9349333e-06,259.92975,-410810.8,825510,-147.56718,-410810.25,571.65894,0.9999695,9.999999,58.19,1.0,1,394356.88,1.1261607,15800,1.0
100.0,1819.3094,1.0,3359.672352552414,,100.0,1.000017,1.0000153,9.999999,-200.09991,0.9999992,159,619.2650221706442,100,5.311346e-06,300.52127,-507068.1,831805,-200.09991,-507067.66,619.265,0.99998474,9.999999,62.95,1.0,1,473801.75,1.1261607,15900,1.0
100.0,2069.3877,1.0,3375.478015422821,9.979746,100.0,1.0000173,1.0000305,9.999999,-237.02176,0.9999988,160,633.1443318422764,100,9.624672e-06,319.21814,-545811.7,838239,-237.02176,-545810.7,633.14435,0.9999695,9.999999,64.34,1.0,1,502770.94,1.1261607,16000,1.0
100.0,2109.315,1.0,3393.7282276153564,,100.0,1.0000173,1.0000153,9.999998,-243.34189,0.99999994,161,627.0445968987789,100,4.107984e-06,276.10092,-514133.28,844612,-243.34189,-514133.22,627.04456,0.99998474,9.999998,63.73,1.0,1,469416.6,1.1261607,16100,1.0
100.0,1409.5591,1.0,3407.948358297348,,100.0,1.0000161,1.0,10.0,-152.49226,1.0,162,584.7629527345429,100,,257.57324,-428260.5,850562,-152.49226,-428260.5,584.76294,1.0,10.0,59.5,1.0,1,408291.7,1.1261607,16200,1.0
100.0,1469.56,1.0,3420.0351524353027,,100.0,1.0000165,1.0000763,9.999997,-167.64557,0.9999938,163,600.7672912395601,100,3.2960495e-05,283.05145,-462744.5,856672,-167.64557,-462741.16,600.76733,0.9999008,9.999997,61.1,1.0,1,441036.12,1.1261607,16300,1.0
100.0,1269.5757,1.0,3438.4812433719635,9.982868,100.0,1.0000166,1.0000153,9.999999,-149.194,0.9999997,164,603.6606273540439,100,3.2224675e-06,223.12784,-430391.72,862811,-149.194,-430391.62,603.66064,0.99998474,9.999999,61.39,1.0,1,414192.06,1.1261607,16400,1.0
100.0,2099.4294,1.0,3453.3975789546967,,100.0,1.0000179,1.0,9.999999,-223.28833,1.0,165,655.8505105246437,100,,324.03302,-579435.75,869472,-223.28833,-579435.75,655.8505,1.0,9.999999,66.61,1.0,1,535137.25,1.1261607,16500,1.0
100.0,1429.5212,1.0,3465.322984457016,,100.0,1.0000094,1.0000458,9.999998,-155.79102,0.99999887,166,623.6513115456721,100,1.500933e-05,288.5211,-492723.8,875811,-155.79102,-492721.12,623.6513,0.99993896,9.999998,63.39,1.0,1,472182.78,1.1261607,16600,1.0
100.0,1639.6992,1.0,3481.3419783115387,,100.0,1.0000093,1.0000153,10.0,-178.89601,0.9999994,167,618.3437514267175,100,7.757988e-06,290.9206,-494005.53,882097,-178.89601,-494004.38,618.34375,0.9999695,10.0,62.86,1.0,1,466982.66,1.1261607,16700,1.0
100.0,1469.4365,1.0,3492.557512998581,,100.0,1.0000088,1.0000153,9.999999,-158.78421,0.99999654,168,576.5563962204685,100,1.2078789e-05,282.25107,-433784.25,887965,-158.78421,-433781.66,576.5564,0.9999695,9.999999,58.68,1.0,1,412080.34,1.1261607,16800,1.0
100.0,1749.5353,1.0,3512.078011751175,9.980618,100.0,1.0606203,1.4199426,10.0,-196.14914,1.005004,169,630.2457569706398,100,0.14118494,310.98083,-524681.8,894370,-196.14914,-509611.28,630.2458,0.705986,10.0,64.05,1.0,1,477929.62,1.1261607,16900,1.0
100.0,1249.6874,1.0,3541.5101578235626,,100.0,1.1003101,1.5282187,10.0,-138.689,1.0061401,170,608.8585256648058,100,0.17601034,222.43925,-435883.84,900561,-138.689,-419953.44,608.8585,0.60188407,10.0,61.91,1.0,1,403489.16,1.1263431,17000,1.0
100.0,1829.3677,1.0,3562.4420590400696,,100.0,0.999985,1.0,10.0,-212.1355,1.0,171,623.5448971496049,100,9.536743e-08,299.41956,-512094.5,906899,-212.1355,-512094.5,623.54486,0.99999905,10.0,63.38,1.0,1,478460.3,1.1265081,17100,1.0
100.0,1709.5405,1.0,3575.846296787262,9.981947,100.0,0.99998415,1.0,10.0,-188.91193,1.0,172,650.2349515640263,100,,311.30603,-549089.25,913504,-188.91193,-549089.25,650.235,1.0,10.0,66.05,1.0,1,519716.94,1.1265081,17200,1.0
100.0,1609.4645,1.0,3586.5796835422516,9.979833,100.0,0.99998415,1.0000458,10.0,-177.44986,0.9999969,173,651.3395997579104,100,1.6361491e-05,253.66328,-514622.38,920120,-177.44986,-514618.6,651.3396,0.99993896,10.0,66.16,1.0,1,488584.53,1.1265081,17300,1.0
100.0,1579.609,1.0,3610.8777697086334,,100.0,1.0292158,1.4294752,10.0,-194.50728,0.99971116,174,652.5456855049114,100,0.10832052,280.3482,-529488.1,926748,-194.50728,-517541.47,652.54565,0.7234783,10.0,66.28,1.0,1,492100.44,1.1265081,17400,1.0
100.0,1669.4111,1.0,3648.9048931598663,,100.0,1.0289313,1.2082658,10.0,-197.79681,0.99864495,175,645.8493885968726,100,0.08459299,314.3246,-543931.1,933309,-197.79681,-538199.56,645.84937,0.7873441,10.0,65.61,1.0,1,509787.56,1.1265117,17500,1.0
100.0,1149.4829,1.0,3668.9726073741913,,100.0,0.9999951,1.0000153,10.0,-132.90572,0.9999931,176,627.4560045569515,100,9.3115195e-06,252.67065,-470823.12,939686,-132.90572,-470818.5,627.45605,0.9999695,10.0,63.77,1.0,1,457538.84,1.1265082,17600,1.0
100.0,1529.5562,1.0,3682.77757191658,19.97406,100.0,0.99999475,1.0000153,10.0,-176.22687,0.99999976,177,635.4421793399149,100,3.4887407e-06,270.35748,-500393.16,946143,-176.22687,-500392.8,635.44214,0.99998474,10.0,64.57,1.0,1,476879.6,1.1265082,17700,1.0
100.0,3009.171,1.0,3699.478264093399,,100.0,0.99999523,1.0000076,9.999999,-318.80048,0.9999992,178,619.0565284997779,100,3.6582494e-06,381.2051,-619555.4,952436,-318.80048,-619555.0,619.0565,0.99998474,9.999999,62.93,1.0,1,528547.94,1.1265082,17800,1.0
100.0,1339.492,1.0,3716.370656490326,,100.0,0.9999951,1.0001297,10.0,-160.22858,0.99999994,179,628.0621210201463,100,3.6685622e-05,275.86804,-488597.88,958819,-160.22858,-488594.06,628.06213,0.9998932,10.0,63.83,1.0,1,470561.34,1.1265082,17900,1.0
100.0,1879.5182,1.0,3736.562886238098,,100.0,1.0515114,1.4888366,10.0,-211.45737,0.98188376,180,602.3695181434491,100,0.12827133,314.4618,-497239.0,964945,-211.45737,-480671.1,602.3695,0.63093275,10.0,61.26,1.0,1,444264.3,1.1265082,18000,1.0
100.0,1589.4429,1.0,3767.001216650009,,100.0,0.99999535,1.0000153,9.999998,-174.88339,0.9999971,181,657.1394805409778,100,1.0132629e-05,290.00925,-541328.1,971619,-174.88339,-541325.75,657.13947,0.9999695,9.999998,66.74,1.0,1,515935.22,1.1266336,18100,1.0
100.0,1819.3171,1.0,3781.850584745407,39.94966,100.0,0.99999535,1.0002747,10.0,-207.56396,0.9999795,182,652.8465495088811,100,8.163265e-05,263.37802,-528842.44,978250,-207.56396,-528835.75,652.8465,0.9997559,10.0,66.31,1.0,1,495569.9,1.1266336,18200,1.0
100.0,1509.5883,1.0,3797.2001700401306,,100.0,1.0000081,1.0000305,9.999999,-169.97342,0.9999964,183,638.2501159170283,100,1.1313709e-05,305.85583,-523814.3,984735,-169.97342,-523812.22,638.2502,0.9999695,9.999999,64.85,1.0,1,500908.75,1.1266336,18300,1.0
100.0,1539.521,1.0,3811.524143218994,,100.0,1.0000105,1.0000153,9.999999,-166.1585,0.9999988,184,677.6280492947138,100,6.9665566e-06,284.34488,-563852.5,991614,-166.1585,-563851.25,677.6281,0.9999695,9.999999,68.79,1.0,1,540030.5,1.1266336,18400,1.0
100.0,1739.4136,1.0,3824.2934556007385,,100.0,1.0000097,1.0000305,10.0,-191.62674,0.99999803,185,626.5498457089856,100,1.3018402e-05,317.30893,-523657.8,997982,-191.62674,-523655.47,626.54987,0.99993896,10.0,63.68,1.0,1,493247.3,1.1266336,18500,1.0
100.0,1469.6176,1.0,3840.4422557353973,,100.0,1.0228121,1.19205,9.999999,-162.65622,0.9946621,186,640.8498553978937,100,0.08368457,274.39453,-507687.53,1004493,-162.65622,-502973.53,640.84985,0.75756854,9.999999,65.11,1.0,1,481020.78,1.1266336,18600,1.0
100.0,1689.6622,1.0,3860.483629465103,,100.0,1.0000011,1.000061,9.999999,-196.80273,0.99999565,187,575.0755461039473,100,2.1621034e-05,287.501,-442062.25,1010346,-196.80273,-442058.06,575.07556,0.99993896,9.999999,58.53,1.0,1,413364.62,1.1266446,18700,1.0
100.0,1369.3586,1.0,3879.3022544384003,,100.0,1.000011,1.0000153,10.0,-152.52657,0.99999815,188,654.0381719819369,100,9.243056e-06,267.29654,-518059.38,1016989,-152.52657,-518057.22,654.0382,0.9999695,10.0,66.43,1.0,1,499211.22,1.1266468,18800,1.0
100.0,1359.3348,1.0,3894.4286658763885,9.980013,100.0,1.0160477,1.2451184,9.999999,-161.34009,0.99713427,189,636.9392466887136,100,0.07270839,281.0127,-503230.84,1023461,-161.34009,-493858.78,636.9393,0.8326295,9.999999,64.72,1.0,1,475139.38,1.1266468,18900,1.0
