MeanIW,InitialReturnMax,MeanD2-0,StdIW,EpLenMean,InitialReturnStd,TimestepsSoFar,EmpiricalD2Harmonic,MinTargetPdf,InitialReturnMean,InitialBound,EpRewMean,EmpiricalD2Arithmetic,ESSRenyiHarmonic,EpisodesSoFar,MaxIW,EpThisIter,ReturnMeanIW,MinIW,ReturnStepMax,Bound,MeanEntropy,TimeElapsed,ReturnStepMaxmin,DivergenceHarmonic,Inner Iteration,Iteration,MinBehavPdf,ESSRenyiArithmetic,InitialReturnMin
1.118526,509.77386,1.1351434,0.7002469,17.25,116.77119,29242,1.1351434,-67.11154,162.4152,-28156.684,162.41519374678293,1.1351434,88.0946,2700,4.3042803,100,23698.775,0.10849469,9.999997,-27216.771,1.3130637,591.8317272663116,9.999997,1.814328,2,6,-65.90498,88.0946,
0.9733505,719.81903,1.0729289,0.51431185,17.12,128.2404,30954,1.0729289,-108.47258,161.11623,-29208.941,161.11622498372697,1.0729289,93.20282,2800,2.7155042,100,21292.969,0.06113924,9.999999,-28242.688,1.3130637,617.3271033763885,9.999999,1.7810513,3,6,-107.29448,93.20282,9.9803295
1.0806365,499.84903,1.0902319,0.5749103,16.39,110.70038,32593,1.0902319,-63.69492,153.81683,-25371.986,153.81682323502224,1.0902319,91.7236,2900,2.8669245,100,21534.791,0.17043495,9.999998,-25006.96,1.3130637,639.9269688129425,9.999998,1.9119726,4,6,-63.1085,91.7236,
1.0545828,579.67664,1.1350211,0.6026745,18.65,117.113884,34458,1.1350211,-78.377686,176.40674,-32969.945,176.40673782241566,1.1350211,88.10409,3000,3.5508368,100,25751.088,0.0928415,9.999995,-30673.395,1.3130637,663.1069631576538,9.999995,2.1243665,5,6,-77.1434,88.10409,19.96668
1.0603813,629.75464,1.0,0.32440868,18.88,124.948845,36346,1.0,-80.08942,178.69809,-51531.1,178.6980828960391,1.0,100.0,3100,2.2435932,100,39238.8,0.50570935,9.999999,-43912.465,1.2926518,691.9778835773468,9.999999,1.374879,1,7,-80.08942,100.0,9.982569
1.0204091,659.6752,1.095088,0.49216264,18.82,126.260475,38228,1.095088,-75.988846,178.10298,-36462.297,178.10297424906378,1.095088,91.316864,3200,2.596248,100,28686.09,0.1322971,9.999992,-34685.254,1.2926518,724.0105857849121,9.999992,1.8814656,2,7,-74.76886,91.316864,
1.0902268,809.65857,1.0972681,0.46225166,19.17,148.93349,40145,1.0972681,-104.41391,181.60307,-43798.094,181.6030596799484,1.0972681,91.13543,3300,2.638672,100,34342.51,0.13361171,9.999998,-42609.473,1.2926518,749.9687929153442,9.999998,1.5744154,3,7,-103.243744,91.13543,
1.1016295,839.53796,1.0509896,0.44393024,18.38,142.07893,41983,1.0509896,-108.65722,173.70604,-42039.195,173.70601728854592,1.0509896,95.148415,3400,2.7475085,100,33026.996,0.09630595,9.999993,-41747.883,1.2926518,775.3114655017853,9.999993,1.5156361,4,7,-107.520134,95.148415,
1.0310837,729.68115,1.0792292,0.42773724,21.49,135.75357,44132,1.0792292,-85.8092,204.78368,-49257.836,204.78367896223645,1.0792292,92.65872,3500,2.9029715,100,42044.734,0.1629618,10.0,-49014.793,1.2926518,798.2763299942017,10.0,1.6965843,5,7,-84.888695,92.65872,
1.0597187,519.7186,1.0,0.24014008,19.43,124.09731,46075,1.0,-76.16124,184.19934,-52044.223,184.19933754485604,1.0,100.0,3600,1.7246512,100,43074.12,0.5242522,10.0,-46142.133,1.2749597,820.9505021572113,10.0,1.2772496,1,8,-76.16124,100.0,
1.0335853,709.74084,1.0802573,0.49995914,21.41,134.13657,48216,1.0802573,-93.224,203.98918,-47404.496,203.98919147036312,1.0802573,92.57054,3700,2.2638679,100,38908.21,0.17128879,9.999998,-45379.086,1.2749597,851.7475099563599,9.999998,1.6336607,2,8,-92.23784,92.57054,
1.0302716,1269.5253,1.093559,0.47563884,22.63,177.22649,50479,1.093559,-172.80432,216.18658,-70509.984,216.1865748765788,1.093559,91.444534,3800,2.3125224,100,44068.84,0.09385852,9.999999,-64673.46,1.2749597,878.795126914978,9.999999,1.6180764,3,8,-171.97047,91.444534,
1.0122342,619.68005,1.077172,0.5303469,24.46,137.3769,52925,1.077172,-76.897606,234.46869,-58450.652,234.4687110668717,1.077172,92.83568,3900,3.1372027,100,50274.69,0.14361154,9.999999,-55608.793,1.2749597,908.9296295642853,9.999999,1.9102391,4,8,-75.94829,92.83568,9.981437
1.0640815,529.8956,1.1077194,0.5919023,22.58,137.68379,55183,1.1077194,-67.9324,215.68127,-54241.1,215.68125653386002,1.1077194,90.275566,4000,2.6142185,100,44725.246,0.2158053,9.99999,-49209.36,1.2749597,938.7468948364258,9.99999,2.5248022,5,8,-67.50619,90.275566,
1.0467415,689.66724,1.0,0.2368717,21.13,152.66554,57296,1.0,-84.496956,201.194,-68566.14,201.19397763318008,1.0,100.0,4100,1.7317448,100,56597.176,0.39009082,9.999999,-61734.883,1.2541631,967.0774872303009,9.999999,1.1550883,1,9,-84.496956,100.0,
0.99754906,729.8041,1.0626148,0.40386727,28.35,159.49475,60131,1.0626148,-89.065765,273.36954,-89561.1,273.3695170029511,1.0626148,94.10748,4200,2.0246997,100,75126.87,0.16594662,9.999996,-81739.75,1.2541631,997.8788895606995,9.999996,1.5261317,2,9,-89.2265,94.10748,
1.1174526,589.8147,1.0654505,0.55241734,23.38,148.01132,62469,1.0654505,-77.60981,223.68436,-59432.816,223.68435294396383,1.0654505,93.85701,4300,3.5886931,100,54410.918,0.33524182,9.999997,-58804.812,1.2541631,1028.205489873886,9.999997,1.5793283,3,9,-77.3134,93.85701,9.98369
1.1065937,659.73706,1.0819954,0.5913239,25.77,152.60078,65046,1.0819954,-80.07358,247.58087,-72996.67,247.5808779956131,1.0819954,92.42184,4400,3.6461875,100,61344.652,0.14107257,9.999999,-67290.44,1.2541631,1052.395677804947,9.999999,1.8474365,4,9,-79.54309,92.42184,9.981511
0.93069166,879.62646,1.1300737,0.52335155,28.53,168.06755,67899,1.1300737,-111.27358,275.15726,-74288.18,275.15726734624116,1.1300737,88.48981,4500,2.3501537,100,59345.11,0.1043845,10.0,-70557.86,1.2541631,1079.634638786316,10.0,2.0790584,5,9,-110.83076,88.48981,
1.0339029,699.6342,1.0,0.17424752,23.9,155.60637,70289,1.0,-85.57276,228.8777,-81517.89,228.87769374050046,1.0,100.0,4600,1.3303554,100,69578.766,0.5865347,9.999998,-74813.85,1.2505981,1107.5063648223877,9.999998,1.1323961,1,10,-85.57276,100.0,
0.98440135,1189.3422,1.0465305,0.56595975,30.58,201.54878,73347,1.0465305,-147.90594,295.65793,-99934.11,295.65792804596356,1.0465305,95.55383,4700,3.9881957,100,76213.234,0.22295319,10.0,-95184.125,1.2505981,1136.8090403079987,10.0,1.7806696,2,10,-147.32182,95.55383,
1.0756688,879.6279,1.1127822,0.4714328,27.75,155.40076,76122,1.1127822,-111.023346,267.36636,-99286.37,267.3663773018254,1.1127822,89.864845,4800,2.9607358,100,80615.016,0.1538718,9.999999,-89935.94,1.2505981,1167.425193786621,9.999999,1.436669,3,10,-111.32747,89.864845,
1.0416057,919.70105,1.0470451,0.41314334,29.03,185.6312,79025,1.0470451,-110.623215,280.1609,-102746.83,280.1608846891271,1.0470451,95.50687,4900,2.1238916,100,84837.86,0.20602816,10.0,-94977.6,1.2505981,1195.6526873111725,10.0,1.4226636,4,10,-110.18758,95.50687,
1.105381,699.7846,1.072929,0.55135065,29.6,178.76059,81985,1.072929,-87.20821,285.86218,-92875.71,285.8621533411829,1.072929,93.20281,5000,2.820394,100,83071.0,0.2800388,10.0,-89563.43,1.2505981,1224.4063742160797,10.0,1.7401718,5,10,-86.61487,93.20281,
1.0211074,749.84863,1.0,0.18051407,28.89,160.602,84874,1.0,-93.48686,278.76468,-109153.79,278.7646682736657,1.0,100.0,5100,1.5137773,100,95634.66,0.497907,9.999994,-101599.96,1.2364951,1253.110888004303,9.999994,1.11431,1,11,-93.48686,100.0,9.981134
1.0426326,719.5897,1.0363536,0.38633272,29.07,165.11961,87781,1.0363536,-87.74305,280.5636,-99138.875,280.56358922939074,1.0363536,96.492165,5200,2.1754365,100,88995.06,0.26986602,10.0,-94976.99,1.2364951,1283.8103437423706,10.0,1.321228,2,11,-87.79058,96.492165,9.980581
1.0330422,1159.3557,1.0613242,0.47875488,32.46,196.89116,91027,1.0613242,-136.88947,314.45584,-124932.22,314.4558363830669,1.0613242,94.22192,5300,2.6906178,100,103999.54,0.27917698,9.999998,-120874.66,1.2364951,1311.4117169380188,9.999998,1.5604932,3,11,-136.55318,94.22192,
1.0446395,879.5005,1.0876851,0.54003555,35.67,205.5504,94594,1.0876851,-110.45737,346.53543,-128945.8,346.53543921501324,1.0876851,91.93838,5400,3.0712764,100,116055.4,0.24459729,10.0,-126231.57,1.2364951,1340.855063199997,10.0,1.713404,4,11,-110.12274,91.93838,9.980299
1.0361516,779.7565,1.0802441,0.5319294,33.57,183.0012,97951,1.0802441,-98.35966,325.5425,-115325.26,325.5424947315769,1.0802441,92.57167,5500,2.7827015,100,105989.96,0.26233453,10.0,-113895.62,1.2364951,1370.0265743732452,10.0,1.6736914,5,11,-98.269424,92.57167,
1.0109917,799.7407,1.0,0.2528091,33.32,156.10861,101283,1.0,-103.7085,323.0462,-135156.81,323.04617601992925,1.0,100.0,5600,1.8496385,100,118426.47,0.56654906,9.999998,-125427.336,1.2302887,1396.8713920116425,9.999998,1.1861557,1,12,-103.7085,100.0,
0.9730898,959.7078,1.059588,0.3791327,34.41,174.43552,104724,1.059588,-102.647064,333.94348,-136114.39,333.94346687504077,1.059588,94.37631,5700,2.0631926,100,111339.836,0.16881084,9.999997,-123091.016,1.2302887,1425.6953678131104,9.999997,1.6115434,2,12,-101.9133,94.37631,9.980757
0.98313004,1089.5332,1.1028675,0.43732324,35.2,186.40167,108244,1.1028675,-130.73375,341.83646,-142777.5,341.8364590732645,1.1028675,90.67272,5800,2.3460066,100,120353.42,0.2658646,9.999998,-134933.62,1.2302887,1456.4529376029968,9.999998,1.4934833,3,12,-130.12823,90.67272,
1.0231825,879.6572,1.0539646,0.39942002,35.0,173.24866,111744,1.0539646,-119.38248,339.83826,-135627.61,339.83825984816133,1.0539646,94.879845,5900,2.32444,100,120376.375,0.3180381,9.999999,-129695.98,1.2302887,1486.7861289978027,9.999999,1.4360725,4,12,-119.74509,94.879845,
1.0009918,1299.6621,1.0598735,0.41570222,36.02,215.28941,115346,1.0598735,-156.7529,350.04022,-154436.84,350.04021560617736,1.0598735,94.35088,6000,2.613832,100,125565.586,0.22409919,9.999998,-146069.03,1.2302887,1514.0843169689178,9.999998,1.4587027,5,12,-156.59268,94.35088,
1.0302731,779.78674,1.0,0.15780847,32.72,172.16965,118618,1.0,-101.907455,317.06232,-136282.19,317.06229591139333,1.0,100.0,6100,1.4892683,100,124165.33,0.65434664,9.999999,-130504.836,1.2155019,1543.1629028320312,9.999999,1.0760748,1,13,-101.907455,100.0,
1.0329593,909.626,1.026019,0.3406468,34.49,171.5262,122067,1.026019,-106.587105,334.74954,-138528.6,334.7494999203516,1.026019,97.46408,6200,2.0932941,100,122796.74,0.43202186,9.999995,-132108.83,1.2155019,1572.2423317432404,9.999995,1.2539443,2,13,-106.22277,97.46408,9.980983
1.0109593,909.6966,1.0510672,0.40755507,35.9,162.96494,125657,1.0510672,-106.42842,348.84042,-132046.66,348.8404326926861,1.0510672,95.141396,6300,2.64904,100,119914.516,0.21710831,9.999999,-129784.836,1.2155019,1601.9697904586792,9.999999,1.408352,3,13,-105.94624,95.141396,9.981007
0.99322474,1029.6117,1.0583832,0.478121,36.22,195.36334,129279,1.0583832,-125.34981,352.02887,-139256.52,352.02888484091864,1.0583832,94.483734,6400,3.0827324,100,119086.984,0.23720932,9.999997,-131819.83,1.2155019,1626.3623065948486,9.999997,1.42821,4,13,-124.86212,94.483734,
1.064935,1019.47754,1.0622119,0.47435182,35.59,185.06111,132838,1.0622119,-122.35812,345.74203,-149580.73,345.74200797111627,1.0622119,94.14317,6500,3.5821214,100,134081.72,0.39278457,9.999997,-146060.5,1.2155019,1656.110731601715,9.999997,1.3150737,5,13,-122.2962,94.14317,
1.000001,1559.344,1.0,8.882748e-06,34.64,222.90718,136302,1.0,-182.63654,336.24634,-187187.31,336.2463505160252,1.0,100.0,6600,1.0000229,100,162749.27,0.9999695,9.999998,-187187.31,1.204594,1683.331904411316,9.999998,1.0000014,1,14,-182.63654,100.0,
1.016294,1039.6655,0.9999989,0.117519096,37.23,198.15675,140025,0.9999989,-134.89581,362.13696,-181273.94,362.13695985642545,0.9999989,100.00011,6700,1.3849243,100,165177.47,0.710666,10.0,-176276.94,1.204594,1686.2070214748383,10.0,1.0439156,2,14,-134.89581,100.00011,29.944672
0.9697386,779.7428,1.0139848,0.2551802,35.73,186.2874,143598,1.0139848,-94.68424,347.15247,-149589.55,347.15243931453887,1.0139848,98.62081,6800,1.6886954,100,137537.66,0.47010157,9.999998,-144243.94,1.204594,1716.8735783100128,9.999998,1.204464,3,14,-94.757065,98.62081,
0.98171157,1149.4993,1.0470684,0.42218515,39.7,206.30342,147568,1.0470684,-144.29575,386.82993,-165013.08,386.82995231965697,1.0470684,95.504745,6900,3.42098,100,144806.84,0.3051876,9.999999,-160932.75,1.204594,1745.3610441684723,9.999999,1.4745123,4,14,-143.80714,95.504745,
1.0048033,1609.4215,1.0709937,0.5069031,40.15,216.82927,151583,1.0709937,-194.90323,391.32016,-186519.67,391.32016079653744,1.0709937,93.37123,7000,3.2497604,100,149505.25,0.24985582,10.0,-180394.58,1.204594,1770.1306207180023,10.0,1.407904,5,14,-194.17618,93.37123,
1.0323739,989.7385,1.0,0.21912411,37.34,193.80867,155317,1.0,-115.47104,363.2256,-179339.8,363.22557071758206,1.0,100.0,7100,1.7858238,100,156162.08,0.6210089,9.999998,-166555.62,1.1966518,1795.4906659126282,9.999998,1.1145014,1,15,-115.47104,100.0,
1.0031023,889.7335,1.0362105,0.4147779,41.12,188.82774,159429,1.0362105,-104.665405,401.02774,-177892.34,401.0277906572781,1.0362105,96.505486,7200,3.304439,100,165284.95,0.379534,10.0,-174303.3,1.1966518,1828.0227692127228,10.0,1.2848413,2,15,-104.163765,96.505486,
1.0388145,1049.4613,1.0491748,0.6088549,41.32,215.05875,163561,1.0491748,-124.06267,403.02948,-183683.47,403.0294741220771,1.0491748,95.313,7300,3.5807827,100,166963.3,0.28722924,9.999999,-180085.2,1.1966518,1858.4382374286652,9.999999,1.4052817,3,15,-124.093605,95.313,
1.0592967,1249.412,1.0620234,0.54419535,42.66,226.1771,167827,1.0620234,-148.06387,416.4175,-203254.61,416.4174692930521,1.0620234,94.15988,7400,3.926634,100,183036.06,0.2349543,10.0,-201054.78,1.1966518,1882.4414143562317,10.0,1.3190483,4,15,-148.00618,94.15988,9.982713
1.0339787,1229.5435,1.0374122,0.49795255,42.95,222.92952,172122,1.0374122,-132.17912,419.31763,-200886.25,419.31757467362974,1.0374122,96.3937,7500,3.0665934,100,172727.89,0.22295998,9.999998,-191184.08,1.1966518,1906.993926525116,9.999998,1.4755152,5,15,-131.61044,96.3937,
1.0139706,889.6008,1.0,0.20139946,38.42,173.56917,175964,1.0,-105.9145,374.03375,-177981.27,374.03374802942375,1.0,100.0,7600,1.7227378,100,160310.84,0.5505361,10.0,-168810.02,1.182858,1931.8837912082672,10.0,1.1418452,1,16,-105.9145,100.0,
1.0003816,959.5327,1.0523359,0.29227343,45.11,182.16566,180475,1.0523359,-126.63052,440.91138,-236291.33,440.91139384992175,1.0523359,95.026695,7700,1.9135425,100,211663.45,0.53291434,9.999999,-221543.89,1.182858,1959.1853783130646,9.999999,1.1401153,2,16,-126.65047,95.026695,
1.016789,849.7336,1.0168281,0.24131356,40.56,180.49994,184531,1.0168281,-100.26315,395.43274,-191506.27,395.4327019174936,1.0168281,98.34505,7800,1.8847853,100,177249.64,0.50825447,10.0,-184904.89,1.182858,1990.9907228946686,10.0,1.1128143,3,16,-100.19408,98.34505,
1.0323998,919.6733,1.026567,0.2822705,45.53,176.21117,189084,1.026567,-108.52405,445.10657,-224308.23,445.1065741454872,1.026567,97.412056,7900,1.8153031,100,214235.66,0.47970274,9.999999,-223439.56,1.182858,2015.3283741474152,9.999999,1.172318,4,16,-108.67411,97.412056,9.98344
0.9682105,1219.6637,1.0249287,0.33788642,45.01,187.86111,193585,1.0249287,-150.24124,439.9142,-213947.25,439.9142130216923,1.0249287,97.567764,8000,2.1500425,100,194439.4,0.363089,9.999999,-211038.47,1.182858,2035.7989451885223,9.999999,1.232656,5,16,-149.87436,97.567764,9.980048
1.0232589,789.775,1.0,0.11953957,38.55,168.41492,197440,1.0,-92.074005,375.3453,-175516.48,375.34525722646583,1.0,100.0,8100,1.541886,100,164875.58,0.7727283,9.999999,-171265.14,1.1760904,2061.627312898636,9.999999,1.0388751,1,17,-92.074005,100.0,9.980429
1.0379953,1119.52,1.0140244,0.2700147,42.84,215.44672,201724,1.0140244,-125.38502,418.21732,-216606.9,418.2173295616556,1.0140244,98.61696,8200,1.854089,100,200379.05,0.4592397,9.999999,-213619.64,1.1760904,2081.7649528980255,9.999999,1.1048983,2,17,-125.02023,98.61696,
1.0074475,1029.566,1.0185618,0.3792554,43.83,173.78168,206107,1.0185618,-112.775925,428.12375,-200110.58,428.1237348246817,1.0185618,98.17764,8300,2.6227162,100,185842.73,0.47509173,10.0,-197667.86,1.1760904,2100.613492488861,10.0,1.2320554,3,17,-112.48116,98.17764,
1.0334935,1139.6194,1.0422436,0.41357222,45.34,192.34157,210641,1.0422436,-139.02264,443.21655,-233537.64,443.2165494662373,1.0422436,95.94686,8400,2.672507,100,214898.45,0.47741714,10.0,-229165.23,1.1760904,2126.7487189769745,10.0,1.194669,4,17,-138.73495,95.94686,9.98161
1.0094048,1099.6033,1.0220003,0.31891713,42.59,227.79207,214900,1.0220003,-131.95448,415.7246,-210514.42,415.7246411824568,1.0220003,97.84733,8500,2.0481443,100,189540.27,0.3080227,10.0,-203035.02,1.1760904,2151.170788526535,10.0,1.2331648,5,17,-131.93765,97.84733,
1.0101947,1209.7246,1.0,0.19789046,46.42,223.02069,219542,1.0,-149.92365,454.01624,-270577.06,454.01622022205686,1.0,100.0,8600,1.6871759,100,238834.3,0.5277355,10.0,-254516.6,1.1643056,2166.3654775619507,10.0,1.1368643,1,18,-149.92365,100.0,
0.98348856,819.72253,1.041219,0.30431417,41.37,160.77356,223679,1.041219,-108.47374,403.52313,-188016.62,403.5231182719288,1.041219,96.041275,8700,2.2340708,100,173700.34,0.29968232,10.0,-181063.92,1.1643056,2186.1695635318756,10.0,1.1889015,2,18,-108.21998,96.041275,
0.98800933,819.5978,1.0311054,0.25764364,43.4,178.54872,228019,1.0311054,-98.38635,423.81403,-209443.69,423.81403439632777,1.0311054,96.9833,8800,1.651283,100,192710.05,0.383089,10.0,-199987.08,1.1643056,2214.3060705661774,10.0,1.1618267,3,18,-98.34935,96.9833,
1.0244024,959.8056,1.0296134,0.3484376,46.31,182.22598,232650,1.0296134,-106.257545,452.91296,-228759.14,452.91299617414404,1.0296134,97.12383,8900,2.282135,100,214844.03,0.4560902,9.999999,-224919.48,1.1643056,2238.4351313114166,9.999999,1.1842184,4,18,-106.16438,97.12383,9.982598
1.0417731,919.72644,1.0285785,0.45352525,44.51,185.51115,237101,1.0285785,-111.03816,434.92105,-214665.3,434.9210148277454,1.0285785,97.22155,9000,2.8539777,100,203853.02,0.40615672,10.0,-213473.19,1.1643056,2261.8844525814056,10.0,1.2804625,5,18,-111.08614,97.22155,9.981004
