EmpiricalD2Harmonic,EpLenMean,ReturnStepMax,DivergenceHarmonic,InitialReturnMean,ESSRenyiHarmonic,MeanD2-0,InitialReturnMax,EmpiricalD2Arithmetic,TimeElapsed,MeanIW,Bound,Iteration,MinBehavPdf,InitialReturnStd,EpRewMean,ReturnStepMaxmin,MinTargetPdf,TimestepsSoFar,Inner Iteration,MeanEntropy,ReturnMeanIW,InitialBound,InitialReturnMin,ESSRenyiArithmetic,EpThisIter,EpisodesSoFar,MinIW,MaxIW,StdIW
1.0,7.38,9.999999,1.3657743,63.76141,100.0,1.0,219.86635,1.0,574.7941043376923,1.0672323,-5986.3247,3,-34.65091,47.558033,63.76141184880905,9.999999,-34.65091,8141,1,1.4134973,5418.5327,-6813.132,,100.0,100,1100,0.46589017,2.2254417,0.28920564
1.1069881,8.6,9.999999,1.6384059,75.956154,90.33521,1.1069881,369.91412,1.1069881,618.6566488742828,1.096782,-7658.8857,3,-55.647816,68.47177,75.95614814735232,9.999999,-56.778297,9001,2,1.4134973,5898.5522,-8043.845,,90.33521,100,1200,0.13463499,5.1918645,0.7277782
1.0673096,8.96,9.999993,1.5143449,79.55487,93.69353,1.0673096,249.90265,1.0673096,661.7802951335907,1.0900005,-7388.6313,3,-40.001083,59.441944,79.55487291523096,9.999993,-40.851547,9897,3,1.4134973,6616.2417,-7895.07,,93.69353,100,1300,0.16024691,5.9516277,0.7047177
1.0866115,9.49,9.999988,1.922371,84.844864,92.02921,1.0866115,259.79382,1.0866115,710.5289850234985,1.043892,-7734.583,3,-41.765213,62.004086,84.84486793814605,9.999988,-42.84755,10846,4,1.4134973,6794.0835,-7977.3975,,92.02921,100,1400,0.08352473,3.6495132,0.57680327
1.113726,8.98,9.999979,1.6882892,79.74968,89.78869,1.113726,369.75824,1.113726,750.4451377391815,1.0348915,-7504.7925,3,-47.80907,63.541687,79.74967882900188,9.999979,-48.98874,11744,5,1.4134973,5719.3677,-7661.0566,,89.78869,100,1500,0.11035636,2.4537778,0.5194571
1.0,8.86,9.999994,1.4900473,78.55172,100.0,1.0,349.89087,1.0,788.1900088787079,1.0825913,-9390.263,4,-54.711647,65.78914,78.55172130188552,9.999994,-54.711647,12630,1,1.4018126,7888.34,-11728.987,,100.0,100,1600,0.30116528,2.1734083,0.3498131
1.1901689,11.95,9.999998,2.0053055,109.44265,84.02169,1.1901689,529.80786,1.1901689,844.424845457077,1.0629085,-13481.776,4,-67.60084,98.05626,109.44263939487311,9.999998,-69.38822,13825,2,1.4018126,9486.844,-15374.764,9.982791,84.02169,100,1700,0.0424988,3.9226217,0.64341694
1.0724219,10.03,9.999988,1.7499897,90.248535,93.24688,1.0724219,319.8305,1.0724219,893.2568662166595,1.1095495,-9656.276,4,-38.616405,72.82565,90.24853504475348,9.999988,-39.140175,14828,3,1.4018126,8296.273,-9801.464,9.982063,93.24688,100,1800,0.21270446,2.4582045,0.55555725
1.0835162,9.72,9.999996,1.9756321,87.14568,92.29211,1.0835162,289.85718,1.0835162,926.0633146762848,1.0224437,-8309.912,4,-48.147743,66.11612,87.1456766842232,9.999996,-48.801525,15800,4,1.4018126,7123.0415,-8850.088,,92.29211,100,1900,0.16480602,3.191223,0.5021001
1.1190953,9.92,9.999991,1.5917869,89.14833,89.357895,1.1190953,389.80862,1.1190953,959.8828477859497,1.1265461,-9956.44,4,-58.41565,75.10072,89.14832744173336,9.999991,-59.594807,16792,5,1.4018126,8029.68,-10433.152,,89.357895,100,2000,0.11929363,2.9868555,0.57610554
1.0,10.21,9.999992,1.4291985,92.04488,100.0,1.0,299.81055,1.0,999.9239900112152,1.058989,-11277.973,5,-47.9767,65.79055,92.04488371881415,9.999992,-47.9767,17813,1,1.3966719,10197.976,-13704.051,9.981235,100.0,100,2100,0.33794078,2.055949,0.3208728
1.1278137,11.14,9.999998,2.042229,101.34027,88.66713,1.1278137,369.83545,1.1278137,1046.2951967716217,1.0355241,-11120.717,5,-48.04288,78.74246,101.34027172408906,9.999998,-48.76848,18927,2,1.3966719,9156.218,-11706.426,,88.66713,100,2200,0.123142414,3.413745,0.59897715
1.1021209,10.11,9.999999,1.6955453,91.043724,90.734146,1.1021209,299.81677,1.1021209,1088.6072373390198,1.0852982,-9709.144,5,-55.8553,69.535614,91.04372020591941,9.999999,-56.628708,19938,3,1.3966719,8532.76,-10514.603,,90.734146,100,2300,0.15278274,2.805195,0.49446195
1.0941069,12.04,9.999996,1.7957381,110.33273,91.39874,1.0941069,419.79456,1.0941069,1132.19859957695,1.0573524,-13263.371,5,-65.64928,89.28342,110.33273891059818,9.999996,-66.81967,21142,4,1.3966719,10889.936,-13605.67,,91.39874,100,2400,0.12002305,3.6947448,0.58992726
1.0953894,11.92,10.0,2.163171,109.13586,91.29174,1.0953894,359.8463,1.0953894,1172.2204940319061,1.0928155,-12648.508,5,-50.45514,84.696266,109.13586557875553,10.0,-50.824997,22334,5,1.3966719,10734.42,-13243.522,9.985904,91.29174,100,2500,0.15738383,3.8757167,0.6649076
1.0,11.84,9.999992,1.564195,108.335495,100.0,1.0,399.89346,1.0,1219.3807051181793,1.0976754,-16347.582,6,-53.116188,81.08647,108.33550407873139,9.999992,-53.116188,23518,1,1.3675092,14337.487,-19918.799,,100.0,100,2600,0.49200112,3.4168067,0.41048387
1.1587653,14.13,9.999992,2.0835934,131.224,86.29875,1.1587653,539.694,1.1587653,1268.3121831417084,0.97350496,-17972.059,6,-71.441284,102.44971,131.22399269241168,9.999992,-72.70923,24931,2,1.3675092,13746.501,-20033.7,,86.29875,100,2700,0.09046831,3.0685594,0.51272285
1.0968754,13.93,9.999995,1.8897722,129.22847,91.16805,1.0968754,369.83264,1.0968754,1309.867646932602,1.0361891,-17637.043,6,-50.211548,89.8978,129.22846971409894,9.999995,-50.9373,26324,3,1.3675092,15747.322,-18286.268,,91.16805,100,2800,0.20727526,3.165519,0.51039314
1.1012536,13.76,9.999999,1.9864889,127.52878,90.8056,1.1012536,449.80057,1.1012536,1347.66166472435,1.0855136,-17323.086,6,-62.897118,96.57222,127.5287743550402,9.999999,-63.895813,27700,4,1.3675092,14457.156,-17487.71,,90.8056,100,2900,0.111538,7.0041356,0.8247639
1.1009742,13.42,10.0,1.7821101,124.12871,90.82865,1.1009742,479.72955,1.1009742,1382.1710948944092,1.0342702,-18468.281,6,-66.94075,94.20158,124.12871550518895,10.0,-67.634476,29042,5,1.3675092,15380.527,-18739.428,,90.82865,100,3000,0.18303564,2.2011302,0.4471028
1.0,12.65,9.999997,1.4483305,116.43247,100.0,1.0,349.82632,1.0,1418.254711151123,1.1017376,-18935.94,7,-49.4193,89.29495,116.43246333784003,9.999997,-49.4193,30307,1,1.359008,17455.736,-22760.055,9.979484,100.0,100,3100,0.40995792,2.0973988,0.31375775
1.1414237,14.5,9.999999,1.9767252,134.92433,87.609886,1.1414237,439.8211,1.1414237,1464.3423240184784,1.1722996,-21718.455,7,-65.58751,109.85589,134.92432612628448,9.999999,-66.45611,31757,2,1.359008,18985.027,-23331.006,,87.609886,100,3200,0.17675845,4.2539797,0.72234476
1.1019163,15.65,9.999995,2.1878576,146.41454,90.75099,1.1019163,459.71628,1.1019163,1514.893282175064,1.0632906,-24059.94,7,-60.935608,118.07899,146.41452425093846,9.999995,-61.604313,33322,3,1.359008,20918.19,-24617.76,,90.75099,100,3300,0.20864291,3.4297476,0.57760304
1.129177,16.89,9.999993,2.2916534,158.80507,88.560074,1.129177,509.759,1.129177,1554.2299644947052,0.97444594,-25470.086,7,-62.99346,127.68538,158.80506971841967,9.999993,-63.85741,35011,4,1.359008,21516.541,-26169.86,,88.560074,100,3400,0.1298987,2.3979924,0.5149825
1.1051403,15.25,9.99999,1.7801785,142.42133,90.486244,1.1051403,679.741,1.1051403,1600.4125351905823,1.0445253,-23357.115,7,-89.14484,113.457756,142.4213052746416,9.99999,-90.349335,36536,5,1.359008,17161.262,-23645.379,9.981384,90.486244,100,3500,0.09459321,2.1837676,0.49745086
1.0,14.53,9.999991,1.4858967,135.22307,100.0,1.0,429.70245,1.0,1635.7344026565552,1.0964597,-25807.887,8,-58.909416,103.475624,135.2230638559887,9.999991,-58.909416,37989,1,1.3419222,23545.783,-30848.229,,100.0,100,3600,0.41591215,2.9398026,0.3595524
1.153477,18.51,9.999996,2.5210087,175.00555,86.694405,1.153477,469.8532,1.153477,1685.8670909404755,1.0816092,-29725.47,8,-59.27199,120.14777,175.00555663786025,9.999996,-60.24592,39840,2,1.3419222,26202.621,-30853.215,,86.694405,100,3700,0.14022592,5.192607,0.78960294
1.1437008,20.73,9.999999,2.3232043,197.19455,87.435455,1.1437008,689.7755,1.1437008,1734.5430660247803,0.989923,-40100.863,8,-89.28325,146.46355,197.19455290741297,9.999999,-89.526245,41913,3,1.3419222,32812.305,-43294.668,9.979647,87.435455,100,3800,0.041924916,3.5157325,0.6102075
1.1150556,20.44,9.999999,1.8368948,194.29645,89.68163,1.1150556,809.7639,1.1150556,1790.8651356697083,0.9148587,-40504.145,8,-106.40497,138.77805,194.2964409841755,9.999999,-107.6275,43957,4,1.3419222,31572.297,-41322.41,9.979635,89.68163,100,3900,0.09353255,2.239869,0.43139958
1.0753422,17.14,9.999999,1.6435349,161.30519,92.99365,1.0753422,579.80554,1.0753422,1840.7854781150818,1.0673181,-31467.691,8,-75.11284,119.672455,161.30517640888473,9.999999,-75.80437,45671,5,1.3419222,27136.209,-31738.4,9.980446,92.99365,100,4000,0.1668136,3.3128953,0.49695376
1.0,17.75,9.999992,1.3145198,167.4093,100.0,1.0,609.76404,1.0,1884.8078198432922,1.0699301,-43495.28,9,-74.92963,140.71774,167.40929689258007,9.999992,-74.92963,47446,1,1.3303185,39210.887,-51564.207,,100.0,100,4100,0.37747794,2.310988,0.28315893
1.1004618,21.09,9.999996,2.179272,200.79626,90.87094,1.1004618,549.674,1.1004618,1943.5753901004791,1.0506399,-41210.613,9,-66.23465,137.49783,200.79626643234573,9.999996,-67.03975,49555,2,1.3303185,36727.82,-41872.555,,90.87094,100,4200,0.16677287,3.0146856,0.5992708
1.1112266,19.38,9.999993,1.8384362,183.70026,89.99065,1.1112266,549.8423,1.1112266,1987.1224656105042,1.059038,-38093.64,9,-70.37363,127.26983,183.70024021080107,9.999993,-71.39569,51493,3,1.3303185,33973.777,-41469.277,,89.99065,100,4300,0.14330508,3.0014637,0.5280538
1.0937364,20.8,9.999995,1.851613,197.89642,91.42971,1.0937364,499.7943,1.0937364,2037.9641118049622,1.0693611,-44070.824,9,-61.568974,116.14924,197.8964051650942,9.999995,-61.419533,53573,4,1.3303185,40654.65,-48262.637,19.969027,91.42971,100,4400,0.3093982,2.718344,0.4657603
1.1060004,22.9,9.999996,2.2693548,218.8916,90.41588,1.1060004,579.7522,1.1060004,2090.308228969574,1.0463953,-46294.758,9,-74.85152,142.94388,218.891614454785,9.999996,-75.889534,55863,5,1.3303185,41205.92,-47323.844,,90.41588,100,4500,0.13485086,5.9442306,0.7283464
1.0,21.2,9.999999,1.348084,201.89613,100.0,1.0,659.6326,1.0,2138.7391991615295,1.0488464,-56698.97,10,-93.370636,147.28406,201.89615653918565,9.999999,-93.370636,57983,1,1.3124876,51621.523,-66827.734,,100.0,100,4600,0.42729494,2.1911316,0.27814913
1.1126933,24.3,9.999997,1.7396693,232.87946,89.872025,1.1126933,909.673,1.1126933,2195.1889448165894,1.0922899,-63482.113,10,-127.67616,169.2816,232.87945447346115,9.999997,-128.70776,60413,2,1.3124876,52512.625,-64945.47,9.980805,89.872025,100,4700,0.1400025,3.4094436,0.58198667
1.0686566,24.09,9.999995,1.4555553,230.7768,93.57543,1.0686566,639.6687,1.0686566,2248.9113626480103,1.065121,-62500.22,10,-91.41699,143.97836,230.77677801859227,9.999995,-92.207664,62822,3,1.3124876,57538.79,-63578.016,,93.57543,100,4800,0.31115466,2.9443705,0.49601114
1.0534189,22.44,9.999995,1.5139623,214.27956,94.929,1.0534189,629.6663,1.0534189,2296.346181869507,1.0698284,-56596.246,10,-87.896385,141.6163,214.27954719519468,9.999995,-88.09604,65066,4,1.3124876,51693.258,-60840.34,,94.929,100,4900,0.18995269,2.1355011,0.39764974
1.0766284,22.16,9.999998,1.7078735,211.49272,92.88255,1.0766284,699.7212,1.0766284,2349.3040952682495,1.1108813,-51188.355,10,-90.76427,164.07169,211.49271939083417,9.999998,-92.03979,67282,5,1.3124876,44757.625,-55834.96,,92.88255,100,5000,0.07347842,4.3048387,0.62589836
1.0,27.0,10.0,1.4596908,259.86804,100.0,1.0,909.5427,1.0,2403.560288667679,1.0480517,-86743.6,11,-109.786575,175.96129,259.8680431642865,10.0,-109.786575,69982,1,1.2871704,76698.39,-106808.14,,100.0,100,5100,0.28958583,2.2147663,0.32778576
1.1163465,27.2,9.999998,2.0301309,261.8708,89.57793,1.1163465,659.82245,1.1163465,2460.256846189499,1.0490661,-68281.14,11,-84.836845,165.07785,261.8708099287243,9.999998,-85.45863,72702,2,1.2871704,62046.684,-70582.21,,89.57793,100,5200,0.12804101,3.0694842,0.64309746
1.1295167,30.99,10.0,2.1802723,299.75348,88.53344,1.1295167,889.54266,1.1295167,2506.1152608394623,0.9680118,-88542.695,11,-115.232666,191.91173,299.7534962101279,10.0,-115.85874,75801,3,1.2871704,76799.91,-90568.125,,88.53344,100,5300,0.16837609,2.2415233,0.5035834
1.1074637,28.76,9.999994,1.684657,277.4621,90.29641,1.1074637,1109.7786,1.1074637,2555.928287744522,1.0336592,-91810.14,11,-124.66453,199.83054,277.4620594008486,9.999994,-125.63185,78677,4,1.2871704,75744.02,-94108.82,,90.29641,100,5400,0.13502176,2.8723705,0.49042565
1.057992,24.83,10.0,1.7834088,238.18396,94.51868,1.057992,739.66675,1.057992,2607.9920971393585,1.0411357,-59629.402,11,-90.95058,158.3108,238.18396102807938,10.0,-91.1687,81160,5,1.2871704,52286.293,-62669.09,9.980751,94.51868,100,5500,0.17888841,2.647454,0.52127045
1.0,28.06,9.999999,1.3360955,270.4661,100.0,1.0,899.76855,1.0,2663.977333545685,1.0294188,-99046.41,12,-108.84937,191.15227,270.46608642445216,9.999999,-108.84937,83966,1,1.268601,89641.32,-117827.734,,100.0,100,5600,0.27746972,1.7260631,0.28119686
1.1162051,34.89,10.0,1.7978064,338.74377,89.58927,1.1162051,849.6814,1.1162051,2728.2909338474274,0.94827193,-106382.75,12,-104.740425,181.00534,338.7438105802657,10.0,-105.577194,87455,2,1.268601,96653.8,-112113.05,9.979573,89.58927,100,5700,0.18727332,3.098318,0.5403919
1.0811262,29.75,9.999999,1.550856,287.36966,92.49614,1.0811262,799.70703,1.0811262,2791.5819013118744,1.01865,-87848.89,12,-97.34772,147.61873,287.369657039236,9.999999,-97.981346,90430,3,1.268601,79844.47,-96564.555,9.981349,92.49614,100,5800,0.24177718,2.358416,0.46130496
1.0894694,32.98,9.999997,2.2323031,319.65588,91.787796,1.0894694,759.69434,1.0894694,2855.2472355365753,0.9526697,-99620.914,12,-91.828896,182.11086,319.6558659207549,9.999997,-91.260574,93728,4,1.268601,90954.555,-118094.125,9.981245,91.787796,100,5900,0.15106268,2.3306553,0.4627312
1.1530969,32.36,9.999998,2.1971684,313.45258,86.72298,1.1530969,829.666,1.1530969,2918.3269805908203,1.0215131,-87033.99,12,-105.56846,172.52344,313.4525583736157,9.999998,-106.37598,96964,5,1.268601,76779.34,-89752.766,19.962471,86.72298,100,6000,0.15884466,3.5984333,0.661703
1.0,32.47,10.0,1.2454221,314.55255,100.0,1.0,759.64343,1.0,2971.1207325458527,1.0381904,-121804.47,13,-94.23073,176.79109,314.55256959838994,10.0,-94.23073,100211,1,1.2457846,115332.14,-135998.06,,100.0,100,6100,0.40436956,1.993614,0.27671543
1.0786624,34.85,9.999999,1.4568993,338.3396,92.70741,1.0786624,729.55145,1.0786624,3031.8599288463593,1.0037442,-120294.125,13,-94.17816,169.44235,338.33964767699,9.999999,-94.39911,103696,2,1.2457846,113837.445,-130344.81,,92.70741,100,6200,0.3262117,2.4072173,0.4277886
1.0601653,33.96,9.999998,1.4010324,329.4403,94.32491,1.0601653,899.6619,1.0601653,3091.264889717102,1.0699688,-127982.01,13,-101.80211,186.60736,329.44032269275374,9.999998,-102.14813,107092,3,1.2457846,118353.36,-132999.47,,94.32491,100,6300,0.37416336,2.6719768,0.42396626
1.0533451,33.1,9.999999,1.4486912,320.84738,94.935646,1.0533451,849.58466,1.0533451,3147.7197659015656,1.0792322,-123135.72,13,-105.00862,193.3751,320.8473929376893,9.999999,-105.42807,110402,4,1.2457846,114404.33,-129918.516,,94.935646,100,6400,0.27060825,3.014677,0.44200563
1.0682168,35.24,10.0,1.8764583,342.23438,93.61395,1.0682168,889.68945,1.0682168,3210.225276708603,1.0694523,-118188.75,13,-101.87343,209.60748,342.23432726833823,10.0,-102.60425,113926,5,1.2457846,107291.2,-123273.62,,93.61395,100,6500,0.20009196,2.7609782,0.59405243
1.0,34.27,10.0,1.1592515,332.55704,100.0,1.0,739.7002,1.0,3268.480521440506,1.0337569,-137685.14,14,-87.19559,189.38719,332.5570531200634,10.0,-87.19559,117353,1,1.2204591,131764.31,-151960.83,9.980828,100.0,100,6600,0.42956337,1.8749785,0.23041727
1.0545505,37.61,9.999999,1.4691284,365.9411,94.82713,1.0545505,1059.5115,1.0545505,3334.694608926773,1.043419,-149857.72,14,-134.02574,192.6562,365.94106266236093,9.999999,-134.43408,121114,2,1.2204591,136182.84,-159035.11,,94.82713,100,6700,0.29758617,2.1955452,0.43693045
1.0730624,37.58,10.0,1.4142785,365.6348,93.19122,1.0730624,1059.6198,1.0730624,3399.4112586975098,0.9942186,-147901.62,14,-127.64161,185.41139,365.63477462382195,10.0,-127.99343,124872,3,1.2204591,134481.7,-150597.77,,93.19122,100,6800,0.34327826,2.4676328,0.45669726
1.0506768,37.61,10.0,1.602879,365.93298,95.17674,1.0506768,999.5662,1.0506768,3451.409935235977,1.050335,-146819.48,14,-125.67616,201.8343,365.93296878952316,10.0,-126.313934,128633,4,1.2204591,134106.25,-163789.7,9.981284,95.17674,100,6900,0.2482521,2.970629,0.49695832
1.1017662,37.0,9.999995,1.5950894,359.83374,90.76336,1.1017662,909.4804,1.1017662,3508.5477578639984,1.0318332,-137446.67,14,-115.2003,182.65678,359.833741578799,9.999995,-115.676125,132333,5,1.2204591,126947.34,-150661.5,9.979541,90.76336,100,7000,0.24541228,2.5092762,0.49903408
1.0,41.15,9.999999,1.1489005,401.32574,100.0,1.0,1249.5026,1.0,3563.6296832561493,1.0375004,-211070.75,15,-156.99483,231.28683,401.3257426011556,9.999999,-156.99483,136448,1,1.2136097,194251.84,-230247.22,19.975292,100.0,100,7100,0.45377165,1.8734416,0.2627679
1.0436399,40.61,10.0,1.323195,395.92517,95.81849,1.0436399,969.4617,1.0436399,3607.1720864772797,0.99647003,-171710.2,15,-115.06622,180.37352,395.9251551248959,10.0,-115.40557,140509,2,1.2136097,160844.56,-177066.56,,95.81849,100,7200,0.41053697,2.017145,0.34151635
1.0487132,39.97,9.999996,1.5321338,389.52136,95.35496,1.0487132,1109.3811,1.0487132,3658.4871225357056,1.0309255,-165472.53,15,-142.13785,206.42877,389.5213460597676,9.999996,-142.21964,144506,3,1.2136097,150161.92,-172524.56,,95.35496,100,7300,0.17091285,3.3264961,0.52977175
1.0855441,41.68,10.0,1.5509197,406.61563,92.119705,1.0855441,969.6321,1.0855441,3706.420814037323,1.0529509,-171009.78,15,-116.98824,188.70517,406.6156194356022,10.0,-117.121605,148674,4,1.2136097,159242.1,-175569.05,,92.119705,100,7400,0.3165421,2.5797706,0.5126518
1.0601087,39.95,9.999999,1.4744081,389.31754,94.329956,1.0601087,1299.3519,1.0601087,3761.6248576641083,1.032051,-184000.69,15,-171.68301,226.04694,389.31753155305125,9.999999,-171.827,152669,5,1.2136097,163397.0,-190535.36,,94.329956,100,7500,0.30101597,2.9898021,0.49177372
1.0,38.87,9.999999,1.1158462,378.5396,100.0,1.0,1019.7251,1.0,3818.9853625297546,1.0146579,-184313.39,16,-131.58205,219.73483,378.53962242174305,9.999999,-131.58205,156556,1,1.2122768,173273.86,-202026.47,,100.0,100,7600,0.5830368,1.7250329,0.20022061
1.0393294,43.66,9.999999,1.3924328,426.42218,96.21589,1.0393294,1009.5078,1.0393294,3889.821132659912,0.9993847,-202074.98,16,-120.72746,223.15222,426.42220210494384,9.999999,-120.826675,160922,2,1.2122768,189988.81,-216269.84,9.981083,96.21589,100,7700,0.24261238,3.671268,0.44153643
1.072659,44.34,9.999999,1.3414901,433.20636,93.22627,1.072659,1129.3027,1.072659,3947.7105445861816,1.0328431,-205785.25,16,-131.10239,174.75854,433.20636938933535,9.999999,-131.4957,165356,3,1.2122768,190939.67,-213532.98,9.98029,93.22627,100,7800,0.3626018,2.8287017,0.4507366
1.0422752,45.53,9.999997,1.3755687,445.11844,95.943954,1.0422752,1019.64,1.0422752,3991.3008348941803,1.0441095,-226014.16,16,-125.9882,206.90404,445.1184313296594,9.999997,-125.93594,169909,4,1.2122768,213759.05,-231813.64,,95.943954,100,7900,0.32707393,2.3746932,0.40549988
1.0558437,42.92,10.0,1.231829,419.02097,94.71098,1.0558437,979.6803,1.0558437,4032.6541740894318,1.0614765,-198913.23,16,-121.37652,201.12347,419.0209742223878,10.0,-121.727585,174201,5,1.2122768,188207.25,-202316.17,,94.71098,100,8000,0.4057417,2.6137471,0.44290432
1.0,41.85,10.0,1.0913349,408.3179,100.0,1.0,959.50134,1.0,4084.3565497398376,1.0229278,-213787.47,17,-113.33007,219.78877,408.3178940181541,10.0,-113.33007,178386,1,1.2020749,204121.34,-224283.38,,100.0,100,8100,0.6524225,1.985781,0.17394018
1.0305942,44.24,9.999998,1.2141469,432.22516,97.0314,1.0305942,1469.53,1.0305942,4133.98893737793,1.0293398,-218314.78,17,-160.81134,209.5951,432.2251330481621,9.999998,-161.13063,182810,2,1.2020749,194399.53,-221878.7,,97.0314,100,8200,0.3548296,2.7796886,0.36547497
1.0328555,42.7,9.999999,1.3568871,416.81808,96.81896,1.0328555,879.69617,1.0328555,4186.207679748535,1.0399786,-194752.81,17,-115.88072,201.37756,416.818065340248,9.999999,-116.26012,187080,3,1.2020749,185692.98,-200671.6,,96.81896,100,8300,0.2956265,2.3972104,0.3988252
1.0687606,49.21,10.0,1.537005,481.89465,93.56632,1.0687606,1359.3835,1.0687606,4240.896037340164,1.0318094,-277933.38,17,-156.27562,226.45209,481.8946564844211,10.0,-156.44162,192001,4,1.2020749,254908.14,-277933.38,19.97026,93.56632,100,8400,0.2834955,2.4423566,0.49374276
1.0635794,44.55,9.999997,1.2286444,435.3044,94.022125,1.0635794,1229.6608,1.0635794,4249.371917009354,1.0523832,-224133.14,17,-158.32071,223.30545,435.3044043728806,9.999997,-158.95538,196456,5,1.2020749,207288.33,-237654.34,,94.022125,100,8500,0.4303638,2.3967714,0.39750797
1.0,41.64,9.999999,1.0496212,406.22995,100.0,1.0,1009.7506,1.0,4308.790020704269,1.0052915,-217326.16,18,-120.45497,216.97673,406.2299266015418,9.999999,-120.45497,200620,1,1.1926268,206827.66,-222348.98,,100.0,100,8600,0.65694773,1.3029032,0.11598497
1.0180279,47.06,9.999999,1.2236112,460.41852,98.22913,1.0180279,1189.5226,1.0180279,4353.232647657394,1.0387878,-240438.7,18,-147.36296,222.30324,460.4184976010519,9.999999,-147.62627,205326,2,1.1926268,224707.95,-251653.3,,98.22913,100,8700,0.31514445,1.909867,0.35273558
1.0467808,48.12,9.999999,1.4915445,471.00107,95.53098,1.0467808,1179.606,1.0467808,4414.092712879181,0.97401154,-221030.03,18,-166.92268,206.50798,471.00103689695453,9.999999,-167.63231,210138,3,1.1926268,203950.56,-224187.83,,95.53098,100,8800,0.24190265,2.69612,0.43421566
1.0722948,45.4,9.999999,1.3710591,443.8115,93.257935,1.0722948,1329.2887,1.0722948,4464.16730427742,1.0475653,-221149.64,18,-157.75363,223.30176,443.8115049716548,9.999999,-157.78223,214678,4,1.1926268,200355.11,-230188.16,19.970053,93.257935,100,8900,0.0893434,2.411905,0.44938973
