AvgVanillaIw,J,MinNormIw,VarVanillaIw,VarJ,AvgDiscRet,ESSRenyi,ESSClassic,AvgNormIw,MaxVanillaIw,VarRet,AvgRet,MinVanillaIw,BatchSize,VanillaAvgRet,VarNormIw,MaxNormIw,AvgEpLen,Bound,VarDiscRet,eRenyi2
171.6688,2645.1938,,2947017.8,,4.956746124662459e-13,0.006464679114540983,1.0,0.01,17166.879,5688470.842681565,4.956746124662459e-13,,100,-2654.305220661724,0.0100000035,1.0,200.0,452091.34,5688470.842681565,15468.672
19.83684,10.7973795,,39350.023,1.4756917e-17,4.245492846166599e-15,0.043217797122619,1.0,0.01,1983.684,114.64283842312983,4.245492846166599e-15,,100,-13.679906597995648,0.010000002,1.0,200.0,205.18086,114.64283842312983,2313.8616
0.95464677,0.36528292,0.00044942787,0.3432642,11.337982,-3.197442310920451e-15,76.23794986036779,72.83917803595342,0.009999999,1.6834229,104.23593243360203,-3.197442310920451e-15,0.042904485,100,-14.952573757186926,3.766544e-05,0.017633988,200.0,-0.6573761,104.23593243360203,1.3116827
6161948500000.0,0.45390564,,2.6652188e+25,13.726011,1.4210854715202005e-15,,58.999993012696756,0.010000002,10443982000000.0,115.53768830561755,1.4210854715202005e-15,,100,-16.199936087140532,7.019347e-05,0.016949154,200.0,2796943800000.0,115.53768830561755,inf
1.0,-5.9604645e-08,0.01,,11.137836,2.0605739337042904e-15,nan,100.0,0.009999998,1.0,125.30442478379926,2.0605739337042904e-15,1.0,100,-13.592770352745259,3.5044917e-18,0.01,200.0,-0.94144464,125.30442478379926,nan
1.0,2.9802322e-08,0.01,,10.654368,-1.5276668818842154e-15,nan,100.0,0.009999998,1.0,114.66217769657067,-1.5276668818842154e-15,1.0,100,-13.935649750082812,3.5044917e-18,0.01,200.0,-0.9005785,114.66217769657067,nan
1.0,8.195639e-08,0.01,,10.536339,-1.9184653865522706e-15,nan,100.0,0.009999998,1.0,112.13579761524464,-1.9184653865522706e-15,1.0,100,-15.977502453007048,3.5044917e-18,0.01,200.0,-0.89060193,112.13579761524464,nan
1.0,,0.01,,10.400635,9.237055564881303e-16,nan,100.0,0.009999998,1.0,109.26585102308348,9.237055564881303e-16,1.0,100,-13.235589373535039,3.5044917e-18,0.01,200.0,-0.8791315,109.26585102308348,nan
1.0,1.7881393e-07,0.01,,10.725292,-3.623767952376511e-15,nan,100.0,0.009999998,1.0,116.19383203321891,-3.623767952376511e-15,1.0,100,-14.160843776332642,3.5044917e-18,0.01,200.0,-0.90657365,116.19383203321891,nan
1.0,2.0861626e-07,0.01,,10.566243,-1.2789769243681803e-15,nan,100.0,0.009999998,1.0,112.77321058805451,-1.2789769243681803e-15,1.0,100,-14.306157221364119,3.5044917e-18,0.01,200.0,-0.89312947,112.77321058805451,nan
1.0,1.0430813e-07,0.01,,10.648984,4.618527782440651e-16,nan,100.0,0.009999998,1.0,114.54632008966207,4.618527782440651e-16,1.0,100,-14.761889612025218,3.5044917e-18,0.01,200.0,-0.90012354,114.54632008966207,nan
1.0,-5.9604645e-08,0.01,,10.213857,-3.3750779948604757e-15,nan,100.0,0.009999998,1.0,105.37661858409095,-3.3750779948604757e-15,1.0,100,-16.190213438461022,3.5044917e-18,0.01,200.0,-0.8633436,105.37661858409095,nan
1.0,1.1920929e-07,0.01,,10.336779,-1.3322676295501878e-15,nan,100.0,0.009999998,1.0,107.92829849311873,-1.3322676295501878e-15,1.0,100,-13.189357983465197,3.5044917e-18,0.01,200.0,-0.8737338,107.92829849311873,nan
1.0,,0.01,,10.310026,-1.2612133559741778e-15,nan,100.0,0.009999998,1.0,107.37035079361513,-1.2612133559741778e-15,1.0,100,-15.16746204698518,3.5044917e-18,0.01,200.0,-0.87147266,107.37035079361513,nan
1.0,-4.4703484e-08,0.01,,10.324584,-2.3092638912203257e-15,nan,100.0,0.009999998,1.0,107.67375646971533,-2.3092638912203257e-15,1.0,100,-14.796944330482697,3.5044917e-18,0.01,200.0,-0.8727031,107.67375646971533,nan
1.0,-1.4901161e-07,0.01,,10.609578,8.171241461241152e-16,nan,100.0,0.009999998,1.0,113.70015284679188,8.171241461241152e-16,1.0,100,-14.827819608035695,3.5044917e-18,0.01,200.0,-0.8967927,113.70015284679188,nan
1.0,2.9802322e-08,0.01,,10.70823,1.0658141036401502e-15,nan,100.0,0.009999998,1.0,115.8244337818433,1.0658141036401502e-15,1.0,100,-14.468436317889624,3.5044917e-18,0.01,200.0,-0.90513134,115.8244337818433,nan
1.0,,0.01,,10.163873,1.2612133559741778e-15,nan,100.0,0.009999998,1.0,104.34780105261729,1.2612133559741778e-15,1.0,100,-16.513372313902874,3.5044917e-18,0.01,200.0,-0.85911864,104.34780105261729,nan
1.0,-1.3411045e-07,0.01,,10.457359,-3.854694341498543e-15,nan,100.0,0.009999998,1.0,110.46097247637196,-3.854694341498543e-15,1.0,100,-15.018587373672661,3.5044917e-18,0.01,200.0,-0.8839261,110.46097247637196,nan
1.0,-2.9802322e-08,0.01,,10.398599,2.6290081223123707e-15,nan,100.0,0.009999998,1.0,109.22307700875179,2.6290081223123707e-15,1.0,100,-14.735358776524077,3.5044917e-18,0.01,200.0,-0.8789591,109.22307700875179,nan
1.0,1.4901161e-07,0.01,,10.779203,1.9895196601282807e-15,nan,100.0,0.009999998,1.0,117.36488027518415,1.9895196601282807e-15,1.0,100,-16.48267993096039,3.5044917e-18,0.01,200.0,-0.9111304,117.36488027518415,nan
1.0,2.9802322e-08,0.01,,9.971922,1.7408297026122454e-15,nan,100.0,0.009999998,1.0,100.4436586342581,1.7408297026122454e-15,1.0,100,-15.63145858347892,3.5044917e-18,0.01,200.0,-0.8428936,100.4436586342581,nan
1.0,,0.01,,10.133799,-2.255973186038318e-15,nan,100.0,0.009999998,1.0,103.7311971805891,-2.255973186038318e-15,1.0,100,-13.331824688447073,3.5044917e-18,0.01,200.0,-0.8565767,103.7311971805891,nan
1.0,7.4505806e-08,0.01,,9.907562,-2.486899575160351e-16,nan,100.0,0.009999998,1.0,99.15131724465762,-2.486899575160351e-16,1.0,100,-12.279647263291551,3.5044917e-18,0.01,200.0,-0.83745354,99.15131724465762,nan
1.0,,0.01,,10.4328985,-3.517186542012496e-15,nan,100.0,0.009999998,1.0,109.94481815564943,-3.517186542012496e-15,1.0,100,-14.943618828366075,3.5044917e-18,0.01,200.0,-0.8818585,109.94481815564943,nan
1.0,-1.1920929e-07,0.01,,10.506241,-1.2434497875801752e-15,nan,100.0,0.009999998,1.0,111.49605249437833,-1.2434497875801752e-15,1.0,100,-12.705384310828492,3.5044917e-18,0.01,200.0,-0.8880577,111.49605249437833,nan
1.0,-7.450581e-09,0.01,,10.660571,1.2434497875801752e-15,nan,100.0,0.009999998,1.0,114.79573443170945,1.2434497875801752e-15,1.0,100,-13.300728211767561,3.5044917e-18,0.01,200.0,-0.9011028,114.79573443170945,nan
1.0,,0.01,,9.817853,-2.3092638912203257e-16,nan,100.0,0.009999998,1.0,97.36386525950302,-2.3092638912203257e-16,1.0,100,-13.320994883816745,3.5044917e-18,0.01,200.0,-0.8298706,97.36386525950302,nan
1.0,8.940697e-08,0.01,,10.54156,5.861977570020827e-16,nan,100.0,0.009999998,1.0,112.24694911268509,5.861977570020827e-16,1.0,100,-14.718931503243338,3.5044917e-18,0.01,200.0,-0.89104325,112.24694911268509,nan
1.0,-5.9604645e-08,0.01,,10.569365,-2.9487523534044156e-15,nan,100.0,0.009999998,1.0,112.83985754908531,-2.9487523534044156e-15,1.0,100,-16.392024772483968,3.5044917e-18,0.01,200.0,-0.8933934,112.83985754908531,nan
1.0,8.940697e-08,0.01,,10.835694,-2.3092638912203257e-16,nan,100.0,0.009999998,1.0,118.59827129571046,-2.3092638912203257e-16,1.0,100,-15.237006255562415,3.5044917e-18,0.01,200.0,-0.9159054,118.59827129571046,nan
1.0,-5.9604645e-08,0.01,,10.570135,-2.042810365310288e-15,nan,100.0,0.009999998,1.0,112.85631691415881,-2.042810365310288e-15,1.0,100,-13.022187067085724,3.5044917e-18,0.01,200.0,-0.89345855,112.85631691415881,nan
1.0,-5.9604645e-08,0.01,,10.80808,3.552713678800501e-16,nan,100.0,0.009999998,1.0,117.99452488196182,3.552713678800501e-16,1.0,100,-13.475644626468906,3.5044917e-18,0.01,200.0,-0.9135714,117.99452488196182,nan
1.0,-4.4703484e-08,0.01,,10.360174,-8.79296635503124e-16,nan,100.0,0.009999998,1.0,108.41737795142217,-8.79296635503124e-16,1.0,100,-12.697124349292503,3.5044917e-18,0.01,200.0,-0.8757114,108.41737795142217,nan
1.0,1.5646219e-07,0.01,,10.680436,-1.9895196601282807e-15,nan,100.0,0.009999998,1.0,115.22397567320081,-1.9895196601282807e-15,1.0,100,-12.64075887919916,3.5044917e-18,0.01,200.0,-0.902782,115.22397567320081,nan
1.0,7.4505806e-08,0.01,,10.154675,1.8829382497642656e-15,nan,100.0,0.009999998,1.0,104.15901302200763,1.8829382497642656e-15,1.0,100,-12.475330428446878,3.5044917e-18,0.01,200.0,-0.85834104,104.15901302200763,nan
