VarJ,EpsThisIter,ESSClassic,AvgEpLen,MinNormIw,AvgVanillaIw,VarDiscRet,AvgRet,Delta,Bound,IterType,AvgNormIw,eRenyi2,VanillaAvgRet,AvgDiscRet,VarRet,J,MaxNormIw,MaxVanillaIw,ESSRenyi,VarVanillaIw,VarNormIw,BatchSize,MinVanillaIw
78.0582,100,300.988098076,122.15,0.000476042,1.03145,8290.99301797,-89.1344729607,0.8,-94.1962,1,0.0025,1.3359,-89.1344729607,-89.1344729607,8290.99301797,-82.1428,0.0111269,4.59078,299.424609577,0.350853,2.06113e-06,400,0.196406
60.9419,100,100.0,107.03,0.01,1.0,3751.4345886,-75.8089411311,0.8,-96.6659,2,0.01,1.0,-75.8089411311,-75.8089411311,3751.4345886,-75.8089,0.01,1.0,400.0,,3.50449e-18,400,1.0
73.6801,100,200.000000102,119.15,0.005,1.0,7158.36377831,-86.4687546515,0.8,-95.8869,2,0.005,1.0,-86.4687546515,-86.4687546515,7158.36377831,-81.1389,0.005,1.0,400.0,,2.1793e-19,400,1.0
64.1126,100,299.999969474,99.16,0.00333333,1.0,1390.10455027,-69.0423764408,0.8,-89.1485,2,0.00333333,1.0,-69.0423764408,-69.0423764408,1390.10455027,-77.1067,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
60.5446,100,281.262288123,113.93,2.14107e-08,1.02353,6078.60392104,-82.6559094822,0.8,-85.7254,1,0.0025,1.44428,-82.6559094822,-82.6559094822,6078.60392104,-73.1926,0.00690292,2.82614,276.955036037,0.44337,2.64511e-06,400,8.76583e-06
84.6025,100,100.0,117.5,0.01,1.0,7229.87904291,-85.4425579843,0.8,-106.3,2,0.01,1.0,-85.4425579843,-85.4425579843,7229.87904291,-85.4426,0.01,1.0,400.0,,3.50449e-18,400,1.0
84.6766,100,200.000000102,116.13,0.005,1.0,7254.88369597,-84.6380236879,0.8,-99.7885,2,0.005,1.0,-84.6380236879,-84.6380236879,7254.88369597,-85.0403,0.005,1.0,400.0,,2.1793e-19,400,1.0
88.7942,100,299.999969474,125.34,0.00333333,1.0,9371.45874465,-92.3110507555,0.8,-99.5058,2,0.00333333,1.0,-92.3110507555,-92.3110507555,9371.45874465,-87.4639,0.00333333,1.0,400.0,,5.43914e-20,400,1.0
96.3763,100,2.72358172713,113.93,1.69919e-06,520.599,8280.99178441,-82.6559094822,0.8,-inf,,0.0025,nan,-82.6559094822,-89.3355719398,6078.60392104,-76.4135,0.547828,114079.0,nan,3.9632e+07,0.000913944,500,0.353839
57.7365,100,370.474786326,100.31,1.0312e-07,1.02913,2591.44556576,-70.3555931917,0.8,-83.4039,1,0.002,1.38194,-70.3555931917,-70.3555931917,2591.44556576,-72.4388,0.00500136,2.57353,361.810113318,0.371028,1.40128e-06,500,5.30618e-05
77.7219,100,100.0,113.24,0.01,1.0,6101.70794581,-81.9280550428,0.8,-102.785,2,0.01,1.0,-81.9280550428,-81.9280550428,6101.70794581,-81.9281,0.01,1.0,500.0,,3.50449e-18,500,1.0
77.784,100,200.000000102,111.9,0.005,1.0,6120.68065495,-80.8927758305,0.8,-96.1586,2,0.005,1.0,-80.8927758305,-80.8927758305,6120.68065495,-81.4104,0.005,1.0,500.0,,2.1793e-19,500,1.0
82.4068,100,299.999969474,121.94,0.00333333,1.0,8311.71786915,-89.4746393086,0.8,-96.1404,2,0.00333333,1.0,-89.4746393086,-89.4746393086,8311.71786915,-84.0985,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
79.6013,100,400.0,107.52,0.0025,1.0,4986.31937951,-77.1365792176,0.8,-92.7866,2,0.0025,1.0,-77.1365792176,-77.1365792176,4986.31937951,-82.358,0.0025,1.0,500.0,,5.4346e-20,500,1.0
49.9406,100,139.637340832,120.01,2.25453e-20,1.04584,8314.705308,-88.1486582483,0.8,-87.307,1,0.002,3.79725,-88.1486582483,-88.1486582483,8314.705308,-69.1308,0.0135134,7.06641,131.674393893,2.82836,1.03435e-05,500,1.17893e-17
69.9386,100,100.0,109.54,0.01,1.0,4940.81761859,-78.3236305439,0.8,-99.1804,2,0.01,1.0,-78.3236305439,-78.3236305439,4940.81761859,-78.3236,0.01,1.0,500.0,,3.50449e-18,500,1.0
70.1865,100,200.000000102,105.64,0.005,1.0,5008.03131652,-75.9038497736,0.8,-91.8618,2,0.005,1.0,-75.9038497736,-75.9038497736,5008.03131652,-77.1137,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.3578,100,299.999969474,102.46,0.00333333,1.0,3785.90674065,-73.0737394181,0.8,-87.8088,2,0.00333333,1.0,-73.0737394181,-73.0737394181,3785.90674065,-75.7671,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
61.2771,100,400.0,96.05,0.0025,1.0,1363.43894218,-66.9341144367,0.8,-83.9873,2,0.0025,1.0,-66.9341144367,-66.9341144367,1363.43894218,-73.5588,0.0025,1.0,500.0,,5.4346e-20,500,1.0
57.7369,100,390.165278008,105.58,0.000382194,1.02415,4999.50201979,-75.8831690815,0.8,-82.2913,1,0.002,1.2517,-75.8831690815,-75.8831690815,4999.50201979,-71.8557,0.00728192,3.7289,399.455279251,0.295863,1.12829e-06,500,0.195713
77.9982,100,100.0,111.48,0.01,1.0,6145.17630015,-81.0508873008,0.8,-101.908,2,0.01,1.0,-81.0508873008,-81.0508873008,6145.17630015,-81.0509,0.01,1.0,500.0,,3.50449e-18,500,1.0
70.176,100,200.000000102,106.04,0.005,1.0,3785.02510144,-74.9794176441,0.8,-92.7634,2,0.005,1.0,-74.9794176441,-74.9794176441,3785.02510144,-78.0152,0.005,1.0,500.0,,2.1793e-19,500,1.0
72.7596,100,299.999969474,114.18,0.00333333,1.0,6080.28086511,-82.4416516723,0.8,-91.5325,2,0.00333333,1.0,-82.4416516723,-82.4416516723,6080.28086511,-79.4906,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
79.4935,100,400.0,126.08,0.0025,1.0,9353.0879529,-92.9290934882,0.8,-93.2788,2,0.0025,1.0,-92.9290934882,-92.9290934882,9353.0879529,-82.8503,0.0025,1.0,500.0,,5.4346e-20,500,1.0
74.6054,100,371.890579658,111.62,0.000798048,1.0181,6133.96705737,-80.2841683343,0.8,-90.2656,1,0.002,1.19619,-80.2841683343,-80.2841683343,6133.96705737,-80.064,0.0176958,9.00804,417.99433865,0.35778,1.38069e-06,500,0.406247
77.8359,100,100.0,112.79,0.01,1.0,6119.62415648,-81.5536339246,0.8,-102.411,2,0.01,1.0,-81.5536339246,-81.5536339246,6119.62415648,-81.5536,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.0298,100,200.000000102,109.83,0.005,1.0,4948.27581587,-78.8666094327,0.8,-94.9583,2,0.005,1.0,-78.8666094327,-78.8666094327,4948.27581587,-80.2101,0.005,1.0,500.0,,2.1793e-19,500,1.0
77.719,100,299.999969474,116.29,0.00333333,1.0,7218.76031696,-84.6833109325,0.8,-93.744,2,0.00333333,1.0,-84.6833109325,-84.6833109325,7218.76031696,-81.7012,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
86.1723,100,400.0,132.83,0.0025,1.0,11476.5424218,-98.8345713454,0.8,-96.4139,2,0.0025,1.0,-98.8345713454,-98.8345713454,11476.5424218,-85.9845,0.0025,1.0,500.0,,5.4346e-20,500,1.0
103.229,100,268.260580498,128.82,5.5204e-13,1.00541,10426.2865762,-95.648485534,0.8,-95.0629,1,0.002,1.91312,-95.648485534,-95.648485534,10426.2865762,-82.1604,0.00622961,3.13166,261.353194238,0.874981,3.46236e-06,500,2.77513e-10
84.207,100,100.0,119.58,0.01,1.0,7162.44985564,-86.8068760057,0.8,-107.664,2,0.01,1.0,-86.8068760057,-86.8068760057,7162.44985564,-86.8069,0.01,1.0,500.0,,3.50449e-18,500,1.0
65.7135,100,200.000000102,97.48,0.005,1.0,1389.30490161,-68.3521498355,0.8,-92.3276,2,0.005,1.0,-68.3521498355,-68.3521498355,1389.30490161,-77.5795,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.1468,100,299.999969474,108.93,0.00333333,1.0,4938.83017291,-77.9681202543,0.8,-89.7509,2,0.00333333,1.0,-77.9681202543,-77.9681202543,4938.83017291,-77.709,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
61.1749,100,400.0,96.04,0.0025,1.0,1372.4341686,-67.082729436,0.8,-85.481,2,0.0025,1.0,-67.082729436,-67.082729436,1372.4341686,-75.0525,0.0025,1.0,500.0,,5.4346e-20,500,1.0
59.3549,100,450.591228615,112.55,0.00144821,1.00474,6102.68028102,-81.4926338425,0.8,-85.017,1,0.002,1.1196,-81.4926338425,-81.4926338425,6102.68028102,-75.1474,0.00687772,3.45515,446.588709897,0.110917,4.39493e-07,500,0.727536
14.132,100,100.0,93.09,0.01,1.0,201.73070865,-64.4018240218,0.8,-69.9441,2,0.01,1.0,-64.4018240218,-64.4018240218,201.73070865,-64.4018,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.7295,100,200.000000102,112.87,0.005,1.0,7328.30032068,-82.6411057381,0.8,-88.2696,2,0.005,1.0,-82.6411057381,-82.6411057381,7328.30032068,-73.5215,0.005,1.0,500.0,,2.1793e-19,500,1.0
54.7741,100,299.999969474,96.04,0.00333333,1.0,1364.19390355,-66.9289836781,0.8,-83.3658,2,0.00333333,1.0,-66.9289836781,-66.9289836781,1364.19390355,-71.324,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
50.8657,100,400.0,100.28,0.0025,1.0,1359.94107789,-69.5608720909,0.8,-81.3117,2,0.0025,1.0,-69.5608720909,-69.5608720909,1359.94107789,-70.8832,0.0025,1.0,500.0,,5.4346e-20,500,1.0
49.482,100,439.446496499,106.64,0.000274133,1.01557,4968.81506728,-76.2877913696,0.8,-80.6358,1,0.002,1.15269,-76.2877913696,-76.2877913696,4968.81506728,-70.6214,0.0050293,2.55381,433.766647976,0.142405,5.52286e-07,500,0.139201
60.9464,100,100.0,106.39,0.01,1.0,3751.98185528,-75.4835425349,0.8,-96.3406,2,0.01,1.0,-75.4835425349,-75.4835425349,3751.98185528,-75.4835,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.05,100,200.000000102,106.08,0.005,1.0,3777.41323108,-75.0367899051,0.8,-90.0083,2,0.005,1.0,-75.0367899051,-75.0367899051,3777.41323108,-75.2602,0.005,1.0,500.0,,2.1793e-19,500,1.0
57.778,100,299.999969474,101.82,0.00333333,1.0,2576.89545303,-71.4700814237,0.8,-86.0387,2,0.00333333,1.0,-71.4700814237,-71.4700814237,2576.89545303,-73.9968,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
58.6548,100,400.0,103.11,0.0025,1.0,3783.66763827,-72.9683965266,0.8,-84.1683,2,0.0025,1.0,-72.9683965266,-72.9683965266,3783.66763827,-73.7397,0.0025,1.0,500.0,,5.4346e-20,500,1.0
55.509,100,255.443950289,113.54,6.76367e-22,0.998394,6065.30436355,-82.2289873423,0.8,-82.4464,1,0.002,2.01044,-82.2289873423,-82.2289873423,6065.30436355,-69.2209,0.00582719,2.90892,248.701998923,0.956217,3.83718e-06,500,3.3764e-19
70.1763,100,100.0,107.81,0.01,1.0,4974.46370029,-77.2340459821,0.8,-98.091,2,0.01,1.0,-77.2340459821,-77.2340459821,4974.46370029,-77.234,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.2293,100,200.000000102,101.78,0.005,1.0,2582.7735366,-71.5109339984,0.8,-89.1206,2,0.005,1.0,-71.5109339984,-71.5109339984,2582.7735366,-74.3725,0.005,1.0,500.0,,2.1793e-19,500,1.0
67.4245,100,299.999969474,115.15,0.00333333,1.0,6147.59060541,-83.375233375,0.8,-89.4152,2,0.00333333,1.0,-83.375233375,-83.375233375,6147.59060541,-77.3734,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
63.6022,100,400.0,102.76,0.0025,1.0,2551.54992605,-72.6476018111,0.8,-86.6205,2,0.0025,1.0,-72.6476018111,-72.6476018111,2551.54992605,-76.192,0.0025,1.0,500.0,,5.4346e-20,500,1.0
60.9216,100,240.226885712,122.21,1.85995e-10,0.961958,8275.61019846,-89.4296855889,0.8,-84.2891,1,0.002,1.97719,-89.4296855889,-89.4296855889,8275.61019846,-71.1734,0.00785557,3.77836,252.883546764,1.00266,4.33413e-06,500,8.94599e-08
84.9929,100,100.0,114.35,0.01,1.0,7296.75773423,-83.6034320498,0.8,-104.461,2,0.01,1.0,-83.6034320498,-83.6034320498,7296.75773423,-83.6034,0.01,1.0,500.0,,3.50449e-18,500,1.0
70.2395,100,200.000000102,100.03,0.005,1.0,2584.77962808,-70.6062704799,0.8,-91.8531,2,0.005,1.0,-70.6062704799,-70.6062704799,2584.77962808,-77.1049,0.005,1.0,500.0,,2.1793e-19,500,1.0
80.1405,100,299.999969474,125.86,0.00333333,1.0,9327.43889083,-92.8920860159,0.8,-94.4103,2,0.00333333,1.0,-92.8920860159,-92.8920860159,9327.43889083,-82.3673,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
75.9147,100,400.0,105.1,0.0025,1.0,3779.16820362,-74.7699260706,0.8,-90.8975,2,0.0025,1.0,-74.7699260706,-74.7699260706,3779.16820362,-80.4679,0.0025,1.0,500.0,,5.4346e-20,500,1.0
73.1586,100,463.249545334,110.86,0.00159836,1.0127,6146.19514685,-80.5511490737,0.8,-89.1486,1,0.002,1.10018,-80.5511490737,-80.5511490737,6146.19514685,-79.3639,0.00598723,3.03164,454.470581772,0.0815231,3.17964e-07,500,0.809328
61.2373,100,100.0,103.57,0.01,1.0,3787.89106947,-73.547689373,0.8,-94.4048,2,0.01,1.0,-73.547689373,-73.547689373,3787.89106947,-73.5477,0.01,1.0,500.0,,3.50449e-18,500,1.0
50.5942,100,200.000000102,97.92,0.005,1.0,1370.22640163,-68.4448401353,0.8,-85.7445,2,0.005,1.0,-68.4448401353,-68.4448401353,1370.22640163,-70.9963,0.005,1.0,500.0,,2.1793e-19,500,1.0
54.357,100,299.999969474,106.05,0.00333333,1.0,3770.6524947,-75.1583409819,0.8,-84.4255,2,0.00333333,1.0,-75.1583409819,-75.1583409819,3770.6524947,-72.3836,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
58.6823,100,400.0,109.94,0.0025,1.0,4931.31517801,-78.5342600699,0.8,-84.3499,2,0.0025,1.0,-78.5342600699,-78.5342600699,4931.31517801,-73.9213,0.0025,1.0,500.0,,5.4346e-20,500,1.0
61.4818,100,338.649979919,129.11,1.00003e-05,1.06005,10428.8876525,-95.8246603744,0.8,-85.3756,1,0.002,1.50699,-95.8246603744,-95.8246603744,10428.8876525,-73.925,0.00691925,3.66739,331.787398388,0.536468,1.90962e-06,500,0.00530042
96.8509,100,100.0,122.71,0.01,1.0,9474.84278845,-90.7349783891,0.8,-111.592,2,0.01,1.0,-90.7349783891,-90.7349783891,9474.84278845,-90.735,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.267,100,200.000000102,97.25,0.005,1.0,1405.36524447,-67.9417625584,0.8,-94.0865,2,0.005,1.0,-67.9417625584,-67.9417625584,1405.36524447,-79.3384,0.005,1.0,500.0,,2.1793e-19,500,1.0
64.4405,100,299.999969474,98.86,0.00333333,1.0,1372.17120348,-69.2304909441,0.8,-88.0109,2,0.00333333,1.0,-69.2304909441,-69.2304909441,1372.17120348,-75.9691,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
61.3759,100,400.0,99.96,0.0025,1.0,2616.46783796,-70.8085128054,0.8,-85.1075,2,0.0025,1.0,-70.8085128054,-70.8085128054,2616.46783796,-74.6789,0.0025,1.0,500.0,,5.4346e-20,500,1.0
43.802,100,198.75239386,113.85,4.18814e-19,0.993045,6095.1109687,-82.2112857661,0.8,-81.4852,1,0.002,2.48785,-82.2112857661,-82.2112857661,6095.1109687,-66.7729,0.00858666,4.26347,200.976635404,1.49768,6.07492e-06,500,2.07951e-16
50.3144,100,100.0,103.06,0.01,1.0,2557.10838438,-72.2320479579,0.8,-93.089,2,0.01,1.0,-72.2320479579,-72.2320479579,2557.10838438,-72.232,0.01,1.0,500.0,,3.50449e-18,500,1.0
56.1859,100,200.000000102,103.78,0.005,1.0,3818.45015472,-74.188431996,0.8,-87.9583,2,0.005,1.0,-74.188431996,-74.188431996,3818.45015472,-73.2102,0.005,1.0,500.0,,2.1793e-19,500,1.0
70.0028,100,299.999969474,121.5,0.00333333,1.0,8302.74258657,-89.0719882874,0.8,-90.5393,2,0.00333333,1.0,-89.0719882874,-89.0719882874,8302.74258657,-78.4975,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
72.0666,100,400.0,112.09,0.0025,1.0,6129.08816162,-81.1916653749,0.8,-89.5996,2,0.0025,1.0,-81.1916653749,-81.1916653749,6129.08816162,-79.171,0.0025,1.0,500.0,,5.4346e-20,500,1.0
69.4616,100,303.092049954,114.06,9.69789e-06,0.905684,7263.30344643,-83.2028761257,0.8,-87.7891,1,0.002,1.63804,-83.2028761257,-83.2028761257,7263.30344643,-75.8511,0.00754994,3.41893,305.242039247,0.533963,2.60386e-06,500,0.00439161
61.3122,100,100.0,101.68,0.01,1.0,3797.15731133,-72.0788112879,0.8,-92.9357,2,0.01,1.0,-72.0788112879,-72.0788112879,3797.15731133,-72.0788,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.1924,100,200.000000102,116.15,0.005,1.0,7244.46763487,-84.553558514,0.8,-93.0644,2,0.005,1.0,-84.553558514,-84.553558514,7244.46763487,-78.3162,0.005,1.0,500.0,,2.1793e-19,500,1.0
70.1915,100,299.999969474,105.23,0.00333333,1.0,3802.57133547,-75.0823666923,0.8,-89.2801,2,0.00333333,1.0,-75.0823666923,-75.0823666923,3802.57133547,-77.2382,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
72.1754,100,400.0,112.92,0.0025,1.0,6102.39687694,-81.7457423043,0.8,-88.7937,2,0.0025,1.0,-81.7457423043,-81.7457423043,6102.39687694,-78.3651,0.0025,1.0,500.0,,5.4346e-20,500,1.0
71.3138,100,477.034400323,107.91,0.000365001,1.00167,4972.01943341,-77.7112561141,0.8,-87.1659,1,0.002,1.04827,-77.7112561141,-77.7112561141,4972.01943341,-77.6158,0.00454458,2.27609,476.976140412,0.0484011,1.92958e-07,500,0.182806
50.5867,100,100.0,97.98,0.01,1.0,2584.86023523,-68.973176951,0.8,-89.8246,2,0.01,1.0,-68.973176951,-68.973176951,2584.86023523,-68.9732,0.01,1.0,500.0,,3.50449e-18,500,1.0
65.8296,100,200.000000102,113.6,0.005,1.0,6083.79657724,-82.0191543263,0.8,-90.2444,2,0.005,1.0,-82.0191543263,-82.0191543263,6083.79657724,-75.4962,0.005,1.0,500.0,,2.1793e-19,500,1.0
77.7733,100,299.999969474,125.43,0.00333333,1.0,9388.23535221,-92.1389203003,0.8,-93.0856,2,0.00333333,1.0,-92.1389203003,-92.1389203003,9388.23535221,-81.0438,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
70.0093,100,400.0,97.86,0.0025,1.0,1350.93685777,-68.3057055748,0.8,-88.2878,2,0.0025,1.0,-68.3057055748,-68.3057055748,1350.93685777,-77.8592,0.0025,1.0,500.0,,5.4346e-20,500,1.0
70.9883,100,201.803643557,123.72,8.01739e-24,1.04272,8244.03281133,-90.2497403252,0.8,-85.9173,1,0.002,2.51311,-90.2497403252,-90.2497403252,8244.03281133,-71.1304,0.00786669,4.10138,198.956620734,1.60982,5.92247e-06,500,4.17995e-21
61.5419,100,100.0,101.72,0.01,1.0,3825.66703366,-72.5699836731,0.8,-93.4266,2,0.01,1.0,-72.5699836731,-72.5699836731,3825.66703366,-72.57,0.01,1.0,500.0,,3.50449e-18,500,1.0
61.275,100,200.000000102,106.72,0.005,1.0,3753.69155645,-75.9389325139,0.8,-89.0026,2,0.005,1.0,-75.9389325139,-75.9389325139,3753.69155645,-74.2545,0.005,1.0,500.0,,2.1793e-19,500,1.0
57.8753,100,299.999969474,103.7,0.00333333,1.0,2564.83042718,-73.6478297848,0.8,-86.0941,2,0.00333333,1.0,-73.6478297848,-73.6478297848,2564.83042718,-74.0523,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
61.166,100,400.0,108.05,0.0025,1.0,4957.09631262,-77.5027641886,0.8,-85.3434,2,0.0025,1.0,-77.5027641886,-77.5027641886,4957.09631262,-74.9149,0.0025,1.0,500.0,,5.4346e-20,500,1.0
64.8769,100,446.17636287,119.12,0.00152731,1.02752,8378.65985002,-87.2638938223,0.8,-86.2142,1,0.002,1.08734,-87.2638938223,-87.2638938223,8378.65985002,-76.4879,0.00794055,4.07955,459.839837355,0.12762,4.83499e-07,500,0.784671
90.4888,100,100.0,121.74,0.01,1.0,8270.93832049,-88.9648889929,0.8,-109.822,2,0.01,1.0,-88.9648889929,-88.9648889929,8270.93832049,-88.9649,0.01,1.0,500.0,,3.50449e-18,500,1.0
81.1192,100,200.000000102,108.63,0.005,1.0,4961.37627736,-77.9494490477,0.8,-98.2053,2,0.005,1.0,-77.9494490477,-77.9494490477,4961.37627736,-83.4572,0.005,1.0,500.0,,2.1793e-19,500,1.0
72.5642,100,299.999969474,102.7,0.00333333,1.0,2577.93503816,-72.2421237873,0.8,-91.7607,2,0.00333333,1.0,-72.2421237873,-72.2421237873,2577.93503816,-79.7188,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
72.0044,100,400.0,107.71,0.0025,1.0,4989.11192664,-77.8400048861,0.8,-89.6777,2,0.0025,1.0,-77.8400048861,-77.8400048861,4989.11192664,-79.2491,0.0025,1.0,500.0,,5.4346e-20,500,1.0
41.0979,100,221.075902223,99.71,7.98603e-22,0.956823,2583.43688423,-70.5140690833,0.8,-80.3235,1,0.002,2.16146,-70.5140690833,-70.5140690833,2583.43688423,-66.6102,0.0103638,4.95818,231.325462808,1.15738,5.05678e-06,500,3.82061e-19
36.9665,100,100.0,94.4,0.01,1.0,1380.32871987,-66.05956388,0.8,-86.9165,2,0.01,1.0,-66.05956388,-66.05956388,1380.32871987,-66.0596,0.01,1.0,500.0,,3.50449e-18,500,1.0
36.7378,100,200.000000102,95.27,0.005,1.0,1346.171306,-66.484029256,0.8,-81.02,2,0.005,1.0,-66.484029256,-66.484029256,1346.171306,-66.2718,0.005,1.0,500.0,,2.1793e-19,500,1.0
46.4559,100,299.999969474,106.94,0.00333333,1.0,3746.33019842,-76.240284678,0.8,-81.6365,2,0.00333333,1.0,-76.240284678,-76.240284678,3746.33019842,-69.5946,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
56.1883,100,400.0,111.6,0.0025,1.0,6126.86448077,-80.4549184272,0.8,-82.7383,2,0.0025,1.0,-80.4549184272,-80.4549184272,6126.86448077,-72.3097,0.0025,1.0,500.0,,5.4346e-20,500,1.0
35.6619,100,272.266472187,103.72,3.50504e-13,1.00057,3776.11960468,-73.9499842665,0.8,-79.0526,1,0.002,1.80201,-73.9499842665,-73.9499842665,3776.11960468,-66.5313,0.00766158,3.83296,277.467342066,0.839063,3.35245e-06,500,1.75351e-10
84.7891,100,100.0,115.44,0.01,1.0,7261.80616113,-84.1020357545,0.8,-104.959,2,0.01,1.0,-84.1020357545,-84.1020357545,7261.80616113,-84.102,0.01,1.0,500.0,,3.50449e-18,500,1.0
66.0046,100,200.000000102,95.17,0.005,1.0,1381.77981083,-66.4349189359,0.8,-90.0167,2,0.005,1.0,-66.4349189359,-66.4349189359,1381.77981083,-75.2685,0.005,1.0,500.0,,2.1793e-19,500,1.0
61.3639,100,299.999969474,100.84,0.00333333,1.0,2597.97225541,-71.1371664459,0.8,-85.9333,2,0.00333333,1.0,-71.1371664459,-71.1371664459,2597.97225541,-73.8914,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
68.0644,100,400.0,115.69,0.0025,1.0,7222.08268334,-84.5118797329,0.8,-86.9751,2,0.0025,1.0,-84.5118797329,-84.5118797329,7222.08268334,-76.5465,0.0025,1.0,500.0,,5.4346e-20,500,1.0
55.3397,100,336.968585834,107.48,1.34132e-05,1.02148,3787.27848612,-76.4634684524,0.8,-83.9293,1,0.002,1.50104,-76.4634684524,-76.4634684524,3787.27848612,-72.5014,0.00719405,3.6743,333.103127099,0.505842,1.93915e-06,500,0.00685068
69.9545,100,100.0,110.55,0.01,1.0,4943.06171927,-79.4174655612,0.8,-100.274,2,0.01,1.0,-79.4174655612,-79.4174655612,4943.06171927,-79.4175,0.01,1.0,500.0,,3.50449e-18,500,1.0
74.153,100,200.000000102,111.39,0.005,1.0,6164.87902378,-80.394971132,0.8,-94.6557,2,0.005,1.0,-80.394971132,-80.394971132,6164.87902378,-79.9062,0.005,1.0,500.0,,2.1793e-19,500,1.0
82.4785,100,299.999969474,124.55,0.00333333,1.0,9414.46391735,-91.5538477352,0.8,-95.8316,2,0.00333333,1.0,-91.5538477352,-91.5538477352,9414.46391735,-83.7888,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
77.802,100,400.0,105.8,0.0025,1.0,3784.22698051,-74.9843230021,0.8,-92.0171,2,0.0025,1.0,-74.9843230021,-74.9843230021,3784.22698051,-81.5876,0.0025,1.0,500.0,,5.4346e-20,500,1.0
75.4541,100,425.420784338,103.75,1.61585e-05,0.985889,3780.79305601,-73.8400079665,0.8,-88.3387,1,0.002,1.16882,-73.8400079665,-73.8400079665,3780.79305601,-78.2536,0.00312024,1.53811,427.781987747,0.170734,7.02627e-07,500,0.00796525
61.5102,100,100.0,101.39,0.01,1.0,3821.71886369,-71.9582575461,0.8,-92.8154,2,0.01,1.0,-71.9582575461,-71.9582575461,3821.71886369,-71.9583,0.01,1.0,500.0,,3.50449e-18,500,1.0
66.0689,100,200.000000102,107.89,0.005,1.0,4981.89517918,-77.3640481347,0.8,-89.4094,2,0.005,1.0,-77.3640481347,-77.3640481347,4981.89517918,-74.6611,0.005,1.0,500.0,,2.1793e-19,500,1.0
61.4748,100,299.999969474,97.57,0.00333333,1.0,2612.18589319,-69.0203242178,0.8,-84.8228,2,0.00333333,1.0,-69.0203242178,-69.0203242178,2612.18589319,-72.7809,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
70.2292,100,400.0,122.48,0.0025,1.0,8263.26064475,-89.5338443628,0.8,-87.3977,2,0.0025,1.0,-89.5338443628,-89.5338443628,8263.26064475,-76.9691,0.0025,1.0,500.0,,5.4346e-20,500,1.0
59.3708,100,388.50400508,103.63,0.00138078,1.03222,3794.50844182,-73.9970631602,0.8,-84.4064,1,0.002,1.19601,-73.9970631602,-73.9970631602,3794.50844182,-74.2055,0.0149525,7.71718,418.055790754,0.306392,1.15024e-06,500,0.712636
77.7576,100,100.0,113.76,0.01,1.0,6107.32088392,-82.3332730252,0.8,-103.19,2,0.01,1.0,-82.3332730252,-82.3332730252,6107.32088392,-82.3333,0.01,1.0,500.0,,3.50449e-18,500,1.0
81.0514,100,200.000000102,119.82,0.005,1.0,7154.27571261,-86.7333525929,0.8,-99.2815,2,0.005,1.0,-86.7333525929,-86.7333525929,7154.27571261,-84.5333,0.005,1.0,500.0,,2.1793e-19,500,1.0
72.7422,100,299.999969474,97.14,0.00333333,1.0,2589.36101849,-68.4640143232,0.8,-91.2188,2,0.00333333,1.0,-68.4640143232,-68.4640143232,2589.36101849,-79.1769,0.00333333,1.0,500.0,,5.43914e-20,500,1.0
65.8976,100,400.0,97.99,0.0025,1.0,1423.40103191,-68.4363489482,0.8,-86.9203,2,0.0025,1.0,-68.4363489482,-68.4363489482,1423.40103191,-76.4917,0.0025,1.0,500.0,,5.4346e-20,500,1.0
61.751,100,448.39317297,103.23,0.00161598,1.02929,3802.96087224,-73.2570800461,0.8,-84.7524,1,0.002,1.07009,-73.2570800461,-73.2570800461,3802.96087224,-75.1034,0.00952841,4.90376,467.25107065,0.122179,4.61295e-07,500,0.831657
