MaxNormIw,EpsThisIter,VarDiscRet,ESSClassic,VanillaAvgRet,MinVanillaIw,MaxVanillaIw,BatchSize,J,MinNormIw,VarJ,Bound,VarVanillaIw,AvgRet,IterType,AvgNormIw,AvgDiscRet,VarRet,AvgEpLen,VarNormIw,eRenyi2,AvgVanillaIw,ESSRenyi
0.99932706,100,1208.6456096679917,1.0013471879011595,1.6554173581848262,0.3747558,131545.05,100,125.70839,2.846961e-06,0.81578743,111.49418,173038640.0,1.6554173581848262,1,0.010000002,1.6554173581848262,1208.6456096679917,49.31,0.00998641,1.0772339,1316.3363,92.8303491188451
0.022447135,100,1224.7260029578306,92.01346367874812,1.6554173581848262,7.6019587e-06,2.6684043,200,3.2228758,6.394915e-08,42.361305,-8.246217,0.12389463,1.6554173581848262,,0.010000002,1.247432957111244,1208.6456096679917,49.31,8.767406e-06,1.0748224,1.1887505,186.07724884719437
0.99985003,100,1292.1428130321624,1.0002999502966043,7.0940514047676295,0.088784546,1357826.8,200,217.67941,6.5377435e-08,0.4366324,204.01343,9218456000.0,7.0940514047676295,1,0.005,7.0940514047676295,1292.1428130321624,47.16,0.0049984925,1.1125542,6790.152,179.7665240403691
0.01,100,1474.8077079559014,100.0,0.8071974843837114,1.0,1.0,200,0.807198,0.01,38.210728,-17.608273,,0.8071974843837114,2,0.009999998,0.8071974843837114,1474.8077079559014,47.07,3.5044917e-18,1.0,1.0,200.0
0.0461162,100,891.1241061575358,126.12726527383417,7.0940514047676295,7.3647095e-07,11.263221,300,-1.270443,3.015411e-09,36.834053,-14.97374,0.8778301,7.0940514047676295,,0.005,-1.8623787053044387,1292.1428130321624,47.16,1.47160845e-05,1.1074253,1.2211784,270.8986252277643
0.9998838,100,1750.3114563172142,1.0002325097254208,-2.028576421621157,0.08326183,2774238.8,300,217.68697,3.000901e-08,0.4032522,206.39749,25654650000.0,-2.028576421621157,1,0.0033333334,-2.028576421621157,1750.3114563172142,55.9,0.003332556,1.13888,9248.537,263.41668674631956
0.01,100,766.8297651852212,100.0,4.437222708519269,1.0,1.0,300,4.4372225,0.01,27.552885,-5.543645,,4.437222708519269,2,0.009999998,4.437222708519269,766.8297651852212,46.02,3.5044917e-18,1.0,1.0,300.0
0.005,100,1247.4273314605705,200.00000010221265,4.013278646498966,1.0,1.0,300,4.2252502,0.005,31.576925,-7.874424,,4.013278646498966,2,0.0049999994,4.013278646498966,1247.4273314605705,50.23,2.179301e-19,1.0,1.0,300.0
0.031569384,100,1117.669567106346,172.59698702535252,-2.028576421621157,3.6045924e-07,12.010304,400,4.850293,9.474761e-10,49.245678,-5.6654053,1.1910498,-2.028576421621157,,0.0033333332,-0.8089776207124547,1750.3114563172142,55.9,8.229131e-06,1.1329747,1.2681384,353.0528832824552
0.99997556,100,1214.6676702167829,1.0000488734637305,-1.812583912693118,0.11060209,17105606.0,400,217.70538,6.4656804e-09,0.09658408,207.79044,731504440000.0,-1.812583912693118,1,0.0025,-1.812583912693118,1214.6676702167829,58.77,0.0024998777,1.1712527,42765.06,341.51467962927904
0.01,100,1392.4464892102483,100.0,5.25656208448895,1.0,1.0,400,5.2565618,0.01,37.128452,-9.778284,,5.25656208448895,2,0.009999998,5.25656208448895,1392.4464892102483,49.99,3.5044917e-18,1.0,1.0,400.0
0.005,100,1287.6054378094984,200.00000010221265,-0.1359177083878653,1.0,1.0,400,2.5603223,0.005,36.522533,-8.070919,,-0.1359177083878653,2,0.0049999994,-0.1359177083878653,1287.6054378094984,50.61,2.179301e-19,1.0,1.0,400.0
0.0033333334,100,1747.8147889464306,299.999969473632,-1.398501930643049,1.0,1.0,400,1.240714,0.0033333334,38.33439,-7.439658,,-1.398501930643049,2,0.0033333336,-1.398501930643049,1747.8147889464306,53.53,5.4391416e-20,1.0,1.0,400.0
0.017611284,100,871.9633079301947,266.95223616406867,-1.812583912693118,5.846037e-08,9.041421,500,0.24344617,1.13871725e-10,46.804012,-7.861377,0.8230621,-1.812583912693118,,0.0025,-0.8237269823847143,1214.6676702167829,58.77,3.122779e-06,1.1623826,1.2834698,430.1509665080878
0.9998607,100,1336.4797468982256,1.0002786771111634,-3.087108719318498,0.19472425,3595809.5,500,217.68105,5.414556e-08,0.6526778,208.97128,25859672000.0,-3.087108719318498,1,0.0020000003,-3.087108719318498,1336.4797468982256,46.94,0.0019994418,1.1297734,7192.621,442.5666328944778
0.01,100,754.4566212766913,100.0,-0.7783698996174699,1.0,1.0,500,-0.77836955,0.01,27.329693,-8.404285,,-0.7783698996174699,2,0.009999998,-0.7783698996174699,754.4566212766913,49.67,3.5044917e-18,1.0,1.0,500.0
0.005,100,1549.507589139532,200.00000010221265,1.275862014868855,1.0,1.0,500,0.24874598,0.005,33.786346,-10.768895,,1.275862014868855,2,0.0049999994,1.275862014868855,1549.507589139532,62.18,2.179301e-19,1.0,1.0,500.0
0.0033333334,100,1068.481625111085,299.999969473632,4.654657204820657,1.0,1.0,500,1.7173836,0.0033333334,33.435375,-7.2784824,,4.654657204820657,2,0.0033333336,4.654657204820657,1068.481625111085,49.9,5.4391416e-20,1.0,1.0,500.0
