MaxVanillaIw,MaxNormIw,VarNormIw,SamplesThisIter,VarDiscRet,ESSRenyi,AvgRet,Bound,VanillaAvgRet,IterType,MinVanillaIw,BatchSize,delta,VarJ,ESSClassic,AvgEpLen,renyi2,VarRet,AvgDiscRet,AvgVanillaIw,MinNormIw,VarVanillaIw,J,EpsThisIter,AvgNormIw
2.87152e+06,0.0189656,1.23483e-07,50000,1761164.82102,nan,1192.95718536,3948.83,1192.95718536,1,,100,0.4,21720.2,22.6924546404,120.192307692,nan,1761164.82102,1192.95718536,2022.0,,2.83073e+09,689139.0,416,1.33547e-05
3703.58,0.00256721,1.24381e-08,50000,2240621.7868,nan,1715.31258013,3749.03,1715.31258013,1,,100,0.4,16992.4,1.64817725391,172.413793103,nan,2240621.7868,1715.31258013,27.6369,,25886.6,735664.0,290,1.91571e-05
76585.5,0.0124544,4.33231e-08,50000,1728610.92103,nan,1240.20538499,3446.47,1240.20538499,1,,100,0.4,25260.7,8.05369007478,125.0,nan,1728610.92103,1240.20538499,85.4063,,1.63819e+06,630154.0,400,1.38889e-05
2765.34,0.00114204,6.86692e-09,50000,2579034.98444,nan,1497.63676964,4072.19,1497.63676964,1,,100,0.4,19793.0,6.31497842496,150.602409639,nan,2579034.98444,1497.63676964,40.5188,,40262.1,718942.0,332,1.67336e-05
3186.71,0.0043074,1.34138e-08,50000,2704200.65789,nan,1885.5309879,4043.51,1885.5309879,1,,100,0.4,18723.0,5.25821234561,189.393939394,nan,2704200.65789,1885.5309879,15.5687,,7341.87,762659.0,264,2.10438e-05
1411.08,0.00379789,7.69458e-09,50000,3626525.11736,nan,2008.82768055,4186.72,2008.82768055,1,,100,0.4,19046.2,5.57218695271,201.612903226,nan,3626525.11736,2008.82768055,8.32307,,1062.19,768690.0,248,2.24014e-05
16861.9,0.0109351,3.5417e-08,50000,1872770.63443,nan,1691.35302149,3619.81,1691.35302149,1,,100,0.4,21442.1,7.29099651164,170.068027211,nan,1872770.63443,1691.35302149,29.1382,,84212.9,688262.0,294,1.88964e-05
598.645,0.00101021,6.88248e-09,50000,3149701.98541,nan,1886.047343,4072.93,1886.047343,1,,100,0.4,18499.9,3.88500631897,189.393939394,nan,3149701.98541,1886.047343,12.4704,,2416.91,743734.0,264,2.10438e-05
1356.98,0.0061825,2.7285e-08,50000,4050747.11234,nan,2625.69148376,4242.34,2625.69148376,1,,100,0.4,15505.9,10.4474502012,263.157894737,nan,4050747.11234,2625.69148376,6.41775,,1314.44,800782.0,190,2.92398e-05
194566.0,0.0253697,1.6463e-07,50000,2291247.04974,nan,1411.41471842,3844.36,1411.41471842,1,,100,0.4,21659.7,11.9122919426,142.045454545,nan,2291247.04974,1411.41471842,121.042,,9.68307e+06,686238.0,352,1.57828e-05
16969.9,0.00320313,1.42563e-08,50000,2502358.90644,nan,1307.21254511,4072.53,1307.21254511,1,,100,0.4,26888.3,7.47510760668,131.578947368,nan,2502358.90644,1307.21254511,77.4548,,400142.0,667332.0,380,1.46199e-05
38100.7,0.00647259,2.37737e-08,50000,1907064.42393,nan,1215.94185903,3686.62,1215.94185903,1,,100,0.4,26627.5,3.83820987848,122.549019608,nan,1907064.42393,1215.94185903,80.1535,,823770.0,630437.0,408,1.36166e-05
13656.4,0.00449566,1.85777e-08,50000,2479920.75935,nan,1444.7773581,3949.08,1444.7773581,1,,100,0.4,20090.2,11.8994736402,145.348837209,nan,2479920.75935,1444.7773581,49.0583,,171427.0,669451.0,344,1.61499e-05
11417.5,0.00405782,1.31715e-08,50000,2490347.38519,nan,1444.75234095,3966.46,1444.75234095,1,,100,0.4,25516.2,4.23577174526,145.348837209,nan,2490347.38519,1444.75234095,45.4409,,104278.0,664069.0,344,1.61499e-05
23794.3,0.0132684,3.60211e-08,50000,2602503.3802,nan,1524.75178291,3958.88,1524.75178291,1,,100,0.4,23962.2,9.9300603315,153.374233129,nan,2602503.3802,1524.75178291,30.5607,,115842.0,674085.0,326,1.70416e-05
7874.9,0.00341363,1.73165e-08,50000,2120399.93886,nan,1635.87015576,3825.92,1635.87015576,1,,100,0.4,24821.8,9.97918040531,164.473684211,nan,2120399.93886,1635.87015576,42.1583,,92154.7,668012.0,304,1.82749e-05
1166.2,0.00142133,8.55304e-09,50000,2647048.55675,nan,1789.70766627,3937.24,1789.70766627,1,,100,0.4,21493.7,6.06107955602,179.856115108,nan,2647048.55675,1789.70766627,16.3969,,5758.09,707397.0,278,1.9984e-05
903.374,0.00128924,5.65242e-09,50000,2419094.68744,nan,1515.00489641,3695.63,1515.00489641,1,,100,0.4,24433.2,3.18528639954,152.43902439,nan,2419094.68744,1515.00489641,11.8682,,2775.24,641596.0,328,1.69377e-05
14349.7,0.0219555,1.21941e-07,50000,2702238.12227,nan,2147.52790766,4071.73,2147.52790766,1,,100,0.4,20275.3,9.92048781319,215.517241379,nan,2702238.12227,2147.52790766,15.6509,,52089.1,714477.0,232,2.39464e-05
121925.0,0.00715581,2.5328e-08,50000,1673894.27092,nan,1198.44797763,3792.56,1198.44797763,1,,100,0.4,26392.8,10.8872486637,120.77294686,nan,1673894.27092,1198.44797763,228.644,,7.35305e+06,622918.0,414,1.34192e-05
1.46051e+16,0.0999997,1.63374e-06,50000,1290914.93618,nan,1461.16976122,3122.22,1461.16976122,1,,100,0.4,21721.4,9.99999975045,147.058823529,nan,1290914.93618,1461.16976122,2.38646e+12,,3.48492e+28,632421.0,340,1.63399e-05
3316.12,0.00305423,7.67382e-09,50000,3025516.33653,nan,1584.14264871,4095.15,1584.14264871,1,,100,0.4,23812.6,5.15405852859,159.23566879,nan,3025516.33653,1584.14264871,19.21,,9046.28,694154.0,314,1.76929e-05
2263.8,0.00129488,7.76476e-09,50000,2480002.48954,nan,1692.56476278,4094.65,1692.56476278,1,,100,0.4,24494.0,5.00505480898,170.068027211,nan,2480002.48954,1692.56476278,33.036,,23732.5,694448.0,294,1.88964e-05
325.835,0.00119829,6.06631e-09,50000,4012330.48263,nan,2420.55250369,4190.82,2420.55250369,1,,100,0.4,19424.3,4.35388228217,242.718446602,nan,4012330.48263,2420.55250369,7.33323,,448.533,745129.0,206,2.69687e-05
1763.17,0.00237843,7.95945e-09,50000,3000541.71489,nan,1900.58990599,4088.93,1900.58990599,1,,100,0.4,21811.1,4.34769625382,190.839694656,nan,3000541.71489,1900.58990599,15.7192,,4374.13,728492.0,262,2.12044e-05
6245.98,0.00233125,1.14021e-08,50000,2159466.7517,nan,1669.34277547,3975.39,1669.34277547,1,,100,0.4,21410.5,5.8701246125,167.785234899,nan,2159466.7517,1669.34277547,49.9486,,81848.3,686214.0,298,1.86428e-05
61.6727,0.000387015,4.3453e-09,50000,4087730.63201,nan,2653.14400697,4214.45,2653.14400697,1,,100,0.4,18221.5,3.50125467044,265.957446809,nan,4087730.63201,2653.14400697,4.70907,,110.344,751167.0,188,2.95508e-05
78039.4,0.0490892,6.84959e-07,50000,3208595.265,nan,2007.91642908,4023.42,2007.91642908,1,,100,0.4,21648.7,11.3475704558,201.612903226,nan,3208595.265,2007.91642908,35.6126,,1.73109e+06,714450.0,248,2.24014e-05
382972.0,0.0807352,2.44037e-06,50000,3169792.61933,nan,2802.77299896,4190.66,2802.77299896,1,,100,0.4,15617.1,12.0001807027,280.898876404,nan,3169792.61933,2802.77299896,148.051,,5.49115e+07,777733.0,178,3.1211e-05
2378.81,0.00344882,1.07557e-08,50000,2407852.58506,nan,2024.73583256,4069.15,2024.73583256,1,,100,0.4,20444.2,4.28465491917,203.25203252,nan,2407852.58506,2024.73583256,15.5769,,5117.02,697739.0,246,2.25836e-05
6751.09,0.0136737,6.25114e-08,50000,2999392.77812,nan,2329.18522962,4110.67,2329.18522962,1,,100,0.4,18588.8,11.7385820887,233.644859813,nan,2999392.77812,2329.18522962,12.8175,,15238.3,734997.0,214,2.59605e-05
76.671,0.0005091,4.73276e-09,50000,3321970.25592,nan,2867.41571118,4201.25,2867.41571118,1,,100,0.4,16598.3,5.53874990563,287.356321839,nan,3321970.25592,2867.41571118,4.80846,,107.342,765207.0,174,3.19285e-05
587.803,0.00258243,6.78041e-09,50000,3564833.85008,nan,2396.37197006,4158.84,2396.37197006,1,,100,0.4,19460.6,3.50743449585,240.384615385,nan,3564833.85008,2396.37197006,6.07949,,351.287,732731.0,208,2.67094e-05
4856.18,0.019745,1.32182e-07,50000,4289355.35163,nan,2493.97160432,4254.01,2493.97160432,1,,100,0.4,18897.2,11.9729208242,250.0,nan,4289355.35163,2493.97160432,6.83178,,7995.5,743408.0,200,2.77778e-05
5985.9,0.0175406,1.06178e-07,50000,3158457.94135,nan,2493.3439426,4178.38,2493.3439426,1,,100,0.4,17611.3,11.898364582,250.0,nan,3158457.94135,2493.3439426,9.47942,,12365.3,735793.0,200,2.77778e-05
132.47,0.000598583,6.42143e-09,50000,2977739.00038,nan,2543.35253973,4019.37,2543.35253973,1,,100,0.4,16803.9,2.36830214299,255.102040816,nan,2977739.00038,2543.35253973,6.27282,,314.496,730814.0,196,2.83447e-05
255002.0,0.0924126,2.39558e-06,50000,2236621.3152,nan,2516.8376068,3771.36,2516.8376068,1,,100,0.4,17605.4,10.0004110767,252.525252525,nan,2236621.3152,2516.8376068,77.4239,,1.82404e+07,708575.0,198,2.80584e-05
194.375,0.000958002,7.9006e-09,50000,3471747.7627,nan,2624.45376776,4075.33,2624.45376776,1,,100,0.4,17645.8,6.11625688834,263.157894737,nan,3471747.7627,2624.45376776,5.93265,,325.244,748046.0,190,2.92398e-05
1355.6,0.00612808,1.63352e-08,50000,3549203.49676,nan,2493.42455186,4191.3,2493.42455186,1,,100,0.4,18610.0,11.0535558805,250.0,nan,3549203.49676,2493.42455186,6.14475,,799.351,734894.0,200,2.77778e-05
4.07757e+07,0.0832588,2.06254e-06,50000,2868909.74165,nan,2224.5890792,4073.24,2224.5890792,1,,100,0.4,19017.0,12.0000026185,223.214285714,nan,2868909.74165,2224.5890792,12146.5,,4.94704e+11,720718.0,224,2.48016e-05
108.9,0.00084203,6.11865e-09,50000,3182969.55178,nan,3042.93883205,4178.51,3042.93883205,1,,100,0.4,14913.1,6.48013529169,304.87804878,nan,3182969.55178,3042.93883205,4.38111,,102.342,788114.0,164,3.38753e-05
4233.5,0.0290451,2.8407e-07,50000,3800185.31539,nan,3007.45883785,4304.3,3007.45883785,1,,100,0.4,17019.6,10.0516399791,301.204819277,nan,3800185.31539,3007.45883785,4.87804,,6035.01,782607.0,166,3.34672e-05
26065.1,0.053519,1.08488e-06,50000,3287648.16627,nan,2834.2752449,4145.52,2834.2752449,1,,100,0.4,17014.1,12.0045046011,284.090909091,nan,3287648.16627,2834.2752449,15.3733,,257328.0,750798.0,176,3.15657e-05
8.4443,0.000185626,1.99149e-09,50000,3266846.38184,nan,3783.89228999,4321.63,3783.89228999,1,3.86052e-09,100,0.4,14167.1,2.77895979989,378.787878788,nan,3266846.38184,3783.89228999,1.91461,8.48634e-14,4.12126,820501.0,132,4.20875e-05
1418.47,0.0097234,3.20362e-08,50000,4105576.49404,nan,2772.79708044,4303.24,2772.79708044,1,8.85771e-32,100,0.4,18796.0,9.88027590264,277.777777778,nan,4105576.49404,2772.79708044,4.50254,6.07182e-37,681.782,754539.0,180,3.08642e-05
132.862,0.00130294,3.86978e-09,50000,4438199.62238,nan,2935.88987749,4289.29,2935.88987749,1,,100,0.4,18038.2,5.99314117624,294.117647059,nan,4438199.62238,2935.88987749,3.33239,,40.2385,772557.0,170,3.26797e-05
1.00316e+06,0.0812894,2.00183e-06,50000,3472098.86615,nan,2265.77146276,4178.37,2265.77146276,1,,100,0.4,21842.8,12.0000849718,227.272727273,nan,3472098.86615,2265.77146276,311.631,,3.0486e+08,709014.0,220,2.52525e-05
287695.0,0.0804849,2.53935e-06,50000,2982118.73519,nan,2934.37870798,4146.56,2934.37870798,1,,100,0.4,15830.8,12.0007274742,294.117647059,nan,2982118.73519,2934.37870798,116.814,,3.24457e+07,761037.0,170,3.26797e-05
809.622,0.00377119,7.8366e-09,50000,4255536.08571,nan,2352.12839948,4251.68,2352.12839948,1,,100,0.4,21953.8,6.92317366513,235.849056604,nan,4255536.08571,2352.12839948,5.62594,,361.19,719788.0,212,2.62055e-05
44.5777,0.000370202,3.72543e-09,50000,4349723.76959,nan,2867.99234345,4281.4,2867.99234345,1,,100,0.4,18959.3,4.0608201861,287.356321839,nan,4349723.76959,2867.99234345,3.84465,,54.0174,764232.0,174,3.19285e-05
27247.3,0.0505418,6.39848e-07,50000,3789325.50731,nan,2245.30011444,4215.24,2245.30011444,1,,100,0.4,21075.5,10.0022356835,225.225225225,nan,3789325.50731,2245.30011444,13.4911,,185962.0,736896.0,222,2.5025e-05
808079.0,0.0973575,3.13359e-06,50000,3614773.24163,nan,2970.22566936,4178.63,2970.22566936,1,,100,0.4,16159.1,9.99983987288,297.619047619,nan,3614773.24163,2970.22566936,274.475,,2.15879e+08,766787.0,168,3.30688e-05
346771.0,0.0800969,2.15939e-06,50000,4823541.4939,nan,2519.17307079,4257.43,2519.17307079,1,,100,0.4,20032.1,12.0002830056,252.525252525,nan,4823541.4939,2519.17307079,121.476,,4.04748e+07,747640.0,198,2.80584e-05
41.9248,0.000337765,4.34084e-09,50000,3451503.38006,nan,2970.77169137,4243.54,2970.77169137,1,,100,0.4,16734.2,2.84776718245,297.619047619,nan,3451503.38006,2970.77169137,4.10464,,66.8786,779307.0,168,3.30688e-05
27.3706,0.00043801,4.42879e-09,50000,2325084.3621,nan,3727.16650376,4243.57,3727.16650376,1,,100,0.4,11814.8,5.3830966071,373.134328358,nan,2325084.3621,3727.16650376,2.59074,,17.2936,821824.0,134,4.14594e-05
9.47709e+06,0.0998414,2.97659e-06,50000,4564285.89653,nan,2682.99541579,4302.42,2682.99541579,1,,100,0.4,18476.1,10.0000046475,268.817204301,nan,4564285.89653,2682.99541579,2835.17,,2.68193e+10,760940.0,186,2.98686e-05
37418.0,0.0542239,9.62971e-07,50000,3737241.34926,nan,2444.82364556,4242.18,2444.82364556,1,,100,0.4,18836.0,12.0006201992,245.098039216,nan,3737241.34926,2444.82364556,18.7926,,458557.0,743392.0,204,2.72331e-05
68.5436,0.00068807,5.91536e-09,50000,2708361.20518,nan,3158.07967165,4099.22,3158.07967165,1,,100,0.4,14731.3,4.50204224033,316.455696203,nan,2708361.20518,3158.07967165,3.50272,,58.7017,767755.0,158,3.51617e-05
722.123,0.00577111,3.83883e-08,50000,4205449.26863,nan,3007.48633213,4303.22,3007.48633213,1,5.61328e-32,100,0.4,18489.6,16.3414712411,301.204819277,nan,4205449.26863,3007.48633213,4.18765,4.48606e-37,601.038,761842.0,166,3.34672e-05
65.7284,0.000741041,4.29826e-09,50000,3958357.9131,nan,3200.0865045,4243.54,3200.0865045,1,7.32306e-37,100,0.4,16065.2,2.58709799458,320.512820513,nan,3958357.9131,3200.0865045,3.15874,8.25645e-42,33.8154,791612.0,156,3.56125e-05
19.7265,0.000306281,4.10377e-09,50000,2425715.97676,nan,3727.32671404,4254.64,3727.32671404,1,2.45319e-21,100,0.4,12133.5,3.14559552979,373.134328358,nan,2425715.97676,3727.32671404,2.67026,3.80891e-26,17.0234,822214.0,134,4.14594e-05
271.839,0.00303433,7.26081e-09,50000,3789269.15321,nan,3200.87228357,4304.33,3200.87228357,1,,100,0.4,15885.2,8.58391919253,320.512820513,nan,3789269.15321,3200.87228357,3.19045,,58.2753,789474.0,156,3.56125e-05
3252.38,0.0173297,1.29308e-07,50000,4494675.62664,nan,2772.06386472,4243.97,2772.06386472,1,,100,0.4,17918.5,8.31440556093,277.777777778,nan,4494675.62664,2772.06386472,5.79249,,4554.55,770375.0,180,3.08642e-05
602.115,0.00637616,2.04803e-08,50000,3461270.02443,nan,3242.60836163,4304.26,3242.60836163,1,,100,0.4,15943.7,11.8812306556,324.675324675,nan,3461270.02443,3242.60836163,3.40664,,182.632,793927.0,154,3.6075e-05
541548.0,0.0941776,2.73875e-06,50000,3377687.84902,nan,2771.46136179,4162.47,2771.46136179,1,,100,0.4,17166.1,10.0001641598,277.777777778,nan,3377687.84902,2771.46136179,177.478,,9.05588e+07,764605.0,180,3.08642e-05
227.67,0.0025213,6.13143e-09,50000,3756274.12099,nan,3200.92727601,4304.37,3200.92727601,1,,100,0.4,15851.4,5.30401276203,320.512820513,nan,3756274.12099,3200.92727601,3.21577,,49.9948,802580.0,156,3.56125e-05
19.1009,0.000280399,3.2904e-09,50000,4052903.55504,nan,3373.6617186,4295.65,3373.6617186,1,1.49888e-08,100,0.4,16797.4,3.68462917623,337.837837838,nan,4052903.55504,3373.6617186,2.55708,2.20033e-13,15.2688,788788.0,148,3.75375e-05
117.209,0.000955854,4.20998e-09,50000,4472533.02201,nan,2835.46778485,4297.71,2835.46778485,1,,100,0.4,18166.6,7.43843886934,284.090909091,nan,4472533.02201,2835.46778485,3.87065,,63.302,769386.0,176,3.15657e-05
1.79433e+06,0.0829288,2.7609e-06,50000,4596038.65364,nan,3006.86843178,4254.48,3006.86843178,1,3.3242e-31,100,0.4,18053.8,12.0000263063,301.204819277,nan,4596038.65364,3006.86843178,724.131,1.53635e-38,1.29255e+09,773203.0,166,3.34672e-05
3316.94,0.0115688,4.59754e-08,50000,3516336.63014,nan,2351.19489664,4127.29,2351.19489664,1,,100,0.4,19622.3,11.7297104485,235.849056604,nan,3516336.63014,2351.19489664,7.51346,,3779.39,707702.0,212,2.62055e-05
23.3926,0.000300315,4.21126e-09,50000,2572844.06097,nan,3467.67044977,4243.01,3467.67044977,1,1.08534e-29,100,0.4,13710.6,2.66449298166,347.222222222,nan,2572844.06097,3467.67044977,3.00515,1.39336e-34,25.5513,798518.0,144,3.85802e-05
10.7482,0.000246373,2.01855e-09,50000,3801702.08653,nan,3673.12981026,4345.5,3673.12981026,1,3.98248e-35,100,0.4,14974.8,2.98303851606,367.647058824,nan,3801702.08653,3673.12981026,1.7821,9.12873e-40,3.84173,818168.0,136,4.08497e-05
35.2378,0.000392838,4.2272e-09,50000,3558912.44836,nan,3159.48616782,4242.47,3159.48616782,1,,100,0.4,16274.6,3.73282441789,316.455696203,nan,3558912.44836,3159.48616782,3.15402,,34.0128,786683.0,158,3.51617e-05
141.485,0.000690242,6.53134e-09,50000,3288490.22908,nan,2597.60319061,4163.73,2597.60319061,1,,100,0.4,18554.9,5.50927969834,260.416666667,nan,3288490.22908,2597.60319061,5.93111,,274.423,732774.0,192,2.89352e-05
107591.0,0.0491402,1.22269e-06,50000,3996160.53301,nan,2802.81231274,4238.82,2802.81231274,1,,100,0.4,17502.5,8.86970291773,280.898876404,nan,3996160.53301,2802.81231274,68.3357,,5.86133e+06,780846.0,178,3.1211e-05
671.628,0.00548615,1.42126e-08,50000,3398830.07764,nan,3081.33324449,4255.21,3081.33324449,1,4.89006e-37,100,0.4,16725.2,9.30851904793,308.641975309,nan,3398830.07764,3081.33324449,4.1983,3.9951e-42,213.008,786060.0,162,3.42936e-05
16.0278,0.000326955,3.13533e-09,50000,2649335.82493,nan,3783.19532469,4254.33,3783.19532469,1,2.26757e-21,100,0.4,13224.7,4.72461976161,378.787878788,nan,2649335.82493,3783.19532469,2.06318,4.62568e-26,7.53446,815225.0,132,4.20875e-05
9.74941,0.00022192,1.94184e-09,50000,4067100.52565,nan,3728.08322848,4322.31,3728.08322848,1,5.30875e-10,100,0.4,16061.6,3.12074812444,373.134328358,nan,4067100.52565,3728.08322848,1.82139,1.2084e-14,3.74781,813864.0,134,4.14594e-05
35250.1,0.0663137,1.72372e-06,50000,4185381.65555,nan,2935.74155025,4299.74,2935.74155025,1,,100,0.4,17389.8,12.003312349,294.117647059,nan,4185381.65555,2935.74155025,17.3714,,487057.0,775548.0,170,3.26797e-05
3600.66,0.0241067,2.35575e-07,50000,3920561.14744,nan,2970.8479175,4253.05,2970.8479175,1,1.22467e-23,100,0.4,17812.8,12.0156463008,297.619047619,nan,3920561.14744,2970.8479175,4.93927,8.19926e-29,5255.55,765471.0,168,3.30688e-05
29.9866,0.000420358,3.65789e-09,50000,3426642.09308,nan,3419.91971994,4259.21,3419.91971994,1,7.3013e-37,100,0.4,15466.8,6.17631608106,342.465753425,nan,3426642.09308,3419.91971994,2.71445,1.02351e-41,18.6142,793014.0,146,3.80518e-05
61.1739,0.000591116,4.39794e-09,50000,3262273.12222,nan,3200.27705293,4254.57,3200.27705293,1,,100,0.4,15694.3,4.6442361345,320.512820513,nan,3262273.12222,3200.27705293,3.6855,,47.1016,780819.0,156,3.56125e-05
9.50933,0.000223679,2.5986e-09,50000,1701069.51654,nan,4095.68993639,4304.89,4095.68993639,1,9.52432e-15,100,0.4,10155.3,3.0710110417,409.836065574,nan,1701069.51654,4095.68993639,1.93594,2.24032e-19,4.69664,842843.0,122,4.55373e-05
1663.61,0.0105029,3.53393e-08,50000,4335466.67122,nan,2653.73539198,4272.16,2653.73539198,1,,100,0.4,20210.5,9.97346221524,265.957446809,nan,4335466.67122,2653.73539198,4.68071,,886.629,736386.0,188,2.95508e-05
193.571,0.00145002,6.27213e-09,50000,3633354.5304,nan,2935.13738003,4177.84,2935.13738003,1,,100,0.4,16987.7,6.2809943781,294.117647059,nan,3633354.5304,2935.13738003,4.36259,,111.775,765994.0,170,3.26797e-05
148305.0,0.0876515,2.15502e-06,50000,3649018.41997,nan,2519.19378003,4242.0,2519.19378003,1,,100,0.4,19289.7,10.0006681904,252.525252525,nan,3649018.41997,2519.19378003,47.4742,,6.1694e+06,753004.0,198,2.80584e-05
635.378,0.00329035,9.73717e-09,50000,3698778.94246,nan,2681.30793075,4095.59,2681.30793075,1,,100,0.4,18281.5,5.48235277841,268.817204301,nan,3698778.94246,2681.30793075,5.76773,,363.089,740140.0,186,2.98686e-05
