MeanEntropy,OptimizationReturnMean,ESSRenyi,OptimizationReturnMax,LearnableVariance,Weights,OptimizationReturnMin,MaxIWNorm,EmpiricalD2,ReturnStepMax,InitialReturnMax,TimestepsSoFar,StdIW,Iteration,StdIWNorm,MeanIW,Bound,EpThisIter,MaxIW,MeanIWNorm,VarianceInit,InitialReturnMin,EpisodesSoFar,InitialReturnMean,ESSClassic,J_sample_variance,InitialReturnStd,TimeElapsed,EpRewMean,EpLenMean,ReturnStepMaxmin,MinIWNorm,ReturnMeanIW,MinIW,InitialBound
1.2115294,241.7042,8.773051,689.72235,True,[-1.077  0.28  -0.89  -1.509 -0.158],,0.205485,1.2538397,9.999967,709.6994,2045,0.49791932,11,0.045265395,1.2043228,123.02026,11,2.260335,0.10948389,-1,19.97704,121,261.68124,9.394199,271233.06,224.27057,8.240299701690674,261.6812483792283,27.181818181818183,9.999967,0.04398794,416.47745,0.48386735,-0.39263916
1.1159707,250.81512,5.716029,579.87994,True,[-1.093  0.361 -0.981 -1.618 -0.207],,0.48101023,1.9244128,9.999987,629.8295,2387,1.2963822,12,0.11785292,1.3386903,201.54828,11,5.2911124,0.12169912,-1,49.949577,132,300.76468,5.6765676,727560.2,183.97026,8.938632726669312,300.7646951948358,31.09090909090909,9.999987,0.038344987,524.1907,0.42179483,68.18474
1.0393666,281.7424,4.2050343,559.8805,True,[-1.239  0.319 -1.094 -1.528 -0.303],,0.8040142,2.615912,9.9999895,609.7977,2763,2.4661722,13,0.22419746,1.8618053,290.50894,11,8.844156,0.16925502,-1,49.91726,143,331.6597,3.9933197,555966.9,133.98499,9.6423659324646,331.6596993145085,34.18181818181818,9.9999895,0.013052793,654.7146,0.14358072,106.47699
1.0199641,287.13977,6.596702,539.85767,True,[-1.355  0.53  -1.268 -1.64  -0.38 ],,0.3556762,1.6674999,9.99999,539.85767,3090,1.1400993,14,0.103645384,1.4277396,195.98578,11,3.9124382,0.12979451,-1,,154,287.13977,6.7169127,274660.22,186.68808,10.38270115852356,287.13975874934,29.727272727272727,9.99999,0.035677467,453.41714,0.39245212,87.78412
1.0295367,189.01349,8.229446,479.74686,True,[-1.26   0.609 -1.256 -1.696 -0.399],,0.22263731,1.3366635,10.0,669.6421,3518,0.5773036,15,0.052482143,1.3757813,195.26086,11,2.4490104,0.12507103,-1,189.89523,165,378.90872,9.353107,96162.27,142.89615,11.186161279678345,378.9087355680334,38.90909090909091,10.0,0.036470987,481.15356,0.40118086,131.627
1.026162,288.98312,5.368489,949.727,True,[-1.322  0.547 -1.306 -1.651 -0.389],,0.47323203,2.0489938,9.999994,1139.6519,4056,1.6101097,16,0.14637361,1.2274754,341.81903,11,5.205552,0.11158867,-1,189.92487,176,478.908,4.0431943,1962721.6,269.517,11.841284275054932,478.9080031577419,48.90909090909091,9.999994,0.021490276,944.2285,0.23639303,58.06369
0.9702979,313.54016,3.2435505,1109.8483,True,[-1.243  0.572 -1.424 -1.811 -0.393],,0.9030578,3.3913453,9.999991,1239.7551,4555,2.716198,17,0.24692708,1.7033513,590.09644,11,9.933636,0.15485011,-1,129.90685,187,443.44705,3.1048777,10704387.0,274.68707,12.74166202545166,443.4470391378611,45.36363636363637,9.999991,0.010982776,1433.1812,0.12081053,-14.362854
0.9971938,447.1143,0.0936872,699.64374,True,[-1.283  0.725 -1.48  -1.771 -0.449],,8.373041,117.41199,9.999969,729.594,5091,26.326708,18,2.393337,8.884199,2846.3135,11,92.103455,0.8076544,-1,29.95026,198,477.06454,1.1246004,303605220.0,194.6887,13.706527471542358,477.06453115319687,48.72727272727273,9.999969,0.006057728,5765.6675,0.066635005,207.64413
1.0088328,501.59845,0.4800099,899.85376,True,[-1.071  0.79  -1.439 -1.802 -0.422],,4.034855,22.916193,9.999993,899.85376,5654,12.5880575,19,1.144369,4.648657,2320.6416,11,44.3834,0.42260516,-1,,209,501.59845,1.320104,143077950.0,269.83325,14.600728034973145,501.5984776986019,51.18181818181818,9.999993,0.002245301,3911.357,0.02469831,169.30548
0.948102,408.02948,4.117555,659.8355,True,[-1.174  0.796 -1.511 -2.126 -0.41 ],,0.51953006,2.6714883,9.999975,689.79877,6147,1.8836823,20,0.17124385,1.8077407,370.6025,11,5.7148304,0.16434005,-1,29.963242,220,437.9927,5.2737994,651875.5,155.8726,15.5270676612854,437.99270783955234,44.81818181818182,9.999975,0.033952422,786.9427,0.37347662,183.26764
0.8544325,189.92525,3.60229,600.0417,True,[-1.037  0.676 -1.536 -2.212 -0.471],,0.5907604,3.0536132,9.999993,939.85864,6741,2.0363684,21,0.18512441,1.9642307,521.07043,11,6.4983644,0.17856643,-1,339.81696,231,529.7421,5.3017154,1800791.0,179.04715,16.480112075805664,529.7422073488378,54.0,9.999993,0.018064665,1127.5537,0.1987113,182.67639
0.810179,497.09412,3.8533807,769.74005,True,[-1.121  0.724 -1.61  -2.147 -0.565],,0.53888613,2.8546362,9.999998,779.7245,7310,1.819379,22,0.1653981,1.6255333,468.93918,11,5.9277472,0.14777577,-1,9.984449,242,507.07852,4.8829823,1846019.6,207.71465,17.32739281654358,507.078549021089,51.72727272727273,9.999998,0.0028198657,955.42017,0.031018522,219.14624
0.81687355,493.43527,1.2129556,779.8124,True,[-1.083  0.792 -1.646 -2.078 -0.609],,2.8502536,9.068757,9.999998,779.8124,7864,8.826895,23,0.802445,3.906894,1003.0129,11,31.352789,0.35517213,-1,,253,493.43527,1.8019513,19860970.0,184.54599,18.088119506835938,493.4352395547588,50.36363636363637,9.999998,0.005468018,1870.2009,0.060148194,205.47049
0.8098145,281.8376,6.962764,720.03394,True,[-0.983  0.807 -1.647 -1.851 -0.602],,0.34524146,1.5798324,9.999993,1109.8079,8614,0.9668844,24,0.08789858,1.2800822,448.3468,11,3.7976558,0.11637111,-1,389.77393,264,671.6115,7.004034,710658.5,233.06099,19.192327737808228,671.6115075587901,68.18181818181819,9.999993,0.036147624,963.4599,0.39762387,261.78787
0.769921,299.05206,5.28082,909.98096,True,[-0.925  0.816 -1.694 -1.801 -0.609],,0.5107269,2.08301,9.999999,1269.7468,9350,1.7454975,25,0.15868157,1.6307102,482.77423,11,5.617996,0.1482464,-1,359.76587,275,658.81793,5.1264453,1592105.0,286.11646,20.1007137298584,658.8179242923175,66.9090909090909,9.999999,0.01269386,1159.499,0.13963245,189.93292
0.60955596,281.88556,0.07849435,649.9447,True,[-0.873  0.715 -1.707 -1.798 -0.649],,16.426899,140.13748,9.999998,1049.6484,10111,51.876846,26,4.7160773,16.657549,12803.528,11,180.69589,1.5143226,-1,399.70374,286,681.5893,1.0281379,1301320200.0,174.11687,21.122015476226807,681.5893083962467,69.18181818181819,9.999998,4.8147023e-05,17392.023,0.00052961725,293.981
0.5836181,298.18665,4.4938207,719.95764,True,[-1.002  0.778 -1.746 -1.634 -0.809],,0.45416388,2.4478056,9.999999,1079.703,10846,1.4391879,27,0.13083526,1.7689834,704.9126,11,4.9958024,0.16081667,-1,359.74536,297,657.93195,6.61896,1498161.4,185.16466,22.272965669631958,657.9319799617151,66.81818181818181,9.999999,0.028254401,1328.7079,0.3107984,259.22525
0.6737449,239.01805,1.5004363,929.7982,True,[-1.023  0.755 -1.764 -1.757 -0.835],,2.7849545,7.331201,9.999998,1289.6241,11516,8.597201,28,0.7815638,3.5045614,789.63806,11,30.634499,0.31859648,-1,359.82593,308,598.844,1.5674145,6914056.0,238.61131,23.33811330795288,598.8439709443678,60.90909090909091,9.999998,0.007671947,2079.0747,0.084391415,122.61871
0.7193304,284.48145,4.638398,1029.7129,True,[-0.964  0.713 -1.748 -1.814 -0.745],,0.38034248,2.3715084,9.999998,1459.5253,12313,1.2344017,29,0.112218335,1.925705,705.3186,11,4.1837673,0.17506409,-1,429.81235,319,714.2938,7.7964554,1922267.2,297.05896,25.00840425491333,714.2938208592121,72.45454545454545,9.999998,0.041712802,1535.3093,0.45884082,175.32843
0.6439907,150.86902,1.7381227,309.99194,True,[-1.044  0.728 -1.759 -1.844 -0.7  ],,0.8121368,6.328667,9.999997,789.8241,13018,2.8161643,30,0.25601494,3.0446284,1208.9958,11,8.933505,0.2767844,-1,479.83215,330,630.7012,5.9281497,2951531.5,105.15802,25.809835195541382,630.7011629780372,64.0909090909091,9.999997,0.0035051694,1942.725,0.038556863,339.0393
0.68042773,132.6839,2.2486918,519.9269,True,[-1.09   0.735 -1.763 -1.668 -0.775],,1.0799614,4.891733,9.999998,899.76245,13593,3.8341572,31,0.34855977,2.7273347,720.71185,11,11.879576,0.24793957,-1,379.83554,341,512.5195,3.6958067,2362079.8,148.56303,26.67648434638977,512.5194371395881,52.27272727272727,9.999998,0.012882359,1455.5785,0.14170595,180.26016
0.66003424,247.14116,6.3183494,849.84894,True,[-1.109  0.7   -1.776 -1.838 -0.739],,0.33864346,1.7409611,9.999999,1249.7656,14316,0.8510983,32,0.077372566,1.5752978,435.02936,11,3.725078,0.14320889,-1,399.9167,352,647.05786,8.51459,558362.8,232.17181,27.60191822052002,647.057845272814,65.72727272727273,9.999999,0.027518949,1043.9664,0.30270842,185.55133
0.6855546,156.29227,8.561914,429.7362,True,[-1.079  0.735 -1.787 -1.871 -0.759],,0.18043688,1.2847594,9.999984,809.59503,14917,0.43747956,33,0.03977087,1.2076386,306.4724,11,1.9848056,0.109785326,-1,379.85883,363,536.1511,9.723907,270283.47,128.82219,28.647204160690308,536.1510832975906,54.63636363636363,9.999984,0.04240031,645.33844,0.46640342,237.18835
0.6744159,160.87961,6.8448777,609.8782,True,[-1.07   0.71  -1.778 -1.795 -0.733],,0.35085383,1.6070411,9.999998,1119.6646,15666,0.93141806,34,0.08467437,1.3795044,431.55542,11,3.859392,0.1254095,-1,509.78638,374,670.666,7.555608,721705.2,163.8064,29.575544595718384,670.6659923739035,68.0909090909091,9.999998,0.03469531,955.6995,0.3816484,257.20248
0.698769,159.02481,8.67602,429.80225,True,[-1.085  0.741 -1.792 -1.704 -0.745],,0.1501348,1.2678624,9.999998,809.64014,16270,0.26205555,35,0.023823233,1.2780926,342.9046,11,1.6514827,0.11619024,-1,379.8379,385,538.86273,10.556219,286416.97,116.3096,30.42988133430481,538.8626867466046,54.90909090909091,9.999998,0.07869971,679.55365,0.8656968,239.8833
0.65063465,272.61377,7.8873916,739.7715,True,[-1.049  0.708 -1.796 -1.745 -0.72 ],,0.21679448,1.3946309,9.999986,1049.6418,16922,0.6183354,36,0.05621232,1.1853532,296.96503,11,2.3847392,0.10775938,-1,309.87036,396,582.48413,8.647015,395845.06,181.55551,31.324350118637085,582.4841330954062,59.27272727272727,9.999986,0.033557616,754.7063,0.36913377,194.8782
0.6754171,247.21466,6.9508047,659.82526,True,[-1.049  0.693 -1.778 -1.699 -0.768],,0.40085396,1.5825505,9.999999,1039.6575,17623,1.1374183,37,0.10340167,1.372794,341.28714,11,4.4093933,0.12479947,-1,379.8322,407,627.04694,6.5224504,396130.28,219.08426,32.05788469314575,627.0468950288861,63.72727272727273,9.999999,0.018381093,824.2551,0.20219202,243.12793
0.63991594,199.13574,6.806653,989.8951,True,[-1.105  0.703 -1.816 -1.643 -0.744],,0.36889505,1.616066,9.999999,1349.6455,18249,1.147285,38,0.10429864,1.4985664,213.24835,11,4.0578456,0.1362333,-1,359.75043,418,558.88617,6.9351387,593209.5,261.33267,32.85860824584961,558.8861577736515,56.90909090909091,9.999999,0.029408524,846.8241,0.32349375,60.49655
0.7206096,123.721405,3.8604813,300.06125,True,[-1.136  0.664 -1.859 -1.643 -0.779],,0.73096246,2.8493857,9.999992,669.8043,18803,2.1561496,39,0.1960136,1.781602,498.8722,11,8.040586,0.1619638,-1,369.74307,429,493.46448,4.4630933,631790.44,90.47037,33.648988485336304,493.4644936071818,50.36363636363637,9.999992,0.025843835,916.38794,0.28428218,246.12288
0.73776394,486.17883,8.787471,1159.751,True,[-1.194  0.664 -1.907 -1.624 -0.698],,0.22455148,1.2517823,9.999998,1159.751,19349,0.51218784,40,0.04656253,1.2720307,177.03082,11,2.4700663,0.11563916,-1,,440,486.17883,9.465378,361826.7,294.78506,34.52396559715271,486.17885192042866,49.63636363636363,9.999998,0.062701166,656.1885,0.68971276,57.912445
0.73538023,160.8998,7.4584346,639.88464,True,[-1.236  0.69  -1.841 -1.574 -0.681],,0.28350902,1.4748403,9.999991,929.7081,19856,0.72149557,41,0.06559051,1.2049203,215.7796,11,3.1185992,0.109538205,-1,289.82346,451,450.72327,8.096863,465996.5,177.5032,35.26789951324463,450.72325943353644,46.09090909090909,9.999991,0.04004863,632.71466,0.44053492,107.40579
0.8301653,363.4736,1.1153358,499.8279,True,[-1.245  0.742 -1.822 -1.507 -0.684],,2.0658028,9.8625,9.999992,519.8041,20289,6.188668,42,0.5626062,3.52552,856.59045,11,22.723831,0.3205018,-1,19.976162,462,383.44974,2.6951535,9662420.0,133.45059,36.0624566078186,383.4497386413784,39.36363636363637,9.999992,0.0072255647,1459.4033,0.07948121,191.49936
0.7858667,165.43996,3.1119373,459.9666,True,[-1.289  0.723 -1.818 -1.347 -0.589],,0.81530225,3.5347757,9.999995,779.771,20834,2.446026,43,0.22236603,1.9550102,540.1126,11,8.968325,0.17772819,-1,319.80438,473,485.24435,4.2878375,1298908.6,162.50417,36.87425780296326,485.2443407101806,49.54545454545455,9.999995,0.018582184,1081.4865,0.20440403,197.2948
0.68505234,369.83945,4.1282463,729.83984,True,[-1.327  0.852 -1.925 -1.33  -0.633],,0.5061507,2.6645696,9.999963,729.83984,21252,1.8950896,44,0.17228088,1.8268994,417.1344,11,5.567658,0.16608177,-1,,484,369.83945,5.2985377,1053679.0,223.22113,37.7078378200531,369.8394359396354,38.0,9.999963,0.008265929,857.0713,0.09092522,100.32822
0.49564466,162.6965,0.17835134,630.0061,True,[-1.254  0.76  -1.898 -1.344 -0.734],,8.74308,61.676014,10.0,1059.8313,21915,27.26606,45,2.4787328,11.905152,2901.0444,11,96.17388,1.0822867,-1,429.82523,495,592.5217,1.7613091,30613398.0,184.57,38.79443717002869,592.5217411837245,60.27272727272727,10.0,0.0002942216,5974.622,0.0032364374,201.15308
0.5069587,233.55704,0.36106622,669.89545,True,[-1.397  0.831 -1.853 -1.358 -0.923],,5.2458158,30.465324,9.999999,1069.7693,22623,16.4336,46,1.4939637,6.027753,2529.1355,11,57.70397,0.54797757,-1,399.87384,506,633.4309,1.3044249,49447530.0,212.42007,39.71949529647827,633.4308882185871,64.36363636363636,9.999999,0.000971204,4709.5664,0.010683244,238.39243
0.59995395,217.22993,0.062182207,410.03635,True,[-1.33   0.849 -1.927 -1.567 -0.912],,21.826288,176.89948,9.999994,769.8766,23269,68.81821,47,6.2562003,22.47158,10108.302,11,240.08917,2.0428712,-1,359.84024,517,577.0702,1.0598701,423810020.0,131.61879,40.63142943382263,577.0701762839129,58.72727272727273,9.999994,0.007380531,13889.537,0.08118584,292.7744
0.4893886,266.2715,0.9745348,530.01794,True,[-1.287  0.909 -1.916 -1.471 -0.819],,3.5964572,11.2874365,9.999995,839.8818,23914,11.236465,48,1.0214969,4.0750155,2018.4288,11,39.561028,0.37045595,-1,309.8638,528,576.1354,1.2785823,31308298.0,174.42433,41.61516761779785,576.1353564287366,58.63636363636363,9.999995,0.0023882438,3060.4226,0.02627068,265.9885
0.48837203,244.51857,4.185319,519.7093,True,[-1.257  0.932 -1.861 -1.334 -0.93 ],,0.50307566,2.6282346,10.0,879.5133,24590,1.529162,49,0.13901474,2.026992,692.0541,11,5.533832,0.184272,-1,359.80402,539,604.32263,7.0103054,966374.1,156.29701,42.5392644405365,604.32260479381,61.45454545454545,10.0,0.031859662,1218.5848,0.35045627,279.54083
0.4244993,558.0079,5.753832,1249.6963,True,[-1.35   0.924 -1.907 -1.376 -0.931],,0.4402818,1.9117695,9.999991,1259.6777,25226,1.2725708,50,0.11568827,1.3993309,376.66687,11,4.8430996,0.12721191,-1,9.981479,550,567.9893,6.020688,2955688.8,293.1489,43.58912801742554,567.9893611506169,57.81818181818182,9.999991,0.027554875,1019.83795,0.30310363,102.82257
0.32256722,281.80124,3.3052728,719.945,True,[-1.431  0.945 -1.992 -1.374 -0.994],,0.67140627,3.3280158,9.999998,1079.7494,25943,2.2704263,51,0.20640239,2.033722,592.245,11,7.3854685,0.18488382,-1,359.80438,561,641.60565,4.896886,1176102.5,208.41692,44.38153147697449,641.6056312089138,65.18181818181819,9.999998,0.0023905167,1319.631,0.026295682,242.88177
0.1975556,109.94895,0.96424264,319.95703,True,[-1.451  0.956 -2.001 -1.384 -1.096],,2.0421448,11.407917,9.999999,789.81104,26592,6.370084,52,0.5790986,2.4533386,863.40216,11,22.46359,0.2230308,-1,469.854,572,579.803,1.4208597,6104902.0,84.21649,45.130714416503906,579.8029622022975,59.0,9.999999,0.0004952644,1848.4916,0.005447909,288.14594
0.18012851,172.7336,1.140752,480.01196,True,[-1.386  0.969 -2.045 -1.421 -1.221],,2.4499497,9.642762,9.999999,979.74927,27343,7.595091,53,0.6904629,3.0426764,1724.9182,11,26.949446,0.27660695,-1,499.7373,583,672.4709,1.5212381,17481534.0,147.09036,46.184654235839844,672.4708893426333,68.27272727272727,9.999999,0.0043876516,2848.3972,0.048264164,310.6745
0.049710672,263.46484,0.81316775,619.70526,True,[-1.471  1.059 -2.068 -1.34  -1.239],,2.4640026,13.527344,10.0,1069.6443,28139,7.7774453,54,0.70704055,3.8452058,1775.7133,11,27.104029,0.34956416,-1,449.93903,594,713.4039,2.1606548,13951083.0,164.01117,47.15487480163574,713.4038846195976,72.36363636363636,10.0,0.0036419146,3228.4768,0.04006106,318.41156
0.046401862,309.9191,9.898317,1089.7349,True,[-1.518  1.062 -2.08  -1.31  -1.369],,0.15135637,1.1113,9.999999,1559.5913,29008,0.30336878,55,0.027578982,1.0751824,280.21075,11,1.66492,0.09774387,-1,469.8565,605,779.7756,10.188845,562712.7,328.29224,48.18877649307251,779.7755976542725,79.0,9.999999,0.063421085,887.33246,0.6976319,203.8584
0.00426682,239.04425,8.387199,749.8302,True,[-1.494  1.059 -2.077 -1.295 -1.373],,0.1789341,1.3115224,10.0,1229.6865,29810,0.4899741,56,0.044543102,1.2285302,389.31378,11,1.9682751,0.11168456,-1,479.85635,616,718.9006,9.490408,530424.0,195.37744,49.16338229179382,718.900606227122,72.9090909090909,10.0,0.056924984,909.34753,0.6261748,264.8088
-0.00013291836,267.18405,0.97313726,859.8313,True,[-1.51   1.064 -2.076 -1.295 -1.415],,3.0146947,11.303647,10.0,1319.657,30621,9.38597,57,0.85326993,3.556482,828.9801,11,33.16164,0.32331654,-1,459.82568,627,727.0097,1.3810537,6614049.5,227.09398,50.027846813201904,727.0097265477374,73.72727272727273,10.0,0.005264279,2467.3792,0.057907067,239.69412
-0.1110237,328.1816,0.5825654,819.9944,True,[-1.456  1.086 -2.048 -1.248 -1.419],,2.9081264,18.882,10.0,1269.7788,31488,8.995275,58,0.81775224,3.7349756,2254.767,11,31.98939,0.33954322,-1,449.78442,638,777.966,1.617567,64588148.0,217.2907,51.08250045776367,777.9660020456922,78.81818181818181,10.0,0.00013059092,4292.2847,0.0014365001,309.06918
-0.0721424,229.12367,1.843407,500.0338,True,[-1.439  1.056 -2.072 -1.327 -1.53 ],,1.1540533,5.9672117,9.999999,979.7698,32279,4.345833,59,0.3950757,3.0211577,1350.5425,11,12.694586,0.2746507,-1,479.73596,649,708.8596,3.5840144,5780957.0,137.99736,52.191983222961426,708.859642490987,71.9090909090909,9.999999,0.028749984,2234.3528,0.31624982,347.05566
-0.111613445,167.19586,1.4338111,439.88135,True,[-1.458  1.088 -2.024 -1.267 -1.491],,1.3714427,7.6718616,9.999999,1019.7195,33112,4.1932974,60,0.38120887,2.0276518,802.05786,11,15.085869,0.18433198,-1,579.83813,660,747.034,2.084575,5253073.5,158.65239,53.46961426734924,747.0339829247481,75.72727272727273,9.999999,0.0027346355,1845.0485,0.030080989,370.47763
-0.014622664,242.69896,0.6868148,500.01025,True,[-1.431  1.105 -2.097 -1.324 -1.531],,3.599477,16.015963,9.999999,1069.7983,34017,11.2265835,61,1.0205984,4.103754,1965.4293,11,39.594246,0.37306854,-1,569.7881,671,812.48706,1.2965615,18556790.0,117.472855,54.7124879360199,812.4870689123538,82.27272727272727,9.999999,0.0121266,3546.4143,0.1333926,417.43784
-0.032393884,297.14066,0.4760289,549.91406,True,[-1.449  1.136 -2.143 -1.291 -1.434],,3.803847,23.107841,9.999999,1019.79114,34872,11.916618,62,1.083329,4.173352,2062.136,11,41.842316,0.37939557,-1,469.8771,682,767.01776,1.201746,40532160.0,158.96838,55.973637342453,767.0177873482156,77.72727272727273,9.999999,0.0022582044,3872.3928,0.024840247,390.435
0.0016163586,208.09073,6.883135,499.96375,True,[-1.475  1.089 -2.141 -1.319 -1.451],,0.33343446,1.598109,9.999999,1029.8428,35695,1.106373,63,0.100579366,1.3672676,482.9237,11,3.667779,0.12429705,-1,529.879,693,737.9697,6.647405,621727.3,158.02301,57.19955635070801,737.9697474343415,74.81818181818181,9.999999,0.041207176,963.6783,0.45327893,357.67508
-0.001978159,206.28693,5.3170247,609.8254,True,[-1.486  1.114 -2.155 -1.302 -1.417],,0.3911065,2.0688262,9.999998,1169.6868,36549,1.1135384,64,0.10123077,1.6931081,631.0857,11,4.302171,0.15391892,-1,559.8614,704,766.14825,7.678591,1082632.4,156.1147,58.09970045089722,766.1482921584262,77.63636363636364,9.999998,0.030802604,1252.3564,0.33882862,334.21286
0.020662576,300.00745,0.00019542391,509.9973,True,[-1.503  1.092 -2.13  -1.315 -1.421],,474.75436,56287.89,9.999998,999.7223,37429,1500.8518,65,136.44109,476.2076,383782.3,11,5222.298,43.291607,-1,489.72498,715,789.7324,1.0061228,679551000000.0,199.9364,58.9588725566864,789.7324201699183,80.0,9.999998,1.7834e-05,471368.6,0.00019617399,420.56052
-0.06779222,158.16684,1.1853113,789.88965,True,[-1.403  1.108 -2.146 -1.43  -1.398],,2.5203938,9.280262,10.0,1399.6659,38285,7.864104,66,0.71491855,2.8924162,2203.5078,11,27.724333,0.26294693,-1,609.77625,726,767.943,1.3107325,46917550.0,212.00687,60.1070659160614,767.943070746052,77.81818181818181,10.0,0.0028816115,3778.048,0.031697724,251.08215
-0.081261754,133.6669,8.006452,359.9557,True,[-1.369  1.115 -2.158 -1.468 -1.487],,0.23348956,1.373892,10.0,999.6964,39147,0.61976683,67,0.056342445,1.2355428,542.26984,11,2.5683851,0.112322085,-1,639.7407,737,773.40765,8.788627,733500.8,104.53416,61.50762987136841,773.4076146656832,78.36363636363636,10.0,0.051170368,974.9766,0.562874,404.2453
-0.18954283,142.79887,2.0433745,350.14154,True,[-1.364  1.096 -2.16  -1.505 -1.5  ],,1.9296824,5.383252,9.999999,929.81177,39953,5.9214478,68,0.53831345,2.607213,1114.0105,11,21.226505,0.23701936,-1,579.6702,748,722.4691,1.7862203,3416925.2,129.37457,62.39198398590088,722.4690843208126,73.27272727272727,9.999999,0.00057163386,1910.6589,0.0062879724,379.11337
-0.2084197,169.13069,6.2218714,380.109,True,[-1.373  1.084 -2.158 -1.507 -1.608],,0.49278277,1.7679569,9.999997,989.82886,40821,1.4418463,69,0.13107695,1.4894618,658.76514,11,5.4206104,0.13540563,-1,609.71985,759,778.8505,5.6786346,981377.8,106.15597,63.43446135520935,778.8505440992052,78.9090909090909,9.999997,0.017999757,1144.7751,0.19799732,413.33206
