LearnableVariance,VarianceInit,EpRewMean,InitialReturnMax,EpLenMean,StdIW,MeanIWNorm,StdIWNorm,MaxIWNorm,ReturnMeanIW,EpThisIter,TimeElapsed,InitialReturnMin,Iteration,EpisodesSoFar,EmpiricalD2,OptimizationReturnMean,MinIW,Bound,InitialReturnStd,ReturnStepMax,Weights,InitialReturnMean,InitialBound,TimestepsSoFar,OptimizationReturnMin,MinIWNorm,OptimizationReturnMax,ESSRenyi,MeanEntropy,J_sample_variance,MeanIW,ESSClassic,ReturnStepMaxmin,MaxIW
True,-1,349.902521082574,509.9018,36.0,3.222912,0.2056662,0.29299203,1.074811,723.84064,11,8521.021625995636,239.90355,4127,45397,3.8621192,109.99897,0.1255205,353.80063,96.202194,10.0,[-2.044  0.254 -1.855 -0.42  -4.966],349.90253,161.60884,1326447,,0.011410954,269.99823,2.8481772,-3.546385,389320.4,2.2623281,3.6309803,10.0,11.822921
True,-1,257.160060454894,349.90588,26.727272727272727,0.11446594,0.093989134,0.010405995,0.10888793,267.1223,11,8523.121152877808,209.89915,4128,45408,1.0244647,47.2609,0.85447335,136.34,45.74355,10.0,[-2.042  0.255 -1.856 -0.424 -4.965],257.16006,127.94876,1326741,,0.077679396,140.00673,10.737314,-3.5466065,54412.688,1.0338805,10.866797,10.0,1.1977673
True,-1,326.2595839022106,449.89456,33.63636363636363,1.1112812,0.12450395,0.10102557,0.42416608,439.0363,11,8524.90922665596,199.91595,4129,45419,1.6089972,126.34363,0.40834212,228.30081,86.16488,9.999999,[-2.039  0.255 -1.855 -0.424 -4.966],326.25958,160.12502,1327111,,0.03712201,249.9786,6.8365564,-3.5488334,99579.086,1.3695434,6.6328607,9.999999,4.665827
True,-1,288.06967008951773,379.92087,29.818181818181817,2.2032683,0.18386574,0.20029713,0.56085294,573.5005,11,8526.79902935028,219.89423,4130,45430,3.778966,68.175446,0.112858996,300.77298,46.09133,9.999999,[-2.034  0.257 -1.849 -0.421 -4.968],288.0697,147.7746,1327439,,0.010259909,160.02664,2.910849,-3.54875,250431.66,2.0225234,5.0303683,9.999999,6.169382
True,-1,298.0833442883017,399.91443,30.818181818181817,0.2143891,0.10500601,0.01948992,0.15091409,346.08954,11,8528.811477184296,209.89574,4131,45441,1.1601025,88.18761,0.88703114,187.02824,64.220474,9.999999,[-2.033  0.259 -1.845 -0.418 -4.968],298.0833,150.40515,1327778,,0.0806392,190.01869,9.481921,-3.548239,70764.41,1.1550661,10.63367,9.999999,1.6600549
True,-1,307.1689602630053,439.9001,31.727272727272727,4.885556,0.19925681,0.44414154,1.596403,707.75415,11,8530.674162864685,199.90533,4132,45452,6.6869383,107.263626,0.14440848,287.68866,65.24078,10.0,[-2.032  0.261 -1.843 -0.417 -4.967],307.16895,144.72508,1328127,,0.013128044,239.99475,1.644998,-3.5485787,597687.44,2.191825,1.8430407,10.0,17.560432
True,-1,303.52930197563086,399.90167,31.363636363636363,0.4273277,0.10164104,0.03884797,0.20982116,331.03528,11,8532.582840204239,219.89131,4133,45463,1.1226181,83.63799,0.6277462,174.5698,48.673115,10.0,[-2.029  0.265 -1.844 -0.419 -4.968],303.5293,155.85585,1328472,,0.05706784,180.01036,9.798524,-3.5486083,68980.586,1.1180514,9.597911,10.0,2.3080328
True,-1,274.44020999300477,339.90555,28.454545454545453,18.590769,0.6644036,1.69007,5.9646263,2291.3774,11,8534.333049535751,199.90257,4134,45474,51.45388,74.53763,0.0066746753,1391.0166,46.96833,9.999999,[-2.031  0.267 -1.847 -0.419 -4.968],274.44022,148.92178,1328785,,0.0006067887,140.00298,0.21378368,-3.5486083,7900844.0,7.3084393,1.4724361,9.999999,65.610886
True,-1,324.43625040770183,579.89905,33.45454545454545,0.25699973,0.09353564,0.023363614,0.13500652,339.38382,11,8536.959268331528,189.911,4135,45485,1.0580225,134.52525,0.47281262,119.116974,114.130066,10.0,[-2.032  0.274 -1.849 -0.418 -4.968],324.43625,110.29437,1329153,,0.042982966,389.98804,10.396754,-3.5493984,58549.965,1.028892,10.353998,10.0,1.4850717
True,-1,335.34809831016815,479.9073,34.54545454545455,4.1875925,0.17304747,0.38069025,1.3595624,833.822,11,8539.000011920929,209.90094,4136,45496,6.7870755,125.44715,0.12206861,372.13467,97.45977,10.0,[-2.033  0.274 -1.85  -0.419 -4.968],335.34808,158.1306,1329533,,0.011097146,270.00635,1.6207275,-3.5432386,1612659.6,1.9035221,1.8836781,10.0,14.955186
True,-1,272.6160353977133,389.91846,28.272727272727273,0.20756768,0.095858194,0.01886979,0.13398767,285.0132,11,8540.698103427887,179.91106,4137,45507,1.0477288,92.70498,0.67364246,137.63016,61.071774,9.999999,[-2.039  0.268 -1.857 -0.418 -4.962],272.61603,128.6291,1329844,,0.061240226,210.0074,10.4989,-3.5441697,44808.164,1.0544401,10.589646,9.999999,1.4738643
True,-1,315.3474732295985,489.9024,32.54545454545455,0.4072421,0.10240464,0.03702201,0.1823612,352.6914,11,8542.57254076004,189.90802,4138,45518,1.1542642,125.43945,0.63511467,158.32936,85.64369,10.0,[-2.037  0.268 -1.857 -0.419 -4.963],315.34747,134.43903,1330202,,0.0577377,299.9944,9.529881,-3.54541,63862.52,1.126451,9.728474,10.0,2.005973
True,-1,317.16549932550726,409.91064,32.72727272727273,1.9026537,0.13252085,0.17296852,0.6430113,472.79382,11,8544.618257045746,209.90575,4139,45529,2.3304002,107.25974,0.23416126,241.71841,59.40866,9.999999,[-2.037  0.269 -1.859 -0.418 -4.964],317.1655,165.79599,1330562,,0.021287387,200.0049,4.720219,-3.5473437,157258.28,1.4577293,4.0686603,9.999999,7.0731235
True,-1,279.8964770460865,419.89417,29.0,0.46267787,0.10164866,0.042061623,0.19528589,317.4437,11,8546.457086324692,199.89696,4140,45540,1.2187229,79.99952,0.558084,146.26819,65.64226,9.999999,[-2.039  0.268 -1.861 -0.414 -4.966],279.89645,124.84029,1330881,,0.05073491,219.99721,9.025842,-3.5471253,64868.62,1.1181353,9.391871,9.999999,2.1481447
True,-1,293.52750109195404,509.8985,30.363636363636363,2.5378635,0.14708199,0.23071486,0.8628765,642.1329,11,8548.323271036148,189.90866,4141,45551,3.9296174,103.61884,0.08681419,268.8757,89.26488,10.0,[-2.039  0.269 -1.861 -0.416 -4.966],293.52747,105.23503,1331215,,0.007892199,319.98984,2.7992547,-3.5452442,910554.3,1.6179019,3.178685,10.0,9.491641
True,-1,277.1701024431455,519.897,28.727272727272727,10.72463,0.39906293,0.9749665,3.4523685,860.8889,11,8550.424563407898,179.9062,4142,45562,8.804365,97.26389,0.050410323,291.22906,104.973076,9.999999,[-2.043  0.267 -1.864 -0.412 -4.964],277.1701,85.185425,1331531,,0.0045827567,339.99078,1.2493802,-3.545648,693885.44,4.3896923,1.5784346,9.999999,37.97605
True,-1,299.8967980334636,439.90524,31.0,3.1842825,0.19224429,0.28948024,0.8034568,552.5475,11,8552.596439123154,199.90045,4143,45573,3.2939286,99.996346,0.14127347,257.72165,75.80111,10.0,[-2.046  0.266 -1.864 -0.407 -4.965],299.8968,137.45105,1331872,,0.012843043,240.00479,3.3394773,-3.5454354,261962.55,2.1146872,3.3665767,10.0,8.838024
True,-1,329.8933986117508,659.8993,34.0,0.45252347,0.10337505,0.041138496,0.17505802,376.238,11,8555.232340812683,189.9064,4144,45584,1.1658511,139.987,0.59165645,113.12125,132.60321,10.0,[-2.047  0.271 -1.862 -0.405 -4.964],329.8934,86.20944,1332246,,0.053786952,469.9929,9.435167,-3.5454936,75046.73,1.1371255,9.496123,10.0,1.9256382
True,-1,368.06999178224777,699.9087,37.81818181818182,19.64692,0.6341034,1.7860836,6.277461,3529.6558,11,8556.997985124588,179.92558,4145,45595,50.99706,188.1444,0.004637044,1683.9468,141.93182,10.0,[-2.047  0.269 -1.861 -0.405 -4.964],368.07,109.6116,1332662,,0.00042154946,519.9831,0.21569872,-3.545879,54455836.0,6.9751377,1.231274,10.0,69.05207
True,-1,347.1670914258644,579.89087,35.72727272727273,3.911888,0.21521696,0.35562617,1.3048046,735.2599,11,8559.338592767715,199.90768,4146,45606,4.0828013,147.25941,0.27354127,302.57205,122.632454,10.0,[-2.047  0.271 -1.862 -0.413 -4.965],347.16708,133.02823,1333055,,0.02486739,379.9832,2.6942286,-3.5497038,429547.3,2.3673866,2.9487047,10.0,14.35285
True,-1,326.265803170527,499.90335,33.63636363636363,0.23064318,0.098619096,0.020967565,0.13253124,359.10303,11,8562.04890036583,219.88864,4147,45617,1.1026305,106.37715,0.7581299,165.25993,81.38903,9.999999,[-2.035  0.276 -1.843 -0.413 -4.969],326.2658,141.66426,1333425,,0.0689209,280.0147,9.976144,-3.5490935,71652.74,1.0848101,10.524264,9.999999,1.4578435
True,-1,314.44007705829966,399.90057,32.45454545454545,1.7495667,0.15832394,0.15905154,0.6217006,578.7522,11,8563.776212453842,219.90875,4148,45628,2.9103026,94.53133,0.18644361,326.8277,56.79146,9.999998,[-2.036  0.274 -1.844 -0.413 -4.968],314.44006,166.76703,1333782,,0.016949419,179.99182,3.7796757,-3.548121,262050.05,1.7415631,5.474782,9.999998,6.8387065
True,-1,324.43181475618474,659.91,33.45454545454545,0.4885269,0.107313044,0.04441154,0.18544653,389.0068,11,8566.621171236038,189.90678,4149,45639,1.2266853,134.52501,0.45772302,119.10828,157.39491,10.0,[-2.035  0.273 -1.836 -0.41  -4.967],324.43182,80.74393,1334150,,0.041611183,470.00317,8.967256,-3.5482564,114278.93,1.1804435,9.391499,10.0,2.0399117
True,-1,329.8985810162851,669.9065,34.0,3.6676297,0.19187547,0.33342087,1.2365162,657.23376,11,8569.16582775116,189.91658,4150,45650,3.3512304,139.982,0.04150836,204.37201,127.49528,10.0,[-2.035  0.273 -1.838 -0.412 -4.967],329.89856,82.519196,1334524,,0.0037734876,479.98993,3.2823765,-3.548423,397633.8,2.1106303,2.7366037,10.0,13.601679
True,-1,319.8954276882933,469.89148,33.0,0.3069669,0.10557358,0.02790608,0.16021045,386.86993,11,8571.137461662292,209.90584,4151,45661,1.0990449,109.98959,0.76467776,204.96077,93.13146,10.0,[-2.036  0.268 -1.836 -0.411 -4.967],319.89542,146.37653,1334887,,0.06951616,259.98566,10.00869,-3.5488026,86136.1,1.1613094,10.28163,10.0,1.7623149
True,-1,288.0821460505822,579.9101,29.818181818181817,0.9350939,0.11584489,0.08500854,0.27955797,342.31067,11,8573.546318769455,189.89888,4152,45672,1.3611268,98.18327,0.36944434,92.47223,109.9439,10.0,[-2.029  0.267 -1.831 -0.41  -4.968],288.08215,73.93616,1335215,,0.03358585,390.01123,8.081539,-3.5500426,78954.1,1.2742938,7.1499043,10.0,3.0751376
True,-1,331.7095297711769,559.8999,34.18181818181818,23.982786,0.73616356,2.1802533,7.6278243,2839.7395,11,8576.034893751144,209.90028,4153,45683,33.44689,121.80926,0.007198918,1643.9973,95.524605,10.0,[-2.03   0.267 -1.831 -0.407 -4.969],331.70953,124.95279,1335591,,0.0006544471,349.99963,0.3288796,-3.5501459,15568685.0,8.097798,1.1257424,10.0,83.90607
True,-1,283.52201220312804,369.90552,29.363636363636363,19.313095,0.6767227,1.755736,6.1765647,2409.1328,11,8578.76759839058,219.89209,4154,45694,57.725403,63.62992,0.0019572906,1371.3092,47.916336,9.999998,[-2.027  0.262 -1.818 -0.408 -4.969],283.522,146.92537,1335914,,0.00017793551,150.01343,0.19055736,-3.5503888,8941695.0,7.4439487,1.4227933,9.999998,67.94221
True,-1,331.712210095088,429.91272,34.18181818181818,3.7103508,0.2722065,0.3373046,1.1963946,1032.487,11,8581.37700843811,239.89864,4155,45705,7.3520513,91.813576,0.0060299803,602.026,56.547615,10.0,[-2.031  0.256 -1.816 -0.406 -4.969],331.71222,172.95644,1336290,,0.00054818,190.01408,1.4961811,-3.5518348,981997.3,2.9942713,4.338408,10.0,13.16034
True,-1,401.71631498009623,739.90607,41.18181818181818,0.6741548,0.11695885,0.0612868,0.24320763,472.70828,11,8583.861904382706,189.90588,4156,45716,1.2904265,211.81041,0.18477097,162.32916,175.28696,10.0,[-2.031  0.252 -1.819 -0.412 -4.971],401.71634,128.48788,1336743,,0.016797362,550.0002,8.524314,-3.5497265,81418.94,1.2865472,8.6303,10.0,2.675284
True,-1,329.8893357246879,569.8998,34.0,0.24760385,0.098552816,0.022509443,0.13481973,356.1433,11,8586.437780857086,189.909,4157,45727,1.0599265,139.98033,0.70426977,139.47986,113.94552,9.999999,[-2.035  0.251 -1.82  -0.412 -4.969],329.88934,119.43991,1337117,,0.06402452,379.99078,10.378078,-3.5495813,63614.32,1.0840809,10.454619,9.999999,1.483017
True,-1,274.4439407107074,369.91794,28.454545454545453,0.24153824,0.097169615,0.021958023,0.13488519,294.4087,11,8588.449644327164,199.89674,4158,45738,1.0731051,74.54719,0.57491404,152.90239,45.99713,9.999998,[-2.039  0.25  -1.824 -0.413 -4.969],274.44394,137.8427,1337430,,0.052264914,170.0212,10.250627,-3.5510452,52851.574,1.0688657,10.465571,9.999998,1.483737
True,-1,358.0731565857495,509.90036,36.81818181818182,8.80602,0.38211095,0.8005473,2.8808284,1293.406,11,8590.19561457634,249.88358,4159,45749,8.9290695,108.18958,0.09641731,730.7568,83.00053,10.0,[-2.037  0.25  -1.821 -0.414 -4.97 ],358.07315,169.77997,1337835,,0.00876521,260.01678,1.2319313,-3.5519953,1328605.8,4.2032204,2.041082,10.0,31.689112
True,-1,310.8005475895336,469.9016,32.09090909090909,0.35611475,0.09753757,0.032374065,0.1942441,331.64056,11,8592.836480617523,189.90616,4160,45760,1.0608345,120.89439,0.7248468,152.91772,64.73199,9.999998,[-2.033  0.255 -1.821 -0.411 -4.971],310.80054,137.27786,1338188,,0.06589516,279.99545,10.369195,-3.5507603,51774.934,1.0729133,9.908421,9.999998,2.1366851
True,-1,262.62560728088425,369.91577,27.272727272727273,39.338604,1.2171022,3.576237,12.522952,3844.2078,11,8595.190115213394,179.91476,4161,45771,64.84941,82.710846,0.05684738,2744.1763,54.1156,9.999998,[-2.031  0.255 -1.817 -0.412 -4.97 ],262.6256,126.02516,1338488,,0.005167944,190.001,0.16962375,-3.5474467,27070842.0,13.3881235,1.1418214,9.999998,137.75247
True,-1,304.4378548003235,599.9158,31.454545454545453,0.9954712,0.12982553,0.09049738,0.31888235,404.50153,11,8598.342563867569,179.90689,4162,45782,1.4948479,124.53096,0.534207,133.64575,120.25825,10.0,[-2.008  0.24  -1.821 -0.403 -4.966],304.43787,82.9043,1338834,,0.048564274,420.00888,7.3586082,-3.5473428,93852.43,1.4280807,7.402893,10.0,3.5077057
True,-1,313.53360554559134,409.90744,32.36363636363637,0.08064513,0.093589716,0.0073313764,0.10856472,324.19577,11,8600.308755874634,189.92001,4163,45793,1.0152707,123.613594,0.9224311,171.67604,73.51807,9.999999,[-2.008  0.242 -1.821 -0.402 -4.966],313.5336,162.16528,1339190,,0.08385738,219.98743,10.834549,-3.5485892,48129.082,1.0294868,10.932909,9.999999,1.1942118
True,-1,287.1610258093729,449.91132,29.727272727272727,1.2537795,0.11887546,0.113979965,0.4288386,413.5858,11,8602.18012046814,199.89523,4164,45804,1.9570132,87.265785,0.2924635,181.16602,82.36179,9.999999,[-2.011  0.243 -1.822 -0.403 -4.968],287.16104,121.02028,1339517,,0.026587592,250.01608,5.62081,-3.5496378,193629.62,1.30763,5.731158,9.999999,4.7172246
True,-1,288.99104052731604,409.90942,29.90909090909091,1.1531839,0.13796584,0.10483491,0.3307865,456.51138,11,8603.827782154083,209.90823,4165,45815,1.9574257,79.0828,0.14546706,244.73387,63.31569,9.999999,[-2.008  0.244 -1.824 -0.405 -4.969],288.99103,137.62195,1339846,,0.013224279,200.00119,5.6196256,-3.5520997,129304.08,1.5176243,6.9735475,9.999999,3.6386514
True,-1,351.7135523798311,559.90485,36.18181818181818,0.80459124,0.10811066,0.07314466,0.31154633,419.39105,11,8606.42256450653,179.9154,4166,45826,1.3441826,171.79814,0.273967,179.67746,114.08755,10.0,[-2.009  0.247 -1.83  -0.405 -4.971],351.71356,144.955,1340244,,0.024906091,379.98944,8.183412,-3.5524886,74170.984,1.1892172,7.5458775,10.0,3.4270096
True,-1,324.44348318684877,519.90356,33.45454545454545,0.76157105,0.10728342,0.06923373,0.24437274,431.36087,11,8609.05315899849,189.9162,4167,45837,1.5327965,134.52728,0.33947632,193.66899,87.73534,10.0,[-2.007  0.248 -1.829 -0.402 -4.971],324.44348,132.45638,1340612,,0.030861484,329.98737,7.1764255,-3.5489056,122216.85,1.1801175,7.765855,10.0,2.6881
True,-1,327.16676990884497,479.90076,33.72727272727273,0.7788211,0.11044732,0.07080192,0.28992137,421.47733,11,8611.54648399353,209.90344,4168,45848,1.391693,117.26333,0.42657548,212.4166,93.82618,10.0,[-2.008  0.25  -1.83  -0.403 -4.968],327.16678,149.95168,1340983,,0.03877959,269.9973,7.9040422,-3.5486662,99161.85,1.2149204,7.7962136,10.0,3.189135
True,-1,352.62999097593934,519.9186,36.27272727272727,0.30822143,0.104740135,0.02802013,0.14874579,406.3482,11,8613.82331109047,189.92477,4169,45859,1.1721745,162.70522,0.4409913,198.4835,114.50614,10.0,[-2.012  0.251 -1.832 -0.407 -4.968],352.63,160.63734,1341382,,0.04009012,329.9938,9.384269,-3.5503747,74560.305,1.1521415,10.265339,10.0,1.6362036
True,-1,315.3497129636789,479.90384,32.54545454545455,1.570542,0.13371094,0.14277653,0.5008824,413.13284,11,8615.86151266098,199.90863,4170,45870,1.7701851,115.44107,0.3064121,177.34964,96.98979,10.0,[-2.013  0.25  -1.832 -0.409 -4.969],315.3497,138.1335,1341740,,0.027855646,279.9952,6.2140393,-3.5511086,104641.78,1.4708202,5.139714,10.0,5.509706
True,-1,328.08373193107855,539.9098,33.81818181818182,0.07774904,0.09236961,0.007068095,0.10170083,335.64758,11,8618.349207162857,209.91136,4171,45881,1.0097712,118.17236,0.8867279,135.301,103.64936,10.0,[-2.013  0.25  -1.834 -0.405 -4.97 ],328.08374,128.70885,1342112,,0.08061163,329.9984,10.893557,-3.5515344,62993.05,1.0160657,10.935968,10.0,1.1187091
True,-1,324.43534738822336,579.91034,33.45454545454545,0.81679744,0.12667814,0.07425431,0.30930954,432.38904,11,8620.893197774887,239.89096,4172,45892,1.4653969,84.54438,0.2913881,173.15753,90.401505,9.999999,[-2.014  0.249 -1.836 -0.405 -4.97 ],324.43533,110.289246,1342480,,0.026489828,340.01938,7.506499,-3.5523229,131640.8,1.3934596,8.187025,9.999999,3.402405
True,-1,288.0735953268464,409.91937,29.818181818181817,0.45475778,0.101398535,0.041341618,0.18997839,322.4357,11,8622.779898643494,189.90225,4173,45903,1.157289,98.17134,0.56244975,159.59286,61.47308,9.999999,[-2.013  0.247 -1.832 -0.406 -4.971],288.0736,136.70085,1342808,,0.051131796,220.01712,9.504972,-3.5528307,56049.727,1.1153839,9.432095,9.999999,2.0897622
True,-1,352.62469481618086,629.9045,36.27272727272727,9.136914,0.3648393,0.83062863,2.8538194,1578.179,11,8624.65367269516,189.9054,4174,45914,15.678417,162.71931,0.050584245,657.1461,108.806786,10.0,[-2.01   0.245 -1.833 -0.404 -4.972],352.62473,120.01709,1343207,,0.0045985677,439.99908,0.70160145,-3.5523438,4688968.5,4.0132318,1.7789707,10.0,31.392012
True,-1,328.98447918177646,569.9026,33.90909090909091,0.23417455,0.09749016,0.021288596,0.12858942,359.67877,11,8627.111598014832,239.87083,4175,45925,1.0908433,89.11365,0.6225001,139.87704,87.232635,10.0,[-2.012  0.24  -1.83  -0.402 -4.971],328.9845,118.53403,1343580,,0.056590922,330.03174,10.083941,-3.5517585,89686.73,1.0723916,10.499349,10.0,1.4144837
True,-1,330.8115844326683,469.91034,34.09090909090909,0.18105394,0.09412518,0.01645945,0.1340838,337.85907,11,8629.164192438126,249.92067,4176,45936,1.0212907,80.890915,0.83350444,162.49567,60.67626,10.0,[-2.013  0.24  -1.832 -0.404 -4.971],330.81158,157.28572,1343955,,0.075773135,219.98967,10.770685,-3.551763,77054.29,1.035377,10.673614,10.0,1.4749217
True,-1,306.25883755701796,579.9033,31.636363636363637,0.6152131,0.12450409,0.05592847,0.2576617,440.27225,11,8630.385348796844,179.91696,4177,45947,1.465266,126.341866,0.31647515,181.05545,108.236244,10.0,[-2.013  0.239 -1.834 -0.404 -4.971],306.25882,92.11536,1344303,,0.02877047,399.98636,7.5071692,-3.5528164,101975.805,1.369545,9.153017,10.0,2.8342786
True,-1,273.52960909694247,329.89417,28.363636363636363,1.3522744,0.13254866,0.12293404,0.45040318,420.4036,11,8632.493218421936,189.92403,4178,45958,2.166817,83.60558,0.16359049,241.08098,50.13099,9.999995,[-2.011  0.239 -1.832 -0.401 -4.972],273.52957,151.70813,1344615,,0.014871864,139.97014,5.076571,-3.553634,126164.44,1.4580352,5.9133797,9.999995,4.954435
True,-1,346.2636992781905,519.9006,35.63636363636363,1.6376967,0.12749146,0.1488815,0.5880867,520.11993,11,8635.513489723206,209.92561,4179,45969,2.1633255,136.33809,0.4388502,237.74216,98.10114,10.0,[-2.009  0.243 -1.829 -0.403 -4.973],346.2637,154.27773,1345007,,0.039895475,309.97498,5.084764,-3.5539763,245017.78,1.4024059,4.653717,10.0,6.468954
True,-1,315.3528669089718,439.91876,32.54545454545455,0.6624275,0.1312985,0.06022068,0.22189927,468.0879,11,8637.76813697815,209.90704,4180,45980,1.5013343,105.44582,0.25815332,269.03867,59.30069,10.0,[-2.012  0.244 -1.832 -0.399 -4.973],315.35284,152.90211,1345365,,0.023468485,230.01172,7.3268156,-3.555272,119128.52,1.4442834,9.088173,10.0,2.440892
True,-1,309.8979836832119,729.9005,32.0,0.09808859,0.0907234,0.008917144,0.10775828,317.68817,11,8640.390957832336,179.91986,4181,45991,1.0094079,129.97812,0.8374822,46.889618,150.99489,10.0,[-2.02   0.246 -1.84  -0.401 -4.974],309.89798,40.36435,1345717,,0.07613475,549.98065,10.897478,-3.5595639,69944.805,0.99795747,10.894749,10.0,1.1853411
True,-1,310.8009398052026,389.91803,32.09090909090909,1.351192,0.12652501,0.122835636,0.45246515,415.48242,11,8642.461428165436,209.89835,4182,46002,1.8368964,100.90259,0.26208445,220.33405,52.999443,9.999999,[-2.021  0.247 -1.84  -0.401 -4.978],310.80096,166.8142,1346070,,0.02382586,180.01968,5.988362,-3.560322,101300.086,1.391775,5.6627116,9.999999,4.9771166
True,-1,388.0761936904207,629.91156,39.81818181818182,0.36342987,0.11536115,0.03303908,0.1807851,518.5144,11,8645.194232702255,229.88887,4183,46013,1.37578,158.18732,0.56294143,245.67734,137.1142,10.0,[-2.023  0.247 -1.844 -0.405 -4.979],388.07617,155.46594,1346508,,0.051176496,400.0227,7.9954643,-3.5605521,141156.0,1.2689724,10.166139,10.0,1.988636
True,-1,403.53399915936103,569.9126,41.36363636363637,0.48959,0.105057046,0.04450818,0.22549953,454.8288,11,8647.904779672623,219.88962,4184,46024,1.1435843,183.64438,0.4319794,229.77225,134.39258,10.0,[-2.022  0.248 -1.845 -0.406 -4.98 ],403.534,193.07985,1346963,,0.039270855,350.02298,9.61888,-3.5638633,99784.336,1.1556275,9.3261,10.0,2.4804947
True,-1,291.7174458541193,369.89767,30.181818181818183,2.2287776,0.16228977,0.20261614,0.6010775,533.0979,11,8650.262003421783,209.9017,4185,46035,3.3101387,81.81574,0.12220879,284.58212,59.522343,9.999999,[-2.023  0.25  -1.845 -0.405 -4.983],291.71744,155.1237,1347295,,0.01110989,159.99597,3.3231237,-3.5623991,232842.78,1.7851876,4.2990394,9.999999,6.611852
True,-1,309.89196376449746,439.9071,32.0,9.2343445,0.31643155,0.8394859,2.9630156,1068.4037,11,8652.744271755219,199.90758,4186,46046,14.396375,109.98438,0.057293907,452.04028,67.56108,10.0,[-2.019  0.253 -1.846 -0.405 -4.981],309.89197,147.44551,1347647,,0.005208537,239.99953,0.76408124,-3.5612776,1480678.1,3.4807472,1.3684503,10.0,32.59317
True,-1,272.61956868192755,389.9095,28.272727272727273,0.10433315,0.091396645,0.009484832,0.11395559,277.06192,11,8654.590136051178,209.90039,4187,46057,1.017509,62.719177,0.841862,131.82326,65.24205,10.0,[-2.016  0.256 -1.847 -0.411 -4.98 ],272.61957,128.63596,1347958,,0.076532915,180.0091,10.810716,-3.5610402,54843.387,1.0053631,10.882796,10.0,1.2535114
True,-1,366.262016747874,739.9143,37.63636363636363,0.7811128,0.12008595,0.071010254,0.27598494,538.1445,11,8656.466963291168,209.9053,4188,46068,1.6033344,156.35672,0.21898629,192.17099,136.47351,10.0,[-2.017  0.255 -1.848 -0.411 -4.98 ],366.26202,93.03055,1348372,,0.019907845,530.00903,6.860702,-3.5601404,167625.2,1.3209453,8.150143,10.0,3.0358343
True,-1,367.1757843575743,529.90643,37.72727272727273,2.6672873,0.15671243,0.2424807,0.9051809,578.906,11,8658.616855621338,209.90158,4189,46079,3.1065874,157.27422,0.09500545,234.00833,121.81627,10.0,[-2.015  0.255 -1.848 -0.414 -4.979],367.17578,171.49487,1348787,,0.008636859,320.00485,3.5408628,-3.5594091,305027.94,1.7238365,3.2408907,10.0,9.956989
True,-1,336.2674068939499,559.902,34.63636363636363,0.16745481,0.09620977,0.015223166,0.11904107,361.50427,11,8660.539899110794,199.91254,4190,46090,1.075438,136.35487,0.7728057,147.08986,119.79202,10.0,[-2.016  0.254 -1.852 -0.419 -4.978],336.2674,129.50992,1349168,,0.07025506,359.98944,10.228391,-3.5597947,72378.46,1.0583075,10.731326,10.0,1.3094517
True,-1,323.5275172100784,509.91324,33.36363636363637,1.3379983,0.16222122,0.12163621,0.42886043,566.834,11,8662.545506954193,249.91135,4191,46101,2.398559,73.61616,0.06181645,275.21164,68.799835,9.999999,[-2.015  0.253 -1.852 -0.419 -4.979],323.5275,135.22958,1349535,,0.0056196772,260.0019,4.5860868,-3.5607667,233406.95,1.7844334,7.041238,9.999999,4.7174644
True,-1,288.07050115543626,399.9124,29.818181818181817,18.84804,0.58877873,1.7134582,6.0053906,1410.1847,11,8664.480735778809,179.90787,4192,46112,24.459007,108.16263,0.0044934214,679.8304,59.2143,9.999998,[-2.015  0.257 -1.852 -0.419 -4.98 ],288.0705,140.39305,1349863,,0.00040849287,220.00455,0.44973207,-3.5581057,1830785.2,6.476567,1.1616601,9.999998,66.059296
True,-1,298.9757478921831,489.88263,30.90909090909091,0.43989286,0.10206259,0.03999026,0.17950511,348.10187,11,8667.65461397171,219.90248,4193,46123,1.2147412,79.073265,0.64451766,148.72113,83.17579,10.0,[-2.015  0.262 -1.852 -0.416 -4.977],298.97574,118.074585,1350203,,0.058592517,269.98016,9.055427,-3.5590003,84381.375,1.1226884,9.535998,10.0,1.9745561
True,-1,283.534026439641,409.90643,29.363636363636363,1.2895697,0.13744159,0.11723363,0.44593215,413.79108,11,8669.124745845795,189.91809,4194,46134,1.8949013,93.615944,0.12763366,205.42487,65.955475,9.999999,[-2.015  0.264 -1.853 -0.417 -4.978],283.53403,132.16605,1350526,,0.01160306,219.98834,5.805052,-3.559671,104699.914,1.5118575,6.3673663,9.999999,4.9052534
True,-1,342.6234917974179,499.8946,35.27272727272727,0.4011148,0.098664284,0.03646498,0.17309561,391.7392,11,8672.05847978592,199.91078,4195,46145,1.1879994,142.7127,0.4530073,190.53555,102.35006,10.0,[-2.015  0.263 -1.855 -0.42  -4.979],342.6235,158.02519,1350914,,0.041182484,299.98383,9.259264,-3.559958,74817.35,1.085307,9.678035,10.0,1.9040517
True,-1,322.6213619938518,469.90833,33.27272727272727,1.2046316,0.15427329,0.109511964,0.38646707,585.36096,11,8674.514607906342,239.88675,4196,46156,2.3316858,82.73462,0.113230795,320.3905,71.369705,10.0,[-2.016  0.262 -1.856 -0.42  -4.979],322.62137,149.09622,1351280,,0.010293709,230.02158,4.7176166,-3.5581822,224257.28,1.6970061,7.314331,10.0,4.2511377
