OptimizationReturnMean,LearnableVariance,TimestepsSoFar,StdIW,OptimizationReturnMin,ReturnMeanIW,EpLenMean,ReturnStepMax,InitialReturnStd,EpThisIter,Bound,MeanIWNorm,J_sample_variance,ReturnStepMaxmin,ESSClassic,OptimizationReturnMax,MeanIW,InitialReturnMin,MaxIWNorm,Iteration,MinIWNorm,InitialBound,InitialReturnMean,InitialReturnMax,MaxIW,TimeElapsed,ESSRenyi,EpisodesSoFar,VarianceInit,Weights,MeanEntropy,EpRewMean,MinIW,EmpiricalD2,StdIWNorm
170.15187,True,3351688,1.150123,,1513.1787,109.0,10.0,92.893234,11,862.75146,0.12838942,1888976.9,10.0,6.6137547,330.22888,1.4122838,909.6376,0.32496262,2547,0.016175877,621.9384,1079.7894,1239.8665,3.5745885,10703.213765859604,5.450592,28017,-1,[-1.029  1.646 -1.209 -2.489 -3.607],-2.1920145,1079.7894452720075,0.17793465,2.0181293,0.10455665
257.35858,True,3353104,0.2838986,,1373.1064,128.72727272727272,10.0,241.05057,11,692.0601,0.09563332,1395290.0,10.0,10.253233,730.1678,1.0519664,1019.7613,0.14760347,2548,0.047479372,630.9158,1277.1199,1749.9291,1.623638,10707.05284523964,9.9032755,28028,-1,[-1.026  1.643 -1.212 -2.493 -3.611],-2.1916187,1277.1198774700292,0.52227306,1.1107436,0.025808966
303.76306,True,3354505,3.3760345,,2403.9763,127.36363636363636,10.0,256.3413,11,943.82495,0.15544088,6658897.5,10.0,2.2455838,890.2122,1.7098496,959.7194,1.110813,2549,0.0079419995,580.3499,1263.4824,1849.9316,12.218943,10710.029341936111,2.4077246,28039,-1,[-1.027  1.642 -1.211 -2.493 -3.611],-2.1878245,1263.482480119774,0.08736199,4.568629,0.30691224
220.1149,True,3355847,0.82069594,,1506.4609,122.0,10.0,197.264,11,793.1574,0.116599515,1813031.9,10.0,7.8045435,680.19336,1.2825947,989.73193,0.32093412,2550,0.048600577,593.18616,1209.8468,1669.9253,3.530275,10712.079434871674,8.221227,28050,-1,[-1.029  1.641 -1.21  -2.492 -3.607],-2.1879802,1209.8468523025758,0.53460634,1.3379998,0.07460872
326.50168,True,3357273,0.19794388,,1370.2861,129.63636363636363,10.0,256.8694,11,683.8177,0.09692571,1224030.0,10.0,10.633482,860.2146,1.066183,959.71277,0.12251314,2551,0.05673788,614.16174,1286.2145,1819.9274,1.3476444,10715.75957608223,10.542855,28061,-1,[-1.028  1.637 -1.21  -2.494 -3.607],-2.1894445,1286.2144162533923,0.62411666,1.0433606,0.0179949
283.77246,True,3358696,0.04112885,,1345.259,129.36363636363637,10.0,255.05418,11,672.12054,0.09541559,1289121.4,10.0,10.983136,820.2136,1.0495716,999.7197,0.10231052,2552,0.09072294,611.43726,1283.4923,1819.9333,1.1254157,10718.526804208755,10.964617,28072,-1,[-1.029  1.639 -1.21  -2.492 -3.608],-2.186513,1283.492199860813,0.9979523,1.003227,0.0037389863
407.47714,True,3360178,0.06415127,,1367.7257,134.72727272727272,10.0,361.11566,11,596.18036,0.093681596,1154536.5,10.0,10.957536,1150.296,1.0304974,929.6371,0.10634881,2553,0.08404106,569.0481,1337.1144,2079.933,1.1698369,10721.536278486252,10.901018,28083,-1,[-1.029  1.639 -1.208 -2.493 -3.605],-2.1848123,1337.1142207858486,0.92445165,1.00908,0.005831934
444.70703,True,3361712,0.08308841,,1433.796,139.45454545454547,10.0,362.15985,11,645.13184,0.09346359,1218170.6,10.0,10.92862,1180.23,1.0280995,939.7032,0.10767262,2554,0.08172935,601.573,1384.4102,2119.933,1.1843988,10724.387889623642,10.838056,28094,-1,[-1.029  1.639 -1.207 -2.491 -3.604],-2.182505,1384.410157568707,0.8990228,1.0149422,0.0075534913
1107.1145,True,3362941,3.8561862,,3093.5635,111.72727272727273,10.0,422.41708,11,1503.3217,0.22915389,27148122.0,10.0,3.2930932,1789.9282,2.5206928,,1.166124,2555,0.003099954,446.1397,1107.1145,1789.9282,12.827364,10726.203294038773,1.9003612,28105,-1,[-1.027  1.636 -1.213 -2.486 -3.601],-2.181643,1107.1144265565572,0.034099493,5.7883735,0.3505624
360.1689,True,3364415,0.28213108,,1416.5559,134.0,10.0,252.65059,11,748.93823,0.09823524,1298577.9,10.0,10.298004,770.22974,1.0805876,969.69824,0.15001644,2556,0.0507624,687.3562,1329.8672,1739.928,1.6501808,10729.725882053375,10.188215,28116,-1,[-1.031  1.636 -1.213 -2.485 -3.601],-2.1825032,1329.8671341005388,0.5583864,1.0796788,0.025648281
295.68384,True,3365774,1.2147839,,2018.9165,123.54545454545455,10.0,208.14935,11,1225.2974,0.1535686,2813887.8,10.0,7.250486,760.32007,1.6892544,929.615,0.44674397,2557,0.0072803274,601.24896,1225.2988,1689.935,4.9141836,10732.53371334076,6.801538,28127,-1,[-1.031  1.637 -1.215 -2.484 -3.601],-2.1820066,1225.2988440545414,0.0800836,1.6172813,0.11043491
325.5548,True,3367265,0.28082335,,1453.3145,135.54545454545453,10.0,313.34818,11,650.6399,0.10069564,1526086.5,10.0,10.335649,1100.172,1.107652,1019.7572,0.1454663,2558,0.065493025,562.47626,1345.312,2119.9292,1.6001292,10734.874547481537,10.46297,28138,-1,[-1.029  1.633 -1.215 -2.488 -3.601],-2.1822844,1345.3120147083048,0.7204232,1.0513268,0.025529392
386.4561,True,3368812,0.097656615,,1428.7241,140.63636363636363,10.0,386.77448,11,620.29114,0.09331023,1351719.0,10.0,10.901318,1170.1426,1.0264125,1009.7906,0.1094257,2559,0.08032971,591.25305,1396.2467,2179.933,1.2036827,10737.827074050903,10.906604,28149,-1,[-1.03   1.635 -1.214 -2.487 -3.601],-2.1825051,1396.2466605263837,0.88362676,1.0085633,0.008877873
306.4321,True,3370337,0.42928436,,1700.9247,138.63636363636363,10.0,307.2015,11,926.5829,0.11214927,2089686.6,10.0,9.811869,900.11633,1.2336419,1069.8091,0.21115187,2560,0.064644545,648.79816,1376.2411,1969.9254,2.3226705,10741.040452957153,9.707903,28160,-1,[-1.029  1.634 -1.215 -2.487 -3.601],-2.1844583,1376.2411982678889,0.71108997,1.1330974,0.039025854
280.08313,True,3371855,0.62771416,,1646.8384,138.0,10.0,201.57776,11,962.4866,0.11193479,2051292.2,10.0,8.730844,630.1212,1.2312827,1089.8022,0.23552068,2561,0.04600713,734.76154,1369.8853,1719.9235,2.5907273,10744.64854502678,9.474378,28171,-1,[-1.031  1.636 -1.214 -2.484 -3.603],-2.1840723,1369.8853700655438,0.5060784,1.1610261,0.05706492
1210.7838,True,3373198,1.0076551,,1480.2693,122.0909090909091,10.0,479.83514,11,641.2287,0.114746355,1402481.8,10.0,6.7182775,2079.9329,1.2622099,,0.39599466,2562,0.058674414,442.71783,1210.7838,2079.9329,4.3559413,10747.661876916885,9.217729,28182,-1,[-1.033  1.64  -1.215 -2.482 -3.603],-2.1832588,1210.7838621006251,0.6454185,1.1933526,0.091605015
534.71893,True,3374864,0.26717466,,1640.4208,151.45454545454547,10.0,464.6716,11,790.5159,0.10135928,1536920.6,10.0,10.402658,1280.2383,1.1149521,969.6897,0.17176962,2563,0.07652566,673.5676,1504.4086,2249.928,1.8894658,10751.646068572998,10.512062,28193,-1,[-1.03   1.637 -1.214 -2.484 -3.602],-2.1859465,1504.4086562263872,0.8417822,1.046417,0.024288606
306.53415,True,3376235,23.694834,,12237.264,124.63636363636364,10.0,260.67664,11,4498.3564,0.7307753,301156700.0,10.0,1.1353444,910.27576,8.038528,929.6566,7.5404067,2564,0.0028271272,556.75073,1236.1907,1839.9324,82.94447,10755.238976716995,0.08478827,28204,-1,[-1.031  1.639 -1.213 -2.483 -3.605],-2.1727288,1236.1907156298391,0.0310984,129.73492,2.1540759
397.4243,True,3377761,0.12956262,,1470.1367,138.72727272727272,10.0,290.61642,11,755.6798,0.098860495,1332256.6,10.0,10.846044,890.2224,1.0874654,979.7107,0.12575015,2565,0.086669534,686.61646,1377.1349,1869.9331,1.3832517,10759.512300252914,10.275226,28215,-1,[-1.02   1.629 -1.179 -2.453 -3.592],-2.171915,1377.1349803282355,0.95336485,1.0705361,0.01177842
291.03317,True,3379159,0.18950845,,1355.2303,127.0909090909091,10.0,245.10457,11,643.5124,0.09766383,1261071.5,10.0,10.668039,890.2213,1.0743021,969.7125,0.12598361,2566,0.06972045,573.9197,1260.7456,1859.9338,1.3858197,10762.62069272995,10.24402,28226,-1,[-1.022  1.632 -1.179 -2.452 -3.591],-2.1731272,1260.7456708664236,0.76692486,1.0737971,0.01722804
651.95233,True,3381020,0.14111908,,1823.7379,169.1818181818182,10.0,811.6931,11,339.86597,0.09864972,2155664.5,10.0,10.8170595,2930.1794,1.0851468,1029.7507,0.12761326,2567,0.077359855,219.40198,1681.7031,3959.9302,1.4037459,10766.077399253845,10.682516,28237,-1,[-1.021  1.631 -1.178 -2.452 -3.592],-2.1746833,1681.7029877835628,0.85095835,1.02972,0.012829006
225.56099,True,3382401,3.529819,,2479.4724,125.54545454545455,10.0,214.08922,11,1087.346,0.17478718,5721960.0,10.0,2.5168474,560.1874,1.9226589,1019.73926,1.0775715,2568,0.0068471506,661.8737,1245.3003,1579.9266,11.853287,10769.052319049835,1.9320028,28248,-1,[-1.021  1.632 -1.178 -2.45  -3.594],-2.1764817,1245.3002414698196,0.07531866,5.6935735,0.32089266
194.65572,True,3383825,0.123425856,,1321.4613,129.45454545454547,10.0,215.03989,11,633.2692,0.09370626,1437336.0,10.0,10.844513,760.1798,1.0307689,1089.7493,0.118796885,2569,0.07961831,601.27344,1284.405,1849.9291,1.3067657,10773.194079637527,10.838823,28259,-1,[-1.018  1.634 -1.178 -2.452 -3.595],-2.1769683,1284.4050066241073,0.8758014,1.0148703,0.011220532
318.3245,True,3385308,0.29394057,,1470.272,134.8181818181818,10.0,257.5561,11,758.88715,0.09767013,1470884.0,10.0,10.233953,790.2104,1.0743715,1019.7198,0.1481279,2570,0.07072864,669.6833,1338.0443,1809.9302,1.6294068,10775.19271683693,9.709698,28270,-1,[-1.018  1.633 -1.179 -2.454 -3.596],-2.177402,1338.0442734669252,0.778015,1.132888,0.026721872
423.73557,True,3387028,0.5061049,,1803.2007,156.36363636363637,10.0,305.02673,11,885.78827,0.10667825,2039840.0,10.0,9.274768,1100.1299,1.1734607,1129.8032,0.20387247,2571,0.042454697,730.0815,1553.539,2229.933,2.242597,10778.872204303741,8.862285,28281,-1,[-1.017  1.634 -1.178 -2.453 -3.596],-2.1774588,1553.5388308967529,0.46700165,1.2412149,0.046009537
284.6549,True,3388485,1.3645358,,2034.326,132.45454545454547,10.0,287.31302,11,1013.4848,0.14939184,3256587.2,10.0,6.5108232,980.18713,1.6433102,1029.7461,0.43478155,2572,0.031401534,572.18396,1314.401,2009.9332,4.782597,10782.258585453033,5.814844,28292,-1,[-1.017  1.635 -1.178 -2.452 -3.596],-2.1724832,1314.4009934667092,0.34541684,1.8917103,0.12404871
431.9913,True,3390027,51.168316,,20737.115,140.1818181818182,10.0,509.30606,11,8723.137,1.5104554,522489760.0,10.0,1.049197,1930.2535,16.615007,959.6715,16.217594,2573,0.00011663243,324.4873,1391.6628,2889.925,178.39352,10785.213839530945,0.08679421,28303,-1,[-1.021  1.642 -1.182 -2.449 -3.591],-2.1723967,1391.6628021032475,0.0012829567,126.736565,4.651665
286.51794,True,3391431,0.2926058,,1360.9999,127.63636363636364,10.0,239.6844,11,634.33167,0.098573335,1295721.1,10.0,10.253334,900.2344,1.0843067,979.69495,0.14528222,2574,0.06110107,572.003,1266.2129,1879.9293,1.5981045,10789.09342956543,10.039266,28314,-1,[-1.016  1.645 -1.183 -2.45  -3.591],-2.1712744,1266.2129256165533,0.67211175,1.0956976,0.026600527
358.34274,True,3392914,0.2989786,,1438.9153,134.8181818181818,10.0,264.64517,11,742.8472,0.09975385,1336137.9,10.0,10.239803,830.23694,1.0972924,979.68933,0.16771954,2575,0.06779388,669.67255,1338.0321,1809.9263,1.8449149,10792.12947845459,10.141673,28325,-1,[-1.017  1.645 -1.184 -2.45  -3.59 ],-2.1726902,1338.0319791959673,0.7457327,1.0846337,0.027179874
281.94147,True,3394357,1.6401249,,1929.9891,131.1818181818182,10.0,204.72078,11,970.5316,0.14213632,2880562.5,10.0,5.237048,740.19476,1.5634995,1019.7332,0.5610124,2576,0.018876482,651.7782,1301.6747,1759.928,6.1711364,10795.618988990784,5.0469565,28336,-1,[-1.018  1.647 -1.183 -2.449 -3.592],-2.1728518,1301.6746910118625,0.2076413,2.1795313,0.14910226
240.14671,True,3395710,1.4987224,,1656.0599,123.0,10.0,200.44965,11,826.4736,0.12849683,2176477.2,10.0,5.17824,620.2523,1.4134651,979.672,0.5291684,2577,0.013262279,629.0075,1219.8187,1599.9243,5.8208523,10798.886389017105,5.579136,28347,-1,[-1.014  1.643 -1.183 -2.454 -3.592],-2.1677346,1219.8186715119375,0.14588507,1.9716315,0.1362475
301.95053,True,3397131,3.4946082,,2835.8147,129.1818181818182,10.0,314.8648,11,1311.7228,0.20157455,6871203.5,10.0,3.15735,930.2498,2.2173202,979.68475,1.1021916,2578,0.0046267286,576.34515,1281.6353,1909.9346,12.124107,10802.77752494812,2.355624,28358,-1,[-1.009  1.637 -1.179 -2.456 -3.587],-2.166292,1281.635310443442,0.050894015,4.669676,0.31769165
455.58487,True,3398798,20.136925,,11933.9,151.54545454545453,10.0,547.34985,11,5564.7744,0.7517844,177826420.0,10.0,1.5874276,1810.1873,8.269628,1049.742,6.430036,2579,0.00032312842,449.2279,1505.3267,2859.9292,70.73039,10806.326301574707,0.30244207,28369,-1,[-1.013  1.638 -1.18  -2.455 -3.585],-2.1672022,1505.3268184104052,0.0035544126,36.3706,1.8306296
188.27394,True,3400226,2.1625278,,1962.4282,129.8181818181818,10.0,178.20212,11,893.46594,0.14258565,3430169.8,10.0,3.7917721,660.15625,1.5684422,1099.7783,0.74363995,2580,0.012533608,638.15344,1288.0522,1759.9346,8.180039,10809.70831823349,4.065927,28380,-1,[-1.01   1.641 -1.18  -2.454 -3.586],-2.1685379,1288.0522572277641,0.13786969,2.7054102,0.19659345
245.58954,True,3401585,0.54082423,,1358.488,123.54545454545455,10.0,263.5177,11,597.3208,0.102599494,1429316.4,10.0,8.94575,930.2495,1.1285943,979.6853,0.24054334,2581,0.060321912,519.98474,1225.2749,1909.9348,2.6459765,10812.140435934067,9.444265,28391,-1,[-1.012  1.639 -1.179 -2.454 -3.587],-2.1690593,1225.2748419383336,0.663541,1.1647279,0.049165837
631.9434,True,3403446,0.12691231,,1792.5088,169.1818181818182,10.0,709.16046,11,580.1753,0.09905388,1961984.9,10.0,10.85276,2170.1846,1.0895927,1049.7491,0.11776154,2582,0.08056728,492.65332,1681.6925,3219.9336,1.2953769,10816.132513523102,10.5813465,28402,-1,[-1.012  1.641 -1.18  -2.452 -3.588],-2.1683352,1681.6925609052282,0.88624,1.0395652,0.011537483
271.94238,True,3404878,1.0668913,,2466.9998,130.1818181818182,10.0,279.17712,11,1419.6318,0.17652632,4549569.5,10.0,8.449311,980.2191,1.9417896,1019.71924,0.3276371,2583,0.033994764,553.13544,1291.6616,1999.9384,3.604008,10819.028613328934,5.469226,28413,-1,[-1.011  1.641 -1.178 -2.454 -3.587],-2.1956873,1291.6616354905136,0.37394238,2.0112536,0.09699012
1428.0562,True,3406460,0.091176234,,1506.1223,143.8181818181818,10.0,682.99225,11,484.39465,0.097646005,434212.9,10.0,10.921306,2709.933,1.0741061,,0.11207877,2584,0.08263528,427.34717,1428.0562,2709.933,1.2328664,10822.234787464142,10.552081,28424,-1,[-1.012  1.645 -1.183 -2.455 -3.615],-2.1964216,1428.0561896730865,0.90898806,1.0424484,0.008288749
190.09975,True,3407780,143.00372,,51647.89,120.0,10.0,107.249794,11,41935.586,4.151556,2672534000.0,10.0,1.0179622,400.16907,45.667118,999.73694,45.261646,2585,0.002111568,672.88715,1189.8367,1399.906,497.8781,10825.344769954681,0.031163372,28435,-1,[-1.011  1.644 -1.184 -2.456 -3.615],-2.1964028,1189.8366538986643,0.023227248,352.9785,13.000339
284.67126,True,3409248,1.3528267,,2049.7249,133.45454545454547,10.0,301.9164,11,939.9264,0.13355064,3870277.8,10.0,5.95231,1070.2177,1.469057,1039.7155,0.4197184,2586,0.02839633,545.2423,1324.3867,2109.933,4.6169024,10828.583669900894,5.421761,28446,-1,[-1.021  1.654 -1.182 -2.445 -3.615],-2.1945698,1324.3867060148439,0.31235963,2.028861,0.12298425
271.87695,True,3410823,0.19645695,,1488.988,143.1818181818182,10.0,274.0156,11,711.456,0.096938245,1717750.0,10.0,10.638874,890.1033,1.0663205,1149.8362,0.12696074,2587,0.06222921,668.4156,1421.713,2039.9395,1.3965681,10831.888396024704,10.32498,28457,-1,[-1.019  1.654 -1.189 -2.446 -3.613],-2.1946614,1421.7131237548756,0.68452126,1.0653774,0.017859723
382.8625,True,3412366,0.23011915,,1460.6313,140.27272727272728,10.0,431.8122,11,472.20587,0.09678119,1469598.2,10.0,10.50898,1630.2162,1.0645931,1009.7235,0.15577288,2588,0.06972625,417.72363,1392.5859,2639.9397,1.7135017,10834.783930778503,10.700188,28468,-1,[-1.019  1.652 -1.19  -2.447 -3.614],-2.1942952,1392.5859985092407,0.76698875,1.0280193,0.020919923
265.5395,True,3413824,23.740286,,9224.34,132.54545454545453,10.0,319.59036,11,4221.2363,0.75419676,84552510.0,10.0,1.1971172,1070.1838,8.2961645,1049.7498,7.5654488,2589,0.0009383946,532.45197,1315.2892,2119.9336,83.21993,10838.137211084366,0.26931265,28479,-1,[-1.018  1.651 -1.19  -2.448 -3.613],-2.1936367,1315.2892203995596,0.01032234,40.844723,2.158208
257.39212,True,3415306,0.608479,,1644.5513,134.72727272727272,10.0,253.93219,11,875.0563,0.11367988,2105353.2,10.0,8.894089,760.18933,1.2504786,1079.7395,0.24769208,2590,0.05381058,657.693,1337.1317,1839.9288,2.7246127,10841.5704267025,8.575939,28490,-1,[-1.012  1.65  -1.189 -2.451 -3.613],-2.1939726,1337.1315709504977,0.5919164,1.2826583,0.055316277
241.89961,True,3416716,3.1628408,,2678.4092,128.1818181818182,10.0,307.12952,11,1300.0427,0.18568482,7105801.5,10.0,3.2373695,1070.207,2.042533,1029.7329,1.0271739,2591,0.026873996,496.17834,1271.6327,2099.94,11.298912,10843.55000114441,3.4815736,28501,-1,[-1.015  1.653 -1.189 -2.449 -3.613],-2.1947029,1271.6325636858198,0.29561394,3.1594908,0.28753102
283.8208,True,3418106,0.3321423,,1388.8689,126.36363636363636,10.0,190.836,11,792.1164,0.10085168,1337473.2,10.0,10.095087,530.276,1.1093684,969.6471,0.15397231,2592,0.05291479,699.5847,1253.4679,1499.9231,1.6936954,10847.379920721054,9.476343,28512,-1,[-1.011  1.65  -1.19  -2.453 -3.614],-2.1951897,1253.4678927580198,0.58206266,1.1607853,0.030194754
369.17697,True,3419733,0.3465558,,1668.5515,147.9090909090909,10.0,379.9841,11,754.2472,0.10478752,1977147.9,10.0,10.088094,1220.1377,1.1526628,1099.7942,0.17548206,2593,0.06799308,612.2796,1468.9712,2319.932,1.9303026,10850.669060468674,9.6574,28523,-1,[-1.01   1.65  -1.19  -2.454 -3.614],-2.1933587,1468.9711199478854,0.7479239,1.139023,0.031505074
351.02933,True,3421219,0.16630748,,1486.731,135.0909090909091,10.0,432.073,11,562.74506,0.10052976,1584202.2,10.0,10.756707,1430.2363,1.1058273,989.6973,0.12160319,2594,0.07730525,447.10687,1340.7267,2419.9336,1.337635,10854.20019698143,10.288865,28534,-1,[-1.009  1.648 -1.19  -2.456 -3.612],-2.1875105,1340.7266597499518,0.8503577,1.069117,0.0151188625
304.6281,True,3422709,0.4704143,,1701.404,135.45454545454547,10.0,434.2548,11,638.71326,0.11705434,2163107.8,10.0,9.704667,1580.1735,1.2875977,1039.7631,0.17538808,2595,0.040175647,376.9156,1344.3911,2619.9365,1.9292688,10857.446834802628,9.117147,28545,-1,[-1.009  1.648 -1.192 -2.457 -3.606],-2.1877544,1344.391136380738,0.4419321,1.2065177,0.04276494
260.18234,True,3424062,0.38146654,,1351.6936,123.0,10.0,195.21347,11,728.1934,0.10194073,1330345.2,10.0,9.859048,660.28485,1.1213479,959.64484,0.18446797,2596,0.061664615,621.6285,1219.8273,1619.9297,2.0291476,10860.131355285645,10.125359,28556,-1,[-1.007  1.645 -1.193 -2.46  -3.607],-2.1862402,1219.8272112903257,0.67831075,1.0863813,0.03467878
255.53539,True,3425597,5.234442,,3385.7478,139.54545454545453,10.0,258.2609,11,1139.8611,0.21147555,11718481.0,10.0,1.8141881,900.1315,2.3262308,1129.8009,1.6690559,2597,0.0014782468,635.73425,1385.3363,2029.9324,18.359615,10863.49889421463,1.2254022,28567,-1,[-1.006  1.644 -1.191 -2.462 -3.605],-2.1855488,1385.3362861190021,0.016260713,8.9766445,0.47585833
331.95816,True,3427084,0.087574326,,1381.1982,135.1818181818182,10.0,249.38287,11,679.98755,0.09413266,1260511.0,10.0,10.921876,870.215,1.0354592,1009.7181,0.107799135,2598,0.08071985,647.46497,1341.6763,1879.9331,1.1857904,10867.076294183731,10.781495,28578,-1,[-1.011  1.645 -1.191 -2.456 -3.604],-2.189334,1341.6762340617124,0.88791835,1.0202667,0.007961304
298.34787,True,3428501,0.54315096,,1493.6084,128.8181818181818,10.0,324.15198,11,600.31195,0.11000283,1660333.9,10.0,9.155318,1220.2747,1.2100312,979.66016,0.2068355,2599,0.050821763,465.6283,1278.0079,2199.9348,2.2751904,10870.308344841003,9.09745,28589,-1,[-1.01   1.645 -1.191 -2.457 -3.608],-2.1898293,1278.0079913778984,0.55903935,1.20913,0.049377367
190.12311,True,3429821,83.832306,,31542.12,120.0,10.0,201.83147,11,17938.465,2.4913375,999565760.0,10.0,1.0620046,690.2445,27.404713,999.6835,26.59061,2600,0.008549205,565.7594,1189.8065,1689.928,292.4967,10873.02688217163,0.023148164,28600,-1,[-1.008  1.643 -1.192 -2.459 -3.609],-2.1891758,1189.8065578358398,0.09404125,475.19968,7.6211195
381.96396,True,3431374,1.1708777,,2059.624,141.1818181818182,10.0,479.39508,11,699.8595,0.14388962,3031606.2,10.0,7.109429,1700.2457,1.5827858,1019.6918,0.417992,2601,0.01609355,397.25232,1401.6558,2719.9375,4.597912,10876.767100095749,6.0018024,28611,-1,[-1.016  1.653 -1.188 -2.446 -3.608],-2.1881077,1401.6557013138342,0.17702904,1.8327827,0.10644343
468.34903,True,3433033,0.1050775,,1564.2012,150.8181818181818,10.0,476.33618,11,599.42487,0.094309255,1539452.9,10.0,10.888292,1570.2466,1.0374018,1029.6892,0.10534155,2602,0.07529494,537.9484,1498.0383,2599.9358,1.1587571,10880.354626655579,10.893394,28622,-1,[-1.016  1.65  -1.189 -2.448 -3.607],-2.1910393,1498.0382531926216,0.8282443,1.0097862,0.0095525
402.8615,True,3434565,0.9402799,,2099.0466,139.27272727272728,10.0,540.548,11,756.1206,0.12314987,5747767.5,10.0,7.4234376,1970.2347,1.3546486,979.69934,0.3065508,2603,0.03390683,293.2256,1382.5609,2949.934,3.3720589,10883.262412309647,7.237886,28633,-1,[-1.016  1.65  -1.189 -2.449 -3.61 ],-2.1861598,1382.5608624449828,0.3729751,1.5197808,0.08547999
451.0889,True,3436161,0.10326217,,1476.7595,145.0909090909091,10.0,524.44403,11,396.67627,0.09279611,1449226.2,10.0,10.88857,1920.2557,1.0207572,989.6776,0.105450414,2604,0.06981772,366.2025,1440.7665,2909.9333,1.1599545,10886.991547107697,10.887868,28644,-1,[-1.014  1.648 -1.191 -2.452 -3.605],-2.1857502,1440.7664992825923,0.7679949,1.0102988,0.009387471
303.7872,True,3437617,0.056420498,,1363.2355,132.36363636363637,10.0,224.04251,11,676.9155,0.094715506,1273612.8,10.0,10.967837,840.2214,1.0418706,1009.71027,0.103832096,2605,0.08715097,630.36505,1313.4976,1849.9316,1.142153,10888.820946455002,10.898065,28655,-1,[-1.013  1.648 -1.192 -2.453 -3.605],-2.1882348,1313.4974527688098,0.95866066,1.0093535,0.0051291375
261.93082,True,3439049,0.26216835,,1395.0935,130.1818181818182,10.0,316.79065,11,559.07416,0.09979584,1522750.9,10.0,10.406456,1160.2026,1.0977542,1029.7295,0.14819534,2606,0.05877908,482.97437,1291.6603,2189.9321,1.6301486,10892.54058432579,10.292478,28666,-1,[-1.014  1.649 -1.189 -2.454 -3.607],-2.1898506,1291.660285486638,0.64656985,1.0687417,0.023833487
251.00555,True,3440524,0.19038557,,1416.0304,134.0909090909091,10.0,164.82773,11,777.8274,0.09732921,1498991.0,10.0,10.662815,590.1543,1.0706213,1079.783,0.13646574,2607,0.08237511,714.1234,1330.7886,1669.9373,1.5011231,10895.431871175766,10.2700815,28677,-1,[-1.013  1.648 -1.192 -2.457 -3.609],-2.1898215,1330.7885163412477,0.90612614,1.0710723,0.017307779
415.62015,True,3442059,0.12015307,,1493.1239,139.54545454545453,10.0,334.38773,11,695.5535,0.09764242,1345052.0,10.0,10.864043,1160.2408,1.0740666,969.6908,0.114337556,2608,0.07909601,598.7817,1385.3109,2129.9316,1.2577131,10898.20418381691,10.697557,28688,-1,[-1.012  1.646 -1.192 -2.458 -3.609],-2.1927493,1385.3109606042863,0.8700561,1.0282722,0.010923006
255.5791,True,3443473,0.4495618,,1441.8156,128.54545454545453,10.0,248.52402,11,682.6888,0.09856091,1507560.0,10.0,9.386123,840.2214,1.0841699,1019.70795,0.15983754,2609,0.028905116,588.4627,1275.287,1859.9293,1.7582129,10901.049411058426,9.004416,28699,-1,[-1.011  1.646 -1.191 -2.458 -3.612],-2.1928608,1275.2870502247647,0.31795627,1.2216227,0.040869255
208.27832,True,3444846,1.964154,,2277.6953,124.81818181818181,10.0,200.73628,11,1192.1251,0.17435311,4382577.0,10.0,5.368911,690.1957,1.9178841,1029.739,0.61775,2610,0.0022890752,602.88934,1238.0173,1719.9347,6.7952495,10903.888966560364,3.7652977,28710,-1,[-1.013  1.647 -1.191 -2.458 -3.612],-2.1926355,1238.017306887927,0.025179826,2.9214158,0.17855947
205.54176,True,3446183,0.81205726,,1483.7035,121.54545454545455,10.0,235.43066,11,729.8913,0.116663955,1900974.4,10.0,7.8547935,670.22266,1.2833034,999.71594,0.27297363,2611,0.027968787,588.5921,1205.2577,1669.9386,3.0027099,10907.166500329971,7.361494,28721,-1,[-1.014  1.644 -1.19  -2.459 -3.612],-2.193154,1205.2576745942586,0.30765665,1.4942619,0.07382338
387.36856,True,3447709,0.5136535,,1584.7324,138.72727272727272,10.0,467.224,11,546.5853,0.10156289,1750366.9,10.0,9.080477,1570.2009,1.1171917,989.7351,0.2150657,2612,0.048033677,431.78473,1377.1036,2559.936,2.3657227,10910.168384313583,9.120774,28732,-1,[-1.015  1.642 -1.189 -2.46  -3.612],-2.1941311,1377.1036189852543,0.52837044,1.206038,0.04669578
337.40515,True,3449191,0.6461592,,1729.6025,134.72727272727272,10.0,278.27365,11,882.16565,0.11992708,2037286.4,10.0,8.871569,920.20374,1.3191978,999.7323,0.23570599,2613,0.058579437,628.1541,1337.1375,1919.936,2.5927658,10913.616819858551,7.69928,28743,-1,[-1.014  1.643 -1.19  -2.461 -3.613],-2.1941826,1337.1374377135378,0.6443738,1.4287051,0.05874174
236.43633,True,3450617,1.2983133,,1870.0913,129.63636363636363,10.0,204.43057,11,1005.7337,0.12925163,2854098.0,10.0,5.9982233,570.14355,1.4217678,1049.7817,0.4131976,2614,0.036634393,688.0211,1286.218,1619.9253,4.5451736,10916.784076452255,5.2685885,28754,-1,[-1.013  1.644 -1.191 -2.461 -3.613],-2.1944168,1286.2180447915425,0.40297833,2.0878458,0.11802848
