InitialReturnStd,MaxIW,MaxIWNorm,InitialReturnMean,J_sample_variance,OptimizationReturnMean,VarianceInit,Weights,MinIWNorm,ESSClassic,Bound,TimeElapsed,MeanIWNorm,OptimizationReturnMax,MinIW,StdIW,InitialReturnMin,StdIWNorm,ReturnStepMax,LearnableVariance,MeanEntropy,InitialReturnMax,Iteration,EpisodesSoFar,ReturnMeanIW,ReturnStepMaxmin,EmpiricalD2,EpLenMean,TimestepsSoFar,ESSRenyi,InitialBound,EpThisIter,EpRewMean,OptimizationReturnMin,MeanIW
142.19281,37.283913,3.3894467,178.08444,22043328.0,178.08444,-1,[-0.687  0.849 -1.096 -0.968 -0.766],0.0051332056,1.3711181,937.1626,8.83000373840332,0.36168742,419.89276,0.056465257,10.5433,,0.9584818,9.999984,True,0.7279052,419.89276,11,121,1495.6868,9.999984,12.975036,18.818181818181817,1356,0.8477819,23.028748,11,178.0844318859229,,3.9785612
178.30225,3.1080034,0.28254578,411.60614,309733.28,221.76562,-1,[-0.827  0.717 -1.077 -0.994 -0.691],0.045816645,8.132665,294.1091,9.665990829467773,0.11267204,529.84216,0.5039831,0.73592204,189.84055,0.066902004,9.999994,True,0.7238464,719.68274,12,132,606.61206,9.999994,1.3826987,42.18181818181818,1820,7.955457,145.84573,11,411.6061580217601,,1.2393924
189.84175,3.550334,0.32275763,290.788,266897.16,280.80606,-1,[-0.869  0.728 -1.18  -1.076 -0.695],0.031436283,6.1489778,134.15564,10.621941328048706,0.100433804,589.88666,0.34579912,0.98126817,9.981937,0.089206204,9.999999,True,0.6436374,599.8686,13,143,411.19223,9.999999,1.5640961,30.09090909090909,2151,7.032816,69.271866,11,290.78799747733916,,1.1047719
216.686,160.96213,14.632921,395.3054,1864063900.0,375.33194,-1,[-0.833  0.668 -1.182 -1.066 -0.775],6.6317865e-05,1.0145475,9898.967,11.227970123291016,1.3399174,889.84906,0.00072949653,46.240063,19.973469,4.203642,10.0,True,0.48824143,909.8225,14,154,13352.967,10.0,105.6897,40.54545454545455,2597,0.10407826,59.331177,11,395.30538887964735,,14.739091
205.22633,1.5742495,0.1431136,698.7851,298379.6,258.9623,-1,[-0.848  0.692 -1.219 -1.361 -0.931],0.07215578,10.42673,347.0476,12.258472442626953,0.09658859,599.896,0.79371357,0.24912904,439.82275,0.022648094,9.999972,True,0.47537532,1039.7188,15,165,746.91174,9.999972,1.0846622,70.9090909090909,3377,10.141406,314.8435,11,698.7850600175435,,1.0624745
184.65674,8.007399,0.7279453,637.9028,3106769.0,438.1016,-1,[-0.832  0.69  -1.23  -1.372 -0.944],0.0077634016,4.170776,652.2389,13.026201009750366,0.16094357,729.8725,0.085397415,2.2653928,199.8012,0.20594478,9.999993,True,0.49842378,929.6737,16,176,1304.9181,9.999993,3.6144297,64.81818181818181,4090,3.043357,294.59808,11,637.9028121118048,,1.7703792
294.45517,2.7845292,0.25313902,791.54376,957727.8,401.74423,-1,[-0.789  0.698 -1.282 -1.431 -0.921],0.01384983,7.4139714,380.68854,13.94088101387024,0.11463111,1069.926,0.15234813,0.8769534,389.79956,0.07972304,10.0,True,0.46783677,1459.7256,17,187,1060.9519,10.0,1.5926236,80.18181818181819,4972,6.906842,252.50446,11,791.543793814883,,1.2609421
166.28787,2.0666633,0.18787849,522.5189,242430.5,162.71967,-1,[-0.815  0.688 -1.281 -1.416 -0.951],0.040403605,9.56173,255.1149,14.699636220932007,0.11175091,530.02637,0.44443965,0.47675547,359.79922,0.04334141,9.999994,True,0.44235477,889.8256,18,198,610.1276,9.999994,1.1672918,53.27272727272727,5558,9.423522,193.92905,11,522.5189037175328,,1.22926
240.53601,80.525635,7.3205123,694.34766,72063170.0,284.48846,-1,[-0.78   0.671 -1.243 -1.364 -0.977],0.0011059737,1.2190849,2987.1907,15.58100438117981,0.7365011,799.94885,0.01216571,22.947685,409.85928,2.086153,9.999999,True,0.40258878,1209.8081,19,209,5740.0786,9.999999,37.97043,70.45454545454545,6333,0.28969914,247.59647,11,694.3477292096347,,8.101512
125.63079,27.054657,2.4595144,560.6695,12762431.0,140.97247,-1,[-0.767  0.562 -1.237 -1.486 -1.016],0.003933041,1.4282264,1352.2528,16.65960669517517,0.26809368,409.99542,0.04326345,7.6344347,419.69696,0.6940396,9.999995,True,0.41998294,829.6924,20,220,2296.2847,9.999995,9.493809,57.09090909090909,6961,1.1586498,254.28522,11,560.669418697687,,2.9490302
173.45554,123.03326,11.184842,677.018,146197710.0,287.19675,-1,[-0.74   0.615 -1.228 -1.408 -0.999],0.0007949687,1.1126876,5262.2773,17.731793880462646,1.0729674,579.92554,0.008744655,35.1829,389.82126,3.1984458,9.999995,True,0.4574304,969.7468,21,231,8078.7227,9.999995,61.856785,68.72727272727273,7717,0.17783013,318.91525,11,677.0179917578448,,11.80264
212.29639,28.861687,2.6237898,598.83875,39257772.0,568.88525,-1,[-0.587  0.528 -1.255 -1.473 -0.962],0.00014209078,1.4020985,1041.7075,18.778168439865112,0.28315818,779.7345,0.0015629985,8.149307,29.953484,0.74084604,9.999996,True,0.3586436,809.688,22,242,2286.7812,9.999996,17.340282,60.90909090909091,8387,0.6343611,299.8417,11,598.8387585026649,,3.11474
209.97641,2.1270096,0.19336452,582.51117,253786.7,222.72923,-1,[-0.652  0.514 -1.256 -1.544 -1.06 ],0.073319405,9.625191,219.1972,19.776108980178833,0.1119895,789.92957,0.8065134,0.46557152,359.78198,0.042324685,10.0,True,0.3725701,1149.7115,23,253,679.3566,10.0,1.1747359,59.27272727272727,9039,9.363807,157.95212,11,582.5112127893307,,1.2318845
419.32672,2.0533361,0.18666692,685.1962,963880.5,275.46384,-1,[-0.641  0.482 -1.285 -1.55  -1.046],0.05737719,9.435482,143.80426,20.82031488418579,0.09258123,1409.8484,0.63114905,0.41469008,409.73242,0.0376991,9.999998,True,0.39552402,1819.5808,24,264,864.5665,9.999998,1.150649,69.54545454545455,9804,9.559823,13.271484,11,685.1962287925309,,1.0183936
185.70898,23.41816,2.1289237,607.0676,1772342.0,197.29596,-1,[-0.659  0.504 -1.297 -1.541 -1.023],0.012365406,1.9799687,553.8594,21.754704475402832,0.27771366,590.0635,0.13601947,6.5202575,409.77164,0.59275067,10.0,True,0.4587737,999.8351,25,275,1410.5562,10.0,5.3839245,61.72727272727273,10483,2.0431192,237.85406,11,607.0676007115239,,3.0548499
180.43166,2.3698802,0.21544366,589.74695,368575.3,199.96529,-1,[-0.654  0.441 -1.289 -1.551 -0.96 ],0.03176102,9.5055895,344.332,22.750530004501343,0.11582189,639.9017,0.34937122,0.50515956,389.78168,0.045923598,9.999999,True,0.40577906,1029.6833,26,286,789.85815,9.999999,1.3729049,60.0,11143,8.012208,209.51117,11,589.7469662923597,,1.2740407
231.83656,2.6023545,0.23657769,627.97394,473469.56,238.18956,-1,[-0.674  0.456 -1.307 -1.559 -1.013],0.046667397,7.9996605,311.8716,23.49547553062439,0.10619479,719.91327,0.51334137,0.71539384,389.78436,0.065035805,9.999999,True,0.4422912,1109.6976,27,297,781.45776,9.999999,1.3131752,63.81818181818182,11845,8.376643,218.19101,11,627.9739179588305,,1.1681427
206.78795,7.6251407,0.6931946,567.05817,2853867.5,177.33495,-1,[-0.696  0.476 -1.325 -1.536 -0.977],0.018166754,3.8531275,667.83466,24.417755365371704,0.14099754,670.03674,0.19983429,2.1123,389.72324,0.19202726,9.999998,True,0.4616369,1059.76,28,308,1293.2565,9.999998,2.5540679,57.72727272727273,12480,4.306855,175.71585,11,567.0581806889603,,1.550973
327.69614,1.5855362,0.14413966,603.3813,141773.94,603.3813,-1,[-0.812  0.612 -1.418 -1.676 -0.957],0.0765468,10.536708,191.79407,25.558878660202026,0.100032136,1249.6653,0.8420148,0.23073152,,0.020975593,9.999998,True,0.46821266,1249.6653,29,319,666.1883,9.999998,1.0567999,61.36363636363637,13155,10.408782,141.91187,11,603.3812986461136,,1.1003534
214.12282,4.082932,0.37117565,667.0408,946118.6,207.17235,-1,[-0.796  0.605 -1.422 -1.637 -0.951],0.04027171,7.2603297,557.64307,26.72108030319214,0.12408249,589.92017,0.4429888,0.9795842,459.86844,0.08905311,9.999999,True,0.46151495,1049.7886,30,330,1056.6965,9.999999,1.6572648,67.72727272727273,13900,6.6374426,279.38065,11,667.0407737488333,,1.3649074
271.17007,1.8192319,0.16538472,714.2726,489839.72,344.4889,-1,[-0.741  0.597 -1.39  -1.568 -0.957],0.057120096,10.053545,353.13562,28.01418662071228,0.11111582,1019.75366,0.62832105,0.37502432,369.7837,0.034093123,9.999997,True,0.45826375,1389.5374,31,341,919.9493,9.999997,1.2202297,72.45454545454545,14697,9.014696,201.15198,11,714.2725962585959,,1.2222741
277.449,51.114914,4.6468105,573.4251,331642980.0,573.4251,-1,[-0.776  0.643 -1.374 -1.557 -0.961],0.0071920496,1.6918106,4215.9487,29.141401529312134,0.5762052,1189.578,0.079112545,14.867111,,1.3515556,9.999996,True,0.36976317,1189.578,32,352,6330.7295,9.999996,23.176413,58.36363636363637,15339,0.4746205,134.14432,11,573.4251176047112,,6.338257
231.86305,77.35497,7.0322704,716.11523,389739070.0,226.35663,-1,[-0.636  0.606 -1.153 -1.484 -1.049],0.0011066959,1.913631,8120.6523,30.34837055206299,0.95128846,820.01526,0.0121736545,22.801895,489.75864,2.0728996,9.999999,True,0.21199673,1309.7739,33,363,11406.57,9.999999,46.15537,72.63636363636364,16138,0.23832548,232.44922,11,716.1152652404138,,10.464172
164.82762,5.551897,0.50471795,693.38794,927336.3,273.60672,-1,[-0.677  0.657 -1.152 -1.428 -1.207],0.023737166,5.2399693,602.4624,31.547704696655273,0.14765836,669.958,0.26110882,1.7029381,419.78122,0.15481256,9.999996,True,0.27394235,1089.7393,34,374,1187.7559,9.999996,2.1154537,70.36363636363636,16912,5.19983,290.97507,11,693.38792206831,,1.6242421
247.01257,18107.111,1646.1011,663.38605,10365442000000.0,643.4239,-1,[-0.698  0.68  -1.175 -1.488 -1.145],8.8794225e-09,1.0001926,912408.3,33.2268283367157,149.65997,969.63794,9.767365e-08,5205.3784,19.962166,473.21625,9.999998,True,0.0069598653,989.6001,35,385,1003548.25,9.999998,62201.297,67.36363636363636,17653,0.00017684519,297.952,11,663.386064368223,,1646.2596
177.6467,6.0169406,0.5469946,709.72614,788978.5,299.96286,-1,[-0.774  0.664 -1.175 -1.447 -1.412],0.025097828,5.624747,581.1813,33.962990522384644,0.14640176,709.86664,0.2760761,1.5742981,409.76324,0.14311801,9.999998,True,0.0602379,1119.6299,36,396,1154.6133,9.999998,1.9236069,72.0,18445,5.7184243,296.27536,11,709.726077803045,,1.6104194
247.46588,11.8246155,1.0749651,699.7455,2061056.0,309.9407,-1,[-0.772  0.648 -1.182 -1.473 -1.359],0.009789039,4.9432955,947.9454,34.983328104019165,0.2915187,799.9717,0.107679434,3.5495145,389.80478,0.32268316,9.999999,True,-0.029158786,1189.7765,37,407,1867.2743,9.999999,4.3783703,71.0,19226,2.5123503,260.39142,11,699.7454901324156,,3.2067053
124.63656,4.2660723,0.38782477,600.6939,455685.3,190.83012,-1,[-0.811  0.657 -1.19  -1.462 -1.448],0.02495788,6.7099485,476.40405,36.10132884979248,0.13111556,399.95688,0.27453667,1.1532373,409.8638,0.104839765,10.0,True,-0.03322843,809.8207,38,418,851.2951,10.0,1.5715703,61.09090909090909,19898,6.9993687,301.64786,11,600.6939331099207,,1.4422711
277.26572,15.290599,1.3900545,840.69214,2417461.8,410.85782,-1,[-0.848  0.681 -1.19  -1.417 -1.452],0.014445289,2.4821596,866.0563,37.10577464103699,0.20441718,750.01245,0.15889817,4.165431,429.83423,0.37867552,10.0,True,-0.07911675,1179.8467,39,429,1745.62,10.0,4.075537,85.0909090909091,20834,2.6990306,405.00482,11,840.6920771135923,,2.2485888
177.23337,2.023833,0.18398483,656.1239,418864.84,206.27834,-1,[-0.786  0.66  -1.204 -1.408 -1.498],0.0707208,10.070731,394.2575,38.03536510467529,0.11408368,589.8996,0.77792877,0.38120317,449.84552,0.034654833,9.999998,True,-0.045986183,1039.7451,40,440,820.25354,9.999998,1.231002,66.63636363636364,21567,8.93581,272.17258,11,656.1238764260233,,1.2549205
137.92424,3.995776,0.36325237,604.3025,293806.16,194.50366,-1,[-0.781  0.65  -1.206 -1.424 -1.465],0.052169997,6.7941446,353.4487,39.049333572387695,0.105478354,439.9251,0.57386994,0.91288424,409.79883,0.08298949,9.999999,True,-0.04023565,849.72394,41,451,709.87085,9.999999,1.2902538,61.45454545454545,22243,8.5254545,290.52115,11,604.302485551111,,1.1602616
215.77507,2.3877294,0.21706632,718.85077,538468.3,289.0604,-1,[-0.8    0.682 -1.217 -1.411 -1.459],0.039738525,8.678153,457.53162,40.042916774749756,0.13005313,709.8545,0.43712378,0.739974,429.79037,0.06727037,9.999999,True,-0.028730445,1139.6449,42,462,982.1844,9.999999,1.5541977,72.9090909090909,23045,7.0776067,298.00894,11,718.8507611492677,,1.4305843
297.07138,2.7721925,0.2520175,705.1823,521169.84,305.3552,-1,[-0.775  0.674 -1.223 -1.436 -1.448],0.012322512,7.8770514,272.96405,41.193946838378906,0.11183407,959.87286,0.13554764,0.77458185,399.8271,0.07041653,10.0,True,-0.057536688,1359.7,43,473,874.9196,10.0,1.437289,71.54545454545455,23832,7.6532974,203.07983,11,705.1822857549633,,1.2301748
164.33958,27.660467,2.5145879,686.04144,18098660.0,196.42352,-1,[-0.794  0.681 -1.228 -1.406 -1.476],0.012263428,1.7683786,1677.7554,42.35129380226135,0.3067816,570.0995,0.13489771,7.7103376,489.61795,0.7009398,9.999997,True,0.048570123,1059.7174,44,484,2945.6782,9.999997,10.498009,69.63636363636364,24598,1.0478177,294.71494,11,686.0414814431729,,3.3745978
123.04474,128.46404,11.678549,658.8125,61206420.0,149.10587,-1,[-0.818  0.691 -1.23  -1.427 -1.37 ],0.000118334356,1.0163755,3443.7354,43.56974792480469,1.0703517,440.0785,0.0013016779,36.900833,509.70667,3.3546212,9.999999,True,-0.032034084,949.78516,45,495,7417.3906,9.999999,128.3604,66.9090909090909,25334,0.08569621,308.08115,11,658.8125351851401,,11.773868
338.08075,5.9669394,0.54244906,837.913,3074576.8,418.0964,-1,[-0.766  0.721 -1.249 -1.423 -1.451],0.025319755,4.763308,604.86816,44.84479212760925,0.12346998,1159.9856,0.2785173,1.5540925,419.8166,0.14128114,9.999999,True,-0.084820054,1579.8022,46,506,1393.4753,9.999999,1.8273319,84.81818181818181,26267,6.019706,254.53241,11,837.9129824329306,,1.3581697
190.13252,54.321743,4.93834,785.2103,143125250.0,315.38846,-1,[-0.762  0.729 -1.26  -1.445 -1.504],0.0017208002,1.7180793,4964.127,46.06683588027954,0.6007362,709.88055,0.018928802,15.359385,469.82184,1.3963076,10.0,True,-0.13843778,1179.7024,47,517,7071.0654,10.0,23.391619,79.54545454545455,27142,0.4702539,349.57635,11,785.2103046994872,,6.608098
253.32867,6.440316,0.5854833,1013.359,3988704.8,313.70285,-1,[-0.741  0.764 -1.233 -1.405 -1.557],0.019912114,5.513423,1028.5352,47.51802611351013,0.15287244,840.0873,0.21903324,1.677498,699.6561,0.15249982,10.0,True,-0.13091837,1539.7434,48,528,1999.428,10.0,2.9157305,102.36363636363636,28268,3.7726395,444.77112,11,1013.358982635778,,1.6815969
145.25726,1.2553236,0.114120334,904.29175,626923.6,204.59344,-1,[-0.735  0.786 -1.223 -1.381 -1.55 ],0.08088148,10.888487,505.33234,48.715479612350464,0.09559453,490.1117,0.88969624,0.10641483,699.69836,0.009674077,10.0,True,-0.12258133,1189.81,49,539,953.5051,10.0,1.0404881,91.45454545454545,29274,10.571961,464.92532,11,904.2918111586674,,1.0515399
178.32468,155.76337,14.160307,942.4682,402251420.0,352.83142,-1,[-0.739  0.787 -1.233 -1.396 -1.542],8.6026885e-05,1.1516974,9709.116,49.840850591659546,1.382937,570.0968,0.0009462957,44.48427,589.63684,4.0440245,9.999999,True,-0.13058476,1159.7336,50,550,14878.937,9.999999,145.72559,95.27272727272727,30322,0.07548434,514.2083,11,942.468264382906,,15.212302
182.77016,8.093105,0.73573685,804.2963,1546510.6,224.46812,-1,[-0.812  0.844 -1.24  -1.284 -1.55 ],0.026815115,4.1442003,754.01685,51.06562519073486,0.16446967,679.9301,0.29496625,2.326951,579.8283,0.21154103,9.999999,True,-0.07099541,1259.7584,51,561,1456.1804,9.999999,2.2782607,81.45454545454545,31218,4.8282447,339.09982,11,804.2964252167126,,1.8091667
355.84525,5.9144073,0.5376734,988.7754,3397901.8,369.13937,-1,[-0.833  0.859 -1.256 -1.277 -1.49 ],0.009360443,5.111105,654.0955,52.51143765449524,0.13282204,1189.7756,0.10296487,1.568275,619.63605,0.14257047,9.999999,True,-0.12614176,1809.4116,52,572,1670.2937,9.999999,2.313042,99.9090909090909,32317,4.7556424,320.60596,11,988.7754111017977,,1.4610423
183.48393,172.2641,15.660373,802.47015,469727900.0,202.84433,-1,[-0.818  0.841 -1.264 -1.299 -1.545],0.00078144827,1.2472938,11697.59,53.69314908981323,1.5977486,650.1008,0.00859593,49.144997,599.62585,4.4677267,10.0,True,-0.14145899,1249.7267,53,583,17242.012,10.0,144.33905,81.27272727272727,33211,0.076209456,340.97806,11,802.4701640701519,,17.575233
260.71915,1.7835774,0.16214341,874.2558,382254.8,544.5071,-1,[-0.79   0.879 -1.266 -1.271 -1.56 ],0.053485747,9.745946,489.68967,55.412758588790894,0.10176882,939.9189,0.5883432,0.4015628,329.74872,0.036505714,9.999998,True,-0.133468,1269.6676,54,594,997.4641,9.999998,1.1729054,88.45454545454545,34184,9.37842,405.40002,11,874.2558117321777,,1.119457
342.81436,5.507107,0.5006461,983.31793,5032111.5,393.59875,-1,[-0.779  0.88  -1.266 -1.262 -1.552],0.0053306143,4.417312,680.78784,56.78679037094116,0.13471197,1409.9193,0.058636755,1.8089284,589.7191,0.16444805,9.999999,True,-0.1814789,1999.6384,55,605,1831.7085,9.999999,2.4293451,99.36363636363636,35277,4.5279694,244.90253,11,983.3179150137922,,1.4818314
256.53897,3.060702,0.27824566,1083.2772,1617487.8,363.53918,-1,[-0.787  0.899 -1.291 -1.24  -1.6  ],0.018689904,7.0513015,677.1502,58.28802299499512,0.111522384,869.77,0.20558894,0.9180092,719.73804,0.083455384,9.999999,True,-0.18448652,1589.508,56,616,1462.2751,9.999999,1.7891777,109.36363636363636,36480,6.148076,496.3125,11,1083.2772277300758,,1.2267462
236.09216,38.88115,3.53465,934.3055,54007870.0,254.57138,-1,[-0.771  0.884 -1.301 -1.268 -1.603],0.0006597149,1.2654147,3064.6611,59.030624866485596,0.36215645,659.9572,0.007256864,11.049209,679.7342,1.0044736,10.0,True,-0.30355364,1339.6914,57,627,4827.0205,10.0,12.690561,94.45454545454545,37519,0.86678594,439.59177,11,934.3055660059795,,3.9837205
149.17757,72.87999,6.625454,890.6299,180139500.0,270.991,-1,[-0.754  0.851 -1.292 -1.264 -1.722],0.0011827648,1.5950074,5840.604,60.88584518432617,0.77003896,560.1177,0.013010412,20.56853,619.6389,1.8698664,10.0,True,-0.29673797,1179.7566,58,638,9174.835,10.0,58.574406,90.0909090909091,38510,0.18779533,454.9759,11,890.6299019283974,,8.4704275
273.0055,1.7027549,0.1547959,856.965,335188.66,527.1936,-1,[-0.751  0.889 -1.301 -1.212 -1.716],0.035817135,9.716715,473.6798,62.50595259666443,0.1034129,939.81165,0.39398846,0.4133988,329.7714,0.037581712,10.0,True,-0.2992402,1269.583,59,649,990.16583,10.0,1.2136581,86.72727272727273,39464,9.063508,388.1405,11,856.965045888575,,1.1375418
542.0112,2.9427648,0.26752406,1043.3312,3824078.5,893.4672,-1,[-0.742  0.891 -1.3   -1.217 -1.718],0.02984145,7.985085,425.38184,64.10210633277893,0.10995864,2389.498,0.32825592,0.7432242,149.86392,0.067565836,9.999999,True,-0.3219649,2539.362,60,660,1544.2377,9.999999,1.4236408,105.36363636363636,40623,7.726668,105.60962,11,1043.3311350532497,,1.209545
262.8327,1.8141174,0.16491978,1149.6816,948684.94,299.9249,-1,[-0.729  0.879 -1.297 -1.232 -1.741],0.062407993,10.22569,591.5116,65.5050036907196,0.09502706,780.0702,0.6864879,0.28764114,849.7567,0.026149195,10.0,True,-0.31076047,1629.8269,61,671,1210.9952,10.0,1.0594443,116.0,41899,10.382802,547.8282,11,1149.6815989897614,,1.0452976
285.68668,6.5413656,0.59466964,1035.1694,2978389.2,705.35406,-1,[-0.739  0.892 -1.306 -1.238 -1.73 ],0.02266912,5.595138,1170.8798,66.78949522972107,0.18009906,1159.9366,0.24936031,1.9471122,329.81534,0.17701021,9.999999,True,-0.31370547,1489.752,62,682,2100.5388,9.999999,2.8557546,104.54545454545455,43049,3.8518715,485.04205,11,1035.1694235920504,,1.9810895
414.95544,19.156977,1.7415434,903.4002,49060040.0,883.43805,-1,[-0.763  0.914 -1.318 -1.207 -1.733],0.0005280204,1.8958254,1325.4412,68.40951180458069,0.2209115,1529.7775,0.005808224,5.3251534,19.962187,0.48410487,10.0,True,-0.30741853,1549.7396,63,693,2775.1274,10.0,6.417,91.36363636363636,44054,1.7141967,331.12097,11,903.4002590423631,,2.4300263
276.86154,4.604735,0.41861227,934.22095,1898649.4,614.4539,-1,[-0.745  0.928 -1.332 -1.227 -1.726],0.0063948734,5.030077,624.4411,70.37238502502441,0.13196395,1029.8726,0.070343606,1.5814121,319.76703,0.14376473,10.0,True,-0.33149722,1349.6396,64,704,1399.816,10.0,2.4204118,94.45454545454545,45093,4.544681,435.83362,11,934.2209555489767,,1.4516034
323.30206,2.616699,0.23788173,1191.4473,1101885.0,601.86554,-1,[-0.73   0.937 -1.338 -1.227 -1.75 ],0.029965261,8.485397,860.56805,71.86383724212646,0.13074349,1159.8306,0.32961786,0.7829091,589.58167,0.071173556,10.0,True,-0.36589143,1749.4122,65,715,1683.8951,10.0,1.6242839,120.18181818181819,46415,6.772215,545.434,11,1191.447228702394,,1.4381783
317.5308,1.7597942,0.1599813,1053.2595,707014.3,433.69568,-1,[-0.733  0.929 -1.341 -1.233 -1.785],0.07992429,10.549832,469.43903,73.48971962928772,0.10568298,1289.8705,0.8791672,0.2401394,619.56384,0.021830855,9.999999,True,-0.36276558,1909.4343,66,726,1222.7571,9.999999,1.1414285,106.36363636363636,47585,9.637047,348.15417,11,1053.2594966804852,,1.1625129
401.37778,1.5915997,0.14469089,1076.0848,424217.34,926.2278,-1,[-0.743  0.938 -1.344 -1.229 -1.782],0.04442037,9.960263,574.37445,74.80595850944519,0.102931425,1609.9015,0.48862404,0.36581984,149.85704,0.03325635,10.0,True,-0.3753473,1759.7585,67,737,1280.1758,10.0,1.1796691,108.63636363636364,48780,9.324649,426.25104,11,1076.0848791683693,,1.1322457
276.3101,3.471162,0.3155602,1067.8302,1590384.1,488.14075,-1,[-0.742  0.935 -1.349 -1.246 -1.794],0.022823012,8.71688,1117.7928,76.27050638198853,0.15449837,909.8013,0.25105312,0.8697624,579.68945,0.07906931,10.0,True,-0.4190681,1489.4907,68,748,1906.27,10.0,2.0549629,107.81818181818181,49966,5.352895,517.7993,11,1067.830225809961,,1.6994821
