ReturnStepMaxmin,TimeElapsed,MeanIW,ESSRenyi,InitialReturnMax,MaxIW,OptimizationReturnMean,MinIWNorm,StdIW,Weights,EpRewMean,InitialBound,MaxIWNorm,InitialReturnStd,ReturnMeanIW,Bound,ESSClassic,J_sample_variance,LearnableVariance,VarianceInit,InitialReturnMean,EpThisIter,OptimizationReturnMin,OptimizationReturnMax,TimestepsSoFar,ReturnStepMax,MinIW,Iteration,MeanEntropy,EpisodesSoFar,EmpiricalD2,StdIWNorm,EpLenMean,InitialReturnMin,MeanIWNorm
10.0,11.505148649215698,1.1703007,7.791653,449.84958,2.3955734,111.8214,0.03369193,0.78259957,[-2.464  0.479 -1.148 -1.529 -0.849],331.69330099698976,165.57533,0.2177794,67.53281,387.308,189.9303,7.600978,88255.85,True,-1,331.6933,11,,229.97768,2124,10.0,0.37061125,11,0.5833106,121,1.4117671,0.07114542,34.18181818181818,219.8719,0.10639098
9.999999,12.663433313369751,1.7882404,3.8627098,739.86957,5.379014,155.47243,0.011534645,1.8602775,[-2.47   0.492 -1.147 -1.657 -0.836],355.3119046345419,82.096985,0.48900127,159.61894,809.77026,348.7131,5.282897,801155.44,True,-1,355.31192,11,,540.0301,2526,9.999999,0.1268811,12,0.52252203,132,2.8477418,0.16911614,36.54545454545455,199.83948,0.16256732
9.999998,13.798794507980347,1.0121806,9.897174,639.8469,2.0180032,91.8002,0.052491993,0.3948537,[-2.412  0.553 -1.192 -1.816 -0.896],301.6791052010681,65.39998,0.18345484,118.84095,336.02353,86.9279,9.547123,112373.83,True,-1,301.6791,11,,429.96802,2869,9.999998,0.5774119,13,0.52239937,143,1.1114284,0.035895795,31.181818181818183,209.8789,0.092016414
9.99998,15.029926061630249,2.7726915,1.4391508,639.81494,20.025919,115.40689,0.0030419987,5.682946,[-2.412  0.522 -1.102 -1.85  -0.897],305.3007099868078,69.0334,1.8205382,136.86841,1263.7189,610.5178,2.115012,3094048.5,True,-1,305.3007,11,,449.92114,3216,9.99998,0.033461984,14,0.4209932,154,7.6433964,0.5166315,31.545454545454547,189.89381,0.2520629
10.0,16.455172300338745,1.4040211,6.6485333,469.87332,5.3327026,108.22168,0.036246873,1.320055,[-2.314  0.658 -1.155 -1.819 -0.998],338.0476724609002,164.53545,0.48479116,73.34671,450.48737,227.30315,5.8387384,127979.336,True,-1,338.04767,11,,240.04733,3599,10.0,0.39871562,15,0.43164,165,1.6545002,0.12000501,34.81818181818182,229.82599,0.12763828
9.999993,17.834593772888184,1.0591847,10.195764,649.88336,1.4705298,110.052734,0.06414932,0.22476727,[-2.22   0.651 -1.07  -1.938 -0.987],359.86345929841605,119.87813,0.13368453,128.21532,392.17633,142.90567,10.525993,105688.23,True,-1,359.86346,11,,400.07263,4006,9.999993,0.7056425,16,0.4510288,176,1.0788795,0.02043339,37.0,249.81071,0.096289515
9.999993,18.468712329864502,1.2782158,7.734147,399.87073,2.2116187,59.13507,0.055784058,0.5477521,[-2.278  0.662 -1.07  -1.925 -0.968],298.9363836161841,151.27435,0.20105624,59.774662,402.83893,226.73906,9.29339,117670.73,True,-1,298.93637,11,,160.06941,4346,9.999993,0.61362463,17,0.5153193,187,1.4222641,0.049795642,30.90909090909091,239.80132,0.11620143
9.999973,20.062687635421753,1.3105617,6.89003,669.83826,3.5155213,142.7285,0.029243307,0.89530736,[-2.264  0.65  -1.015 -1.962 -0.904],362.56801465191796,115.21388,0.31959286,139.3654,507.9195,195.37991,7.4998755,298255.53,True,-1,362.56802,11,,449.99872,4756,9.999973,0.32167637,18,0.57051617,198,1.5965098,0.08139159,37.27272727272727,219.83954,0.119141966
9.99995,20.76063895225525,16.603813,0.08614381,479.88733,171.51889,129.1208,0.0074536493,49.010292,[-2.222  0.654 -1.003 -2.038 -0.848],308.9351658623207,131.72504,15.592627,80.7517,4936.8306,2934.3286,1.1325232,48026588.0,True,-1,308.93515,11,,300.07297,5107,9.99995,0.08199014,19,0.7448498,209,127.69345,4.4554815,31.90909090909091,179.81436,1.5094376
9.999978,22.142271995544434,1.1203202,9.9845,599.834,1.616753,254.40472,0.0638075,0.26733646,[-2.29   0.564 -0.962 -1.956 -0.674],264.38802687322556,42.88466,0.14697754,132.32692,294.72406,62.229095,10.407383,21994.297,True,-1,264.388,11,,589.85065,5409,9.999978,0.70188254,20,0.71252245,220,1.1017077,0.024303315,27.454545454545453,9.983308,0.10184729
9.999977,23.747095584869385,1.3102494,6.7219687,339.89575,5.2616277,75.503555,0.030012457,1.3474162,[-2.314  0.603 -0.954 -1.938 -0.706],275.3089603298908,149.79413,0.4783298,41.006638,369.44513,208.883,5.346197,86213.79,True,-1,275.30896,11,,140.09035,5723,9.999977,0.330137,21,0.66861016,231,1.6364254,0.12249239,28.545454545454547,199.8054,0.119113594
9.999996,24.792160034179688,234.20844,0.00048350802,499.8553,2576.1704,255.34898,1.6026522e-10,740.5934,[-2.128  0.634 -0.925 -1.856 -0.75 ],295.2961463033835,110.71234,234.19731,120.17229,114733.09,86891.88,1.0000949,122238755000.0,True,-1,295.29614,11,,459.9081,6059,9.999996,1.7629174e-09,22,0.36187646,242,22750.398,67.326675,30.545454545454547,39.94718,21.291676
9.999346,26.18164324760437,3.3129244,0.8919278,339.8802,25.694994,55.505856,0.0039042316,7.2884846,[-2.142  0.422 -0.969 -2.305 -1.057],265.30036235087664,139.79128,2.3359087,36.04501,944.4207,503.6562,1.8835397,770560.0,True,-1,265.30035,11,,130.08568,6362,9.999346,0.042946547,23,0.30079764,253,12.332837,0.6625896,27.545454545454547,209.79451,0.30117494
9.999956,27.7728271484375,1.7211887,4.410057,389.8618,7.237454,69.19926,0.0059368038,1.893112,[-2.128  0.592 -1.004 -2.334 -1.118],288.9232777457689,144.95728,0.6579504,53.877426,499.1867,271.81616,4.9779387,202208.33,True,-1,288.9233,11,,170.13776,6691,9.999956,0.06530484,24,0.26610923,264,2.4942987,0.17210108,29.90909090909091,219.72403,0.1564717
9.999999,29.224726915359497,9.134998,0.21299754,549.8444,50.57934,118.22151,9.242549e-05,17.487423,[-2.111  0.544 -1.056 -2.523 -1.153],338.0293821554616,134.98586,4.598122,94.19714,2992.647,1533.503,2.3581529,10944075.0,True,-1,338.0294,11,,330.03656,7074,9.999999,0.0010166804,25,0.028551832,275,51.643787,1.5897657,34.81818181818182,219.80786,0.8304544
9.999998,30.422290325164795,1.2619208,8.192402,439.87363,3.3063614,282.59442,0.029848754,0.8888242,[-2.132  0.609 -1.057 -2.336 -1.39 ],292.5741810405959,130.14012,0.30057833,114.00798,363.00302,174.78209,7.3524604,87114.445,True,-1,292.5742,11,,429.89386,7407,9.999998,0.3283363,26,0.02079875,286,1.3427075,0.0808022,30.272727272727273,9.979776,0.11472006
9.999881,31.900310754776,15.797073,0.06466846,439.82697,170.60092,49.139988,0.0045127394,48.95382,[-2.066  0.588 -1.071 -2.402 -1.398],298.91530219883674,136.49844,15.509175,60.234695,5207.2217,3088.9521,1.0374142,34050880.0,True,-1,298.91528,11,,190.05165,7747,9.999881,0.04964013,27,0.18865147,297,170.09837,4.4503474,30.90909090909091,249.77531,1.4360976
9.999999,33.900686502456665,1.3762866,5.708112,639.8761,4.649993,125.4419,0.03203354,1.2096171,[-2.047  0.664 -1.063 -2.342 -1.23 ],395.3052581862506,159.01534,0.42272663,119.65795,632.58636,304.57016,6.2060513,418484.16,True,-1,395.30527,11,,370.01276,8193,9.999999,0.35236895,28,0.26103723,308,1.9270821,0.10996519,40.54545454545455,269.86334,0.12511697
9.999998,35.079647064208984,1.3563172,6.819081,459.84802,2.6576505,80.90665,0.05108932,0.693022,[-2.055  0.694 -1.101 -2.323 -1.158],340.7539643823345,170.94383,0.2416046,74.04817,478.9622,263.28857,8.722692,162078.38,True,-1,340.75394,11,,200.0007,8579,9.999998,0.5619825,29,0.27282202,319,1.6131207,0.063002005,35.09090909090909,259.84732,0.12330156
9.999998,36.15403699874878,1.9927052,2.4343615,689.85236,11.877452,116.45694,0.007395552,3.3132548,[-2.027  0.725 -1.134 -2.371 -1.146],356.18300856929324,101.438156,1.0797684,128.80501,887.6738,346.16034,2.9220004,1280884.9,True,-1,356.183,11,,450.12628,8982,9.999998,0.08135107,30,0.1579813,330,4.5186386,0.301205,36.63636363636363,239.72607,0.18115503
9.999999,37.726643562316895,1.6434677,3.6483305,479.85742,6.3159842,91.854706,0.0025995604,1.868468,[-1.902  0.74  -1.11  -2.306 -1.261],371.65988667827287,194.46082,0.5741804,65.07394,666.864,359.17584,4.798139,374351.44,True,-1,371.65988,11,,200.05225,9402,9.999999,0.028595163,31,0.040459227,341,3.0150778,0.16986075,38.18181818181818,279.80518,0.14940615
9.999993,38.81362986564636,1.7035706,5.301758,699.8418,5.434827,109.14715,0.0522531,1.3124983,[-1.875  0.75  -1.159 -2.348 -1.378],388.92803455841715,130.49432,0.49407518,118.513275,675.05505,302.80432,6.90271,350122.34,True,-1,388.92804,11,,420.0609,9841,9.999993,0.5747841,32,0.03758826,352,2.0747836,0.11931803,39.90909090909091,279.78088,0.15487005
9.999953,40.13583183288574,1.2817456,7.1069193,579.85266,3.5224051,99.12265,0.033415318,0.8049745,[-1.926  0.782 -1.154 -2.23  -1.381],388.9428055259843,174.81802,0.32021865,95.389496,537.0748,270.68198,7.8885756,197292.73,True,-1,388.94284,11,,290.0325,10280,9.999953,0.36756846,33,0.03496489,363,1.5477874,0.0731795,39.90909090909091,289.82016,0.11652231
9.999998,41.71478295326233,1.0785223,10.004809,729.8534,1.5139207,135.46234,0.045084346,0.26263475,[-1.878  0.799 -1.182 -2.178 -1.384],425.29938467168415,155.7832,0.13762915,161.26405,472.5384,189.93536,10.384226,150662.75,True,-1,425.29935,11,,440.01636,10759,9.999998,0.4959278,34,0.02073191,374,1.0994712,0.023875888,43.54545454545455,289.83704,0.098047495
10.0,43.31097650527954,1.7283291,3.2135715,879.83685,5.365037,172.7357,0.006774884,1.995852,[-1.911  0.798 -1.182 -2.215 -1.398],492.57933029992597,167.67807,0.48773065,167.49106,1006.3657,405.25592,4.7138824,1109545.4,True,-1,492.5793,11,,559.9932,11312,10.0,0.074523725,35,0.044841774,385,3.4229827,0.1814411,50.27272727272727,319.84363,0.15712081
9.999995,44.34068036079407,1.1928052,9.442559,1369.8267,1.8534651,152.76186,0.06698131,0.33856755,[-1.963  0.754 -1.182 -2.213 -1.374],442.57338734081026,-63.268585,0.16849683,296.46313,593.9597,47.992737,10.1798525,473686.34,True,-1,442.57343,11,,1080.0151,11810,9.999995,0.73679435,36,0.0062229484,396,1.1649384,0.030778868,45.27272727272727,289.81152,0.10843683
9.99999,45.534961223602295,1.7688979,5.0062704,519.7949,5.5833187,90.98121,0.02907648,1.6318194,[-2.022  0.784 -1.195 -2.258 -1.413],350.74481525963756,158.79785,0.50757444,73.67613,567.65234,283.1273,5.9426765,247172.66,True,-1,350.7448,11,,260.0313,12207,9.99999,0.31984127,37,-0.027623927,407,2.1972444,0.14834721,36.09090909090909,259.7636,0.1608089
10.0,46.67423725128174,1.1773132,8.73218,559.86633,2.2118442,120.051994,0.025036125,0.53823346,[-1.989  0.712 -1.173 -2.286 -1.447],379.84355320161103,173.09923,0.20107675,92.75089,453.20898,221.1659,9.09839,129671.15,True,-1,379.84357,11,,300.07477,12636,10.0,0.27539736,38,0.00048446655,418,1.2597084,0.04893031,39.0,259.79156,0.10702848
9.999992,48.0132269859314,1.2770404,6.1747108,659.8599,3.3318334,93.68674,0.016543502,1.0507311,[-1.94   0.681 -1.162 -2.326 -1.418],373.48570201631514,129.8163,0.30289394,99.57862,527.9927,202.76382,6.559422,243419.48,True,-1,373.48572,11,,380.06094,13058,9.999992,0.18197851,39,-0.033723988,429,1.7814599,0.09552101,38.36363636363637,279.79898,0.11609457
9.99999,49.4588987827301,1.2456174,9.395821,629.8568,2.129525,109.13652,0.05321324,0.43941128,[-1.941  0.637 -1.147 -2.412 -1.453],358.9160612290768,126.326004,0.19359319,116.75502,454.02664,202.3632,9.782616,145492.25,True,-1,358.91605,11,,380.07727,13464,9.99999,0.5853456,40,-0.025795843,440,1.1707333,0.03994648,36.90909090909091,249.77954,0.113237955
9.999989,50.46739888191223,1.6306152,6.266325,549.85706,3.4545624,99.095726,0.029151736,1.1120664,[-2.036  0.67  -1.181 -2.409 -1.445],378.9459155658589,175.89775,0.31405115,89.99198,583.2361,314.21335,7.507953,251586.8,True,-1,378.94592,11,,270.00687,13892,9.999989,0.32066908,41,-0.10308817,451,1.7554148,0.10109695,38.90909090909091,279.8502,0.14823776
9.999998,52.00321888923645,1.9554147,5.101312,599.8707,8.777096,133.7011,0.016921958,2.3770463,[-2.146  0.74  -1.17  -2.402 -1.522],393.49110041237583,171.97421,0.79791784,92.87409,640.58325,315.2995,4.4395323,297240.06,True,-1,393.49112,11,,340.08072,14336,9.999998,0.18614154,42,-0.03820797,462,2.156308,0.21609512,40.36363636363637,259.79,0.17776498
9.999999,53.87277269363403,1.1443582,9.596601,809.8545,1.5398109,141.85582,0.06447357,0.2595208,[-2.081  0.74  -1.097 -2.305 -1.457],441.6723634474375,142.6138,0.13998282,160.10461,501.1197,180.93988,10.461938,162421.52,True,-1,441.67236,11,,510.03796,14833,9.999999,0.7092092,43,-0.0378814,473,1.1462393,0.0235928,45.18181818181818,299.81653,0.10403256
9.999884,54.60928797721863,4.8478937,0.3858061,379.8754,49.592934,70.07339,0.00032425966,14.158643,[-2.078  0.765 -1.102 -2.3   -1.457],329.8496976473438,189.57141,4.5084486,35.69605,1595.1091,846.07385,1.1542784,2829552.5,True,-1,329.84967,11,,120.09909,15207,9.999884,0.003566856,44,-0.17075188,484,28.51173,1.2871493,34.0,259.7763,0.4407176
9.999995,56.472533226013184,2.1288443,3.0426779,709.8611,14.369648,136.39748,0.02260178,3.9402597,[-1.943  0.789 -1.064 -2.369 -1.59 ],406.2031575473171,144.06961,1.3063316,139.18149,885.1467,386.7318,2.4854274,764215.6,True,-1,406.20312,11,,440.0554,15665,9.999995,0.24861957,45,-0.08199037,495,3.6152365,0.35820544,41.63636363636363,269.8057,0.19353127
9.999999,58.39917349815369,17.527533,0.14647323,579.85364,171.10693,56.38329,0.006145478,48.682945,[-1.961  0.8   -1.061 -2.287 -1.501],346.20469758578093,132.07957,15.555176,80.26606,5280.6006,3424.9983,1.2622529,28640992.0,True,-1,346.20468,11,,290.03223,16057,9.999999,0.06760026,46,-0.005491972,506,75.099045,4.4257216,35.63636363636363,289.8214,1.5934119
9.99999,60.48722267150879,3.5589945,1.3609966,579.8151,19.141975,103.68509,0.00907058,5.4912186,[-1.904  0.751 -1.065 -2.524 -1.424],373.46145267965056,159.35054,1.7401797,95.19175,1291.6519,682.9472,3.2538798,1245182.0,True,-1,373.46146,11,,310.03876,16479,9.99999,0.09977637,47,-0.12980159,517,8.082313,0.49920171,38.36363636363637,269.77637,0.323545
10.0,62.2446231842041,1.7535858,3.9218938,619.8495,4.485773,123.61675,0.010888979,1.510949,[-1.996  0.776 -1.036 -2.403 -1.549],413.4873614981545,184.59277,0.40779757,109.16067,755.02203,371.6822,6.3130846,396371.4,True,-1,413.48734,11,,329.97888,16945,10.0,0.11977876,48,-0.14056456,528,2.8047674,0.13735901,42.36363636363637,289.8706,0.1594169
10.0,64.27229714393616,19.946188,0.038332433,619.8457,217.57697,120.95718,1.5693553e-06,62.497536,[-2.089  0.78  -1.042 -2.367 -1.56 ],390.74727777554784,161.8541,19.779724,112.2184,7198.2217,3320.7732,1.0168599,66651604.0,True,-1,390.74725,11,,350.0556,17386,10.0,1.7262908e-05,49,-0.31067324,539,286.96326,5.6815944,40.09090909090909,269.7901,1.8132898
9.999982,66.74332880973816,1.6947582,3.261302,409.86243,9.937369,58.227478,0.02319294,2.664257,[-2.192  0.922 -0.99  -2.108 -1.73 ],338.05099535708405,186.69926,0.90339726,40.646202,564.50397,286.5402,3.1687832,276144.6,True,-1,338.051,11,,130.03891,17769,9.999982,0.25512233,50,-0.23493502,550,3.372886,0.2422052,34.81818181818182,279.82352,0.15406893
9.999997,68.18877077102661,1.3075938,7.8890147,609.84955,2.0751548,159.98808,0.02935146,0.52313894,[-2.224  0.912 -0.966 -2.064 -1.654],449.8630720420951,224.6612,0.18865044,96.38338,595.08765,329.164,9.482253,183851.3,True,-1,449.86307,11,,319.97455,18275,9.999997,0.32286605,51,-0.27873263,561,1.394344,0.047558088,46.0,289.875,0.118872166
9.999996,69.52385663986206,1.748317,3.9501343,579.87335,4.997818,103.6468,0.0047720047,1.6844525,[-2.263  0.913 -0.983 -2.144 -1.698],393.510636883348,179.37823,0.4543471,81.608925,697.60895,340.27618,5.704577,406301.97,True,-1,393.51062,11,,290.00952,18719,9.999996,0.052492052,52,-0.3545645,572,2.7847154,0.15313205,40.36363636363637,289.86383,0.15893793
9.999997,71.28413367271423,4.2322025,0.6215846,509.85794,34.378128,78.24272,0.010695585,9.615098,[-2.318  0.914 -0.96  -2.093 -1.773],348.0392302516812,159.76172,3.1252844,66.3219,1950.5155,1158.48,1.7852845,7534624.0,True,-1,348.0392,11,,240.06143,19113,9.999997,0.11765143,53,-0.54754704,583,17.696707,0.8740998,35.81818181818182,269.7965,0.38474572
9.999988,72.3780882358551,1.2534134,7.530049,489.87515,2.9960659,60.918716,0.04998095,0.66358894,[-2.276  0.922 -1.007 -2.159 -1.966],350.77378964973786,169.87541,0.27236962,69.20634,456.72272,238.08145,8.591795,176256.53,True,-1,350.7738,11,,200.02008,19510,9.999988,0.54979044,54,-0.5119428,594,1.4608139,0.060326267,36.09090909090909,289.85507,0.113946676
9.999999,74.53115892410278,1.2286639,8.610641,619.845,3.0512736,132.74074,0.059565708,0.65601027,[-2.286  0.905 -1.005 -2.162 -1.931],432.5879642281319,203.6951,0.2773885,106.52221,546.00055,287.2919,8.559828,180709.22,True,-1,432.58798,11,,319.99774,19997,9.999999,0.6552228,55,-0.48088694,605,1.2774892,0.059637297,44.27272727272727,299.84723,0.11169673
9.999999,76.35693144798279,1.3600081,6.474456,619.84283,5.1883125,105.45965,0.01025885,1.4567006,[-2.29   0.929 -0.991 -2.136 -1.9  ],375.31480950152286,146.42268,0.4716648,91.28379,512.85767,214.508,5.122835,212106.9,True,-1,375.31482,11,,349.98767,20421,9.999999,0.11284734,56,-0.5497457,616,1.6989845,0.13242733,38.54545454545455,269.85516,0.12363709
10.0,77.61894750595093,1.1067977,9.732451,489.8515,1.6226904,80.01267,0.048245657,0.27322608,[-2.297  0.954 -0.966 -2.081 -1.969],369.86905227527296,188.97943,0.14751732,67.015076,404.8035,212.4948,10.368157,119380.875,True,-1,369.86905,11,,199.99512,20839,10.0,0.53070223,57,-0.54909253,627,1.1302394,0.024838736,38.0,289.85638,0.10061798
9.999999,79.37119793891907,1.7038658,5.1855607,699.8608,9.091837,126.36587,0.02444679,2.3987353,[-2.318  0.978 -0.974 -2.062 -1.968],426.2227497180569,167.78204,0.82653064,149.37885,790.90094,414.4924,3.6888542,773698.1,True,-1,426.22275,11,,400.0039,21319,9.999999,0.26891467,58,-0.48891988,638,2.121275,0.21806684,43.63636363636363,299.85687,0.15489687
9.999999,81.38765931129456,3.0014617,1.5839592,889.83716,11.630234,196.34644,0.0049814633,4.1709723,[-2.349  0.974 -0.988 -2.143 -1.908],506.22114371788194,177.62698,1.057294,173.2118,1854.7769,988.8441,3.7528331,3826658.0,True,-1,506.22116,11,,579.96246,21887,9.999999,0.054796092,59,-0.60271454,649,6.944623,0.37917936,51.63636363636363,309.8747,0.27286017
9.999998,82.95649337768555,2.33556,2.284986,659.8766,9.546358,121.84496,0.007991495,3.0019853,[-2.336  1.01  -0.994 -2.158 -2.022],401.6813817877561,158.0058,0.8678508,114.72477,1082.6451,547.99884,4.147664,1636697.1,True,-1,401.68137,11,,380.04016,22340,9.999998,0.087906435,60,-0.5154726,660,4.814034,0.2729078,41.18181818181818,279.83643,0.21232365
9.999999,84.58895254135132,1.5204933,6.841258,559.85596,3.7154725,108.198586,0.030867396,1.0925927,[-2.358  0.996 -0.976 -2.136 -1.934],388.04172167607976,181.30121,0.33777022,94.278595,555.8215,293.669,7.254243,214840.3,True,-1,388.04172,11,,280.01282,22778,9.999999,0.33954135,61,-0.5310257,671,1.6078914,0.0993266,39.81818181818182,279.84314,0.13822666
9.999999,86.11663269996643,12.9588,0.062193125,659.87585,130.79941,158.20224,0.0005894427,37.372757,[-2.312  0.977 -0.98  -2.184 -1.95 ],428.0438009187516,184.36848,11.890856,132.38332,6149.863,2909.179,1.1806035,88545704.0,True,-1,428.04382,11,,390.0343,23260,9.999999,0.006483869,62,-0.55402637,682,176.86842,3.3975236,43.81818181818182,269.84155,1.1780728
9.999998,88.09428668022156,1.2323413,7.487514,669.88214,2.54541,113.674095,0.036570936,0.74021024,[-2.336  0.892 -0.953 -2.178 -1.973],383.49629790831875,136.12593,0.2314009,117.19214,511.81714,211.98706,8.0835705,172066.7,True,-1,383.49628,11,,400.05994,23693,9.999998,0.4022803,63,-0.62032175,693,1.4691124,0.06729184,39.36363636363637,269.8222,0.11203103
9.999982,90.08260774612427,1.1484509,8.941834,409.859,2.4519763,52.74753,0.042162854,0.5520475,[-2.339  0.908 -0.943 -2.18  -2.039],312.58150956465164,161.23105,0.22290695,46.153297,357.80585,189.93828,8.935375,102086.78,True,-1,312.5815,11,,150.02502,24048,9.999982,0.46379137,64,-0.6096187,704,1.2301726,0.050186142,32.27272727272727,259.83398,0.10440462
9.999996,91.61189436912537,1.304721,7.7926717,469.8575,1.998035,92.789696,0.05500768,0.5617169,[-2.376  0.924 -0.979 -2.156 -2.029],352.5871193491011,179.08075,0.18163955,62.98298,469.04837,262.90536,9.279935,142883.73,True,-1,352.58713,11,,210.06009,24447,9.999996,0.6050845,65,-0.67373866,715,1.4115826,0.051065177,36.27272727272727,259.79742,0.11861101
9.999996,93.29993629455566,1.0345669,10.376364,939.8814,1.3331459,140.01016,0.06799281,0.198336,[-2.383  0.915 -0.974 -2.157 -2.093],429.8621761943214,82.787994,0.12119508,186.21231,456.3955,99.04361,10.610057,153892.05,True,-1,429.8622,11,,650.0294,24931,9.999996,0.7479209,66,-0.65499705,726,1.0601016,0.018030547,44.0,289.85202,0.094051525
10.0,95.22107076644897,1.498058,4.379495,739.8692,5.9869137,209.106,0.017249424,1.6649301,[-2.391  0.924 -0.97  -2.144 -2.074],478.95883827261986,205.74405,0.5442649,123.02643,810.02045,377.01978,4.9212756,538365.5,True,-1,478.95886,11,,470.01636,25469,10.0,0.18974367,67,-0.61572963,737,2.511705,0.1513573,48.90909090909091,269.85284,0.13618709
9.999999,97.10579991340637,1.0632434,10.307839,709.88074,1.3065485,116.388084,0.06806601,0.17109014,[-2.406  0.897 -0.947 -2.147 -2.035],376.2250248273296,114.0842,0.11877714,130.90025,407.5423,136.7432,10.722364,111619.02,True,-1,376.22507,11,,450.0438,25894,9.999999,0.74872607,68,-0.627165,748,1.0671489,0.015553649,38.63636363636363,259.83694,0.09665849
9.999998,99.51093173027039,1.9047488,3.8606834,639.8872,7.895408,109.11367,0.006628125,2.2888646,[-2.407  0.888 -0.95  -2.172 -2.046],378.96364646913264,142.66962,0.7177644,103.44095,697.97675,299.11996,4.5008326,402480.88,True,-1,378.96365,11,,370.03723,26322,9.999998,0.07290937,69,-0.7324282,759,2.8492365,0.20807861,38.90909090909091,269.84998,0.17315897
