InitialReturnMin,InitialReturnStd,J_sample_variance,EmpiricalD2,TimestepsSoFar,InitialReturnMax,EpRewMean,OptimizationReturnMax,ESSClassic,MeanEntropy,InitialReturnMean,MinIWNorm,MaxIW,Iteration,MeanIWNorm,EpLenMean,MinIW,OptimizationReturnMean,MeanIW,EpisodesSoFar,OptimizationReturnMin,LearnableVariance,TimeElapsed,ReturnStepMax,StdIW,EpThisIter,VarianceInit,ReturnMeanIW,Bound,MaxIWNorm,Weights,StdIWNorm,InitialBound,ESSRenyi,ReturnStepMaxmin
159.89471,173.69765,232149.55,1.5490677,207357,639.882,387.10782994954155,479.9873,8.682426,-1.7342031,387.10788,0.035939265,2.8811057,352,0.119887136,39.72727272727273,0.3953319,227.21312,1.3187585,3872,,True,324.6998083591461,10.0,0.68133605,11,-1,577.53076,283.43796,0.2619187,[-2.749  1.101 -2.469 -0.905 -3.156],0.061939638,150.81575,7.101045,10.0
159.8881,157.39421,17679374.0,7.3371716,207882,719.7167,467.07328451839436,559.82855,1.7763191,-1.7247287,467.07327,0.003151918,25.063036,353,0.28150475,47.72727272727273,0.034671098,307.18518,3.0965524,3883,,True,326.9871335029602,9.999999,7.056187,11,-1,2046.1198,1326.2147,2.2784579,[-2.743  1.108 -2.473 -0.912 -3.153],0.64147156,201.3003,1.4992154,9.999999
169.87653,204.74304,119396.43,1.1388772,208505,889.89307,556.2054401929281,720.01654,9.416229,-1.7187532,556.20544,0.061192703,2.30991,354,0.10181194,56.63636363636363,0.6731197,386.32892,1.1199313,3894,,True,329.8485252857208,9.999999,0.45930257,11,-1,626.4872,275.79544,0.20999183,[-2.767  1.089 -2.476 -0.903 -3.144],0.04175478,227.59067,9.658636,9.999999
169.87535,157.26529,601106.0,2.0552309,209088,739.5294,519.8110435587458,569.65405,6.1518607,-1.7147084,519.81104,0.018790059,5.2492533,355,0.14280462,53.0,0.20669064,349.93567,1.5708507,3905,,True,331.98601365089417,9.999999,1.394502,11,-1,880.349,488.846,0.47720486,[-2.769  1.085 -2.473 -0.9   -3.138],0.12677294,246.72171,5.3521967,9.999999
159.86801,127.846466,17947982.0,21.055763,209597,609.83466,452.5663751501861,449.96664,1.4544727,-1.7802225,452.56638,0.004725833,46.790413,356,0.46823883,46.27272727272727,0.05198416,292.69836,5.1506267,3916,,True,334.13165283203125,10.0,13.194935,11,-1,2381.6648,1348.3162,4.253674,[-2.78   1.076 -2.48  -0.893 -3.134],1.1995395,227.37004,0.5224223,10.0
319.78638,160.36726,224736.33,1.160995,210148,909.7906,490.7465629601278,590.0042,10.150248,-1.7681401,490.74655,0.07420243,1.9857771,357,0.113913104,50.09090909090909,0.8162267,170.96019,1.253044,3927,,True,336.4394974708557,9.999998,0.36255544,11,-1,608.0994,246.10165,0.1805252,[-2.802  1.073 -2.519 -0.905 -3.199],0.032959584,154.78415,9.474631,9.999998
319.80725,137.95407,222587.2,1.0970473,210712,859.7169,502.5600736497257,539.90967,9.370724,-1.7765634,502.5601,0.03601105,2.038561,358,0.0967496,51.27272727272727,0.39612156,182.75282,1.0642456,3938,,True,339.09853959083557,9.999999,0.44376475,11,-1,582.1858,249.66605,0.18532375,[-2.8    1.072 -2.518 -0.909 -3.187],0.040342253,185.0886,10.026915,9.999999
309.8458,118.31219,153793.16,1.0909814,211264,749.86273,491.6697569593072,440.01694,10.280641,-1.7778416,491.66974,0.07060775,1.9081299,359,0.1035126,50.18181818181818,0.77668524,181.82397,1.1386386,3949,,True,340.874883890152,10.0,0.30119595,11,-1,541.19995,251.97235,0.17346637,[-2.807  1.071 -2.525 -0.909 -3.196],0.02738145,214.76462,10.082665,10.0
319.8027,128.76991,328366.06,1.615553,211815,729.5713,490.7279450207063,409.7686,8.745041,-1.7782695,490.728,0.04065608,2.8631089,360,0.13109154,50.09090909090909,0.44721684,170.92525,1.442007,3960,,True,343.12709856033325,9.999998,0.73224384,11,-1,722.17896,379.74435,0.26028264,[-2.81   1.076 -2.53  -0.911 -3.197],0.06656762,221.31592,6.808814,9.999998
319.7927,87.60872,123944.87,1.007937,212311,629.7487,440.6989961916261,309.95602,10.842777,-1.7777199,440.69904,0.07001819,1.2075586,361,0.09086293,45.09090909090909,0.7702001,120.9063,0.9994922,3971,,True,345.0972602367401,9.99999,0.12035501,11,-1,445.04187,211.5707,0.10977806,[-2.806  1.081 -2.528 -0.909 -3.197],0.010941365,208.14888,10.913381,9.99999
309.8179,144.65721,175526.75,1.1119078,212826,839.89136,458.01303152933014,530.0735,9.983915,-1.7875262,458.01306,0.05021108,1.741015,362,0.10511797,46.81818181818182,0.55232185,148.19513,1.1562977,3982,,True,347.1969931125641,9.999998,0.36887896,11,-1,541.46814,214.42368,0.15827408,[-2.804  1.081 -2.527 -0.91  -3.197],0.033534452,147.86264,9.892906,9.999998
319.80765,128.9814,262474.44,1.4512941,213373,699.77783,487.10036929990474,379.97018,8.892299,-1.7862068,487.1004,0.04888025,2.8248296,363,0.11884893,49.72727272727273,0.5376827,167.29274,1.3073382,3993,,True,349.4065673351288,9.999998,0.6364814,11,-1,649.06506,337.75928,0.2568027,[-2.808  1.08  -2.534 -0.912 -3.206],0.057861947,228.6903,7.5794425,9.999998
329.90967,112.209274,1023079.8,2.0517998,213990,739.86035,550.7388659434515,409.95068,4.990909,-1.7416865,550.73883,0.027243344,8.497665,364,0.19354372,56.09090909090909,0.29967678,220.8292,2.1289809,4004,,True,351.1574373245239,10.0,2.336073,11,-1,1123.4629,732.1118,0.77251506,[-2.816  1.074 -2.537 -0.909 -3.205],0.21237025,277.52734,5.361147,10.0
169.86713,142.52843,70404.61,1.0461214,214495,629.77026,448.91932417702316,459.90314,10.307779,-1.7509032,448.91934,0.04817004,1.4325707,365,0.096349806,45.90909090909091,0.52987045,279.05222,1.059848,4015,,True,353.8431942462921,9.999999,0.27465257,11,-1,480.8357,242.9751,0.1302337,[-2.823  1.072 -2.535 -0.902 -3.161],0.024968417,216.36127,10.515033,9.999999
329.85397,114.265625,1328573.9,4.9255223,215092,799.8463,532.5585955640066,469.99234,1.7003158,-1.7573754,532.5586,0.0064827166,18.416695,366,0.20027079,54.27272727272727,0.07130988,202.70464,2.2029784,4026,,True,356.3506028652191,10.0,5.152044,11,-1,1104.5962,449.08215,1.674245,[-2.823  1.075 -2.538 -0.905 -3.17 ],0.46836764,237.19577,2.2332656,10.0
309.8127,134.86813,146817.23,1.0347711,215647,699.88367,494.3950122901916,390.07095,10.605576,-1.7660625,494.395,0.06997942,1.3454142,367,0.09706421,50.45454545454545,0.7697736,184.58229,1.0677062,4037,,True,358.00706911087036,10.0,0.2059048,11,-1,526.78577,263.88168,0.122310385,[-2.828  1.064 -2.532 -0.887 -3.176],0.01871862,235.94586,10.63037,10.0
309.77136,115.1505,298379.28,1.7596139,216194,709.8833,487.09414130938603,400.11194,5.3602433,-1.771648,487.09412,0.031131983,5.146693,368,0.1390364,49.72727272727273,0.3424518,177.32277,1.5294002,4048,,True,360.5745975971222,9.999997,1.5687691,11,-1,672.0889,324.35672,0.4678812,[-2.829  1.062 -2.527 -0.886 -3.185],0.14261538,224.9524,6.2513714,9.999997
159.88571,128.87321,81639.414,1.3916326,216666,659.8932,418.9423715096871,500.00748,8.181823,-1.7710466,418.94238,0.040544305,2.7703683,369,0.11841397,42.90909090909091,0.44598734,259.05667,1.3025537,4059,,True,362.51803708076477,9.999996,0.7644602,11,-1,529.5712,242.10608,0.25185168,[-2.829  1.06  -2.52  -0.877 -3.191],0.069496386,175.26068,7.9043856,9.999996
159.88586,167.14105,193039.03,1.1798278,217169,759.8021,447.0939235558741,599.91626,8.9305935,-1.7766016,447.09393,0.02488433,2.3529136,370,0.09725969,45.72727272727273,0.27372763,287.20804,1.0698566,4070,,True,364.57517170906067,9.999999,0.5150016,11,-1,522.49927,217.7385,0.21390125,[-2.825  1.065 -2.525 -0.886 -3.19 ],0.046818327,166.5184,9.323395,9.999999
309.8213,102.8022,2546660.5,11.259116,217679,609.8711,453.4811310343828,300.0498,1.5647506,-1.7849629,453.48114,0.0040398026,22.790281,371,0.23704804,46.36363636363637,0.04443783,143.65985,2.6075284,4081,,True,367.2121751308441,9.999999,6.402995,11,-1,1296.9996,541.31696,2.0718439,[-2.832  1.061 -2.527 -0.885 -3.196],0.5820905,228.27132,0.9769861,9.999999
319.75705,112.148605,387697.3,2.1991496,218199,649.82056,462.5557223951636,330.0635,4.112033,-1.7783229,462.55576,0.011425528,8.366512,372,0.15637523,47.27272727272727,0.1256808,142.79869,1.7201275,4092,,True,370.5586223602295,10.0,2.2262702,11,-1,741.51227,385.65967,0.76059204,[-2.835  1.058 -2.523 -0.866 -3.204],0.20238821,222.59358,5.0019336,10.0
319.84326,93.41737,309881.22,2.0783255,218722,629.6481,465.271409328769,309.8048,5.7006783,-1.754873,465.2714,0.0103339655,5.4329042,373,0.13838483,47.54545454545455,0.11367362,145.42816,1.5222332,4103,,True,373.39378476142883,9.999999,1.4676688,11,-1,692.3695,357.16956,0.4939004,[-2.824  1.051 -2.509 -0.868 -3.197],0.13342443,232.75847,5.292722,9.999999
449.86768,58.754967,302065.72,1.237212,219279,649.5657,496.1725255123107,199.698,9.530354,-1.7538233,496.17255,0.037933085,1.8621687,374,0.104514025,50.63636363636363,0.41726393,46.304848,1.1496543,4114,,True,375.45296263694763,9.999998,0.4514601,11,-1,576.6355,309.83023,0.16928807,[-2.836  1.046 -2.522 -0.87  -3.174],0.04104183,256.30453,8.890959,9.999998
309.77966,96.08252,177654.67,1.2584924,219805,619.83594,468.00299656206334,310.05627,10.045406,-1.7559824,468.00302,0.08407438,2.2854972,375,0.1130526,47.81818181818182,0.92481816,158.22333,1.2435786,4125,,True,377.6646776199341,9.999995,0.38335288,11,-1,570.2389,313.46472,0.20777248,[-2.833  1.05  -2.523 -0.876 -3.173],0.034850262,239.1134,8.740618,9.999995
419.89447,90.89056,490356.47,2.0722647,220405,709.7854,535.2784903094158,289.89093,3.7641056,-1.7604465,535.2785,0.02263845,8.217856,376,0.14212194,54.54545454545455,0.24902293,115.38403,1.5633413,4136,,True,379.50063848495483,9.999997,2.1675496,11,-1,789.59863,412.2881,0.7470779,[-2.834  1.047 -2.524 -0.879 -3.175],0.19704996,273.17288,5.3082023,9.999997
319.8345,221.87503,525155.8,1.4284965,221033,1079.873,560.75876051516,760.0386,7.7777853,-1.7450442,560.7588,0.02898302,2.7197776,377,0.11273215,57.09090909090909,0.3188132,240.92427,1.2400535,4147,,True,382.1433176994324,9.999998,0.79815966,11,-1,742.94775,266.3395,0.24725251,[-2.822  1.049 -2.52  -0.888 -3.179],0.07255996,161.98926,7.700404,9.999998
319.8284,79.687645,145492.38,1.2534322,221510,509.90445,423.4879312467246,190.07605,9.121449,-1.7427247,423.4879,0.037418902,1.9229548,378,0.09858296,43.36363636363637,0.41160792,103.65952,1.0844127,4158,,True,384.2520840167999,9.999999,0.4921237,11,-1,474.56607,263.7574,0.17481408,[-2.822  1.043 -2.512 -0.88  -3.164],0.044738516,235.19325,8.775904,9.999999
319.84692,72.871056,598138.8,3.5054274,222030,579.8323,462.57073219599266,259.98535,4.1402884,-1.7446705,462.57077,0.019388229,9.297547,379,0.17715545,47.27272727272727,0.21327052,142.72382,1.9487096,4169,,True,386.3788151741028,9.999997,2.5083306,11,-1,902.43854,501.55136,0.8452316,[-2.824  1.04  -2.514 -0.883 -3.162],0.22803004,248.45352,3.1379912,9.999997
309.789,105.96794,2348296.8,9.380642,222568,699.88885,478.91096390274254,390.09985,2.204781,-1.7508645,478.91095,0.019175388,25.239391,380,0.31709537,48.90909090909091,0.21092926,169.12195,3.4880488,4180,,True,388.7968535423279,9.999999,6.9666367,11,-1,1531.8899,740.31024,2.29449,[-2.805  1.05  -2.502 -0.89  -3.164],0.6333305,220.45987,1.1726277,9.999999
309.83618,125.11151,327440.0,2.045844,223120,669.9066,491.6380764076591,360.07043,5.5027933,-1.7537837,491.63806,0.0143362,4.996858,381,0.120977156,50.18181818181818,0.1576982,181.80188,1.3307487,4191,,True,391.13030219078064,10.0,1.3300729,11,-1,706.75073,352.9165,0.45425984,[-2.808  1.033 -2.488 -0.886 -3.17 ],0.12091572,244.25865,5.376754,10.0
309.7796,135.84381,222192.62,1.2627461,223649,799.6223,470.6988383101627,489.8427,9.186818,-1.7560937,470.69882,0.050989795,2.3201594,382,0.1084228,48.09090909090909,0.56088775,160.91924,1.1926508,4202,,True,393.5798850059509,9.999992,0.5298481,11,-1,565.69885,233.88675,0.2109236,[-2.807  1.039 -2.498 -0.898 -3.173],0.048168015,175.41876,8.711173,9.999992
319.82397,167.69196,973154.94,1.7932439,224291,879.7141,573.4482750761878,559.89014,5.009993,-1.7490243,573.44824,0.02328653,5.5331316,383,0.11629636,58.36363636363637,0.25615183,253.62428,1.2792598,4213,,True,395.7149426937103,10.0,1.3987943,11,-1,854.3646,419.34332,0.503012,[-2.806  1.042 -2.498 -0.896 -3.175],0.12716311,248.59235,6.134135,10.0
319.7796,169.67996,154372.98,1.0121837,224860,829.69696,507.07609304567285,509.91736,10.876475,-1.7442209,507.07608,0.083124176,1.2631214,384,0.09349001,51.72727272727273,0.9143659,187.2965,1.02839,4224,,True,398.17465710639954,9.999999,0.109594055,11,-1,523.9977,215.75098,0.11482922,[-2.808  1.043 -2.502 -0.888 -3.168],0.009963095,200.69022,10.867593,9.999999
319.82303,71.39549,198646.42,1.3928139,225411,619.7492,490.7370181977714,299.92618,9.488988,-1.7457267,490.737,0.02137962,2.0355837,385,0.11349671,50.09090909090909,0.23517582,170.914,1.2484637,4235,,True,400.314453125,10.0,0.4981957,11,-1,622.97656,352.88452,0.18505307,[-2.804  1.043 -2.497 -0.887 -3.163],0.045290522,261.87946,7.8976808,10.0
339.8315,156.60165,1869753.4,3.6286967,226073,929.84607,591.6593407864711,590.0145,5.953574,-1.7563475,591.65936,0.012721834,6.429141,386,0.18591657,60.18181818181818,0.13994017,251.82782,2.0450823,4246,,True,403.0284752845764,10.0,1.8828418,11,-1,1382.659,728.5718,0.5844674,[-2.798  1.033 -2.485 -0.885 -3.165],0.17116745,248.2909,3.0313914,10.0
319.83725,173.37312,586534.3,1.7077571,226696,899.8467,556.1862297026967,580.0094,6.895172,-1.7487761,556.1863,0.025961416,3.7678497,387,0.11937621,56.63636363636363,0.28557557,236.34897,1.3131382,4257,,True,405.89286828041077,9.999998,1.0131769,11,-1,798.50183,364.26077,0.3425318,[-2.807  1.02  -2.478 -0.883 -3.175],0.092107,223.89587,6.441197,9.999998
319.83075,145.73468,733086.06,3.4588408,227251,899.7792,494.38902097671416,579.9484,2.9145133,-1.7467532,494.38904,0.018223021,15.170514,388,0.22177838,50.45454545454545,0.20045322,174.55826,2.439562,4268,,True,408.2452919483185,9.999999,4.0633287,11,-1,994.8662,376.92023,1.3791376,[-2.819  1.016 -2.485 -0.886 -3.168],0.3693935,162.12357,3.1802561,9.999999
319.85858,107.32808,171863.19,1.2063785,227824,729.8509,510.7403019463232,409.9923,9.941906,-1.7453645,510.74033,0.04966858,1.6240144,389,0.104813024,52.09090909090909,0.54635435,190.88173,1.1529433,4279,,True,411.2997281551361,10.0,0.37612745,11,-1,584.05316,288.03033,0.14763768,[-2.821  1.01  -2.49  -0.896 -3.166],0.034193408,241.225,9.1182,10.0
329.86145,108.796036,10970743.0,33.254745,228381,739.7718,496.1956864282809,409.91034,1.2100945,-1.7417512,496.19568,0.00088132784,58.426193,390,0.5316031,50.63636363636363,0.009694606,166.33424,5.8476334,4290,,True,413.9117238521576,9.999999,16.632584,11,-1,2787.1382,1211.7997,5.3114724,[-2.817  1.014 -2.492 -0.899 -3.164],1.5120531,223.01688,0.33077985,9.999999
329.8493,111.283745,380770.0,2.0845613,228964,749.8667,519.8419312068397,420.0174,5.6365557,-1.745554,519.8419,0.01827823,4.551199,391,0.1291231,53.0,0.20106052,189.99263,1.420354,4301,,True,416.14260506629944,10.0,1.3855163,11,-1,728.98553,329.18744,0.41374537,[-2.819  0.997 -2.492 -0.907 -3.161],0.12595603,242.93536,5.2768893,10.0
339.86752,122.70086,190472.86,1.0800238,229528,859.8195,502.56940646860835,519.952,10.192892,-1.7294798,502.56943,0.065089464,1.5468292,392,0.09721403,51.27272727272727,0.7159841,162.70189,1.0693542,4312,,True,418.9389696121216,10.0,0.30091125,11,-1,555.3511,225.38199,0.14062084,[-2.809  1.002 -2.499 -0.916 -3.164],0.02735557,185.06,10.184961,10.0
329.82788,89.38949,800465.2,2.2910204,230085,659.8679,496.20252345832347,330.04004,6.3020015,-1.7696637,496.2025,0.052864753,7.7659802,393,0.22383226,50.63636363636363,0.5815123,166.37465,2.4621546,4323,,True,421.1541244983673,10.0,2.1258497,11,-1,1145.2529,776.4276,0.70599824,[-2.81   1.002 -2.497 -0.913 -3.148],0.19325908,252.53017,4.801354,10.0
319.86655,81.80875,2690240.0,11.95765,230594,639.8285,452.5653929949157,319.96194,2.2389958,-1.7615476,452.5654,0.0011732645,28.301102,394,0.36477777,46.27272727272727,0.012905909,132.69884,4.012556,4334,,True,423.68267154693604,9.999998,7.937275,11,-1,1726.5353,909.50946,2.5728276,[-2.829  0.993 -2.527 -0.909 -3.189],0.7215705,216.2931,0.9199132,9.999998
389.79074,104.571556,415359.0,1.5659941,231167,759.7822,510.76061118698067,369.9915,7.0544786,-1.7664924,510.76062,0.053203654,3.8891575,395,0.109481595,52.09090909090909,0.5852402,120.96987,1.2042975,4345,,True,426.7019600868225,9.999999,0.9006448,11,-1,697.4003,346.2982,0.3535598,[-2.819  1.    -2.53  -0.931 -3.18 ],0.0818768,230.19244,7.024292,9.999999
329.8943,86.52106,145609.98,1.0368934,231697,619.8689,471.6603787441341,289.9746,10.565672,-1.7805296,471.66037,0.06314024,1.4427352,396,0.096711986,48.18181818181818,0.69454265,141.7661,1.0638318,4356,,True,428.961936712265,10.0,0.21569204,11,-1,500.42328,267.33728,0.13115776,[-2.825  0.999 -2.523 -0.921 -3.185],0.01960837,242.75864,10.608613,10.0
369.8728,64.86182,382970.94,2.4779482,232232,629.88385,476.22068501659055,260.01105,4.571824,-1.8092791,476.2207,0.00691857,5.584195,397,0.12390954,48.63636363636363,0.07610427,106.34788,1.3630048,4367,,True,431.274662733078,9.999999,1.6162056,11,-1,716.944,350.79663,0.50765413,[-2.826  0.997 -2.529 -0.919 -3.199],0.14692777,243.62068,4.4391565,9.999999
319.8545,112.45452,503950.8,2.222747,232809,759.86847,514.399214786637,440.01398,6.128356,-1.8275046,514.39923,0.021074675,4.969697,398,0.15558471,52.45454545454545,0.23182142,194.54472,1.7114319,4378,,True,433.1580562591553,9.999999,1.5258976,11,-1,924.949,506.60574,0.45179066,[-2.827  0.99  -2.514 -0.904 -3.228],0.13871796,233.7992,4.948831,9.999999
319.8335,113.63041,160449.23,1.1099563,233416,669.8584,541.65500461093,350.0249,10.670524,-1.8342253,541.655,0.07179695,1.5958296,399,0.10386035,55.18181818181818,0.78976643,221.82152,1.1424638,4389,,True,435.6525659561157,10.0,0.200753,11,-1,605.72266,345.11615,0.14507543,[-2.819  0.999 -2.515 -0.908 -3.246],0.018250274,294.29343,9.9103,10.0
329.87793,99.69403,366980.62,2.391159,233989,679.8216,510.748075741669,349.94366,5.3759418,-1.8350804,510.74805,0.005676099,5.8419204,400,0.14633328,52.09090909090909,0.062437087,180.87015,1.6096661,4400,,True,438.31360483169556,10.0,1.6463928,11,-1,763.6623,375.46857,0.5310837,[-2.816  0.995 -2.515 -0.911 -3.253],0.14967209,259.70734,4.6002793,10.0
319.836,112.69358,5007545300.0,3006.8843,234540,679.8507,490.76419338389036,360.0147,1.0061959,-1.835158,490.7642,0.00016138819,1296.3679,401,10.746934,50.09090909090909,0.0017752701,170.9282,118.216286,4411,,True,440.3770933151245,10.0,372.56448,11,-1,55555.35,41788.926,117.85163,[-2.821  0.985 -2.518 -0.911 -3.254],33.8695,239.7127,0.0036582719,10.0
309.84094,81.491684,169108.62,1.2076573,235054,599.87354,457.1125576927563,290.0326,10.272885,-1.8422381,457.11258,0.05991612,1.8633884,402,0.11085752,46.72727272727273,0.6590773,147.27162,1.2194327,4422,,True,443.3784878253937,10.0,0.32442436,11,-1,554.46216,311.02838,0.16939895,[-2.892  0.991 -2.587 -0.891 -3.254],0.029493123,235.59457,9.108544,10.0
429.71957,99.9284,398057.66,1.9249126,235637,729.8522,519.8461968645344,300.1326,5.7478175,-1.8510619,519.8461,0.009428218,3.096377,403,0.10956108,53.0,0.1037104,90.12663,1.205172,4433,,True,445.8459885120392,10.0,1.1520396,11,-1,705.0048,331.07535,0.2814888,[-2.886  0.994 -2.585 -0.893 -3.261],0.104730874,250.33041,5.7145452,10.0
319.83276,88.77259,740236.44,4.0410686,236180,669.87946,483.47694892651265,350.0467,3.410074,-1.8468748,483.47696,0.0049829525,11.444217,404,0.18498234,49.36363636363637,0.054812476,163.6442,2.0348055,4444,,True,448.0171844959259,9.999999,3.0357068,11,-1,1009.0583,511.78622,1.0403833,[-2.886  1.005 -2.587 -0.901 -3.27 ],0.27597332,236.10757,2.7220523,9.999999
429.76987,58.92472,412481.72,1.8509948,236728,609.8831,488.0381180602069,180.11325,6.142591,-1.8459595,488.03812,0.031067835,4.7383122,405,0.12889005,49.81818181818182,0.34174618,58.26825,1.4177905,4455,,True,450.44602489471436,9.999999,1.2607783,11,-1,678.6426,372.23572,0.43075567,[-2.883  1.018 -2.596 -0.903 -3.266],0.11461621,262.82388,5.9427505,9.999999
329.86694,166.93004,398758.1,1.6751019,237357,939.8678,561.6690266239051,610.00085,7.8350863,-1.8509989,561.669,0.019325495,3.1261773,406,0.12872954,57.18181818181818,0.21258043,231.8021,1.4160248,4466,,True,453.13183212280273,9.999999,0.899974,11,-1,816.0904,366.89355,0.28419796,[-2.878  1.017 -2.595 -0.914 -3.265],0.081815824,214.59988,6.566765,9.999999
439.8703,71.10326,409704.97,1.9058652,237926,609.8635,507.1212745196181,169.99323,6.6868677,-1.844724,507.12128,0.017043369,3.3278542,407,0.118688874,51.72727272727273,0.18747705,67.25097,1.3055776,4477,,True,455.6590130329132,10.0,1.0485467,11,-1,711.6203,400.71506,0.3025322,[-2.879  1.015 -2.598 -0.902 -3.27 ],0.09532242,281.91428,5.771657,10.0
319.85144,96.6077,528053.3,3.0486312,238436,639.8587,453.4966917233307,320.00726,5.063295,-1.8541635,453.4967,0.024902618,7.7847,408,0.17683429,46.36363636363637,0.2739288,133.64525,1.9451772,4488,,True,457.80061292648315,10.0,2.1062765,11,-1,896.56635,484.00757,0.7077,[-2.878  1.024 -2.605 -0.905 -3.264],0.19147968,217.21323,3.6081767,10.0
319.82373,141.12697,491951.16,2.324979,239023,779.8561,523.4955711653764,460.03235,5.9011574,-1.8587255,523.49554,0.014582518,6.1779127,409,0.16035984,53.36363636363637,0.16040769,203.67183,1.7639581,4499,,True,460.50432419776917,10.0,1.6396662,11,-1,886.41064,447.30072,0.56162846,[-2.884  1.015 -2.602 -0.893 -3.273],0.14906058,235.51468,4.7312255,10.0
439.72366,105.3524,453247.66,1.7105794,239605,819.86804,518.9155315406264,380.14438,7.3940015,-1.8614876,518.9155,0.031257052,3.3839047,410,0.1304776,52.90909090909091,0.34382755,79.191864,1.4352536,4510,,True,462.85942029953003,9.999999,1.0023092,11,-1,734.43335,338.461,0.3076277,[-2.882  1.026 -2.609 -0.897 -3.278],0.09111902,216.15918,6.4305696,9.999999
329.82187,111.811195,299040.6,1.4542543,240143,759.83057,478.91229444278474,430.0087,8.409456,-1.8746221,478.9123,0.020801116,2.6930122,411,0.11314822,48.90909090909091,0.22881226,149.09044,1.2446305,4521,,True,464.83976125717163,10.0,0.69079953,11,-1,646.2407,307.87512,0.2448193,[-2.886  1.021 -2.611 -0.901 -3.28 ],0.06279996,198.32626,7.5640144,10.0
319.83188,107.99608,962639.8,5.0600724,240692,669.88806,488.94156812131126,350.05618,2.6134074,-1.8832916,488.9416,0.009101969,15.055773,412,0.2073689,49.90909090909091,0.10012166,169.10971,2.2810576,4532,,True,467.39839911460876,10.0,4.0862556,11,-1,1121.6367,565.18195,1.3687067,[-2.888  1.015 -2.603 -0.895 -3.294],0.3714778,241.56903,2.173882,10.0
319.82166,85.77828,2319330.5,10.104083,241230,639.8242,478.91744043692955,320.00256,1.4228613,-1.8832526,478.91745,0.005449705,27.578926,413,0.27286145,48.90909090909091,0.05994675,159.09578,3.001476,4543,,True,469.5351822376251,9.999998,7.787023,11,-1,1412.876,661.844,2.5071752,[-2.878  1.026 -2.607 -0.905 -3.302],0.70791125,242.64673,1.0886688,9.999998
319.82623,116.42805,428417.47,1.2644846,241823,739.8896,528.9207760934269,420.06335,6.857368,-1.874633,528.92084,0.058020853,4.8384013,414,0.14272863,53.90909090909091,0.63822937,209.09454,1.570015,4554,,True,472.16454315185547,10.0,1.2202903,11,-1,851.12646,543.88983,0.43985468,[-2.889  1.022 -2.607 -0.888 -3.302],0.11093549,255.69852,8.699196,10.0
309.82938,85.84329,259265.48,1.7324524,242344,589.828,463.4752753608542,279.99863,7.4008083,-1.8886261,463.47528,0.01502987,3.8479502,415,0.13228045,47.36363636363637,0.16532856,153.6459,1.4550849,4565,,True,474.594673871994,10.0,1.0147319,11,-1,658.68304,371.9978,0.34981367,[-2.902  1.023 -2.627 -0.885 -3.294],0.09224836,245.66685,6.349381,10.0
469.8548,67.39194,1829446.2,7.9048934,242995,709.88525,581.6720443484573,240.03046,1.5595361,-1.8828975,581.67206,0.009677003,24.01013,416,0.24918541,59.18181818181818,0.10644703,111.81725,2.7410395,4576,,True,476.97640562057495,10.0,6.7439485,11,-1,1354.3993,617.36884,2.1827393,[-2.918  1.018 -2.645 -0.884 -3.308],0.6130862,319.52957,1.3915431,10.0
319.88394,195.15706,237943920.0,44.290752,243648,899.7184,583.4967807385806,579.8345,1.0909467,-1.8876923,583.4968,0.005329454,86.90799,417,0.750333,59.36363636363637,0.058623992,263.61282,8.253662,4587,,True,480.07588481903076,9.999999,24.874882,11,-1,7278.828,5067.7075,7.9007263,[-2.921  1.003 -2.64  -0.884 -3.302],2.261353,251.25372,0.24835885,9.999999
319.84338,162.60123,263288.3,1.4980525,244286,869.8623,569.8382458621676,550.0189,9.494816,-1.8809353,569.83826,0.035195664,2.3732877,418,0.122240305,58.0,0.38715228,249.99486,1.3446434,4598,,True,483.63227438926697,10.0,0.53537583,11,-1,784.3007,391.14618,0.21575344,[-2.921  1.025 -2.654 -0.889 -3.307],0.04867053,248.62033,7.342867,10.0
329.79926,103.947685,164126.39,1.1227455,244872,739.88617,522.5611461987845,410.0869,10.269591,-1.8862303,522.56116,0.059783373,1.4855564,419,0.099616334,53.27272727272727,0.6576171,192.7619,1.0957795,4609,,True,485.5837392807007,10.0,0.29223317,11,-1,583.1693,293.66513,0.13505058,[-2.924  1.021 -2.661 -0.894 -3.3  ],0.026566653,249.34009,9.797412,10.0
439.8152,65.76459,1022640.8,3.6357415,245431,619.8502,498.0176506956722,180.03503,4.4762263,-1.8626585,498.01767,0.017129803,7.9386215,420,0.18118843,50.81818181818182,0.18842784,58.202454,1.9930729,4620,,True,488.207035779953,9.999999,2.4061162,11,-1,1069.6575,633.2095,0.72169286,[-2.923  1.017 -2.659 -0.894 -3.305],0.21873786,269.12277,3.0255177,9.999999
319.84525,139.44205,680123.56,2.7522137,246042,789.85785,545.2938839009392,470.0126,6.977254,-1.8668095,545.2939,0.00743688,5.4510217,421,0.18205501,55.54545454545455,0.081805676,225.44864,2.0026052,4631,,True,491.0112121105194,10.0,1.5205978,11,-1,1110.1201,626.2383,0.49554744,[-2.921  1.028 -2.673 -0.899 -3.282],0.13823618,253.61954,3.9967825,10.0
