LearnableVariance,Bound,InitialReturnStd,EpRewMean,VarianceInit,EmpiricalD2,OptimizationReturnMean,MinIWNorm,TimeElapsed,MeanIW,InitialReturnMin,ESSClassic,ReturnStepMax,Weights,ReturnMeanIW,ReturnStepMaxmin,InitialReturnMax,InitialBound,MaxIW,J_sample_variance,StdIW,OptimizationReturnMax,ESSRenyi,TimestepsSoFar,InitialReturnMean,StdIWNorm,OptimizationReturnMin,Iteration,EpLenMean,EpThisIter,MeanEntropy,MinIW,MeanIWNorm,EpisodesSoFar,MaxIWNorm
True,52.36451,68.02628,130.83466332757132,-1,1.1105084,70.91807,0.04948791,641.0888071060181,1.1644664,59.916588,9.946095,9.999967,[-1.162 -2.039 -0.349 -1.101 -5.006],165.19342,9.999967,289.94135,23.766724,1.7212939,17849.076,0.37905434,230.02475,9.905373,62799,130.83466,0.034459483,,422,14.090909090909092,11,-3.5891924,0.544367,0.10586059,4642,0.15648127
True,86.27992,101.9074,177.20188295453684,-1,1.888176,127.27417,0.022716125,642.7464616298676,1.3405044,49.92772,4.93204,9.999999,[-1.163 -2.049 -0.353 -1.105 -5.008],284.14584,9.999999,389.94244,33.2061,5.890433,169376.8,1.4868811,340.0147,5.8257284,63005,177.20189,0.13517101,,423,18.727272727272727,11,-3.592696,0.24987736,0.121864036,4653,0.5354939
True,30.59555,53.27882,112.64985862326816,-1,1.0614735,52.734585,0.049920626,644.5540285110474,1.0613544,59.915264,10.305179,9.999972,[-1.146 -2.049 -0.355 -1.109 -5.012],121.8806,9.999972,239.93622,24.047539,1.3465736,9342.562,0.27559385,180.02095,10.362953,63140,112.64986,0.025053987,,424,12.272727272727273,11,-3.5949645,0.54912686,0.096486755,4664,0.12241578
True,62.35766,42.449894,107.1911406603357,-1,1.1543803,57.2675,0.062724546,645.8099949359894,1.2108356,49.923645,9.341107,9.999761,[-1.143 -2.045 -0.358 -1.107 -5.014],137.71106,9.999761,189.92369,37.057175,2.005081,11000.615,0.5102644,140.00005,9.528922,63269,107.19114,0.046387672,,425,11.727272727272727,11,-3.5978951,0.68997,0.11007597,4675,0.1822801
True,106.15726,91.166725,132.6525691332414,-1,2.0358946,82.72879,0.006491398,647.7086720466614,2.0461042,49.923775,2.2378342,9.999992,[-1.139 -2.033 -0.355 -1.105 -5.017],316.881,9.999992,399.93234,-15.032227,14.686161,236503.0,4.0487366,350.00858,5.40303,63426,132.65257,0.36806697,,426,14.272727272727273,11,-3.6067886,0.07140537,0.18600947,4686,1.3351055
True,82.91641,41.44299,100.82313125569772,-1,2.1994467,60.89131,0.021095397,649.9229063987732,1.4509952,39.931816,5.261808,9.999783,[-1.148 -2.055 -0.358 -1.116 -5.026],192.40921,9.999783,199.93073,26.99382,5.94273,78300.76,1.5152558,159.9989,5.001258,63548,100.82313,0.13775055,,427,11.090909090909092,11,-3.6152327,0.23204936,0.13190866,4697,0.5402482
True,61.92447,63.591415,124.46687535355318,-1,1.3534955,74.542,0.03550172,650.9311282634735,1.3469886,49.924873,9.148219,9.9998865,[-1.163 -2.065 -0.347 -1.118 -5.034],169.30171,9.9998865,249.9393,32.170677,2.5394976,20443.684,0.6060246,200.01443,8.127105,63696,124.46687,0.055093147,,428,13.454545454545455,11,-3.6136215,0.39051887,0.1224535,4708,0.23086342
True,48.307663,79.019005,125.37547687135334,-1,2.0068285,75.447876,0.01582534,652.3525793552399,1.7946575,49.9276,4.951093,9.999997,[-1.162 -2.06  -0.345 -1.112 -5.033],215.6752,9.999997,319.93872,7.230278,7.3150454,48706.027,1.9836704,270.0111,5.4812856,63845,125.375465,0.18033366,,429,13.545454545454545,11,-3.6145024,0.17407873,0.16315067,4719,0.66500413
True,53.804024,70.257675,130.83333050612183,-1,1.1768488,80.90379,0.037965477,653.5030038356781,1.1318405,49.929543,9.242657,9.999998,[-1.166 -2.054 -0.349 -1.114 -5.033],153.92842,9.999998,249.93686,38.53804,2.4285336,12837.851,0.49353164,200.00732,9.346995,64000,130.83333,0.044866517,,430,14.090909090909092,11,-3.6132622,0.41762024,0.10289459,4730,0.22077578
True,67.84867,40.25315,107.19115906798247,-1,1.2426709,47.274548,0.05239925,654.7993559837341,1.2800899,59.91661,8.886304,9.99981,[-1.165 -2.05  -0.348 -1.116 -5.032],150.15182,9.99981,199.93513,33.36022,2.8977962,14174.247,0.62431085,140.01852,8.851901,64129,107.19116,0.056755528,,431,11.727272727272727,11,-3.6160426,0.57639176,0.1163718,4741,0.26343602
True,23.225616,94.33056,124.46878916324198,-1,1.4126573,84.53699,0.09093215,656.8011581897736,1.7933711,39.9318,8.874909,10.0,[-1.168 -2.06  -0.341 -1.123 -5.035],198.75702,10.0,399.9329,-23.216217,3.8506706,22380.889,0.87756026,360.0011,7.7867436,64277,124.46878,0.0797782,,432,13.454545454545455,11,-3.615748,1.0002537,0.16303374,4752,0.35006097
True,29.205261,40.901928,99.91790222893168,-1,1.075466,50.001587,0.05564049,658.6228852272034,1.0767047,49.916313,10.260659,9.999939,[-1.172 -2.05  -0.346 -1.12  -5.035],109.59871,9.999939,209.92926,22.396393,1.5219649,5218.6562,0.2890221,160.01294,10.228124,64398,99.9179,0.026274735,,433,11.0,11,-3.616044,0.61204535,0.09788225,4763,0.13836046
True,43.1761,55.344444,99.01045330297667,-1,1.4636211,49.092663,0.054655623,659.8478031158447,1.5392661,49.917793,8.223565,9.999783,[-1.167 -2.05  -0.342 -1.122 -5.035],141.42593,9.999783,219.92175,17.79898,3.6479187,11383.174,0.8943911,170.00397,7.515606,64518,99.01045,0.08130829,,434,10.909090909090908,11,-3.619898,0.60121185,0.13993329,4774,0.33162898
True,-19.93431,120.24026,137.19267086338567,-1,1.0358495,87.27286,0.0756092,661.770763874054,1.0708498,49.919815,10.763816,9.999996,[-1.158 -2.046 -0.331 -1.126 -5.039],152.92493,9.999996,459.93344,-32.649002,1.3657695,30350.537,0.1586246,410.0136,10.619304,64680,137.19267,0.01442042,,435,14.727272727272727,11,-3.62087,0.83170116,0.09734998,4785,0.12416087
True,35.120743,48.957294,108.10162519098321,-1,1.1791736,68.16647,0.040670972,663.5645527839661,1.1314435,39.93515,9.399178,9.9997425,[-1.152 -2.041 -0.331 -1.124 -5.04 ],123.31059,9.9997425,219.92795,26.887863,2.044863,6835.103,0.46693847,179.9928,9.3285675,64810,108.10163,0.042448953,,436,11.818181818181818,11,-3.625145,0.4473807,0.1028585,4796,0.18589664
True,191.30624,33.652027,126.28737199140697,-1,5.525046,56.36879,0.017821575,664.9562873840332,3.5762749,69.91858,2.6213388,9.999827,[-1.15  -2.051 -0.333 -1.127 -5.044],347.4926,9.999827,179.93924,59.8404,23.054348,88370.875,6.3937654,110.02066,1.9909337,64960,126.28738,0.58125144,,437,13.636363636363637,11,-3.6197913,0.1960373,0.3251159,4807,2.09585
True,2444.1719,65.837166,124.46726979739915,-1,90.76025,74.54448,0.0024859912,666.0929079055786,11.982059,49.92279,1.0845038,9.999992,[-1.153 -2.042 -0.358 -1.118 -5.039],3499.3347,9.999992,299.9317,13.710152,126.54478,91229304.0,36.230404,250.00891,0.12119844,65108,124.46726,3.2936728,,438,13.454545454545455,11,-3.6135013,0.027345903,1.0892781,4818,11.504071
True,45.78219,33.971394,99.0101742511136,-1,1.2036052,39.091427,0.04466691,667.9064121246338,1.2118605,59.91875,9.587105,9.999636,[-1.179 -2.088 -0.348 -1.137 -5.032],122.72983,9.999636,189.93457,28.872192,1.9845309,8726.49,0.46522576,130.01582,9.13921,65228,99.01018,0.04229325,,439,10.909090909090908,11,-3.615724,0.491336,0.11016914,4829,0.1804119
True,72.16364,39.273163,111.73866990040487,-1,1.2202735,51.81273,0.06336746,670.0628967285156,1.329691,59.92594,10.379866,9.999757,[-1.174 -2.084 -0.344 -1.134 -5.035],145.5613,9.999757,179.93028,45.29502,2.0173116,10153.374,0.32501072,120.00434,9.014373,65362,111.73867,0.02954643,,440,12.181818181818182,11,-3.6169674,0.6970421,0.12088101,4840,0.18339197
True,88.00071,53.913086,121.73806500410898,-1,1.651543,71.81607,0.040055793,671.4407091140747,1.5941594,49.921993,8.320738,9.999928,[-1.176 -2.081 -0.349 -1.127 -5.036],197.12152,9.999928,229.93938,36.827324,2.967508,18101.816,0.904604,180.01738,6.660438,65507,121.73807,0.08223674,,441,13.181818181818182,11,-3.617844,0.4406137,0.14492358,4851,0.26977348
True,47.03682,39.878277,100.83373046068321,-1,1.1914982,50.913208,0.04553333,672.8622055053711,1.1371212,49.920525,9.481869,9.999543,[-1.178 -2.089 -0.347 -1.127 -5.037],115.53508,9.999543,169.93527,38.080982,1.8075544,6928.8047,0.4550034,120.01475,9.232075,65629,100.83373,0.04136395,,442,11.090909090909092,11,-3.6154852,0.5008666,0.10337467,4862,0.16432314
True,242.4975,69.97869,136.29183030477483,-1,6.651378,86.367096,0.021240959,674.7871010303497,2.385842,49.924725,2.043084,9.999967,[-1.181 -2.078 -0.344 -1.125 -5.034],480.52863,9.999967,249.93591,43.996887,18.102287,946012.8,4.995487,200.01118,1.6537926,65790,136.29184,0.45413524,,443,14.636363636363637,11,-3.610108,0.23365054,0.21689473,4873,1.6456625
True,14.542595,70.04167,111.74138293633773,-1,1.0774853,71.805695,0.07297043,676.1189424991608,0.9858076,39.935684,10.177502,9.999989,[-1.168 -2.055 -0.351 -1.118 -5.029],125.675446,9.999989,289.9262,4.6790314,1.8300799,18402.33,0.28024596,249.99052,10.208956,65924,111.74138,0.025476906,,444,12.181818181818182,11,-3.6146505,0.8026747,0.08961888,4884,0.16637091
True,38.214577,45.7813,103.55712743149303,-1,1.0096699,53.634094,0.08100182,677.6040308475494,1.0435035,49.923035,10.80336,9.999384,[-1.169 -2.053 -0.353 -1.115 -5.034],104.975815,9.999384,179.92245,37.116364,1.4011488,5310.7065,0.1407837,129.99942,10.8946495,66049,103.55713,0.01279852,,445,11.363636363636363,11,-3.6118934,0.89102,0.09486396,4895,0.12737717
True,80.23893,72.16413,135.38144001737373,-1,1.4346763,85.462494,0.05112525,679.3386614322662,1.3633668,49.918953,8.612793,9.999993,[-1.165 -2.052 -0.353 -1.114 -5.031],190.78972,9.999993,249.93991,43.085014,3.066247,17377.023,0.71777076,200.02097,7.667235,66209,135.38145,0.06525189,,446,14.545454545454545,11,-3.6120365,0.56237775,0.12394244,4906,0.27874973
True,54.73616,87.10673,146.28512638921026,-1,1.5806739,96.354706,0.03734951,681.0522661209106,1.107173,49.930428,6.6933436,9.999972,[-1.165 -2.058 -0.351 -1.113 -5.031],207.91052,9.999972,329.9253,24.45214,3.778836,96650.805,0.88810426,279.99487,6.959057,66381,146.28514,0.08073676,,447,15.636363636363637,11,-3.61375,0.41084462,0.1006521,4917,0.34353057
True,24.515701,64.78501,118.10492757584883,-1,1.0740746,68.17778,0.04580017,682.2278518676758,1.0735027,49.927147,9.977088,9.999967,[-1.158 -2.05  -0.351 -1.114 -5.033],127.81754,9.999967,269.924,18.428886,1.6157238,11664.1875,0.34373242,219.99686,10.241374,66522,118.10493,0.0312484,,448,12.818181818181818,11,-3.6172688,0.5038019,0.097591154,4928,0.146884
True,48.42224,48.297077,96.28801640364178,-1,3.131299,56.354504,0.011036878,683.556557893753,1.8231562,39.933514,2.5483806,9.999878,[-1.156 -2.048 -0.355 -1.114 -5.036],179.07019,9.999878,199.936,22.456749,12.123909,41471.074,3.3201802,160.00249,3.512919,66639,96.28802,0.30183458,,449,10.636363636363637,11,-3.6268775,0.12140566,0.1657415,4939,1.1021736
True,16.26609,69.43193,117.19459423857992,-1,1.1713706,67.272316,0.034042217,684.971985578537,1.248966,49.92228,9.267319,9.999994,[-1.174 -2.047 -0.353 -1.122 -5.046],136.14209,9.999994,299.94095,6.434059,2.1788473,10529.501,0.54004854,250.01868,9.390708,66779,117.19459,0.049095325,,450,12.727272727272727,11,-3.6253884,0.3744644,0.11354236,4950,0.19807704
True,55.189774,63.874416,124.46710250941697,-1,1.544754,54.557827,0.030764818,686.959165096283,1.4601302,69.90927,8.502102,9.999943,[-1.177 -2.042 -0.358 -1.119 -5.044],192.8479,9.999943,299.93207,13.7098465,2.969624,28404.91,0.79143566,230.0228,7.120875,66927,124.467094,0.0719487,,451,13.454545454545455,11,-3.6317592,0.338413,0.13273911,4961,0.26996583
True,26.272758,65.12924,113.56294919476669,-1,1.0298568,73.63035,0.0730585,689.2595071792603,1.0423015,39.9326,10.748166,9.999929,[-1.183 -2.046 -0.357 -1.127 -5.051],119.933914,9.999929,249.93198,21.269463,1.4195192,7327.8594,0.1595452,209.99937,10.681097,67063,113.56294,0.014504108,,452,12.363636363636363,11,-3.6280782,0.80364347,0.09475469,4972,0.1290472
True,37.233086,41.664455,109.0097938865043,-1,1.2715591,49.101048,0.043010965,690.4483911991119,1.219823,59.90875,7.8821445,9.99979,[-1.181 -2.048 -0.355 -1.129 -5.047],128.81274,9.99979,219.92847,27.79583,3.0122566,9236.772,0.7671896,160.01971,8.650797,67194,109.00979,0.06974451,,453,11.909090909090908,11,-3.6341143,0.4731206,0.110893,4983,0.27384153
True,56.047905,61.983944,133.55889263802595,-1,1.1303414,83.63482,0.07463676,692.251621723175,1.1451641,49.924072,10.396187,9.999975,[-1.18  -2.04  -0.364 -1.121 -5.053],154.17169,9.999975,249.93105,41.265747,1.8382355,9291.429,0.27598235,200.00697,9.731573,67352,133.5589,0.025089303,,454,14.363636363636363,11,-3.6341271,0.8210043,0.10410584,4994,0.16711232
True,47.085213,65.98813,129.0096146553143,-1,1.2023121,59.096313,0.056407508,693.9584155082703,1.3799313,69.9133,9.995674,9.999988,[-1.178 -2.043 -0.362 -1.126 -5.053],168.52852,9.999988,299.92706,18.254204,2.3789458,15246.858,0.43741018,230.01376,9.149038,67505,129.00963,0.03976456,,455,13.909090909090908,11,-3.6346843,0.62048256,0.12544832,5005,0.21626781
True,101.49698,62.83122,117.19335149353998,-1,1.8085723,67.274796,0.022095993,695.3853707313538,1.4147675,49.918556,4.718223,9.999903,[-1.18  -2.05  -0.359 -1.128 -5.054],225.61221,9.999903,249.92395,24.902824,6.3557367,143320.84,1.6324396,200.0054,6.0821457,67645,117.19336,0.1484036,,456,12.727272727272727,11,-3.6316109,0.24305591,0.12861523,5016,0.57779425
True,92.09086,42.916386,156.28926235288318,-1,1.2848172,66.374084,0.058700055,697.1533041000366,1.3657913,89.91518,7.896466,9.999906,[-1.177 -2.062 -0.357 -1.139 -5.051],192.52048,9.999906,239.93404,67.687744,3.77056,19154.207,0.8562414,150.01886,8.561529,67828,156.28926,0.077840135,,457,16.636363636363637,11,-3.634109,0.6457006,0.124162845,5027,0.3427782
True,26.53048,50.32315,103.55525641571548,-1,1.0855168,63.618187,0.07486904,698.3900566101074,1.1101966,39.937073,10.787069,9.999815,[-1.185 -2.058 -0.362 -1.139 -5.053],114.99272,9.999815,229.92722,18.64901,1.3516296,6433.185,0.15597956,189.99014,10.133422,67953,103.55525,0.014179961,,458,11.363636363636363,11,-3.6338654,0.82355934,0.10092697,5038,0.12287542
True,36.67755,72.25534,152.65109898784928,-1,1.0549777,82.734055,0.07386322,699.4808917045593,1.1320943,69.917046,10.724744,9.9999895,[-1.186 -2.053 -0.363 -1.137 -5.053],169.40353,9.9999895,349.9331,23.429733,1.4058287,12746.033,0.18136704,280.01605,10.426761,68132,152.6511,0.016487911,,459,16.272727272727273,11,-3.6361363,0.81249547,0.10291767,5049,0.12780261
True,3.7427216,81.06197,135.37549647788322,-1,1.0480002,85.447845,0.052243263,700.7226729393005,1.0057963,49.927658,10.46672,9.999985,[-1.185 -2.057 -0.359 -1.14  -5.055],143.59158,9.999985,369.93802,-1.2331543,1.3276466,16188.2705,0.22702947,320.01038,10.4961815,68292,135.37549,0.020639045,,460,14.545454545454545,11,-3.6337883,0.57467586,0.09143603,5060,0.12069515
True,63.253845,37.91826,87.19111306442703,-1,1.824004,47.253807,0.05333691,702.0858788490295,1.5400548,39.93731,7.170106,9.998783,[-1.184 -2.057 -0.36  -1.141 -5.053],143.01321,9.998783,159.92616,28.134468,4.365629,15968.765,1.1255552,119.98885,6.0306883,68399,87.19111,0.1023232,,461,9.727272727272727,11,-3.633152,0.586706,0.140005,5071,0.39687538
True,172.12038,43.5121,152.6529972479341,-1,2.2823675,52.745216,0.01995903,703.9520251750946,2.2657912,99.907776,3.1085594,9.999874,[-1.188 -2.057 -0.36  -1.134 -5.052],305.97852,9.999874,239.94003,64.04927,13.457603,66871.5,3.6100936,140.03226,4.819557,68578,152.65298,0.3281903,,462,16.272727272727273,11,-3.632401,0.21954933,0.205981,5082,1.2234185
True,-4.716522,143.56097,160.83429135751942,-1,1.5746167,100.914116,0.016264532,705.3686723709106,1.2253029,59.920166,5.396476,10.0,[-1.188 -2.076 -0.356 -1.142 -5.051],273.2826,10.0,599.9385,-60.707657,3.9114888,227894.8,1.2485875,540.0183,6.9858274,68766,160.83429,0.11350794,,463,17.09090909090909,11,-3.646652,0.17890984,0.11139118,5093,0.3555899
True,37.530464,65.547,143.558646664328,-1,1.0028217,83.63812,0.08527279,707.0186727046967,1.0051365,59.92052,10.9824095,9.99996,[-1.189 -2.084 -0.367 -1.137 -5.066],144.7471,9.99996,289.93524,36.492973,1.0874926,8725.09,0.0402245,230.01472,10.9690485,68935,143.55864,0.0036567724,,464,15.363636363636363,11,-3.6485186,0.9380006,0.091376044,5104,0.09886297
True,44.791336,70.85466,152.65145389137103,-1,1.1033775,92.73085,0.06238998,708.3584570884705,1.0636653,59.9206,10.448404,9.999985,[-1.19  -2.085 -0.369 -1.137 -5.067],172.76636,9.999985,329.92395,30.81897,1.6699319,19500.78,0.244394,270.00336,9.96939,69114,152.65144,0.022217633,,465,16.272727272727273,11,-3.6491904,0.6862898,0.09669685,5115,0.15181199
True,243.99127,130.04662,162.64698403868758,-1,13.444533,102.72623,0.010289653,710.1168127059937,5.430109,59.920757,1.2057483,9.999998,[-1.188 -2.084 -0.368 -1.139 -5.068],920.9047,9.999998,499.93204,-21.965149,54.353416,3317788.5,15.4762535,440.0113,0.8181764,69304,162.64699,1.4069322,,466,17.272727272727273,11,-3.6515305,0.11318618,0.49364626,5126,4.94122
True,79.45707,20.45341,89.91582374140431,-1,1.6540059,20.009619,0.040936362,711.4981391429901,1.6435272,69.906204,4.3581147,9.9982815,[-1.188 -2.071 -0.365 -1.124 -5.07 ],136.41412,9.9982815,119.93051,45.628548,8.006094,15100.391,2.028959,50.024307,6.6505203,69414,89.915825,0.18445082,,467,10.0,11,-3.6541467,0.45029998,0.14941157,5137,0.7278268
True,148.8193,55.897736,118.1063190328095,-1,5.057414,68.186264,0.010657086,713.1706376075745,2.3372576,49.920055,2.480654,9.999811,[-1.183 -2.062 -0.348 -1.125 -5.073],348.0773,9.999811,239.93976,29.502693,15.81566,384550.8,4.331383,190.0197,2.1750245,69555,118.10633,0.39376214,,468,12.818181818181818,11,-3.6583676,0.11722794,0.21247798,5148,1.4377874
True,65.57832,72.27653,143.558966117242,-1,1.4334773,93.6384,0.04144153,714.474543094635,1.3577423,49.920574,8.91499,9.999991,[-1.189 -2.066 -0.349 -1.117 -5.077],193.76083,9.999991,289.92395,36.49746,2.927824,21428.713,0.65661496,240.00337,7.673648,69724,143.55898,0.05969227,,469,15.363636363636363,11,-3.657133,0.4558568,0.12343112,5159,0.26616582
True,59.23786,27.72581,103.55556029793351,-1,1.0919377,53.62865,0.061183818,715.7426965236664,1.1032901,49.92691,10.239253,9.999086,[-1.19  -2.067 -0.345 -1.115 -5.076],113.23544,9.999086,139.93492,51.881165,1.6132464,4910.605,0.3007294,90.00801,10.073835,69849,103.55555,0.027339036,,470,11.363636363636363,11,-3.6577132,0.673022,0.10029911,5170,0.14665878
True,56.88243,51.239346,105.37705706341636,-1,1.6401458,55.45953,0.047871727,717.5547025203705,1.4363662,49.917526,7.527439,9.999708,[-1.192 -2.063 -0.349 -1.111 -5.077],160.89499,9.999708,219.93547,24.160507,3.370305,32212.66,0.97558796,170.01794,6.706721,69976,105.37705,0.08868982,,471,11.545454545454545,11,-3.6691694,0.526589,0.13057874,5181,0.3063914
True,61.68663,63.963867,119.9228488376177,-1,1.3795334,69.9925,0.049358092,719.166659116745,1.4348956,49.93035,9.457071,9.999959,[-1.177 -2.061 -0.342 -1.116 -5.088],183.09805,9.999959,279.92657,16.553116,2.5981178,19760.604,0.57958204,229.99622,7.9737105,70119,119.922844,0.052689277,,472,13.0,11,-3.6688523,0.542939,0.13044506,5192,0.23619254
True,-5.6448975,64.02797,100.82741447939752,-1,1.0031154,50.899124,0.08323122,720.5510716438293,1.0060928,49.92829,10.963462,9.999987,[-1.173 -2.056 -0.341 -1.118 -5.088],101.58429,9.999987,289.92673,-6.2351227,1.0848122,7451.45,0.058081266,239.99844,10.965837,70241,100.827415,0.0052801156,,473,11.090909090909092,11,-3.6681137,0.9155434,0.09146298,5203,0.09861929
True,18.652504,64.1597,94.46769623191928,-1,1.1156921,44.54978,0.05759029,721.6803228855133,1.2160592,49.917915,10.188827,9.999975,[-1.174 -2.055 -0.339 -1.119 -5.087],116.14227,9.999975,249.94104,2.1708527,1.9669242,12447.594,0.34312266,200.02313,9.85935,70356,94.4677,0.031192971,,474,10.454545454545455,11,-3.67043,0.6334932,0.110550836,5214,0.1788113
True,-25.438492,120.16382,132.64669748032227,-1,1.0677339,72.72998,0.07584687,723.1312906742096,1.2368661,59.916718,10.362949,9.999999,[-1.181 -2.057 -0.341 -1.117 -5.089],165.324,9.999999,499.93347,-51.965973,1.9398794,33164.934,0.3066676,440.01675,10.302193,70513,132.64668,0.027878873,,475,14.272727272727273,11,-3.6759264,0.8343156,0.112442374,5225,0.17635268
True,115.25809,35.680843,129.92487545725336,-1,3.6181107,80.00526,0.004018525,724.1902761459351,1.7104915,49.91962,3.6055508,9.999578,[-1.178 -2.051 -0.336 -1.115 -5.095],234.61215,9.999578,169.92099,67.1774,8.318414,81587.48,2.4495597,120.00137,3.0402608,70667,129.92487,0.22268727,,476,14.0,11,-3.675946,0.044203773,0.15549923,5236,0.75621945
True,24.337563,64.003296,113.55581528006711,-1,1.2126951,63.63424,0.038297463,726.0165655612946,1.0737551,49.921577,9.608457,9.999937,[-1.171 -2.044 -0.324 -1.109 -5.095],142.23889,9.999937,289.9303,6.4919586,1.918833,21080.436,0.40862685,240.00873,9.070705,70803,113.55582,0.037147895,,477,12.363636363636363,11,-3.679856,0.42127207,0.0976141,5247,0.17443937
True,53.139084,40.537212,124.46459483321478,-1,1.0608867,54.554592,0.069082834,727.4363565444946,1.0718997,69.91,10.504118,9.999579,[-1.167 -2.047 -0.326 -1.114 -5.099],132.98328,9.999579,209.92278,46.94548,1.4958031,8408.058,0.23289698,140.01277,10.368685,70951,124.4646,0.021172455,,478,13.454545454545455,11,-3.6795902,0.7599111,0.09744542,5258,0.13598211
True,57.855377,39.167503,124.46932231717564,-1,1.0535995,74.54512,0.062979,728.8106951713562,1.0743428,49.924202,10.703136,9.999953,[-1.168 -2.05  -0.324 -1.117 -5.099],133.63565,9.999953,199.92593,50.641777,1.3682477,5345.703,0.17892322,150.00174,10.4404,71099,124.469315,0.016265746,,479,13.454545454545455,11,-3.678547,0.69276893,0.09766753,5269,0.12438616
True,63.160583,53.854183,120.82760336123205,-1,1.9640174,50.918324,0.028836492,730.0864391326904,1.4058971,69.90929,5.5176024,9.999843,[-1.165 -2.053 -0.321 -1.12  -5.097],187.33307,9.999843,239.94043,32.22374,5.2807317,50378.79,1.4014047,170.03114,5.600765,71243,120.82761,0.12740044,,480,13.090909090909092,11,-3.6765084,0.3172014,0.12780884,5280,0.48006654
True,72.9007,49.043045,106.28738886804544,-1,1.4584002,66.35208,0.0362961,731.4586002826691,1.297901,39.93531,7.441615,9.99973,[-1.162 -2.046 -0.325 -1.121 -5.095],166.51865,9.99973,209.92853,28.766136,3.317185,27367.787,0.89750004,169.99323,7.542511,71371,106.287384,0.08159092,,481,11.636363636363637,11,-3.6745622,0.3992571,0.11799099,5291,0.30156228
True,369.136,50.7043,125.37749928743156,-1,8.6675625,75.450165,0.011047599,732.8906352519989,3.9975128,49.92733,2.5557644,9.99978,[-1.169 -2.051 -0.33  -1.117 -5.094],597.3728,9.99978,209.93646,47.853325,26.124489,1043740.3,7.2662387,160.00912,1.2690996,71520,125.37751,0.6605671,,482,13.545454545454545,11,-3.6682923,0.12152358,0.36341026,5302,2.3749535
True,207.9674,51.430004,120.83710405833203,-1,5.2980213,70.90557,0.003725015,734.7354400157928,2.192965,49.931534,1.9601101,9.999994,[-1.188 -2.039 -0.33  -1.102 -5.087],394.90848,9.999994,219.93713,39.619934,16.996704,759670.2,4.7094817,170.0056,2.0762467,71664,120.83711,0.42813465,,483,13.090909090909092,11,-3.6706295,0.040975165,0.19936046,5313,1.5451549
True,85.621216,68.663864,133.55965683986085,-1,1.7999535,93.6263,0.022663677,736.1483037471771,1.6918178,39.93337,6.5155277,9.999903,[-1.18  -2.042 -0.327 -1.114 -5.09 ],214.39868,9.999903,259.9321,37.57337,5.0568438,39540.54,1.403571,219.99873,6.111269,71822,133.55966,0.12759736,,484,14.363636363636363,11,-3.671386,0.24930045,0.15380162,5324,0.45971307
True,27.24826,87.63656,154.46845814167628,-1,1.0227951,104.54333,0.08251041,737.6348321437836,1.0402168,49.92513,10.935351,9.99998,[-1.177 -2.047 -0.323 -1.112 -5.09 ],161.66896,9.99998,359.93372,21.554138,1.221924,12043.413,0.07998054,310.00858,10.754843,72003,154.46846,0.0072709597,,485,16.454545454545453,11,-3.670818,0.9076145,0.094565175,5335,0.111084
True,-15.630081,116.72435,126.28182118308497,-1,1.2593318,66.36172,0.058428615,739.044148683548,1.10704,59.9201,9.25698,10.0,[-1.176 -2.051 -0.329 -1.111 -5.09 ],183.25578,10.0,479.93735,-50.946777,2.2998447,85466.74,0.4803747,420.01724,8.734791,72153,126.281815,0.04367043,,486,13.636363636363637,11,-3.6720986,0.64271474,0.100640014,5346,0.2090768
True,30.958786,43.449387,111.73874200595115,-1,1.0030564,41.8259,0.08901616,740.0513508319855,1.0414132,69.91284,10.966022,9.999869,[-1.181 -2.051 -0.329 -1.108 -5.091],115.99486,9.999869,229.92764,26.832336,1.2137223,8017.591,0.057968646,160.0148,10.966482,72287,111.73874,0.0052698757,,487,12.181818181818182,11,-3.6731946,0.9791777,0.09467394,5357,0.1103384
True,544.7591,50.062614,141.74060628391138,-1,30.81673,71.82651,0.0017013996,741.5970528125763,9.346572,69.91409,1.900347,9.999953,[-1.178 -2.053 -0.333 -1.107 -5.092],1098.0947,9.999953,269.92682,42.06353,69.706276,1580460.4,20.452589,200.01273,0.35694897,72454,141.74062,1.8593264,,488,15.181818181818182,11,-3.6752174,0.018715395,0.84968835,5368,6.3369346
True,-43.124542,118.434685,129.0122074913236,-1,1.073109,89.07545,0.073903754,743.3129243850708,1.1259,39.93676,10.360554,10.0,[-1.191 -2.044 -0.341 -1.111 -5.094],144.2897,10.0,489.927,-51.90532,1.6870371,19299.822,0.27971163,449.99023,10.250589,72607,129.0122,0.02542833,,489,13.909090909090908,11,-3.674392,0.8129413,0.10235455,5379,0.15336701
True,11.410767,91.68438,136.28107540214847,-1,1.0611856,66.37256,0.07688261,745.032478094101,1.1186966,69.90852,10.614416,9.999996,[-1.188 -2.049 -0.341 -1.114 -5.093],152.13214,9.999996,369.9262,-0.32322693,1.6452924,18592.17,0.2132175,300.0177,10.365765,72768,136.28107,0.01938341,,490,14.636363636363637,11,-3.673992,0.84570867,0.1016997,5390,0.14957204
