InitialBound,ReturnStepMaxmin,InitialReturnMean,MaxIW,InitialReturnMax,TimeElapsed,EpLenMean,StdIWNorm,MeanIW,MinIWNorm,OptimizationReturnMax,ReturnStepMax,Bound,EpThisIter,InitialReturnStd,VarianceInit,MeanEntropy,MinIW,LearnableVariance,StdIW,Weights,EpRewMean,InitialReturnMin,MaxIWNorm,MeanIWNorm,ESSClassic,TimestepsSoFar,OptimizationReturnMean,OptimizationReturnMin,EpisodesSoFar,J_sample_variance,Iteration,ESSRenyi,ReturnMeanIW,EmpiricalD2
34.651604,9.999998,75.05614,11.590953,329.90155,0.8512706756591797,8.51,0.013976399,1.0926242,0.00083514105,319.9199,9.999998,49.383755,100,55.31284,-1.0,0.4189424,0.08351411,,1.39764,[ 0. -0. -0.  0.],75.05613591920819,9.981667,0.115909524,0.010926242,37.93271,851,65.07447,,100,48724.04,1,50.16365,106.4311,1.9934753
53.946445,10.0,109.04064,7.9444137,449.8423,2.8474273681640625,11.91,0.012856349,1.0266997,0.0010625052,439.86224,10.0,99.17569,100,86.28065,-1.0,0.4189424,0.106250525,,1.2856349,[-0.016  0.171 -0.227 -0.257],109.0406422481051,9.980036,0.07944413,0.010266998,38.94068,2042,99.06061,,200,200836.73,2,48.30444,178.44633,2.070203
96.415405,10.0,166.21127,2.443666,569.88086,3.8469226360321045,17.63,0.0034274883,0.9804258,0.0024849942,549.91547,10.0,110.26981,100,122.49967,-1.0,0.4189424,0.24849944,,0.34274882,[-0.022  0.254 -0.395 -0.476],166.21127740395121,19.965374,0.02443666,0.009804258,89.109535,3805,146.2459,,300,43938.023,3,87.47337,184.89609,1.143205
77.5315,10.0,166.89995,43.33683,729.6902,5.241572141647339,17.7,0.042408105,1.3408394,0.0013153921,709.7244,10.0,183.14313,100,130.86934,-1.0,0.4189424,0.13153921,,4.240811,[ 0.038  0.214 -0.464 -0.515],166.89993965473127,19.965744,0.4333683,0.013408394,9.088164,5575,146.9342,,400,2833123.2,4,39.926548,324.57693,2.504599
116.61696,9.999999,205.97931,46.12889,729.6405,6.6100523471832275,21.61,0.045504138,1.1336892,0.0002160127,719.65515,9.999999,203.12859,100,145.66527,-1.0,0.4189424,0.02160127,,4.550414,[-0.001  0.168 -0.48  -0.54 ],205.9793167906333,9.985361,0.4612889,0.01133689,5.844303,7736,195.99396,,500,4489192.0,5,24.972124,381.953,4.004465
166.46227,9.999998,314.61932,257.10345,1209.6973,7.929638862609863,32.48,0.257518,4.0416713,8.11187e-06,1199.7172,9.999998,2783.7476,100,260.27063,-1.0,0.4189424,0.00081118697,,25.751804,[-0.039  0.172 -0.643 -0.708],314.6193385383317,9.9801035,2.5710344,0.040416706,2.4040232,10984,304.63922,,600,955858400.0,6,2.0545928,3817.3643,48.671444
272.23712,9.999999,479.1734,1166.3005,1689.6278,10.688730955123901,48.94,1.1596072,12.644188,0.00010565872,1669.6632,9.999999,10686.524,100,378.64658,-1.0,0.4189424,0.010565872,,115.9607,[-0.015  0.151 -0.697 -0.943],479.1734197769711,19.96455,11.663005,0.12644191,1.1749712,15878,459.20886,,700,17345110000.0,7,0.41281885,13907.273,242.237
234.19429,10.0,409.28806,1.8112441,1429.6345,13.147583723068237,41.95,0.002030965,0.99897975,0.0049709296,1419.6522,10.0,245.18716,100,309.35178,-1.0,0.4189424,0.497093,,0.2030965,[-0.006  0.078 -0.721 -1.005],409.28806161517133,9.982318,0.018112442,0.009989797,96.03081,20073,399.30576,,800,130981.35,8,96.06965,423.8267,1.0409114
323.92923,9.999999,496.56546,19.817877,1409.5688,14.92160415649414,50.68,0.020360475,1.0960189,0.0008583252,1399.5837,9.999999,370.5843,100,319.24533,-1.0,0.4189424,0.08583252,,2.0360475,[ 0.008  0.071 -0.748 -1.034],496.565462245506,9.985074,0.19817877,0.010960188,22.46707,25141,486.58038,,900,4847374.0,9,36.810337,655.1267,2.7166283
274.67316,10.0,439.98718,2.6175408,1349.7832,17.393287897109985,45.02,0.0032670032,1.0577625,0.0035730868,1339.8004,10.0,297.59537,100,291.18045,-1.0,0.4189424,0.3573087,,0.32670033,[ 0.015  0.109 -0.766 -1.006],439.98716862103464,9.9827795,0.026175408,0.010577624,91.29131,29643,430.00443,,1000,134959.56,10,90.82777,471.05576,1.1009849
270.42706,10.0,525.06055,3.9637265,2079.0735,19.911137580871582,53.53,0.0053326897,1.0429313,0.0050348076,2079.0735,10.0,401.99194,100,392.56418,-1.0,0.4189424,0.5034808,,0.533269,[ 0.025  0.114 -0.795 -0.988],525.0605526378946,,0.039637264,0.010429313,79.274124,34996,525.06055,,1100,1217979.5,11,82.67363,682.0396,1.2095755
242.9537,10.0,500.0753,3.7823622,2099.3884,22.578798055648804,51.03,0.0050063604,1.0583795,0.003223099,2089.4072,10.0,316.60648,100,362.40375,-1.0,0.4189424,0.3223099,,0.50063604,[ 0.005  0.13  -0.842 -1.035],500.07526293507726,9.981131,0.03782362,0.010583794,81.716095,40099,490.09412,,1200,773327.44,12,83.75019,597.56714,1.1940272
238.15659,9.999999,580.9406,5.060233,2798.8193,25.25537395477295,59.12,0.008065,1.1183773,0.004188131,2788.837,9.999999,434.15314,100,493.98035,-1.0,0.4189424,0.41881314,,0.8065001,[ 0.014  0.113 -0.87  -1.082],580.9405584721271,9.982427,0.05060233,0.011183774,65.78798,46011,570.9582,,1300,3031449.5,13,72.183586,837.6139,1.3853565
339.97272,10.0,638.7375,3.098748,2439.4045,28.160379648208618,64.9,0.005041475,1.0907284,0.0008783528,2439.4045,10.0,414.4693,100,471.37994,-1.0,0.4189424,0.08783528,,0.50414747,[-0.013  0.126 -0.914 -1.1  ],638.7375009434776,,0.030987479,0.010907283,82.39678,52501,638.7375,,1400,1014555.5,14,81.38691,745.6402,1.2286988
323.97,9.999999,646.0097,13.66047,2629.443,31.097440719604492,65.63,0.013740444,1.0260587,0.0018249541,2629.443,9.999999,512.13,100,468.8118,-1.0,0.4189424,0.18249542,,1.3740442,[ 0.006  0.111 -0.936 -1.128],646.0097064419443,,0.1366047,0.010260587,35.799736,59064,646.0097,,1500,12615536.0,15,55.78873,943.2877,1.7924767
361.78696,10.0,782.90564,1.6608806,3438.4194,34.32318592071533,79.32,0.0022203887,1.032376,0.0066957483,3438.4194,10.0,395.0451,100,592.01,-1.0,0.4189424,0.66957486,,0.22203888,[-0.025  0.139 -0.967 -1.163],782.9056323825012,,0.016608804,0.01032376,95.57876,66996,782.90564,,1600,511994.8,16,96.28894,824.2022,1.0385408
343.4411,10.0,660.5672,6.2908387,2589.3232,37.66957473754883,67.08,0.010074197,1.2630942,0.0011215481,2569.3562,10.0,605.798,100,463.68393,-1.0,0.4189424,0.11215482,,1.0074197,[-0.024  0.129 -0.994 -1.156],660.5671609183019,19.967068,0.06290839,0.012630942,61.11964,73704,640.6001,,1700,2784297.0,17,55.259567,1032.4052,1.8096414
277.91318,10.0,703.9431,3.0789943,3478.5198,41.20225787162781,71.42,0.0043773274,0.9847243,0.0020654195,3438.5906,10.0,309.11154,100,510.31677,-1.0,0.4189424,0.20654196,,0.43773276,[-0.057  0.146 -1.014 -1.207],703.9431276859617,39.929222,0.030789942,0.009847242,83.500275,80846,664.0139,,1800,1263020.0,18,84.45961,772.6818,1.1839979
514.82983,10.0,764.62836,3.4963238,2039.5964,45.118945598602295,77.49,0.004665956,1.0086601,0.0020018767,2029.6167,10.0,590.6431,100,474.53506,-1.0,0.4189424,0.20018767,,0.4665956,[-0.056  0.164 -1.029 -1.211],764.6283688440551,9.97978,0.03496324,0.0100866,82.37306,88595,754.6486,,1900,799964.75,19,83.676285,863.72235,1.1950817
503.40106,10.0,882.9688,6.98145,3099.1582,49.66995859146118,89.33,0.008647167,1.0785545,0.0018527802,3089.172,10.0,682.7912,100,561.2754,-1.0,0.4189424,0.18527803,,0.8647167,[-0.062  0.19  -1.047 -1.252],882.9688288654345,9.985972,0.069814496,0.010785545,60.87236,97528,872.9828,,2000,4568880.0,20,61.69131,1166.0474,1.6209738
728.4426,10.0,1126.3977,18.632666,3249.2898,55.45428276062012,113.68,0.019762954,1.3519199,0.00089707656,3249.2898,10.0,1225.7202,100,689.1703,-1.0,0.4189424,0.08970766,,1.9762956,[-0.067  0.228 -1.072 -1.282],1126.3977630327663,,0.18632665,0.013519199,31.877726,108896,1126.3977,,2100,17589256.0,21,39.522427,1858.7327,2.530209
613.2544,10.0,1123.7601,15.876237,4168.26,60.363900899887085,113.42,0.015916465,0.99739975,0.00047783094,4168.26,10.0,787.0353,100,736.6489,-1.0,0.4189424,0.047783095,,1.5916464,[-0.043  0.242 -1.117 -1.298],1123.7600248756012,,0.15876237,0.009973996,28.1963,120238,1123.7601,,2200,43489856.0,22,44.517246,1552.1671,2.2463205
544.36017,10.0,1156.5426,166.01532,4998.448,65.38552165031433,116.69,0.1647338,2.4450395,7.605023e-05,4998.448,10.0,4857.392,100,889.60974,-1.0,0.4189424,0.007605023,,16.473381,[-0.017  0.238 -1.151 -1.311],1156.5426079423885,,1.6601532,0.024450393,2.1554747,131907,1156.5426,,2300,3700909300.0,23,7.8529863,7041.949,12.734009
749.677,10.0,1361.9144,5.2803717,4998.8975,71.02712726593018,137.22,0.008113358,1.1105038,0.0010449969,4998.8975,10.0,981.7346,100,1125.1165,-1.0,0.4189424,0.1044997,,0.8113358,[-0.02   0.226 -1.201 -1.433],1361.9143458827173,,0.052803714,0.011105039,65.19845,145629,1361.9144,,2400,8833809.0,24,65.197815,1739.9688,1.5337938
909.3537,9.999999,1521.5884,3.5689344,4998.876,77.26170516014099,153.2,0.005726206,1.1024764,0.001389236,4958.935,9.999999,1119.4792,100,987.57684,-1.0,0.4189424,0.1389236,,0.57262063,[-0.033  0.247 -1.247 -1.433],1521.5884854810436,39.940933,0.035689343,0.011024762,78.75435,160949,1481.6477,,2500,3084510.0,25,77.22928,1816.1492,1.2948457
1023.3588,10.0,1540.1005,2.8110626,4219.1777,83.11178421974182,155.06,0.0045590424,1.0475209,0.0023664758,4179.239,10.0,1186.9255,100,960.93274,-1.0,0.4189424,0.23664759,,0.45590428,[-0.046  0.264 -1.285 -1.454],1540.100460148533,39.93914,0.028110625,0.010475209,84.07472,176455,1500.1614,,2600,3196380.5,26,81.761665,1758.4023,1.223067
