StdIW,InitialReturnMax,Iteration,ReturnStepMaxmin,MinIWNorm,EpLenMean,ReturnMeanIW,ESSRenyi,EpisodesSoFar,TimeElapsed,OptimizationReturnMean,InitialReturnStd,MeanIW,InitialReturnMin,InitialReturnMean,OptimizationReturnMax,MaxIWNorm,TimestepsSoFar,VarianceInit,ESSClassic,InitialBound,ReturnStepMax,MinIW,MeanEntropy,EmpiricalD2,StdIWNorm,Weights,OptimizationReturnMin,J_sample_variance,EpThisIter,MaxIW,LearnableVariance,Bound,MeanIWNorm,EpRewMean
0.86879873,1639.5361,12,9.999999,0.0016154521,62.49,831.5321,61.49221,1200,43.12446665763855,604.6613,374.77686,1.0714272,9.983225,614.6446,1629.5529,0.05749837,39973,-1.0,60.330875,413.84317,9.999999,0.16154522,0.4189424,1.6262223,0.008687987,[-0.218  0.405 -0.963 -1.03 ],,1470021.1,100,5.749837,,575.4634,0.010714272,614.6445811335417
1.1984084,1979.7043,13,10.0,0.0011874019,78.64,986.6091,60.002914,1300,50.4239661693573,766.12885,423.12003,1.0369122,9.984516,776.11334,1969.7198,0.080772616,47837,-1.0,42.81278,533.65,10.0,0.11874019,0.4189424,1.6665857,0.011984083,[-0.221  0.455 -1.062 -1.134],,2996720.5,100,8.077262,,673.5979,0.010369122,776.1133378880514
0.32886183,2748.811,14,10.0,0.004474872,89.27,947.26526,91.010345,1400,57.774033069610596,882.3588,491.74368,1.0113868,,882.3588,2748.811,0.020004373,56764,-1.0,90.43811,545.69965,10.0,0.4474872,0.4189424,1.0987762,0.0032886183,[-0.217  0.481 -1.18  -1.224],,525881.6,100,2.0004373,,594.3706,0.010113866,882.358822203843
0.28581303,3919.3018,15,10.0,0.006035795,97.95,1058.2404,94.6126,1500,66.42361307144165,969.1593,541.77234,1.0273649,,969.1593,3919.3018,0.021966878,66559,-1.0,92.81645,489.1448,10.0,0.6035795,0.4189424,1.0569416,0.00285813,[-0.222  0.48  -1.204 -1.253],,565061.3,100,2.196688,,564.74866,0.0102736475,969.1592679272169
2.2729206,2609.5327,16,10.0,0.000110094035,104.4,1578.1716,23.41144,1600,75.12904691696167,1023.6289,489.11557,1.2407012,9.986428,1033.6154,2599.5464,0.2158678,76999,-1.0,22.95635,714.01416,10.0,0.0110094035,0.4189424,4.271416,0.022729205,[-0.229  0.495 -1.227 -1.291],,28577712.0,100,21.58678,,917.639,0.012407012,1033.6152998358082
0.57703465,2639.29,17,10.0,0.00096431625,121.77,1427.4531,71.46687,1700,84.59417176246643,1167.3386,534.20337,1.0519893,39.93438,1207.273,2599.3557,0.02959962,89176,-1.0,76.871544,884.0271,10.0,0.09643163,0.4189424,1.3992497,0.005770346,[-0.212  0.545 -1.291 -1.328],,1525300.4,100,2.9599621,,1045.0862,0.010519892,1207.2729079171831
1.6203406,3059.0718,18,10.0,0.00068245456,130.58,1711.4808,40.679424,1800,95.6695077419281,1285.3853,684.56744,1.209513,9.984349,1295.3696,3049.0874,0.14268647,102234,-1.0,35.782032,920.71124,10.0,0.068245456,0.4189424,2.4582453,0.016203403,[-0.221  0.582 -1.449 -1.367],,19564064.0,100,14.268647,,1124.062,0.012095129,1295.3696193418145
8.746054,2639.6274,19,10.0,9.905812e-05,124.92,3696.3176,8.427464,1900,105.92702531814575,1228.8237,559.2209,1.9875741,9.982773,1238.8063,2629.6448,0.7956653,114726,-1.0,4.9108143,915.5194,10.0,0.009905812,0.4189424,11.865967,0.08746053,[-0.256  0.623 -1.528 -1.356],,450399870.0,100,79.566536,,2582.6904,0.019875739,1238.8063731320888
0.5490103,3179.2227,20,10.0,0.0024933813,141.97,1532.7523,77.46429,2000,118.376296043396,1399.2594,707.6095,1.0507699,9.983658,1409.2432,3169.239,0.030998463,128923,-1.0,78.55526,1019.86926,10.0,0.24933814,0.4189424,1.2909174,0.005490103,[-0.201  0.56  -1.761 -1.183],,1818989.9,100,3.0998464,,1090.3516,0.010507698,1409.2429942227768
1.1220024,3399.1323,21,10.0,0.002185806,146.79,1957.1965,59.947815,2100,130.599946975708,1457.4728,758.27545,1.149488,,1457.4728,3399.1323,0.076033704,143602,-1.0,51.209854,1041.166,10.0,0.2185806,0.4189424,1.6681175,0.011220023,[-0.183  0.555 -1.778 -1.186],,9811468.0,100,7.6033707,,1419.5127,0.011494881,1457.4730357501332
0.59173506,3749.3284,22,10.0,0.0026835091,148.59,1676.62,79.05046,2200,143.0035593509674,1455.4877,700.9439,1.0715164,19.971552,1475.4592,3729.357,0.03760663,158461,-1.0,76.630104,1016.26227,10.0,0.26835093,0.4189424,1.2650148,0.0059173503,[-0.2    0.566 -1.914 -1.157],,1998153.2,100,3.7606633,,1160.1478,0.010715162,1475.459285276664
0.6001194,4448.839,23,10.0,0.0018015067,153.77,1755.545,74.03499,2300,155.49455666542053,1527.2769,720.5563,1.056261,,1527.2769,4448.839,0.034296382,173838,-1.0,75.59727,982.4076,10.0,0.18015067,0.4189424,1.3507128,0.006001194,[-0.201  0.57  -1.942 -1.2  ],,3710685.8,100,3.4296381,,1122.2971,0.010562608,1527.2768593242822
14.084586,4169.162,24,10.0,2.1075804e-05,162.26,4628.04,5.9992704,2400,168.23766374588013,1592.1879,710.9278,2.3721278,19.976261,1612.1641,4149.186,1.3880131,190064,-1.0,2.7582946,1101.5481,10.0,0.0021075804,0.4189424,16.668694,0.14084587,[-0.199  0.561 -1.967 -1.237],,901222100.0,100,138.80132,,2543.3323,0.023721278,1612.1640613830505
0.652284,4998.91,25,10.0,0.00063700904,192.33,2145.6711,73.29226,2500,188.87377500534058,1912.9045,898.9202,1.1144993,,1912.9045,4998.91,0.046343353,209297,-1.0,74.48557,1300.6655,10.0,0.06370091,0.4189424,1.3644006,0.00652284,[-0.152  0.551 -1.965 -1.287],,3858212.0,100,4.6343355,,1430.5298,0.011144993,1912.9045733123257
2.0520508,4999.065,26,10.0,0.0005645489,194.51,2948.3262,30.647543,2600,213.04670810699463,1924.713,888.0216,1.2577614,9.979399,1934.6921,4989.0854,0.1610341,228748,-1.0,27.308775,1322.4343,10.0,0.05645489,0.4189424,3.2629044,0.020520508,[-0.171  0.581 -1.979 -1.295],,62871680.0,100,16.10341,,1842.3733,0.012577612,1934.6922985106
6.4978614,4998.746,27,10.0,7.660515e-05,200.59,4271.892,12.725828,2700,245.46966791152954,1995.4681,984.6901,1.7588156,,1995.4681,4998.746,0.6458841,248807,-1.0,6.826413,1383.2491,10.0,0.0076605156,0.4189424,7.8580346,0.064978614,[-0.156  0.607 -1.983 -1.268],,492846720.0,100,64.58841,,2555.709,0.017588157,1995.468168670695
2.653555,4798.873,28,10.0,0.00020930186,151.92,2073.419,34.06151,2800,270.0427305698395,1368.8241,886.0121,1.3994997,139.90018,1508.7244,4658.9727,0.19732587,263999,-1.0,21.762333,920.9847,10.0,0.020930186,0.4189424,2.9358654,0.026535548,[-0.18   0.667 -2.028 -1.246],,30762134.0,100,19.732588,,1066.3645,0.013994995,1508.7242432823855
0.523963,4218.962,29,10.0,0.0037371505,164.38,1869.2084,79.81872,2900,298.4950408935547,1623.322,931.0641,1.0969291,9.981492,1633.3035,4208.9805,0.028210776,280437,-1.0,81.42245,1116.5884,10.0,0.37371504,0.4189424,1.252839,0.0052396297,[-0.192  0.71  -2.111 -1.219],,2488816.8,100,2.8210776,,1290.8475,0.01096929,1633.3035043420805
0.66503644,4959.134,30,10.0,0.0012595132,180.65,2159.8784,67.714516,3000,325.1495957374573,1785.9689,1008.4596,1.0590993,9.979829,1795.9487,4949.154,0.03759722,298502,-1.0,71.721,1188.5813,10.0,0.12595132,0.4189424,1.4767882,0.0066503645,[-0.208  0.711 -2.141 -1.221],,5691434.5,100,3.759722,,1421.7864,0.010590993,1795.9486281011018
1.4254472,4329.141,31,10.0,0.0011466802,183.39,2342.959,45.866512,3100,353.0862236022949,1793.4454,1017.549,1.1631945,29.947357,1823.3928,4299.194,0.081160836,316841,-1.0,39.972023,1293.1833,10.0,0.11466803,0.4189424,2.18024,0.014254471,[-0.2    0.719 -2.191 -1.265],,12635567.0,100,8.116084,,1560.0712,0.011631945,1823.3928220237947
1.2372491,4998.9824,32,10.0,0.0015395264,209.55,2801.9595,46.497074,3200,383.6087782382965,2075.1897,1088.8619,1.1274903,9.980791,2085.1704,4989.0015,0.061583642,337796,-1.0,45.368504,1472.9226,10.0,0.15395264,0.4189424,2.150673,0.01237249,[-0.184  0.709 -2.215 -1.31 ],,21184982.0,100,6.1583643,,1904.0874,0.011274903,2085.170479599306
0.45544365,4998.9263,33,10.0,0.0030009607,226.45,2473.101,82.11966,3300,421.87980699539185,2244.0889,950.295,1.0443109,9.982824,2254.0718,4988.9434,0.025781684,360441,-1.0,84.019516,1641.8306,10.0,0.30009606,0.4189424,1.2177352,0.0045544365,[-0.169  0.694 -2.229 -1.348],,3247648.2,100,2.5781684,,1797.4868,0.010443109,2254.0716187036387
0.6444406,4999.1187,34,10.0,0.0024009573,214.53,2310.6006,72.93792,3400,461.8267548084259,2105.2107,1168.0092,1.0312595,29.946384,2135.157,4969.1724,0.03955257,381894,-1.0,71.91616,1522.8927,10.0,0.24009573,0.4189424,1.371029,0.0064444058,[-0.162  0.707 -2.247 -1.347],,6786354.5,100,3.955257,,1593.6943,0.0103125945,2135.1570947744763
1.1284865,4999.1094,35,10.0,0.0006392013,250.53,3055.8022,50.270916,3500,502.82710361480713,2485.0789,1131.0739,1.1396774,9.980537,2495.0593,4989.129,0.061772693,406947,-1.0,50.493378,1882.7964,10.0,0.06392013,0.4189424,1.9892217,0.011284865,[-0.148  0.71  -2.242 -1.341],,18975914.0,100,6.1772695,,2192.2673,0.011396774,2495.0595707611665
5.761676,4998.939,36,10.0,9.73975e-05,252.34,5229.7725,10.461169,3600,553.8792767524719,2473.0503,1016.2433,1.6257448,39.9423,2512.9927,4958.9966,0.45855567,432181,-1.0,7.3745794,1900.75,10.0,0.00973975,0.4189424,9.559161,0.057616763,[-0.152  0.707 -2.254 -1.391],,533383420.0,100,45.855568,,3336.8477,0.016257448,2512.992581787323
209.81839,4999.146,37,10.0,5.448771e-07,311.2,94308.76,0.024998492,3700,610.2952699661255,3101.7905,1118.5762,21.814268,,3101.7905,4999.146,21.093542,463301,-1.0,1.0693626,2489.523,10.0,5.4487708e-05,0.4189424,4000.2412,2.0981836,[-0.119  0.698 -2.261 -1.423],,849187960000.0,100,2109.3542,,55584.37,0.2181427,3101.790584648278
2.9360566,4999.4155,38,10.0,0.00021171503,368.13,5842.1597,16.973507,3800,669.4995000362396,3673.4612,1235.8368,1.4203551,,3673.4612,4999.4155,0.19923662,500114,-1.0,18.964464,3061.1602,10.0,0.021171503,0.4189424,5.8915343,0.029360566,[-0.082  0.633 -2.289 -1.495],,168613660.0,100,19.923662,,4355.9536,0.014203549,3673.4610385245505
1.4607651,4999.479,39,10.0,0.00029214352,407.47,5003.71,38.39122,3900,732.997546672821,3837.7625,1099.9387,1.2064342,229.76913,4067.5315,4769.71,0.10011253,540861,-1.0,40.55041,3455.2231,10.0,0.029214354,0.4189424,2.6047623,0.01460765,[-0.062  0.62  -2.294 -1.54 ],,36681016.0,100,10.011253,,4015.4883,0.012064342,4067.5315506464085
4.6059923,4999.4463,40,10.0,0.00010217874,376.09,5699.7075,10.470686,4000,798.5257906913757,3523.2498,1184.6254,1.2679166,229.82942,3753.079,4769.6167,0.44781622,578470,-1.0,7.0438952,3140.7747,10.0,0.010217874,0.4189424,9.550472,0.04605992,[-0.061  0.59  -2.312 -1.562],,479877730.0,100,44.781624,,3807.4512,0.012679167,3753.0791900791105
1.0621722,4999.5,41,10.0,0.00056594884,424.32,4690.5723,52.529583,4100,873.5587627887726,4237.7114,1322.8672,1.085562,,4237.7114,4999.5,0.06780618,620902,-1.0,51.088917,3625.3997,10.0,0.056594886,0.4189424,1.9036893,0.010621722,[-0.04   0.579 -2.311 -1.614],,29357518.0,100,6.7806177,,3845.7405,0.01085562,4237.711154326245
1.8250214,4999.5923,42,10.0,0.00048973,430.31,5431.4897,35.31874,4200,948.9928240776062,4297.813,1123.8425,1.1670128,,4297.813,4999.5923,0.1529047,663933,-1.0,29.022562,3685.4905,10.0,0.048972998,0.4189424,2.831358,0.018250214,[-0.045  0.593 -2.331 -1.582],,86238690.0,100,15.290471,,4401.1567,0.011670127,4297.813013177033
0.23980398,4999.527,43,10.0,0.003685262,461.4,4697.4414,92.80215,4300,1010.4005603790283,4611.015,1016.3098,1.0146934,,4611.015,4999.527,0.016629891,710073,-1.0,94.7102,3998.7002,10.0,0.36852622,0.4189424,1.0775613,0.0023980397,[-0.026  0.557 -2.348 -1.56 ],,2470342.8,100,1.6629893,,4061.8245,0.010146934,4611.015180714075
2.326306,4999.5566,44,10.0,0.0001602719,467.68,6220.4844,21.879793,4400,1095.791344165802,4124.3105,949.2784,1.3083181,549.87976,4674.1904,4449.677,0.15571162,756841,-1.0,24.029219,4061.8718,10.0,0.01602719,0.4189424,4.570427,0.02326306,[-0.02   0.555 -2.337 -1.557],,109857500.0,100,15.571163,,4911.4365,0.013083182,4674.190216161277
1.6723173,4999.5225,45,10.0,0.0006007761,449.48,5232.441,39.565025,4500,1176.2779500484467,4281.933,1189.2615,1.1400611,209.83496,4491.768,4789.6875,0.10217517,801789,-1.0,31.72894,3879.454,10.0,0.06007761,0.4189424,2.527485,0.016723173,[-0.008  0.561 -2.37  -1.5  ],,54500788.0,100,10.217517,,4258.98,0.011400611,4491.768392156016
1.6478001,4999.4976,46,10.0,0.00044513986,462.04,5673.281,31.082968,4600,1259.5833537578583,4617.339,1074.7914,1.1878039,,4617.339,4999.4976,0.10407036,847993,-1.0,34.193794,4005.0273,10.0,0.044513986,0.4189424,3.217196,0.016478,[-0.02   0.529 -2.367 -1.503],,69397760.0,100,10.407036,,4575.007,0.011878038,4617.3389759126185
0.8056792,4999.5264,47,10.0,0.0015688437,469.33,5245.9326,65.89355,4700,1339.7968661785126,4460.801,880.96466,1.1062028,229.80408,4690.6055,4769.722,0.060506523,894926,-1.0,65.33973,4078.2905,10.0,0.15688437,0.4189424,1.5175993,0.0080567915,[-0.019  0.548 -2.41  -1.581],,14910375.0,100,6.0506525,,4491.617,0.011062029,4690.6051832110215
1.6333214,4999.5195,48,10.0,0.00019851777,468.41,6898.2554,21.579388,4800,1420.8120701313019,4681.677,987.7439,1.4196452,,4681.677,4999.5195,0.10481744,941767,-1.0,43.035145,4069.3633,10.0,0.019851778,0.4189424,4.634052,0.016333213,[-0.021  0.508 -2.446 -1.554],,69077830.0,100,10.481745,,5580.137,0.014196455,4681.677092866853
277.82037,4999.492,49,10.0,9.6528275e-08,479.5,142537.39,0.014328457,4900,1506.7937490940094,4763.384,803.9245,28.726503,29.948143,4793.3315,4969.544,27.927792,989717,-1.0,1.057837,4181.0215,10.0,9.652827e-06,0.4189424,6979.118,2.7782035,[-1.169e-03  4.908e-01 -2.438e+00 -1.571e+00],,1925098100000.0,100,2792.7793,,91384.305,0.287265,4793.331738262321
0.86162984,4999.5293,50,10.0,0.002138272,466.68,5076.4272,66.804375,5000,1581.5213506221771,4664.6846,1086.2347,1.0799962,,4664.6846,4999.5293,0.058564577,1036385,-1.0,61.106102,4052.3687,10.0,0.21382721,0.4189424,1.496908,0.0086162975,[ 0.02   0.481 -2.451 -1.399],,20174612.0,100,5.8564577,,4327.271,0.010799961,4664.684059706079
3.708288,4999.4707,51,10.0,1.4608579e-05,463.39,6903.2163,14.69967,5100,1661.9871997833252,4631.8013,1164.5062,1.5270985,,4631.8013,4999.4707,0.33811533,1082724,-1.0,14.499582,4019.4932,10.0,0.0014608579,0.4189424,6.802874,0.03708288,[ 0.022  0.505 -2.476 -1.454],,336241700.0,100,33.811535,,5306.1763,0.015270984,4631.801081294826
3.441027,4999.4937,52,10.0,0.0005415939,482.1,7248.2505,23.833231,5200,1726.1092584133148,4279.703,788.22314,1.4674495,539.73663,4819.44,4459.757,0.30729046,1130934,-1.0,15.388,4207.13,10.0,0.054159388,0.4189424,4.1958222,0.03441027,[ 0.053  0.444 -2.481 -1.416],,239418200.0,100,30.729046,,5994.0117,0.014674496,4819.440101764769
1.5042119,4999.474,53,10.0,0.00020942249,467.16,5465.874,37.888046,5300,1791.3503153324127,4659.858,1116.3413,1.159627,9.980637,4669.8384,4989.4937,0.106081754,1177650,-1.0,37.277233,4057.5303,10.0,0.02094225,0.4189424,2.639355,0.01504212,[ 0.014  0.447 -2.488 -1.413],,58270732.0,100,10.608175,,4471.113,0.01159627,4669.838316282833
3.5606809,4999.536,54,10.0,0.00041531585,468.39,6620.619,17.856169,5400,1876.9864308834076,4681.85,1048.5486,1.4855177,,4681.85,4999.536,0.25288126,1224489,-1.0,14.825208,4069.5344,10.0,0.041531585,0.4189424,5.6003056,0.035606805,[-0.004  0.472 -2.502 -1.401],,251619740.0,100,25.288128,,5171.576,0.014855176,4681.8505836877075
1.1474115,4999.4844,55,10.0,0.0009740967,445.63,5465.7896,47.830616,5500,1959.1122097969055,4452.4453,1122.9962,1.2015622,,4452.4453,4999.4844,0.073786296,1269052,-1.0,52.304066,3840.136,10.0,0.09740967,0.4189424,2.090711,0.011474113,[-0.025  0.456 -2.484 -1.432],,34463800.0,100,7.3786297,,4580.4336,0.012015623,4452.4452291809575
0.6427971,4999.5107,56,10.0,0.0015209847,467.28,5132.8022,72.63909,5600,2040.4163599014282,4639.924,885.49084,1.0873126,29.946571,4669.871,4969.564,0.030515803,1315780,-1.0,74.10188,4057.558,10.0,0.15209848,0.4189424,1.3766692,0.0064279707,[-0.024  0.494 -2.487 -1.434],,11183006.0,100,3.0515804,,4414.3667,0.010873126,4669.870816141846
5.414145,4999.4775,57,10.0,5.2812964e-05,467.95,7396.9883,12.8875675,5700,2120.902881383896,4676.6733,946.1457,1.7351928,,4676.6733,4999.4775,0.4043563,1362575,-1.0,9.314774,4064.3638,10.0,0.0052812966,0.4189424,7.759416,0.054141443,[-0.017  0.489 -2.489 -1.401],,469912300.0,100,40.43563,,5691.3584,0.017351927,4676.672849047393
2.3742507,4999.4995,58,10.0,0.00026601538,439.79,6023.063,25.117409,5800,2195.872183084488,4383.119,979.4036,1.2656336,9.980028,4393.0986,4989.5195,0.15880734,1406554,-1.0,22.128078,3780.7876,10.0,0.026601538,0.4189424,3.9813025,0.023742506,[-0.033  0.494 -2.528 -1.469],,143314340.0,100,15.880734,,4801.306,0.012656336,4393.098769193823
2.1927016,4999.518,59,10.0,0.0004087775,484.2,6648.8955,22.776474,5900,2279.5101928710938,4480.087,650.29987,1.3603047,359.82816,4839.915,4639.69,0.15803006,1454974,-1.0,27.791023,4227.6016,10.0,0.040877752,0.4189424,4.3904953,0.021927016,[-0.017  0.435 -2.54  -1.445],,105499670.0,100,15.803007,,5365.884,0.013603048,4839.914843145133
0.29795897,4999.6113,60,10.0,0.003899666,494.81,5007.164,92.15884,6000,2370.4034016132355,1197.6422,217.25346,1.0115734,3749.0605,4946.7026,1250.5508,0.019719595,1504455,-1.0,92.016655,4334.3784,10.0,0.3899666,0.4189424,1.0850831,0.0029795899,[ 1.928e-03  4.015e-01 -2.533e+00 -1.446e+00],,14716931.0,100,1.9719595,,4369.322,0.010115735,4946.702752507736
1.5726447,4999.543,61,10.0,0.00029334956,488.52,6145.953,30.514433,6100,2458.8949785232544,4873.649,595.8224,1.2617764,9.981254,4883.6304,4989.5615,0.08384248,1553307,-1.0,39.162758,4271.314,10.0,0.029334955,0.4189424,3.2771378,0.015726447,[ 2.158e-03  3.957e-01 -2.537e+00 -1.456e+00],,61899412.0,100,8.384248,,5037.485,0.012617763,4883.630483866953
0.59942675,4999.5757,62,10.0,0.000917061,481.5,5036.391,73.84789,6200,2544.326744556427,4793.4824,766.20996,1.0441711,19.966846,4813.449,4979.609,0.030508809,1601457,-1.0,75.21308,4201.129,10.0,0.091706105,0.4189424,1.3541348,0.0059942678,[ 2.058e-03  3.697e-01 -2.548e+00 -1.489e+00],,9464405.0,100,3.050881,,4323.8506,0.010441711,4813.449254508044
0.19620885,4999.56,63,10.0,0.0066033835,489.51,4946.9805,96.365746,6300,2626.2857942581177,4554.064,542.6056,1.0110582,339.76312,4893.827,4659.797,0.016151628,1650408,-1.0,96.37064,4281.508,10.0,0.66033834,0.4189424,1.0377132,0.0019620883,[ 0.004  0.386 -2.548 -1.478],,1228117.4,100,1.6151628,,4323.2227,0.010110582,4893.8270190917265
0.5464673,4999.5835,64,10.0,0.0017183895,488.28,5189.945,75.524185,6400,2714.049206018448,4871.573,693.8233,1.0639671,9.979694,4881.553,4989.604,0.031630527,1699236,-1.0,79.12655,4269.232,10.0,0.17183895,0.4189424,1.3240792,0.005464673,[ 2.001e-03  3.877e-01 -2.553e+00 -1.489e+00],,7984123.0,100,3.1630528,,4485.355,0.01063967,4881.553013324758
1.0786817,4999.576,65,10.0,0.0006184773,483.62,5689.2676,44.304775,6500,2790.1056106090546,4814.8687,839.4568,1.1719112,19.964338,4834.833,4979.612,0.059517793,1747598,-1.0,54.135345,4222.5127,10.0,0.06184773,0.4189424,2.257093,0.0107868165,[ 0.004  0.41  -2.56  -1.488],,30012812.0,100,5.9517794,,4769.3403,0.011719111,4834.833058954351
1.3019812,4999.5615,66,10.0,0.002858492,481.24,5828.0493,55.23567,6600,2877.7780582904816,4801.2485,923.51886,1.2000425,9.979387,4811.228,4989.582,0.11274005,1795722,-1.0,45.9325,4198.909,10.0,0.2858492,0.4189424,1.8104243,0.013019811,[ 0.015  0.437 -2.564 -1.553],,43834548.0,100,11.274005,,5004.162,0.012000426,4811.228133595104
1.3336949,4999.5435,67,10.0,0.0012506805,491.15,5907.3555,41.093517,6700,2969.2886033058167,3950.34,452.02994,1.200956,959.6925,4910.032,4039.851,0.08547827,1844837,-1.0,44.77736,4297.716,10.0,0.12506805,0.4189424,2.4334738,0.013336948,[-1.318e-03  4.351e-01 -2.561e+00 -1.566e+00],,30946376.0,100,8.547827,,4952.1665,0.01200956,4910.032148158813
86.24041,4999.564,68,10.0,1.0875827e-06,491.88,47565.14,0.17178842,6800,3056.6828684806824,3838.0884,525.25934,9.569452,1079.649,4917.7373,3919.915,8.672642,1894025,-1.0,1.2162921,4305.4185,10.0,0.00010875827,0.4189424,582.1114,0.8624039,[-1.892e-03  4.810e-01 -2.534e+00 -1.577e+00],,115522640000.0,100,867.2642,,32791.727,0.09569451,4917.737417212008
1.130166,4999.4785,69,10.0,0.0006041674,483.12,5760.8745,47.87534,6900,3131.264367580414,4829.773,801.02386,1.1725569,,4829.773,4999.4785,0.067271434,1942337,-1.0,51.840282,4217.4644,10.0,0.060416743,0.4189424,2.088758,0.011301661,[ 0.032  0.375 -2.521 -1.472],,33036376.0,100,6.7271433,,4875.9336,0.011725569,4829.773070196255
0.9802862,4999.5654,70,10.0,0.0015668608,480.41,5562.0703,56.492096,7000,3221.7202048301697,4802.923,962.02167,1.1484762,,4802.923,4999.5654,0.06338324,1990378,-1.0,57.85183,4190.603,10.0,0.15668608,0.4189424,1.7701591,0.009802861,[ 0.036  0.343 -2.531 -1.476],,25448606.0,100,6.3383236,,4747.396,0.011484763,4802.922575142593
