EmpiricalD2,TimestepsSoFar,InitialReturnStd,LearnableVariance,InitialReturnMax,Bound,ReturnMeanIW,StdIWNorm,MeanIW,ReturnStepMaxmin,EpLenMean,StdIW,Iteration,MaxIW,InitialReturnMean,MinIW,MaxIWNorm,InitialBound,OptimizationReturnMean,TimeElapsed,EpRewMean,MeanIWNorm,ESSRenyi,OptimizationReturnMin,ESSClassic,InitialReturnMin,VarianceInit,OptimizationReturnMax,Weights,ReturnStepMax,J_sample_variance,MinIWNorm,MeanEntropy,EpisodesSoFar,EpThisIter
1.4678376,1314879,302.62372,,2469.6677,930.6549,1297.112,0.007238955,1.0830705,10.0,117.72,0.7238955,145,4.1847525,1166.9258,0.07883121,0.041847523,864.45435,427.15875,2393.352911233902,1166.9257461194823,0.010830705,68.127426,,69.12174,739.76697,-1.0,1729.9008,[-1.341  1.693 -2.248 -2.185],10.0,955544.75,0.0007883121,0.4189424,14500,100
1.2272886,1326739,291.68115,,2389.537,937.82495,1262.0397,0.005017687,1.0766648,10.0,118.6,0.5017687,146,3.1829715,1175.7275,0.34660855,0.031829715,883.0703,475.8936,2414.765960216522,1175.7275545701812,0.010766648,81.48043,,82.15623,699.834,-1.0,1689.7031,[-1.318  1.67  -2.256 -2.224],10.0,727251.4,0.0034660855,0.4189424,14600,100
1.6847444,1339044,276.64642,,1979.688,1090.9111,1405.6204,0.009525928,1.1191617,10.0,123.05,0.95259273,147,6.414844,1220.2206,0.1968967,0.06414844,977.75916,450.451,2440.2877831459045,1220.2206044261686,0.011191616,59.356186,,57.98835,769.76965,-1.0,1209.9183,[-1.341  1.705 -2.245 -2.21 ],10.0,1282242.6,0.001968967,0.4189424,14700,100
9.765602,1351027,330.06653,,2489.7368,1060.0854,2012.9882,0.07522982,1.9332994,10.0,119.83,7.522983,148,69.91766,1188.0269,0.006911874,0.6991766,883.0976,1188.0269,2460.8695254325867,1188.0268455974256,0.019332994,10.240024,,6.195036,,-1.0,2489.7368,[-1.352  1.726 -2.237 -2.158],10.0,52835244.0,6.911874e-05,0.4189424,14800,100
1.1954576,1362107,257.9759,,1979.4519,870.97156,1136.0398,0.004854066,1.0289093,10.0,110.8,0.48540658,149,2.5973911,1097.7062,0.27290848,0.02597391,855.2737,797.9025,2482.7949345111847,1097.7061470350302,0.0102890935,83.64998,,81.79523,299.8037,-1.0,1679.6482,[-1.385  1.701 -2.199 -2.068],10.0,374392.56,0.0027290848,0.4189424,14900,100
1.1348352,1373703,341.9663,,2259.356,900.52686,1195.3059,0.00362086,1.0313884,10.0,115.96,0.36208603,150,2.3379614,1149.2886,0.38268209,0.023379615,872.5752,1149.2886,2505.1869897842407,1149.288585795268,0.010313884,88.118515,,89.02755,,-1.0,2259.356,[-1.388  1.721 -2.196 -2.055],10.0,348356.94,0.0038268208,0.4189424,15000,100
1.4839053,1385191,374.91403,,2559.5986,891.63763,1273.5121,0.008411181,1.1231675,10.0,114.88,0.84111816,151,6.2326436,1138.4906,0.16596232,0.062326435,825.00494,1138.4906,2529.2630383968353,1138.4906766743377,0.011231677,67.38975,,64.06881,,-1.0,2559.5986,[-1.379  1.731 -2.199 -2.066],10.0,1045221.9,0.0016596232,0.4189424,15100,100
2.6492574,1396560,313.7387,,2069.438,1212.8809,1625.4153,0.016969979,1.3519883,9.999999,113.69,1.6969979,152,11.709451,1126.5897,0.089186996,0.1170945,873.13635,1126.5897,2550.4742991924286,1126.589831444165,0.013519884,37.746426,,38.827507,,-1.0,2069.438,[-1.415  1.742 -2.2   -2.067],9.999999,5972777.5,0.00089186995,0.4189424,15200,100
1.6298239,1408446,388.52988,,2809.4165,905.4537,1344.7242,0.0087155625,1.1107899,10.0,118.86,0.87155634,153,5.030939,1178.2635,0.103194,0.05030939,834.1818,1178.2635,2567.8991959095,1178.2636714657729,0.011107897,61.35632,,61.894978,,-1.0,2809.4165,[-1.419  1.772 -2.194 -2.012],10.0,1649112.8,0.00103194,0.4189424,15300,100
48.169376,1419731,345.95758,,2149.5408,2729.4375,4556.5986,0.17376412,3.9047482,10.0,112.85,17.376411,154,143.75879,1118.1879,0.0035615212,1.4375879,854.9238,1108.2078,2586.9762196540833,1118.1878546447954,0.039047476,2.0760078,,4.806966,9.980033,-1.0,2139.5608,[-1.423  1.755 -2.206 -2.048],10.0,366389100.0,3.5615212e-05,0.4189424,15400,100
1.012911,1432066,289.24274,,2139.5544,966.20215,1229.9292,0.0011074771,1.0026248,10.0,123.35,0.110747695,155,1.2453061,1223.1952,0.74733734,0.0124530615,961.15436,423.55746,2609.521490097046,1223.1951806600391,0.010026247,98.72536,,98.79461,799.6377,-1.0,1339.9167,[-1.331  1.706 -2.204 -2.124],10.0,742728.2,0.0074733733,0.4189424,15500,100
1.2148662,1443517,305.97076,,2289.6606,919.4027,1228.4899,0.0041620876,1.0567509,10.0,114.51,0.41620877,156,2.6163673,1134.8193,0.22664362,0.026163673,854.3943,1124.8395,2630.968964099884,1134.819418351041,0.010567509,82.31359,,86.57083,9.979924,-1.0,2279.6807,[-1.339  1.714 -2.224 -2.122],10.0,538268.06,0.0022664361,0.4189424,15600,100
1.4574639,1454984,228.4625,,1929.5941,937.1858,1222.4916,0.007549214,1.098916,10.0,114.67,0.75492144,157,3.2871351,1136.4231,0.16130541,0.03287135,900.09717,396.78183,2651.3399398326874,1136.423172150797,0.010989159,68.612335,,67.93817,739.64136,-1.0,1189.9528,[-1.318  1.689 -2.206 -2.141],10.0,786643.56,0.0016130541,0.4189424,15700,100
1.3305562,1466447,297.19385,,1929.6354,979.59753,1252.2048,0.0056245956,1.0742927,10.0,114.63,0.5624596,158,2.7344334,1136.0164,0.23159534,0.027344333,899.68524,736.21643,2672.368433713913,1136.0163303017466,0.010742925,75.15654,,78.48568,399.79987,-1.0,1529.8354,[-1.327  1.667 -2.202 -2.143],10.0,625705.44,0.0023159534,0.4189424,15800,100
3.3253436,1478081,308.87463,,2879.4526,1101.5063,1744.5995,0.019266501,1.333281,10.0,116.34,1.9266503,159,11.256389,1153.1233,0.062143926,0.112563886,800.4637,853.30963,2697.415568113327,1153.123251346031,0.013332809,30.07208,,32.381813,299.81363,-1.0,2579.639,[-1.33   1.686 -2.199 -2.111],10.0,6523533.5,0.00062143925,0.4189424,15900,100
2.9872031,1489707,347.31232,,1969.6467,1006.84656,1423.7797,0.019858189,1.1725479,10.0,116.26,1.985819,160,14.206236,1152.3081,0.057547435,0.14206235,911.07666,1152.3081,2721.857373714447,1152.3080003763705,0.011725478,33.47613,,25.85143,,-1.0,1969.6467,[-1.295  1.696 -2.208 -2.071],10.0,7134819.5,0.00057547435,0.4189424,16000,100
1.000748,1501684,283.53094,,2029.5388,940.0194,1188.6791,0.00029263625,1.0002934,10.0,119.77,0.029263625,161,1.091935,1187.3923,0.9208952,0.01091935,938.82556,647.5817,2743.5099420547485,1187.3923630956247,0.010002933,99.925255,,99.91449,539.8106,-1.0,1489.7283,[-1.266  1.719 -2.177 -2.093],10.0,376009.06,0.009208952,0.4189424,16100,100
12.44256,1514266,332.0461,,2399.537,1454.309,2490.949,0.0628216,1.859187,10.0,125.82,6.2821603,162,60.252045,1247.8807,0.0043904115,0.6025204,953.9988,1117.9885,2765.693946838379,1247.880842272268,0.01859187,8.036931,,8.053135,129.89233,-1.0,2269.6448,[-1.267  1.721 -2.186 -2.094],10.0,92193760.0,4.3904114e-05,0.4189424,16200,100
2.1274405,1526636,361.96423,,2329.5864,1142.5837,1558.7368,0.014410983,1.1806902,10.0,123.7,1.4410985,163,9.971542,1226.6989,0.047146857,0.09971542,941.3839,1216.7191,2788.783369064331,1226.6988990013501,0.011806902,47.00484,,40.16457,9.97982,-1.0,2319.6067,[-1.263  1.653 -2.175 -2.137],10.0,7065450.5,0.00047146855,0.4189424,16300,100
1.5797589,1538086,232.89507,,1959.6587,931.301,1232.9636,0.008572213,1.0696805,10.0,114.5,0.8572213,164,4.8497252,1134.7139,0.14598297,0.048497252,894.7057,504.9869,2808.5823056697845,1134.7138380540887,0.010696804,63.3008,,60.89351,629.7269,-1.0,1329.9318,[-1.2    1.587 -2.099 -2.148],10.0,774172.3,0.0014598296,0.4189424,16400,100
1.3118675,1549921,335.66495,,2599.5337,943.8278,1308.4861,0.005777732,1.0885916,10.0,118.35,0.5777732,165,3.4696934,1173.2369,0.28148943,0.034696933,854.8602,1163.2571,2827.9461176395416,1173.2368416650822,0.010885916,76.22721,,78.02146,9.979736,-1.0,2589.554,[-1.186  1.607 -2.092 -2.165],10.0,726744.3,0.0028148943,0.4189424,16500,100
1.0785235,1562593,319.7379,,2719.6147,972.1603,1318.074,0.0029012603,1.0357802,10.0,126.72,0.29012606,166,1.8692726,1256.9165,0.39312378,0.018692726,923.83295,377.31,2854.152002096176,1256.9165484995476,0.010357802,92.71935,,92.72497,879.60657,-1.0,1840.0082,[-1.19   1.634 -2.101 -2.151],10.0,980721.75,0.003931238,0.4189424,16600,100
1.2478501,1575035,314.62744,,2719.6506,957.7013,1329.7844,0.0049868817,1.0619569,10.0,124.42,0.4986882,167,3.2743797,1233.9061,0.37942773,0.032743797,900.8182,464.26462,2880.355922460556,1233.9060042880033,0.010619569,80.13783,,81.93241,769.6414,-1.0,1950.0093,[-1.206  1.67  -2.119 -2.175],10.0,933505.94,0.0037942773,0.4189424,16700,100
2.3179052,1587333,328.4787,,2349.576,1080.8561,1518.9658,0.015122011,1.2109357,10.0,122.98,1.5122011,168,10.678791,1219.5111,0.13367814,0.106787905,931.74786,1079.654,2901.481430053711,1219.5110842167119,0.012109356,43.142403,,39.07059,139.85712,-1.0,2209.7188,[-1.185  1.657 -2.114 -2.197],10.0,3618088.0,0.0013367813,0.4189424,16800,100
1.4145671,1599874,414.94568,,2679.3066,1008.58655,1398.8698,0.0074318135,1.0974649,10.0,125.41,0.74318135,169,4.641961,1243.8239,0.25426733,0.04641961,915.677,1243.8239,2930.6127960681915,1243.8237801296746,0.010974649,70.69301,,68.560165,,-1.0,2679.3066,[-1.211  1.679 -2.119 -2.135],10.0,1511143.6,0.0025426734,0.4189424,16900,100
40.045662,1611808,342.2775,,2289.1182,2731.4226,4505.5776,0.1827929,3.2850723,10.0,119.34,18.27929,170,180.08122,1183.092,0.0005796479,1.8008122,902.73334,1173.1123,2956.5786995887756,1183.0919314298442,0.03285072,2.4971495,,3.1287172,9.97969,-1.0,2279.1384,[-1.217  1.695 -2.147 -2.094],10.0,666387460.0,5.796479e-06,0.4189424,17000,100
1.3437865,1625049,434.45508,,2709.4893,1053.6946,1438.3733,0.0062544267,1.0900937,10.0,132.41,0.6254427,171,3.5627878,1313.7894,0.18633744,0.035627875,981.946,1313.7894,2982.519331932068,1313.789404011972,0.010900935,74.41659,,75.233765,,-1.0,2709.4893,[-1.124  1.668 -2.156 -2.09 ],10.0,1067148.8,0.0018633744,0.4189424,17100,100
170.97449,1637793,289.3861,,2119.5842,3411.798,6806.19,0.42624557,4.764611,10.0,127.44,42.624554,172,428.7414,1264.0845,0.00027061478,4.287414,1004.4895,814.33844,3004.5591790676117,1264.0844553805464,0.0476461,0.58488256,,1.2340769,449.74603,-1.0,1669.8381,[-1.11   1.677 -2.175 -2.083],10.0,1840168400.0,2.7061478e-06,0.4189424,17200,100
1.3076911,1651621,426.54987,,2919.6343,1068.5195,1477.4285,0.0071539,1.0869384,10.0,138.28,0.71538997,173,4.057258,1372.4714,0.31032747,0.04057258,1014.8906,1372.4714,3027.7814452648163,1372.4714173694065,0.010869384,76.47066,,69.774536,,-1.0,2919.6343,[-1.018  1.667 -2.171 -2.1  ],10.0,1251231.6,0.0031032746,0.4189424,17300,100
1.0651227,1664321,486.29437,,2569.281,969.3328,1294.0887,0.0025688405,1.0484471,10.0,127.0,0.25688407,174,1.9556166,1259.6617,0.47193158,0.019556165,944.99036,1129.7775,3052.603586912155,1259.6617854071,0.010484471,93.885895,,94.33679,129.88431,-1.0,2439.3967,[-1.008  1.664 -2.161 -2.056],10.0,346201.94,0.0047193156,0.4189424,17400,100
1.279067,1677977,442.03012,,2939.519,1115.5898,1522.753,0.0059637823,1.113032,10.0,136.56,0.59637827,175,3.564364,1355.2651,0.2727726,0.035643637,995.249,1355.2651,3074.4619023799896,1355.2651662688418,0.01113032,78.181984,,77.69424,,-1.0,2939.519,[-1.001  1.66  -2.155 -2.034],10.0,935074.0,0.002727726,0.4189424,17500,100
1.1610675,1691422,360.17932,,2129.4048,1116.3203,1397.3373,0.0041612494,1.0299153,10.0,134.45,0.41612497,176,2.5631871,1334.1586,0.35878283,0.025631871,1073.361,1324.1776,3096.513764858246,1334.1585900349094,0.010299154,86.12764,,85.966286,9.980807,-1.0,2119.424,[-1.025  1.668 -2.238 -2.028],10.0,640765.7,0.0035878283,0.4189424,17600,100
37.31049,1705725,495.47687,,2609.518,3396.1538,5348.341,0.16233996,3.178188,10.0,143.03,16.233994,177,158.92105,1419.9614,0.0010055882,1.5892105,1100.362,1419.9614,3120.2846636772156,1419.9614524914225,0.031781882,2.6802113,,3.6912558,,-1.0,2609.518,[-1.03   1.699 -2.266 -2.047],10.0,1109932200.0,1.0055882e-05,0.4189424,17700,100
10.6086235,1718302,493.27893,,2399.3481,1600.0894,2557.2139,0.054263916,1.69856,10.0,125.77,5.4263916,178,49.03046,1247.3472,0.018559977,0.4903046,953.4881,1247.3472,3144.2713391780853,1247.3470847572287,0.0169856,9.426293,,8.923698,,-1.0,2399.3481,[-1.084  1.722 -2.274 -1.952],10.0,95825030.0,0.00018559977,0.4189424,17800,100
1.0562309,1732685,436.87408,,2949.102,1098.6206,1469.8264,0.002212071,1.0172589,10.0,143.83,0.22120711,179,1.6638999,1427.948,0.5474207,0.016638998,1066.758,1397.996,3170.162444591522,1427.9479063423598,0.010172589,94.67627,,95.48488,29.951874,-1.0,2919.1501,[-1.035  1.7   -2.307 -2.02 ],10.0,363913.97,0.0054742065,0.4189424,17900,100
1.3085489,1747079,487.51373,,2999.3218,1171.9855,1592.1929,0.0064035836,1.085487,10.0,143.94,0.6403584,180,3.8221307,1429.0491,0.07645044,0.038221307,1061.7086,1429.0491,3196.0125138759613,1429.0490875455196,0.010854869,76.420525,,74.1832,,-1.0,2999.3218,[-1.041  1.698 -2.326 -2.031],10.0,1440133.0,0.00076450437,0.4189424,18000,100
1.2342428,1761024,392.3499,,2529.5146,1116.4492,1460.6272,0.004623247,1.0544354,10.0,139.45,0.46232468,181,2.4799747,1384.1509,0.23436931,0.024799747,1074.3499,1384.1509,3222.6959936618805,1384.1509483399786,0.010544354,81.02134,,83.875404,,-1.0,2529.5146,[-1.112  1.81  -2.33  -2.11 ],10.0,642793.1,0.002343693,0.4189424,18100,100
50.25837,1776057,460.51474,,3019.459,1857.127,4478.8027,0.24448048,3.2923105,10.0,150.33,24.44805,182,245.9023,1492.9218,0.0012958762,2.459023,1123.115,1383.0162,3249.0487761497498,1492.9218902476734,0.032923106,1.9897183,,1.78118,109.90564,-1.0,2909.5532,[-1.126  1.854 -2.36  -2.127],10.0,942504640.0,1.29587615e-05,0.4189424,18200,100
1.0347139,1790267,447.71545,,2489.3994,1118.3752,1428.5099,0.0017242292,1.0147396,10.0,142.1,0.17242292,183,1.5102053,1410.5923,0.5341316,0.015102052,1105.7041,1290.7128,3276.1055612564087,1410.5922359366293,0.0101473965,96.64507,,97.1938,119.87938,-1.0,2369.52,[-1.044  1.836 -2.366 -2.068],10.0,283267.5,0.0053413156,0.4189424,18300,100
14.3099575,1803236,515.22845,,2689.4785,2025.7025,3271.745,0.07726384,2.3509834,10.0,129.69,7.726384,184,66.025,1286.5146,0.008211091,0.66025,957.12213,1276.5339,3301.6633274555206,1286.514680777211,0.023509836,6.988141,,8.474047,9.980839,-1.0,2679.4976,[-1.041  1.842 -2.373 -2.067],10.0,102034700.0,8.211091e-05,0.4189424,18400,100
1.4002882,1817669,468.232,,2209.7393,1258.7246,1578.9791,0.006561466,1.0462798,10.0,144.33,0.6561466,185,3.3714173,1432.9319,0.1371802,0.03371417,1162.295,1432.9319,3329.9395427703857,1432.9318508105928,0.010462796,71.41387,,71.77288,,-1.0,2209.7393,[-0.958  1.788 -2.37  -2.071],10.0,1582069.6,0.001371802,0.4189424,18500,100
1.0595688,1833125,430.1112,,2659.4512,1262.6852,1597.9609,0.002154717,1.0345831,10.0,154.56,0.2154717,186,1.6295772,1535.2286,0.6713517,0.016295772,1209.5138,1525.2443,3355.3063004016876,1535.228702079045,0.010345831,94.37802,,95.84271,9.984323,-1.0,2649.4668,[-0.926  1.726 -2.471 -2.05 ],10.0,365173.8,0.0067135165,0.4189424,18600,100
1.2921975,1849450,567.58075,,3329.3086,1354.3014,1817.8168,0.0047983807,1.0682857,10.0,163.25,0.4798381,187,2.89993,1622.1329,0.21528101,0.028999299,1214.3774,1462.2377,3383.828209877014,1622.1328494657778,0.010682856,77.38755,,83.211945,159.8953,-1.0,3169.4133,[-0.922  1.733 -2.515 -2.048],10.0,1321515.9,0.00215281,0.4189424,18700,100
6.179617,1865247,424.26117,,3309.064,1458.1155,2465.5842,0.040650755,1.5439147,10.0,157.97,4.0650754,188,33.383152,1569.34,0.01555409,0.33383152,1164.064,1449.4312,3414.936224460602,1569.339901710249,0.015439145,16.182232,,12.606347,119.90881,-1.0,3189.1553,[-0.91   1.718 -2.521 -2.07 ],10.0,34777570.0,0.0001555409,0.4189424,18800,100
27.944395,1881009,425.89166,,3679.2153,1675.769,4057.8044,0.14336134,2.8112528,10.0,157.62,14.336134,189,117.04215,1565.88,0.00086253695,1.1704215,1115.27,1555.898,3439.138653755188,1565.8800465932204,0.028112525,3.578535,,3.7029562,9.982114,-1.0,3669.2332,[-0.874  1.706 -2.521 -2.134],10.0,396953000.0,8.625369e-06,0.4189424,18900,100
1.1287003,1897213,535.36383,,3999.4612,1141.9584,1662.3574,0.0042442856,1.0419747,10.0,162.04,0.42442858,190,2.3449051,1610.0962,0.3307107,0.02344905,1120.2644,1610.0962,3469.7417516708374,1610.0962226156928,0.010419748,88.59748,,85.76929,,-1.0,3999.4612,[-0.913  1.677 -2.459 -2.177],10.0,814755.25,0.003307107,0.4189424,19000,100
2.5375624,1912679,449.4349,,2909.5742,1361.637,1929.2906,0.014977167,1.282445,10.0,154.66,1.4977168,191,9.890205,1536.3263,0.04564632,0.098902054,1179.9777,1526.3456,3497.023452758789,1536.3263771012414,0.01282445,39.407898,,42.303013,9.980643,-1.0,2899.5935,[-0.895  1.66  -2.47  -2.181],10.0,6299516.0,0.0004564632,0.4189424,19100,100
1.0674891,1927889,469.94604,,3089.487,1145.273,1536.2162,0.0030076797,1.0205027,10.0,152.1,0.300768,192,2.1363425,1510.7128,0.48654717,0.021363424,1132.3296,1510.7128,3524.7959537506104,1510.7128849551352,0.010205027,93.677765,,92.00793,,-1.0,3089.487,[-0.922  1.653 -2.486 -2.138],10.0,452290.1,0.0048654717,0.4189424,19200,100
1.0754181,1943250,413.9673,,2849.5476,1200.3596,1562.2776,0.0027823532,1.0276806,10.0,153.61,0.27823532,193,1.8220087,1525.7924,0.5593494,0.018220088,1176.7954,1525.7924,3553.7309217453003,1525.7924230528192,0.010276807,92.98709,,93.17051,,-1.0,2849.5476,[-0.926  1.645 -2.51  -2.119],10.0,377403.22,0.005593494,0.4189424,19300,100
2.4560401,1958807,467.18802,,2899.6956,1319.5128,1876.0776,0.015310414,1.1470227,10.0,155.57,1.5310414,194,9.508182,1545.3884,0.049879193,0.09508181,1190.2498,1545.3884,3583.1214463710785,1545.3884720536353,0.011470228,40.715946,,35.949493,,-1.0,2899.6956,[-0.933  1.656 -2.494 -2.107],10.0,9292728.0,0.0004987919,0.4189424,19400,100
1.1589534,1974745,538.17706,,3899.2195,1170.5254,1684.6357,0.003859773,1.0694802,10.0,159.38,0.38597733,195,2.3657882,1583.4753,0.44389454,0.023657883,1105.9204,1583.4753,3613.3564190864563,1583.4752918300205,0.010694801,86.284744,,88.47598,,-1.0,3899.2195,[-0.903  1.664 -2.462 -2.108],10.0,622580.3,0.004438945,0.4189424,19500,100
1.0335423,1990635,449.40555,,3049.2478,1223.5835,1603.2501,0.0020984432,1.0071851,10.0,158.9,0.20984434,196,1.7970898,1578.6836,0.66773903,0.017970897,1205.2285,1568.702,3641.967117547989,1578.6836574683248,0.010071851,96.75463,,95.839714,9.981634,-1.0,3039.266,[-0.891  1.663 -2.464 -2.125],10.0,377050.75,0.00667739,0.4189424,19600,100
1.0174384,2006605,497.4359,,3809.3975,1129.0371,1599.6415,0.0013618576,1.0082097,10.0,159.7,0.13618577,197,1.562954,1586.6793,0.71574765,0.01562954,1120.1252,976.9293,3670.9084663391113,1586.679413639181,0.010082099,98.28605,,98.20809,609.75006,-1.0,3199.6475,[-0.873  1.636 -2.491 -2.099],10.0,664100.6,0.007157476,0.4189424,19700,100
1.7269844,2022713,442.96805,,3269.548,1317.564,1843.7964,0.010397425,1.1233088,10.0,161.08,1.0397425,198,6.335147,1600.4634,0.014688615,0.06335147,1200.0272,1600.4634,3698.7580528259277,1600.4634810690238,0.011233089,57.904404,,53.85759,,-1.0,3269.548,[-0.88   1.648 -2.498 -2.099],10.0,3450796.2,0.00014688614,0.4189424,19800,100
5.748509,2038361,511.98178,,3729.444,1566.6382,2661.7725,0.038681053,1.602306,10.0,156.48,3.8681052,199,29.495136,1554.4922,0.015384957,0.29495135,1097.7305,1554.4922,3726.213856458664,1554.4922725199112,0.01602306,17.395815,,14.645978,,-1.0,3729.444,[-0.873  1.636 -2.498 -2.148],10.0,50948944.0,0.00015384957,0.4189424,19900,100
75.27771,2054940,602.11285,,3539.3818,3924.2073,7685.2324,0.2802291,3.742872,10.0,165.79,28.02291,200,282.01053,1647.5474,0.00054785126,2.8201053,1214.0634,1647.5474,3763.5738644599915,1647.5473825873676,0.03742872,1.3284144,,1.7526864,,-1.0,3539.3818,[-0.856  1.668 -2.508 -2.101],10.0,3807944700.0,5.4785123e-06,0.4189424,20000,100
7.3790684,2070956,585.6884,,3359.1838,1443.5693,2561.1533,0.044392478,1.2769766,10.0,160.16,4.439248,201,43.54448,1591.2485,0.010143625,0.43544477,1179.8344,1591.2485,3794.114300966263,1591.2486066626082,0.012769766,13.5518465,,7.642235,,-1.0,3359.1838,[-0.929  1.71  -2.551 -2.037],10.0,114782744.0,0.00010143624,0.4189424,20100,100
2.1988328,2087079,594.7516,,3499.2295,1439.2775,2074.7754,0.01646019,1.3191857,10.0,161.23,1.6460191,202,11.661448,1601.9438,0.13109773,0.116614476,1173.3774,1601.9438,3823.659704685211,1601.9438515089983,0.013191857,45.478676,,39.11002,,-1.0,3499.2295,[-0.88   1.697 -2.599 -2.075],10.0,9015914.0,0.0013109773,0.4189424,20200,100
20.251196,2103389,457.19763,,3359.2124,1685.9194,3537.3542,0.093733236,1.7665772,10.0,163.1,9.3733225,203,93.7886,1620.619,0.0063579082,0.93788594,1209.2012,1600.655,3852.4121100902557,1620.6190087831442,0.017665772,4.93798,,3.4302003,19.963932,-1.0,3339.2485,[-0.9    1.74  -2.589 -2.049],10.0,471879420.0,6.357908e-05,0.4189424,20300,100
1.5236076,2121543,621.06604,,4998.981,1463.4849,2219.2097,0.00851684,1.1623684,10.0,181.54,0.8516839,204,4.564064,1805.1003,0.11132069,0.04564064,1192.8527,1805.1003,3882.675329208374,1805.1003539201515,0.011623685,65.6337,,65.06731,,-1.0,4998.981,[-0.844  1.746 -2.616 -2.054],10.0,4229083.0,0.0011132068,0.4189424,20400,100
24.367273,2139164,492.37115,,2969.5212,2503.0078,4298.302,0.0900204,2.2283194,10.0,176.21,9.002041,205,82.28695,1751.7329,0.0021671979,0.8228695,1388.0422,1741.7468,3910.580509662628,1751.7328539937967,0.022283195,4.103865,,5.7735868,9.985796,-1.0,2959.5354,[-0.86   1.807 -2.655 -2.14 ],10.0,370647170.0,2.1671978e-05,0.4189424,20500,100
1.939632,2157765,412.85983,,3149.6406,1575.7012,2112.9387,0.012450497,1.167846,10.0,186.01,1.2450497,206,7.176509,1849.7328,0.08111615,0.07176509,1463.9822,1280.0802,3942.768633365631,1849.7328244965172,0.011678458,51.55617,,46.803635,569.6526,-1.0,2579.988,[-0.803  1.782 -2.654 -2.192],10.0,2930217.2,0.0008111615,0.4189424,20600,100
1.2802117,2177079,656.9531,,4479.206,1487.4224,2108.1306,0.0049667195,1.0733203,10.0,193.14,0.49667194,207,2.6944525,1921.0089,0.21179147,0.026944526,1372.4202,1921.0089,3973.73397064209,1921.0086587586013,0.010733203,78.11208,,82.36338,,-1.0,4479.206,[-0.78   1.789 -2.673 -2.191],10.0,1849135.4,0.0021179146,0.4189424,20700,100
1.0412502,2196598,560.93384,,3989.4385,1489.1914,1987.7716,0.001915847,1.0241272,10.0,195.19,0.19158469,208,1.5443635,1941.5172,0.5953998,0.015443634,1452.9127,1941.5172,4013.3724308013916,1941.5172106704279,0.010241273,96.03839,,96.61876,,-1.0,3989.4385,[-0.799  1.795 -2.683 -2.199],10.0,467329.1,0.005953998,0.4189424,20800,100
1.3856366,2216432,558.44727,,4149.3784,1553.9403,2152.15,0.007130578,1.0552745,10.0,198.34,0.7130579,209,3.700379,1973.0172,0.23735315,0.03700379,1464.8241,1303.3171,4049.498708963394,1973.0171245003244,0.010552745,72.169,,68.653885,669.7,-1.0,3479.6785,[-0.799  1.803 -2.679 -2.219],10.0,2293290.0,0.0023735315,0.4189424,20900,100
4.3228498,2235870,544.58716,,3629.133,1617.4121,2541.5432,0.028312746,1.2912278,10.0,194.38,2.8312747,210,24.923698,1933.44,0.023778044,0.24923699,1488.964,1933.44,4084.115602016449,1933.4401229751463,0.012912279,23.132889,,17.217834,,-1.0,3629.133,[-0.821  1.833 -2.697 -2.211],10.0,36065390.0,0.00023778043,0.4189424,21000,100
1.03334,2253824,467.7588,,3649.6458,1357.0916,1811.4702,0.0018394317,1.0073138,10.0,179.54,0.18394317,211,1.6444637,1785.075,0.49332267,0.016444637,1338.0864,1775.095,4112.109342098236,1785.074970282559,0.010073138,96.773575,,96.773056,9.980043,-1.0,3639.6658,[-0.837  1.791 -2.702 -2.218],10.0,426569.9,0.0049332264,0.4189424,21100,100
1.0828301,2272961,636.67487,,4269.3286,1458.2759,2002.3842,0.0032481514,1.012899,10.0,191.37,0.32481512,212,2.279869,1903.3727,0.33795446,0.022798691,1380.4888,1903.3727,4137.625860691071,1903.372651453706,0.010128992,92.35059,,90.67541,,-1.0,4269.3286,[-0.836  1.793 -2.714 -2.232],10.0,1379424.4,0.0033795445,0.4189424,21200,100
1.0343499,2290477,502.0537,,3329.4448,1365.3177,1780.0342,0.0017671727,1.0173706,10.0,175.16,0.1767173,213,1.5038968,1741.2887,0.63256115,0.015038968,1333.5167,1741.2887,4168.747606277466,1741.2888247096835,0.010173705,96.679085,,97.071205,,-1.0,3329.4448,[-0.844  1.821 -2.733 -2.273],10.0,412383.22,0.0063256114,0.4189424,21300,100
1.8230064,2308265,669.82465,,4139.29,1397.3098,2081.7974,0.0125741465,1.1462684,10.0,177.88,1.2574147,214,8.728233,1768.4819,0.17001492,0.08728233,1261.5247,1768.4819,4201.064281463623,1768.4821104092514,0.011462683,54.854443,,45.385868,,-1.0,4139.29,[-0.854  1.843 -2.737 -2.279],10.0,8078591.5,0.0017001492,0.4189424,21400,100
1.2008883,2326301,524.31177,,3649.562,1428.047,1917.8683,0.0045633074,1.0509336,10.0,180.36,0.45633075,215,2.7449791,1793.2761,0.33090723,0.02744979,1346.298,1793.2761,4237.755587339401,1793.2763362751873,0.010509336,83.27169,,84.13669,,-1.0,3649.562,[-0.861  1.893 -2.759 -2.278],10.0,1378398.8,0.0033090722,0.4189424,21500,100
