InitialReturnMax,ReturnMeanIW,MaxIW,J_sample_variance,EpLenMean,InitialReturnMin,MaxIWNorm,ReturnStepMax,EmpiricalD2,ESSClassic,Weights,OptimizationReturnMin,StdIWNorm,EpisodesSoFar,MeanEntropy,StdIW,MinIWNorm,LearnableVariance,InitialReturnMean,MeanIWNorm,MinIW,ReturnStepMaxmin,TimestepsSoFar,OptimizationReturnMean,Bound,ESSRenyi,EpThisIter,VarianceInit,Iteration,OptimizationReturnMax,MeanIW,InitialReturnStd,EpRewMean,InitialBound,TimeElapsed
4999.5283,10108.206,114.56488,3239215000.0,468.96,59.89373,1.1456488,10.0,20.695415,3.1232471,[ 0.037  0.368 -2.303 -1.6  ],,0.1146094,7100,0.4189424,11.46094,3.136803e-05,,4687.645,0.020578496,0.003136803,10.0,1979277,4627.752,7322.651,4.831988,100,-1.0,71,4939.635,2.0578494,1043.2902,4687.645197425445,4075.3303,3096.811947107315
4999.567,5244.571,6.518131,26302056.0,478.69,29.95139,0.06518131,10.0,1.662648,51.987984,[ 0.004  0.408 -2.306 -1.596],,0.010564107,7200,0.4189424,1.0564108,0.0014934551,,4785.151,0.010992825,0.14934552,10.0,2027146,4755.2,4455.0234,60.145023,100,-1.0,72,4969.6157,1.0992825,850.9375,4785.151303515702,4172.8315,3189.0484828948975
4999.5806,5687.4785,10.4268055,30935784.0,482.91,619.6344,0.10426805,10.0,2.4097958,46.62617,[ 0.003  0.371 -2.323 -1.542],,0.012449747,7300,0.4189424,1.2449749,0.00057597604,,4827.34,0.011636201,0.057597607,10.0,2075437,4207.705,4736.941,41.49729,100,-1.0,73,4379.9463,1.1636201,688.5192,4827.339428390253,4215.018,3275.2283132076263
4999.5703,5404.561,4.246318,17422654.0,486.22,,0.042463176,10.0,1.7430558,63.883167,[ 0.014  0.384 -2.346 -1.598],,0.008438023,7400,0.4189424,0.84380233,0.00039197906,,4860.84,0.011222229,0.039197907,10.0,2124059,4860.84,4596.147,57.37051,100,-1.0,74,4999.5703,1.122223,694.7562,4860.8402042277585,4248.5205,3358.8921132087708
4999.5513,8813.134,82.47086,1115773400.0,490.05,359.76837,0.82470864,10.0,19.39238,4.949545,[ 0.012  0.365 -2.348 -1.617],,0.083263084,7500,0.4189424,8.326309,1.0572101e-05,,4899.068,0.019000195,0.0010572101,10.0,2173064,4539.299,6116.685,5.156665,100,-1.0,75,4639.7827,1.9000196,530.7647,4899.067520120775,4286.7505,3447.5178792476654
4999.4927,5621.459,8.803601,34098910.0,481.41,339.90875,0.08803601,10.0,2.0555687,46.40823,[ 0.029  0.385 -2.342 -1.551],,0.01230486,7600,0.4189424,1.230486,0.0012655532,,4812.61,0.011450518,0.12655532,10.0,2221205,4472.701,4743.574,48.64834,100,-1.0,76,4659.584,1.1450518,784.22614,4812.609821484333,4200.299,3529.1980216503143
4999.5244,10924.385,111.12754,3236507400.0,493.3,,1.1112754,10.0,15.882459,3.6201212,[ 0.015  0.382 -2.319 -1.589],,0.11342298,7700,0.4189424,11.342298,0.0004952139,,4931.831,0.021982111,0.04952139,10.0,2270535,4931.831,8484.141,6.296254,100,-1.0,77,4999.5244,2.198211,524.3618,4931.830897987264,4319.5166,3610.777899980545
4999.483,5276.967,2.9485574,9949818.0,441.96,809.77386,0.029485574,10.0,1.4702243,75.073524,[-0.011  0.354 -2.326 -1.592],,0.0065911305,7800,0.4189424,0.65911305,0.0009977028,,4415.7856,0.011438601,0.099770285,10.0,2314731,3606.0115,4534.525,68.01684,100,-1.0,78,4189.709,1.1438601,1057.3253,4415.785672900052,3803.4766,3682.3660440444946
4999.6255,5638.436,6.6248975,32423054.0,461.95,9.982031,0.066248976,10.0,1.964096,53.008373,[-0.007  0.385 -2.334 -1.633],,0.011090861,7900,0.4189424,1.1090862,0.00096793857,,4617.0083,0.011779513,0.09679386,10.0,2360926,4607.026,4780.2837,50.91401,100,-1.0,79,4989.6436,1.1779512,1015.98096,4617.007715141927,4004.6812,3763.666839361191
4999.5815,4935.776,1.6910069,1030371.7,486.15,9.981798,0.016910069,10.0,1.0405158,97.18763,[ 0.006  0.377 -2.327 -1.657],,0.0017317976,8000,0.4189424,0.17317978,0.0061821034,,4859.8955,0.010180462,0.6182104,10.0,2409541,4849.9136,4311.1733,96.106186,100,-1.0,80,4989.5996,1.0180463,623.3267,4859.895813403807,4247.5747,3846.7750527858734
4999.5796,5670.9795,12.896305,66579124.0,477.55,,0.12896305,10.0,2.6792572,35.01637,[ 0.003  0.375 -2.336 -1.664],,0.01610445,8100,0.4189424,1.6104451,0.0009881026,,4773.9834,0.011821688,0.09881027,10.0,2457296,4773.9834,4668.706,37.32378,100,-1.0,81,4999.5796,1.1821688,917.1899,4773.983696237069,4161.663,3927.4743444919586
4999.612,7801.383,42.58308,74481970.0,497.86,3859.3762,0.42583078,10.0,17.684992,8.025874,[ 0.011  0.345 -2.329 -1.677],,0.05381149,8200,0.4189424,5.381149,4.6026234e-05,,4977.458,0.015896017,0.0046026236,10.0,2507082,1118.0815,5226.341,5.654512,100,-1.0,82,1140.2356,1.5896018,142.64435,4977.457696665144,4365.1333,4013.042317867279
4999.5195,4928.407,1.4369972,1602641.0,477.67,9.98071,0.014369971,10.0,1.0230458,97.59078,[ 0.02   0.397 -2.336 -1.66 ],,0.0016110002,8300,0.4189424,0.16110002,0.0071045663,,4775.1973,0.010253278,0.71045667,10.0,2554849,4765.2173,4309.078,97.74734,100,-1.0,83,4989.539,1.0253278,900.23895,4775.197236626248,4162.8833,4097.341874361038
4999.5405,7477.23,129.58228,1290530800.0,479.21,,1.2958227,10.0,10.789474,2.683872,[ 0.02   0.399 -2.366 -1.655],,0.12917726,8400,0.4189424,12.9177265,0.00071243674,,4790.544,0.021452336,0.07124367,10.0,2602770,4790.544,5465.9346,9.268292,100,-1.0,84,4999.5405,2.1452336,870.63983,4790.543819931783,4178.2275,4185.142183065414
4999.639,8880.96,97.644714,2394622700.0,444.35,19.96827,0.9764471,10.0,27.709436,3.6274014,[-0.009  0.362 -2.333 -1.619],,0.09780061,8500,0.4189424,9.780063,1.2337621e-05,,4439.1675,0.01897416,0.0012337621,10.0,2647205,4419.199,5657.6787,3.6088789,100,-1.0,85,4979.671,1.8974164,1028.1295,4439.167246839291,3826.8389,4263.797219514847
4999.566,5615.419,7.1896925,30732356.0,453.0,,0.071896926,10.0,2.2189906,54.394955,[-0.02   0.405 -2.332 -1.568],,0.010831463,8600,0.4189424,1.0831463,0.0006658571,,4525.9478,0.011829324,0.06658571,10.0,2692505,4525.9478,4703.291,45.065536,100,-1.0,86,4999.566,1.1829324,922.26776,4525.947627023869,3913.6284,4347.9405081272125
4999.563,4815.1836,1.4085572,1528319.5,477.79,,0.014085571,10.0,1.0322286,97.15256,[-0.009  0.43  -2.327 -1.572],,0.0017159536,8700,0.4189424,0.17159536,0.005733115,,4775.6646,0.010023144,0.5733115,10.0,2740284,4775.6646,4193.0757,96.87777,100,-1.0,87,4999.563,1.0023146,801.52893,4775.6646011485,4163.346,4412.108762741089
4999.5474,4819.6553,2.6824527,5744364.5,464.69,9.981348,0.026824526,10.0,1.2228267,84.18021,[-0.008  0.436 -2.337 -1.57 ],,0.004526255,8800,0.4189424,0.4526255,0.002971359,,4644.1826,0.01044104,0.29713592,10.0,2786753,4634.201,4142.546,81.77773,100,-1.0,88,4989.566,1.044104,983.4335,4644.182635137029,4031.8657,4471.381884813309
4999.623,10659.349,110.344,3215464000.0,474.28,,1.10344,10.0,38.619232,3.6929753,[-0.011  0.448 -2.337 -1.559],,0.11294375,8900,0.4189424,11.294375,2.0576845e-05,,4740.545,0.022116754,0.0020576846,10.0,2834181,4740.545,6854.0854,2.5893834,100,-1.0,89,4999.623,2.2116756,831.8911,4740.544833155658,4128.2188,4534.597329854965
4999.5522,5025.9863,3.0646226,9068164.0,462.42,19.968292,0.030646225,10.0,1.4818708,78.50667,[-0.004  0.501 -2.331 -1.525],,0.0057420162,9000,0.4189424,0.57420164,0.00037440725,,4621.87,0.010974023,0.037440725,10.0,2880423,4601.902,4280.599,67.48227,100,-1.0,90,4979.584,1.0974022,1130.9807,4621.869956446336,4009.552,4612.563476800919
4999.4526,5413.7173,6.675703,26963810.0,465.19,9.979691,0.06675703,10.0,1.7459555,55.98969,[ 0.008  0.517 -2.334 -1.522],,0.010052029,9100,0.4189424,1.0052029,0.0014826227,,4649.969,0.011337846,0.14826228,10.0,2926942,4639.9897,4604.65,57.27523,100,-1.0,91,4989.473,1.1337845,1143.26,4649.969295894076,4037.6643,4700.663529157639
4999.519,9798.214,63.309177,1620652000.0,478.01,,0.63309175,10.0,4.28204,5.6171584,[ 0.011  0.479 -2.36  -1.506],,0.0837891,9200,0.4189424,8.378911,0.0012301168,,4778.2637,0.020440869,0.123011686,10.0,2974743,4778.2637,8531.147,23.353354,100,-1.0,92,4999.519,2.0440872,916.006,4778.263554256515,4165.9497,4787.521352052689
4999.5063,6037.5576,8.688843,32535870.0,472.95,499.57852,0.086888425,10.0,2.891053,51.172394,[-0.012  0.504 -2.355 -1.54 ],,0.012302766,9300,0.4189424,1.2302767,0.00046828686,,4727.3345,0.012594704,0.046828687,10.0,3022038,4227.7563,4996.4375,34.589474,100,-1.0,93,4499.9277,1.2594702,904.5093,4727.334491840727,4115.022,4873.480644702911
4999.613,6647.489,13.944685,121096150.0,466.83,,0.13944684,10.0,4.2361803,28.93516,[ 0.009  0.468 -2.36  -1.518],,0.021706415,9400,0.4189424,2.1706417,0.00025573076,,4666.609,0.01385076,0.025573077,10.0,3068721,4666.609,5387.2026,23.606173,100,-1.0,94,4999.613,1.3850762,1192.2048,4666.609343268619,4054.2844,4943.49703669548
4999.5596,5238.1187,3.3200612,12135838.0,479.5,,0.03320061,10.0,1.4906801,72.75303,[ 0.006  0.465 -2.373 -1.584],,0.006705408,9500,0.4189424,0.6705409,0.0020711722,,4793.622,0.010957,0.20711723,10.0,3116671,4793.622,4490.518,67.08347,100,-1.0,95,4999.5596,1.0957001,946.6289,4793.621747902491,4181.303,5029.715345859528
4999.518,6830.7397,28.308828,272336400.0,471.38,219.79974,0.28308827,10.0,6.4117413,16.089718,[ 0.012  0.473 -2.374 -1.56 ],,0.034589026,9600,0.4189424,3.458903,4.172269e-05,,4711.811,0.015146246,0.0041722693,10.0,3163809,4492.0117,5280.2754,15.596387,100,-1.0,96,4779.7183,1.5146246,1011.1142,4711.811472358578,4099.498,5111.193433761597
4999.463,4915.215,2.5416284,4289695.0,464.77,99.88932,0.025416283,10.0,1.1300875,90.5361,[ 0.025  0.529 -2.364 -1.572],,0.0034034208,9700,0.4189424,0.3403421,0.0045305775,,4645.6675,0.010526692,0.45305774,10.0,3210286,4545.7783,4264.299,88.48872,100,-1.0,97,4899.5737,1.0526692,1146.3921,4645.667333638831,4033.3604,5197.8686373233795
4999.505,340904.62,6405.74,10264121000000.0,464.29,,64.0574,10.0,62966.414,1.1317567,[ 0.031  0.509 -2.391 -1.557],,6.376279,9800,0.4189424,637.6279,1.653306e-10,,4640.662,0.6822059,1.653306e-08,10.0,3256715,4640.662,187256.56,0.0015881483,100,-1.0,98,4999.505,68.22059,1176.4598,4640.661824039148,4028.3499,5268.061443090439
4999.571,5131.3237,4.134303,13112197.0,487.67,,0.04134303,10.0,1.3748176,68.10669,[ 0.022  0.448 -2.4   -1.658],,0.007190629,9900,0.4189424,0.7190629,0.0016671824,,4875.321,0.010507804,0.16671824,10.0,3305482,4875.321,4413.363,72.73692,100,-1.0,99,4999.571,1.0507805,699.20636,4875.320698184656,4263.0005,5355.731436014175
4999.591,7371.823,28.856966,79550310.0,494.42,2959.0874,0.28856966,10.0,8.827163,13.29236,[ 0.032  0.421 -2.394 -1.634],,0.037800483,10000,0.4189424,3.7800488,0.00016051372,,4942.8857,0.014800272,0.016051373,10.0,3354924,1983.7983,5552.5806,11.328669,100,-1.0,100,2040.5034,1.4800273,304.17337,4942.8857432100285,4330.563,5447.4506294727325
4999.5034,4890.5503,2.633948,6171495.0,471.81,9.9796505,0.02633948,10.0,1.1926956,84.509766,[ 0.041  0.414 -2.393 -1.713],,0.0044126622,10100,0.4189424,0.4412662,0.0018171578,,4716.541,0.010306828,0.18171579,10.0,3402105,4706.561,4221.841,83.84369,100,-1.0,101,4989.524,1.0306828,1073.6962,4716.540572416418,4104.229,5526.0571937561035
4999.54,5953.5825,8.291534,48180276.0,482.14,309.7413,0.08291534,10.0,2.7124264,41.35119,[ 0.03   0.43  -2.392 -1.727],,0.014580193,10200,0.4189424,1.4580194,0.0003171901,,4819.948,0.01224271,0.03171901,10.0,3450319,4510.207,4945.132,36.86736,100,-1.0,102,4689.799,1.2242713,781.43335,4819.948203020803,4207.6323,5606.082334280014
4999.6143,6316.6626,12.475254,52767960.0,493.55,419.708,0.12475254,10.0,3.021891,39.297863,[ 0.026  0.424 -2.375 -1.78 ],,0.015922535,10300,0.4189424,1.5922536,0.00016055591,,4934.502,0.012811342,0.016055591,10.0,3499674,4514.794,5252.2217,33.09186,100,-1.0,103,4579.9062,1.2811344,491.17313,4934.502024814731,4322.177,5697.878104686737
4999.5986,4934.715,1.9598453,2049730.8,485.66,9.980026,0.019598452,10.0,1.0754939,95.0069,[ 0.016  0.464 -2.375 -1.778],,0.0023359626,10400,0.4189424,0.23359627,0.0048397947,,4855.4434,0.010189635,0.4839795,10.0,3548240,4845.463,4299.6987,92.98054,100,-1.0,104,4989.6187,1.0189633,817.3665,4855.4432587311485,4243.1196,5787.424279689789
4999.5854,9908.276,48.077675,446057470.0,491.24,1939.2958,0.48077673,10.0,24.492554,8.062486,[ 0.023  0.462 -2.368 -1.782],,0.06797244,10500,0.4189424,6.797244,4.7599053e-05,,4911.1143,0.020128941,0.0047599054,10.0,3597364,2971.8188,6877.8994,4.0828733,100,-1.0,105,3060.2896,2.0128942,452.01157,4911.114511598245,4298.7925,5880.650547027588
4999.628,7497.129,29.682999,298363780.0,487.47,319.79507,0.29682997,10.0,8.690036,14.689024,[ 0.009  0.487 -2.347 -1.91 ],,0.036691915,10600,0.4189424,3.6691914,2.6533267e-05,,4873.194,0.015225249,0.0026533268,10.0,3646111,4553.4,5692.0586,11.507432,100,-1.0,106,4679.833,1.5225248,638.9832,4873.194322827165,4260.867,5956.492026805878
4999.559,7898.133,35.265438,446817630.0,487.25,269.76257,0.35265437,10.0,12.282462,11.474857,[ 0.025  0.491 -2.341 -1.994],,0.04441315,10700,0.4189424,4.4413147,1.8003406e-05,,4871.3794,0.015990125,0.0018003406,10.0,3694836,4601.616,5752.1807,8.14169,100,-1.0,107,4729.7964,1.5990125,734.41833,4871.379202704604,4259.061,6042.2563123703
4999.577,41763.29,786.5482,153818280000.0,477.09,9.9806595,7.865482,10.0,640.07056,1.1347097,[ 0.016  0.518 -2.362 -1.932],,0.782135,10800,0.4189424,78.2135,0.0001239703,,4769.5273,0.083791934,0.012397029,10.0,3742545,4759.5474,26271.812,0.15623277,100,-1.0,108,4989.5967,8.379193,963.5327,4769.527576117409,4157.207,6126.79297542572
4999.604,7526.6475,33.173733,235780320.0,475.89,609.5681,0.3317373,10.0,4.8818913,16.130697,[-0.024  0.549 -2.365 -1.895],,0.034681696,10900,0.4189424,3.46817,0.00022129569,,4756.6636,0.015209865,0.02212957,10.0,3790134,4147.0957,6173.718,20.483864,100,-1.0,109,4390.036,1.5209864,704.11444,4756.663503751462,4144.34,6210.910674095154
4999.589,5299.0903,4.126997,11072138.0,492.87,,0.04126997,10.0,1.4334711,70.84137,[-0.005  0.5   -2.369 -1.818],,0.006955494,11000,0.4189424,0.6955494,0.0020235495,,4927.5137,0.010841464,0.20235497,10.0,3839421,4927.5137,4565.9717,69.760735,100,-1.0,110,4999.589,1.0841464,515.635,4927.513979899493,4315.1914,6302.464057445526
4999.5923,6157.0415,19.903042,29715854.0,497.49,3889.1978,0.19903041,10.0,3.9577286,22.595137,[-0.014  0.521 -2.37  -1.817],,0.02281904,11100,0.4189424,2.2819042,0.00037995554,,4973.5127,0.012328799,0.037995555,10.0,3889170,1084.3146,4938.885,25.267017,100,-1.0,111,1110.3945,1.2328798,147.5745,4973.512429716432,4361.1895,6388.044742107391
4999.578,6245.3516,8.318707,49956160.0,491.19,299.82788,0.08318707,10.0,3.404723,42.089787,[-0.007  0.516 -2.391 -1.879],,0.014894234,11200,0.4189424,1.4894235,0.00017951416,,4910.4165,0.012697812,0.017951416,10.0,3938289,4610.589,5115.504,29.370966,100,-1.0,112,4699.75,1.2697812,504.21417,4910.416887925511,4298.096,6471.757741689682
4999.5786,29074.314,435.43143,36785148000.0,481.03,629.6061,4.3543143,10.0,323.7612,2.0620973,[ 0.004  0.541 -2.367 -1.856],,0.45594838,11300,0.4189424,45.594837,2.2694965e-06,,4808.786,0.06615989,0.00022694966,10.0,3986392,4179.1807,18056.602,0.30886963,100,-1.0,113,4369.9727,6.61599,763.4497,4808.786459382645,4196.4653,6556.89387845993
4999.571,5752.6978,9.553025,39054280.0,476.69,,0.09553025,10.0,1.745337,48.72516,[ 0.023  0.578 -2.349 -1.769],,0.012209205,11400,0.4189424,1.2209206,0.00321601,,4765.5205,0.011901777,0.321601,10.0,4034061,4765.5205,4943.755,57.295525,100,-1.0,114,4999.571,1.1901778,1023.9305,4765.520281315578,4153.2007,6640.93065237999
4999.5576,8305.871,59.7092,797616700.0,487.18,,0.59709203,10.0,8.918828,7.5902743,[ 1.529e-05  5.859e-01 -2.361e+00 -1.773e+00],,0.059971735,11500,0.4189424,5.9971733,0.0007342172,,4870.5527,0.017187651,0.07342172,10.0,4082779,4870.5527,6477.2188,11.212235,100,-1.0,115,4999.5576,1.7187651,732.4742,4870.55284193065,4258.234,6731.519370794296
4999.5493,21644.197,289.63943,21201385000.0,481.43,9.979702,2.8963943,10.0,143.86575,2.1902072,[-0.029  0.607 -2.366 -1.764],,0.2904014,11600,0.4189424,29.040138,1.0406226e-05,,4812.253,0.043456044,0.0010406226,10.0,4130922,4802.274,14299.816,0.69509244,100,-1.0,116,4989.57,4.3456044,715.69244,4812.252931283918,4199.9355,6810.986219882965
4999.5435,17132.44,231.3941,13370361000.0,483.83,9.98001,2.313941,10.0,101.68828,2.1959312,[ 1.335e-03  5.397e-01 -2.353e+00 -1.767e+00],,0.23055764,11700,0.4189424,23.055767,7.562442e-06,,4836.964,0.03454701,0.00075624423,10.0,4179305,4826.984,10957.803,0.98339754,100,-1.0,117,4989.5635,3.454701,768.645,4836.964002903978,4224.6475,6889.441623926163
4999.599,5273.8755,3.211983,5396732.0,494.13,,0.03211983,10.0,1.2121265,84.683464,[-0.027  0.641 -2.412 -1.923],,0.0045405356,11800,0.4189424,0.45405355,0.0028774452,,4940.1177,0.010676427,0.28774452,10.0,4228718,4940.1177,4599.728,82.49964,100,-1.0,118,4999.599,1.0676427,499.27536,4940.1174125067055,4327.7944,6973.624628305435
4999.6094,5016.596,2.1267169,4444265.5,485.19,1619.1697,0.021267168,10.0,1.1464052,88.26159,[-0.025  0.611 -2.417 -1.884],,0.003802463,11900,0.4189424,0.3802463,0.004254482,,4850.0464,0.010426679,0.42544824,10.0,4277237,3230.8762,4360.9785,87.229195,100,-1.0,119,3380.4397,1.0426679,552.1323,4850.046049887312,4237.721,7060.2198758125305
4999.4985,6053.291,4.896936,20643034.0,493.96,3519.5232,0.04896936,10.0,2.4599159,59.272106,[-0.026  0.593 -2.425 -1.882],,0.010048648,12000,0.4189424,1.0048648,0.00024591558,,4937.8525,0.01212235,0.024591558,10.0,4326633,1418.3293,5092.935,40.6518,100,-1.0,120,1479.9753,1.212235,221.15045,4937.852476186047,4325.5415,7139.867122888565
4999.643,5136.1416,4.2718954,9700772.0,489.56,319.76648,0.042718954,10.0,1.3693123,72.626396,[-0.009  0.595 -2.431 -1.91 ],,0.0064679305,12100,0.4189424,0.6467931,0.0019770262,,4894.2427,0.010535295,0.19770262,10.0,4375589,4574.4756,4419.6094,73.02936,100,-1.0,121,4679.8765,1.0535295,588.51025,4894.242542811713,4281.9136,7231.525587558746
4999.586,5195.0728,5.1569357,9568014.0,495.04,929.4558,0.051569358,10.0,1.3382335,65.83116,[-0.006  0.597 -2.446 -1.945],,0.0076072384,12200,0.4189424,0.76072377,0.002961835,,4949.4277,0.0105591165,0.2961835,10.0,4425093,4019.972,4486.7266,74.72538,100,-1.0,122,4070.1301,1.0559118,414.0368,4949.427632667558,4337.106,7307.965137243271
4999.5933,5312.645,8.973633,44148028.0,476.98,9.981139,0.08973633,10.0,1.9871668,38.892258,[-0.017  0.586 -2.446 -1.948],,0.014448926,12300,0.4189424,1.4448926,0.0018046898,,4767.8027,0.011527073,0.18046898,10.0,4472791,4757.8213,4449.4727,50.322903,100,-1.0,123,4989.6123,1.1527073,887.2471,4767.802340132067,4155.48,7401.518914937973
4999.584,5393.5845,9.129319,20503760.0,472.73,1399.7078,0.09129319,10.0,1.8724599,48.214993,[-0.032  0.595 -2.46  -1.973],,0.011739277,12400,0.4189424,1.1739279,0.00067688926,,4724.1206,0.011327407,0.06768893,10.0,4520064,3324.413,4555.697,53.40568,100,-1.0,124,3599.8762,1.1327407,614.1139,4724.120840920734,4111.8,7478.557284832001
4999.605,5050.6724,2.3155942,3937446.2,476.1,,0.02315594,10.0,1.1431931,88.86226,[-0.032  0.602 -2.465 -2.028],,0.0037397381,12500,0.4189424,0.37397385,0.003328309,,4758.0273,0.010563345,0.3328309,10.0,4567674,4758.0273,4395.974,87.47428,100,-1.0,125,4999.605,1.0563346,649.829,4758.027197520065,4145.703,7552.048621892929
4999.6333,5139.6606,3.8716125,9165626.0,476.92,19.963747,0.038716126,10.0,1.3598858,76.89914,[-0.035  0.628 -2.465 -2.048],,0.0058024353,12600,0.4189424,0.58024347,0.002183845,,4766.498,0.010586616,0.2183845,10.0,4615366,4746.534,4425.6,73.53558,100,-1.0,126,4979.6694,1.0586615,723.234,4766.49802518052,4154.17,7625.328132867813
4999.633,9142.86,37.698654,130283280.0,491.52,2429.6802,0.37698653,10.0,4.184779,17.055534,[-0.025  0.608 -2.466 -2.045],,0.040924482,12700,0.4189424,4.092448,0.00078931224,,4913.379,0.018557614,0.07893123,10.0,4664518,2483.6982,7890.2383,23.896124,100,-1.0,127,2569.9526,1.8557614,326.6093,4913.378384303464,4301.051,7715.522516489029
4999.6504,5227.583,3.0079613,10010847.0,478.01,,0.030079613,10.0,1.3773379,74.69576,[-0.032  0.69  -2.43  -2.141],,0.0064263972,12800,0.4189424,0.6426397,0.0021191812,,4777.996,0.011041271,0.21191813,10.0,4712319,4777.996,4508.9526,72.60382,100,-1.0,128,4999.6504,1.1041269,801.2734,4777.996197497567,4165.6665,7789.26971077919
4999.6646,5448.6675,7.9439383,24270248.0,483.57,9.97937,0.07943938,10.0,1.6174344,56.579807,[-0.039  0.692 -2.431 -2.114],,0.009709931,12900,0.4189424,0.97099316,0.00055882026,,4833.3096,0.011084113,0.05588203,10.0,4760676,4823.33,4669.914,61.82631,100,-1.0,129,4989.685,1.1084113,585.8673,4833.30942627791,4220.978,7871.438016176224
4999.6377,6067.1567,6.813687,21019902.0,495.11,3189.5696,0.06813686,10.0,2.508009,46.813145,[-0.032  0.732 -2.441 -2.139],,0.013019331,13000,0.4189424,1.3019332,0.0010824336,,4949.6675,0.012214354,0.10824337,10.0,4810187,1760.098,5097.4316,39.872265,100,-1.0,130,1810.0681,1.2214354,257.71283,4949.667604247266,4337.3394,7966.155378103256
4999.5815,5622.5947,6.4044676,18572898.0,493.19,3529.3447,0.06404468,10.0,2.3964217,51.861725,[-0.031  0.719 -2.445 -2.184],,0.01085498,13100,0.4189424,1.0854981,0.0006282481,,4930.135,0.011266971,0.06282481,10.0,4859506,1400.7903,4674.698,41.72888,100,-1.0,131,1470.2368,1.1266972,252.5809,4930.13498655047,4317.8135,8055.173233747482
4999.563,5145.304,3.3458436,6113453.0,486.42,,0.033458434,10.0,1.2299254,83.559044,[-0.017  0.736 -2.419 -2.172],,0.004693137,13200,0.4189424,0.4693137,0.004305089,,4862.938,0.010580259,0.43050888,10.0,4908148,4862.938,4466.2305,81.30575,100,-1.0,132,4999.563,1.0580261,761.6839,4862.938043590819,4250.6187,8138.034925699234
4999.6123,6577.122,28.162727,281080540.0,486.73,,0.28162727,10.0,3.975982,12.3951025,[-0.026  0.732 -2.415 -2.186],,0.037896134,13300,0.4189424,3.7896137,0.000446127,,4865.961,0.014254626,0.044612702,10.0,4956821,4865.961,5356.1543,25.15102,100,-1.0,133,4999.6123,1.4254625,717.8184,4865.961103468759,4253.6357,8225.340525627136
4999.6074,6033.914,8.619775,60730492.0,464.68,,0.08619775,10.0,3.1135876,40.24994,[-0.045  0.688 -2.377 -2.144],,0.015395217,13400,0.4189424,1.5395217,0.0002955453,,4642.9033,0.0126357,0.029554531,10.0,5003289,4642.9033,4953.4453,32.11729,100,-1.0,134,4999.6074,1.2635701,851.64185,4642.90301401105,4030.5789,8312.638216257095
4999.6084,6113.4575,14.328151,102282920.0,468.49,299.74167,0.1432815,10.0,3.9928498,25.714048,[-0.035  0.651 -2.376 -2.161],,0.022011818,13500,0.4189424,2.201182,0.00032427255,,4681.2227,0.012950537,0.032427255,10.0,5050138,4381.481,4889.9033,25.04477,100,-1.0,135,4699.8667,1.2950537,713.20087,4681.2223760562,4068.8977,8398.484285831451
4999.601,5190.0054,2.8185346,5745114.5,479.53,,0.028185345,10.0,1.2673839,84.97448,[-0.033  0.634 -2.363 -2.215],,0.0044991467,13600,0.4189424,0.44991466,0.0022629648,,4792.897,0.010699409,0.22629648,10.0,5098091,4792.897,4500.663,78.90269,100,-1.0,136,4999.601,1.0699409,662.4032,4792.896938578542,4180.573,8478.11367726326
4999.623,10091.986,131.53857,4311133000.0,482.74,,1.3153857,10.0,26.934475,2.3711379,[-0.024  0.624 -2.366 -2.194],,0.13067025,13700,0.4189424,13.067027,4.9385842e-05,,4825.2495,0.020364141,0.0049385843,10.0,5146365,4825.2495,6914.109,3.712714,100,-1.0,137,4999.623,2.036414,637.48816,4825.249313146207,4212.9233,8559.503227949142
4999.5913,4856.41,1.1660322,796124.94,484.48,,0.011660322,10.0,1.0061139,99.43813,[-0.009  0.558 -2.347 -2.202],,0.00075302884,13800,0.4189424,0.075302884,0.008479465,,4843.338,0.01001765,0.8479465,10.0,5194813,4843.338,4242.2188,99.39233,100,-1.0,138,4999.5913,1.0017651,796.22894,4843.337756144437,4231.0156,8626.345596075058
4999.6636,5790.842,6.4700475,38005816.0,492.48,,0.06470048,10.0,2.3457508,47.993816,[-0.009  0.559 -2.356 -2.198],,0.012210277,13900,0.4189424,1.2210277,0.00038176402,,4923.6157,0.011729802,0.038176402,10.0,5244061,4923.6157,4853.005,42.630276,100,-1.0,139,4999.6636,1.1729803,522.80457,4923.616043558383,4311.2847,8707.478330612183
4999.5967,5261.8647,7.4077606,25330574.0,485.58,,0.074077606,10.0,2.0213223,54.093174,[-0.005  0.538 -2.347 -2.228],,0.009894071,14000,0.4189424,0.9894071,0.0007819816,,4854.5723,0.010740083,0.078198165,10.0,5292619,4854.5723,4391.3057,49.47257,100,-1.0,140,4999.5967,1.0740083,755.31537,4854.5726351471685,4242.249,8791.499417543411
4999.646,9058.0,52.23767,828331200.0,495.01,,0.5223767,10.0,13.366638,9.190932,[ 0.012  0.515 -2.36  -2.222],,0.05725955,14100,0.4189424,5.7259545,7.703134e-05,,4949.2007,0.018216422,0.0077031343,10.0,5342120,4949.2007,6819.3,7.4813128,100,-1.0,141,4999.646,1.8216423,497.41348,4949.200565461445,4336.8716,8878.259249925613
