OptimizationReturnMin,OptimizationReturnMax,EpThisIter,InitialReturnMax,MaxIWNorm,StdIW,EpisodesSoFar,InitialReturnStd,MeanEntropy,ESSClassic,OptimizationReturnMean,InitialBound,MeanIW,InitialReturnMin,LearnableVariance,ReturnStepMaxmin,EpLenMean,Iteration,StdIWNorm,Bound,ReturnStepMax,VarianceInit,J_sample_variance,InitialReturnMean,MinIWNorm,ESSRenyi,MaxIW,EpRewMean,ReturnMeanIW,MeanIWNorm,TimestepsSoFar,TimeElapsed,Weights,MinIW,EmpiricalD2
,4999.603,100,4999.603,0.018951973,0.23534508,7100,1345.0375,0.4189424,94.88696,4251.7295,3639.4053,1.0138407,,,10.0,425.57,71,0.0023534507,3676.1802,10.0,-1.0,2970189.0,4251.7295,0.0055430834,95.25441,1.8951974,4251.729279659126,4303.572,0.010138406,2400390,3882.8172550201416,[-0.003  0.297 -2.372 -1.484],0.55430835,1.0498202
,4999.6104,100,4999.6104,0.8937809,8.921435,7200,1208.9834,0.4189424,3.8838558,4388.7964,3776.4717,1.7933626,,,10.0,439.23,72,0.089214355,6041.009,10.0,-1.0,2013070000.0,4388.7964,2.5724456e-05,5.4696765,89.37809,4388.796475050742,8659.197,0.017933626,2444313,3950.494406938553,[-0.004  0.303 -2.38  -1.479],0.0025724457,18.282618
,4999.5737,100,4999.5737,0.5604145,8.278033,7300,986.24884,0.4189424,7.178322,4637.1714,4024.8506,2.3020458,,,10.0,463.98,73,0.08278033,8142.8735,10.0,-1.0,1732686600.0,4637.1714,9.081687e-05,4.0575676,56.04145,4637.170954734535,11182.679,0.023020457,2490711,4019.8260431289673,[ 0.011  0.267 -2.387 -1.527],0.009081688,24.645308
,4979.517,100,4999.479,0.035575874,0.66195846,7400,848.6651,0.4189424,73.70154,4761.7896,4169.4424,1.1081637,19.961807,,10.0,478.34,74,0.0066195843,4632.0225,10.0,-1.0,11831855.0,4781.751,0.0012309357,66.84382,3.5575876,4781.7508272406485,5380.95,0.011081637,2538545,4096.512078523636,[ 0.032  0.204 -2.399 -1.468],0.12309357,1.4960246
,4999.548,100,4999.548,0.12855509,1.8297057,7500,910.72485,0.4189424,32.390392,4762.082,4149.7646,1.2664415,,,10.0,476.38,75,0.018297056,4806.3833,10.0,-1.0,84328910.0,4762.082,6.632966e-05,23.50607,12.855509,4762.081818960083,6069.334,0.012664416,2586183,4175.767111778259,[ 0.033  0.229 -2.405 -1.5  ],0.006632966,4.2542205
,4189.9863,100,4999.6113,0.05377256,1.0483214,7600,839.2979,0.4189424,56.699837,3982.9868,4180.287,1.1996113,809.62476,,10.0,479.41,76,0.010483212,4725.6504,10.0,-1.0,20306708.0,4792.612,0.0005055666,42.129078,5.3772564,4792.612048652941,5669.0396,0.011996112,2634124,4238.920328140259,[ 0.036  0.27  -2.43  -1.505],0.05055666,2.3736575
,4999.4854,100,4999.4854,1.3456285,13.753781,7700,1069.6603,0.4189424,2.756688,4685.005,4072.6948,2.3157198,,,10.0,468.68,77,0.13753779,8690.439,10.0,-1.0,4777492500.0,4685.005,1.5289517e-05,5.0504923,134.56285,4685.004596174587,11415.048,0.023157196,2680992,4309.928114414215,[ 0.051  0.298 -2.425 -1.525],0.0015289518,19.80005
,4999.491,100,4999.491,2.3161256,23.60742,7800,1337.4495,0.4189424,2.7569804,4536.2324,3923.9214,3.9749906,,,10.0,453.82,78,0.23607418,12849.652,10.0,-1.0,14083079000.0,4536.2324,3.5067112e-06,0.97030133,231.61256,4536.231957312037,19065.754,0.03974991,2726374,4380.818335771561,[ 0.026  0.251 -2.418 -1.52 ],0.00035067112,103.06077
,4999.4883,100,4999.4883,0.019701421,0.22978488,7900,1013.1087,0.4189424,95.053024,4736.287,4123.9766,1.0072433,,,10.0,473.81,79,0.0022978487,4165.461,10.0,-1.0,2471529.0,4736.287,0.0058829878,94.72974,1.9701422,4736.286998163425,4794.573,0.0100724315,2773755,4445.362108469009,[ 0.045  0.258 -2.401 -1.41 ],0.5882988,1.0556347
,3690.014,100,4999.4834,0.3116903,3.9000142,8000,621.5676,0.4189424,12.135052,3539.3784,4236.5386,1.4493697,1309.4695,,10.0,485.03,80,0.03900014,5399.5317,10.0,-1.0,200682450.0,4848.8477,0.00025393235,16.87263,31.169031,4848.8477260641885,6890.1943,0.014493698,2822258,4521.5324614048,[ 0.04   0.264 -2.41  -1.415],0.025393236,5.9267583
,3700.1353,100,4999.5356,0.046571225,0.7339134,8100,526.3474,0.4189424,70.79492,3585.4763,4272.561,1.1426592,1299.4003,,10.0,488.63,81,0.0073391343,4847.3467,10.0,-1.0,9724552.0,4884.877,0.00318937,77.82844,4.6571226,4884.87661307509,5541.4214,0.011426592,2871121,4601.570694684982,[ 0.016  0.28  -2.417 -1.382],0.318937,1.2848774
,4999.5317,100,4999.5317,0.028459018,0.6701303,8200,990.084,0.4189424,73.237366,4770.5796,4158.2646,1.1085651,,,10.0,477.23,82,0.006701302,4510.575,10.0,-1.0,12552686.0,4770.5796,0.00029942833,54.999096,2.845902,4770.579394501944,5336.2275,0.01108565,2918844,4681.435280561447,[ 0.013  0.264 -2.425 -1.344],0.029942833,1.8182117
,4209.9946,100,4999.5073,0.24193275,4.1977987,8300,783.02313,0.4189424,15.194443,4006.2837,4183.4844,1.7768544,789.5128,,10.0,479.76,83,0.041977987,5959.035,10.0,-1.0,283645380.0,4795.7964,0.000103966086,7.952477,24.193275,4795.796589168425,8130.344,0.017768543,2966820,4760.439415693283,[ 0.028  0.27  -2.428 -1.337],0.010396609,12.574698
,4989.488,100,4999.472,1.3973713,14.570698,8400,1335.2101,0.4189424,3.0275412,4325.714,3723.3904,2.574549,9.984236,,10.0,433.93,84,0.14570697,9626.237,10.0,-1.0,5344404000.0,4335.698,0.00024080538,4.378183,139.73714,4335.698272205708,12552.564,0.025745487,3010213,4828.253571510315,[ 0.051  0.241 -2.413 -1.245],0.02408054,22.840527
,4669.778,100,4999.598,0.033636868,0.62546945,8500,915.8702,0.4189424,74.23047,4330.1987,4047.6963,1.0615584,329.8204,,10.0,466.25,85,0.0062546944,4311.8833,10.0,-1.0,9103326.0,4660.019,0.0020280322,74.44599,3.363687,4660.019184429898,5021.559,0.010615583,3056838,4902.289478778839,[ 0.014  0.233 -2.413 -1.204],0.20280322,1.3432556
,4979.5723,100,4999.538,0.01794782,0.38173226,8600,1211.6986,0.4189424,88.09249,4450.8154,3858.4653,1.0382879,19.96567,,10.0,447.39,86,0.0038173224,3999.1555,10.0,-1.0,5026664.5,4470.7817,0.0012741952,81.78268,1.7947819,4470.781556189221,4676.243,0.010382878,3101577,4967.186539411545,[ 0.019  0.245 -2.415 -1.238],0.12741952,1.2227528
,4999.434,100,4999.434,49.674698,494.25766,8700,1080.0878,0.4189424,1.0693246,4689.0723,4076.769,51.385754,,,10.0,469.09,87,4.942577,174829.12,10.0,-1.0,5848875000000.0,4689.0723,1.008363e-08,0.0066418652,4967.4697,4689.072436177036,249960.53,0.5138575,3148486,5034.706613063812,[ 0.029  0.251 -2.442 -1.24 ],1.008363e-06,15056.012
,4989.351,100,4999.333,0.025350675,0.5048848,8800,1511.7338,0.4189424,80.617645,4042.86,3440.5513,1.0296842,9.981798,,10.0,405.74,88,0.0050488478,3764.3162,10.0,-1.0,9253471.0,4052.8418,0.0021868339,81.98393,2.5350676,4052.842080416622,4440.5444,0.010296842,3189060,5099.638818740845,[ 0.07   0.223 -2.418 -1.114],0.21868339,1.2197512
,4979.5474,100,4999.513,0.10742411,1.8843275,8900,1462.4032,0.4189424,35.267757,4156.6724,3564.325,1.3908652,19.965578,,10.0,418.06,89,0.018843275,4577.5947,10.0,-1.0,83867510.0,4176.638,1.1281172e-05,23.441326,10.742412,4176.6381020095405,5842.2793,0.013908651,3230866,5153.084688663483,[ 0.068  0.234 -2.458 -1.146],0.0011281172,4.26597
,4999.236,100,4999.236,0.09081806,1.3303003,9000,1511.3187,0.4189424,39.98938,4200.687,3588.4082,1.0859452,,,10.0,420.45,90,0.013303002,3834.0107,10.0,-1.0,46894868.0,4200.687,0.0012405243,48.02323,9.081806,4200.687288469221,4717.5454,0.010859451,3272911,5205.873779773712,[ 0.063  0.276 -2.453 -1.151],0.124052435,2.0823255
,4979.4043,100,4999.3716,1.0393189,10.981528,9100,1337.2804,0.4189424,4.5274563,4455.938,3863.6104,2.3913915,19.96724,,10.0,447.85,91,0.10981528,9136.212,10.0,-1.0,3025291300.0,4475.9053,3.4086337e-05,6.1566234,103.9319,4475.905353975756,11603.897,0.023913918,3317696,5275.932931900024,[ 0.054  0.24  -2.458 -1.121],0.0034086339,16.24267
,4989.419,100,4999.3994,0.1014361,1.6505421,9200,1046.5723,0.4189424,36.0966,4691.7837,4089.4653,1.2405028,9.980429,,10.0,470.37,92,0.01650542,4790.0415,10.0,-1.0,70078530.0,4701.764,0.00017494672,29.736273,10.14361,4701.764310267143,5912.8877,0.012405029,3364733,5352.4495306015015,[ 0.024  0.285 -2.45  -1.203],0.017494673,3.3628962
,4699.7373,100,4999.4824,0.49351263,5.1859217,9300,1001.2701,0.4189424,9.203534,4408.1543,4095.5903,1.6510826,299.7453,,10.0,470.98,93,0.05185921,6542.6406,10.0,-1.0,602133400.0,4707.9,0.0006486168,16.088274,49.351265,4707.899524313906,8069.208,0.016510826,3411831,5424.855954647064,[ 0.038  0.274 -2.453 -1.244],0.064861685,6.215707
,4969.532,100,4999.4795,0.16440684,2.5922136,9400,1185.2262,0.4189424,24.187897,4472.7397,3890.3784,1.4642007,29.947477,,10.0,450.54,94,0.025922138,4810.6753,10.0,-1.0,97385740.0,4502.687,0.00085445686,26.717146,16.440683,4502.686912553679,5995.285,0.014642008,3456885,5488.528943777084,[ 0.01   0.3   -2.46  -1.247],0.08544569,3.7429147
,4659.7344,100,4999.4463,0.035862684,0.6400771,9500,1136.9592,0.4189424,72.86558,4010.2312,3737.6382,1.0488976,339.7119,,10.0,435.46,95,0.0064007705,4009.393,10.0,-1.0,10807518.0,4349.9434,0.0032797046,77.94949,3.5862684,4349.9430794484,4702.916,0.010488976,3500431,5556.338304758072,[-0.004  0.275 -2.467 -1.257],0.32797047,1.282882
,4999.566,100,4999.566,0.23447555,2.9695039,9600,1513.5369,0.4189424,17.388157,4012.1074,3399.7886,1.3623526,,,10.0,401.69,96,0.029695038,4205.619,10.0,-1.0,195951790.0,4012.1074,0.0002561799,20.06281,23.447556,4012.1078366491965,5572.6616,0.0136235235,3540600,5621.643815994263,[ 2.287e-03  2.551e-01 -2.465e+00 -1.229e+00],0.02561799,4.9843464
,4469.875,100,4999.5723,0.090961225,1.3593929,9700,893.73254,0.4189424,41.726166,4186.1914,4103.5684,1.1503034,529.69727,,10.0,471.79,97,0.013593928,4527.413,10.0,-1.0,37198530.0,4715.8887,0.0001447608,39.835396,9.096123,4715.8891297987775,5497.574,0.011503032,3587779,5699.771738052368,[ 0.018  0.219 -2.464 -1.237],0.01447608,2.5103302
,4999.413,100,4999.413,0.19459207,3.3726869,9800,1047.618,0.4189424,22.25754,4643.2134,4030.9128,1.804619,,,10.0,464.55,98,0.03372687,6584.5747,10.0,-1.0,272499650.0,4643.2134,1.6466727e-05,9.752098,19.459208,4643.213491443473,8545.295,0.01804619,3634234,5768.52570772171,[ 0.035  0.221 -2.458 -1.221],0.0016466728,10.254204
,4309.8765,100,4999.4785,0.11233892,1.8240558,9900,862.566,0.4189424,29.797716,4072.2256,4149.5186,1.1883764,689.602,,10.0,476.37,99,0.018240558,4644.42,10.0,-1.0,62937260.0,4761.8276,0.0006501808,28.388802,11.233892,4761.827511194507,5793.623,0.0118837645,3681871,5841.5989599227905,[ 0.034  0.264 -2.459 -1.2  ],0.06501808,3.5225158
,3829.9492,100,4999.507,0.07187812,1.194499,10000,909.6446,0.4189424,47.607437,3534.349,4091.5947,1.1386453,1169.5577,,10.0,470.58,100,0.011944991,4500.7295,10.0,-1.0,23619516.0,4703.907,0.00036936416,40.284565,7.1878123,4703.906814755614,5465.4546,0.011386453,3728929,5909.293724298477,[ 0.028  0.239 -2.453 -1.226],0.036936417,2.4823403
,4969.5166,100,4999.471,1.1565386,11.47709,10100,901.81635,0.4189424,2.5787604,4736.795,4154.4414,1.8672843,29.954609,,10.0,476.85,101,0.1147709,7008.131,10.0,-1.0,3287568100.0,4766.749,0.00039045422,7.843695,115.65386,4766.749066696069,9194.429,0.018672843,3776614,5981.777059078217,[ 0.031  0.278 -2.466 -1.246],0.039045423,12.749093
,4729.673,100,4999.5654,0.05701787,1.0061204,10200,1039.3109,0.4189424,54.728725,4270.0215,3927.5942,1.1062323,269.8924,,10.0,454.29,102,0.0100612035,4339.1504,10.0,-1.0,23779896.0,4539.914,0.00074863224,51.394135,5.701787,4539.914182991811,5193.275,0.011062323,3822043,6057.141991376877,[-2.441e-04  3.019e-01 -2.471e+00 -1.281e+00],0.074863225,1.9457474
,4999.55,100,4999.55,1.5103172,19.293417,10300,787.76306,0.4189424,3.3109913,4813.943,4201.625,3.5702581,,,10.0,481.56,103,0.19293417,11788.278,10.0,-1.0,9399687000.0,4813.943,6.767967e-06,1.0597365,151.03172,4813.942474292626,17736.37,0.035702575,3870199,6134.485482931137,[ 0.006  0.335 -2.472 -1.291],0.0006767967,94.36308
,3200.0933,100,4999.479,0.15605222,1.9397436,10400,538.9977,0.4189424,26.96017,3064.975,4252.0522,1.1784896,1799.3859,,10.0,486.6,104,0.019397438,4553.163,10.0,-1.0,26695326.0,4864.361,0.001452602,43.608543,15.605222,4864.360757172658,5480.3867,0.011784895,3918859,6202.019215583801,[ 0.019  0.276 -2.468 -1.328],0.1452602,2.2931287
,4469.774,100,4999.5283,0.025602957,0.57434875,10500,958.43915,0.4189424,77.672485,4044.7805,3962.22,1.0712457,529.7543,,10.0,457.76,105,0.005743487,4278.435,10.0,-1.0,7122164.5,4574.5347,0.0024699098,72.448074,2.5602958,4574.534930639749,4997.82,0.010712457,3964635,6278.786149740219,[ 1.038e-03  2.800e-01 -2.472e+00 -1.317e+00],0.246991,1.380299
,4659.711,100,4999.498,0.17338559,2.1266053,10600,1079.7069,0.4189424,26.797083,4198.644,3926.1206,1.2866678,339.787,,10.0,454.11,106,0.021266052,4794.707,10.0,-1.0,100214890.0,4538.431,0.00017033998,24.85982,17.33856,4538.431305015289,6022.777,0.012866676,4010046,6337.04664516449,[ 0.007  0.295 -2.476 -1.315],0.017033998,4.0225554
,4390.0586,100,4999.535,0.030699752,0.39031214,10700,778.12665,0.4189424,87.579,4139.7817,4136.943,1.0364152,609.4767,,10.0,475.16,107,0.003903121,4309.803,10.0,-1.0,4030288.5,4749.2583,0.0032385485,86.65319,3.0699754,4749.258222230993,4967.587,0.0103641525,4057562,6405.061221837997,[ 1.316e-03  3.273e-01 -2.477e+00 -1.289e+00],0.32385486,1.1540256
,3729.688,100,4999.524,0.08909682,1.3333708,10800,760.53125,0.4189424,45.037037,3532.5405,4190.0625,1.2069818,1269.8358,,10.0,480.39,108,0.013333708,5041.248,10.0,-1.0,28019958.0,4802.3765,0.0012739941,46.944214,8.909682,4802.376343861998,5934.9307,0.012069818,4105601,6484.788198232651,[ 0.008  0.313 -2.481 -1.277],0.12739941,2.130188
,4959.594,100,4999.525,0.6129582,6.2160106,10900,851.23413,0.4189424,6.211151,4741.733,4169.349,1.5996395,39.930862,,10.0,478.35,109,0.062160105,6300.033,10.0,-1.0,947689100.0,4781.664,0.0005794769,19.081182,61.295822,4781.66381183531,7701.787,0.015996395,4153436,6572.1906042099,[ 0.015  0.323 -2.497 -1.333],0.057947688,5.2407656
,4989.5337,100,4999.514,0.019429555,0.37697533,11000,946.92755,0.4189424,87.99452,4581.144,3978.8115,1.0205895,9.980477,,10.0,459.43,110,0.0037697533,4156.851,10.0,-1.0,4930922.5,4591.1245,0.00397493,83.57243,1.9429556,4591.124568284135,4826.646,0.010205895,4199379,6651.309043645859,[-0.006  0.332 -2.493 -1.375],0.397493,1.1965668
,4989.522,100,4999.502,0.040796082,0.6444629,11100,1209.3964,0.4189424,73.381584,4518.675,3916.3428,1.070041,9.979956,,10.0,453.13,111,0.006444629,4060.4307,10.0,-1.0,9757763.0,4528.655,0.0026139978,75.07902,4.0796084,4528.654480481568,4767.0947,0.010700408,4244692,6724.720554113388,[-3.371e-04  3.440e-01 -2.487e+00 -1.382e+00],0.26139978,1.33193
,4989.627,100,4999.606,0.039296795,0.56445026,11200,1035.6633,0.4189424,77.132034,4546.398,3944.0522,1.0366435,9.979083,,10.0,455.96,112,0.0056445026,4105.9165,10.0,-1.0,9268580.0,4556.377,0.0015909907,74.298645,3.9296796,4556.376827073511,4816.297,0.010366435,4290288,6797.513077497482,[-0.004  0.336 -2.49  -1.402],0.15909907,1.3459196
,4999.5317,100,4999.5317,0.04312312,0.62474936,11300,881.66223,0.4189424,74.21289,4699.3477,4087.033,1.0598495,,,10.0,470.18,113,0.0062474934,4255.9824,10.0,-1.0,9909463.0,4699.3477,0.001699189,76.08349,4.312312,4699.347958716066,4957.9707,0.010598495,4337306,6878.17409157753,[-0.004  0.364 -2.499 -1.416],0.1699189,1.3143456
,4989.5825,100,4999.5625,0.06702487,0.9442158,11400,772.133,0.4189424,58.68097,4723.8823,4121.5435,1.1252391,9.980016,,10.0,473.62,114,0.009442157,4583.9434,10.0,-1.0,21369506.0,4733.8623,0.00135618,54.769966,6.702487,4733.862462489985,5411.3257,0.011252391,4384668,6956.827813863754,[-0.007  0.365 -2.506 -1.447],0.135618,1.8258182
,4379.7637,100,4999.5,0.027824333,0.52774733,11500,659.6911,0.4189424,81.544235,4222.064,4229.4893,1.1093192,619.7366,,10.0,484.34,115,0.0052774735,4706.44,10.0,-1.0,6234555.0,4841.8003,0.0013362238,65.21111,2.7824333,4841.800373040259,5464.688,0.011093192,4433102,7037.82436132431,[-0.003  0.39  -2.508 -1.437],0.13362238,1.5334809
,4589.737,100,4999.5537,0.46729952,6.8239875,11600,771.5528,0.4189424,8.023044,4392.4927,4189.991,2.0154324,409.81702,,10.0,480.38,116,0.06823987,6970.849,10.0,-1.0,990818000.0,4802.3096,2.1244132e-05,4.4288826,46.729954,4802.30925126948,9880.426,0.020154323,4481140,7110.715473413467,[ 0.01   0.388 -2.51  -1.423],0.0021244131,22.579058
,4979.521,100,4999.489,0.5909529,6.249966,11700,895.9737,0.4189424,8.59289,4741.813,4149.471,1.9162726,19.967537,,10.0,476.35,117,0.062499665,6635.8223,10.0,-1.0,980591800.0,4761.781,6.6933617e-06,5.020098,59.095287,4761.7809901079545,9368.668,0.019162726,4528775,7180.49750995636,[ 0.021  0.405 -2.514 -1.344],0.0006693362,19.91993
,4989.543,100,4999.523,5.8368187,58.084194,11800,999.6363,0.4189424,1.2803516,4707.2876,4104.9536,6.6148624,9.980114,,10.0,471.91,118,0.58084196,22087.334,10.0,-1.0,84847430000.0,4717.2676,2.3619789e-06,0.3252773,583.6819,4717.267507897439,32823.453,0.066148624,4575966,7255.926681518555,[ 0.045  0.398 -2.503 -1.421],0.0002361979,307.43
,4739.72,100,4999.5635,0.915582,11.640148,11900,622.28516,0.4189424,4.6671486,4594.794,4242.319,2.5755088,259.84305,,10.0,485.65,119,0.116401486,8296.287,10.0,-1.0,3074886700.0,4854.6377,2.8711554e-05,1.864558,91.558205,4854.637603439947,12780.536,0.025755083,4624531,7328.133289337158,[-0.005  0.428 -2.51  -1.376],0.0028711555,53.632015
,4969.513,100,4999.4575,0.01716705,0.27801022,12000,1129.4542,0.4189424,93.359985,4597.639,4015.2769,1.0424515,29.944218,,10.0,462.96,120,0.0027801022,4166.875,10.0,-1.0,3199263.2,4627.5835,0.00065331266,86.381744,1.7167051,4627.583425588266,4825.6807,0.010424513,4670827,7399.643648147583,[ 0.008  0.489 -2.499 -1.356],0.065331265,1.157652
,4999.449,100,4999.449,0.06426279,1.3712137,12100,1130.1218,0.4189424,43.59844,4622.485,4010.1794,1.2055773,,,10.0,462.48,121,0.013712137,4580.7793,10.0,-1.0,47731270.0,4622.485,0.0005623471,36.70127,6.4262795,4622.484689661157,5591.4907,0.012055771,4717075,7454.085495233536,[ 0.018  0.499 -2.528 -1.358],0.056234714,2.7247012
,4989.4653,100,4999.449,0.8888257,8.8277645,12200,1209.3591,0.4189424,3.7124426,4505.627,3903.306,1.7333869,9.983829,,10.0,451.85,122,0.08827763,5681.7324,10.0,-1.0,1962918700.0,4515.611,5.0256065e-05,5.412,88.882576,4515.610960966501,8313.751,0.017333867,4762260,7504.6922743320465,[ 0.028  0.485 -2.583 -1.29 ],0.0050256066,18.477457
,4989.5513,100,4999.5312,1.5189544,16.900068,12300,1120.8063,0.4189424,3.842451,4603.7314,4001.396,3.3783212,9.979771,,10.0,461.59,123,0.16900069,10519.446,10.0,-1.0,7159484400.0,4613.711,1.10251685e-05,1.2263855,151.89545,4613.71105411216,16048.635,0.033783212,4808419,7557.43755364418,[ 0.068  0.412 -2.644 -1.261],0.0011025169,81.54043
,4979.2773,100,4999.241,0.07585942,1.1715289,12400,1522.1586,0.4189424,49.53795,4119.875,3527.5593,1.160752,19.964088,,10.0,414.36,124,0.011715287,3896.1528,10.0,-1.0,34424484.0,4139.8394,0.0007299569,52.747875,7.5859423,4139.839021131037,4739.191,0.01160752,4849855,7609.016659021378,[ 0.098  0.431 -2.697 -1.172],0.07299569,1.895811
,4989.3647,100,4999.345,0.089427195,1.3832754,12500,1497.2454,0.4189424,43.652374,4092.378,3490.0657,1.2175163,9.980475,,10.0,410.65,125,0.013832754,3951.9243,10.0,-1.0,45122664.0,4102.358,0.00020947689,40.64604,8.942719,4102.358196382728,4912.319,0.012175163,4890920,7657.600273609161,[ 0.114  0.412 -2.736 -1.111],0.02094769,2.4602642
,4809.4287,100,4999.3174,0.056431666,1.0379335,12600,1574.9924,0.4189424,53.943108,3880.8752,3458.4753,1.1232855,189.88892,,10.0,407.53,126,0.010379334,4014.7214,10.0,-1.0,28243182.0,4070.7642,0.0013081792,47.79601,5.6431665,4070.7640474613727,4900.368,0.011232856,4931673,7707.875424146652,[ 0.117  0.445 -2.788 -1.102],0.13081792,2.0922248
,4739.4204,100,4999.337,0.37004292,4.2138534,12700,1316.6184,0.4189424,14.258194,4025.1628,3672.7878,1.7183647,259.91635,,10.0,428.88,127,0.042138528,5555.8013,10.0,-1.0,300560220.0,4285.079,0.00022993467,19.416258,37.00429,4285.079020162429,6945.355,0.017183647,4974561,7762.919129371643,[ 0.103  0.431 -2.804 -1.129],0.022993468,5.150323
,4989.389,100,4999.373,0.016334023,0.20734178,12800,1512.8867,0.4189424,95.79184,4092.7324,3490.4211,0.9892466,9.983999,,10.0,410.7,128,0.0020734177,3585.2603,10.0,-1.0,3875865.5,4102.7163,0.006831957,95.163055,1.6334023,4102.716796525381,4212.924,0.0098924665,5015631,7814.889513731003,[ 0.135  0.365 -2.849 -1.02 ],0.6831957,1.050828
,4809.416,100,4999.3022,0.04225286,0.8412146,12900,1404.9929,0.4189424,63.21298,4107.8184,3685.417,1.1027131,189.8861,,10.0,430.13,129,0.008412146,4178.886,10.0,-1.0,18951196.0,4297.7046,0.0015458092,59.094944,4.225286,4297.7042537360985,4975.3755,0.01102713,5058644,7883.143224000931,[ 0.128  0.363 -2.872 -1.023],0.15458092,1.6921922
,4829.4395,100,4999.3774,0.020742279,0.30717883,13000,1196.0599,0.4189424,91.70959,4329.196,3886.8372,1.0216703,169.93813,,10.0,450.19,130,0.003071788,4028.5767,10.0,-1.0,3921155.2,4499.134,0.0049027894,90.97747,2.0742278,4499.13348896209,4670.517,0.010216704,5103663,7954.698322296143,[ 0.095  0.379 -2.884 -1.024],0.49027893,1.0991732
,4979.3687,100,4999.333,0.022283172,0.26901355,13100,1557.8491,0.4189424,93.700165,4141.4507,3549.1243,1.0374798,19.96458,,10.0,416.49,131,0.0026901355,3685.6965,10.0,-1.0,4277665.0,4161.415,0.0034023505,93.23195,2.2283173,4161.415031539862,4319.8223,0.0103747975,5145312,8020.356972455978,[ 0.092  0.361 -2.898 -1.01 ],0.34023505,1.0725937
,4989.3677,100,4999.3516,1.5965477,16.077923,13200,1205.6812,0.4189424,2.5963736,4517.2485,3914.9395,2.6249795,9.983841,,10.0,453.02,132,0.16077922,7548.7627,10.0,-1.0,6506160000.0,4527.232,1.7451221e-06,1.456037,159.65477,4527.232333116989,12623.027,0.026249792,5190614,8093.165999889374,[ 0.105  0.351 -2.947 -0.995],0.00017451221,68.67957
,4979.376,100,4999.34,0.21147954,2.8865762,13300,1623.274,0.4189424,19.580557,4113.5117,3521.184,1.4243443,19.963875,,10.0,413.71,133,0.028865762,4955.0796,10.0,-1.0,212853980.0,4133.476,6.33101e-05,13.480133,21.147955,4133.475774446559,6622.754,0.014243443,5231985,8149.860868215561,[ 0.16   0.333 -2.94  -1.061],0.0063310103,7.4183245
,4749.597,100,4999.443,0.07744886,1.3292882,13400,1042.8762,0.4189424,49.098797,4383.4414,4020.983,1.3055413,249.84584,,10.0,463.54,134,0.013292883,5087.158,10.0,-1.0,39520384.0,4633.2876,0.00018105465,38.62643,7.7448864,4633.2874115509985,6072.3594,0.013055411,5278339,8207.927671909332,[ 0.139  0.34  -2.969 -1.141],0.018105466,2.5889008
,4289.643,100,4999.4307,0.07585282,1.107162,13500,844.5466,0.4189424,51.25016,4022.3826,4119.8667,1.1351995,709.7878,,10.0,473.42,135,0.01107162,4706.8545,10.0,-1.0,24320298.0,4732.17,0.0016620373,52.850155,7.5852823,4732.170001180584,5549.1084,0.011351995,5325681,8273.737363815308,[ 0.152  0.395 -2.99  -1.186],0.16620374,1.892142
,4469.787,100,4999.488,0.7715553,10.6337,13600,445.45648,0.4189424,5.297264,4421.6016,4338.9927,2.5149477,529.7009,,10.0,495.24,136,0.106337,8383.297,10.0,-1.0,2148038700.0,4951.3027,2.3529758e-05,2.4970272,77.15553,4951.30253300664,12258.1875,0.025149476,5375205,8352.905729532242,[ 0.11   0.406 -2.992 -1.198],0.0023529758,40.047623
,4989.434,100,4999.4146,0.09900362,1.5253297,13700,1110.3368,0.4189424,41.709694,4614.403,4012.0825,1.2902805,9.980638,,10.0,462.65,137,0.015253297,4747.124,10.0,-1.0,56699724.0,4624.384,6.75585e-05,32.635567,9.900362,4624.383372875605,5818.9375,0.012902806,5421470,8422.518290042877,[ 0.118  0.452 -3.    -1.15 ],0.0067558503,3.0641415
,4979.431,100,4999.3916,0.14815052,2.2606604,13800,1409.2101,0.4189424,26.340837,4405.026,3812.6885,1.3518757,19.960485,,10.0,442.78,138,0.022606602,5055.9385,10.0,-1.0,130615480.0,4424.987,0.0004982114,27.241766,14.815052,4424.986595848863,6229.066,0.013518755,5465748,8490.681115865707,[ 0.167  0.422 -2.996 -1.148],0.049821146,3.670834
,4809.4424,100,4999.3296,0.47898367,5.2826185,13900,1187.751,0.4189424,8.760779,4332.051,3909.6472,1.636929,189.88705,,10.0,452.46,139,0.052826177,5500.34,10.0,-1.0,651426560.0,4521.9375,9.0896814e-05,8.410315,47.89837,4521.9375788932875,7611.6465,0.016369289,5510994,8549.329733371735,[ 0.153  0.348 -3.002 -1.064],0.009089681,11.8901615
,4989.374,100,4999.3555,0.029785356,0.55989957,14000,1091.1533,0.4189424,79.04244,4613.78,4011.4673,1.0873516,9.981344,,10.0,462.62,140,0.005598996,4250.1333,10.0,-1.0,8594504.0,4623.7607,0.002764045,74.1728,2.9785357,4623.7611252710185,4961.0806,0.010873514,5557256,8618.74895310402,[ 0.102  0.381 -2.989 -1.036],0.2764045,1.3482032
