MaxIWNorm,EpThisIter,VarianceInit,Weights,InitialReturnStd,InitialReturnMean,ESSRenyi,StdIW,TimestepsSoFar,MinIWNorm,MaxIW,LearnableVariance,InitialReturnMin,OptimizationReturnMax,ReturnStepMaxmin,EpRewMean,OptimizationReturnMean,EpisodesSoFar,MinIW,ReturnMeanIW,EmpiricalD2,ReturnStepMax,TimeElapsed,Bound,MeanEntropy,OptimizationReturnMin,InitialReturnMax,EpLenMean,ESSClassic,MeanIWNorm,MeanIW,Iteration,InitialBound,StdIWNorm,J_sample_variance
0.035914596,100,-1.0,[-0.291  0.331 -0.639 -1.067],256.6867,522.99054,72.73445,0.6424847,41614,0.0015914192,3.5914598,,9.983096,1339.8625,10.0,522.9905290769235,513.00745,1100,0.15914193,591.4872,1.3748643,10.0,72.06494760513306,397.63992,0.4189424,,1349.8457,53.32,74.80634,0.011070994,1.1070994,11,357.66888,0.0064248475,245984.3
0.08027666,100,-1.0,[-0.318  0.325 -0.66  -1.075],256.5493,575.4772,48.095974,1.1771531,47471,0.0007338536,8.027666,,19.966383,1569.7416,10.0,575.477151245654,555.5108,1200,0.073385365,759.66736,2.0791762,10.0,82.47264957427979,478.92456,0.4189424,,1589.708,58.57,48.23654,0.01136343,1.136343,12,380.7785,0.01177153,1164037.6
0.070246264,100,-1.0,[-0.381  0.401 -0.765 -1.222],275.88293,607.1741,80.582726,0.7665304,53645,0.004414545,7.0246267,,9.98019,1229.5365,10.0,607.1740948128538,597.194,1300,0.4414545,664.6737,1.2409607,10.0,94.28678679466248,495.56067,0.4189424,,1239.5167,61.74,67.85752,0.011137521,1.1137521,13,455.36496,0.007665303,282353.06
0.017540796,100,-1.0,[-0.34   0.379 -0.774 -1.171],274.8223,608.5655,93.49272,0.2577577,59833,0.004257669,1.7540796,,9.984698,1489.4591,10.0,608.5654585888733,598.5808,1400,0.42576692,638.88684,1.069602,10.0,106.18226671218872,448.95975,0.4189424,,1499.4438,61.88,93.838936,0.010059468,1.005947,14,424.9218,0.002577577,142753.56
0.018961703,100,-1.0,[-0.347  0.398 -0.794 -1.208],224.54817,606.9749,91.6171,0.2860708,66005,0.004115516,1.8961704,,9.983436,1289.8038,10.0,606.9749014642155,596.9914,1500,0.4115516,631.5232,1.0914992,10.0,118.18309998512268,465.2089,0.4189424,,1299.7872,61.72,93.16732,0.010563552,1.0563552,15,447.78412,0.0028607077,68244.08
0.11949723,100,-1.0,[-0.358  0.393 -0.808 -1.223],255.5385,666.1587,43.00118,1.5257783,72769,0.00086372724,11.949723,,19.970276,1389.6648,10.0,666.1586679228932,646.1884,1600,0.086372726,861.7817,2.3255177,10.0,130.65819001197815,598.5051,0.4189424,,1409.635,67.64,36.98508,0.011689153,1.1689153,16,493.51428,0.015257783,1388559.5
0.040374197,100,-1.0,[-0.432  0.485 -0.86  -1.253],335.58984,680.02454,83.055664,0.507191,79672,0.002376759,4.03742,,9.983067,2059.5496,10.0,680.0244787760021,670.0414,1700,0.23767589,728.48114,1.2040118,10.0,143.42025685310364,450.36044,0.4189424,,2069.5327,69.03,80.05741,0.010162058,1.0162058,17,426.55957,0.00507191,423795.62
0.53291833,100,-1.0,[-0.433  0.512 -0.871 -1.295],361.2216,739.5365,15.822072,5.5641203,87170,3.0079009e-05,53.291832,,19.968124,2729.1213,10.0,739.5365118644636,719.56836,1800,0.003007901,1482.5734,6.320285,10.0,154.28506112098694,636.1204,0.4189424,,2749.0894,74.98,7.1197505,0.015405195,1.5405196,18,402.8431,0.055641208,37047670.0
0.043842163,100,-1.0,[-0.401  0.551 -0.914 -1.312],342.83112,731.40625,78.89623,0.61811036,94587,0.0018209486,4.3842163,,9.98439,1879.2777,10.0,731.4062325764257,721.4219,1900,0.18209486,782.5915,1.2674876,10.0,165.03122663497925,522.09033,0.4189424,,1889.2621,74.17,72.393005,0.010009322,1.0009322,19,500.01984,0.006181103,871331.1
0.04593541,100,-1.0,[-0.396  0.573 -0.933 -1.356],342.82123,862.99115,74.023834,0.76699305,103320,0.0023947898,4.593541,,19.963547,1799.5167,10.0,862.9910946033034,843.0275,2000,0.23947899,955.56116,1.3509163,10.0,177.63783717155457,696.55676,0.4189424,,1819.4802,87.33,65.57649,0.010586146,1.0586147,20,640.1512,0.0076699303,977108.75
0.024587838,100,-1.0,[-0.409  0.604 -0.98  -1.334],321.68512,814.0725,86.71845,0.39430818,111564,0.0030177813,2.4587839,,19.965767,1769.3995,10.0,814.07249055951,794.1068,2100,0.30177814,877.1531,1.1531571,10.0,190.18825888633728,641.8168,0.4189424,,1789.3654,82.44,87.3516,0.010362232,1.0362232,21,594.9209,0.003943082,308911.44
0.0439585,100,-1.0,[-0.409  0.616 -0.999 -1.385],322.58218,837.3894,64.37158,0.7746839,120041,0.0010289621,4.39585,,19.962902,1779.2817,10.0,837.3893540507967,817.4265,2200,0.102896206,998.47473,1.5534806,10.0,201.83699250221252,723.819,0.4189424,,1799.2446,84.77,67.44978,0.011151613,1.1151615,22,617.0278,0.0077468385,965891.6
0.97983474,100,-1.0,[-0.382  0.596 -1.01  -1.426],391.2887,912.4153,13.426046,10.602957,129268,0.00032126374,97.983475,,9.981071,1939.5948,10.0,912.415350520946,902.4343,2300,0.032126375,1982.7015,7.4482093,10.0,213.52989101409912,1331.0555,0.4189424,,1949.5759,92.27,4.691264,0.023523698,2.3523698,23,673.64197,0.10602958,74734220.0
0.07140023,100,-1.0,[-0.282  0.499 -1.06  -1.343],410.0146,921.8717,53.633316,1.126025,138590,0.0009228319,7.140023,,9.980183,2479.4255,10.0,921.8718103397503,911.89154,2400,0.09228319,1289.3923,1.8645127,10.0,226.7887372970581,873.07544,0.4189424,,2489.4058,93.22,53.62094,0.012107492,1.2107493,24,616.98315,0.011260249,4246205.0
0.023874797,100,-1.0,[-0.278  0.519 -1.111 -1.444],446.70932,1057.8652,88.52995,0.35369372,149272,0.0031537425,2.3874798,,9.981558,2859.3616,10.0,1057.8652568610125,1047.8838,2500,0.31537426,1120.5698,1.1295612,10.0,241.63186264038086,747.0764,0.4189424,,2869.343,106.82,90.03048,0.01062881,1.0628811,25,706.4439,0.003536937,379872.84
0.018843334,100,-1.0,[-0.293  0.522 -1.128 -1.44 ],438.91638,1043.4854,93.87729,0.25781012,159810,0.004430525,1.8843334,,19.96825,2399.6592,10.0,1043.4852321686487,1023.51697,2600,0.4430525,1069.7994,1.0652204,10.0,254.44327306747437,763.9457,0.4189424,,2419.6274,105.38,93.818634,0.010043889,1.0043889,26,747.1426,0.0025781014,362789.4
0.22625102,100,-1.0,[-0.295  0.538 -1.158 -1.465],441.25827,1029.761,17.203234,3.7374032,170211,4.0045128e-05,22.625103,,29.956463,2219.5723,10.0,1029.7610618459287,999.8046,2700,0.004004513,2185.8174,5.8128605,10.0,265.73783254623413,1521.5665,0.4189424,,2249.5288,104.01,20.173313,0.018788172,1.8788173,27,754.2512,0.03737403,28931154.0
1.3352146,100,-1.0,[-0.314  0.53  -1.18  -1.584],376.71902,975.6044,4.5404058,13.259614,180070,8.2517974e-05,133.52147,,,2079.3923,10.0,975.6043774690646,975.6044,2800,0.008251797,3114.0913,22.024464,10.0,276.7034990787506,1918.9073,0.4189424,,2079.3923,98.59,2.5174382,0.0213082,2.1308203,28,720.9319,0.13259612,556179100.0
0.040707506,100,-1.0,[-0.248  0.522 -1.18  -1.589],565.8925,1227.5671,77.64787,0.5667053,192449,0.0018728017,4.0707507,,,3309.149,10.0,1227.5671050360172,1227.5671,2900,0.18728018,1374.6971,1.2878653,10.0,290.1199667453766,914.76135,0.4189424,,3309.149,123.79,76.94191,0.010352068,1.0352068,29,822.28064,0.005667053,2130552.8
0.051964425,100,-1.0,[-0.266  0.556 -1.197 -1.586],552.2508,1232.4354,69.63995,0.7858592,204877,0.0015141066,5.1964426,,49.92441,3699.293,10.0,1232.435431841293,1182.511,3000,0.15141067,1496.6333,1.4359573,10.0,304.60237097740173,946.38715,0.4189424,,3749.2173,124.28,69.40118,0.011835208,1.1835208,30,773.25183,0.007858592,1528705.8
0.0292796,100,-1.0,[-0.251  0.567 -1.217 -1.613],550.18445,1224.1396,77.507935,0.51869106,217222,0.0024651485,2.9279602,,9.980254,3479.16,10.0,1224.1396155732616,1214.1594,3100,0.24651486,1378.7186,1.2901905,10.0,323.49732875823975,893.3284,0.4189424,,3489.1401,123.45,81.17942,0.010772464,1.0772464,31,796.80896,0.0051869107,1205132.2
0.019622797,100,-1.0,[-0.237  0.575 -1.225 -1.62 ],562.01483,1246.316,91.25668,0.30882078,229789,0.0037246027,1.9622798,,19.967878,3129.572,10.0,1246.3160740267174,1226.3481,3200,0.37246028,1310.5737,1.0958102,10.0,339.14273381233215,906.77924,0.4189424,,3149.5398,125.67,91.73312,0.010287236,1.0287236,32,860.57776,0.0030882077,607832.56
0.013384988,100,-1.0,[-0.234  0.575 -1.24  -1.65 ],622.29065,1395.4797,98.2828,0.13858676,243848,0.0063045262,1.3384988,,29.9519,3949.2898,10.0,1395.4796256957884,1365.5277,3300,0.63045263,1418.0789,1.017472,10.0,359.77456760406494,926.48413,0.4189424,,3979.2417,140.59,98.1242,0.010023411,1.0023413,33,908.124,0.0013858676,493462.8
6.160795,100,-1.0,[-0.235  0.583 -1.258 -1.663],682.7375,1361.2052,0.5579232,61.336193,257564,5.1800534e-06,616.0795,,9.981081,3179.2117,10.0,1361.2051105535202,1351.2241,3400,0.00051800534,17659.396,179.23615,10.0,380.80713272094727,12430.148,0.4189424,,3189.1929,137.16,1.3571633,0.07194492,7.1944914,34,970.6104,0.613362,23967592000.0
0.020525383,100,-1.0,[-0.189  0.573 -1.259 -1.793],767.83954,1570.5635,89.936646,0.3507089,273374,0.0044398187,2.0525384,,9.980384,4159.0312,10.0,1570.563467031722,1560.5831,3500,0.4439819,1709.7946,1.1118938,10.0,405.7298879623413,1171.388,0.4189424,,4169.0117,158.1,90.04004,0.010544733,1.0544734,35,1059.9658,0.0035070889,1541768.6
0.11579219,100,-1.0,[-0.2    0.582 -1.286 -1.82 ],621.48096,1508.9678,53.354046,1.4344448,288568,0.0007027412,11.57922,,39.931602,3239.5154,10.0,1508.9675810293777,1469.0361,3600,0.07027412,1778.2112,1.8742721,10.0,423.45004868507385,1228.3379,0.4189424,,3279.447,151.94,40.821644,0.011913728,1.1913728,36,1107.3188,0.014344449,7231185.5
0.018182348,100,-1.0,[-0.215  0.601 -1.277 -1.774],654.47516,1584.2775,92.19197,0.26684302,304515,0.0024246243,1.8182348,,29.944542,3589.0164,10.0,1584.2775350372692,1554.333,3700,0.24246243,1688.0728,1.0846932,10.0,441.3140239715576,1226.4545,0.4189424,,3618.961,159.47,93.80206,0.010380988,1.0380988,37,1141.0471,0.00266843,820933.9
0.014791591,100,-1.0,[-0.224  0.624 -1.299 -1.785],748.6268,1531.4617,97.799644,0.13686705,319934,0.0070560137,1.4791591,,29.951069,3699.1704,9.999999,1531.4616354902112,1501.5105,3800,0.7056014,1562.4653,1.0224986,9.999999,462.5947480201721,1100.6338,0.4189424,,3729.1216,154.19,98.146996,0.009960861,0.9960861,38,1074.7393,0.0013686704,781663.25
0.07965787,100,-1.0,[-0.224  0.634 -1.315 -1.799],604.4661,1594.9873,50.656937,1.2320855,335988,0.0007434574,7.965787,,19.961336,3519.4556,10.0,1594.9872289497573,1575.0258,3900,0.074345745,1994.7268,1.9740633,10.0,486.00011706352234,1385.6699,0.4189424,,3539.417,160.54,46.83753,0.011564722,1.1564723,39,1161.4988,0.012320854,7239945.5
0.05383442,100,-1.0,[-0.197  0.613 -1.321 -1.813],685.176,1658.8378,67.98983,0.84106344,352681,0.001972608,5.383442,,9.980863,3558.6167,10.0,1658.8379445990583,1648.857,4000,0.1972608,1854.9374,1.4708081,10.0,507.02930784225464,1324.8821,0.4189424,,3568.5977,166.93,61.71429,0.010678329,1.0678328,40,1221.7756,0.008410635,3401839.2
0.028682556,100,-1.0,[-0.179  0.599 -1.318 -1.833],683.0223,1703.0244,86.63984,0.39959133,369815,0.0028862902,2.8682556,,329.75113,4669.4487,10.0,1703.0244994088446,1373.2733,4100,0.28862903,1814.9677,1.1542034,10.0,533.2797346115112,1157.1776,0.4189424,,4999.1997,171.34,86.98486,0.010330316,1.0330316,41,1090.7501,0.003995913,1318392.4
0.11065912,100,-1.0,[-0.175  0.593 -1.323 -1.86 ],778.5366,1610.6357,60.89104,1.2761234,386026,0.00088360655,11.065912,,,4789.0894,10.0,1610.6356982411558,1610.6357,4200,0.08836066,1972.4183,1.6422777,10.0,560.5241851806641,1220.7576,0.4189424,,4789.0894,162.11,47.872524,0.012229324,1.2229325,42,1024.0946,0.012761233,6489123.0
0.028311405,100,-1.0,[-0.193  0.607 -1.325 -1.828],798.1013,1672.8209,80.811295,0.48642206,402858,0.0033714408,2.8311405,,9.98054,4988.892,10.0,1672.820951889693,1662.8405,4300,0.33714408,1868.9779,1.2374508,10.0,590.3373217582703,1187.9237,0.4189424,,4998.8726,168.32,82.00132,0.010382526,1.0382527,43,1060.5864,0.0048642205,2337101.0
0.03636161,100,-1.0,[-0.195  0.641 -1.341 -1.863],794.5708,1635.8547,61.536686,0.72172856,419320,0.00079634826,3.636161,,29.955572,4968.868,10.0,1635.854681149592,1605.899,4400,0.07963483,1993.3848,1.6250468,10.0,620.3304345607758,1212.9324,0.4189424,,4998.8237,164.62,68.22876,0.010576462,1.0576463,44,1023.62634,0.0072172848,6466200.0
0.11422758,100,-1.0,[-0.193  0.685 -1.366 -1.924],828.29016,1719.7842,46.71174,1.5798,436622,0.00096480444,11.422758,,19.963873,4978.587,10.0,1719.7842295144403,1699.8203,4500,0.096480444,2409.2559,2.1407895,10.0,644.9983086585999,1513.5266,0.4189424,,4998.551,173.02,38.331635,0.012455165,1.2455165,45,1107.5894,0.015798,20118662.0
0.05089684,100,-1.0,[-0.172  0.682 -1.385 -1.963],964.2002,2006.8403,66.98833,0.81427944,456795,0.0008523044,5.089684,,29.945358,4968.849,10.0,2006.8402567358257,1976.895,4600,0.08523044,2395.9006,1.4927974,10.0,679.5582418441772,1647.8839,0.4189424,,4998.7944,201.73,63.690327,0.010784476,1.0784477,46,1394.6155,0.0081427945,8680403.0
0.6433329,100,-1.0,[-0.163  0.675 -1.41  -2.003],936.3631,1997.5472,16.290934,6.415284,476875,0.00030471288,64.33329,,19.966665,4979.288,10.0,1997.5470934555092,1977.5804,4700,0.03047129,4642.911,6.1383834,10.0,715.6337747573853,3125.9377,0.4189424,,4999.255,200.8,5.475611,0.01544046,1.5440462,47,1385.2659,0.064152844,732359200.0
0.017904429,100,-1.0,[-0.13   0.624 -1.427 -2.006],1137.2036,2060.2349,92.48066,0.27128845,497581,0.0055591464,1.790443,,9.98019,4989.4673,10.0,2060.2347274732106,2050.2546,4800,0.55591464,2183.6206,1.0813072,10.0,751.8312764167786,1546.9099,0.4189424,,4999.4473,207.06,93.69223,0.010455503,1.0455505,48,1447.9299,0.0027128845,2070693.0
0.01694393,100,-1.0,[-0.135  0.623 -1.447 -1.99 ],1048.8917,2147.0198,96.385376,0.19514047,519155,0.005692583,1.6943929,,,4998.6875,10.0,2147.019668070097,2147.0198,4900,0.56925833,2178.28,1.0375018,10.0,786.3874704837799,1554.6945,0.4189424,,4998.6875,215.74,96.39502,0.010090763,1.0090761,49,1534.8079,0.0019514047,1468759.6
0.085633315,100,-1.0,[-0.135  0.634 -1.451 -1.995],1166.4175,2214.7163,33.19419,1.5487086,541405,0.00037310837,8.563332,,9.979259,4989.1743,10.0,2214.71631890488,2204.7373,5000,0.03731084,2999.7856,3.0125751,10.0,823.7668843269348,1937.0846,0.4189424,,4999.154,222.5,34.151016,0.011153135,1.1153135,50,1602.4473,0.015487084,41483108.0
0.08045696,100,-1.0,[-0.117  0.66  -1.487 -2.02 ],1084.2463,2583.383,51.8791,1.149575,567342,0.00065099914,8.045696,,269.79706,4729.246,10.0,2583.3832216581063,2313.5862,5100,0.06509992,3098.784,1.9275584,10.0,869.1278393268585,2248.75,0.4189424,,4999.043,259.37,47.706512,0.010979999,1.0979999,51,1971.1278,0.01149575,17848096.0
0.040842626,100,-1.0,[-0.101  0.667 -1.518 -2.05 ],1308.2101,2853.0916,70.20717,0.6947714,595972,0.0018022838,4.084263,,19.971064,4979.248,10.0,2853.091592093215,2833.1206,5200,0.18022838,3346.8203,1.424356,10.0,902.9115300178528,2616.09,0.4189424,,4999.219,286.3,71.00392,0.010872103,1.0872103,52,2240.8147,0.006947714,11077548.0
0.07791674,100,-1.0,[-0.096  0.666 -1.533 -2.09 ],1146.8762,2626.6436,66.31708,0.9036351,622339,0.0014336795,7.791674,,319.83038,4679.2856,10.0,2626.6434199112887,2306.813,5300,0.14336795,2906.2913,1.5079072,10.0,943.5686364173889,2154.45,0.4189424,,4999.116,263.67,60.209286,0.011115626,1.1115626,53,2014.3792,0.009036349,6611273.0
0.025536198,100,-1.0,[-0.104  0.683 -1.54  -2.07 ],1333.8359,2890.4065,83.03189,0.40761983,651341,0.0032321387,2.5536199,,,4999.3975,10.0,2890.406302017415,2890.4065,5400,0.32321388,3183.8787,1.2043566,10.0,986.7223558425903,2511.9226,0.4189424,,4999.3975,290.02,86.20095,0.010187953,1.0187953,54,2278.1077,0.004076198,5178016.5
0.26725906,100,-1.0,[-0.1    0.691 -1.631 -2.065],1446.5745,3016.6733,23.837324,2.837104,681597,9.02851e-05,26.725906,,,4999.41,10.0,3016.6734906724782,3016.6733,5500,0.00902851,4228.5747,4.1951017,10.0,1022.8596024513245,2974.4648,0.4189424,,4999.41,302.56,14.992298,0.01191462,1.191462,55,2404.3733,0.028371042,191840160.0
0.067381546,100,-1.0,[-0.086  0.665 -1.663 -2.108],1231.2445,3369.095,52.805435,1.0522699,715381,0.0008758278,6.738155,,,4999.49,10.0,3369.0949242316656,3369.095,5600,0.08758278,3890.3237,1.8937445,10.0,1061.4368555545807,3047.7031,0.4189424,,4999.49,337.84,53.453617,0.011276459,1.127646,56,2756.785,0.010522698,20026686.0
0.025119523,100,-1.0,[-0.081  0.686 -1.675 -2.088],1382.1407,3450.5747,79.358345,0.4450246,749974,0.0031387333,2.5119524,,,4999.292,10.0,3450.5748301342064,3450.5747,5700,0.31387335,3774.4446,1.2601069,10.0,1102.0074825286865,3087.1265,0.4189424,,4999.292,345.93,84.43615,0.010365492,1.0365492,57,2838.289,0.004450246,7084942.0
0.047066826,100,-1.0,[-0.071  0.685 -1.687 -2.083],1503.5488,3388.604,58.84827,0.7621576,783942,0.0010863021,4.7066827,,29.956146,4969.504,10.0,3388.6039718508073,3358.6477,5800,0.10863021,4092.4712,1.6992853,10.0,1140.4923803806305,3294.2893,0.4189424,,4999.46,339.68,68.13339,0.011144403,1.1144403,58,2776.2976,0.007621576,17145702.0
0.108607166,100,-1.0,[-0.059  0.704 -1.712 -2.104],1640.3414,3299.5093,31.723503,2.0288062,817018,0.00041977756,10.860717,,,4999.5215,10.0,3299.509504243318,3299.5093,5900,0.041977756,4814.695,3.152237,10.0,1179.6555168628693,3727.5598,0.4189424,,4999.5215,330.76,31.370312,0.013716522,1.3716521,59,2687.1953,0.020288061,59248690.0
0.078236505,100,-1.0,[-0.078  0.733 -1.748 -2.173],1308.3475,3689.176,49.353325,1.1947247,853988,0.0008927306,7.823651,,269.8083,4729.781,10.0,3689.1757603146134,3419.3674,6000,0.089273065,4364.3613,2.026206,10.0,1219.7154998779297,3492.7524,0.4189424,,4999.589,369.7,45.30128,0.010872628,1.0872627,60,3076.854,0.011947246,32589214.0
0.1153763,100,-1.0,[-0.075  0.738 -1.766 -2.233],1299.4762,3745.5515,42.742184,1.6041753,891517,0.00029656623,11.53763,,609.5751,4389.8657,10.0,3745.5515302658805,3135.9763,6100,0.029656624,4588.6973,2.3396091,10.0,1269.0004107952118,3652.1306,0.4189424,,4999.441,375.29,33.741264,0.011447507,1.1447507,61,3133.2476,0.016041752,41462816.0
0.011946344,100,-1.0,[-0.072  0.78  -1.764 -2.25 ],1459.6504,3808.5327,99.38034,0.08300909,929671,0.008397794,1.1946344,,249.78252,4749.748,10.0,3808.5326663189935,3558.75,6200,0.83977944,3834.486,1.0062352,10.0,1317.2691338062286,3220.2651,0.4189424,,4999.531,381.54,99.31386,0.009986759,0.99867594,62,3196.2178,0.00083009084,2407179.8
0.02649689,100,-1.0,[-0.073  0.781 -1.775 -2.249],1367.2062,3811.575,84.90637,0.44693476,967861,0.003032856,2.649689,,,4999.4077,10.0,3811.574580634406,3811.575,6300,0.3032856,4171.1665,1.1777679,10.0,1375.5724506378174,3506.668,0.4189424,,4999.4077,381.9,84.76111,0.010540616,1.0540614,63,3199.2744,0.004469347,7025935.0
0.016003504,100,-1.0,[-0.07   0.799 -1.788 -2.283],1494.9683,3794.7097,95.71139,0.20123942,1005885,0.0047935247,1.6003505,,29.950457,4969.558,10.0,3794.7098411226984,3764.759,6400,0.4793525,3882.3682,1.0448078,10.0,1423.2699601650238,3256.488,0.4189424,,4999.509,380.24,96.23569,0.010175096,1.0175096,64,3182.3975,0.0020123941,2935085.0
0.04779702,100,-1.0,[-0.073  0.809 -1.802 -2.297],1340.7002,3920.0176,57.13695,0.9368517,1045155,0.0010634171,4.779702,,,4999.481,10.0,3920.0175518833043,3920.0176,6500,0.10634171,4481.707,1.7501808,10.0,1473.6067008972168,3671.6567,0.4189424,,4999.481,392.7,60.37018,0.011563009,1.1563011,65,3307.7087,0.009368516,15429008.0
0.024058923,100,-1.0,[-0.088  0.82  -1.832 -2.305],1287.5114,4086.5857,85.87827,0.4118661,1086095,0.0038039105,2.4058924,,9.983704,4989.608,10.0,4086.5856110588984,4076.6018,6600,0.38039106,4245.7803,1.1644388,10.0,1522.8166780471802,3585.0283,0.4189424,,4999.592,409.4,86.13272,0.010264648,1.0264649,66,3474.2632,0.004118661,5615183.5
0.7610553,100,-1.0,[-0.083  0.815 -1.841 -2.32 ],1438.8579,3721.2563,7.7577796,7.597622,1123386,0.00013258842,76.10553,,,4999.4644,10.0,3721.255914875225,3721.2563,6700,0.013258843,6726.771,12.890286,10.0,1569.1694421768188,4528.4033,0.4189424,,4999.4644,372.91,4.1268497,0.015762987,1.5762988,67,3108.949,0.07597621,1460921000.0
0.1894695,100,-1.0,[-0.064  0.836 -1.836 -2.281],1383.5273,3942.214,23.96775,2.3528202,1162874,0.0005054757,18.94695,,9.983237,4989.534,10.0,3942.214326880224,3932.231,6800,0.05054757,5629.4272,4.172273,10.0,1617.7127578258514,4378.707,0.4189424,,4999.5176,394.88,25.935053,0.013922781,1.392278,68,3329.901,0.0235282,97286430.0
0.105194226,100,-1.0,[-0.081  0.864 -1.845 -2.266],1396.3009,3861.1956,39.765285,1.3695923,1201556,0.0008199723,10.519423,,,4999.469,10.0,3861.1954354015343,3861.1956,6900,0.08199723,4660.939,2.5147562,10.0,1668.8968045711517,3689.9429,0.4189424,,4999.469,386.82,42.213387,0.0117058465,1.1705847,69,3248.8882,0.013695925,33461786.0
0.097089596,100,-1.0,[-0.07   0.894 -1.852 -2.274],1314.5239,4099.5405,46.21009,1.2842305,1242608,0.0012716874,9.70896,,9.980927,4989.43,10.0,4099.540544196058,4089.56,7000,0.12716874,4868.619,2.1640296,10.0,1733.907497882843,3967.8862,0.4189424,,4999.411,410.52,44.732643,0.011553694,1.1553694,70,3487.2402,0.012842303,35107520.0
