EpLenMean,J_sample_variance,MinIWNorm,EmpiricalD2,MeanEntropy,OptimizationReturnMin,ReturnStepMax,MinIW,EpThisIter,OptimizationReturnMax,StdIWNorm,TimestepsSoFar,Weights,InitialReturnMax,TimeElapsed,MeanIWNorm,VarianceInit,Bound,InitialBound,LearnableVariance,InitialReturnStd,MeanIW,InitialReturnMin,EpisodesSoFar,StdIW,MaxIW,ESSClassic,EpRewMean,ReturnMeanIW,Iteration,ESSRenyi,InitialReturnMean,ReturnStepMaxmin,OptimizationReturnMean,MaxIWNorm
472.14,4450758.0,0.0017393148,1.1990285,0.4189424,,10.0,0.17393148,100,4809.6387,0.0038126365,4085151,[-0.062  1.4   -3.034 -2.057],4999.5103,6449.297100305557,0.010576262,-1.0,4327.928,4107.216,,934.87744,1.0576262,189.87154,14200,0.38126364,2.0778422,88.49925,4719.5285940028925,4998.411,142,83.400856,4719.529,10.0,4529.6567,0.020778421
472.9,9636228.0,0.0014040662,1.4172877,0.4189424,,10.0,0.14040662,100,4329.88,0.0066913064,4132441,[-0.047  1.423 -3.037 -2.089],4999.499,6530.110191583633,0.010505894,-1.0,4164.4146,4114.8105,,943.3044,1.0505894,669.61914,14300,0.6691306,3.5492449,71.141266,4727.121628026448,4893.37,143,70.557304,4727.1216,10.0,4057.503,0.035492446
477.36,33371540.0,0.0015264878,1.711879,0.4189424,,10.0,0.15264878,100,4999.4937,0.011306466,4180177,[-0.034  1.436 -3.041 -2.076],4999.4937,6613.634312868118,0.01126188,-1.0,4652.5317,4159.528,,869.79144,1.1261882,,14400,1.1306466,7.7450194,49.80244,4771.838405291898,5453.6714,144,58.415344,4771.8384,10.0,4771.8384,0.07745019
474.26,6471407.0,0.0013779147,1.2211782,0.4189424,,10.0,0.13779147,100,4989.5137,0.004610797,4227603,[-0.062  1.418 -3.068 -2.074],4999.4937,6691.02174782753,0.010497786,-1.0,4371.0635,4128.764,,999.54047,1.0497786,9.9799,14500,0.4610797,3.1800437,83.82857,4741.075236428992,5047.709,145,81.88813,4741.075,10.0,4731.095,0.031800438
481.52,2500678.5,0.004414804,1.078508,0.4189424,,10.0,0.44148037,100,4839.6553,0.002726102,4275755,[-0.055  1.435 -3.129 -2.108],4999.5415,6774.131946325302,0.010230742,-1.0,4267.306,4201.5645,,863.8712,1.0230743,159.88638,14600,0.27261022,1.9591354,93.370514,4813.88072687812,4903.204,146,92.72068,4813.881,10.0,4653.9946,0.019591354
492.96,287508300.0,4.1550934e-06,19.580042,0.4189424,,10.0,0.00041550933,100,2380.1736,0.06848406,4325051,[-0.058  1.429 -3.124 -2.089],4999.5854,6857.787225246429,0.016684819,-1.0,5479.577,4315.9077,,359.07758,1.668482,2619.4119,14700,6.8484063,59.566986,5.603018,4928.229340260383,8189.06,147,5.107241,4928.2295,10.0,2308.8174,0.59566987
470.03,162909520.0,1.353414e-05,7.4549193,0.4189424,,10.0,0.001353414,100,4999.573,0.025343789,4372054,[-0.059  1.531 -3.173 -2.11 ],4999.573,6935.53177189827,0.013864763,-1.0,5037.251,4086.1172,,1077.4935,1.3864764,,14800,2.5343788,14.098539,23.034472,4698.4379540329965,6709.1113,148,13.413961,4698.438,10.0,4698.438,0.14098538
484.85,21014100.0,0.003604826,1.5182499,0.4189424,,10.0,0.3604826,100,4999.526,0.009014367,4420539,[-0.027  1.539 -3.147 -2.179],4999.526,7011.778769016266,0.011205987,-1.0,4717.054,4234.74,,719.2419,1.1205987,,14900,0.90143675,6.7358003,60.712833,4847.05467915793,5471.5312,149,65.86531,4847.054,10.0,4847.054,0.067358
479.96,301683360.0,0.00037645604,5.834482,0.4189424,,10.0,0.037645604,100,4989.5063,0.03455699,4468535,[-0.056  1.516 -3.169 -2.141],4999.487,7080.551110267639,0.014105919,-1.0,5342.828,4185.8403,,897.1646,1.4105918,9.980292,15000,3.4556992,25.27958,14.282394,4798.150018200282,6821.842,150,17.139482,4798.15,10.0,4788.1694,0.2527958
454.62,55883280.0,0.0003040907,2.7019053,0.4189424,,10.0,0.030409072,100,4999.4224,0.014503924,4513997,[-0.03   1.477 -3.128 -2.049],4999.4224,7157.234472036362,0.01311766,-1.0,5181.5044,3931.7002,,1296.8674,1.311766,,15100,1.4503924,6.827141,44.993843,4544.00232442798,6187.9736,151,37.01092,4544.002,10.0,4544.002,0.068271406
480.91,8927364.0,0.0017741413,1.3813609,0.4189424,,10.0,0.17741413,100,4829.673,0.005846144,4562088,[-0.008  1.503 -3.125 -2.118],4999.5195,7235.883285999298,0.010580309,-1.0,4401.5376,4195.289,,837.1053,1.0580308,169.84682,15200,0.58461446,3.504116,76.6101,4807.602453339445,5121.1978,152,72.39238,4807.602,10.0,4637.756,0.03504116
471.92,58702344000.0,5.363336e-06,399.65704,0.4189424,,10.0,0.00053633365,100,4849.6514,0.49708736,4609280,[ 0.016  1.487 -3.148 -2.125],4999.51,7316.24818444252,0.0602207,-1.0,17705.945,4104.9253,,945.39886,6.0220704,149.85852,15300,49.708736,498.61533,1.4464337,4717.237573734167,29946.941,153,0.25021452,4717.2373,10.0,4567.379,4.986153
481.74,335349120.0,0.00012131087,8.571402,0.4189424,,10.0,0.0121310875,100,4829.726,0.03765019,4657454,[ 0.069  1.327 -3.238 -2.064],4999.568,7404.292607784271,0.014510206,-1.0,5300.412,4203.8633,,897.44293,1.4510208,169.84167,15400,3.7650194,30.174932,12.932148,4816.182926719387,7093.0977,154,11.666703,4816.1826,10.0,4646.341,0.30174932
481.88,519982370.0,0.00019970232,12.020923,0.4189424,,10.0,0.019970233,100,4999.518,0.04530267,4705642,[ 0.061  1.3   -3.241 -1.963],4999.518,7491.666216611862,0.01693552,-1.0,6184.861,4205.1533,,873.2092,1.6935521,,15500,4.5302663,36.826786,12.261408,4817.467001305609,8307.825,155,8.318829,4817.4673,10.0,4817.4673,0.36826786
480.78,112897064.0,0.00018207628,4.2924933,0.4189424,,10.0,0.018207628,100,4999.593,0.020998506,4753720,[ 0.092  1.317 -3.262 -2.057],4999.593,7577.886176109314,0.0138935195,-1.0,5486.39,4194.196,,920.51416,1.3893521,,15600,2.0998507,11.991797,30.447933,4806.518247010464,6755.0205,156,23.296484,4806.518,10.0,4806.518,0.119917974
495.36,38578772.0,0.0005843747,2.9417548,0.4189424,,10.0,0.05843747,100,4649.7197,0.013203762,4803256,[ 0.105  1.288 -3.351 -1.967],4999.5005,7669.414522409439,0.013326835,-1.0,5581.18,4340.379,,462.60992,1.3326836,349.78058,15700,1.3203762,7.775459,50.46389,4952.690544178942,6631.3887,157,33.993317,4952.6904,10.0,4602.91,0.07775459
490.58,500551420.0,7.7842946e-05,9.27615,0.4189424,,10.0,0.0077842944,100,4999.533,0.044494975,4852314,[ 0.074  1.322 -3.368 -2.046],4999.533,7752.6935942173,0.013312164,-1.0,4688.55,4292.522,,661.89307,1.3312165,,15800,4.4494977,39.4519,8.215687,4904.837589888569,6553.4644,158,10.780334,4904.8374,10.0,4904.8374,0.394519
485.54,59687270.0,0.0002058532,2.9831285,0.4189424,,10.0,0.02058532,100,4849.7593,0.015732048,4900868,[ 0.096  1.282 -3.291 -2.083],4999.62,7837.179549694061,0.011868617,-1.0,4758.0176,4242.0527,,823.84204,1.1868616,149.86063,15900,1.5732049,8.997969,36.27139,4854.378267148326,5815.611,159,33.521854,4854.378,10.0,4704.5176,0.089979686
496.16,1579865600.0,1.3669264e-05,24.956676,0.4189424,,10.0,0.0013669265,100,3849.8523,0.10256665,4950484,[ 0.123  1.345 -3.398 -2.187],4999.5684,7928.070907354355,0.018673817,-1.0,6239.826,4348.463,,383.02664,1.8673816,1149.7161,16000,10.256665,102.691185,3.208422,4960.782452645351,9298.7705,160,4.0069437,4960.7827,10.0,3811.0667,1.0269119
495.02,264571890.0,0.0023678066,3.521234,0.4189424,,10.0,0.23678067,100,4989.6147,0.032408625,4999986,[ 0.096  1.464 -3.596 -2.225],4999.598,8018.776431083679,0.01420638,-1.0,5904.5913,4337.084,,496.4308,1.420638,9.983245,16100,3.2408628,30.632294,16.118101,4949.407292460198,7053.613,161,28.399136,4949.4077,10.0,4939.424,0.30632293
495.01,376499680.0,5.6644072e-05,7.1088786,0.4189424,,10.0,0.0056644073,100,4999.6577,0.03859393,5049487,[ 0.005  1.474 -3.563 -2.248],4999.6577,8109.371977806091,0.014280004,-1.0,5454.184,4337.048,,497.43127,1.4280005,,16200,3.8593924,33.014843,12.041891,4949.378541146569,7086.809,162,14.066916,4949.3784,10.0,4949.3784,0.33014843
485.06,1118502500.0,0.0010495598,6.654462,0.4189424,,10.0,0.10495598,100,4989.632,0.066633746,5097993,[ 0.013  1.476 -3.61  -2.173],4999.6113,8199.993022441864,0.019240659,-1.0,7900.843,4237.346,,851.123,1.9240662,9.979617,16300,6.663375,57.82748,7.696116,4849.67099628583,9480.411,163,15.027512,4849.6714,10.0,4839.6914,0.5782748
500.0,36831690.0,0.0005612595,3.2377808,0.4189424,,10.0,0.05612595,100,0.62841797,0.022034716,5147993,[-0.055  1.446 -3.614 -2.128],4999.622,8296.779818058014,0.012079412,-1.0,4937.1914,4387.059,,0.12238268,1.2079412,4998.9937,16400,2.2034717,15.780481,23.107817,4999.3852701622,6039.001,164,30.885351,4999.3857,10.0,0.39164552,0.15780482
495.19,134723500.0,0.0015417987,2.1411102,0.4189424,,10.0,0.15417987,100,4819.768,0.023925241,5197512,[-0.086  1.428 -3.616 -2.154],4999.648,8391.871095895767,0.013244454,-1.0,5684.8193,4338.8936,,479.53802,1.3244455,179.8801,16500,2.392524,17.132597,23.456526,4951.222699990783,6580.8125,165,46.704742,4951.2227,10.0,4771.343,0.17132597
499.53,29239408.0,0.0008377054,1.7993201,0.4189424,,10.0,0.08377054,100,250.04443,0.009461679,5247465,[-0.099  1.342 -3.712 -2.062],4999.648,8468.31916642189,0.011316573,-1.0,4832.4346,4382.0117,,30.60862,1.1316572,4749.6035,16600,0.94616795,5.0176587,58.856503,4994.340903915322,5653.8057,166,55.57655,4994.341,10.0,244.7374,0.050176587
478.26,56117998000.0,5.665177e-07,303.26343,0.4189424,,10.0,5.665177e-05,100,4999.668,0.47143623,5295291,[-0.109  1.385 -3.75  -2.134],4999.668,8553.46081161499,0.054420985,-1.0,16305.364,4168.952,,979.39307,5.4420996,,16700,47.143627,474.07996,1.315037,4781.2841996599145,26968.791,167,0.32974634,4781.284,10.0,4781.284,4.7407994
495.23,37432492.0,0.001856046,1.9590161,0.4189424,,10.0,0.1856046,100,4639.914,0.013176901,5344814,[-0.077  1.312 -3.726 -2.184],4999.6777,8636.102949857712,0.011525234,-1.0,4842.355,4339.2554,,461.737,1.1525235,359.7635,16800,1.3176903,9.355726,43.343426,4951.588606643496,5699.406,168,51.046032,4951.589,10.0,4591.825,0.09355726
499.08,16214929000.0,6.1571495e-07,1751.4717,0.4189424,,10.0,6.1571496e-05,100,590.2539,1.6955425,5394722,[-0.097  1.325 -3.727 -2.169],4999.6504,8709.098087787628,0.1763644,-1.0,62539.027,4377.755,,67.969345,17.636442,4409.3965,16900,169.55424,1704.596,1.0703627,4990.084467429028,88165.38,169,0.057094842,4990.0845,10.0,580.688,17.04596
474.67,12321314.0,0.0021378929,1.4545419,0.4189424,,10.0,0.21378928,100,4999.6206,0.006744128,5442189,[-0.116  1.235 -3.699 -1.956],4999.6206,8802.6645758152,0.010604667,-1.0,4368.7974,4131.3506,,756.3102,1.0604666,,17000,0.6744127,4.4239902,71.20261,4743.67674988469,5107.2896,170,68.75017,4743.677,10.0,4743.677,0.0442399
480.57,49784420.0,0.00039206466,2.7460816,0.4189424,,10.0,0.039206468,100,4999.643,0.014761442,5490246,[-0.107  1.237 -3.715 -1.931],4999.643,8885.136816501617,0.012314167,-1.0,4811.915,4191.634,,866.9335,1.2314168,,17100,1.4761442,9.534465,41.034588,4803.962672266674,5826.6235,171,36.415524,4803.963,10.0,4803.963,0.09534465
480.73,188159950.0,7.5283446e-05,6.77831,0.4189424,,10.0,0.007528345,100,4989.6294,0.027289275,5538319,[-0.129  1.237 -3.719 -1.917],4999.609,8969.288491249084,0.015179992,-1.0,5883.7227,4191.95,,571.09436,1.5179992,9.9796915,17200,2.7289276,21.376545,23.630753,4804.275159378465,7477.921,172,14.75294,4804.275,10.0,4794.2954,0.21376544
487.87,183624510.0,5.248304e-05,26.119184,0.4189424,,10.0,0.005248304,100,1540.0486,0.074043,5587106,[-0.109  1.194 -3.726 -1.944],4999.6465,9058.03677535057,0.0216202,-1.0,7400.583,4263.9385,,311.793,2.16202,3459.598,17300,7.4043,51.139366,7.8562813,4876.267900654137,10530.01,173,3.8286035,4876.2676,10.0,1416.67,0.51139367
483.5,8680860.0,0.0022372042,1.3435124,0.4189424,,10.0,0.22372043,100,4999.6074,0.0061269947,5635456,[-0.118  1.244 -3.752 -1.889],4999.6074,9138.058478355408,0.010446307,-1.0,4308.7505,4219.4053,,542.57996,1.0446306,,17400,0.6126994,4.0289416,74.404274,4831.729123236251,5018.4956,174,74.43176,4831.729,10.0,4831.729,0.040289417
482.24,5119142.0,0.0032739947,1.2031097,0.4189424,,10.0,0.32739946,100,4999.6416,0.0042855777,5683680,[-0.124  1.252 -3.742 -1.922],4999.6416,9217.606673717499,0.010440814,-1.0,4406.5566,4207.203,,571.3654,1.0440814,,17500,0.4285578,2.285232,85.58123,4819.531774004234,5078.1978,175,83.117935,4819.5317,10.0,4819.5317,0.02285232
490.12,5239487.5,0.0019138824,1.2728981,0.4189424,,10.0,0.19138825,100,4989.6626,0.004409267,5732692,[-0.118  1.267 -3.722 -1.923],4999.643,9304.114919185638,0.010389767,-1.0,4431.6963,4287.196,,524.3413,1.0389767,9.980545,17600,0.44092673,2.3115728,84.73836,4899.524421169178,5122.5425,176,78.56088,4899.525,10.0,4889.544,0.023115728
494.84,34681172.0,8.482616e-05,5.1814795,0.4189424,,10.0,0.008482616,100,999.917,0.02343977,5782176,[-0.107  1.276 -3.722 -1.923],4999.608,9387.816064119339,0.013424221,-1.0,5311.1646,4334.4863,,183.96204,1.3424221,3999.691,17700,2.3439772,19.95469,24.698694,4946.810566409841,6704.99,177,19.299507,4946.8105,10.0,947.1197,0.1995469
484.08,52584588.0,0.0027042371,1.8136401,0.4189424,,10.0,0.2704237,100,4999.5757,0.014619879,5830584,[-0.09   1.303 -3.716 -1.897],4999.5757,9472.440726041794,0.010967786,-1.0,4473.7144,4227.2554,,853.121,1.0967788,,17800,1.461988,10.590372,36.01209,4839.575199199063,5298.3354,178,55.13773,4839.575,10.0,4839.575,0.105903715
493.42,51103146000.0,9.257788e-07,697.8904,0.4189424,,10.0,9.257788e-05,100,2989.8853,0.74976206,5879926,[-0.107  1.277 -3.707 -1.878],4999.58,9564.232264995575,0.09221091,-1.0,29772.617,4320.1377,,330.93283,9.221092,2009.6947,17900,74.976204,741.03156,1.4900401,4932.459078930648,45948.676,179,0.14328898,4932.459,10.0,2922.7644,7.4103155
490.72,85477970.0,0.000616121,4.152082,0.4189424,,10.0,0.061612103,100,4409.735,0.020916633,5928998,[-0.119  1.366 -3.689 -1.831],4999.54,9656.467012882233,0.013269732,-1.0,5253.196,4292.865,,468.7256,1.3269733,589.8053,18000,2.0916634,12.320838,28.697569,4905.181091081784,6500.8916,180,24.084303,4905.181,10.0,4315.376,0.123208374
482.96,1054276030.0,1.0649e-05,22.627172,0.4189424,,10.0,0.0010649,100,4999.529,0.06455591,5977294,[-0.124  1.381 -3.69  -1.788],4999.529,9739.83434176445,0.020502314,-1.0,7188.871,4215.7104,,856.2373,2.0502317,,18100,6.4555917,47.132732,9.162213,4828.025462602587,10101.531,181,4.419465,4828.0254,10.0,4828.0254,0.4713273
471.74,831823000.0,2.6960708e-05,12.690812,0.4189424,,10.0,0.0026960708,100,4989.5264,0.057440918,6024468,[-0.1    1.412 -3.693 -1.755],4999.506,9825.615177154541,0.015001323,-1.0,5086.8555,4103.3335,,1043.897,1.5001324,9.979506,18200,5.744091,56.4881,6.3850145,4715.645404701314,7268.1655,182,7.8797164,4715.6455,10.0,4705.666,0.56488097
473.15,2758761.8,0.002619171,1.1038419,0.4189424,,10.0,0.2619171,100,4999.4985,0.0025963418,6071783,[-0.119  1.413 -3.694 -1.82 ],4999.4985,9908.459910392761,0.01017353,-1.0,4194.7505,4117.4375,,976.57056,1.0173532,,18300,0.25963417,1.5891279,93.88527,4729.749011509545,4838.0684,183,90.59268,4729.7485,10.0,4729.7485,0.015891278
484.18,53233332.0,0.00028034378,3.1048453,0.4189424,,10.0,0.02803438,100,4999.4673,0.014376209,6120201,[-0.11   1.413 -3.704 -1.824],4999.4673,9989.354731798172,0.012158267,-1.0,4845.6035,4227.924,,842.54254,1.2158266,,18400,1.4376209,9.618436,41.699272,4840.230950658094,5924.524,184,32.207726,4840.231,10.0,4840.231,0.09618436
484.91,2421739300.0,1.686048e-05,37.617294,0.4189424,,10.0,0.0016860481,100,4889.671,0.10011991,6168692,[-0.089  1.376 -3.699 -1.83 ],4999.5737,10073.24472618103,0.022043686,-1.0,7207.3115,4235.636,,778.2887,2.2043686,109.90282,18500,10.011991,87.261536,4.6234794,4847.957066578253,10962.852,185,2.6583517,4847.957,10.0,4738.054,0.87261534
489.18,6022788.0,0.0012385269,1.2817025,0.4189424,,10.0,0.12385269,100,4999.6016,0.0049470323,6217610,[-0.066  1.267 -3.702 -1.813],4999.6016,10148.625939369202,0.010903572,-1.0,4593.624,4278.493,,643.2337,1.0903573,,18600,0.49470326,2.8257904,82.92902,4890.817071733796,5286.8496,186,78.021225,4890.8174,10.0,4890.8174,0.028257903
495.04,54677384.0,0.0014013977,2.1342595,0.4189424,,10.0,0.14013977,100,4969.6045,0.014764234,6267114,[-0.054  1.286 -3.683 -1.815],4999.5576,10234.732984304428,0.0113070775,-1.0,4714.222,4337.2866,,494.4437,1.1307076,29.952991,18700,1.4764233,11.379405,36.968746,4949.605097611166,5608.764,187,46.85466,4949.6055,10.0,4919.6523,0.11379405
493.01,266150660.0,3.6541536e-05,10.68484,0.4189424,,10.0,0.0036541536,100,4699.7725,0.034500986,6316415,[-0.072  1.207 -3.692 -1.765],4999.5938,10320.611699581146,0.015821034,-1.0,5877.2603,4316.803,,501.5403,1.5821036,299.82147,18800,3.4500988,23.325577,17.374783,4929.1260291508725,7878.801,188,9.359055,4929.1265,10.0,4629.3047,0.23325576
495.01,660696600.0,7.6821416e-05,13.681933,0.4189424,,10.0,0.007682142,100,4999.5815,0.05113379,6365916,[-0.052  1.213 -3.666 -1.843],4999.5815,10400.708570480347,0.017111883,-1.0,6241.628,4337.0425,,497.4298,1.7111882,,18900,5.113379,39.531784,10.071139,4949.363581863669,8506.549,189,7.3089085,4949.364,10.0,4949.364,0.39531782
495.01,7472123.5,0.0007925385,1.2614175,0.4189424,,10.0,0.07925385,100,4999.616,0.0053362516,6415417,[-0.072  1.183 -3.665 -1.891],4999.616,10479.675055503845,0.010669648,-1.0,4596.7896,4337.08,,497.43396,1.0669647,,19000,0.5336252,3.3141046,79.991425,4949.405203832558,5284.51,190,79.275894,4949.405,10.0,4949.405,0.033141043
490.1,129376990.0,0.0009310326,3.393448,0.4189424,,10.0,0.09310326,100,4999.6235,0.023167688,6464427,[-0.059  1.16  -3.596 -1.886],4999.6235,10565.990420341492,0.013455043,-1.0,5417.3945,4287.6855,,668.24365,1.3455043,,19100,2.3167691,14.655189,25.221956,4900.012266905047,6545.38,191,29.468552,4900.0127,10.0,4900.0127,0.14655188
490.88,11185513.0,0.0011956642,1.5057184,0.4189424,,10.0,0.11956642,100,4979.6484,0.0065594553,6513515,[-0.078  1.122 -3.591 -1.817],4999.611,10653.68030500412,0.011184207,-1.0,4743.9136,4295.1636,,574.47473,1.1184208,19.962307,19200,0.6559456,3.7127814,74.40622,4907.488438165934,5495.283,192,66.41348,4907.489,10.0,4887.526,0.037127815
493.93,73524210.0,0.0004958701,3.2881076,0.4189424,,10.0,0.049587008,100,4999.6245,0.017027585,6562908,[-0.08   1.14  -3.587 -1.8  ],4999.6245,10728.022159576416,0.012165873,-1.0,4907.342,4326.1636,,508.0409,1.2165874,,19300,1.7027586,9.628196,33.79597,4938.490461345655,6017.682,193,30.41263,4938.4907,10.0,4938.4907,0.09628195
487.27,2357479.2,0.00533571,1.05456,0.4189424,,10.0,0.533571,100,4989.6934,0.0028270104,6611635,[-0.086  1.086 -3.62  -1.801],4999.6743,10820.704451322556,0.010538084,-1.0,4507.1235,4258.603,,659.1892,1.0538085,9.980716,19400,0.28270105,2.1840296,93.28648,4870.935833762477,5135.9385,194,94.82629,4870.936,10.0,4860.955,0.021840295
483.53,20101842.0,0.0013507169,1.9013568,0.4189424,,10.0,0.1350717,100,4999.595,0.008919239,6659988,[-0.086  1.059 -3.637 -1.775],4999.595,10906.382139921188,0.012509916,-1.0,5219.029,4221.1104,,723.79663,1.2509917,,19500,0.8919239,5.8846684,66.29845,4833.433070085276,6063.359,195,52.59402,4833.4326,10.0,4833.4326,0.058846682
483.33,114779784.0,0.00017201135,4.659152,0.4189424,,10.0,0.017201135,100,4999.5996,0.021277552,6708321,[-0.097  1.173 -3.639 -1.875],4999.5996,10994.796364545822,0.013334548,-1.0,5197.216,4219.0034,,729.301,1.3334548,,19600,2.1277552,12.783199,28.19947,4831.326800905755,6518.9204,196,21.463133,4831.3267,10.0,4831.3267,0.127832
498.43,32778940.0,5.115243e-05,4.3492417,0.4189424,,10.0,0.005115243,100,870.09863,0.022806609,6758164,[-0.085  1.162 -3.628 -1.929],4999.6094,11081.23872423172,0.012930964,-1.0,5169.3506,4371.0044,,108.73828,1.2930964,4129.5107,19700,2.2806609,20.029926,24.326694,4983.3293580360405,6446.3433,197,22.992514,4983.3296,10.0,853.8186,0.20029926
488.59,7191249.0,0.0010208753,1.3973486,0.4189424,,10.0,0.10208753,100,4999.6484,0.0051106713,6807023,[-0.079  1.151 -3.628 -1.985],4999.6484,11160.673208236694,0.010884481,-1.0,4618.751,4272.5386,,706.4429,1.0884479,,19800,0.5110671,2.726141,81.93594,4884.868222714972,5342.5825,198,71.5641,4884.868,10.0,4884.868,0.02726141
490.02,59041864.0,0.0005672994,2.414378,0.4189424,,10.0,0.05672994,100,4999.6455,0.015207281,6856025,[-0.067  1.167 -3.625 -1.979],4999.6455,11239.017997264862,0.011629551,-1.0,4763.281,4287.1157,,699.9207,1.162955,,19900,1.5207281,13.304329,36.901382,4899.444725182164,5714.734,199,41.418537,4899.445,10.0,4899.445,0.13304329
500.0,734371460.0,2.3881592e-05,298.92093,0.4189424,,10.0,0.0023881593,100,0.38476562,0.4742989,6906025,[-0.05   1.141 -3.611 -1.999],4999.628,11328.372555732727,0.053935062,-1.0,16378.061,4387.1377,,0.084673956,5.3935065,4999.243,20000,47.429893,476.82,1.2766099,4999.464693150673,26964.781,200,0.33453664,4999.465,10.0,0.22156738,4.7682
485.45,9054160.0,0.002160478,1.3643476,0.4189424,,10.0,0.2160478,100,4989.652,0.0058338502,6954570,[-0.083  1.128 -3.608 -2.093],4999.633,11411.210909605026,0.0105617205,-1.0,4420.1484,4240.2715,,710.4896,1.0561721,9.981184,20100,0.583385,3.3941033,76.62254,4852.598824559945,5135.3794,201,73.295105,4852.5986,10.0,4842.6177,0.03394103
490.82,310623040.0,9.3175004e-05,5.76529,0.4189424,,10.0,0.0093175005,100,4999.6445,0.04000598,7003652,[-0.077  1.11  -3.601 -2.107],4999.6445,11489.53584265709,0.014392168,-1.0,5249.468,4294.276,,521.83417,1.439217,,20200,4.000598,32.59828,11.459008,4906.605134944113,6719.7314,202,17.345182,4906.6055,10.0,4906.6055,0.3259828
482.95,3475475000.0,4.011963e-05,31.62423,0.4189424,,10.0,0.004011963,100,4999.692,0.1173127,7051947,[-0.101  1.129 -3.606 -2.081],4999.692,11560.842735052109,0.019051503,-1.0,5994.534,4214.4863,,569.51587,1.9051503,,20300,11.731271,117.4267,2.5695848,4826.821320180437,9438.024,203,3.1621325,4826.8213,10.0,4826.8213,1.1742669
495.33,39813308.0,4.8487105e-05,10.51977,0.4189424,,10.0,0.0048487107,100,1349.9766,0.061549697,7101480,[-0.073  1.082 -3.603 -2.123],4999.639,11636.27619934082,0.01643228,-1.0,5290.67,4339.689,,187.60228,1.643228,3649.6626,20400,6.1549697,60.157997,6.653382,4952.017272078857,7276.7075,204,9.505912,4952.0176,10.0,1302.3547,0.60157996
479.44,23793318.0,0.00014411415,3.489772,0.4189424,,10.0,0.014411415,100,1940.1248,0.016584883,7149424,[-0.1    1.086 -3.606 -2.095],4999.686,11709.627921104431,0.011808158,-1.0,4713.729,4178.7124,,416.29352,1.1808159,3059.5613,20500,1.6584883,10.101667,33.639484,4791.0462745627665,5857.626,205,28.655167,4791.0464,10.0,1731.4851,0.10101667
494.05,16066874.0,0.00653513,1.0688808,0.4189424,,10.0,0.653513,100,1150.1213,0.0024450836,7198829,[-0.079  1.079 -3.629 -2.089],4999.665,11796.404346704483,0.0103319315,-1.0,4450.61,4326.7847,,211.05151,1.0331931,3849.5437,20600,0.24450836,1.926424,94.69657,4939.11659659118,5083.679,206,93.5558,4939.1167,10.0,1089.573,0.01926424
483.3,52383470000.0,2.486897e-07,342.32956,0.4189424,,10.0,2.4868972e-05,100,4989.704,0.45638746,7247159,[-0.082  1.071 -3.633 -2.072],4999.6846,11873.619281768799,0.05916406,-1.0,18114.781,4218.888,,721.9152,5.9164057,9.98071,20700,45.63875,454.89133,1.6527631,4831.222043771246,29444.273,207,0.29211617,4831.2227,10.0,4821.2417,4.548913
489.2,14476395.0,0.0023304506,1.3818822,0.4189424,,10.0,0.23304507,100,4999.632,0.007398496,7296079,[-0.074  1.171 -3.634 -2.03 ],4999.632,11968.326754808426,0.011434717,-1.0,4896.266,4278.6436,,700.1999,1.1434718,,20800,0.73984957,5.174513,70.49029,4890.970849595878,5616.078,208,72.36507,4890.9707,10.0,4890.9707,0.051745128
499.88,24347102.0,0.00821475,1.0086658,0.4189424,,10.0,0.821475,100,130.39795,0.0008585665,7346067,[-0.062  1.122 -3.63  -2.008],4999.6636,12059.081563472748,0.010082659,-1.0,4424.65,4385.851,,12.956912,1.008266,4869.2656,20900,0.085856654,1.251578,99.280106,4998.182515988524,5039.6284,209,99.14086,4998.1826,10.0,128.91692,0.01251578
498.66,277211300.0,0.00034322325,77.7622,0.4189424,,10.0,0.034322325,100,580.0249,0.28965464,7395933,[-0.063  1.133 -3.642 -2.016],4999.6577,12145.40922498703,0.037452463,-1.0,11627.758,4373.4307,,79.59606,3.7452462,4419.633,21000,28.965467,291.71964,1.644368,4985.760940102018,17027.465,210,1.2859719,4985.7607,10.0,566.1281,2.9171963
485.31,10833367.0,0.00062842376,1.7361683,0.4189424,,10.0,0.06284238,100,4999.6406,0.006401881,7444464,[-0.099  1.15  -3.648 -2.007],4999.6406,12220.517564296722,0.010971115,-1.0,4602.8057,4238.9585,,581.76324,1.0971115,,21100,0.6401881,4.246123,74.59919,4851.287081372537,5409.6323,211,57.598103,4851.287,10.0,4851.287,0.042461228
491.64,40329572.0,0.0024815178,2.0176725,0.4189424,,10.0,0.2481518,100,4999.6636,0.013276519,7493628,[-0.084  1.168 -3.636 -2.03 ],4999.6636,12308.664945363998,0.011912647,-1.0,4947.705,4302.5522,,513.52026,1.1912647,,21200,1.3276519,11.527132,44.601303,4914.883061646935,5817.4897,212,49.562057,4914.8833,10.0,4914.8833,0.115271315
474.6,35143184.0,0.0009308195,2.2287264,0.4189424,,10.0,0.09308195,100,4999.6636,0.011879194,7541088,[-0.102  1.172 -3.643 -2.04 ],4999.6636,12389.350807905197,0.012123572,-1.0,4868.322,4131.3843,,888.33765,1.2123572,,21300,1.1879194,6.4884014,51.018017,4743.715563473816,5782.4663,213,44.868675,4743.716,10.0,4743.716,0.064884014
