EpisodesSoFar,OptimizationReturnMin,OptimizationReturnMax,InitialBound,EpLenMean,TimeElapsed,VarianceInit,InitialReturnMean,ReturnMeanIW,StdIW,EpRewMean,OptimizationReturnMean,Weights,ESSRenyi,ReturnStepMax,InitialReturnMax,ReturnStepMaxmin,EmpiricalD2,StdIWNorm,J_sample_variance,InitialReturnStd,MinIW,LearnableVariance,EpThisIter,MaxIWNorm,MeanIWNorm,InitialReturnMin,ESSClassic,MeanEntropy,MeanIW,Bound,MinIWNorm,TimestepsSoFar,Iteration,MaxIW
13600,,4989.627,4002.1106,461.86,4910.221002817154,-1.0,4614.435,5011.0547,0.84309953,4614.435130530325,4604.454,[-0.111  1.075 -2.519 -2.09 ],63.898624,10.0,4999.608,10.0,1.564979,0.008430995,18375038.0,802.02344,0.09335418,,100,0.047954764,0.010735695,9.9808235,61.853107,0.4189424,1.0735695,4245.042,0.0009335418,2898920,136,4.7954764
13700,,4819.6997,4036.3594,465.3,4992.8458840847015,-1.0,4648.677,5227.971,0.8414673,4648.676683359796,4468.829,[-0.1    1.05  -2.487 -2.039],55.24672,10.0,4999.5474,10.0,1.8100623,0.008414674,16762658.0,858.79114,0.056796767,,100,0.05010259,0.010961687,179.84766,62.921696,0.4189424,1.0961689,4404.169,0.00056796765,2945450,137,5.010259
13800,,4989.585,4084.809,470.05,5079.49656867981,-1.0,4697.129,6431.2275,4.3568354,4697.128590525979,4687.1465,[-0.085  1.037 -2.484 -2.048],15.40541,10.0,4999.567,10.0,6.491226,0.043568354,220938900.0,751.9144,0.04177901,,100,0.39006534,0.015658004,9.98193,11.438653,0.4189424,1.5658007,4871.1675,0.0004177901,2992455,138,39.006535
13900,,4999.476,4052.4724,466.96,5153.646227121353,-1.0,4664.7812,7313.074,3.4895728,4664.781101214786,4664.7812,[-0.107  1.017 -2.496 -2.055],12.807984,10.0,4999.476,10.0,7.80763,0.034895726,271531700.0,660.7273,0.009711905,,100,0.2104338,0.015482762,,16.447872,0.4189424,1.5482761,5602.1543,9.711905e-05,3039151,139,21.04338
14000,,4569.795,4049.384,466.6,5236.510653972626,-1.0,4661.6973,5203.9175,0.840785,4661.6976694944415,4231.9756,[-0.099  1.047 -2.495 -2.014],60.793728,10.0,4999.5166,10.0,1.6449065,0.00840785,15692102.0,716.7549,0.20926291,,100,0.064147234,0.011032347,429.72168,63.258705,0.4189424,1.1032346,4418.602,0.002092629,3085811,140,6.4147234
14100,,4769.6133,4005.2166,462.15,5325.77624630928,-1.0,4617.5293,4753.7983,0.40531635,4617.529452975479,4387.631,[-0.093  1.07  -2.504 -2.005],88.01249,10.0,4999.5117,10.0,1.1362023,0.0040531633,2818838.0,883.6421,0.43813112,,100,0.031817127,0.010460529,229.89856,86.946335,0.4189424,1.0460527,4101.117,0.004381311,3132026,141,3.1817129
14200,,4999.5044,3851.2117,446.83,5399.473779201508,-1.0,4463.523,5424.623,1.8460882,4463.523351330939,4463.523,[-0.099  1.057 -2.509 -1.989],32.471054,10.0,4999.5044,10.0,3.0796661,0.018460881,76345210.0,1123.4202,0.034529712,,100,0.11947438,0.01236835,,30.980598,0.4189424,1.2368351,4350.0786,0.0003452971,3176709,142,11.947438
14300,,4999.449,3684.6282,430.24,5470.593499183655,-1.0,4296.933,4901.9756,0.70715606,4296.933314118747,4296.933,[-0.11   1.062 -2.504 -1.941],61.033577,10.0,4999.449,10.0,1.6384424,0.0070715607,14131505.0,1245.6537,0.13435674,,100,0.041485634,0.0111218635,,71.2112,0.4189424,1.1121864,4118.215,0.0013435674,3219733,143,4.1485634
14400,,4999.5737,3884.4658,450.08,5542.443471193314,-1.0,4496.786,6533.7,2.828228,4496.786497894811,4496.786,[-0.096  1.066 -2.523 -1.941],23.573357,10.0,4999.5737,10.0,4.2420774,0.02828228,183200540.0,1181.7041,0.03961186,,100,0.20639434,0.014507563,,20.8312,0.4189424,1.4507564,5272.547,0.00039611862,3264741,144,20.639435
14500,,4170.0103,3780.2322,439.86,5617.6916880607605,-1.0,4392.5527,6269.918,2.8399236,4392.552124651478,3562.9866,[-0.1    0.966 -2.57  -1.857],20.234756,10.0,4999.5757,10.0,4.941992,0.028399235,137871150.0,903.32654,0.027760318,,100,0.24888349,0.014269969,829.56525,20.158619,0.4189424,1.426997,4908.6934,0.00027760316,3308727,145,24.88835
14600,,4789.731,3783.9592,440.12,5689.125492095947,-1.0,4396.28,4777.4985,1.1555709,4396.279690137218,4186.4346,[-0.101  0.99  -2.568 -1.81 ],55.139023,10.0,4999.576,10.0,1.8135976,0.011555708,17252732.0,1076.1776,0.12964626,,100,0.075632505,0.011418436,209.84544,49.402508,0.4189424,1.1418436,3952.8872,0.0012964625,3352739,146,7.563251
14700,,4989.476,3554.3218,417.4,5760.385508060455,-1.0,4166.628,4782.63,1.0762494,4166.627680830127,4156.6465,[-0.118  0.996 -2.575 -1.814],50.920677,10.0,4999.4575,10.0,1.9638388,0.010762494,17410908.0,997.8773,0.05746305,,100,0.06164005,0.011851763,9.98158,54.805573,0.4189424,1.1851764,3924.5625,0.0005746305,3394479,147,6.1640053
14800,,4789.562,3512.5535,413.25,5827.215162038803,-1.0,4124.8584,5776.351,3.9164467,4124.858666901385,3914.9717,[-0.124  0.976 -2.565 -1.832],11.617551,10.0,4999.449,10.0,8.607666,0.039164465,197686500.0,937.06586,0.008192163,,100,0.2812376,0.01525973,209.8873,13.180361,0.4189424,1.5259728,3979.9202,8.192163e-05,3435804,148,28.123762
14900,,4979.56,3080.7444,370.22,5885.951114654541,-1.0,3693.0579,12331.733,24.387335,3693.0580979402107,3673.097,[-0.149  0.957 -2.555 -1.804],2.237223,10.0,4999.521,10.0,44.698273,0.24387334,7335334400.0,934.3944,0.0019872338,,100,2.4506104,0.033807013,19.96093,1.885464,0.4189424,3.3807013,8238.002,1.9872337e-05,3472826,149,245.06104
15000,,4999.5186,3464.6914,408.38,5959.5119297504425,-1.0,4077.0054,4137.4224,0.19151111,4077.0053057917166,4077.0054,[-0.111  0.897 -2.531 -1.811],97.57745,10.0,4999.5186,10.0,1.0248269,0.001915111,2088497.6,1052.4485,0.66968095,,100,0.017035183,0.010093094,,96.52481,0.4189424,1.0093094,3517.5547,0.0066968095,3513664,150,1.7035183
15100,,4999.5347,3297.2124,391.75,6019.950751066208,-1.0,3909.5278,4422.068,1.2496883,3909.5279253195977,3909.5278,[-0.114  0.911 -2.532 -1.823],51.290188,10.0,4999.5347,10.0,1.9496907,0.012496882,19500916.0,1128.9014,0.093149155,,100,0.06099858,0.012051557,,48.186523,0.4189424,1.2051557,3567.0837,0.00093149155,3552839,151,6.0998583
15200,,4999.455,3111.0588,373.22,6091.481203794479,-1.0,3723.3647,3777.9695,0.14249437,3723.3645338400806,3723.3647,[-0.124  0.884 -2.53  -1.776],97.96879,10.0,4999.455,10.0,1.0207332,0.0014249437,1457390.5,1091.2212,0.589275,,100,0.013566124,0.010205457,,98.08776,0.4189424,1.0205458,3159.3489,0.00589275,3590161,152,1.3566124
15300,,3849.8127,3289.8198,391.05,6162.729099988937,-1.0,3902.1272,6610.603,3.965435,3902.1273407097005,2752.47,[-0.128  0.898 -2.534 -1.788],12.476672,10.0,4999.47,10.0,8.014957,0.03965435,203986140.0,946.67035,0.0142958155,,100,0.33752608,0.015868297,1149.6575,13.802929,0.4189424,1.5868295,4877.117,0.00014295815,3629266,153,33.75261
15400,,4999.381,3265.8044,388.66,6233.083515405655,-1.0,3878.1016,4170.597,0.8988843,3878.101289689593,3878.1016,[-0.131  0.941 -2.538 -1.75 ],62.94546,10.0,4999.381,10.0,1.5886769,0.008988842,8281988.0,1012.28796,0.06591074,,100,0.049052056,0.01151529,,62.13738,0.4189424,1.1515291,3398.8418,0.0006591074,3668132,154,4.9052057
15500,,4999.4023,3086.5615,370.71,6298.930840969086,-1.0,3698.8608,3981.9817,0.6406604,3698.8609215930355,3698.8608,[-0.144  0.939 -2.568 -1.741],74.05327,10.0,4999.4023,10.0,1.3503793,0.006406604,8463099.0,1145.8787,0.12751997,,100,0.037850786,0.010817817,,74.03388,0.4189424,1.0817817,3270.4543,0.0012751996,3705203,155,3.7850785
15600,,4999.4604,2985.5068,360.67,6363.22362613678,-1.0,3597.8135,4490.3105,1.5437789,3597.813248808629,3597.8135,[-0.149  0.951 -2.592 -1.72 ],43.559578,10.0,4999.4604,10.0,2.2957063,0.015437789,57433332.0,1082.7169,0.12798584,,100,0.114439465,0.011510781,,35.730774,0.4189424,1.1510781,3562.569,0.0012798583,3741270,156,11.443947
15700,,4999.484,3188.753,380.97,6431.08944106102,-1.0,3801.0625,5948.1836,4.801822,3801.0625223406537,3801.0625,[-0.142  0.954 -2.576 -1.674],9.7465515,10.0,4999.484,10.0,10.260039,0.048018225,342679520.0,1091.7407,0.002555738,,100,0.33589652,0.016427418,,10.477523,0.4189424,1.642742,3986.878,2.555738e-05,3779367,157,33.589653
15800,,4989.5664,2742.476,336.46,6485.484535217285,-1.0,3354.7935,5356.7515,2.3580225,3354.793162723618,3344.8135,[-0.167  0.933 -2.577 -1.687],27.521051,10.0,4999.546,10.0,3.633582,0.023580221,118695800.0,1044.6364,0.030577142,,100,0.16838396,0.013612002,9.979677,24.994375,0.4189424,1.3612005,4189.5557,0.00030577142,3813013,158,16.838396
15900,,4659.779,3162.004,378.31,6544.666424036026,-1.0,3774.3147,3904.5706,0.38162702,3774.3147235573892,3434.5996,[-0.152  0.98  -2.59  -1.736],86.98786,10.0,4999.4937,10.0,1.1495857,0.0038162703,4004325.5,1064.7236,0.3448165,,100,0.025617355,0.0101045165,339.71497,87.51647,0.4189424,1.0104518,3248.059,0.003448165,3850844,159,2.5617356
16000,,4989.5303,3035.5,365.67,6609.94492650032,-1.0,3647.8132,3882.116,0.40404168,3647.81310868938,3637.8289,[-0.148  0.995 -2.591 -1.743],84.36495,10.0,4999.5146,10.0,1.1853263,0.0040404163,4793087.0,1118.9857,0.2912418,,100,0.021316743,0.010315391,9.984349,86.698715,0.4189424,1.0315392,3215.4744,0.002912418,3887411,160,2.1316743
16100,,4999.4233,3205.6536,382.57,6675.627338647842,-1.0,3817.9553,3914.542,0.29154956,3817.9553364130206,3817.9553,[-0.143  1.011 -2.59  -1.75 ],91.18305,10.0,4999.4233,10.0,1.0966951,0.0029154955,3388138.8,1278.2346,0.53445303,,100,0.017710075,0.01018794,,92.4305,0.4189424,1.018794,3273.3198,0.00534453,3925668,161,1.7710075
16200,,4989.458,3405.1506,402.49,6745.2397356033325,-1.0,4017.4546,5062.7803,1.1801263,4017.454497591947,4007.4746,[-0.138  0.998 -2.586 -1.752],42.480106,10.0,4999.438,10.0,2.354043,0.011801262,31579216.0,1181.4502,0.10347429,,100,0.067814074,0.011921918,9.979863,50.50859,0.4189424,1.192192,4123.3296,0.0010347429,3965917,162,6.7814074
16300,,4989.463,3651.1704,426.96,6820.8298761844635,-1.0,4263.4746,5279.135,1.04924,4263.474716050811,4253.4956,[-0.125  1.021 -2.594 -1.748],39.455902,10.0,4999.442,10.0,2.534475,0.010492399,27175488.0,1102.4203,0.03360761,,100,0.049477406,0.011839008,9.979243,56.008266,0.4189424,1.1839008,4304.3447,0.00033607607,4008613,163,4.9477406
16400,,4999.414,3664.147,428.15,6904.725171089172,-1.0,4276.4478,4922.3623,1.3564578,4276.447784196244,4276.4478,[-0.106  1.028 -2.599 -1.746],38.85555,10.0,4999.414,10.0,2.5736349,0.013564578,48766410.0,1295.2769,0.060395025,,100,0.10689539,0.010809744,,38.840347,0.4189424,1.0809745,3940.0757,0.00060395023,4051428,164,10.689539
16500,,4999.4126,3647.43,426.36,6982.156051635742,-1.0,4259.7305,7737.4517,5.221318,4259.730530107157,4259.7305,[-0.086  1.02  -2.621 -1.761],8.845167,10.0,4999.4126,10.0,11.305609,0.05221318,648612000.0,1482.6433,0.007169799,,100,0.44082594,0.01775461,,10.364365,0.4189424,1.775461,5678.664,7.1697985e-05,4094064,165,44.082596
16600,,4989.5396,3587.6345,420.38,7054.400537252426,-1.0,4199.948,4533.2173,0.50635064,4199.948650287859,4189.9683,[-0.088  1.029 -2.628 -1.688],75.743965,10.0,4999.52,10.0,1.3202372,0.005063507,9169607.0,1570.1467,0.18034625,,100,0.030652758,0.010728386,9.980411,81.782326,0.4189424,1.0728388,3829.6592,0.0018034625,4136102,166,3.065276
16700,,4809.582,3668.1765,428.42,7122.609850406647,-1.0,4280.478,5108.061,0.8254445,4280.477527031472,4090.6438,[-0.077  1.048 -2.639 -1.705],65.195915,10.0,4999.416,10.0,1.5338385,0.008254445,19089552.0,1457.6969,0.22651932,,100,0.04276744,0.011345551,189.83376,65.38821,0.4189424,1.1345551,4349.7373,0.002265193,4178944,167,4.276744
16800,,4829.558,3755.7388,437.14,7196.771416902542,-1.0,4368.041,6594.6753,6.6134853,4368.04102196527,4198.1733,[-0.077  1.073 -2.703 -1.758],12.123164,10.0,4999.426,10.0,8.248672,0.06613485,573267300.0,1389.6555,0.007856256,,100,0.6578287,0.016892187,169.8675,6.1244016,0.4189424,1.6892186,4836.113,7.856256e-05,4222658,168,65.78287
16900,,4989.4043,3622.4277,423.96,7268.889817476273,-1.0,4234.7256,4779.8013,0.9140807,4234.725287028274,4224.7437,[-0.103  1.086 -2.692 -1.722],58.301342,10.0,4999.3857,10.0,1.7152264,0.009140806,20560074.0,1359.2144,0.16327718,,100,0.049946096,0.011040478,9.981305,59.33036,0.4189424,1.1040479,3977.896,0.0016327718,4265054,169,4.99461
17000,,4979.3843,3360.6738,397.95,7334.469784498215,-1.0,3972.9668,11034.836,8.464917,3972.966639274806,3953.0007,[-0.115  1.068 -2.747 -1.687],3.6466053,10.0,4999.3506,10.0,27.422766,0.08464917,1519855600.0,1474.3674,0.0040679765,,100,0.6039356,0.026690578,19.966331,9.04289,0.4189424,2.6690578,7828.457,4.0679763e-05,4304849,170,60.393562
17100,,4999.2773,2874.6438,349.51,7395.4620406627655,-1.0,3486.9277,45365.84,68.78798,3486.9278269621223,3486.9277,[-0.144  1.088 -2.752 -1.643],0.1242878,10.0,4999.2773,10.0,804.5842,0.6878797,119500390000.0,1609.4531,1.9924248e-05,,100,6.5688205,0.09209631,,1.760936,0.4189424,9.209631,27998.287,1.9924248e-07,4339800,171,656.8821
17200,,4999.484,3534.7703,415.34,7465.801379919052,-1.0,4147.0796,4708.802,1.4965509,4147.07970455666,4147.0796,[-0.123  1.038 -2.747 -1.714],42.903656,10.0,4999.484,10.0,2.3308036,0.014965508,44754588.0,1228.933,0.0925169,,100,0.11918058,0.011892843,,38.70753,0.4189424,1.1892843,3773.9912,0.000925169,4381334,172,11.918058
17300,,4649.707,3601.0593,422.09,7533.746723651886,-1.0,4213.368,4639.4497,0.7731014,4213.367796887251,3863.5981,[-0.137  1.077 -2.731 -1.713],60.12039,10.0,4999.4766,10.0,1.6633291,0.0077310144,13076384.0,958.8686,0.07838848,,100,0.04173761,0.010560124,349.76947,65.105736,0.4189424,1.0560124,3849.755,0.0007838848,4423543,173,4.173761
17400,,4989.416,3802.8335,442.13,7603.380163908005,-1.0,4415.1323,4685.498,0.4923916,4415.132215733296,4405.1523,[-0.122  1.068 -2.737 -1.713],80.29957,10.0,4999.396,10.0,1.2453367,0.004923915,5706549.5,982.5281,0.37761438,,100,0.032800063,0.010558881,9.979984,82.13803,0.4189424,1.0558882,4002.2056,0.0037761438,4467756,174,3.2800064
17500,,4999.442,3583.501,420.17,7676.217312574387,-1.0,4195.805,5274.7812,2.3521879,4195.8053096640615,4195.805,[-0.123  1.063 -2.744 -1.731],25.082354,10.0,4999.442,10.0,3.9868667,0.023521878,124120070.0,1261.4235,0.035333883,,100,0.14406961,0.0128173055,,22.894644,0.4189424,1.2817305,4052.185,0.0003533388,4509773,175,14.406961
17600,,4999.4316,3602.9717,422.14,7743.60715508461,-1.0,4215.274,4893.4395,0.6934631,4215.274433410166,4215.274,[-0.119  1.088 -2.759 -1.696],66.03995,10.0,4999.4316,10.0,1.514235,0.006934631,13865456.0,1251.7042,0.14767618,,100,0.04293851,0.011206932,,72.31236,0.4189424,1.1206932,4139.9746,0.0014767618,4551987,176,4.2938514
17700,,4989.4404,3666.8096,428.43,7802.190237998962,-1.0,4279.1123,4709.1196,0.75726473,4279.111985835529,4269.13,[-0.106  1.098 -2.784 -1.708],63.710354,10.0,4999.4224,10.0,1.5696036,0.007572647,16314297.0,1331.801,0.09317605,,100,0.051660642,0.010666762,9.981822,66.48937,0.4189424,1.0666761,3942.0046,0.00093176047,4594830,177,5.1660643
17800,,4989.444,3661.628,427.79,7875.618659496307,-1.0,4273.929,4364.3823,0.22390234,4273.929690295613,4263.95,[-0.092  1.075 -2.796 -1.704],93.66526,10.0,4999.4233,10.0,1.0676317,0.0022390233,3575784.8,1461.8356,0.43614534,,100,0.015241576,0.010154314,9.9795685,95.36343,0.4189424,1.0154314,3731.7139,0.0043614535,4637609,178,1.5241576
17900,,4999.433,3719.636,433.61,7957.604068517685,-1.0,4331.9395,4567.9727,0.30045414,4331.939492362354,4331.9395,[-0.087  1.083 -2.802 -1.718],90.805115,10.0,4999.433,10.0,1.1012596,0.0030045414,4315522.0,1309.4512,0.47375074,,100,0.01792343,0.010179018,,91.985725,0.4189424,1.0179018,3925.4163,0.004737507,4680970,179,1.792343
18000,,4859.57,4134.7856,474.98,8043.180954456329,-1.0,4747.0923,5751.1313,1.4975873,4747.092631957998,4607.1973,[-0.084  1.053 -2.861 -1.689],32.96097,10.0,4999.4653,10.0,3.0338912,0.014975873,53499916.0,766.0914,0.0032606083,,100,0.08899863,0.012028533,139.89561,39.214176,0.4189424,1.2028531,4684.611,3.2606084e-05,4728468,180,8.899863
18100,,4999.441,3963.9832,457.89,8118.873636007309,-1.0,4576.287,55723.895,145.87479,4576.287371354602,4576.287,[-0.068  1.065 -2.865 -1.664],0.08485281,10.0,4999.441,10.0,1178.5114,1.4587479,283086620000.0,1073.574,0.0012854582,,100,14.666697,0.15247554,,1.0807384,0.4189424,15.247553,34703.836,1.2854582e-05,4774257,181,1466.6697
18200,,4989.445,3662.9497,428.02,8194.98591041565,-1.0,4275.2515,5223.6904,1.8488512,4275.251814369049,4265.2695,[-0.112  1.05  -2.876 -1.617],38.035637,10.0,4999.427,10.0,2.6291134,0.018488511,71608490.0,1302.7319,0.12338448,,100,0.13806354,0.01184279,9.982067,29.093227,0.4189424,1.184279,4230.8706,0.0012338448,4817059,182,13.8063545
18300,,4999.4,3732.253,434.9,8267.90632033348,-1.0,4344.552,5431.806,1.0887154,4344.551776995031,4344.552,[-0.097  1.015 -2.883 -1.625],45.013058,10.0,4999.4,10.0,2.2215776,0.010887154,28489288.0,1271.2764,0.01408347,,100,0.058083877,0.012449449,,56.664738,0.4189424,1.244945,4519.1772,0.0001408347,4860549,183,5.8083878
18400,,4999.456,4000.9958,461.65,8345.685827493668,-1.0,4613.302,6102.1353,2.0910642,4613.302040010159,4613.302,[-0.076  0.984 -2.887 -1.575],32.113785,10.0,4999.456,10.0,3.1139276,0.020910641,112411620.0,1095.503,0.012396261,,100,0.17914896,0.012738859,,27.067472,0.4189424,1.2738861,5021.6406,0.00012396261,4906714,184,17.914896
18500,,4999.524,4101.7827,471.71,8418.208969116211,-1.0,4714.0967,5770.9272,1.2202395,4714.097031482905,4714.0967,[-0.076  0.997 -2.92  -1.64 ],41.688953,10.0,4999.524,10.0,2.398717,0.012202395,38615500.0,874.4248,0.03938993,,100,0.07335635,0.011926302,,48.855892,0.4189424,1.19263,4822.588,0.0003938993,4953885,185,7.335635
18600,,4999.521,4322.757,493.65,8485.907514333725,-1.0,4935.071,4983.2954,0.17721286,4935.07110435033,4935.071,[-0.07   0.974 -2.955 -1.664],96.389595,10.0,4999.521,10.0,1.0374564,0.0017721287,1042000.25,503.55414,0.5507555,,100,0.015295907,0.010097403,,97.0119,0.4189424,1.0097405,4359.6196,0.005507555,5003250,186,1.5295907
18700,,4989.4985,4154.675,476.96,8573.696840286255,-1.0,4766.984,9697.953,8.173684,4766.983950554676,4757.0024,[-0.065  0.97  -2.97  -1.656],3.8393466,10.0,4999.4805,10.0,26.046099,0.081736825,1677994600.0,822.1741,0.0012566682,,100,0.7846478,0.0197597,9.981987,5.5215125,0.4189424,1.9759701,6573.0117,1.2566682e-05,5050946,187,78.46478
18800,,1370.1736,4322.606,493.65,8650.506558179855,-1.0,4934.93,20380.79,39.730236,4934.930350943498,1305.4976,[-0.054  0.911 -2.953 -1.686],0.6786244,10.0,4999.6064,10.0,147.35692,0.39730236,697419800.0,247.56892,0.0019851266,,100,3.992079,0.04795151,3629.4329,1.4357594,0.4189424,4.795151,12947.744,1.9851266e-05,5100311,188,399.20792
18900,,4999.521,4066.8054,468.28,8731.76939201355,-1.0,4679.119,5611.43,1.183609,4679.1191054354385,4679.119,[-0.084  0.985 -2.936 -1.66 ],42.591434,10.0,4999.521,10.0,2.34789,0.01183609,34618904.0,773.76605,0.060632043,,100,0.06035698,0.011938695,,50.43156,0.4189424,1.1938695,4673.1924,0.0006063204,5147139,189,6.035698
19000,,3859.8853,4120.787,473.65,8801.462278604507,-1.0,4733.099,7225.3433,2.5173721,4733.098826105692,3593.4785,[-0.085  0.938 -2.974 -1.656],18.260862,10.0,4999.506,10.0,5.4761925,0.025173722,98905610.0,702.193,0.0233053,,100,0.15052879,0.015069486,1139.6207,26.381035,0.4189424,1.5069487,5792.456,0.000233053,5194504,190,15.052879
19100,,4999.4653,3967.2878,458.29,8875.3285176754,-1.0,4579.595,4894.8267,0.52323973,4579.5952292452475,4579.595,[-0.08   0.97  -2.968 -1.623],77.76253,10.0,4999.4653,10.0,1.2859664,0.0052323975,7057549.5,1113.3142,0.27533793,,100,0.026716776,0.010808777,,81.01489,0.4189424,1.0808778,4200.468,0.0027533793,5240333,191,2.6716776
19200,,4989.5615,4061.547,467.72,8955.07470703125,-1.0,4673.8633,4944.999,0.4851461,4673.863351594329,4663.884,[-0.08   0.993 -2.971 -1.622],81.265465,10.0,4999.541,10.0,1.230535,0.004851461,6272507.5,923.59576,0.28273538,,100,0.03360283,0.010516722,9.9796,82.453415,0.4189424,1.0516722,4265.76,0.0028273538,5287105,192,3.360283
19300,,4979.4854,4053.595,466.92,9036.905193328857,-1.0,4665.901,11465.419,13.22873,4665.9008834783235,4645.9336,[-0.083  0.968 -2.978 -1.615],1.8647584,10.0,4999.4526,10.0,53.62625,0.13228731,4343082500.0,918.86316,0.0017322237,,100,1.3219856,0.023820117,19.967155,3.140464,0.4189424,2.3820117,6981.51,1.7322236e-05,5333797,193,132.19856
19400,,4989.532,4102.0615,471.81,9121.547546386719,-1.0,4714.3745,4996.049,0.39856416,4714.374471407732,4704.3945,[-0.093  0.928 -2.998 -1.671],82.30306,10.0,4999.512,10.0,1.2150216,0.0039856415,4734133.5,700.6007,0.22582355,,100,0.023911837,0.010407576,9.980142,87.210175,0.4189424,1.0407577,4321.109,0.0022582354,5380978,194,2.3911839
19500,,4999.5347,4018.0693,463.45,9204.603739500046,-1.0,4630.385,4852.4434,0.46649283,4630.38475241772,4630.385,[-0.087  0.941 -3.006 -1.666],80.61158,10.0,4999.5347,10.0,1.2405165,0.0046649287,5515195.0,842.0159,0.2306897,,100,0.02715162,0.010551891,,83.6507,0.4189424,1.0551891,4170.4556,0.002306897,5427323,195,2.715162
19600,,4999.4585,3865.8257,448.29,9285.306462049484,-1.0,4478.132,6101.334,2.6736546,4478.1316982660555,4478.132,[-0.085  0.919 -3.    -1.669],18.874924,10.0,4999.4585,10.0,5.2980347,0.026736544,178497630.0,1032.9419,0.009448299,,100,0.24330488,0.012897388,,18.877148,0.4189424,1.2897389,4691.961,9.448299e-05,5472152,196,24.330488
19700,,4979.553,4251.3228,486.54,9365.65751862526,-1.0,4863.6377,6250.7935,2.1182158,4863.637182792947,4843.67,[-0.063  0.923 -2.999 -1.654],25.922644,10.0,4999.521,10.0,3.8576312,0.021182155,112868770.0,609.392,0.012095477,,100,0.16665196,0.012645559,19.967693,26.275358,0.4189424,1.2645562,5048.157,0.00012095477,5520806,197,16.665197
19800,,4999.5483,4161.4834,477.55,9446.418291568756,-1.0,4773.801,5134.371,0.5563959,4773.800951023971,4773.801,[-0.064  1.005 -3.076 -1.775],64.03195,10.0,4999.5483,10.0,1.5617204,0.005563959,8924520.0,975.97687,0.02660809,,100,0.03156708,0.010678458,,78.647995,0.4189424,1.0678458,4369.1655,0.0002660809,5568561,198,3.1567082
19900,,4999.6265,4258.379,487.22,9528.961042165756,-1.0,4870.706,5473.0835,1.2057295,4870.705653384937,4870.706,[-0.048  1.003 -3.078 -1.786],60.574722,10.0,4999.6265,10.0,1.6508536,0.012057295,30972100.0,695.0082,0.2941218,,100,0.10309116,0.011359171,,47.021324,0.4189424,1.1359172,4686.332,0.002941218,5617283,199,10.309116
20000,,4999.596,4260.08,487.39,9615.40685081482,-1.0,4872.404,5199.0796,0.37063578,4872.403878662657,4872.404,[-0.065  1.006 -3.089 -1.778],79.87857,10.0,4999.596,10.0,1.2519002,0.0037063574,3754839.0,589.7784,0.11294718,,100,0.0233033,0.010633494,,89.16704,0.4189424,1.0633494,4513.9614,0.0011294718,5666022,200,2.3303301
20100,,4809.6997,4306.236,491.96,9694.050089359283,-1.0,4918.561,8291.986,2.954266,4918.561147684974,4728.6465,[-0.054  1.018 -3.108 -1.78 ],15.667117,10.0,4999.6143,10.0,6.3827953,0.02954266,204703870.0,543.6657,0.01646892,,100,0.20657818,0.016706511,189.91467,24.230688,0.4189424,1.6706512,6744.996,0.00016468919,5715218,201,20.657818
20200,,4999.573,4230.1343,484.36,9783.236537694931,-1.0,4842.4546,5273.9453,0.5395062,4842.454878702216,4842.4546,[-0.051  1.047 -3.135 -1.736],80.72724,10.0,4999.573,10.0,1.2387393,0.005395062,7302309.5,854.2923,0.32873183,,100,0.04388799,0.010901603,,80.32688,0.4189424,1.0901603,4592.4414,0.0032873182,5763654,202,4.388799
20300,,4989.5215,4303.4355,491.68,9875.25047159195,-1.0,4915.747,5822.2954,2.7697835,4915.746750395962,4905.7676,[-0.058  1.016 -3.157 -1.694],28.679697,10.0,4999.5005,10.0,3.486787,0.027697833,193352800.0,546.2862,0.0843642,,100,0.26390946,0.011797007,9.9792185,15.355106,0.4189424,1.1797007,4678.93,0.000843642,5812822,203,26.390945
20400,,4989.5947,4231.5654,484.59,9964.149376392365,-1.0,4843.8853,2500714.2,5561.167,4843.885247311591,4833.9053,[-0.084  1.025 -3.167 -1.703],5.3982683e-05,10.0,4999.5747,10.0,1852445.9,55.611668,621238200000000.0,585.63416,4.3232937e-08,,100,558.9241,5.5950074,9.980159,1.0020646,0.4189424,559.5008,1667318.1,4.3232937e-10,5861281,204,55892.406
20500,,4999.516,3547.3147,416.65,10035.41213464737,-1.0,4159.6284,4992.151,0.8002848,4159.628367111831,4159.6284,[-0.132  0.97  -3.167 -1.731],58.36682,10.0,4999.516,10.0,1.7133021,0.008002847,16983732.0,965.3882,0.2302817,,100,0.040369805,0.011531663,,67.49366,0.4189424,1.1531663,4190.675,0.0023028168,5902946,205,4.0369806
20600,,4989.5454,3725.9521,434.4,10101.293957233429,-1.0,4338.267,14264.126,15.848432,4338.266743334375,4328.285,[-0.127  1.005 -3.157 -1.733],1.8272976,10.0,4999.527,10.0,54.725624,0.15848431,6319179300.0,919.64655,0.0029832511,,100,1.5881915,0.028906183,9.981244,3.2195597,0.4189424,2.8906183,9734.422,2.983251e-05,5946386,206,158.81915
