EpisodesSoFar,OptimizationReturnMin,OptimizationReturnMax,InitialBound,EpLenMean,TimeElapsed,VarianceInit,InitialReturnMean,ReturnMeanIW,StdIW,EpRewMean,OptimizationReturnMean,Weights,ESSRenyi,ReturnStepMax,InitialReturnMax,ReturnStepMaxmin,EmpiricalD2,StdIWNorm,J_sample_variance,InitialReturnStd,MinIW,LearnableVariance,EpThisIter,MaxIWNorm,MeanIWNorm,InitialReturnMin,ESSClassic,MeanEntropy,MeanIW,Bound,MinIWNorm,TimestepsSoFar,Iteration,MaxIW
6500,,1999.6638,1075.8784,143.39,903.7830362319946,-1.0,1423.6475,1537.8746,0.36633116,1423.6475649003362,583.7889,[-0.563  0.965 -2.314 -1.721],90.434875,10.0,2839.5225,10.0,1.1057681,0.0036633112,1078450.4,393.50702,0.55727357,,100,0.023768146,0.010772087,839.85864,89.6338,0.4189424,1.0772085,1172.1763,0.0055727353,617499,65,2.3768146
6600,,2919.6401,926.4791,129.43,925.7836441993713,-1.0,1284.0607,1470.5465,0.866071,1284.060644441447,1284.0607,[-0.534  0.921 -2.289 -1.699],64.716064,10.0,2919.6401,10.0,1.5452114,0.0086607095,3511873.0,471.03632,0.10720423,,100,0.05685447,0.010728997,,60.546925,0.4189424,1.0728997,1026.0494,0.0010720423,630442,66,5.685447
6700,,2419.7295,1001.2274,130.78,948.8641755580902,-1.0,1297.5825,1416.1366,0.5225824,1297.5824722234593,1297.5825,[-0.52   0.898 -2.289 -1.744],79.26487,10.0,2419.7295,10.0,1.261593,0.005225824,680155.1,365.62567,0.31471434,,100,0.028567394,0.010783578,,80.98173,0.4189424,1.0783578,1083.2686,0.0031471434,643520,67,2.8567395
6800,,3589.2556,856.7591,130.78,969.1635565757751,-1.0,1297.5739,1345.9938,0.27121592,1297.5739109723738,1287.5923,[-0.508  0.892 -2.297 -1.781],92.92555,10.0,3599.2373,10.0,1.0761303,0.002712159,519880.8,492.23508,0.55706096,,100,0.02147968,0.010319301,9.981581,93.53868,0.4189424,1.0319302,888.70715,0.0055706096,656598,68,2.147968
6900,,2759.5874,988.4769,133.79,993.1203737258911,-1.0,1327.6782,14433.153,78.43539,1327.6783509199872,1317.6981,[-0.502  0.881 -2.296 -1.8  ],0.28151554,10.0,2769.5676,10.0,355.22018,0.78435373,19028357000.0,415.594,0.0014888357,,100,7.8864646,0.08271817,9.980194,1.0999539,0.4189424,8.271818,8040.128,1.4888356e-05,669977,69,788.6465
7000,,3189.4856,1073.1915,147.53,1016.702588558197,-1.0,1465.0444,1735.8612,0.99536246,1465.0444966537957,1455.064,[-0.35   0.728 -2.288 -1.649],61.763046,10.0,3199.4663,10.0,1.6190912,0.009953625,4357920.5,512.7206,0.17843917,,100,0.07467161,0.011092181,9.980611,55.394115,0.4189424,1.1092182,1237.2537,0.0017843917,684730,70,7.4671617
7100,,3569.71,1024.8463,147.35,1040.854463815689,-1.0,1463.2675,1536.8845,0.42400977,1463.2674129128543,1453.285,[-0.317  0.697 -2.276 -1.652],87.95787,10.0,3579.6924,10.0,1.1369079,0.004240098,998893.2,482.4119,0.431277,,100,0.024613116,0.010167036,9.98245,85.18429,0.4189424,1.0167036,1069.4143,0.00431277,699465,71,2.4613116
7200,,4689.4023,1016.7727,160.26,1069.7336966991425,-1.0,1592.3271,1727.3474,0.47940168,1592.3272728515308,1582.3464,[-0.314  0.711 -2.285 -1.685],81.531784,10.0,4699.3833,10.0,1.2265155,0.0047940165,1882781.2,600.32446,0.30387506,,100,0.024793757,0.010174739,9.980865,81.83307,0.4189424,1.0174739,1089.9313,0.0030387505,715491,72,2.4793758
7300,,2959.561,1252.7402,172.1,1097.7959260940552,-1.0,1710.7203,1819.9698,0.3350824,1710.7201272036775,930.89166,[-0.314  0.735 -2.278 -1.678],89.690445,10.0,3739.3896,10.0,1.114946,0.003350824,1362912.4,609.19257,0.45787394,,100,0.019770682,0.010440378,779.8285,90.66119,0.4189424,1.0440378,1336.3844,0.0045787394,732701,73,1.9770683
7400,,2519.6045,1266.9248,169.23,1122.0770258903503,-1.0,1682.0352,1728.9384,0.30987805,1682.0352112361825,812.2774,[-0.317  0.764 -2.27  -1.712],91.86912,10.0,3389.3623,10.0,1.088505,0.0030987803,1199228.9,558.2606,0.3711308,,100,0.020143555,0.010420958,869.7579,91.87603,0.4189424,1.0420958,1295.8477,0.003711308,749624,74,2.0143557
7500,,3549.58,1198.2098,164.32,1153.2331838607788,-1.0,1632.9429,1802.0919,0.5897027,1632.9428204596024,1632.9429,[-0.313  0.759 -2.273 -1.735],76.08839,10.0,3549.58,10.0,1.314261,0.0058970274,2424608.2,618.33887,0.22545756,,100,0.040440872,0.010571959,,76.26953,0.4189424,1.0571959,1303.7087,0.0022545755,766056,75,4.0440874
7600,,3549.4922,1215.9996,166.1,1186.3138847351074,-1.0,1650.7219,1698.1571,0.14330924,1650.7218814627568,1650.7219,[-0.328  0.785 -2.267 -1.712],97.93198,10.0,3549.4922,10.0,1.021117,0.0014330925,327232.97,482.00342,0.7622434,,100,0.014885659,0.010224296,,98.073204,0.4189424,1.0224296,1258.8689,0.007622434,782666,76,1.4885659
7700,,3679.7803,1159.1577,173.03,1220.6349663734436,-1.0,1720.019,2078.0798,1.1435598,1720.0189721419122,820.386,[-0.335  0.808 -2.253 -1.733],52.29059,10.0,4579.413,10.0,1.91239,0.011435598,6399764.0,617.93445,0.10847731,,100,0.07747386,0.010616476,899.63293,46.290634,0.4189424,1.0616478,1302.4692,0.0010847731,799969,77,7.7473855
7800,,4979.2017,1200.1033,182.26,1254.8403494358063,-1.0,1812.3743,1859.6462,0.16106176,1812.3743939719802,1792.4044,[-0.312  0.812 -2.246 -1.727],97.914345,10.0,4999.172,10.0,1.0213008,0.0016106176,901155.5,765.0517,0.68674076,,100,0.014798667,0.010127698,19.970024,97.53332,0.4189424,1.0127698,1240.8887,0.0068674074,818195,78,1.4798667
7900,,4419.338,1252.0984,180.49,1289.516625404358,-1.0,1794.5769,2316.4705,2.0073535,1794.57699497092,1784.5964,[-0.311  0.819 -2.198 -1.736],37.76082,10.0,4429.3184,10.0,2.6482477,0.020073535,23646286.0,622.5087,0.105738156,,100,0.16806991,0.012195769,9.980663,26.960524,0.4189424,1.219577,1433.6714,0.0010573815,836244,79,16.806992
8000,,4379.345,1344.2549,189.22,1323.6360273361206,-1.0,1881.8354,2040.2443,0.6798557,1881.8355546574974,1871.8547,[-0.3    0.853 -2.185 -1.72 ],75.64291,10.0,4389.326,10.0,1.322001,0.006798557,4628120.5,629.27216,0.2835374,,100,0.061115846,0.0102023,9.980809,69.24942,0.4189424,1.0202298,1422.1433,0.0028353739,855166,80,6.1115847
8100,,4509.5474,1370.5254,199.31,1350.8822898864746,-1.0,1982.8057,4722.1904,8.294476,1982.8057557398802,1493.1049,[-0.293  0.857 -2.185 -1.688],5.4350967,10.0,4999.248,10.0,18.398937,0.08294475,715839550.0,704.9675,0.0017025949,,100,0.8267584,0.01540777,489.70078,3.335557,0.4189424,1.5407768,2095.8762,1.7025948e-05,875097,81,82.67584
8200,,4079.1782,1638.2598,214.83,1393.2637767791748,-1.0,2137.855,3076.2117,2.0076685,2137.8549430974867,2137.855,[-0.273  0.931 -2.176 -1.727],23.466087,10.0,4079.1782,10.0,4.261469,0.020076683,28006720.0,638.67444,0.0128781535,,100,0.13969938,0.014807304,,35.231544,0.4189424,1.4807304,2044.881,0.00012878152,896580,82,13.969939
8300,,4509.2275,1613.8655,217.66,1432.6525568962097,-1.0,2166.1313,7178.847,13.957703,2166.1311652090003,2166.1313,[-0.309  0.964 -2.15  -1.712],3.9167335,10.0,4509.2275,10.0,25.531479,0.13957702,988881400.0,798.2433,0.0031563924,,100,1.3322256,0.030523205,,4.563988,0.4189424,3.0523202,4388.323,3.1563923e-05,918346,83,133.22256
8400,,4998.7627,1614.9075,223.76,1469.223474740982,-1.0,2227.1282,2353.6965,0.5266454,2227.12817161678,2227.1282,[-0.283  0.998 -2.162 -1.661],82.066154,10.0,4998.7627,10.0,1.2185291,0.0052664536,3268966.2,909.5968,0.303934,,100,0.038953364,0.010115816,,78.67567,0.4189424,1.0115818,1677.8842,0.00303934,940722,84,3.8953366
8500,,4998.4507,1488.2979,211.09,1505.6666104793549,-1.0,2100.4802,2205.7966,0.39107397,2100.4804671761913,2100.4802,[-0.27   0.992 -2.165 -1.669],86.56613,10.0,4998.4507,10.0,1.1551862,0.0039107394,1852970.6,905.6783,0.3255857,,100,0.018958913,0.010162061,,87.10045,0.4189424,1.0162061,1547.8252,0.003255857,961831,85,1.8958914
8600,,4989.1216,1943.5349,256.62,1551.5975272655487,-1.0,2555.7976,2815.2253,0.6112535,2555.7974899056367,2545.8174,[-0.264  0.979 -2.172 -1.681],74.08719,10.0,4999.1016,10.0,1.349761,0.0061125346,5865275.0,901.9098,0.29996032,,100,0.031951826,0.010500607,9.980021,74.69069,0.4189424,1.0500607,2103.9036,0.002999603,987493,86,3.1951826
8700,,4999.039,1852.7684,247.54,1595.9082946777344,-1.0,2465.0232,2850.3818,0.91277814,2465.023285011927,2465.0232,[-0.259  1.002 -2.188 -1.685],61.81652,10.0,4999.039,10.0,1.6176906,0.009127781,8530817.0,895.93365,0.16799036,,100,0.06242037,0.011006739,,59.251453,0.4189424,1.100674,2071.6646,0.0016799035,1012247,87,6.242037
8800,,4979.316,1794.8608,241.75,1636.239553451538,-1.0,2407.1455,2538.915,0.39715633,2407.1454035718257,2387.1794,[-0.243  0.992 -2.196 -1.705],88.869446,10.0,4999.2817,10.0,1.1252462,0.003971563,2224021.5,976.9966,0.39859122,,100,0.0296277,0.010340767,19.965881,87.145294,0.4189424,1.0340766,1889.4182,0.003985912,1036422,88,2.96277
8900,,4988.625,1759.1375,238.16,1681.6910679340363,-1.0,2371.339,115225.69,270.3176,2371.3390723778944,2361.3594,[-0.235  0.987 -2.218 -1.715],0.074336745,10.0,4998.605,10.0,1345.2297,2.7031758,1283241500000.0,1172.9469,3.1527397e-05,,100,27.173891,0.27840358,9.979797,1.0495871,0.4189424,27.840357,92771.74,3.1527398e-07,1060238,89,2717.3892
9000,,4179.5557,2045.0159,266.77,1737.2679030895233,-1.0,2657.287,6448.2754,9.351967,2657.2872173138526,1837.6694,[-0.251  1.007 -2.166 -1.885],4.513211,10.0,4999.1733,10.0,22.157175,0.093519665,807808260.0,841.5042,0.0024965643,,100,0.7772063,0.01934655,819.6179,4.103948,0.4189424,1.934655,3566.2288,2.4965642e-05,1086915,90,77.720634
9100,,4999.2676,2118.6943,274.12,1788.3249130249023,-1.0,2730.9768,3028.5273,0.4295225,2730.9768317098046,2730.9768,[-0.225  1.045 -2.175 -1.862],85.5746,10.0,4999.2676,10.0,1.168571,0.0042952253,3883663.5,1088.329,0.3273406,,100,0.029533204,0.010818051,,86.38244,0.4189424,1.081805,2366.647,0.003273406,1114327,91,2.9533205
9200,,4809.3716,2197.0144,281.95,1838.1397042274475,-1.0,2809.2893,3788.9033,2.1858706,2809.28957125576,2619.455,[-0.227  1.075 -2.187 -1.875],31.648611,10.0,4999.206,10.0,3.1596963,0.021858707,60250660.0,1079.5282,0.025415793,,100,0.18062258,0.01338184,189.8344,27.261385,0.4189424,1.3381842,2700.5513,0.00025415793,1142522,92,18.062258
9300,,4999.283,2353.7893,297.62,1889.0952544212341,-1.0,2966.0737,7139.207,11.505399,2966.074005445071,2966.0737,[-0.26   1.139 -2.25  -1.914],3.5429518,10.0,4999.283,10.0,28.225052,0.11505399,1090026200.0,996.1959,0.0010551146,,100,1.073735,0.023480203,,3.9983342,0.4189424,2.34802,3886.307,1.0551145e-05,1172284,93,107.3735
9400,,4998.92,2220.5933,284.33,1944.651920080185,-1.0,2832.8335,3939.7617,2.943415,2832.8335717218397,2832.8335,[-0.234  1.072 -2.293 -1.947],29.141647,10.0,4998.92,10.0,3.431515,0.029434146,77862730.0,966.73444,0.050426453,,100,0.28715256,0.012931976,,16.179869,0.4189424,1.2931975,2805.6267,0.00050426455,1200717,94,28.715256
9500,,4989.3965,2563.7273,318.56,1998.9962213039398,-1.0,3176.0234,4291.9375,1.6571872,3176.0237353987786,3166.042,[-0.204  1.04  -2.261 -1.947],35.500553,10.0,4999.3784,10.0,2.8168576,0.016571872,39472970.0,1085.2887,0.04049612,,100,0.1109253,0.012792772,9.982016,37.340126,0.4189424,1.2792773,3264.29,0.00040496117,1232573,95,11.09253
9600,,4989.4287,2621.0977,324.31,2052.850368499756,-1.0,3233.3977,3322.991,0.3044871,3233.397685967082,3223.4175,[-0.19   1.024 -2.305 -1.988],91.37069,10.0,4999.4087,10.0,1.0944428,0.0030448707,3138663.8,1031.3127,0.53113914,,100,0.01859255,0.010000124,9.979901,91.515594,0.4189424,1.0000125,2682.4294,0.0053113913,1265004,96,1.859255
9700,,4989.442,2714.5627,333.64,2110.689885854721,-1.0,3326.8643,3437.5024,0.4233189,3326.864631754013,3316.8838,[-0.189  1.042 -2.308 -1.994],85.752815,10.0,4999.4224,10.0,1.1661425,0.004233189,4637759.5,1109.4996,0.3254288,,100,0.026560778,0.0099942945,9.980621,84.788605,0.4189424,0.9994294,2776.2896,0.003254288,1298368,97,2.6560779
9800,,4989.558,2929.4497,355.09,2168.0354228019714,-1.0,3541.7664,4915.6104,2.5146847,3541.765919040271,3531.7856,[-0.182  1.036 -2.291 -2.006],23.648523,10.0,4999.5386,10.0,4.228594,0.025146846,113020300.0,1042.1185,0.029742787,,100,0.22868416,0.012352797,9.980636,19.439522,0.4189424,1.2352796,3656.4717,0.00029742785,1333877,98,22.868416
9900,,4999.508,3212.4922,383.34,2231.047625541687,-1.0,3824.804,4145.16,0.6600528,3824.8042755707766,3824.804,[-0.156  1.02  -2.298 -2.021],70.45749,10.0,4999.508,10.0,1.4192955,0.006600528,8807687.0,1008.3921,0.20951101,,100,0.03814625,0.010491097,,71.64164,0.4189424,1.0491097,3415.687,0.00209511,1372211,99,3.814625
10000,,4999.369,3074.275,369.53,2300.504613876343,-1.0,3686.57,5543.6875,2.014223,3686.5701938698535,3686.57,[-0.147  1.03  -2.304 -2.009],30.513144,10.0,4999.369,10.0,3.2772763,0.020142231,96551624.0,1190.8994,0.055432692,,100,0.11875623,0.013976396,,32.49979,0.4189424,1.3976398,4435.2344,0.0005543269,1409164,100,11.875623
10100,,4989.5596,3479.7021,409.92,2367.546448945999,-1.0,4092.0186,5041.786,1.3568377,4092.018790125822,4082.036,[-0.137  1.035 -2.307 -1.957],51.710415,10.0,4999.5425,10.0,1.9338465,0.013568378,31471540.0,1063.8698,0.17144798,,100,0.09937829,0.0124669345,9.982723,45.776974,0.4189424,1.2466934,4190.2817,0.0017144798,1450156,101,9.937829
10200,,4989.5566,2971.2776,359.26,2439.0130746364594,-1.0,3583.5938,3730.5374,0.24648374,3583.5934685677175,3573.614,[-0.146  0.997 -2.356 -1.902],93.424995,10.0,4999.536,10.0,1.0703773,0.0024648374,2904565.0,1233.0098,0.5336048,,100,0.017575018,0.010348382,9.979557,94.63133,0.4189424,1.0348381,3097.0415,0.005336048,1486082,102,1.7575018
10300,,4999.3545,3201.8845,382.24,2510.617170572281,-1.0,3814.1782,4535.3823,1.6293297,3814.178080694307,3814.1782,[-0.152  1.024 -2.356 -1.925],34.525074,10.0,4999.3545,10.0,2.8964455,0.016293297,45754990.0,1146.6069,0.06489825,,100,0.0879795,0.01164693,,33.81784,0.4189424,1.1646929,3493.3235,0.00064898253,1524306,103,8.797951
10400,,4799.6714,3229.9744,385.05,2584.8694319725037,-1.0,3842.2856,6504.9033,6.5483866,3842.2854964195194,3642.4563,[-0.141  1.012 -2.367 -1.969],7.6057696,10.0,4999.5005,10.0,13.147913,0.06548386,679732900.0,1088.0615,0.008770123,,100,0.64002717,0.016304525,199.82889,5.837483,0.4189424,1.6304524,4284.6597,8.770123e-05,1562811,104,64.002716
10500,,4969.615,3133.8306,375.46,2660.3797018527985,-1.0,3746.1494,9996.09,13.197017,3746.149207320145,3716.2046,[-0.137  0.947 -2.372 -1.987],3.4263477,10.0,4999.5596,10.0,29.185596,0.13197015,3586662100.0,1049.8915,0.007985498,,100,1.325868,0.023070073,29.94423,2.9653323,0.4189424,2.3070076,6688.119,7.985497e-05,1600357,105,132.5868
10600,,4989.4746,3686.1362,430.49,2736.2716891765594,-1.0,4298.4424,4652.384,0.6050398,4298.4427301567375,4288.4624,[-0.102  0.931 -2.369 -2.009],83.97766,10.0,4999.455,10.0,1.1907929,0.006050397,8865071.0,920.9731,0.2557411,,100,0.04598359,0.010828268,9.980463,76.20718,0.4189424,1.0828266,3984.2146,0.0025574109,1643406,106,4.598359
10700,,3070.2158,3794.2007,441.27,2810.58362865448,-1.0,4406.5293,4569.8276,0.45627493,4406.529400369098,2477.1074,[-0.096  0.897 -2.361 -1.964],81.69188,10.0,4999.6377,10.0,1.2241119,0.0045627495,6194000.0,757.86926,0.30998892,,100,0.02693618,0.010323913,1929.4219,83.65905,0.4189424,1.0323913,3892.3503,0.003099889,1687533,107,2.693618
10800,,4999.5303,3428.7688,404.85,2882.334321975708,-1.0,4041.084,8633.844,8.4797535,4041.0837714094337,4041.084,[-0.098  0.882 -2.361 -1.971],6.5691,10.0,4999.5303,10.0,15.222786,0.08479753,1403042300.0,1155.5685,0.017413734,,100,0.8389855,0.019708011,,5.124743,0.4189424,1.9708012,6244.8125,0.00017413733,1728018,108,83.89855
10900,,4989.57,4007.3362,462.34,2959.1564404964447,-1.0,4619.6543,5917.1445,2.8344047,4619.654135264022,4609.6714,[-0.069  0.868 -2.363 -1.975],24.320066,10.0,4999.5527,10.0,4.1118307,0.028344046,145839550.0,920.84674,0.0058289887,,100,0.24888492,0.013031518,9.98309,17.449602,0.4189424,1.303152,4675.5083,5.8289887e-05,1774252,109,24.888493
11000,,4949.6484,4013.2073,462.88,3040.580762386322,-1.0,4625.5244,12084.266,10.550312,4625.524639959792,4575.6216,[-0.071  0.862 -2.359 -2.036],2.1705828,10.0,4999.552,10.0,46.070576,0.10550312,2622169000.0,988.86053,0.0031105229,,100,0.7997288,0.026549874,49.903183,5.955621,0.4189424,2.654987,7928.1416,3.1105228e-05,1820540,110,79.972885
11100,,4989.526,3943.957,456.13,3119.106883764267,-1.0,4556.269,5384.316,1.2718195,4556.269078043059,4546.2886,[-0.083  0.929 -2.383 -2.004],46.227867,10.0,4999.5063,10.0,2.1631973,0.012718192,23191466.0,865.3612,0.11402559,,100,0.07215941,0.012506328,9.980574,49.16014,0.4189424,1.2506328,4483.739,0.001140256,1866153,111,7.215941
11200,,4999.561,3795.334,441.34,3201.2695496082306,-1.0,4407.653,5011.234,1.4640356,4407.652626721977,4407.653,[-0.098  0.94  -2.382 -2.042],46.973587,10.0,4999.561,10.0,2.128856,0.0146403555,24622008.0,983.3643,0.035161607,,100,0.09510805,0.012503804,,42.177334,0.4189424,1.2503804,4117.824,0.00035161607,1910287,112,9.510805
11300,,3430.1057,3650.3818,427.0,3270.3054990768433,-1.0,4262.706,4734.8506,0.7225667,4262.706202272788,2693.205,[-0.111  0.912 -2.384 -2.02 ],63.215435,10.0,4999.607,10.0,1.5818921,0.007225667,8340857.5,791.947,0.2344734,,100,0.034071293,0.01082791,1569.5012,69.18911,0.4189424,1.082791,3964.7102,0.002344734,1952987,113,3.4071293
11400,,4999.54,3588.5007,420.7,3337.7593019008636,-1.0,4200.817,5469.9766,3.9344857,4200.816874940087,4200.817,[-0.103  0.923 -2.393 -2.006],16.735094,10.0,4999.54,10.0,5.9754667,0.039344855,123818130.0,1055.9392,0.023697486,,100,0.35977572,0.015284395,,13.112299,0.4189424,1.5284395,3973.184,0.00023697485,1995057,114,35.977573
11500,,4989.5396,3418.92,403.89,3417.6369891166687,-1.0,4031.2336,4784.1685,1.1367605,4031.2334794296976,4021.2524,[-0.127  0.931 -2.41  -2.038],45.99305,10.0,4999.5205,10.0,2.1742415,0.011367604,28544806.0,1040.7029,0.09661396,,100,0.049508203,0.011483111,9.981138,50.50548,0.4189424,1.1483113,3881.293,0.00096613955,2035446,115,4.9508204
11600,,4769.74,3352.733,397.32,3488.0056171417236,-1.0,3965.048,4065.5803,0.32869774,3965.048100874842,3735.2554,[-0.127  0.963 -2.409 -2.021],90.39376,10.0,4999.533,10.0,1.106271,0.0032869773,2254419.5,930.9886,0.2765208,,100,0.023599967,0.010353892,229.79276,90.84443,0.4189424,1.0353891,3421.5508,0.0027652078,2075178,116,2.3599968
11700,,4999.5645,3372.007,399.24,3560.9133603572845,-1.0,3984.326,4461.9263,1.1328851,3984.326097590855,3984.326,[-0.127  0.953 -2.42  -2.028],49.705814,10.0,4999.5645,10.0,2.011837,0.01132885,22737344.0,1068.1809,0.024610503,,100,0.09013731,0.011465265,,50.598446,0.4189424,1.1465266,3593.4175,0.00024610502,2115102,117,9.013731
11800,,3179.935,3291.9546,391.26,3627.181625843048,-1.0,3904.2727,4860.44,1.59494,3904.272631500989,2084.6533,[-0.144  0.997 -2.407 -2.048],33.433533,10.0,4999.554,10.0,2.9910092,0.015949398,22224434.0,877.44824,0.023464108,,100,0.10764571,0.011504947,1819.6191,34.2249,0.4189424,1.1504948,3801.4648,0.00023464108,2154228,118,10.764571
11900,,4999.607,3311.9204,393.22,3693.3533113002777,-1.0,3924.245,4181.9707,0.45459276,3924.2450360108674,3924.245,[-0.126  1.007 -2.429 -2.042],83.63907,10.0,4999.607,10.0,1.1956135,0.004545928,5872364.5,1247.1521,0.32743794,,100,0.024490315,0.010458534,,84.10915,0.4189424,1.0458534,3512.4302,0.0032743793,2193550,119,2.4490316
12000,,4349.7515,3497.9949,411.73,3769.0764276981354,-1.0,4110.304,6151.4683,2.4739895,4110.3044213125295,3460.5718,[-0.122  0.976 -2.436 -2.031],19.741686,10.0,4999.484,10.0,5.0654235,0.024739895,93473540.0,948.0986,0.037178233,,100,0.15540613,0.014440013,649.7324,25.410675,0.4189424,1.4440013,4773.375,0.0003717823,2234723,120,15.540614
12100,,4969.6016,3866.275,448.49,3847.8328342437744,-1.0,4478.5913,14792.569,24.214325,4478.591308199955,4448.65,[-0.101  0.931 -2.436 -2.039],0.89774674,10.0,4999.543,10.0,111.38999,0.24214323,12475352000.0,759.64716,5.4187385e-06,,100,2.432719,0.032791167,29.941648,1.8008476,0.4189424,3.279117,8330.092,5.4187385e-08,2279572,121,243.2719
12200,,4999.524,3175.9443,379.69,3918.754896879196,-1.0,3788.2585,4273.916,0.76473945,3788.258448572431,3788.2585,[-0.132  0.95  -2.427 -1.976],65.2406,10.0,4999.524,10.0,1.5327879,0.007647394,9300386.0,1030.0177,0.1923025,,100,0.03427356,0.011500176,,69.338554,0.4189424,1.1500176,3515.8354,0.0019230249,2317541,122,3.427356
12300,,3299.7676,3045.7693,366.7,3981.0116279125214,-1.0,3658.0825,3871.5498,0.41834277,3658.082588545151,1958.3336,[-0.139  0.953 -2.432 -2.012],84.39777,10.0,4999.5166,10.0,1.1848654,0.0041834274,4736399.5,894.15955,0.40641087,,100,0.022982597,0.010840832,1699.749,87.03863,0.4189424,1.0840832,3205.0376,0.0040641087,2354211,123,2.2982597
12400,,4989.526,3252.2834,387.28,4049.796537876129,-1.0,3864.5957,4147.2344,0.43680072,3864.5955923900997,3854.615,[-0.148  0.973 -2.427 -2.017],80.884544,10.0,4999.507,10.0,1.2363302,0.0043680067,5234973.0,964.7672,0.39657897,,100,0.028182844,0.010337753,9.980748,84.85137,0.4189424,1.0337753,3466.4023,0.0039657895,2392939,124,2.8182845
12500,,4999.4946,3235.4487,385.55,4112.189251899719,-1.0,3847.7593,4017.9246,0.4252794,3847.759337382224,3847.7593,[-0.14   0.978 -2.434 -2.012],84.658485,10.0,4999.4946,10.0,1.1812165,0.0042527937,4470108.0,1047.5846,0.40961832,,100,0.029154615,0.010479515,,85.85979,0.4189424,1.0479516,3352.4424,0.004096183,2431494,125,2.9154615
12600,,4979.6494,3315.8481,393.59,4175.930350780487,-1.0,3928.1729,4548.2285,1.0974854,3928.172943010317,3908.2112,[-0.136  0.961 -2.42  -2.018],52.004356,10.0,4999.611,10.0,1.9229158,0.010974854,25106952.0,1067.0796,0.14740382,,100,0.07083463,0.011194966,19.961552,50.992737,0.4189424,1.1194966,3699.1223,0.0014740382,2470853,126,7.083463
12700,,4989.7124,3484.092,410.42,4253.083485126495,-1.0,4096.4272,11507.308,11.966529,4096.427311587761,4086.4446,[-0.126  0.966 -2.425 -1.984],3.2423306,10.0,4999.6953,10.0,30.842012,0.119665295,3461587700.0,958.59436,0.0013724603,,100,1.1084467,0.025635019,9.982777,4.387774,0.4189424,2.5635016,8106.669,1.37246025e-05,2511895,127,110.84467
12800,,4999.578,3334.5608,395.44,4325.462448835373,-1.0,3946.8816,4206.5137,0.50808674,3946.8817452050407,3946.8816,[-0.156  1.062 -2.475 -2.157],78.40274,10.0,4999.578,10.0,1.2754656,0.005080867,6234351.0,1033.6714,0.39198464,,100,0.031204525,0.0105513595,,81.1769,0.4189424,1.055136,3514.98,0.0039198464,2551439,128,3.1204526
12900,,4989.555,3349.1624,396.98,4385.870162963867,-1.0,3961.478,4642.424,1.6081535,3961.478126095782,3951.4978,[-0.151  1.072 -2.473 -2.143],41.820972,10.0,4999.5356,10.0,2.3911448,0.016081534,38796456.0,970.1965,0.06336285,,100,0.11312351,0.011444331,9.9803705,33.618225,0.4189424,1.1444331,3695.58,0.0006336285,2591137,129,11.312351
13000,,2860.1045,3549.8364,416.94,4453.550324440002,-1.0,4162.166,5056.1465,1.4474021,4162.16638724937,2022.6206,[-0.13   1.038 -2.476 -2.132],33.672302,10.0,4999.6504,10.0,2.9697998,0.01447402,20815740.0,824.8144,0.0268717,,100,0.08211434,0.012290307,2139.546,41.89491,0.4189424,1.2290307,4000.912,0.000268717,2632831,130,8.211434
13100,,4999.6387,3622.4521,424.15,4524.851318597794,-1.0,4234.7803,21583.01,59.029976,4234.780218353009,4234.7803,[-0.131  1.012 -2.489 -2.168],0.32319763,10.0,4999.6387,10.0,309.4082,0.5902997,38072370000.0,881.82434,0.0012795159,,100,5.9368744,0.06411875,,1.1660867,0.4189424,6.4118743,10812.156,1.2795159e-05,2675246,131,593.68744
13200,,4999.5625,3791.4653,440.92,4605.993639469147,-1.0,4403.784,4538.061,0.4450663,4403.784313242225,4403.784,[-0.119  1.072 -2.494 -2.101],84.98496,10.0,4999.5625,10.0,1.1766788,0.004450663,5004441.5,1086.0454,0.287101,,100,0.027816052,0.010368086,,84.440285,0.4189424,1.0368087,3873.849,0.00287101,2719338,132,2.7816052
13300,,4360.013,3874.358,449.22,4679.022928476334,-1.0,4486.679,4663.418,0.39927608,4486.679381822828,3847.1108,[-0.125  1.067 -2.512 -2.11 ],84.55245,10.0,4999.5815,10.0,1.1826978,0.003992761,3150110.8,738.0029,0.32294616,,100,0.024249163,0.010478782,639.56836,87.32204,0.4189424,1.0478781,3997.5068,0.0032294616,2764260,133,2.4249163
13400,,2559.8193,3797.703,441.64,4752.778043270111,-1.0,4410.02,4639.42,0.6842632,4410.0196841186735,1970.2941,[-0.131  1.082 -2.513 -2.105],66.794235,10.0,4999.545,10.0,1.4971352,0.006842632,9190328.0,715.4051,0.15728165,,100,0.035086475,0.010088145,2439.7256,68.489876,0.4189424,1.0088145,3890.2046,0.0015728165,2808424,134,3.5086477
13500,,4999.571,3813.2378,443.1,4832.524424314499,-1.0,4425.558,4535.1567,0.3219737,4425.557679968168,4425.558,[-0.117  1.072 -2.524 -2.086],89.18652,10.0,4999.571,10.0,1.1212456,0.003219737,4031621.5,1050.8608,0.39241028,,100,0.021195518,0.010066003,,90.71842,0.4189424,1.0066003,3886.778,0.0039241025,2852734,135,2.119552
