InitialReturnMin,EpRewMean,EpLenMean,LearnableVariance,EpisodesSoFar,ReturnStepMaxmin,StdIWNorm,Bound,Iteration,InitialReturnMax,InitialReturnStd,InitialReturnMean,OptimizationReturnMin,InitialBound,ReturnMeanIW,MeanIW,MeanIWNorm,ESSClassic,OptimizationReturnMax,MaxIW,MinIWNorm,MeanEntropy,VarianceInit,ReturnStepMax,EmpiricalD2,OptimizationReturnMean,EpThisIter,J_sample_variance,StdIW,MinIW,MaxIWNorm,TimeElapsed,ESSRenyi,TimestepsSoFar,Weights
,4949.172109580868,495.01,,21200,10.0,0.031355992,5605.1143,212,4999.639,497.41058,4949.172,,4336.8438,7356.083,1.4814792,0.014814791,18.249136,4999.639,20.986652,8.561835e-05,0.4189424,-1.0,10.0,8.17689,4949.172,100,248695820.0,3.1355991,0.008561835,0.20986652,3276.063287258148,12.229588,8248067,[ 0.006  0.657 -2.464 -2.617]
339.73154,4850.212770647157,485.15,,21300,10.0,0.0061755558,4448.7363,213,4999.624,793.7418,4850.213,,4237.8867,5227.029,1.083049,0.010830489,75.46435,4659.8926,3.260373,0.00012939263,0.4189424,-1.0,10.0,1.6155462,4510.4814,100,9115376.0,0.61755556,0.012939264,0.03260373,3294.369149208069,61.89857,8296582,[ 2.038e-03  6.063e-01 -2.453e+00 -2.630e+00]
679.5938,4955.960650100989,495.69,,21400,10.0,0.011654187,4878.9243,214,4999.58,429.7911,4955.961,,4343.6396,5749.092,1.1569173,0.011569173,49.633938,4319.9863,8.21149,0.0005847255,0.4189424,-1.0,10.0,2.019517,4276.367,100,26451184.0,1.1654186,0.05847255,0.0821149,3313.7246165275574,49.516792,8346151,[ 0.018  0.608 -2.452 -2.651]
19.97047,4902.992605421501,490.4,,21500,10.0,0.03676103,6390.13,215,4999.5938,673.7338,4902.9927,,4290.67,8236.18,1.6708424,0.016708422,17.12136,4979.623,26.564377,1.5861562e-05,0.4189424,-1.0,10.0,9.089208,4883.022,100,339604260.0,3.6761034,0.0015861562,0.26564378,3332.720183134079,11.002059,8395191,[-5.152e-04  6.003e-01 -2.466e+00 -2.673e+00]
,4857.290775519882,485.84,,21600,10.0,0.005943408,4505.559,216,4999.6816,807.45184,4857.291,,4244.957,5232.8853,1.081457,0.01081457,76.80304,4999.6816,3.8574743,0.0014189635,0.4189424,-1.0,10.0,1.4108555,4857.291,100,9596198.0,0.5943408,0.14189635,0.038574744,3351.9630999565125,70.87898,8443775,[ 0.004  0.581 -2.47  -2.739]
,4949.173295395097,495.01,,21700,10.0,0.009051059,4805.3657,217,4999.621,497.41068,4949.1733,,4336.8467,5624.681,1.1351159,0.011351157,61.13228,4999.621,4.1614256,0.0003797963,0.4189424,-1.0,10.0,1.7903454,4949.1733,100,20996566.0,0.90510595,0.037979633,0.041614257,3370.711658477783,55.855145,8493276,[ 0.013  0.593 -2.479 -2.729]
,4872.8934381604295,487.41,,21800,10.0,0.056108598,6191.504,218,4999.5312,743.0001,4872.8936,,4260.5786,7742.5864,1.5704181,0.01570418,7.2646866,4999.5312,44.361416,0.00029219835,0.4189424,-1.0,10.0,6.416824,4872.8936,100,795861400.0,5.61086,0.029219836,0.44361416,3393.5716626644135,15.584034,8542017,[ 0.028  0.588 -2.505 -2.758]
3059.595,4960.366084708677,496.15,,21900,10.0,0.04678057,5751.881,219,4999.598,270.15152,4960.366,,4348.043,7270.323,1.5189705,0.015189704,9.537531,1940.0032,44.86177,0.00032997644,0.4189424,-1.0,10.0,6.1494365,1900.7712,100,98896056.0,4.6780577,0.032997645,0.4486177,3412.5269112586975,16.261652,8591632,[-0.003  0.61  -2.515 -2.81 ]
2499.6665,4794.146206145382,479.72,,22000,10.0,0.007353107,4355.7266,220,4999.5996,477.0633,4794.1465,,4181.8228,5069.7524,1.0678886,0.010678884,67.83701,2499.933,5.4189086,0.002494431,0.4189424,-1.0,10.0,1.3597733,2294.4795,100,9699724.0,0.7353107,0.24944311,0.054189086,3431.8788805007935,73.54167,8639604,[-0.021  0.583 -2.506 -2.828]
9.980304,4698.153800631855,470.08,,22100,10.0,0.0033715023,4187.24,221,4999.592,805.5482,4698.154,,4085.8313,4837.6816,1.0264852,0.010264853,90.26247,4989.6113,2.5051787,0.00407196,0.4189424,-1.0,10.0,1.1283821,4688.1733,100,3564855.5,0.33715022,0.40719602,0.025051786,3451.975459575653,88.62247,8686612,[-0.021  0.564 -2.507 -2.835]
359.76968,4709.156984449239,471.19,,22200,10.0,0.0066168075,4444.2827,222,4999.6016,749.0479,4709.157,,4096.833,5182.4893,1.0980016,0.010980016,73.35927,4639.832,3.5243223,0.0025598349,0.4189424,-1.0,10.0,1.4534284,4349.3877,100,9304934.0,0.66168076,0.2559835,0.03524322,3471.6388323307037,68.80284,8733731,[-0.018  0.551 -2.508 -2.837]
,4734.065102329532,473.69,,22300,10.0,0.1239436,7591.606,223,4999.639,734.201,4734.065,,4121.7373,10863.56,2.2024581,0.022024581,3.0610154,4999.639,117.957146,1.39210315e-05,0.4189424,-1.0,10.0,28.5526,4734.065,100,3880593700.0,12.394361,0.0013921031,1.1795714,3490.1176369190216,3.502308,8781100,[-0.02   0.556 -2.507 -2.805]
9.980149,4706.682548032632,470.89,,22400,10.0,0.009471889,4622.532,224,4999.6064,923.6346,4706.6826,,4094.3584,5453.2437,1.1279696,0.011279695,58.646038,4989.6265,6.428495,0.0006159183,0.4189424,-1.0,10.0,1.8405066,4696.7026,100,23730018.0,0.9471889,0.061591834,0.06428495,3508.2750039100647,54.332867,8828189,[-0.006  0.483 -2.511 -2.786]
1979.7031,4936.170712407214,493.74,,22500,10.0,0.0084923245,4479.1943,225,4999.5986,359.7196,4936.1704,,4323.8477,5231.833,1.0751278,0.010751276,61.579163,3019.8955,6.0980096,0.0022073602,0.4189424,-1.0,10.0,1.510815,2956.4675,100,10234921.0,0.8492325,0.22073603,0.060980093,3527.3252997398376,66.18944,8877563,[ 0.006  0.463 -2.508 -2.777]
,4839.33597073271,484.09,,22600,10.0,0.58724487,23267.834,226,4999.64,688.7018,4839.3364,,4227.007,33823.02,6.8142676,0.068142675,1.3285906,4999.64,590.66974,1.6343406e-06,0.4189424,-1.0,10.0,297.1413,4839.3364,100,87067810000.0,58.724487,0.00016343406,5.9066973,3550.8300676345825,0.33654022,8925972,[ 1.089e-03  4.470e-01 -2.509e+00 -2.788e+00]
,4385.569223480363,438.99,,22700,10.0,0.032229472,5453.4673,227,4999.653,1055.3922,4385.569,,3773.2388,7200.149,1.5218982,0.0152189825,18.23248,4999.653,23.181381,0.00015357602,0.4189424,-1.0,10.0,8.136852,4385.569,100,259698700.0,3.222947,0.015357603,0.2318138,3569.8203542232513,12.289764,8969871,[-0.024  0.472 -2.503 -2.724]
29.946365,4718.993719909334,472.14,,22800,10.0,0.01103453,4563.7744,228,4999.6357,761.27136,4718.9937,,4106.6665,5501.614,1.1231933,0.011231933,50.886475,4969.6895,6.5233135,0.0005517034,0.4189424,-1.0,10.0,2.3457882,4689.0474,100,31143442.0,1.103453,0.05517034,0.065233134,3588.996739387512,42.629593,9017085,[-0.018  0.536 -2.516 -2.751]
369.711,4877.799255166414,487.91,,22900,10.0,0.004040389,4554.998,229,4999.5625,658.02826,4877.7993,,4265.4805,5230.22,1.0698925,0.010698926,87.51852,4629.8516,2.599866,0.002205518,0.4189424,-1.0,10.0,1.2160133,4508.0884,100,4123033.5,0.40403894,0.2205518,0.02599866,3607.21489238739,82.23594,9065876,[-2.587e-03  5.217e-01 -2.523e+00 -2.763e+00]
,4886.963459588874,488.83,,23000,10.0,0.0010369003,4291.8228,230,4999.646,702.80505,4886.964,,4274.6343,4907.9023,1.0042702,0.010042703,98.9452,4999.646,1.3284459,0.008100164,0.4189424,-1.0,10.0,1.0122879,4886.964,100,766066.8,0.103690036,0.8100164,0.013284459,3625.675441503525,98.78613,9114759,[-5.921e-04  5.354e-01 -2.527e+00 -2.796e+00]
,4782.545382456118,478.42,,23100,10.0,0.004571011,4382.562,231,4999.59,900.37305,4782.5454,,4170.223,5118.89,1.0567288,0.010567287,84.23819,4999.59,2.2753263,0.00051860773,0.4189424,-1.0,10.0,1.4460484,4782.5454,100,6133448.5,0.45710108,0.051860776,0.022753263,3641.8092103004456,69.15398,9162601,[-1.697e-03  5.349e-01 -2.522e+00 -2.790e+00]
9.981119,4907.360238145819,490.85,,23200,10.0,0.12838069,9915.44,232,4999.6216,584.4034,4907.3604,,4295.034,12826.488,2.598198,0.025981978,3.9347005,4989.6406,115.02951,0.000118493415,0.4189424,-1.0,10.0,22.601284,4897.379,100,4144495600.0,12.838069,0.011849342,1.1502951,3661.2466497421265,4.424527,9211686,[ 0.011  0.534 -2.532 -2.789]
4997.76,4999.075105880353,500.0,,23300,10.0,0.013048853,4719.266,233,4999.569,0.36236396,4999.075,,4386.7554,5709.1123,1.1420819,0.01142082,43.376038,1.809082,10.290136,8.287781e-05,0.4189424,-1.0,10.0,2.6132379,1.315371,100,32908648.0,1.3048854,0.008287781,0.10290136,3680.359581232071,38.266705,9261686,[ 0.023  0.461 -2.505 -2.729]
,4677.770591847564,467.95,,23400,10.0,0.19639745,11338.295,234,4999.623,1118.795,4677.7705,,4065.4443,17587.543,3.5516098,0.035516102,3.1666753,4999.623,144.81882,3.0300655e-06,0.4189424,-1.0,10.0,104.15732,4677.7705,100,9742935000.0,19.639748,0.00030300656,1.4481882,3697.9167318344116,0.96008617,9308481,[ 0.043  0.452 -2.484 -2.737]
,4899.132389098729,490.02,,23500,10.0,0.088970944,7897.5386,235,4999.5957,699.8761,4899.1323,,4286.8096,9786.487,1.9775969,0.019775972,4.7079897,4999.5957,87.21428,0.00021365327,0.4189424,-1.0,10.0,9.516543,4899.1323,100,1999381200.0,8.897096,0.021365328,0.8721428,3717.9244039058685,10.508017,9357483,[ 0.035  0.445 -2.511 -2.604]
9.979883,4743.942081144523,474.54,,23600,10.0,0.011684757,4475.054,236,4999.5767,1033.2031,4743.9424,,4131.621,5379.4536,1.1211065,0.011211064,47.931988,4989.5967,8.356066,0.00018360361,0.4189424,-1.0,10.0,2.181538,4733.9624,100,35415116.0,1.1684756,0.018360361,0.08356065,3737.14492726326,45.83922,9404937,[ 0.011  0.472 -2.502 -2.586]
19.962486,4949.414236906544,495.03,,23700,10.0,0.001044659,4352.095,237,4999.5835,495.42862,4949.4146,,4337.0933,4968.217,1.0036924,0.010036923,98.92833,4979.621,1.5958353,0.008415422,0.4189424,-1.0,10.0,1.0124507,4929.4517,100,523564.53,0.104465894,0.84154224,0.015958352,3757.6855013370514,98.77024,9454440,[ 0.013  0.504 -2.501 -2.582]
29.945217,4850.509937291417,485.19,,23800,10.0,0.0053291675,4354.242,238,4999.614,694.84766,4850.51,,4238.1846,5053.479,1.047349,0.01047349,79.43429,4969.6685,2.7004042,0.0008379583,0.4189424,-1.0,10.0,1.3040205,4820.5645,100,7049387.5,0.5329168,0.08379583,0.02700404,3779.5313856601715,76.68591,9502959,[ 0.011  0.504 -2.505 -2.581]
,4887.572440791047,488.87,,23900,10.0,0.028941901,5612.019,239,4999.534,706.1082,4887.5723,,4275.2573,7237.986,1.5275651,0.01527565,21.788054,4999.534,24.578835,7.7941666e-05,0.4189424,-1.0,10.0,7.0513625,4887.5723,100,152826720.0,2.8941903,0.007794167,0.24578834,3797.1802065372467,14.181656,9551846,[ 0.02   0.509 -2.474 -2.604]
9.979882,4835.387021433719,483.69,,24000,10.0,0.018229125,5016.6514,240,4999.49,800.2429,4835.3867,,4223.0767,6208.7153,1.3050208,0.013050204,33.88478,4989.5103,10.219037,0.0004965136,0.4189424,-1.0,10.0,3.7901506,4825.4067,100,79289600.0,1.8229126,0.049651362,0.10219037,3815.8820855617523,26.384176,9600215,[ 0.052  0.521 -2.44  -2.615]
309.7293,4799.221702492704,480.09,,24100,10.0,0.018837323,4700.217,241,4999.5947,881.1103,4799.221,,4186.8984,5844.5996,1.2060955,0.012060954,29.075222,4689.865,14.339606,6.45169e-05,0.4189424,-1.0,10.0,3.4928658,4489.492,100,78663976.0,1.8837323,0.00645169,0.14339606,3833.980194091797,28.629786,9648224,[ 0.069  0.507 -2.447 -2.66 ]
369.66455,4934.6797596625565,493.6,,24200,10.0,0.012059758,4775.373,242,4999.5664,477.55908,4934.68,,4322.3604,5644.085,1.1349001,0.011349,46.966515,4629.902,6.9890165,0.001428565,0.4189424,-1.0,10.0,2.012777,4565.015,100,31894952.0,1.2059759,0.14285651,0.069890164,3853.092738866806,49.682602,9697584,[ 0.056  0.476 -2.457 -2.664]
909.3238,4933.9510240803575,493.51,,24300,10.0,0.0121647045,5250.8906,243,4999.5527,470.7455,4933.951,,4321.633,6253.638,1.2913201,0.012913198,52.982033,4090.229,6.1691275,5.646889e-05,0.4189424,-1.0,10.0,2.6818213,4024.628,100,25603988.0,1.2164704,0.005646889,0.061691273,3871.995719432831,37.28809,9746935,[ 0.037  0.483 -2.454 -2.703]
,4746.609209426827,474.86,,24400,10.0,0.013381706,4711.755,244,4999.5737,967.48865,4746.609,,4134.289,5623.798,1.1631935,0.011631933,43.038795,4999.5737,9.686274,0.0008900348,0.4189424,-1.0,10.0,2.21857,4746.609,100,46509332.0,1.3381705,0.08900348,0.09686273,3889.27970123291,45.074078,9794421,[ 0.061  0.464 -2.46  -2.672]
,4815.999837055712,481.74,,24500,10.0,0.0038691084,4273.1343,245,4999.6245,903.0364,4815.9995,,4203.673,4928.599,1.0228722,0.0102287205,87.482925,4999.6245,2.412094,0.003446641,0.4189424,-1.0,10.0,1.1458635,4815.9995,100,4643113.5,0.38691086,0.3446641,0.02412094,3909.917911052704,87.270424,9842595,[ 0.04   0.469 -2.456 -2.712]
409.64178,4830.353266859142,483.21,,24600,10.0,0.52732784,20817.023,246,4999.537,714.0922,4830.353,,4218.037,30575.7,6.1365495,0.061365485,1.3361198,4589.8955,530.2334,1.4787415e-05,0.4189424,-1.0,10.0,253.99835,4420.712,100,59159482000.0,52.732784,0.0014787415,5.302334,3930.1412649154663,0.39370334,9890916,[ 0.045  0.476 -2.455 -2.736]
449.6851,4718.950878753964,472.13,,24700,10.0,0.2317793,8352.961,247,4999.4546,905.05707,4718.951,,4106.645,15920.923,3.1903293,0.03190329,1.8593901,4549.7695,232.39925,2.175851e-06,0.4189424,-1.0,10.0,152.76413,4269.2656,100,11235719000.0,23.17793,0.00021758511,2.3239925,3950.0106992721558,0.65460396,9938129,[ 0.055  0.412 -2.461 -2.729]
359.68655,4879.958741202723,488.13,,24800,10.0,0.04107695,5868.4116,248,4999.57,693.3566,4879.959,,4267.6387,7537.105,1.5765045,0.015765045,12.8386135,4639.8833,36.752293,3.7460395e-05,0.4189424,-1.0,10.0,7.4267116,4520.2725,100,364295000.0,4.1076956,0.0037460395,0.36752293,3968.1071722507477,13.46491,9986942,[ 0.031  0.38  -2.463 -2.791]
419.69446,4622.639357181865,462.47,,24900,10.0,0.027565833,5107.9927,249,4999.575,1192.0839,4622.639,,4010.3193,6513.6997,1.3490822,0.01349082,19.323349,4579.881,20.8815,4.923512e-05,0.4189424,-1.0,10.0,5.2702613,4202.9453,100,162880910.0,2.7565832,0.004923512,0.208815,3988.437736749649,18.974392,10033189,[ 0.031  0.351 -2.48  -2.822]
429.57745,4775.842079010106,477.77,,25000,10.0,0.011506108,4576.6357,250,4999.5317,862.4579,4775.8423,,4163.5273,5431.0815,1.133093,0.011330931,49.23296,4569.954,8.180573,0.0010825576,0.4189424,-1.0,10.0,1.9472371,4346.264,100,28214110.0,1.1506108,0.10825576,0.081805736,4008.8574595451355,51.354813,10080966,[ 0.043  0.384 -2.469 -2.865]
389.70154,4690.76571426343,469.27,,25100,10.0,0.012275388,4361.977,251,4999.4946,1067.3882,4690.7656,,4078.455,5162.8813,1.0953643,0.010953642,44.3283,4609.793,10.407587,0.0019981614,0.4189424,-1.0,10.0,1.7108737,4301.064,100,33581980.0,1.2275387,0.19981614,0.10407587,4027.185133934021,58.44967,10127893,[ 0.031  0.374 -2.464 -2.884]
479.7585,4641.527618761301,464.38,,25200,10.0,0.059647936,4927.915,252,4999.5464,1043.3988,4641.528,,4029.211,6864.768,1.5768188,0.015768189,6.531852,4519.788,58.092304,0.00029449776,0.4189424,-1.0,10.0,10.005545,4161.769,100,522361000.0,5.964794,0.029449776,0.580923,4046.9574551582336,9.994458,10174331,[ 0.016  0.373 -2.453 -2.887]
9.984173,4676.330991175671,467.86,,25300,10.0,0.015408079,5414.503,253,4999.567,1110.3347,4676.331,,4064.0117,6448.376,1.3753244,0.013753244,44.34345,4989.5825,7.461816,0.00022137811,0.4189424,-1.0,10.0,2.8508768,4666.3467,100,57536624.0,1.540808,0.022137811,0.07461815,4064.470039129257,35.076927,10221117,[ 0.03   0.331 -2.451 -2.871]
419.69397,4410.51572367398,441.35,,25400,10.0,0.026608195,4439.34,254,4999.558,1390.5281,4410.5156,,3798.1973,5711.08,1.3420345,0.013420344,20.279844,4579.8643,23.970715,0.00024082491,0.4189424,-1.0,10.0,4.3136244,3990.8215,100,112786890.0,2.6608195,0.024082491,0.23970714,4081.5022933483124,23.182362,10265252,[ 0.042  0.322 -2.457 -2.908]
379.70685,4286.328015160941,429.06,,25500,10.0,0.008495358,4310.8174,255,4999.434,1405.899,4286.328,,3674.025,5145.26,1.1525608,0.011525609,64.796425,4619.727,3.7045763,0.0013779595,0.4189424,-1.0,10.0,1.857204,3906.6208,100,16365035.0,0.84953576,0.13779595,0.037045762,4099.194842338562,53.844383,10308158,[ 0.061  0.334 -2.452 -2.893]
9.979291,4200.694672757952,420.49,,25600,10.0,0.508572,18490.652,256,4999.51,1505.0446,4200.695,,3588.3818,29214.57,5.917783,0.05917782,1.3358952,4989.5303,511.67664,5.282308e-07,0.4189424,-1.0,10.0,306.73325,4190.715,100,65052990000.0,50.857197,5.2823085e-05,5.1167665,4116.298204421997,0.3260162,10350207,[ 0.049  0.35  -2.462 -2.917]
,4512.823309734136,451.54,,25700,10.0,0.012519929,5005.9756,257,4999.524,1255.8799,4512.823,,3900.509,6059.072,1.3172507,0.013172508,52.538326,4999.524,6.6436577,0.0003848747,0.4189424,-1.0,10.0,2.9579275,4512.823,100,36396624.0,1.2519928,0.03848747,0.066436574,4132.981805324554,33.807457,10395361,[ 0.009  0.387 -2.459 -2.947]
439.67178,4554.532431563713,455.69,,25800,10.0,0.0099412035,4529.499,258,4999.557,1239.747,4554.5327,,3942.2144,5446.664,1.1938764,0.011938765,59.054157,4559.8853,4.5423946,0.00086723885,0.4189424,-1.0,10.0,2.2435753,4114.861,100,21057848.0,0.9941205,0.08672389,0.045423944,4152.0722188949585,44.571716,10440930,[ 0.027  0.385 -2.457 -2.937]
29.944767,4395.165584601981,439.83,,25900,10.0,0.3033035,11172.209,259,4999.4717,1350.3063,4395.1655,,3782.858,19309.736,3.9534194,0.0395342,1.670607,4969.527,304.75223,2.4466587e-07,0.4189424,-1.0,10.0,176.62222,4365.2207,100,22948008000.0,30.330347,2.4466586e-05,3.0475223,4169.787846803665,0.56618017,10484913,[ 0.044  0.384 -2.461 -2.91 ]
9.979617,4222.043164232365,422.58,,26000,10.0,0.01971514,4338.077,260,4999.5156,1523.4828,4222.043,,3609.73,5549.46,1.2037872,0.0120378705,27.157263,4989.536,17.655224,0.0003385368,0.4189424,-1.0,10.0,3.9139547,4212.0635,100,100972890.0,1.9715142,0.03385368,0.17655224,4187.636185407639,25.549606,10527171,[ 0.075  0.397 -2.464 -2.831]
9.9798975,4812.646616529273,481.49,,26100,10.0,0.0053956886,4388.651,261,4999.5166,682.9861,4812.6465,,4200.334,5090.2476,1.052564,0.01052564,79.190186,4989.5366,2.7773328,0.0017092063,0.4189424,-1.0,10.0,1.3128877,4802.667,100,7554441.5,0.53956884,0.17092063,0.027773328,4209.116196632385,76.16798,10575320,[ 0.059  0.423 -2.47  -2.831]
389.6786,4608.479638746936,461.11,,26200,10.0,0.06350314,5593.1475,262,4999.508,1113.014,4608.4795,,3996.1672,7568.822,1.5804116,0.015804116,5.832453,4609.829,63.108982,9.157081e-05,0.4189424,-1.0,10.0,10.41082,4218.801,100,864178900.0,6.3503137,0.009157081,0.6310898,4227.465152978897,9.6053915,10621431,[ 0.063  0.44  -2.49  -2.854]
439.661,4697.7116384429855,469.97,,26300,10.0,0.0066094217,4261.063,263,4999.5234,1027.9891,4697.7114,,4085.398,4970.41,1.080404,0.01080404,72.767296,4559.8623,4.57946,0.0017468022,0.4189424,-1.0,10.0,1.3420517,4258.051,100,9568010.0,0.6609422,0.17468023,0.0457946,4245.719643831253,74.51277,10668428,[ 0.034  0.405 -2.442 -2.8  ]
369.67566,4677.983301533837,468.02,,26400,10.0,0.026125114,4986.989,264,4999.486,1060.9507,4677.983,,4065.6738,6340.9985,1.4018297,0.014018297,22.355516,4629.81,21.790598,0.00025081838,0.4189424,-1.0,10.0,4.8899183,4308.3076,100,139302080.0,2.6125114,0.02508184,0.21790597,4263.137228488922,20.45024,10715230,[ 0.044  0.398 -2.412 -2.789]
,4325.739512749863,432.96,,26500,10.0,0.0043339706,3831.6562,265,4999.554,1351.33,4325.7397,,3713.4214,4493.6714,1.0449127,0.010449127,85.32184,4999.554,2.6644914,0.003480932,0.4189424,-1.0,10.0,1.1689125,4325.7397,100,5564177.5,0.43339708,0.3480932,0.026644913,4279.973685741425,85.5496,10758526,[ 0.067  0.42  -2.407 -2.827]
9.981808,4401.076769342862,440.49,,26600,10.0,0.0019340705,3820.5151,266,4999.572,1248.8276,4401.0767,,3788.757,4444.5234,1.0310332,0.010310331,96.60076,4989.59,1.4820244,0.0063626072,0.4189424,-1.0,10.0,1.038541,4391.095,100,1927578.9,0.19340706,0.63626075,0.014820244,4297.655600070953,96.28893,10802575,[ 0.069  0.431 -2.404 -2.854]
,4345.4690835471665,434.95,,26700,10.0,0.009919798,4181.619,267,4999.4067,1342.183,4345.469,,3733.169,4994.6577,1.121832,0.011218321,56.119938,4999.4067,5.9910383,0.0011815559,0.4189424,-1.0,10.0,1.7631694,4345.469,100,26742934.0,0.99197984,0.1181556,0.059910383,4315.202691793442,56.71605,10846070,[ 0.073  0.432 -2.408 -2.862]
389.70465,4428.491666566797,443.16,,26800,10.0,0.5145105,18224.047,268,4999.4854,1325.023,4428.491,,3816.1821,29626.22,5.971712,0.059717108,1.3292224,4609.781,517.47485,2.5083463e-07,0.4189424,-1.0,10.0,346.76364,4038.787,100,56820396000.0,51.451057,2.5083464e-05,5.1747484,4333.098983764648,0.28838086,10890386,[ 0.066  0.443 -2.43  -2.91 ]
349.79565,4760.275257430548,476.23,,26900,10.0,0.0154518625,4475.3745,269,4999.5977,853.97095,4760.275,,4147.9517,5511.3735,1.1397052,0.011397051,35.234447,4649.802,11.701517,0.00020388328,0.4189424,-1.0,10.0,2.8625774,4410.4795,100,52789496.0,1.5451862,0.020388328,0.11701517,4355.368670940399,34.93355,10938009,[ 0.062  0.477 -2.433 -2.84 ]
,4716.314837037251,471.85,,27000,10.0,0.0033585953,4242.8677,270,4999.5903,1019.0071,4716.3145,,4103.9927,4894.5205,1.0272093,0.010272094,90.34199,4999.5903,1.9850569,0.0040169973,0.4189424,-1.0,10.0,1.1325898,4716.3145,100,4025310.0,0.3358595,0.40169972,0.019850569,4375.833386898041,88.29322,10985194,[ 0.048  0.468 -2.439 -2.877]
429.63614,4820.875074464972,482.26,,27100,10.0,0.048091013,5808.3047,271,4999.5464,799.8468,4820.875,,4208.558,7912.778,1.6114743,0.016114743,10.094927,4569.91,37.905106,0.00010261539,0.4189424,-1.0,10.0,11.812292,4391.2393,100,489316480.0,4.8091016,0.010261539,0.37905106,4396.851674079895,8.465757,11033420,[ 0.044  0.468 -2.453 -2.859]
,4768.526019132317,477.06,,27200,10.0,0.004196603,4315.9917,272,4999.4565,867.07544,4768.526,,4156.2207,4973.295,1.0346141,0.01034614,85.87173,4999.4565,2.750938,0.003310423,0.4189424,-1.0,10.0,1.1523772,4768.526,100,5279667.5,0.41966027,0.33104232,0.027509378,4415.693712472916,86.77714,11081126,[ 0.053  0.522 -2.472 -2.934]
9.979949,4509.464543854578,451.2,,27300,10.0,0.03573896,4806.9443,273,4999.578,1286.2067,4509.4644,,3897.1436,6402.3926,1.3339505,0.0133395055,12.227905,4989.598,34.2986,0.00011689879,0.4189424,-1.0,10.0,6.7890277,4499.485,100,323187330.0,3.573896,0.011689879,0.342986,4433.331542730331,14.72965,11126246,[ 0.051  0.522 -2.507 -2.952]
,4784.605964255719,478.63,,27400,10.0,0.010390676,4523.774,274,4999.568,953.8911,4784.606,,4172.2866,5315.983,1.0977967,0.010977967,52.746304,4999.568,9.339816,0.0021243114,0.4189424,-1.0,10.0,1.6738759,4784.606,100,28316352.0,1.0390675,0.21243115,0.09339816,4453.210345506668,59.741585,11174109,[ 0.045  0.563 -2.517 -2.954]
979.4421,4930.034994710676,493.12,,27500,10.0,0.0164636,5065.9443,275,4999.609,489.67163,4930.035,,4317.7104,6015.643,1.2058603,0.012058603,34.915688,4020.1667,14.127517,0.0009974283,0.4189424,-1.0,10.0,2.4055166,3950.5928,100,45762028.0,1.64636,0.09974284,0.14127517,4472.604385137558,41.57111,11223421,[ 0.027  0.548 -2.528 -2.948]
1909.3381,4968.170539533673,496.92,,27600,10.0,0.025428949,5100.0513,276,4999.5186,307.42438,4968.1704,,4355.8574,6220.3247,1.2450364,0.0124503635,19.33673,3090.1804,24.33176,6.505256e-05,0.4189424,-1.0,10.0,3.3473446,3058.8325,100,68060664.0,2.5428946,0.006505256,0.2433176,4493.907655239105,29.874426,11273113,[ 0.01   0.557 -2.545 -2.923]
489.7204,4897.212837339106,489.84,,27700,10.0,0.004753449,4665.7783,277,4999.616,595.21735,4897.2124,,4284.8867,5362.8013,1.0977464,0.010977464,84.21014,4509.896,2.478865,0.0013697271,0.4189424,-1.0,10.0,1.2957757,4407.4927,100,5204830.0,0.4753449,0.13697271,0.024788648,4513.181865692139,77.17385,11322097,[ 0.022  0.519 -2.569 -2.917]
19.962715,4804.290682143689,480.57,,27800,10.0,2.386625,86310.08,278,4999.5176,954.3575,4804.2905,,4191.977,125372.97,25.10752,0.2510752,1.0946093,4979.5547,2398.895,2.7653493e-06,0.4189424,-1.0,10.0,4069.8772,4784.3276,100,1426531800000.0,238.66252,0.00027653493,23.988949,4533.827215433121,0.024570767,11370154,[ 0.035  0.506 -2.584 -2.899]
4979.4414,4998.955305686492,499.99,,27900,10.0,0.1831673,11379.134,279,4999.5874,1.9831487,4998.955,,4386.634,14152.13,2.8315458,0.028315453,2.3339682,20.145996,183.79727,3.377062e-05,0.4189424,-1.0,10.0,20.508738,19.513966,100,200920720.0,18.316729,0.003377062,1.8379726,4555.279085159302,4.8759704,11420153,[-0.005  0.557 -2.581 -2.876]
9.979588,4698.193055465207,470.06,,28000,10.0,0.20410348,10227.949,280,4999.613,823.8188,4698.1934,,4085.868,15575.961,3.1321456,0.031321455,2.3007755,4989.6333,205.17554,1.0094763e-06,0.4189424,-1.0,10.0,76.281746,4688.214,100,10473919000.0,20.410349,0.00010094763,2.0517554,4574.253792047501,1.3109297,11467159,[-0.013  0.566 -2.572 -2.981]
9.980389,4921.711630319438,492.28,,28100,10.0,0.004894015,4503.2007,281,4999.592,564.3912,4921.7114,,4309.389,5229.818,1.0562224,0.010562224,82.325264,4989.6113,2.890257,0.0004011701,0.4189424,-1.0,10.0,1.4081573,4911.7314,100,6309517.5,0.4894015,0.04011701,0.028902568,4593.958885192871,71.01479,11516387,[ 1.212e-03  6.195e-01 -2.565e+00 -2.959e+00]
