IterType,VarDiscRet,AvgDiscRet,BatchSize,VarRet,MaxNormIw,Bound,EpsThisIter,MinNormIw,MaxVanillaIw,Delta,AvgRet,eRenyi2,VanillaAvgRet,ESSClassic,J,AvgEpLen,VarNormIw,VarJ,VarVanillaIw,AvgNormIw,AvgVanillaIw,MinVanillaIw,ESSRenyi
1,42057.0898862,-1095.75719789,100,42057.0898862,0.0161594,-1481.68,100,0.00638217,1.60221,0.2,-1095.75719789,1.03613,-1095.75719789,96.8145517054,-1082.32,500.0,3.3235e-06,216.506,0.0326728,0.01,0.991505,0.632795,96.5131013827
1,95026.2148231,-1127.8467521,100,95026.2148231,0.0190966,-1480.49,100,8.02493e-05,1.96136,0.2,-1127.8467521,1.14791,-1127.8467521,85.6138322487,-1060.51,500.0,1.69733e-05,243.072,0.179047,0.01,1.02707,0.00824217,87.1145993195
1,43936.1522203,-1077.83394708,100,43936.1522203,0.0212808,-1456.08,100,0.0049607,1.97572,0.2,-1077.83394708,1.09153,-1077.83394708,90.9647349248,-1046.75,500.0,1.0033e-05,252.532,0.0864786,0.01,0.928407,0.460555,91.6143255286
1,76820.0977739,-1036.6409915,100,76820.0977739,0.0392171,-1396.76,100,0.0014457,4.18259,0.2,-1036.6409915,1.24558,-1036.6409915,74.3339370605,-959.376,500.0,3.48768e-05,341.696,0.396712,0.01,1.06652,0.154187,80.2838942064
1,88494.9375753,-1018.48754994,100,88494.9375753,0.0182119,-1382.74,100,0.000815654,1.932,0.2,-1018.48754994,1.21812,-1018.48754994,83.2986860071,-949.992,500.0,2.02524e-05,312.815,0.227919,0.01,1.06084,0.0865281,82.093615169
1,70449.2938192,-935.8645382,100,70449.2938192,0.0294432,-1295.15,100,0.000260949,3.24541,0.2,-935.8645382,1.22358,-935.8645382,78.3548449748,-861.431,500.0,2.79036e-05,281.355,0.339023,0.01,1.10226,0.0287634,81.7276367674
1,87848.7816432,-915.971381299,100,87848.7816432,0.0243605,-1253.49,100,0.000162599,2.42534,0.2,-915.971381299,1.352,-915.971381299,69.5460277004,-797.728,500.0,4.4232e-05,247.604,0.43844,0.01,0.995604,0.0161884,73.9644188862
1,51374.1710356,-788.80122269,100,51374.1710356,0.0240328,-1143.98,100,0.000546133,2.49535,0.2,-788.80122269,1.1765,-788.80122269,82.7329529253,-718.627,500.0,2.10816e-05,171.341,0.227279,0.01,1.03831,0.0567056,84.9975246316
1,41227.4055952,-744.662910501,100,41227.4055952,0.0217151,-1114.03,100,0.00316878,2.25187,0.2,-744.662910501,1.1062,-744.662910501,87.8273325312,-701.522,500.0,1.39998e-05,143.491,0.150551,0.01,1.03701,0.328604,90.3991780608
1,29941.4851056,-721.202715365,100,29941.4851056,0.0179747,-1101.76,100,0.00296969,1.70885,0.2,-721.202715365,1.06565,-721.202715365,91.9400214944,-697.171,500.0,8.85509e-06,144.374,0.080035,0.01,0.9507,0.282328,93.8392109844
1,56323.0869458,-721.820203762,100,56323.0869458,0.0181786,-1091.59,100,0.00193144,1.8365,0.2,-721.820203762,1.08997,-721.820203762,89.4330516895,-682.197,500.0,1.19348e-05,186.338,0.121809,0.01,1.01026,0.195125,91.7460463634
1,45111.2739954,-682.325063932,100,45111.2739954,0.0185882,-1053.1,100,0.00229251,1.80596,0.2,-682.325063932,1.0848,-682.325063932,90.3402236813,-644.928,500.0,1.08007e-05,130.7,0.101952,0.01,0.971565,0.222732,92.1830423848
1,33783.1994567,-694.927830734,100,33783.1994567,0.0204689,-1064.98,100,0.00202038,1.91286,0.2,-694.927830734,1.08481,-694.927830734,86.4943882212,-656.491,500.0,1.57721e-05,115.825,0.137743,0.01,0.934523,0.188809,92.1823940652
1,24268.9533619,-643.871479868,100,24268.9533619,0.0131632,-1028.46,100,0.00435495,1.32027,0.2,-643.871479868,1.03669,-643.871479868,96.7625867925,-628.619,500.0,3.37949e-06,94.9265,0.0339981,0.01,1.003,0.436801,96.4609847737
1,25983.1325434,-640.859315696,100,25983.1325434,0.0127204,-1026.51,100,0.00377714,1.28724,0.2,-640.859315696,1.03121,-640.859315696,96.9787393809,-628.568,500.0,3.14686e-06,130.997,0.0322249,0.01,1.01195,0.382226,96.9736988889
1,47716.375384,-653.675245398,100,47716.375384,0.0175219,-1025.47,100,0.00197035,1.71175,0.2,-653.675245398,1.07952,-653.675245398,91.9339905115,-618.214,500.0,8.8623e-06,121.944,0.0845795,0.01,0.976921,0.192488,92.6340199953
1,11585.8166213,-614.955377306,100,11585.8166213,0.0153899,-863.798,100,0.00339152,1.45982,0.2,-614.955377306,1.0638,-614.955377306,91.7047399322,-597.049,500.0,9.13698e-06,73.5375,0.0822116,0.01,0.948561,0.321707,94.0030133021
1,6089.62704895,-600.25920774,100,6089.62704895,0.0160177,-791.256,100,0.00419996,1.54959,0.2,-600.25920774,1.06632,-600.25920774,92.2406553467,-587.007,500.0,8.49703e-06,67.2932,0.0795241,0.01,0.967422,0.406313,93.7800958013
1,4068.7656216,-584.953904625,100,4068.7656216,0.0182278,-756.374,100,0.00441036,1.83884,0.2,-584.953904625,1.05913,-584.953904625,92.8576389828,-574.047,500.0,7.7694e-06,59.4689,0.0790691,0.01,1.00881,0.444922,94.4168650425
1,6805.96017745,-599.72696704,100,6805.96017745,0.0148225,-790.09,100,0.00379558,1.44138,0.2,-599.72696704,1.0445,-599.72696704,95.376658398,-590.341,500.0,4.89644e-06,66.5945,0.0463013,0.01,0.972425,0.369092,95.7398183951
1,5460.9254479,-588.154923171,100,5460.9254479,0.0148007,-785.241,100,0.00375929,1.43099,0.2,-588.154923171,1.04968,-588.154923171,93.5730087774,-577.508,500.0,6.93781e-06,58.9929,0.0648526,0.01,0.966835,0.363461,95.2671944368
1,23161.5682747,-585.036645697,100,23161.5682747,0.0142642,-969.857,100,0.00513022,1.40011,0.2,-585.036645697,1.03009,-585.036645697,96.0909557815,-572.245,500.0,4.10918e-06,96.2547,0.0395902,0.01,0.981558,0.50356,97.0792804109
1,3663.82954794,-569.300665604,100,3663.82954794,0.0169301,-727.009,100,0.0051051,1.74315,0.2,-569.300665604,1.05188,-569.300665604,94.7420989645,-561.6,500.0,5.60577e-06,62.3095,0.0594277,0.01,1.02962,0.525631,95.0675442891
1,2351.8279042,-552.440644838,100,2351.8279042,0.0162072,-697.212,100,0.00681034,1.69026,0.2,-552.440644838,1.03477,-552.440644838,96.6955405783,-547.272,500.0,3.45192e-06,46.5292,0.0375452,0.01,1.04291,0.710257,96.6393754332
1,3115.3563804,-557.235246701,100,3115.3563804,0.0156591,-697.68,100,0.00393644,1.57284,0.2,-557.235246701,1.03446,-557.235246701,95.6476494345,-551.911,500.0,4.59635e-06,52.0674,0.0463715,0.01,1.00443,0.395387,96.6690878282
1,2863.17624477,-561.75363128,100,2863.17624477,0.0142074,-703.154,100,0.00425155,1.42291,0.2,-561.75363128,1.03954,-561.75363128,96.232137151,-555.915,500.0,3.95492e-06,50.0624,0.0396705,0.01,1.00153,0.425806,96.1962904271
1,2972.38278887,-562.704251611,100,2972.38278887,0.0159055,-715.398,100,0.00502728,1.57234,0.2,-562.704251611,1.03683,-562.704251611,95.1999882801,-557.163,500.0,5.09296e-06,54.429,0.0497704,0.01,0.988553,0.496973,96.447421052
1,2819.80693702,-555.43446148,100,2819.80693702,0.0135938,-687.23,100,0.00479145,1.32904,0.2,-555.43446148,1.03379,-555.43446148,96.8303831801,-551.14,500.0,3.30641e-06,53.1362,0.0316046,0.01,0.977681,0.468451,96.73150098
1,3779.42666817,-547.008302651,100,3779.42666817,0.0146272,-734.903,100,0.00451833,1.48491,0.2,-547.008302651,1.02264,-547.008302651,97.8497264362,-542.579,500.0,2.21969e-06,54.4814,0.0228754,0.01,1.01517,0.458687,97.7865107294
1,2458.4928167,-545.899980323,100,2458.4928167,0.0132565,-683.647,100,0.00510503,1.29126,0.2,-545.899980323,1.02136,-545.899980323,97.867202543,-542.901,500.0,2.20131e-06,47.9234,0.0208859,0.01,0.97406,0.49726,97.9082441684
1,2867.44853898,-539.506158693,100,2867.44853898,0.0161218,-684.388,100,0.00528152,1.59636,0.2,-539.506158693,1.03653,-539.506158693,96.6393612995,-534.179,500.0,3.51262e-06,50.5561,0.0344404,0.01,0.99019,0.522971,96.4761167612
1,2524.41873791,-537.896320468,100,2524.41873791,0.0162049,-675.514,100,0.00421094,1.57138,0.2,-537.896320468,1.06831,-537.896320468,91.5539349464,-528.844,500.0,9.31843e-06,51.4682,0.0876214,0.01,0.969692,0.408331,93.6059015203
1,2337.20608891,-531.403666226,100,2337.20608891,0.0118226,-666.885,100,0.00300586,1.17414,0.2,-531.403666226,1.01353,-531.403666226,98.3942747029,-529.111,500.0,1.64842e-06,45.4149,0.0162586,0.01,0.993132,0.298522,98.6647468347
1,3155.04188554,-523.716064983,100,3155.04188554,0.0176381,-660.159,100,0.00373473,1.72741,0.2,-523.716064983,1.07217,-523.716064983,91.5129782447,-513.812,500.0,9.36781e-06,56.2999,0.0898508,0.01,0.979359,0.365764,93.2689037351
1,2495.82999121,-522.61329007,100,2495.82999121,0.0139273,-648.275,100,0.00443476,1.39971,0.2,-522.61329007,1.03233,-522.61329007,96.8950116738,-518.451,500.0,3.23685e-06,48.6898,0.0326939,0.01,1.00501,0.445699,96.8677986645
1,2505.36907211,-522.231961694,100,2505.36907211,0.0137735,-647.734,100,0.00462716,1.34627,0.2,-522.231961694,1.03219,-522.231961694,95.6359150779,-518.082,500.0,4.60937e-06,50.152,0.0440368,0.01,0.977434,0.452275,96.8817158601
1,3006.34876555,-515.825344653,100,3006.34876555,0.0234011,-641.241,100,0.00382196,2.37361,0.2,-515.825344653,1.06589,-515.825344653,91.5633317782,-507.409,500.0,9.3071e-06,56.6961,0.0957545,0.01,1.01431,0.387667,93.8179062453
1,1713.34416729,-511.751259787,100,1713.34416729,0.0146717,-633.786,100,0.00600944,1.4932,0.2,-511.751259787,1.02381,-511.751259787,97.6678696669,-508.86,500.0,2.41193e-06,39.955,0.0249827,0.01,1.01774,0.611605,97.6741543205
1,2303.84233977,-511.505261521,100,2303.84233977,0.0144747,-647.784,100,0.00456976,1.4469,0.2,-511.505261521,1.03467,-511.505261521,96.2268643883,-506.975,500.0,3.96072e-06,47.2796,0.039576,0.01,0.999606,0.456796,96.648861814
1,1560.97262606,-504.709433007,100,1560.97262606,0.0645043,-617.475,100,0.00127005,5.93847,0.2,-504.709433007,1.0,-504.709433007,45.7090987899,-492.367,500.0,0.000119975,39.9715,1.01686,0.01,0.920633,0.116925,99.9999046327
1,2441.37185632,-518.506973658,100,2441.37185632,0.0171705,-656.114,100,0.00747815,1.72925,0.2,-518.506973658,1.01102,-518.506973658,98.4286681594,-517.074,500.0,1.61253e-06,49.5916,0.0163552,0.01,1.0071,0.753127,98.9095272165
1,3175.5749455,-517.235421304,100,3175.5749455,0.0142991,-656.931,100,0.00470941,1.42284,0.2,-517.235421304,1.04043,-517.235421304,95.597847797,-511.632,500.0,4.65142e-06,55.4437,0.0460553,0.01,0.995055,0.468612,96.1142654832
1,1979.16410514,-513.511294442,100,1979.16410514,0.0137227,-634.378,100,0.00311511,1.32097,0.2,-513.511294442,1.03312,-513.511294442,95.5753732879,-509.487,500.0,4.67623e-06,45.3557,0.0433314,0.01,0.962617,0.299866,96.7943633486
1,2173.17106381,-506.603916385,100,2173.17106381,0.0393456,-630.876,100,0.00376509,4.055,0.2,-506.603916385,1.07399,-506.603916385,86.163037844,-499.06,500.0,1.62212e-05,64.471,0.172296,0.01,1.03061,0.388035,93.1103346312
1,2704.35479895,-502.936567272,100,2704.35479895,0.0286401,-622.229,100,0.00343595,2.86723,0.2,-502.936567272,1.07315,-502.936567272,88.9287333315,-494.546,500.0,1.25754e-05,54.5657,0.126036,0.01,1.00112,0.343981,93.1838219816
1,5494.61623197,-497.8322706,100,5494.61623197,0.0148613,-706.745,100,0.00338552,1.50095,0.2,-497.8322706,1.02393,-497.8322706,96.9746818351,-491.413,500.0,3.15124e-06,51.5304,0.0321444,0.01,1.00998,0.34193,97.6626463495
1,1685.73962064,-501.60309303,100,1685.73962064,0.0146867,-621.607,100,0.00401445,1.39193,0.2,-501.60309303,1.03233,-501.60309303,94.5996691686,-497.669,500.0,5.7663e-06,41.6159,0.0517951,0.01,0.947755,0.380471,96.8686935407
1,2187.69093866,-503.153109843,100,2187.69093866,0.0138342,-633.707,100,0.00655604,1.3737,0.2,-503.153109843,1.03161,-503.153109843,97.1326775573,-499.283,500.0,2.98177e-06,45.4565,0.0294005,0.01,0.99298,0.651001,96.9354755584
1,2155.68305334,-502.34932864,100,2155.68305334,0.0197348,-623.223,100,0.00240371,1.8691,0.2,-502.34932864,1.07593,-502.34932864,89.3335313513,-492.869,500.0,1.20606e-05,45.5684,0.108186,0.01,0.947113,0.227659,92.9429112844
1,1843.47987459,-485.172752134,100,1843.47987459,0.0137538,-618.569,100,0.00364996,1.31456,0.2,-485.172752134,1.02609,-485.172752134,97.1921212261,-481.576,500.0,2.91816e-06,41.6241,0.0266575,0.01,0.955774,0.348854,97.4577318764
1,1675.56466235,-492.314235925,100,1675.56466235,0.0134572,-611.243,100,0.00472009,1.34472,0.2,-492.314235925,1.01808,-492.314235925,97.6718080958,-490.125,500.0,2.40777e-06,41.4623,0.0240419,0.01,0.999255,0.471658,98.2238324705
1,1628.69156358,-492.230382015,100,1628.69156358,0.0133982,-616.64,100,0.00531882,1.34543,0.2,-492.230382015,1.01658,-492.230382015,98.1119206699,-490.077,500.0,1.94388e-06,39.4304,0.019602,0.01,1.00419,0.53411,98.3692964631
1,2344.81028447,-488.51392709,100,2344.81028447,0.0159315,-611.563,100,0.00486994,1.59807,0.2,-488.51392709,1.04356,-488.51392709,95.174024802,-483.299,500.0,5.12187e-06,49.0696,0.0515359,0.01,1.00309,0.488499,95.8262841539
1,2228.54567194,-484.724328707,100,2228.54567194,0.0137359,-606.207,100,0.00643716,1.36757,0.2,-484.724328707,1.0265,-484.724328707,97.4152190837,-481.577,500.0,2.68017e-06,47.8201,0.0265674,0.01,0.995618,0.640895,97.4185264809
1,1931.57549146,-481.570056519,100,1931.57549146,0.01489,-601.995,100,0.00740197,1.50331,0.2,-481.570056519,1.01741,-481.570056519,97.8047680275,-479.503,500.0,2.26717e-06,43.6029,0.0231093,0.01,1.0096,0.747306,98.2889955705
1,1997.89695205,-483.96215878,100,1997.89695205,0.0136744,-614.784,100,0.00551642,1.35665,0.2,-483.96215878,1.0203,-483.96215878,97.5233609477,-481.214,500.0,2.56521e-06,42.1899,0.0252488,0.01,0.992108,0.547288,98.0105464697
1,2848.05804665,-479.632143105,100,2848.05804665,0.0178448,-607.287,100,0.00426615,1.81535,0.2,-479.632143105,1.05473,-479.632143105,94.2692020857,-472.285,500.0,6.1406e-06,51.4743,0.0635493,0.01,1.0173,0.433997,94.81105339
1,1645.16002858,-467.454764446,100,1645.16002858,0.0156218,-576.767,100,0.00413689,1.58146,0.2,-467.454764446,1.03908,-467.454764446,95.8394085993,-462.915,500.0,4.38505e-06,40.5551,0.0449394,0.01,1.01234,0.418794,96.2392213402
1,1469.98120016,-474.955641258,100,1469.98120016,0.0294759,-584.44,100,0.00474321,2.98751,0.2,-474.955641258,1.06518,-474.955641258,88.9476438394,-468.311,500.0,1.25512e-05,46.6148,0.128934,0.01,1.01354,0.480744,93.8807042691
1,1692.14009177,-474.779845715,100,1692.14009177,0.0211736,-590.608,100,0.00708701,2.09793,0.2,-474.779845715,1.02453,-474.779845715,96.3528050763,-472.021,500.0,3.82346e-06,41.2153,0.0375358,0.01,0.99082,0.702196,97.6055559925
1,2088.46998624,-474.35600101,100,2088.46998624,0.0132472,-598.849,100,0.00447496,1.34188,0.2,-474.35600101,1.02581,-474.35600101,97.4130506612,-471.237,500.0,2.6825e-06,44.97,0.0275246,0.01,1.01296,0.453294,97.4834860673
1,2244.1702606,-471.290311303,100,2244.1702606,0.0118046,-598.07,100,0.00578248,1.17329,0.2,-471.290311303,1.0158,-471.290311303,98.6648978345,-469.293,500.0,1.36684e-06,44.1437,0.013503,0.01,0.99393,0.574738,98.4445757778
1,1952.98086387,-483.737008618,100,1952.98086387,0.0126644,-611.27,100,0.00565785,1.27267,0.2,-483.737008618,1.01851,-483.737008618,97.7494135642,-481.401,500.0,2.32564e-06,43.6106,0.0234857,0.01,1.00492,0.568567,98.1826983444
1,2111.12381376,-473.716375145,100,2111.12381376,0.0139632,-590.819,100,0.00545598,1.39041,0.2,-473.716375145,1.0327,-473.716375145,96.8654848692,-469.914,500.0,3.26864e-06,44.7765,0.03241,0.01,0.995762,0.543286,96.8334143875
1,1969.56333918,-475.232915641,100,1969.56333918,0.0118339,-595.175,100,0.00737071,1.18685,0.2,-475.232915641,1.00727,-475.232915641,99.3326747855,-474.384,500.0,6.78598e-07,43.2312,0.00682566,0.01,1.00292,0.739223,99.2786252446
1,1601.60817016,-463.826643978,100,1601.60817016,0.0128283,-580.908,100,0.00649126,1.28276,0.2,-463.826643978,1.01773,-463.826643978,98.4882543719,-461.804,500.0,1.55046e-06,39.869,0.0155028,0.01,0.999941,0.649088,98.2578648619
1,1490.55844346,-471.014334728,100,1490.55844346,0.0166914,-585.334,100,0.00511288,1.62878,0.2,-471.014334728,1.02711,-471.014334728,96.0458410189,-468.104,500.0,4.15852e-06,38.0532,0.0395984,0.01,0.975819,0.498925,97.3602633875
1,1191.63524161,-468.464721452,100,1191.63524161,0.0124355,-579.635,100,0.00644806,1.23785,0.2,-468.464721452,1.01241,-468.464721452,98.5164589967,-467.094,500.0,1.5211e-06,35.6597,0.0150718,0.01,0.995416,0.641851,98.7740448443
1,1656.77406466,-467.432931847,100,1656.77406466,0.0130882,-589.825,100,0.00606721,1.32449,0.2,-467.432931847,1.01511,-467.432931847,98.4415758973,-465.584,500.0,1.59904e-06,40.5417,0.0163758,0.01,1.01198,0.613988,98.5112815896
1,1772.57128326,-463.817551281,100,1772.57128326,0.0176743,-573.912,100,0.00410387,1.73502,0.2,-463.817551281,1.03899,-463.817551281,94.7755969664,-459.508,500.0,5.56808e-06,43.3536,0.0536576,0.01,0.981664,0.402862,96.2476906474
1,2306.71659538,-468.836274559,100,2306.71659538,0.0165891,-595.02,100,0.00369649,1.71915,0.2,-468.836274559,1.02155,-468.836274559,97.1183485615,-465.769,500.0,2.99711e-06,45.5554,0.0321875,0.01,1.03631,0.383073,97.8903635042
1,1800.91135852,-467.016331483,100,1800.91135852,0.0138321,-589.608,100,0.00379995,1.34952,0.2,-467.016331483,1.03911,-467.016331483,95.217689548,-461.877,500.0,5.07322e-06,38.5613,0.0482912,0.01,0.975646,0.370741,96.2361519985
1,1670.10220598,-471.387395736,100,1670.10220598,0.014877,-587.759,100,0.00326628,1.49112,0.2,-471.387395736,1.01405,-471.387395736,97.9843554181,-469.394,500.0,2.07793e-06,38.034,0.0208751,0.01,1.0023,0.32738,98.614860234
1,1682.40396497,-464.586723262,100,1682.40396497,0.013934,-581.334,100,0.00702589,1.42881,0.2,-464.586723262,1.0133,-464.586723262,98.4853553213,-463.05,500.0,1.55349e-06,42.0391,0.0163345,0.01,1.02541,0.720445,98.6879152654
1,1720.25716035,-469.776808012,100,1720.25716035,0.0133047,-583.399,100,0.0047259,1.32148,0.2,-469.776808012,1.02424,-469.776808012,96.7329310071,-466.944,500.0,3.41152e-06,40.6404,0.0336558,0.01,0.993244,0.469397,97.6336837401
1,1535.34787959,-460.155343409,100,1535.34787959,0.0122366,-576.711,100,0.00563213,1.21303,0.2,-460.155343409,1.01206,-460.155343409,98.3633846656,-458.676,500.0,1.68066e-06,39.3213,0.0165159,0.01,0.991316,0.558322,98.8079126351
1,1595.81525904,-460.937519796,100,1595.81525904,0.0125597,-572.137,100,0.00520583,1.27609,0.2,-460.937519796,1.0214,-460.937519796,97.712650421,-458.462,500.0,2.36455e-06,37.7787,0.0244091,0.01,1.01602,0.528923,97.9043932754
1,1662.02134662,-464.710279634,100,1662.02134662,0.0133867,-579.246,100,0.00598357,1.29844,0.2,-464.710279634,1.01822,-464.710279634,97.6020213193,-462.687,500.0,2.48171e-06,40.1664,0.0233478,0.01,0.969946,0.580374,98.210596352
1,2056.97227191,-464.321671476,100,2056.97227191,0.0131309,-591.3,100,0.00546502,1.29084,0.2,-464.321671476,1.01557,-464.321671476,98.0654946729,-462.418,500.0,1.99261e-06,45.8174,0.0192565,0.01,0.983054,0.537241,98.4672941604
1,1539.9679505,-459.582253831,100,1539.9679505,0.0162239,-581.064,100,0.00458051,1.60311,0.2,-459.582253831,1.02707,-459.582253831,96.6336121183,-456.256,500.0,3.51885e-06,38.5775,0.0343574,0.01,0.98812,0.452609,97.3640037894
1,1520.87324538,-464.863492209,100,1520.87324538,0.0161257,-577.339,100,0.005516,1.61668,0.2,-464.863492209,1.02679,-464.863492209,97.2866900254,-461.869,500.0,2.81713e-06,39.4577,0.0283152,0.01,1.00255,0.553008,97.3905790848
1,1338.12072197,-450.665539341,100,1338.12072197,0.0141862,-559.422,100,0.00508405,1.42544,0.2,-450.665539341,1.03272,-450.665539341,96.4089438476,-446.955,500.0,3.76245e-06,36.1402,0.0379874,0.01,1.00481,0.510851,96.8313465184
1,1714.14146985,-461.805706593,100,1714.14146985,0.0131971,-577.094,100,0.00736613,1.31719,0.2,-461.805706593,1.01031,-461.805706593,98.928620803,-460.66,500.0,1.09391e-06,40.8371,0.0108972,0.01,0.998087,0.735204,98.9790720688
1,1402.95373674,-459.532053724,100,1402.95373674,0.0117664,-568.965,100,0.00680338,1.16679,0.2,-459.532053724,1.00914,-459.532053724,99.0317215086,-458.495,500.0,9.87634e-07,36.4638,0.00971173,0.01,0.991631,0.674644,99.0937969157
1,1662.34908818,-454.860572281,100,1662.34908818,0.0116185,-571.019,100,0.00596192,1.14462,0.2,-454.860572281,1.0111,-454.860572281,98.5631687423,-453.589,500.0,1.47251e-06,39.9116,0.0142915,0.01,0.985167,0.587349,98.9025419577
1,1439.62510339,-456.847130773,100,1439.62510339,0.0131097,-571.843,100,0.00731409,1.31521,0.2,-456.847130773,1.01067,-456.847130773,98.9772680948,-455.615,500.0,1.04373e-06,38.3672,0.0105049,0.01,1.00323,0.733775,98.9446783876
1,1794.23002872,-453.180203165,100,1794.23002872,0.012537,-566.438,100,0.00614986,1.2376,0.2,-453.180203165,1.01813,-453.180203165,98.0143784347,-451.094,500.0,2.04628e-06,42.7315,0.0199404,0.01,0.987152,0.607085,98.2196232049
1,1812.62951338,-457.96457754,100,1812.62951338,0.0159573,-571.626,100,0.00447346,1.55689,0.2,-457.96457754,1.02557,-457.96457754,96.3666097378,-454.831,500.0,3.8084e-06,39.3058,0.0362527,0.01,0.97566,0.436458,97.507100369
1,1443.45499639,-452.481591641,100,1443.45499639,0.0150897,-562.954,100,0.00669217,1.54868,0.2,-452.481591641,1.02002,-452.481591641,97.795415245,-450.306,500.0,2.27707e-06,39.1361,0.023985,0.01,1.02632,0.686829,98.0375675917
1,2164.84956801,-453.51587681,100,2164.84956801,0.012603,-577.429,100,0.00709732,1.26839,0.2,-453.51587681,1.01618,-453.51587681,98.578697226,-451.558,500.0,1.45636e-06,46.5602,0.0147512,0.01,1.00642,0.71429,98.407550883
1,2357.93616479,-456.964596957,100,2357.93616479,0.0148952,-583.761,100,0.00605836,1.50987,0.2,-456.964596957,1.02448,-456.964596957,97.6444132365,-453.988,500.0,2.43679e-06,47.4667,0.0250383,0.01,1.01366,0.614113,97.6106441417
1,1486.22030552,-452.804082833,100,1486.22030552,0.0197405,-567.59,100,0.00643142,1.97376,0.2,-452.804082833,1.01913,-452.804082833,97.2415768073,-450.731,500.0,2.86533e-06,39.4889,0.0286448,0.01,0.999852,0.643047,98.1233686769
1,1434.28966595,-453.517934519,100,1434.28966595,0.0154112,-565.986,100,0.0060434,1.53971,0.2,-453.517934519,1.02194,-453.517934519,97.1012896247,-451.031,500.0,3.01539e-06,37.5947,0.0300987,0.01,0.999085,0.603787,97.8531492596
1,1566.55392286,-455.730538154,100,1566.55392286,0.0283334,-564.948,100,0.00508392,2.8349,0.2,-455.730538154,1.05604,-455.730538154,90.253938203,-449.692,500.0,1.09076e-05,38.4184,0.109196,0.01,1.00055,0.508672,94.693528119
1,1999.04364172,-454.343397999,100,1999.04364172,0.0123688,-567.849,100,0.00522421,1.24883,0.2,-454.343397999,1.02487,-454.343397999,97.9901295892,-451.627,500.0,2.07182e-06,42.2992,0.0211206,0.01,1.00966,0.52747,97.5734038925
1,1728.7197226,-453.66237361,100,1728.7197226,0.0126527,-566.499,100,0.00738598,1.26128,0.2,-453.66237361,1.00842,-453.66237361,99.1673953858,-452.681,500.0,8.48068e-07,41.2528,0.00842727,0.01,0.996846,0.736268,99.1651251556
