EpRewMean,Step_size,EpisodesSoFar,surrgain,TimeElapsed,meankl,DiscEpRewMean,optimgain,entropy,TimestepsSoFar,SampleRenyi2,Var_J,EpThisIter,EpLenMean,J_hat,ev_tdlam_before,entloss
146.427672006,1.0,3500,0.00786736,8990.771723508835,0.00698501,53.1025123477,0.00786736,2.34498,1750000,7.48201e+31,0.1799018681049347,100,500.0,54.853187561035156,0.93057602644,
153.760540987,1.0,3600,0.00883151,9275.399291276932,0.00730963,54.2519760617,0.00883151,2.29591,1800000,1.5495e+33,0.032475266605615616,100,500.0,55.1161003112793,0.917216576636,
155.762135043,1.0,3700,0.0107231,9558.308897018433,0.00771561,55.3416575031,0.0107231,2.27436,1850000,1.41794e+15,0.037334196269512177,100,500.0,55.791080474853516,0.936749376357,
160.411059108,1.0,3800,0.008811,9786.784341812134,0.00686618,56.1485487684,0.008811,2.22098,1900000,2.75588e+36,0.08448949456214905,100,500.0,57.028785705566406,0.92134346813,
162.06178938,1.0,3900,0.00847568,10048.636540174484,0.00673221,56.9500958498,0.00847568,2.16084,1950000,inf,0.19073908030986786,100,500.0,57.670955657958984,0.933087579906,
165.22435917,1.0,4000,0.0090547,10326.312587499619,0.00665599,57.8820629758,0.0090547,2.09474,2000000,inf,0.06102630868554115,100,500.0,58.31032180786133,0.905801780522,
166.70106054,1.0,4100,0.0106101,10633.823278903961,0.00685205,58.1497130281,0.0106101,2.0489,2050000,2.03028e+32,0.14035776257514954,100,500.0,59.05213928222656,0.895561940968,
168.207313524,1.0,4200,0.00601521,10892.328332901001,0.00775732,58.7528005085,0.00601521,1.98566,2100000,inf,0.04261390119791031,100,500.0,59.2274055480957,0.89621720463,
170.401511859,1.0,4300,0.00741636,11165.748995304108,0.00728875,59.3638649984,0.00741636,1.93659,2150000,1.99101e+33,0.14738880097866058,100,500.0,60.40476989746094,0.854430317879,
171.152067035,1.0,4400,0.00615989,11440.61871790886,0.00713878,59.5668504247,0.00615989,1.88381,2200000,1.43896e+36,0.02967960759997368,100,500.0,60.114501953125,0.83978946507,
172.312199747,1.0,4500,0.00534112,11733.863275766373,0.00802118,59.9892291082,0.00534112,1.82324,2250000,inf,0.017364252358675003,100,500.0,60.417789459228516,0.823116675019,
174.119987047,1.0,4600,0.00455218,12021.224266290665,0.00822555,60.5068023171,0.00455218,1.79128,2300000,7.39597e+22,0.28893306851387024,100,500.0,60.569557189941406,0.832972690463,
174.385332367,1.0,4700,0.0049319,12339.585782051086,0.00833017,60.5427366196,0.0049319,1.74157,2350000,2.5586e+34,0.02684926614165306,100,500.0,60.245140075683594,0.829267352819,
175.236553132,1.0,4800,0.00466004,12629.183372020721,0.00827839,61.0309914848,0.00466004,1.68749,2400000,2.61807e+37,0.003908548504114151,100,500.0,60.88758850097656,0.825884535909,
175.351568881,1.0,4900,0.00443874,12925.281677246094,0.00803915,60.9830775967,0.00443874,1.67569,2450000,8.00503e+09,0.2384355664253235,100,500.0,61.8543586730957,0.826014190912,
175.319301599,1.0,5000,0.00440893,13221.54205441475,0.00865734,61.2228281948,0.00440893,1.624,2500000,5.37253e+35,0.011185137555003166,100,500.0,60.98963928222656,0.834095194936,
175.156648146,1.0,5100,0.00472856,13475.580859422684,0.00883396,61.2054565353,0.00472856,1.57908,2550000,1.68557e+31,0.20790646970272064,100,500.0,60.863014221191406,0.83069217205,
175.916201484,1.0,5200,0.00364644,13790.913377046585,0.00779354,61.5399726496,0.00364644,1.53798,2600000,4.01615e+28,0.0759873166680336,100,500.0,61.2801399230957,0.84816467762,
176.517200589,1.0,5300,0.00376681,14092.87948012352,0.00868518,61.5921177411,0.00376681,1.51042,2650000,5.61752e+19,0.004954391159117222,100,500.0,61.560184478759766,0.829259380698,
176.406750292,1.0,5400,0.00432109,14403.827615261078,0.00925441,61.6003746843,0.00432109,1.46812,2700000,2.43793e+29,0.016196435317397118,100,500.0,61.2618293762207,0.835392594337,
175.883691678,1.0,5500,0.00417589,14684.718336105347,0.00825328,61.4978837116,0.00417589,1.46788,2750000,53.7398,0.0517733171582222,100,500.0,61.73861312866211,0.840258508921,
176.675151285,1.0,5600,0.00429483,15010.699132442474,0.00831112,61.7936392574,0.00429483,1.43069,2800000,1.20392e+26,0.014931160025298595,100,500.0,61.57795715332031,0.866441205144,
176.927978444,1.0,5700,0.00440899,15326.915471076965,0.00943892,61.8027631486,0.00440899,1.38414,2850000,3.85519e+32,0.04164572060108185,100,500.0,62.051048278808594,0.85204423964,
177.266927622,1.0,5800,0.00381736,15578.630599975586,0.00859382,61.9127745147,0.00381736,1.37109,2900000,2.51063e+10,0.0305031705647707,100,500.0,61.64250183105469,0.846414640546,
177.646040859,1.0,5900,0.00505015,15915.148639917374,0.00907227,62.0832525216,0.00505015,1.35583,2950000,5.13359e+11,0.057224102318286896,100,500.0,62.58316421508789,0.847863152623,
177.796783449,1.0,6000,0.00601927,16103.481880187988,0.00920247,62.081437681,0.00601927,1.36416,3000000,0.000210627,0.42192256450653076,100,500.0,62.666805267333984,0.8452321738,
177.893223365,1.0,6100,0.00372251,16410.475319623947,0.00706476,62.0586331566,0.00372251,1.3617,3050000,618.806,0.02418741025030613,100,500.0,61.35468673706055,0.846312656999,
177.482697426,1.0,6200,0.00410623,16738.628334522247,0.00784265,61.9756027905,0.00410623,1.34072,3100000,1.33277e+15,0.05644802749156952,100,500.0,62.484031677246094,0.859804585576,
177.797865481,1.0,6300,0.00368294,17054.749386310577,0.00800762,62.0756084808,0.00368294,1.32421,3150000,3.20788e+12,0.01728222519159317,100,500.0,62.0146598815918,0.841310814023,
177.499959128,1.0,6400,0.00413278,17389.407551765442,0.00826589,62.0019541768,0.00413278,1.28701,3200000,9.07894e+25,0.07263641059398651,100,500.0,62.596553802490234,0.835505411029,
177.957394829,1.0,6500,0.00482069,17710.29119372368,0.00878362,62.1871113678,0.00482069,1.292,3250000,0.0308835,0.09190595149993896,100,500.0,61.74684524536133,0.835889950395,
177.755600567,1.0,6600,0.00484416,18039.499792099,0.00928271,62.214283666,0.00484416,1.29491,3300000,1.38199,0.2647492289543152,100,500.0,61.262454986572266,0.81887948513,
178.234046634,1.0,6700,0.00444893,18343.54160451889,0.00816763,62.2620441048,0.00444893,1.24903,3350000,3.19525e+31,0.037971943616867065,100,500.0,62.242801666259766,0.844468191266,
177.518526319,1.0,6800,0.00390987,18636.80913257599,0.00833595,62.0492158478,0.00390987,1.25596,3400000,0.00121389,0.03293950483202934,100,500.0,62.185264587402344,0.824688315392,
177.93232543,1.0,6900,0.00351522,18950.646639108658,0.00900162,62.1325573883,0.00351522,1.23977,3450000,2.9691e+12,0.04326457530260086,100,500.0,62.42756271362305,0.847254574299,
177.879592782,1.0,7000,0.0048656,19295.810640096664,0.00952161,62.2444142177,0.0048656,1.22116,3500000,1.4757e+14,0.04569857940077782,100,500.0,62.88752746582031,0.872893631458,
177.860678109,1.0,7100,0.00415064,19640.322371959686,0.00915678,62.1447685977,0.00415064,1.20654,3550000,1.10047e+11,0.03116486221551895,100,500.0,62.48971176147461,0.859069392085,
178.617551012,1.0,7200,0.00448918,19967.473567008972,0.00789934,62.435508206,0.00448918,1.20885,3600000,1.05859,0.04839533194899559,100,500.0,62.2480354309082,0.866018220782,
178.349703628,1.0,7300,0.00421034,20274.59353685379,0.00902559,62.2072107691,0.00421034,1.21729,3650000,0.000118972,0.020447909832000732,100,500.0,61.51510238647461,0.837303593755,
178.111762451,1.0,7400,0.00494956,20615.735152721405,0.00921752,62.3934211013,0.00494956,1.18847,3700000,1.10778e+21,0.033637795597314835,100,500.0,62.409610748291016,0.854841306806,
178.037281089,1.0,7500,0.00417965,20919.730742931366,0.00866143,62.4044368402,0.00417965,1.16563,3750000,2.97034e+16,0.09642137587070465,100,500.0,62.48295974731445,0.852964997292,
178.145912329,1.0,7600,0.00390466,21223.394330501556,0.00874922,62.3406904653,0.00390466,1.16013,3800000,105132.0,0.011845125816762447,100,500.0,62.646690368652344,0.891810022295,
178.294781911,1.0,7700,0.00393542,21546.809607744217,0.00866279,62.333977759,0.00393542,1.14709,3850000,5.82308e+10,0.03265310078859329,100,500.0,62.926517486572266,0.909099705517,
177.802201103,1.0,7800,0.00463807,21873.763656139374,0.00881838,62.2704629569,0.00463807,1.14003,3900000,1.48977e+06,0.04919341579079628,100,500.0,62.512760162353516,0.901030324399,
177.954458136,1.0,7900,0.00394539,22191.653730154037,0.00869008,62.2732294337,0.00394539,1.12403,3950000,1.62676e+12,0.15508709847927094,100,500.0,62.302162170410156,0.888579368591,
178.135454632,1.0,8000,0.00344325,22536.252408504486,0.00816974,62.3359328161,0.00344325,1.08286,4000000,6.9897e+28,0.01973358541727066,100,500.0,63.1725959777832,0.875462196767,
178.372509167,1.0,8100,0.00424821,22875.098478078842,0.00873608,62.534953808,0.00424821,1.07718,4050000,122348.0,0.10647984594106674,100,500.0,62.4804573059082,0.867644116282,
178.342770348,1.0,8200,0.00587501,23223.419911623,0.00841076,62.5939865977,0.00587501,1.0687,4100000,7.91326e+06,0.11521564424037933,100,500.0,62.84132766723633,0.883092097938,
178.29414842,1.0,8300,0.00433983,23533.63219475746,0.00876817,62.5220613593,0.00433983,1.04004,4150000,7.89248e+19,0.07452457398176193,100,500.0,63.14161682128906,0.872854650021,
178.704909177,1.0,8400,0.00456496,23840.5853433609,0.00944237,62.3730189722,0.00456496,1.00929,4200000,3.73664e+21,0.09540163725614548,100,500.0,62.90040969848633,0.853990420699,
178.518488827,1.0,8500,0.00414953,24178.173207998276,0.00995189,62.6214051932,0.00414953,0.968789,4250000,1.72808e+28,0.04773043096065521,100,500.0,62.76432800292969,0.863413602114,
179.08359927,1.0,8600,0.00441967,24522.467926502228,0.00919648,62.7158921203,0.00441967,0.948106,4300000,1.12323e+15,0.1421249806880951,100,500.0,62.28382873535156,0.882111571729,
178.590667683,1.0,8700,0.00418362,24868.175092935562,0.00978547,62.6733161524,0.00418362,0.945146,4350000,3165.94,0.005367158446460962,100,500.0,63.0820198059082,0.870425969362,
178.49019902,1.0,8800,0.0039273,25188.842245817184,0.00861405,62.6228642898,0.0039273,0.941897,4400000,3433.08,0.007426092866808176,100,500.0,62.498085021972656,0.877654507756,
178.681377026,1.0,8900,0.00417853,25517.820524454117,0.00945457,62.6262061562,0.00417853,0.936513,4450000,117486.0,0.07116099447011948,100,500.0,62.376121520996094,0.879124909639,
178.782147686,1.0,9000,0.00398575,25851.98418354988,0.00966787,62.5921818558,0.00398575,0.929558,4500000,834756.0,0.16255944967269897,100,500.0,62.77424240112305,0.883606918156,
178.989006708,1.0,9100,0.00446083,26204.70458316803,0.0096489,62.6685197192,0.00446083,0.884775,4550000,6.65041e+30,0.026896489784121513,100,500.0,62.84565734863281,0.896292060614,
178.518089836,1.0,9200,0.00413478,26518.49897170067,0.00940645,62.7409691766,0.00413478,0.889786,4600000,0.0144893,0.07224705815315247,100,500.0,62.92724609375,0.885175660253,
179.034577101,1.0,9300,0.00430297,26837.673001527786,0.00978703,62.8487786057,0.00430297,0.881526,4650000,7.0912e+06,0.019653238356113434,100,500.0,62.841949462890625,0.876373797655,
178.574962041,1.0,9400,0.00365461,27224.49546289444,0.00897456,62.637836246,0.00365461,0.890804,4700000,2.59569e-05,0.027451571077108383,100,500.0,62.88992691040039,0.870560064912,
179.049964214,1.0,9500,0.00437059,27569.10371541977,0.00771075,62.8045727581,0.00437059,0.881211,4750000,5.51783e+07,0.04027971252799034,100,500.0,62.97230529785156,0.873937577009,
179.682067759,1.0,9600,0.00410492,27923.86040878296,0.00928152,62.9429189182,0.00410492,0.865408,4800000,7.69753e+11,0.04819893836975098,100,500.0,62.47816467285156,0.893065989017,
179.394684258,1.0,9700,0.00340824,28264.632168769836,0.00959744,62.9709297884,0.00340824,0.854481,4850000,8.02777e+08,0.0513327494263649,100,500.0,63.659114837646484,0.868745699525,
179.681225938,1.0,9800,0.00363486,28624.654456615448,0.00832014,63.0112344367,0.00363486,0.856629,4900000,1.10508,0.039991866797208786,100,500.0,63.21345138549805,0.879325471818,
180.183210046,1.0,9900,0.00411794,28965.16219162941,0.00947502,63.0524254864,0.00411794,0.876996,4950000,1.46683e-12,0.04986884817481041,100,500.0,62.925235748291016,0.898473203182,
179.876581986,1.0,10000,0.00430597,29298.167183160782,0.0094948,63.0690247182,0.00430597,0.879086,5000000,2.39623,0.06579337269067764,100,500.0,63.509212493896484,0.894982144237,
179.728233283,1.0,10100,0.00366741,29669.8085167408,0.00847317,62.9175262723,0.00366741,0.888495,5050000,1.28065e-05,0.05471448227763176,100,500.0,62.79249572753906,0.89325877279,
179.370972869,1.0,10200,0.00409731,30049.869325637817,0.00928358,62.8965906533,0.00409731,0.863327,5100000,5.29528e+17,0.1548556089401245,100,500.0,63.147300720214844,0.881986945868,
179.591557975,1.0,10300,0.00334297,30408.34649682045,0.00924581,62.8460072362,0.00334297,0.860802,5150000,2242.15,0.08749490231275558,100,500.0,62.6047248840332,0.886553779244,
179.578788791,1.0,10400,0.0038055,30743.815537929535,0.00796295,62.8642864907,0.0038055,0.861188,5200000,7.4545,0.04873289912939072,100,500.0,63.160682678222656,0.893337965012,
179.876258581,1.0,10500,0.0044106,31107.24214553833,0.00943183,62.9892854536,0.0044106,0.836082,5250000,1.22683e+18,0.1295742690563202,100,500.0,63.653926849365234,0.901195511222,
179.757986581,1.0,10600,0.00399943,31414.60196018219,0.00892701,63.0321721391,0.00399943,0.827296,5300000,1.21669e+07,0.06569384783506393,100,500.0,62.15525436401367,0.896187931299,
179.810116037,1.0,10700,0.00346873,31787.84537434578,0.00923958,62.9436934193,0.00346873,0.810559,5350000,5.69099e+12,0.09631580114364624,100,500.0,62.95199203491211,0.899434112012,
178.974711851,1.0,10800,0.00433538,32155.511439800262,0.0100355,62.7870605407,0.00433538,0.77998,5400000,4.12803e+21,0.13355311751365662,100,500.0,63.238563537597656,0.884709820151,
179.147217221,1.0,10900,0.00417356,32499.15759396553,0.00961121,62.9555984676,0.00417356,0.766891,5450000,7.27474e+09,0.08123743534088135,100,500.0,63.08866882324219,0.898432351649,
179.085709365,1.0,11000,0.0043806,32870.02827858925,0.00952434,62.8699951845,0.0043806,0.703557,5500000,inf,0.02156456746160984,100,500.0,62.99549865722656,0.885327234864,
180.004478381,1.0,11100,0.00492512,33249.727961063385,0.00931012,63.0782429908,0.00492512,0.680231,5550000,3.1359e+16,0.12444065511226654,100,500.0,63.31016159057617,0.890046305954,
180.261359155,1.0,11200,0.00381357,33604.56808876991,0.00901508,63.0650079773,0.00381357,0.700021,5600000,3.00136e-12,0.02384704351425171,100,500.0,61.918846130371094,0.907658144832,
180.217256658,1.0,11300,0.00441876,33940.15961241722,0.0101454,63.0443829589,0.00441876,0.687268,5650000,6.36876e+09,0.029391145333647728,100,500.0,63.94121170043945,0.897834897041,
180.017747842,1.0,11400,0.00403992,34285.50558423996,0.00914098,63.0361190464,0.00403992,0.705513,5700000,3.08674e-11,0.056542109698057175,100,500.0,63.58365249633789,0.902253419161,
179.553858198,1.0,11500,0.00433144,34632.80091381073,0.00933779,63.1016920751,0.00433144,0.745444,5750000,3.63218e-25,0.0027502465527504683,100,500.0,63.00810241699219,0.888985902071,
179.72589235,1.0,11600,0.00460866,34995.71341538429,0.0106497,63.0335849695,0.00460866,0.714184,5800000,1.2304e+22,0.0001679225970292464,100,500.0,62.579322814941406,0.890526965261,
180.056300665,1.0,11700,0.00376275,35347.53365302086,0.0101638,63.0066836915,0.00376275,0.709736,5850000,171556.0,0.004026843700557947,100,500.0,62.72993087768555,0.897433586419,
179.624912132,1.0,11800,0.00384812,35739.07340836525,0.00968996,63.1317151708,0.00384812,0.704813,5900000,33713.5,0.20913434028625488,100,500.0,63.2451057434082,0.879424482584,
179.578418723,1.0,11900,0.00436392,36117.12113404274,0.01037,63.0885048548,0.00436392,0.640575,5950000,inf,0.04527631774544716,100,500.0,62.34026336669922,0.880308032036,
179.351127114,1.0,12000,0.00423759,36505.74042415619,0.00956278,62.9462158818,0.00423759,0.652649,6000000,2.94729e-07,0.06494826823472977,100,500.0,63.269744873046875,0.874058991671,
179.264016482,1.0,12100,0.00382839,36863.262796640396,0.00863648,62.9517359613,0.00382839,0.698471,6050000,3.85467e-29,0.10038205981254578,100,500.0,63.10409164428711,0.876969233155,
178.427810106,1.0,12200,0.00499678,37246.742810964584,0.00950121,62.8601720561,0.00499678,0.665709,6100000,7.84779e+22,0.048135995864868164,100,500.0,62.55105972290039,0.864929690957,
178.479979921,1.0,12300,0.00394461,37637.5976934433,0.00988914,62.8939419583,0.00394461,0.648144,6150000,7.70169e+12,0.08697742968797684,100,500.0,62.89112854003906,0.869896784425,
178.504077935,1.0,12400,0.00361016,38028.00805234909,0.0087946,62.9053108933,0.00361016,0.619332,6200000,1.01528e+20,6.377756653819233e-05,100,500.0,62.379119873046875,0.86747597158,
179.152063463,1.0,12500,0.00402913,38428.76867675781,0.00977342,63.0652594811,0.00402913,0.584177,6250000,1.06372e+25,0.12318012118339539,100,500.0,62.38153839111328,0.875900007784,
179.480538331,1.0,12600,0.0040657,38846.11900258064,0.00970854,62.9453736373,0.0040657,0.566828,6300000,4.21737e+12,0.04633776471018791,100,500.0,62.99086380004883,0.87792493403,
179.716274079,1.0,12700,0.00450896,39238.525253772736,0.00952981,63.0624569367,0.00450896,0.559574,6350000,931828.0,0.010685875080525875,100,500.0,63.15694808959961,0.884700290859,
180.164072513,1.0,12800,0.00422474,39615.75449228287,0.00951164,62.9580982737,0.00422474,0.572088,6400000,7.25599e-08,0.020695602521300316,100,500.0,63.04323196411133,0.891191348433,
180.137037411,1.0,12900,0.00443185,40008.811881542206,0.00923675,63.057607949,0.00443185,0.56269,6450000,3.07095e+07,0.03945744037628174,100,500.0,63.085323333740234,0.87371557951,
179.448932408,1.0,13000,0.00382755,40388.88891005516,0.00946265,63.0553928784,0.00382755,0.598633,6500000,1.86776e-22,0.01895824819803238,100,500.0,63.07619094848633,0.858659893274,
179.108334213,1.0,13100,0.00339554,40762.96256375313,0.00848483,62.9561279031,0.00339554,0.570975,6550000,1.85991e+19,0.0034828772768378258,100,500.0,63.059268951416016,0.871082320809,
179.537125519,1.0,13200,0.00415432,41157.035150289536,0.0089137,63.0762703811,0.00415432,0.596432,6600000,5.50025e-16,0.10977964848279953,100,500.0,63.364959716796875,0.888115093112,
179.959781916,1.0,13300,0.0046289,41517.317368745804,0.010024,62.9606007004,0.0046289,0.592218,6650000,12559.0,0.17697440087795258,100,500.0,63.504207611083984,0.901450023055,
180.107733422,1.0,13400,0.00493932,41902.02482485771,0.00955168,63.1766214714,0.00493932,0.593316,6700000,4.02071,0.016705546528100967,100,500.0,62.956443786621094,0.901877656579,
179.466744016,1.0,13500,0.00478449,42284.084067344666,0.0127581,63.134416018,0.00478449,0.602717,6750000,7.72485e-05,0.0019184657139703631,100,500.0,64.27079772949219,0.87624964118,
179.030088268,1.0,13600,0.00322537,42665.93569564819,0.0102553,63.0379888439,0.00322537,0.563179,6800000,1.0699e+27,0.045386966317892075,100,500.0,63.15439987182617,0.864658951759,
179.46699275,1.0,13700,0.00459681,43058.32267045975,0.00965307,63.0233650154,0.00459681,0.570818,6850000,0.000263362,0.031830672174692154,100,500.0,62.639183044433594,0.869091019034,
179.548917903,1.0,13800,0.00380177,43438.03173279762,0.00927723,63.0259621053,0.00380177,0.592286,6900000,2.46e-13,0.0181458480656147,100,500.0,63.04153823852539,0.883837923408,
178.975825392,1.0,13900,0.00349778,43830.05216217041,0.00971257,62.9657803393,0.00349778,0.544849,6950000,1.59069e+32,0.06311475485563278,100,500.0,63.42442321777344,0.864530235529,
179.503586614,1.0,14000,0.00468686,44236.5326294899,0.00928697,63.1359221664,0.00468686,0.58648,7000000,1.54367e-26,0.04186929762363434,100,500.0,63.206336975097656,0.866124972701,
179.636113435,1.0,14100,0.00421409,44658.991740942,0.00874495,63.1311896043,0.00421409,0.592529,7050000,0.00311119,0.006670164410024881,100,500.0,63.9814453125,0.882666021585,
179.645131814,1.0,14200,0.00383318,44992.890498161316,0.0095934,62.901732689,0.00383318,0.613217,7100000,1.4211e-12,0.026341408491134644,100,500.0,62.546104431152344,0.889337725937,
179.033182265,1.0,14300,0.00475896,45401.05136203766,0.00969456,63.0200688564,0.00475896,0.580759,7150000,5.00234e+22,0.046742312610149384,100,500.0,63.044944763183594,0.868691772223,
179.02729037,1.0,14400,0.00514357,45816.41589927673,0.0104871,62.9202450898,0.00514357,0.569808,7200000,2.86492e+08,0.09042192250490189,100,500.0,62.96482467651367,0.869067311287,
178.057748663,0.5,14500,0.00162706,46241.69889783859,0.00223012,62.8178907807,0.00162706,0.573308,7250000,0.00608389,0.008105392567813396,100,500.0,63.010501861572266,0.893798477948,
178.791236489,1.0,14600,0.00476901,46643.389456510544,0.00915512,63.0355173873,0.00476901,0.56939,7300000,5408.19,0.023737091571092606,100,500.0,62.771846771240234,0.877933375537,
179.258910893,1.0,14700,0.00507238,47043.071566820145,0.0100015,62.9639734665,0.00507238,0.562079,7350000,1.25961e+06,0.01741737872362137,100,500.0,63.41999435424805,0.890673004091,
180.113829928,1.0,14800,0.00506049,47451.6296274662,0.00964679,63.181047334,0.00506049,0.540099,7400000,9.8028e+15,0.12577317655086517,100,500.0,63.42356491088867,0.883605375886,
