MinNormIw,MinVanillaIw,AvgRet,VarDiscRet,AvgEpLen,AvgVanillaIw,Bound,MaxNormIw,VarNormIw,ESSRenyi,eRenyi2,AvgNormIw,VarRet,MaxVanillaIw,J,BatchSize,VarJ,VarVanillaIw,AvgDiscRet,ESSClassic
0.01,1.0,-10.997942442701266,86.58891064149145,200.0,1.0,-0.7826052,0.01,3.5044917e-18,nan,nan,0.009999998,86.58891064149145,1.0,-8.940697e-08,100,9.258673,,-3.907985046680551e-16,100.0
0.01,1.0,-13.291314401703403,112.11971343570005,200.0,1.0,-0.89053816,0.01,3.5044917e-18,nan,nan,0.009999998,112.11971343570005,1.0,-2.9802322e-08,100,10.5355835,,-9.237055564881303e-16,100.0
0.01,1.0,-13.555160633164427,105.24531751869593,200.0,1.0,-0.86280555,0.01,3.5044917e-18,nan,nan,0.009999998,105.24531751869593,1.0,-1.4901161e-07,100,10.20749,,-1.9539925233402757e-15,100.0
0.01,1.0,-11.107397356528574,97.7738700537112,200.0,1.0,-0.83161616,0.01,3.5044917e-18,nan,nan,0.009999998,97.7738700537112,1.0,-6.7055225e-08,100,9.838502,,-7.105427357601002e-17,100.0
0.01,1.0,-12.887545778736419,94.88816867636807,200.0,1.0,-0.819252,0.01,3.5044917e-18,nan,nan,0.009999998,94.88816867636807,1.0,-1.4901161e-08,100,9.692227,,3.019806626980426e-16,100.0
0.01,1.0,-11.55965789576216,102.87730471210489,200.0,1.0,-0.85304385,0.01,3.5044917e-18,nan,nan,0.009999998,102.87730471210489,1.0,-6.7055225e-08,100,10.092004,,-1.6697754290362353e-15,100.0
0.01,1.0,-11.84144280908748,88.8248706986401,200.0,1.0,-0.7926451,0.01,3.5044917e-18,nan,nan,0.009999998,88.8248706986401,1.0,8.195639e-08,100,9.377453,,3.232969447708456e-15,100.0
0.01,1.0,-11.308530528590035,100.815230024094,200.0,1.0,-0.8444512,0.01,3.5044917e-18,nan,nan,0.009999998,100.815230024094,1.0,-2.9802322e-08,100,9.990349,,-3.668176873361517e-15,100.0
0.01,1.0,-11.995840254340846,90.95240552424717,200.0,1.0,-0.80208176,0.01,3.5044917e-18,nan,nan,0.009999998,90.95240552424717,1.0,-1.1920929e-07,100,9.489093,,6.927791673660977e-16,100.0
0.01,1.0,-11.786130988777808,93.65366749821459,200.0,1.0,-0.8139054,0.01,3.5044917e-18,nan,nan,0.009999998,93.65366749821459,1.0,,100,9.628974,,-2.8332891588433994e-15,100.0
0.01,1.0,-9.688895043156162,78.18578576258544,200.0,1.0,-0.7436618,0.01,3.5044917e-18,nan,nan,0.009999998,78.18578576258544,1.0,1.1175871e-08,100,8.797951,,-4.440892098500626e-16,100.0
0.01,1.0,-11.693703372655548,91.14862468314689,200.0,1.0,-0.8029465,0.01,3.5044917e-18,nan,nan,0.009999998,91.14862468314689,1.0,-4.4703484e-08,100,9.499323,,7.105427357601002e-16,100.0
0.01,1.0,-11.25298222346629,74.3775125466183,200.0,1.0,-0.7253245,0.01,3.5044917e-18,nan,nan,0.009999998,74.37751254661832,1.0,,100,8.58101,,2.877698079828406e-15,100.0
0.01,1.0,-9.93878122002196,88.00472781747011,200.0,1.0,-0.7889773,0.01,3.5044917e-18,nan,nan,0.009999998,88.00472781747008,1.0,-1.4901161e-07,100,9.33406,,-9.592326932761353e-16,100.0
0.01,1.0,-12.20565281500288,91.61699168046569,200.0,1.0,-0.8050069,0.01,3.5044917e-18,nan,nan,0.009999998,91.61699168046569,1.0,-5.2154064e-08,100,9.523698,,-6.483702463810914e-16,100.0
0.01,1.0,-11.593838430235339,104.86510891906748,200.0,1.0,-0.8612455,0.01,3.5044917e-18,nan,nan,0.009999998,104.86510891906748,1.0,,100,10.189036,,-1.5631940186722204e-15,100.0
0.01,1.0,-10.525029570201916,101.79145470585738,200.0,1.0,-0.8485299,0.01,3.5044917e-18,nan,nan,0.009999998,101.79145470585738,1.0,-8.940697e-08,100,10.038602,,1.0658141036401502e-15,100.0
0.01,1.0,-11.572024708902322,90.04845515733516,200.0,1.0,-0.798086,0.01,3.5044917e-18,nan,nan,0.009999998,90.04845515733514,1.0,,100,9.44182,,9.947598300641404e-16,100.0
0.01,1.0,-10.596787976471637,88.16995286159738,200.0,1.0,-0.7897175,0.01,3.5044917e-18,nan,nan,0.009999998,88.16995286159738,1.0,1.0430813e-07,100,9.342818,,-2.042810365310288e-16,100.0
0.01,1.0,-11.63399311384236,105.39026546102225,200.0,1.0,-0.8633993,0.01,3.5044917e-18,nan,nan,0.009999998,105.39026546102225,1.0,-2.6077032e-08,100,10.214517,,1.403321903126198e-15,100.0
0.01,1.0,-13.182707471447106,111.79848176340779,200.0,1.0,-0.88926154,0.01,3.5044917e-18,nan,nan,0.009999998,111.79848176340779,1.0,1.4901161e-08,100,10.52048,,-2.1316282072803005e-16,100.0
0.01,1.0,-10.918501220624723,89.08176686098021,200.0,1.0,-0.79379046,0.01,3.5044917e-18,nan,nan,0.009999998,89.08176686098021,1.0,4.4703484e-08,100,9.391004,,2.3980817331903383e-16,100.0
0.01,1.0,-12.290766674989989,105.25508572764004,200.0,1.0,-0.8628456,0.01,3.5044917e-18,nan,nan,0.009999998,105.25508572764004,1.0,-3.7252903e-09,100,10.207964,,-1.4210854715202005e-15,100.0
0.01,1.0,-11.397352134778707,79.99983752613126,200.0,1.0,-0.75223947,0.01,3.5044917e-18,nan,nan,0.009999998,79.99983752613126,1.0,5.5879354e-08,100,8.899428,,-2.930988785010413e-15,100.0
0.01,1.0,-13.687315110655796,98.91528017971922,200.0,1.0,-0.83645624,0.01,3.5044917e-18,nan,nan,0.009999998,98.91528017971922,1.0,1.4901161e-08,100,9.895763,,3.552713678800501e-16,100.0
0.01,1.0,-12.628223813872161,105.4754424566763,200.0,1.0,-0.86374813,0.01,3.5044917e-18,nan,nan,0.009999998,105.47544245667632,1.0,-4.4703484e-08,100,10.218644,,-2.3270274596143282e-15,100.0
0.01,1.0,-11.095265665466467,93.7721388626494,200.0,1.0,-0.81442004,0.01,3.5044917e-18,nan,nan,0.009999998,93.7721388626494,1.0,3.7252903e-08,100,9.635062,,3.907985046680551e-16,100.0
0.01,1.0,-11.533546349504253,93.05600039424839,200.0,1.0,-0.81130415,0.01,3.5044917e-18,nan,nan,0.009999998,93.05600039424839,1.0,-6.7055225e-08,100,9.5982,,3.730349362740526e-16,100.0
0.01,1.0,-10.997980100509443,84.58982876145184,200.0,1.0,-0.77351826,0.01,3.5044917e-18,nan,nan,0.009999998,84.58982876145184,1.0,-8.940697e-08,100,9.151171,,1.0302869668521452e-15,100.0
0.01,1.0,-12.459308766127103,99.57132101442296,200.0,1.0,-0.83922535,0.01,3.5044917e-18,nan,nan,0.009999998,99.57132101442296,1.0,5.9604645e-08,100,9.928525,,4.440892098500626e-16,100.0
0.01,1.0,-12.381453697725137,96.06948608017932,200.0,1.0,-0.8243361,0.01,3.5044917e-18,nan,nan,0.009999998,96.06948608017932,1.0,-3.7252903e-08,100,9.752374,,-1.7763568394002506e-16,100.0
0.01,1.0,-11.473744687764002,100.85351301010189,200.0,1.0,-0.8446115,0.01,3.5044917e-18,nan,nan,0.009999998,100.85351301010189,1.0,-2.9802322e-08,100,9.992246,,1.7408297026122454e-15,100.0
0.01,1.0,-12.602304142801122,91.44778769291818,200.0,1.0,-0.80426306,0.01,3.5044917e-18,nan,nan,0.009999998,91.44778769291818,1.0,5.9604645e-08,100,9.514899,,-2.3270274596143282e-15,100.0
0.01,1.0,-12.671800688445796,99.36327688580982,200.0,1.0,-0.8383483,0.01,3.5044917e-18,nan,nan,0.009999998,99.36327688580981,1.0,4.4703484e-08,100,9.918147,,6.128431095930864e-16,100.0
0.01,1.0,-12.837502497925309,100.8535073148068,200.0,1.0,-0.8446115,0.01,3.5044917e-18,nan,nan,0.009999998,100.8535073148068,1.0,1.4901161e-08,100,9.992246,,-7.105427357601002e-17,100.0
0.01,1.0,-9.88129067826851,85.26515831203704,200.0,1.0,-0.7766,0.01,3.5044917e-18,nan,nan,0.009999998,85.26515831203704,1.0,-7.4505806e-08,100,9.187628,,4.1744385725905884e-16,100.0
0.01,1.0,-12.610359969924591,95.81463932759087,200.0,1.0,-0.82324183,0.01,3.5044917e-18,nan,nan,0.009999998,95.81463932759084,1.0,6.7055225e-08,100,9.739429,,2.3447910280083307e-15,100.0
0.01,1.0,-11.94442511555096,97.53156574904622,200.0,1.0,-0.83058506,0.01,3.5044917e-18,nan,nan,0.009999998,97.53156574904622,1.0,-8.940697e-08,100,9.8263035,,-7.105427357601002e-17,100.0
0.01,1.0,-12.3331030272457,103.86228149436741,200.0,1.0,-0.8571176,0.01,3.5044917e-18,nan,nan,0.009999998,103.86228149436741,1.0,5.2154064e-08,100,10.1402,,6.838973831690964e-16,100.0
0.01,1.0,-10.518629970796276,94.30953323315998,200.0,1.0,-0.8167503,0.01,3.5044917e-18,nan,nan,0.009999998,94.30953323315998,1.0,-4.4703484e-08,100,9.662631,,-2.3447910280083307e-15,100.0
0.01,1.0,-9.720409380566913,76.79300283733811,200.0,1.0,-0.7370082,0.01,3.5044917e-18,nan,nan,0.009999998,76.79300283733812,1.0,8.940697e-08,100,8.719235,,6.572520305780927e-16,100.0
0.01,1.0,-12.529660680325641,95.70558055520232,200.0,1.0,-0.8227733,0.01,3.5044917e-18,nan,nan,0.009999998,95.70558055520233,1.0,-5.9604645e-08,100,9.733885,,-3.126388037344441e-15,100.0
0.01,1.0,-10.944071109516292,95.14840232027387,200.0,1.0,-0.8203746,0.01,3.5044917e-18,nan,nan,0.009999998,95.14840232027387,1.0,,100,9.705509,,1.4566126083082053e-15,100.0
0.01,1.0,-10.813988161437399,86.51967113423164,200.0,1.0,-0.782292,0.01,3.5044917e-18,nan,nan,0.009999998,86.51967113423164,1.0,-3.1664968e-08,100,9.254971,,1.616484723854228e-15,100.0
0.01,1.0,-12.48137348922153,100.32143961968815,200.0,1.0,-0.84238064,0.01,3.5044917e-18,nan,nan,0.009999998,100.32143961968815,1.0,-1.4901161e-08,100,9.965853,,6.572520305780927e-16,100.0
0.01,1.0,-11.328053580633686,90.6669909400852,200.0,1.0,-0.8008222,0.01,3.5044917e-18,nan,nan,0.009999998,90.66699094008519,1.0,-1.4901161e-08,100,9.474192,,-4.209965709378594e-15,100.0
0.01,1.0,-10.08043447173546,102.45631599828982,200.0,1.0,-0.85129654,0.01,3.5044917e-18,nan,nan,0.009999998,102.45631599828981,1.0,,100,10.071334,,-1.4210854715202005e-15,100.0
0.01,1.0,-10.787739154439459,97.45361054281278,200.0,1.0,-0.830253,0.01,3.5044917e-18,nan,nan,0.009999998,97.45361054281278,1.0,8.940697e-08,100,9.822376,,2.575717417130363e-15,100.0
0.01,1.0,-10.986812468077947,89.76959416490801,200.0,1.0,-0.79684925,0.01,3.5044917e-18,nan,nan,0.009999998,89.76959416490801,1.0,-4.0978193e-08,100,9.427189,,-1.2967404927621828e-15,100.0
0.01,1.0,-11.745429646796813,103.50473666949047,200.0,1.0,-0.85564095,0.01,3.5044917e-18,nan,nan,0.009999998,103.50473666949047,1.0,-2.9802322e-08,100,10.122731,,-3.552713678800501e-16,100.0
0.01,1.0,-11.397215547552612,90.89848316577854,200.0,1.0,-0.80184394,0.01,3.5044917e-18,nan,nan,0.009999998,90.89848316577854,1.0,-1.3411045e-07,100,9.4862795,,-1.7408297026122454e-15,100.0
0.01,1.0,-11.269914210443865,101.11258080332959,200.0,1.0,-0.8456958,0.01,3.5044917e-18,nan,nan,0.009999998,101.11258080332959,1.0,5.9604645e-08,100,10.005071,,-3.552713678800501e-17,100.0
0.01,1.0,-11.9540170493316,88.65573794330372,200.0,1.0,-0.79189,0.01,3.5044917e-18,nan,nan,0.009999998,88.65573794330372,1.0,1.7881393e-07,100,9.368521,,-2.9842794901924207e-15,100.0
0.01,1.0,-12.826554696984745,89.91398523666426,200.0,1.0,-0.79748994,0.01,3.5044917e-18,nan,nan,0.009999998,89.91398523666426,1.0,,100,9.434768,,-3.552713678800501e-17,100.0
0.01,1.0,-10.642959756589855,84.56876008376882,200.0,1.0,-0.77342194,0.01,3.5044917e-18,nan,nan,0.009999998,84.56876008376882,1.0,-4.4703484e-08,100,9.150031,,-4.263256414560601e-16,100.0
0.01,1.0,-12.084533829114518,99.90703131334823,200.0,1.0,-0.8406391,0.01,3.5044917e-18,nan,nan,0.009999998,99.90703131334823,1.0,1.4901161e-07,100,9.945249,,-1.6342482922482305e-15,100.0
0.01,1.0,-13.344173027588843,98.48779907062986,200.0,1.0,-0.8346467,0.01,3.5044917e-18,nan,nan,0.009999998,98.48779907062985,1.0,4.4703484e-08,100,9.874356,,-1.4210854715202005e-15,100.0
0.01,1.0,-12.076159208376142,104.7180064222754,200.0,1.0,-0.8606413,0.01,3.5044917e-18,nan,nan,0.009999998,104.71800642227537,1.0,1.4901161e-08,100,10.181887,,-2.7000623958883807e-15,100.0
0.01,1.0,-11.944034586583495,92.02799518000154,200.0,1.0,-0.80681044,0.01,3.5044917e-18,nan,nan,0.009999998,92.02799518000158,1.0,,100,9.545036,,-1.4921397450962103e-15,100.0
0.01,1.0,-12.243506232040978,93.13899793546592,200.0,1.0,-0.81166613,0.01,3.5044917e-18,nan,nan,0.009999998,93.13899793546592,1.0,-1.6391277e-07,100,9.602479,,-5.684341886080802e-16,100.0
0.01,1.0,-9.956907240926817,85.9912180225048,200.0,1.0,-0.7798993,0.01,3.5044917e-18,nan,nan,0.009999998,85.9912180225048,1.0,-1.1920929e-07,100,9.226663,,4.263256414560601e-16,100.0
0.01,1.0,-11.76234696657928,92.45696832173228,200.0,1.0,-0.8086885,0.01,3.5044917e-18,nan,nan,0.009999998,92.45696832173229,1.0,-8.940697e-08,100,9.567256,,-1.3589129821411916e-15,100.0
0.01,1.0,-9.677759149025684,84.05322134119594,200.0,1.0,-0.77106106,0.01,3.5044917e-18,nan,nan,0.009999998,84.05322134119592,1.0,2.9802322e-08,100,9.122098,,-6.838973831690964e-16,100.0
0.01,1.0,-11.648943835511702,96.10942800106162,200.0,1.0,-0.82450736,0.01,3.5044917e-18,nan,nan,0.009999998,96.10942800106164,1.0,1.4901161e-08,100,9.7544,,-6.750155989720952e-16,100.0
0.01,1.0,-11.865231350533872,90.50619272170367,200.0,1.0,-0.8001118,0.01,3.5044917e-18,nan,nan,0.009999998,90.50619272170367,1.0,-1.0430813e-07,100,9.465788,,1.4210854715202004e-16,100.0
0.01,1.0,-10.97523769505666,97.03294707057117,200.0,1.0,-0.82845926,0.01,3.5044917e-18,nan,nan,0.009999998,97.03294707057117,1.0,,100,9.801154,,4.085620730620576e-16,100.0
0.01,1.0,-11.838815493827594,97.0559375126334,200.0,1.0,-0.8285573,0.01,3.5044917e-18,nan,nan,0.009999998,97.0559375126334,1.0,,100,9.802315,,-6.927791673660977e-16,100.0
0.01,1.0,-11.20709249320352,92.27970439091736,200.0,1.0,-0.80791306,0.01,3.5044917e-18,nan,nan,0.009999998,92.27970439091736,1.0,,100,9.558081,,-3.206324095117452e-15,100.0
0.01,1.0,-12.69761135478536,104.86683508837105,200.0,1.0,-0.8612526,0.01,3.5044917e-18,nan,nan,0.009999998,104.86683508837105,1.0,4.4703484e-08,100,10.18912,,2.1316282072803005e-15,100.0
0.01,1.0,-11.450187338392658,105.47345111381219,200.0,1.0,-0.8637401,0.01,3.5044917e-18,nan,nan,0.009999998,105.47345111381217,1.0,5.9604645e-08,100,10.218548,,2.415845301584341e-15,100.0
0.01,1.0,-11.88717865150628,90.97749648935778,200.0,1.0,-0.8021923,0.01,3.5044917e-18,nan,nan,0.009999998,90.97749648935779,1.0,-2.9802322e-08,100,9.490402,,1.1191048088221578e-15,100.0
