ESSRenyi,AvgDiscRet,MaxNormIw,MinNormIw,eRenyi2,BatchSize,ESSClassic,Bound,J,MinVanillaIw,AvgRet,AvgNormIw,VarVanillaIw,VarDiscRet,MaxVanillaIw,VarNormIw,VarJ,VarRet,AvgEpLen,AvgVanillaIw
13.186734967787274,9.094947017729283e-14,0.124204546,,7.5833783,100,10.699743192041604,3535.909,4021.3025,,-4066.23450637783,0.01,6.6041636,4392402.075036766,10.993205,0.0008430322,203.26294,4392402.075036766,200.0,0.8850888
3.019580785281755,3.375077994860476e-16,0.609361,,33.11718,100,2.1272162272701776,4.3717775,8.548403,,-9.240243786640326,0.01,0.12982361,74.4688436349715,3.220653,0.004647453,2.6540122,74.4688436349715,200.0,0.052852955
3.822701343145571,3.375077994860476e-16,0.4885093,,26.159512,100,2.2457675388443343,2.9826274,6.2229233,,-8.368972633209024,0.01,25.225773,56.743555955257406,37.002174,0.004396789,5.6440644,56.74355595525739,200.0,0.7574508
94.83795789377766,6.217248937900876e-16,0.025742479,0.008728848,1.0544301,100,95.20027201944927,-0.55273575,0.029548809,0.8614055,-7.208371956509219,0.01,0.04959591,45.46002506479575,2.5403938,5.0926587e-06,7.176256,45.46002506479575,200.0,0.986849
3.9798747179940306,8.08242361927114e-16,0.41665074,1.2682234e-28,25.12642,100,2.8411106459303235,3.7749326,6.748856,1.3383088e-26,-7.790064834465032,0.01,38.466286,49.76292446795813,43.967598,0.0034542936,5.0814185,49.76292446795813,200.0,1.0552627
5.791140600248949,-2.6645352591003756e-16,0.3552968,,17.267756,100,3.6815859581812176,3.155165,5.68874,,-6.690448511725911,0.01,12.445722,52.554324978942745,24.3827,0.002642647,5.0633407,52.554324978942745,200.0,0.6862629
2.4086654769004934,-5.329070518200751e-16,0.710347,,41.516766,100,1.7245441779151018,3.0463915,6.6785135,,-7.028856454835312,0.01,19.756594,44.923566760019064,41.615856,0.0057561966,2.541902,44.92356676001905,200.0,0.5858525
41.013782526539686,-4.085620730620576e-16,0.032324385,1.839905e-20,2.4382048,100,42.33702905549359,0.21923947,1.135239,1.9190369e-18,-6.9597264263475065,0.010000003,1.4966398,48.65159824200612,3.3714614,0.00013757563,8.173608,48.65159824200612,200.0,1.0430087
70.14546687255005,5.240252676230739e-16,0.018028978,1.6018306e-06,1.4256089,100,59.81511031876504,-0.39758113,0.2865539,0.00016576382,-8.015377960992293,0.010000002,0.7267124,46.41518987559037,1.8657105,6.7860376e-05,8.821816,46.41518987559037,200.0,1.0348399
66.08462110094135,-6.483702463810914e-16,0.024284612,0.005971006,1.5132114,100,63.47086650247103,0.010060489,0.76573384,0.75581634,-8.209403843770955,0.01,0.93146676,53.35136129735417,3.0739722,5.8133945e-05,9.294646,53.35136129735415,200.0,1.2658107
