VanillaAvgRet,VarVanillaIw,MaxNormIw,eRenyi2,AvgVanillaIw,ESSRenyi,MaxVanillaIw,MinVanillaIw,Bound,AvgRet,VarDiscRet,VarJ,AvgDiscRet,ESSClassic,BatchSize,AvgNormIw,VarNormIw,AvgEpLen,EpsThisIter,MinNormIw,IterType,Delta,VarRet,J
120.33453359789057,6.5788026,0.16771139,5.1197534,1.1933873,19.53219089940384,20.014463,1.9330588e-07,95.83319,120.33453359789057,18275.396638543778,915.7055,120.33453359789057,17.943045337581086,100,0.009999999,0.0004619384,13.04,100,1.6198085e-09,1,0.4,18275.396638543778,331.34207
228.18906982205226,6.329797,0.21430291,1.9139012,1.1552814,52.24930079270795,24.758017,0.005053419,151.54819,228.18906982205226,45454.694742414016,329.78625,228.18906982205226,17.55879902823243,100,0.01,0.00047425748,23.83,100,4.374189e-05,1,0.4,45454.694742414016,339.58145
374.4244932414297,5.949907,0.22318454,3.149553,1.0440154,31.750536688250268,23.300808,0.0011553665,382.21204,374.4244932414297,292838.78350221564,7965.7817,374.4244932414297,15.614745436980566,100,0.01,0.00054587907,38.45,100,1.1066567e-05,1,0.4,292838.78350221564,1468.5024
584.9241066045156,7.713611,0.16237614,5.0199227,1.1627712,19.92062533881369,18.88063,2.2528961e-06,474.55847,584.9241066045156,495683.5067169309,5338.081,584.9241066045156,15.041833343412051,100,0.01,0.00057051773,59.5,100,1.9375232e-08,1,0.4,495683.5067169309,1846.5188
1229.3917909856928,9.342532,0.27094427,10.890957,0.7878659,9.181929660921073,21.346775,5.781139e-22,2281.1904,1229.3917909856928,1731237.270464813,3320.922,1229.3917909856928,6.289186820842455,100,0.01,0.0015050817,123.9,100,7.33772e-24,1,0.4,1731237.270464813,4302.108
3709.115396157704,1.1666487,0.038344357,2.1660624,0.956441,46.16672265562914,3.6674113,5.072125e-12,3934.816,3709.115396157704,2782395.3209413993,556.3837,3709.115396157704,44.19733203720022,100,0.010000002,0.00012753335,371.4,100,5.303124e-14,1,0.4,2782395.3209413993,4836.078
4521.334724733115,0.39181083,0.02307941,1.2974212,0.985659,77.07597092788957,2.274843,0.017263914,4221.594,4521.334724733115,1533461.1493534176,250.96812,4521.334724733115,71.46624001153997,100,0.009999999,4.0329516e-05,452.34,100,0.00017515097,1,0.4,1533461.1493534176,4919.1133
4964.49518768566,0.022858405,0.012261279,1.023689,1.007496,97.68591526628894,1.235319,0.3887689,4362.035,4964.49518768566,123963.231895451,181.11642,4964.49518768566,97.81918929778408,100,0.01,2.2519528e-06,496.49,100,0.0038587637,1,0.4,123963.231895451,4981.618
4956.036018370023,0.03541059,0.012575722,1.031561,0.98591995,96.94046047541528,1.2398655,0.2591716,4366.295,4956.036018370023,190989.66633852845,115.17534,4956.036018370023,96.51904012128578,100,0.010000002,3.6429221e-06,495.64,100,0.0026287287,1,0.4,190989.66633852845,4988.256
4911.470051710459,0.051861156,0.01335701,1.0660431,1.0535716,93.8048343337488,1.4072566,0.3938149,4326.7915,4911.470051710459,392821.44905080553,300.51004,4911.470051710459,95.57909693039025,100,0.01,4.6721207e-06,491.19,100,0.0037379034,1,0.4,392821.44905080553,4959.062
4984.573594653643,0.008162932,0.0113866385,1.0069741,0.99331796,99.30742001614516,1.1310552,0.6746166,4374.77,4984.573594653643,18464.150442664446,92.408,4984.573594653643,99.18761310880325,100,0.01,8.273125e-07,498.5,100,0.0067915474,1,0.4,18464.150442664446,4989.274
4999.75848787331,,0.01,1.0,1.0,100.0,1.0,1.0,4387.386,4999.75848787331,0.09681149190283794,0.3096121,4999.75848787331,100.0,100,0.009999998,3.5044917e-18,500.0,100,0.01,1,0.4,0.09681149190283794,4999.759
4949.773353321345,0.0076939357,0.012088236,1.0121301,1.0003175,98.80152356265569,1.2092074,0.80685234,4341.489,4949.773353321345,249977.15895572072,420.67548,4949.773353321345,99.24454273718467,100,0.009999999,7.6890535e-07,495.01,100,0.008065963,1,0.4,249977.15895572072,4957.564
4999.805860381296,,0.01,1.0,1.0,100.0,1.0,1.0,4387.433,4999.805860381296,0.05307988106075717,0.22922263,4999.805860381296,100.0,100,0.009999998,3.5044917e-18,500.0,100,0.01,1,0.4,0.05307988106075717,4999.8057
4999.259483615856,1.8394237e-05,0.010062612,1.0000144,0.9997232,99.99855758840225,1.0059826,0.98275644,4386.891,4999.259483615856,25.031193413974393,4.89474,4999.259483615856,99.99817991045259,100,0.01,1.8404414e-09,499.96,100,0.009830285,1,0.4,25.031193413974393,4999.268
4999.760681719103,1.7943996e-06,0.010025163,1.0000008,1.0000013,99.99991655356695,1.0025176,0.99420244,4387.389,4999.760681719103,0.12056111569583966,0.34440452,4999.760681719103,99.99980163629458,100,0.01,1.7943885e-10,500.0,100,0.009942012,1,0.4,0.12056111569583966,4999.7617
4936.106127905766,0.037129387,0.014178787,1.0312258,0.98718643,96.97197253029836,1.3997107,0.31992406,4333.47,4936.106127905766,267361.3170764121,375.292,4936.106127905766,96.36524215250509,100,0.01,3.8099522e-06,493.65,100,0.0032407662,1,0.4,267361.3170764121,4955.33
4999.818500713226,2.8162082e-08,0.01000583,1.0,1.0000072,100.0,1.0005902,0.99937063,4387.4463,4999.818500713226,0.043526106131064585,0.2075308,4999.818500713226,100.00000381467002,100,0.01,2.8160978e-12,500.0,100,0.009993635,1,0.4,0.043526106131064585,4999.819
