AvgNormIw,ESSRenyi,IterType,MinNormIw,VarDiscRet,VarNormIw,Delta,MinVanillaIw,VarVanillaIw,VanillaAvgRet,Bound,AvgEpLen,J,MaxNormIw,VarJ,ESSClassic,AvgRet,EpsThisIter,MaxVanillaIw,eRenyi2,VarRet,BatchSize,AvgVanillaIw,AvgDiscRet
0.005,500.0,2,0.005,4813.88468378,2.1793e-19,0.8,1.0,,4636.19939056,4451.8,499.25,4616.92,0.005,206.002,200.000000102,4636.19939056,100,1.0,1.0,4813.88468378,500,1.0,4636.19939056
0.00333333,500.0,2,0.00333333,1581.59457966,5.43914e-20,0.8,1.0,,4631.01130939,4486.8,500.0,4621.62,0.00333333,169.875,299.999969474,4631.01130939,100,1.0,1.0,1581.59457966,500,1.0,4631.01130939
0.0025,500.0,2,0.0025,3319.81519918,5.4346e-20,0.8,1.0,,4631.89211481,4507.43,499.24,4624.19,0.0025,149.948,400.0,4631.89211481,100,1.0,1.0,3319.81519918,500,1.0,4631.89211481
0.002,472.072688973,1,0.000541847,2841.98036195,2.57476e-07,0.8,0.273723,0.0657061,4632.47472171,4525.88,499.58,4633.36,0.0034825,76.3229,469.818620242,4632.47472171,100,1.75924,1.05916,2841.98036195,500,1.01033,4632.47472171
0.01,500.0,2,0.01,1106.01585256,3.50449e-18,0.8,1.0,,4635.75041454,4402.29,500.0,4635.75,0.01,33.0901,100.0,4635.75041454,100,1.0,1.0,1106.01585256,500,1.0,4635.75041454
0.005,500.0,2,0.005,6947.81010417,2.1793e-19,0.8,1.0,,4632.4444818,4468.95,499.18,4634.1,0.005,63.1615,200.000000102,4632.4444818,100,1.0,1.0,6947.81010417,500,1.0,4632.4444818
0.00333333,500.0,2,0.00333333,583.291743886,5.43914e-20,0.8,1.0,,4644.74652999,4502.81,500.0,4637.65,0.00333333,53.6402,299.999969474,4644.74652999,100,1.0,1.0,583.291743886,500,1.0,4644.74652999
0.0025,500.0,2,0.0025,572.215479691,5.4346e-20,0.8,1.0,,4643.85536699,4522.42,500.0,4639.2,0.0025,48.0292,400.0,4643.85536699,100,1.0,1.0,572.215479691,500,1.0,4643.85536699
0.002,492.541137826,1,0.00115577,15327.3302057,6.3509e-08,0.8,0.577245,0.015842,4630.05573533,4533.89,498.77,4639.12,0.00267328,53.4585,492.200833056,4630.05573533,100,1.33515,1.01514,15327.3302057,500,0.99889,4630.05573533
0.01,500.0,2,0.01,4106.31196414,3.50449e-18,0.8,1.0,,4635.46326292,4401.99,499.4,4635.46,0.01,63.7593,100.0,4635.46326292,100,1.0,1.0,4106.31196414,500,1.0,4635.46326292
0.005,500.0,2,0.005,495.450501544,2.1793e-19,0.8,1.0,,4643.38659541,4474.27,500.0,4639.42,0.005,47.8912,200.000000102,4643.38659541,100,1.0,1.0,495.450501544,500,1.0,4643.38659541
0.00333333,500.0,2,0.00333333,12076.7893504,5.43914e-20,0.8,1.0,,4631.89291433,4502.07,498.98,4636.91,0.00333333,74.3438,299.999969474,4631.89291433,100,1.0,1.0,12076.7893504,500,1.0,4631.89291433
0.0025,500.0,2,0.0025,66617.4720596,5.4346e-20,0.8,1.0,,4611.00453573,4513.66,496.78,4630.44,0.0025,144.08,400.0,4611.00453573,100,1.0,1.0,66617.4720596,500,1.0,4611.00453573
0.002,488.861320072,1,0.00109666,401.855235871,8.80317e-08,0.8,0.550642,0.0221939,4644.63190655,4530.32,500.0,4635.95,0.00294154,90.1654,489.25413928,4644.63190655,100,1.47697,1.02278,401.855235871,500,1.00422,4644.63190655
0.01,500.0,2,0.01,66367.7690802,3.50449e-18,0.8,1.0,,4583.64097034,4350.13,493.95,4583.64,0.01,256.328,100.0,4583.64097034,100,1.0,1.0,66367.7690802,500,1.0,4583.64097034
0.005,500.0,2,0.005,673.462520657,2.1793e-19,0.8,1.0,,4639.0923001,4446.25,500.0,4611.37,0.005,184.266,200.000000102,4639.0923001,100,1.0,1.0,673.462520657,500,1.0,4639.0923001
0.00333333,500.0,2,0.00333333,13191.9909771,5.43914e-20,0.8,1.0,,4623.02598666,4480.43,497.96,4615.25,0.00333333,164.377,299.999969474,4623.02598666,100,1.0,1.0,13191.9909771,500,1.0,4623.02598666
0.0025,500.0,2,0.0025,2395.6063121,5.4346e-20,0.8,1.0,,4635.44890949,4503.54,499.58,4620.3,0.0025,144.686,400.0,4635.44890949,100,1.0,1.0,2395.6063121,500,1.0,4635.44890949
0.002,468.721007393,1,0.000646586,875.974743076,2.85349e-07,0.8,0.320108,0.0699385,4639.87074609,4524.36,500.0,4632.22,0.00333874,81.8512,466.768490222,4639.87074609,100,1.65292,1.06673,875.974743076,500,0.990147,4639.87074609
0.01,500.0,2,0.01,409.662844513,3.50449e-18,0.8,1.0,,4645.40279745,4411.91,500.0,4645.4,0.01,20.1387,100.0,4645.40279745,100,1.0,1.0,409.662844513,500,1.0,4645.40279745
0.005,500.0,2,0.005,3201.23007114,2.1793e-19,0.8,1.0,,4628.83313212,4471.99,499.28,4637.12,0.005,43.0817,200.000000102,4628.83313212,100,1.0,1.0,3201.23007114,500,1.0,4628.83313212
0.00333333,500.0,2,0.00333333,706.124464024,5.43914e-20,0.8,1.0,,4639.91332581,4503.23,500.0,4638.05,0.00333333,38.3681,299.999969474,4639.91332581,100,1.0,1.0,706.124464024,500,1.0,4639.91332581
0.0025,500.0,2,0.0025,1356.88563246,5.4346e-20,0.8,1.0,,4634.01977335,4520.28,499.88,4637.04,0.0025,37.9863,400.0,4634.01977335,100,1.0,1.0,1356.88563246,500,1.0,4634.01977335
0.002,497.097629583,1,0.00146493,888.677489317,2.60246e-08,0.8,0.731458,0.00648824,4639.14303373,4533.34,500.0,4638.08,0.0024848,34.4761,496.774258801,4639.14303373,100,1.24069,1.00584,888.677489317,500,0.998623,4639.14303373
0.01,500.0,2,0.01,989.217603599,3.50449e-18,0.8,1.0,,4638.59578965,4405.08,500.0,4638.6,0.01,31.2942,100.0,4638.59578965,100,1.0,1.0,989.217603599,500,1.0,4638.59578965
0.005,500.0,2,0.005,523.636701942,2.1793e-19,0.8,1.0,,4643.04232737,4475.7,500.0,4640.82,0.005,27.4555,200.000000102,4643.04232737,100,1.0,1.0,523.636701942,500,1.0,4643.04232737
0.00333333,500.0,2,0.00333333,26461.4210906,5.43914e-20,0.8,1.0,,4624.18155141,4500.45,498.33,4635.27,0.00333333,96.4174,299.999969474,4624.18155141,100,1.0,1.0,26461.4210906,500,1.0,4624.18155141
0.0025,500.0,2,0.0025,1319.45559347,5.4346e-20,0.8,1.0,,4640.37490496,4519.79,499.83,4636.55,0.0025,85.4616,400.0,4640.37490496,100,1.0,1.0,1319.45559347,500,1.0,4640.37490496
0.002,487.772837604,1,0.000604268,509.342583439,9.68761e-08,0.8,0.304879,0.0246612,4643.93006283,4535.84,500.0,4641.58,0.00269309,34.2622,488.199779905,4643.93006283,100,1.35878,1.02507,509.342583439,500,1.00909,4643.93006283
0.01,500.0,2,0.01,860.113926747,3.50449e-18,0.8,1.0,,4639.60206151,4406.17,500.0,4639.6,0.01,29.1807,100.0,4639.60206151,100,1.0,1.0,860.113926747,500,1.0,4639.60206151
0.005,500.0,2,0.005,1413.81683397,2.1793e-19,0.8,1.0,,4638.61560102,4474.0,500.0,4639.11,0.005,33.5535,200.000000102,4638.61560102,100,1.0,1.0,1413.81683397,500,1.0,4638.61560102
0.00333333,500.0,2,0.00333333,4124.06330921,5.43914e-20,0.8,1.0,,4632.34379302,4502.04,499.4,4636.85,0.00333333,46.0616,299.999969474,4632.34379302,100,1.0,1.0,4124.06330921,500,1.0,4632.34379302
0.0025,500.0,2,0.0025,43513.6958179,5.4346e-20,0.8,1.0,,4613.00427577,4514.14,496.93,4630.89,0.0025,111.658,400.0,4613.00427577,100,1.0,1.0,43513.6958179,500,1.0,4613.00427577
0.002,485.819140118,1,0.000735577,872.392900535,1.32828e-07,0.8,0.368971,0.033421,4643.69216233,4530.88,500.0,4636.82,0.00317279,64.6075,483.961214155,4643.69216233,100,1.5915,1.02919,872.392900535,500,1.00322,4643.69216233
0.01,500.0,2,0.01,640.298539521,3.50449e-18,0.8,1.0,,4643.84932808,4410.28,500.0,4643.85,0.01,25.1773,100.0,4643.84932808,100,1.0,1.0,640.298539521,500,1.0,4643.84932808
0.005,500.0,2,0.005,16339.8060979,2.1793e-19,0.8,1.0,,4627.87604095,4470.7,498.67,4635.86,0.005,92.0268,200.000000102,4627.87604095,100,1.0,1.0,16339.8060979,500,1.0,4627.87604095
0.00333333,500.0,2,0.00333333,1685.97812126,5.43914e-20,0.8,1.0,,4639.07721791,4502.08,499.87,4636.93,0.00333333,78.7695,299.999969474,4639.07721791,100,1.0,1.0,1685.97812126,500,1.0,4639.07721791
0.0025,500.0,2,0.0025,16973.3159585,5.4346e-20,0.8,1.0,,4631.39104092,4518.76,498.68,4635.55,0.0025,94.1283,400.0,4631.39104092,100,1.0,1.0,16973.3159585,500,1.0,4631.39104092
0.002,488.391243596,1,0.000683004,577.187445462,9.11189e-08,0.8,0.344109,0.0231289,4640.58933677,4534.05,500.0,4639.74,0.00315193,53.3914,488.885642303,4640.58933677,100,1.58799,1.02377,577.187445462,500,1.00763,4640.58933677
0.01,500.0,2,0.01,2634.42064245,3.50449e-18,0.8,1.0,,4638.84449982,4405.41,499.56,4638.84,0.01,51.0693,100.0,4638.84449982,100,1.0,1.0,2634.42064245,500,1.0,4638.84449982
0.005,500.0,2,0.005,3811.02860286,2.1793e-19,0.8,1.0,,4634.69024395,4471.65,499.43,4636.77,0.005,56.5227,200.000000102,4634.69024395,100,1.0,1.0,3811.02860286,500,1.0,4634.69024395
0.00333333,500.0,2,0.00333333,10963.495524,5.43914e-20,0.8,1.0,,4632.71648025,4500.6,498.97,4635.42,0.00333333,75.8385,299.999969474,4632.71648025,100,1.0,1.0,10963.495524,500,1.0,4632.71648025
0.0025,500.0,2,0.0025,922.396188268,5.4346e-20,0.8,1.0,,4640.34506353,4519.89,499.88,4636.65,0.0025,67.4274,400.0,4640.34506353,100,1.0,1.0,922.396188268,500,1.0,4640.34506353
0.002,495.607972022,1,0.00145229,513.288900651,3.5374e-08,0.8,0.731426,0.00897263,4646.14454192,4534.63,500.0,4639.53,0.00268284,52.6352,495.625590153,4646.14454192,100,1.35118,1.00886,513.288900651,500,1.00727,4646.14454192
0.01,500.0,2,0.01,573.379436491,3.50449e-18,0.8,1.0,,4642.37533551,4408.83,500.0,4642.38,0.01,23.8253,100.0,4642.37533551,100,1.0,1.0,573.379436491,500,1.0,4642.37533551
0.005,500.0,2,0.005,37788.9078745,2.1793e-19,0.8,1.0,,4604.25174627,4458.17,496.71,4623.31,0.005,139.114,200.000000102,4604.25174627,100,1.0,1.0,37788.9078745,500,1.0,4604.25174627
0.00333333,500.0,2,0.00333333,749.885593814,5.43914e-20,0.8,1.0,,4642.44505189,4494.86,500.0,4629.69,0.00333333,115.024,299.999969474,4642.44505189,100,1.0,1.0,749.885593814,500,1.0,4642.44505189
0.0025,500.0,2,0.0025,1477.58201219,5.4346e-20,0.8,1.0,,4634.18616807,4514.04,500.0,4630.81,0.0025,101.452,400.0,4634.18616807,100,1.0,1.0,1477.58201219,500,1.0,4634.18616807
0.002,488.682814479,1,0.000508089,18550.2439473,9.05413e-08,0.8,0.256673,0.0231062,4631.54097498,4529.31,498.58,4634.96,0.00299638,70.8177,488.954468846,4631.54097498,100,1.51369,1.02316,18550.2439473,500,1.01035,4631.54097498
0.01,500.0,2,0.01,9344.27629027,3.50449e-18,0.8,1.0,,4630.17533207,4396.76,498.98,4630.17,0.01,96.1813,100.0,4630.17533207,100,1.0,1.0,9344.27629027,500,1.0,4630.17533207
0.005,500.0,2,0.005,953.671031748,2.1793e-19,0.8,1.0,,4638.44768215,4469.24,500.0,4634.31,0.005,71.5164,200.000000102,4638.44768215,100,1.0,1.0,953.671031748,500,1.0,4638.44768215
0.00333333,500.0,2,0.00333333,531.463860466,5.43914e-20,0.8,1.0,,4646.21056896,4503.5,500.0,4638.28,0.00333333,60.138,299.999969474,4646.21056896,100,1.0,1.0,531.463860466,500,1.0,4646.21056896
0.0025,500.0,2,0.0025,4940.54125498,5.4346e-20,0.8,1.0,,4635.31698479,4520.81,499.33,4637.54,0.0025,62.7444,400.0,4635.31698479,100,1.0,1.0,4940.54125498,500,1.0,4635.31698479
0.002,494.647136007,1,0.000994644,824.54838287,4.53197e-08,0.8,0.496566,0.0112955,4639.87897881,4534.31,500.0,4639.27,0.00273669,44.9207,494.409627166,4639.87897881,100,1.36627,1.01082,824.54838287,500,0.998481,4639.87897881
0.01,500.0,2,0.01,4235.75637779,3.50449e-18,0.8,1.0,,4640.55991081,4407.11,499.34,4640.56,0.01,64.7565,100.0,4640.55991081,100,1.0,1.0,4235.75637779,500,1.0,4640.55991081
0.005,500.0,2,0.005,863.327262201,2.1793e-19,0.8,1.0,,4641.08594465,4475.71,500.0,4640.82,0.005,50.2406,200.000000102,4641.08594465,100,1.0,1.0,863.327262201,500,1.0,4641.08594465
0.00333333,500.0,2,0.00333333,15832.7752055,5.43914e-20,0.8,1.0,,4627.69395257,4501.63,498.61,4636.45,0.00333333,83.3419,299.999969474,4627.69395257,100,1.0,1.0,15832.7752055,500,1.0,4627.69395257
0.0025,500.0,2,0.0025,584.92096982,5.4346e-20,0.8,1.0,,4643.21706013,4521.37,500.0,4638.14,0.0025,73.2309,400.0,4643.21706013,100,1.0,1.0,584.92096982,500,1.0,4643.21706013
0.002,491.969710281,1,0.000997337,2976.50610875,7.73757e-08,0.8,0.497648,0.0192648,4635.73629273,4534.14,499.5,4639.43,0.0028469,53.6877,490.530231002,4635.73629273,100,1.42053,1.01632,2976.50610875,500,0.997953,4635.73629273
0.01,500.0,2,0.01,558.556263782,3.50449e-18,0.8,1.0,,4644.53232184,4411.09,500.0,4644.53,0.01,23.5153,100.0,4644.53232184,100,1.0,1.0,558.556263782,500,1.0,4644.53232184
0.005,500.0,2,0.005,1105.62173197,2.1793e-19,0.8,1.0,,4642.00034722,4478.17,500.0,4643.27,0.005,28.7292,200.000000102,4642.00034722,100,1.0,1.0,1105.62173197,500,1.0,4642.00034722
0.00333333,500.0,2,0.00333333,78395.4053609,5.43914e-20,0.8,1.0,,4601.47160083,4494.51,495.65,4629.33,0.00333333,163.734,299.999969474,4601.47160083,100,1.0,1.0,78395.4053609,500,1.0,4601.47160083
0.0025,500.0,2,0.0025,49651.1513828,5.4346e-20,0.8,1.0,,4621.20389585,4510.54,497.62,4627.3,0.0025,180.021,400.0,4621.20389585,100,1.0,1.0,49651.1513828,500,1.0,4621.20389585
0.002,483.307844553,1,0.000974206,684.785897422,1.37806e-07,0.8,0.48619,0.0343226,4642.05479636,4528.34,500.0,4634.56,0.0035605,108.379,483.380046468,4642.05479636,100,1.77691,1.03454,684.785897422,500,0.998125,4642.05479636
0.01,500.0,2,0.01,6326.14073356,3.50449e-18,0.8,1.0,,4633.03738809,4399.55,499.21,4633.04,0.01,79.1384,100.0,4633.03738809,100,1.0,1.0,6326.14073356,500,1.0,4633.03738809
0.005,500.0,2,0.005,726.042751485,2.1793e-19,0.8,1.0,,4637.1627053,4470.0,500.0,4635.1,0.005,59.1192,200.000000102,4637.1627053,100,1.0,1.0,726.042751485,500,1.0,4637.1627053
0.00333333,500.0,2,0.00333333,807.096692842,5.43914e-20,0.8,1.0,,4640.83963131,4502.21,500.0,4637.01,0.00333333,51.0267,299.999969474,4640.83963131,100,1.0,1.0,807.096692842,500,1.0,4640.83963131
0.0025,500.0,2,0.0025,808.402494463,5.4346e-20,0.8,1.0,,4643.13462938,4521.8,500.0,4638.54,0.0025,46.4747,400.0,4643.13462938,100,1.0,1.0,808.402494463,500,1.0,4643.13462938
0.002,494.124538161,1,0.00113548,865.070518144,5.9013e-08,0.8,0.563994,0.0145591,4640.87141896,4535.33,500.0,4640.38,0.00283347,32.5282,492.744905095,4640.87141896,100,1.40738,1.01189,865.070518144,500,0.993398,4640.87141896
0.01,500.0,2,0.01,638.568661965,3.50449e-18,0.8,1.0,,4643.46484173,4409.92,500.0,4643.46,0.01,25.1433,100.0,4643.46484173,100,1.0,1.0,638.568661965,500,1.0,4643.46484173
0.005,500.0,2,0.005,34590.4725899,2.1793e-19,0.8,1.0,,4627.37012712,4470.28,498.03,4635.42,0.005,132.299,200.000000102,4627.37012712,100,1.0,1.0,34590.4725899,500,1.0,4627.37012712
0.00333333,500.0,2,0.00333333,43436.8919388,5.43914e-20,0.8,1.0,,4620.77068726,4495.68,497.78,4630.54,0.00333333,161.402,299.999969474,4620.77068726,100,1.0,1.0,43436.8919388,500,1.0,4620.77068726
0.0025,500.0,2,0.0025,15655.9396408,5.4346e-20,0.8,1.0,,4630.09444235,4513.64,498.69,4630.42,0.0025,153.013,400.0,4630.09444235,100,1.0,1.0,15655.9396408,500,1.0,4630.09444235
0.002,481.903225818,1,0.000521619,813.983348257,1.63e-07,0.8,0.258224,0.0399463,4643.86508914,4531.26,500.0,4637.66,0.00303114,82.1326,480.46030276,4643.86508914,100,1.50055,1.03755,813.983348257,500,0.990089,4643.86508914
0.01,500.0,2,0.01,962.575706796,3.50449e-18,0.8,1.0,,4641.10645792,4407.74,500.0,4641.11,0.01,30.8699,100.0,4641.10645792,100,1.0,1.0,962.575706796,500,1.0,4641.10645792
0.005,500.0,2,0.005,46365.661894,2.1793e-19,0.8,1.0,,4622.56687513,4466.73,497.76,4631.84,0.005,153.341,200.000000102,4622.56687513,100,1.0,1.0,46365.661894,500,1.0,4622.56687513
0.00333333,500.0,2,0.00333333,20459.6502135,5.43914e-20,0.8,1.0,,4626.04439055,4495.1,498.16,4629.91,0.00333333,149.782,299.999969474,4626.04439055,100,1.0,1.0,20459.6502135,500,1.0,4626.04439055
0.0025,500.0,2,0.0025,953.74342263,5.4346e-20,0.8,1.0,,4639.59486147,4515.58,500.0,4632.33,0.0025,130.689,400.0,4639.59486147,100,1.0,1.0,953.74342263,500,1.0,4639.59486147
0.002,482.791636408,1,0.0006945,755.819779235,1.5348e-07,0.8,0.346154,0.0381281,4642.5691204,4533.07,500.0,4639.35,0.00308371,55.4331,481.559775106,4642.5691204,100,1.53698,1.03564,755.819779235,500,0.996843,4642.5691204
0.01,500.0,2,0.01,7717.19032622,3.50449e-18,0.8,1.0,,4636.76397012,4403.31,499.12,4636.76,0.01,87.4072,100.0,4636.76397012,100,1.0,1.0,7717.19032622,500,1.0,4636.76397012
0.005,500.0,2,0.005,448.024737026,2.1793e-19,0.8,1.0,,4645.97223309,4476.29,500.0,4641.37,0.005,63.7415,200.000000102,4645.97223309,100,1.0,1.0,448.024737026,500,1.0,4645.97223309
0.00333333,500.0,2,0.00333333,1250.63450805,5.43914e-20,0.8,1.0,,4637.68587453,4505.36,500.0,4640.14,0.00333333,55.8961,299.999969474,4637.68587453,100,1.0,1.0,1250.63450805,500,1.0,4637.68587453
0.0025,500.0,2,0.0025,11125.5401365,5.4346e-20,0.8,1.0,,4629.8665525,4520.81,499.02,4637.57,0.0025,71.5307,400.0,4629.8665525,100,1.0,1.0,11125.5401365,500,1.0,4629.8665525
0.002,490.213790886,1,0.00122753,6826.34876817,7.85611e-08,0.8,0.615662,0.0197619,4630.5604419,4532.96,499.19,4638.43,0.00300696,56.4624,490.387927683,4630.5604419,100,1.50813,1.01996,6826.34876817,500,1.00309,4630.5604419
0.01,500.0,2,0.01,1024.91589566,3.50449e-18,0.8,1.0,,4643.03692935,4409.54,500.0,4643.04,0.01,31.8538,100.0,4643.03692935,100,1.0,1.0,1024.91589566,500,1.0,4643.03692935
0.005,500.0,2,0.005,662.353772243,2.1793e-19,0.8,1.0,,4640.43623587,4476.6,499.95,4641.74,0.005,28.929,200.000000102,4640.43623587,100,1.0,1.0,662.353772243,500,1.0,4640.43623587
0.00333333,500.0,2,0.00333333,51091.5556816,5.43914e-20,0.8,1.0,,4611.80670355,4496.93,496.9,4631.76,0.00333333,132.73,299.999969474,4611.80670355,100,1.0,1.0,51091.5556816,500,1.0,4611.80670355
0.0025,500.0,2,0.0025,422.215300902,5.4346e-20,0.8,1.0,,4646.50599667,4518.68,500.0,4635.45,0.0025,115.578,400.0,4646.50599667,100,1.0,1.0,422.215300902,500,1.0,4646.50599667
0.002,486.147199895,1,0.000648982,12653.1170634,1.17869e-07,0.8,0.327337,0.0299866,4631.6013917,4531.94,498.77,4637.86,0.00295116,78.7287,485.715554309,4631.6013917,100,1.48853,1.0285,12653.1170634,500,1.00877,4631.6013917
0.01,500.0,2,0.01,634.577695033,3.50449e-18,0.8,1.0,,4642.92008436,4409.46,500.0,4642.92,0.01,25.0646,100.0,4642.92008436,100,1.0,1.0,634.577695033,500,1.0,4642.92008436
0.005,500.0,2,0.005,889.759343406,2.1793e-19,0.8,1.0,,4642.13530958,4477.45,500.0,4642.53,0.005,27.4718,200.000000102,4642.13530958,100,1.0,1.0,889.759343406,500,1.0,4642.13530958
0.00333333,500.0,2,0.00333333,613.75109089,5.43914e-20,0.8,1.0,,4641.83342376,4507.47,500.0,4642.3,0.00333333,26.5665,299.999969474,4641.83342376,100,1.0,1.0,613.75109089,500,1.0,4641.83342376
0.0025,500.0,2,0.0025,670.730429911,5.4346e-20,0.8,1.0,,4641.44765657,4525.32,500.0,4642.08,0.0025,26.3719,400.0,4641.44765657,100,1.0,1.0,670.730429911,500,1.0,4641.44765657
0.002,497.570220647,1,0.00142511,824.956230604,2.12511e-08,0.8,0.710315,0.00527941,4641.76552597,4537.84,500.0,4642.53,0.00274138,25.9575,497.362941791,4641.76552597,100,1.36638,1.00488,824.956230604,500,0.996856,4641.76552597
0.01,500.0,2,0.01,410.173581152,3.50449e-18,0.8,1.0,,4646.63416842,4413.14,500.0,4646.63,0.01,20.1512,100.0,4646.63416842,100,1.0,1.0,410.173581152,500,1.0,4646.63416842
0.005,500.0,2,0.005,1366.35063716,2.1793e-19,0.8,1.0,,4643.86872362,4480.14,499.73,4645.25,0.005,29.6866,200.000000102,4643.86872362,100,1.0,1.0,1366.35063716,500,1.0,4643.86872362
0.00333333,500.0,2,0.00333333,664.440792755,5.43914e-20,0.8,1.0,,4643.12159361,4509.72,500.0,4644.54,0.00333333,28.4218,299.999969474,4643.12159361,100,1.0,1.0,664.440792755,500,1.0,4643.12159361
0.0025,500.0,2,0.0025,59957.4337187,5.4346e-20,0.8,1.0,,4624.52204604,4522.77,497.39,4639.54,0.0025,124.581,400.0,4624.52204604,100,1.0,1.0,59957.4337187,500,1.0,4624.52204604
0.002,489.077535326,1,0.000565006,638.715150322,8.87288e-08,0.8,0.281195,0.0219774,4646.08064374,4539.03,500.0,4644.63,0.00275517,39.7285,489.170815957,4646.08064374,100,1.37121,1.02233,638.715150322,500,0.995372,4646.08064374
0.01,500.0,2,0.01,2866.77147282,3.50449e-18,0.8,1.0,,4641.33653746,4407.82,499.53,4641.34,0.01,53.2739,100.0,4641.33653746,100,1.0,1.0,2866.77147282,500,1.0,4641.33653746
0.005,500.0,2,0.005,2800.34177933,2.1793e-19,0.8,1.0,,4633.94451076,4472.52,499.45,4637.64,0.005,53.0931,200.000000102,4633.94451076,100,1.0,1.0,2800.34177933,500,1.0,4633.94451076
0.00333333,500.0,2,0.00333333,11951.414382,5.43914e-20,0.8,1.0,,4639.63356445,4503.48,498.88,4638.31,0.00333333,76.3158,299.999969474,4639.63356445,100,1.0,1.0,11951.414382,500,1.0,4639.63356445
0.0025,500.0,2,0.0025,895.568060271,5.4346e-20,0.8,1.0,,4641.15945693,4522.24,499.91,4639.02,0.0025,67.7588,400.0,4641.15945693,100,1.0,1.0,895.568060271,500,1.0,4641.15945693
0.002,493.159118356,1,0.00102129,822.71846202,4.56864e-08,0.8,0.518003,0.0117532,4641.32507554,4536.05,500.0,4641.22,0.00239635,42.2592,494.365215814,4641.32507554,100,1.21545,1.01387,822.71846202,500,1.01441,4641.32507554
0.01,500.0,2,0.01,1254.33732076,3.50449e-18,0.8,1.0,,4638.67012402,4405.28,499.74,4638.67,0.01,35.2391,100.0,4638.67012402,100,1.0,1.0,1254.33732076,500,1.0,4638.67012402
0.005,500.0,2,0.005,1241.2195926,2.1793e-19,0.8,1.0,,4640.97585846,4474.71,499.8,4639.82,0.005,35.1658,200.000000102,4640.97585846,100,1.0,1.0,1241.2195926,500,1.0,4640.97585846
0.00333333,500.0,2,0.00333333,393.954281675,5.43914e-20,0.8,1.0,,4645.83590032,4507.01,500.0,4641.83,0.00333333,31.0235,299.999969474,4645.83590032,100,1.0,1.0,393.954281675,500,1.0,4645.83590032
0.0025,500.0,2,0.0025,757.365298145,5.4346e-20,0.8,1.0,,4643.66649156,4525.53,500.0,4642.29,0.0025,30.165,400.0,4643.66649156,100,1.0,1.0,757.365298145,500,1.0,4643.66649156
0.002,498.511171296,1,0.0016655,842.281758311,1.26372e-08,0.8,0.830248,0.00314036,4641.7796314,4537.91,500.0,4642.49,0.00234908,29.2989,498.428221076,4641.7796314,100,1.17101,1.00299,842.281758311,500,0.996996,4641.7796314
0.01,500.0,2,0.01,22671.7993051,3.50449e-18,0.8,1.0,,4629.11297104,4395.54,498.44,4629.11,0.01,149.817,100.0,4629.11297104,100,1.0,1.0,22671.7993051,500,1.0,4629.11297104
0.005,500.0,2,0.005,531.983057345,2.1793e-19,0.8,1.0,,4646.21641604,4472.5,500.0,4637.66,0.005,107.513,200.000000102,4646.21641604,100,1.0,1.0,531.983057345,500,1.0,4646.21641604
0.00333333,500.0,2,0.00333333,3741.51053989,5.43914e-20,0.8,1.0,,4641.77381356,4504.18,499.41,4639.03,0.00333333,94.5751,299.999969474,4641.77381356,100,1.0,1.0,3741.51053989,500,1.0,4641.77381356
0.0025,500.0,2,0.0025,500.017509542,5.4346e-20,0.8,1.0,,4646.24962152,4524.05,500.0,4640.84,0.0025,82.7155,400.0,4646.24962152,100,1.0,1.0,500.017509542,500,1.0,4646.24962152
0.002,488.401025265,1,0.000828024,4905.42978607,9.33059e-08,0.8,0.416219,0.0235759,4636.73769582,4537.37,499.31,4643.06,0.00267614,46.4894,488.624922492,4636.73769582,100,1.34521,1.02375,4905.42978607,500,1.00533,4636.73769582
0.01,500.0,2,0.01,71857.5026803,3.50449e-18,0.8,1.0,,4607.66532745,4374.17,496.27,4607.67,0.01,266.719,100.0,4607.66532745,100,1.0,1.0,71857.5026803,500,1.0,4607.66532745
0.005,500.0,2,0.005,672.453921043,2.1793e-19,0.8,1.0,,4639.83977994,4458.65,500.0,4623.75,0.005,190.161,200.000000102,4639.83977994,100,1.0,1.0,672.453921043,500,1.0,4639.83977994
0.00333333,500.0,2,0.00333333,681.512140286,5.43914e-20,0.8,1.0,,4644.80110245,4495.96,500.0,4630.77,0.00333333,156.303,299.999969474,4644.80110245,100,1.0,1.0,681.512140286,500,1.0,4644.80110245
0.0025,500.0,2,0.0025,3892.08007128,5.4346e-20,0.8,1.0,,4642.39427211,4516.93,499.37,4633.67,0.0025,138.967,400.0,4642.39427211,100,1.0,1.0,3892.08007128,500,1.0,4642.39427211
0.002,481.659231385,1,0.000875256,8239.79223841,1.55037e-07,0.8,0.438545,0.038922,4634.24213017,4532.21,498.78,4638.6,0.00315612,70.3803,481.378942746,4634.24213017,100,1.58137,1.03808,8239.79223841,500,1.0021,4634.24213017
0.01,500.0,2,0.01,14370.3536541,3.50449e-18,0.8,1.0,,4628.27024842,4394.8,498.77,4628.27,0.01,119.276,100.0,4628.27024842,100,1.0,1.0,14370.3536541,500,1.0,4628.27024842
0.005,500.0,2,0.005,371.015558559,2.1793e-19,0.8,1.0,,4647.13839308,4472.62,500.0,4637.7,0.005,85.9417,200.000000102,4647.13839308,100,1.0,1.0,371.015558559,500,1.0,4647.13839308
