ESSRenyi,AvgNormIw,MinVanillaIw,eRenyi2,VarDiscRet,VarJ,MinNormIw,Bound,ESSClassic,AvgEpLen,J,AvgRet,BatchSize,VarVanillaIw,MaxVanillaIw,VarNormIw,AvgVanillaIw,MaxNormIw,VarRet,AvgDiscRet
0.009032281851649534,0.01,,11071.399,4392402.075036766,,,462718.8,1.0,200.0,4052.7532,-4066.23450637783,100,1410161.1,11875.023,0.010000003,118.75024,1.0,4392402.075036766,9.094947017729283e-14
4.6277622462934375e-14,0.01,,2160871600000000.0,53.87068626735744,,,243777880000000.0,1.0,200.0,7.9772053,-7.988265865330783,100,9.338719e+28,3055931500000000.0,0.010000003,30559315000000.0,1.0,53.87068626735744,2.220446049250313e-16
100.0,0.009999998,1.0,1.0,58.98131977356718,7.6414337,0.01,-0.6459051,100.0,200.0,-4.4703484e-08,-8.531511221845829,100,,1.0,3.5044917e-18,1.0,0.01,58.98131977356717,-2.469136006766348e-15
100.0,0.009999998,1.0,1.0,47.45755117981907,6.854413,0.01,-0.5793808,100.0,200.0,-2.9802322e-08,-7.365137968916519,100,,1.0,3.5044917e-18,1.0,0.01,47.457551179819056,-1.5898393712632242e-15
100.0,0.009999998,1.0,1.0,51.94764487775122,7.171344,0.01,-0.60617,100.0,200.0,4.4703484e-08,-7.959247477275555,100,,1.0,3.5044917e-18,1.0,0.01,51.94764487775122,-1.4299672557172017e-15
100.0,0.009999998,1.0,1.0,54.83378132459056,7.3678656,0.01,-0.6227814,100.0,200.0,2.2351742e-08,-6.833976627704142,100,,1.0,3.5044917e-18,1.0,0.01,54.83378132459056,6.394884621840901e-16
100.0,0.009999998,1.0,1.0,46.87385100346308,6.81213,0.01,-0.5758069,100.0,200.0,2.2351742e-08,-7.179808415686084,100,,1.0,3.5044917e-18,1.0,0.01,46.87385100346309,5.062616992290713e-16
100.0,0.009999998,1.0,1.0,50.76357456703941,7.0891423,0.01,-0.5992217,100.0,200.0,-3.7252903e-08,-7.109183296373934,100,,1.0,3.5044917e-18,1.0,0.01,50.76357456703941,2.842170943040401e-16
100.0,0.009999998,1.0,1.0,48.43008411275681,6.924289,0.01,-0.58528733,100.0,200.0,-2.9802322e-08,-8.187504500513699,100,,1.0,3.5044917e-18,1.0,0.01,48.43008411275681,4.707345624410664e-16
100.0,0.009999998,1.0,1.0,55.66735598790029,7.4236565,0.01,-0.6274974,100.0,200.0,-2.9802322e-08,-8.385696981947182,100,,1.0,3.5044917e-18,1.0,0.01,55.66735598790029,-1.3322676295501878e-16
100.0,0.009999998,1.0,1.0,46.1608727197591,6.7601233,0.01,-0.571411,100.0,200.0,5.9604645e-08,-7.8579547007262445,100,,1.0,3.5044917e-18,1.0,0.01,46.1608727197591,8.881784197001253e-18
100.0,0.009999998,1.0,1.0,59.17768903071674,7.6541433,0.01,-0.64697963,100.0,200.0,3.7252903e-08,-8.27826935952704,100,,1.0,3.5044917e-18,1.0,0.01,59.17768903071674,-6.572520305780927e-16
100.0,0.009999998,1.0,1.0,58.883470284503744,7.6350923,0.01,-0.64536923,100.0,200.0,-7.4505806e-08,-9.308848802004812,100,,1.0,3.5044917e-18,1.0,0.01,58.883470284503744,-4.4408920985006264e-17
100.0,0.009999998,1.0,1.0,57.99922340104321,7.5775476,0.01,-0.64050514,100.0,200.0,-7.4505806e-08,-8.887171490012642,100,,1.0,3.5044917e-18,1.0,0.01,57.99922340104321,-1.2434497875801754e-16
100.0,0.009999998,1.0,1.0,44.711992596778124,6.653185,0.01,-0.56237185,100.0,200.0,2.9802322e-08,-7.216047311001932,100,,1.0,3.5044917e-18,1.0,0.01,44.711992596778124,2.6645352591003756e-17
100.0,0.009999998,1.0,1.0,62.41100673481649,7.8604636,0.01,-0.66441923,100.0,200.0,,-8.92852657002421,100,,1.0,3.5044917e-18,1.0,0.01,62.4110067348165,1.3855583347321954e-15
100.0,0.009999998,1.0,1.0,59.247626956541,7.6586647,0.01,-0.6473618,100.0,200.0,-5.9604645e-08,-8.747826863823413,100,,1.0,3.5044917e-18,1.0,0.01,59.247626956541005,1.3500311979441904e-15
100.0,0.009999998,1.0,1.0,56.618031291717635,7.4867783,0.01,-0.63283277,100.0,200.0,-3.7252903e-08,-9.106125658270363,100,,1.0,3.5044917e-18,1.0,0.01,56.618031291717635,7.105427357601002e-17
100.0,0.009999998,1.0,1.0,57.737761704835656,7.560449,0.01,-0.63905984,100.0,200.0,2.9802322e-08,-7.93955338087447,100,,1.0,3.5044917e-18,1.0,0.01,57.737761704835656,4.707345624410664e-16
100.0,0.009999998,1.0,1.0,54.60183433593465,7.3522663,0.01,-0.6214629,100.0,200.0,1.4901161e-08,-7.727388446475551,100,,1.0,3.5044917e-18,1.0,0.01,54.601834335934655,6.039613253960852e-16
100.0,0.009999998,1.0,1.0,50.711419224303874,7.0854993,0.01,-0.598914,100.0,200.0,-3.5390258e-08,-8.81939377655711,100,,1.0,3.5044917e-18,1.0,0.01,50.711419224303874,1.8829382497642656e-15
100.0,0.009999998,1.0,1.0,43.32838244115502,6.5494347,0.01,-0.55360204,100.0,200.0,-2.9802322e-08,-7.083157757683948,100,,1.0,3.5044917e-18,1.0,0.01,43.32838244115502,9.592326932761353e-16
100.0,0.009999998,1.0,1.0,52.33972924193018,7.1983557,0.01,-0.60845333,100.0,200.0,-4.4703484e-08,-8.228681482032007,100,,1.0,3.5044917e-18,1.0,0.01,52.33972924193017,-4.796163466380677e-16
100.0,0.009999998,1.0,1.0,46.86454996181168,6.8114543,0.01,-0.57574964,100.0,200.0,1.1920929e-07,-7.1733597184886335,100,,1.0,3.5044917e-18,1.0,0.01,46.86454996181168,3.552713678800501e-16
100.0,0.009999998,1.0,1.0,50.10862555049997,7.043262,0.01,-0.5953437,100.0,200.0,-8.940697e-08,-9.035759284384781,100,,1.0,3.5044917e-18,1.0,0.01,50.10862555049997,-1.0835776720341528e-15
100.0,0.009999998,1.0,1.0,53.77356124132341,7.2962885,0.01,-0.6167312,100.0,200.0,,-7.1931757052579375,100,,1.0,3.5044917e-18,1.0,0.01,53.77356124132341,1.0835776720341528e-15
100.0,0.009999998,1.0,1.0,46.74198289673615,6.802541,0.01,-0.5749963,100.0,200.0,1.4901161e-08,-7.769371795335156,100,,1.0,3.5044917e-18,1.0,0.01,46.74198289673615,-1.6342482922482305e-15
100.0,0.009999998,1.0,1.0,64.36633442189948,7.9826484,0.01,-0.67474693,100.0,200.0,9.685755e-08,-8.441878579616999,100,,1.0,3.5044917e-18,1.0,0.01,64.36633442189948,7.105427357601002e-17
100.0,0.009999998,1.0,1.0,61.55317600141597,7.8062572,0.01,-0.65983695,100.0,200.0,5.9604645e-08,-8.429190268532235,100,,1.0,3.5044917e-18,1.0,0.01,61.55317600141597,1.2434497875801754e-16
100.0,0.009999998,1.0,1.0,52.38634269198636,7.2015605,0.01,-0.60872424,100.0,200.0,-2.9802322e-08,-8.166645103546198,100,,1.0,3.5044917e-18,1.0,0.01,52.38634269198636,1.1546319456101628e-16
100.0,0.009999998,1.0,1.0,52.25900578526417,7.1928034,0.01,-0.60798395,100.0,200.0,-5.9604645e-08,-7.849815330662544,100,,1.0,3.5044917e-18,1.0,0.01,52.25900578526417,-6.838973831690964e-16
