VarVanillaIw,Bound,MinNormIw,AvgVanillaIw,ESSClassic,VarRet,BatchSize,ESSRenyi,VarJ,eRenyi2,J,MaxVanillaIw,AvgNormIw,MinVanillaIw,MaxNormIw,AvgRet,VarDiscRet,VarNormIw,VanillaAvgRet,AvgDiscRet,AvgEpLen
10866241000.0,35.39523,1.6052605e-08,10424.713,1.0001112833390473,185.65528460663572,100,99.99992847447743,0.027404053,1.0000007,39.370087,1042413.25,0.01,0.016734378,0.9999444,-3.9183580166104144,185.65528460663572,0.0099988775,-3.9183580166104144,-3.9183580166104144,500.0
8303.428,25.957226,1.2818344e-06,9.893013,1.1765879139261834,244.25873659948613,100,19.0508287781655,23.372038,5.2491155,36.67082,911.82825,0.010000002,0.0012681205,0.92168915,-4.783655862605667,244.25873659948613,0.008483993,-4.783655862605667,-4.783655862605667,500.0
12665.233,44.537098,8.620507e-06,11.834281,1.1046164175182254,292.0018424256444,100,17.101144511240353,25.73943,5.847562,56.59879,1125.9479,0.009999999,0.01020175,0.95142907,-0.9962420417569288,292.0018424256444,0.009043352,-0.9962420417569288,-0.9962420417569288,500.0
1210153100.0,43.803684,3.0399372e-10,3479.2957,1.0003246777872725,372.09429956210124,100,99.99904633477846,0.07199001,1.0000095,49.6518,347873.1,0.01,0.0001057684,0.9998377,4.395295510981016,372.09429956210124,0.0099967215,4.395295510981016,4.395295510981016,500.0
15168.817,47.11747,5.2370947e-06,13.188838,1.1450503397437668,591.6538044799704,100,26.450568863580138,24.141052,3.780637,60.345608,1232.4276,0.010000002,0.0069071194,0.93444747,14.108702845944952,591.6538044799704,0.008720445,14.108702845944952,14.108702845944952,500.0
13578.772,42.02697,6.4726864e-06,12.608442,1.1687495887303865,773.1936440931881,100,35.5858970601935,16.951294,2.810102,53.370403,1166.1799,0.01,0.008161049,0.9249199,19.671841048946998,773.1936440931881,0.008541568,19.671841048946998,19.671841048946998,500.0
16379.818,57.643887,2.7313803e-05,13.609882,1.1293586129969273,746.0545465364152,100,32.09875598402495,20.73388,3.1153855,70.0171,1280.6271,0.010000003,0.037173767,0.9409538,28.92190712116634,746.0545465364152,0.008843014,28.92190712116634,28.92190712116634,500.0
16709.424,62.31253,9.887531e-06,13.596174,1.1051231470592802,665.0820633845249,100,32.01439856563907,19.50195,3.1235945,74.042435,1293.2943,0.01,0.013443259,0.95121926,26.720583139444738,665.0820633845249,0.009039159,26.720583139444738,26.720583139444738,500.0
1219040.6,85.00585,2.4115078e-12,111.35359,1.016987828667281,613.5740871997575,100,99.99914170048208,3.6371841,1.0000086,92.84833,11041.833,0.01,2.6853007e-08,0.99160093,33.59654895141643,613.5740871997575,0.009831272,33.59654895141643,33.59654895141643,500.0
4488.479,72.75749,3.7889365e-06,7.4033012,1.2184070790634611,562.1005350005938,100,21.833247721001104,35.33637,4.5801706,89.58973,670.6135,0.010000003,0.002805064,0.9058304,43.69479045396026,562.1005350005938,0.008189331,43.69479045396026,43.69479045396026,500.0
