BatchSize,AvgRet,delta,J,VarVanillaIw,VarNormIw,MaxNormIw,VarRet,renyi2,Bound,VarJ,ESSClassic,AvgVanillaIw,ESSRenyi,MinVanillaIw,AvgNormIw,SamplesThisIter,AvgEpLen,MaxVanillaIw,IterType,AvgDiscRet,VarDiscRet,EpsThisIter,VanillaAvgRet,MinNormIw
100,48.57271445817556,0.2,9606.372,0.2597986,1.09811506e-13,3.7099508e-05,3615.0666183933386,0.9524169,36.395527,3976.6624,52.57689547513549,1.0015463,38.58074362534834,0.006480216,6.511434e-07,50000,5.860290670417252,57.06404,1,48.57271445817556,3615.0666183933386,8532,48.57271445817556,4.2130353e-09
100,48.66918548731106,0.2,9921.701,0.48416814,2.0548447e-13,5.737599e-05,3311.340484625281,1.5930629,52.804157,3900.499,48.17731392969899,1.0011486,20.330195840144313,0.010855632,6.52214e-07,50000,5.869922517022776,88.072205,1,48.66918548731106,3311.340484625281,8518,48.66918548731106,7.0720683e-09
100,47.85374268949595,0.2,9138.0,0.15651315,6.468847e-14,4.4097418e-05,3436.871575680746,1.705198,36.895386,1977.4908,53.3951613772312,1.0004061,18.1736391794915,0.012451932,6.4315304e-07,50000,5.788376939106275,68.59228,1,47.85374268949595,3436.871575680746,8638,47.85374268949595,8.005246e-09
100,49.89300931197639,0.2,10173.498,0.41395137,1.8261664e-13,6.0425427e-05,4042.1057610865055,2.32916,44.269844,4521.027,48.73958238173137,1.0024383,9.7377507788243,0.004345668,6.6581464e-07,50000,5.992329817833173,90.97544,1,49.89300931197639,4042.1057610865055,8344,49.89300931197639,2.8863707e-09
100,50.08044042619811,0.2,9261.314,0.03464887,1.5470154e-14,1.2619255e-05,4475.952814271145,2.516522,15.911621,1432.1925,46.91458917867365,0.9995531,8.073993538193342,0.13321272,6.6789573e-07,50000,6.011060351045924,18.88561,1,50.08044042619811,4475.952814271145,8318,50.08044042619811,8.901196e-08
100,48.66869161467799,0.2,9811.947,0.35404572,1.5034703e-13,5.190975e-05,3480.1249358808022,2.731416,50.138824,3775.6199,49.79446824813842,1.0008571,6.512700646980751,0.017527914,6.522137e-07,50000,5.869922517022776,79.658325,1,48.66869161467799,3480.1249358808022,8518,48.66869161467799,1.1422153e-08
100,49.09610899624551,0.2,10457.746,0.836801,3.6124565e-13,9.0886584e-05,3369.4338717385335,4.6551523,70.28405,4464.5117,49.42931373045496,0.9999363,0.9512464425870896,7.817519e-05,6.569958e-07,50000,5.912961210974456,138.32784,1,49.09610899624551,3369.4338717385335,8456,49.09610899624551,5.1364035e-11
100,49.56464116625099,0.2,10017.535,0.4215491,1.8500735e-13,4.70344e-05,3570.450817297399,4.656584,53.999996,2922.5266,50.39557457266751,0.99952835,0.9498856886145831,0.008708781,6.621638e-07,50000,5.959475566150179,70.99785,1,49.56464116625099,3570.450817297399,8390,49.56464116625099,5.7693614e-09
100,50.18100058969946,0.2,10295.057,0.43888095,1.970999e-13,5.7487607e-05,3741.9190740202384,5.0147405,55.549164,3355.872,49.02628700370205,0.9983212,0.6639355240152862,0.0018304524,6.690214e-07,50000,6.021194605009634,85.783615,1,50.18100058969946,3741.9190740202384,8304,50.18100058969946,1.2266715e-09
100,51.01864805838376,0.2,9753.735,0.14637235,6.7405405e-14,2.6748135e-05,3873.8175208199673,5.216376,37.106518,1466.8328,47.375723508178346,0.9995989,0.5426961671586341,0.030031042,6.7833423e-07,50000,6.105006105006105,39.416286,1,51.01864805838376,3873.8175208199673,8190,51.01864805838376,2.037925e-08
100,49.085291077801045,0.2,10218.414,0.65773106,2.8494706e-13,5.7199868e-05,3451.8833642740287,9.562811,68.313934,3592.3574,52.34241979594887,0.9979342,0.007029492841312769,2.8687606e-05,6.568403e-07,50000,5.911563017261764,86.90347,1,49.085291077801045,3451.8833642740287,8458,49.085291077801045,1.8882182e-11
100,49.64982903712544,0.2,10845.753,1.1371214,5.031412e-13,7.479267e-05,3471.5509077134166,8.075515,68.41919,3725.0925,48.48286918239786,0.99688625,0.0311063084671964,6.5228174e-05,6.631125e-07,50000,5.9680114585820006,112.43914,1,49.64982903712544,3471.5509077134166,8378,49.64982903712544,4.338871e-11
