ESSClassic,AvgNormIw,AvgVanillaIw,AvgEpLen,VarNormIw,BatchSize,AvgRet,VarDiscRet,MaxNormIw,AvgDiscRet,MaxVanillaIw,VarJ,VarRet,J,eRenyi2,IterType,MinVanillaIw,Bound,EpsThisIter,ESSRenyi,VarVanillaIw,MinNormIw,VanillaAvgRet
3.528118815235374,0.010000002,3.00821,16.78,0.0027619908,100,153.81207101247344,10464.200774744022,0.5227726,153.81207101247344,157.26097,236.96643,10464.200774744022,304.68127,4.965512,1,0.0010330735,209.34749,100,20.13891096240788,249.9416,3.4341804e-06,153.81207101247344
2.8174540164357627,0.01,1.8896964,26.05,0.003484145,100,240.35064061305272,20018.685316262523,0.5706762,240.35064061305272,107.84048,416.3436,20018.685316262523,514.0497,10.803044,1,0.00010256334,323.38098,100,9.256649981774947,124.41717,5.4275034e-07,240.35064061305272
4.1423206919449544,0.01,1.6577383,35.35,0.002337481,100,327.19067536442975,22438.652600566507,0.4585565,327.19067536442975,76.01667,489.3722,22438.652600566507,580.22375,5.337078,1,0.00022766828,418.1397,100,18.736844061431665,64.23622,1.3733668e-06,327.19067536442975
4.159806540446041,0.01,101.54949,35.35,0.0023272303,200,327.19067536442975,31300.385230190055,0.43253347,386.106049336795,4392.3555,1299.4926,22438.652600566507,565.8276,nan,,0.01315501,-inf,100,nan,239990.98,1.2954284e-06,327.19067536442975
1.6793967081250574,0.005,2.3058581,33.38,0.0029670943,200,308.7244508218605,21245.913710377015,0.77001834,308.7244508218605,355.11063,1040.964,21245.913710377015,778.6729,19.126928,1,3.516511e-11,551.5668,100,10.456462039012889,631.0397,7.6251675e-14,308.7244508218605
100.0,0.009999998,1.0,52.72,3.5044917e-18,200,487.6547778887665,45900.61554865793,0.01,487.6547778887665,1.0,213.17038,45900.61554865793,487.65475,1.0,2,1.0,389.77966,100,200.0,,0.01,487.6547778887665
1.0042726284160997,0.005,142490130.0,33.38,0.0049786204,300,308.7244508218605,38613.419109571594,0.9978684,445.1359719682041,28437279000.0,1.4951358,21245.913710377015,473.19278,nan,,0.0028160238,-inf,100,nan,4.043324e+18,9.88147e-14,308.7244508218605
2.0038613629263486,0.0033333332,2.0213268,35.8,0.0016578702,300,331.35125624948074,35539.6450194878,0.70311767,331.35125624948074,426.36914,1329.7761,35539.6450194878,843.4946,29.264095,1,6.3809e-16,564.70703,100,10.251470167076262,609.6295,1.0522627e-18,331.35125624948074
100.0,0.009999998,1.0,46.31,3.5044917e-18,300,428.98146209628504,19789.33965959312,0.01,428.98146209628504,1.0,139.96944,19789.33965959312,428.98145,1.0,2,1.0,354.6114,100,300.0,,0.01,428.98146209628504
200.00000010221265,0.0049999994,1.0,47.15,2.179301e-19,300,436.8571541215878,26102.23141240333,0.005,436.8571541215878,1.0,150.7708,26102.23141240333,432.91928,1.0,2,1.0,375.82074,100,300.0,,0.005,436.8571541215878
1.0000121613414334,0.0033333334,5223955300000.0,35.8,0.0033332922,400,331.35125624948074,31846.849770417728,0.9999939,476.47228393191455,1567177000000000.0,0.023666136,35539.6450194878,351.52228,7.532796e+34,,0.0023453855,-1.4905424e+19,100,5.3101134008550686e-33,8.1868144e+27,1.4965579e-18,331.35125624948074
2.1670206574662814,0.0025,2.0614266,34.49,0.0011502836,400,319.0069775061785,25283.702858614848,0.6739686,319.0069775061785,555.73474,1495.0153,25283.702858614848,841.78986,35.205288,1,3.9663378e-20,576.9761,100,11.361929513466189,782.0971,4.8101854e-23,319.0069775061785
100.0,0.009999998,1.0,50.47,3.5044917e-18,400,467.70697836979997,36908.567871904466,0.01,467.70697836979997,1.0,191.15303,36908.567871904466,467.70697,1.0,2,1.0,373.8396,100,400.0,,0.01,467.70697836979997
200.00000010221265,0.0049999994,1.0,48.14,2.179301e-19,400,446.1294144581547,32410.66512990965,0.005,446.1294144581547,1.0,185.55165,32410.66512990965,456.91815,1.0,2,1.0,383.52237,100,400.0,,0.005,446.1294144581547
299.999969473632,0.0033333336,1.0,47.57,5.4391416e-20,400,440.37544816348964,38088.042701138256,0.0033333334,440.37544816348964,1.0,188.63408,38088.042701138256,451.40396,1.0,2,1.0,391.47656,100,400.0,,0.0033333334,440.37544816348964
,0.0025,6.3030453e+16,34.49,0.0024999983,500,319.0069775061785,36520.21254896222,0.99999964,475.14149969621127,2.5212173e+19,0.00063809875,25283.702858614848,379.8809,nan,,0.0017994198,-inf,100,nan,inf,7.137104e-23,319.0069775061785
6.1469406254498935,0.002,1.4236065,37.88,0.0003220091,500,350.3658045891548,50446.149481076274,0.30026028,350.3658045891548,213.72626,1545.1179,50446.149481076274,785.8364,27.002268,1,1.813586e-23,481.849,100,18.51696320503724,163.15039,2.5478753e-26,350.3658045891548
100.0,0.009999998,1.0,51.11,3.5044917e-18,500,473.4155338069239,42682.89720526745,0.01,473.4155338069239,1.0,205.5628,42682.89720526745,473.41553,1.0,2,1.0,362.50513,100,500.0,,0.01,473.4155338069239
200.00000010221265,0.0049999994,1.0,52.78,2.179301e-19,500,488.8232301213541,52309.50939561408,0.005,488.8232301213541,1.0,216.9806,52309.50939561408,481.1194,1.0,2,1.0,388.2198,100,500.0,,0.005,488.8232301213541
299.999969473632,0.0033333336,1.0,48.44,5.4391416e-20,500,448.7379817359914,30208.08626777998,0.0033333334,448.7379817359914,1.0,203.93318,30208.08626777998,470.3256,1.0,2,1.0,394.4734,100,500.0,,0.0033333334,448.7379817359914
400.0,0.0024999997,1.0,53.48,5.434597e-20,500,495.6336137484876,54271.17082020059,0.0025,495.6336137484876,1.0,211.5272,54271.17082020059,476.6526,1.0,2,1.0,410.96265,100,500.0,,0.0025,495.6336137484876
4.183494342684122,0.002,2.3162403,54.6,0.00047501933,500,506.12492559132903,39813.93023687377,0.47949263,506.12492559132903,555.31006,2258.1357,39813.93023687377,891.57227,15.150818,1,8.2343876e-10,662.8745,100,33.00151874665131,637.116,7.110133e-13,506.12492559132903
100.0,0.009999998,1.0,65.09,3.5044917e-18,500,603.3736377157558,52315.21980250743,0.01,603.3736377157558,1.0,227.5787,52315.21980250743,603.37366,1.0,2,1.0,498.6366,100,500.0,,0.01,603.3736377157558
200.00000010221265,0.0049999994,1.0,66.69,2.179301e-19,500,617.6589888868426,71451.03782088266,0.005,617.6589888868426,1.0,247.61928,71451.03782088266,610.5163,1.0,2,1.0,497.78845,100,500.0,,0.005,617.6589888868426
299.999969473632,0.0033333336,1.0,64.76,5.4391416e-20,500,599.6745415015681,51255.73916234021,0.0033333334,599.6745415015681,1.0,240.45247,51255.73916234021,606.9024,1.0,2,1.0,514.8605,100,500.0,,0.0033333334,599.6745415015681
400.0,0.0024999997,1.0,63.15,5.434597e-20,500,584.4057028663558,64258.419421790124,0.0025,584.4057028663558,1.0,243.64296,64258.419421790124,601.2782,1.0,2,1.0,517.71356,100,500.0,,0.0025,584.4057028663558
1.7907310311006739,0.0020000003,3.8639107,65.17,0.0011150928,500,603.99637802721,72446.55729138509,0.74566716,603.99637802721,1440.5956,4688.4497,72446.55729138509,1618.0872,35.91269,1,4.972587e-09,1170.1764,100,13.92265550180279,4162.0293,2.5738621e-12,603.99637802721
