ESSClassic,VarRet,AvgVanillaIw,J,VarDiscRet,MinVanillaIw,MaxVanillaIw,VarNormIw,VarJ,VarVanillaIw,MaxNormIw,ESSRenyi,Bound,VanillaAvgRet,AvgRet,AvgDiscRet,BatchSize,AvgEpLen,eRenyi2,MinNormIw,AvgNormIw
3.327646448377375,287745.3946416777,1.724459,2458.8367,287745.3946416777,,72.33659,0.0029344715,12358.189,87.264114,0.41947412,4.403506121080796,453.53027,184.3315805602689,184.3315805602689,184.3315805602689,100,19.43,22.709177,,0.01
2.4573509549971857,1262710.9642042227,0.4570796,4658.934,1262710.9642042227,,21.262344,0.004009518,2730.0657,8.376756,0.46517816,4.000435533256986,2554.996,588.0627866327693,588.0627866327693,588.0627866327693,100,59.78,24.997278,,0.010000002
20.657844162635488,4861189.680457398,1.3174263,4791.6914,4861189.680457398,2.4221653e-24,10.855661,0.00038795723,644.947,6.733432,0.08240052,17.23033522034416,3777.9207,1990.3757578838363,1990.3757578838363,1990.3757578838363,100,199.75,5.8037176,1.8385585e-26,0.01
59.68739226277144,1398191.3309995637,0.996812,4943.525,1398191.3309995637,0.0022439216,2.8124626,6.82218e-05,185.9282,0.67787516,0.028214574,64.15601906644768,4418.152,4508.519063819236,4508.519063819236,4508.519063819236,100,451.07,1.5587002,2.2510982e-05,0.01
94.99587309782319,201848.32929986579,0.9921843,4989.9434,201848.32929986579,0.10780844,1.3269728,5.3209415e-06,70.84687,0.052380923,0.013374258,95.54161208748417,4559.4263,4941.160302856337,4941.160302856337,4941.160302856337,100,494.15,1.0466644,0.0010865767,0.01
88.3690525110876,318896.05409912753,0.9210314,4979.5835,318896.05409912753,0.15727708,1.4284488,1.3294727e-05,147.16534,0.11277905,0.01550923,91.33488762692511,4539.2637,4920.471082441572,4920.471082441572,4920.471082441572,100,492.08,1.0948719,0.001707619,0.01
94.76006519352687,219456.1476136845,0.98286057,4989.853,219456.1476136845,0.17791237,1.301784,5.5855307e-06,86.42669,0.053957056,0.01324485,95.36576223928228,4558.9395,4950.443886934651,4950.443886934651,4950.443886934651,100,495.08,1.0485944,0.0018101486,0.010000002
99.99954588068994,0.09504564475291198,0.9996215,4999.8687,0.09504564475291198,0.98762476,1.0018907,4.6293988e-10,0.3045911,4.6258924e-06,0.0100227,99.99991655356695,4579.058,4999.868043068284,4999.868043068284,4999.868043068284,100,500.0,1.0000008,0.009879987,0.01
99.9999160687535,0.02094031213178325,0.99990517,4999.8823,0.02094031213178325,0.99679095,1.001427,8.8419286e-11,0.14381029,8.8402476e-07,0.01001522,99.99994039539075,4579.072,4999.882007052333,4999.882007052333,4999.882007052333,100,500.0,1.0000006,0.0099688545,0.01
94.24675420151011,206148.40165941432,0.9590493,4991.1543,206148.40165941432,0.18504216,1.2681671,6.1660976e-06,87.89852,0.05671425,0.013223169,95.67456399831384,4560.9365,4954.508966751684,4954.508966751684,4954.508966751684,100,495.47,1.0452099,0.0019294332,0.01
99.99996185479895,0.013706246417870934,1.0000461,4999.9014,0.013706246417870934,0.99706286,1.0009553,3.0503555e-11,0.116381034,3.0506186e-07,0.010009091,99.99998807907247,4579.091,4999.900661679011,4999.900661679011,4999.900661679011,100,500.0,1.0000001,0.009970169,0.01
