Delta,MinNormIw,VanillaAvgRet,MaxVanillaIw,VarJ,Bound,eRenyi2,AvgRet,ESSRenyi,MinVanillaIw,IterType,VarNormIw,AvgNormIw,AvgEpLen,J,EpsThisIter,AvgDiscRet,VarDiscRet,MaxNormIw,BatchSize,VarVanillaIw,ESSClassic,VarRet,AvgVanillaIw
0.1,0.00883159,4643.96358804,1.03545,52.3789,3243.12,1.00042,4643.96358804,99.9575794955,0.880689,1,5.54528e-08,0.01,499.43,4644.61,100,4643.96358804,3412.76737712,0.0103835,100,0.00055143,99.9451205141,3412.76737712,0.997203
0.1,0.00919745,4648.0415409,1.02865,26.5669,3246.35,1.00021,4648.0415409,99.9790593139,0.917308,1,3.96985e-08,0.01,500.0,4648.34,100,4648.0415409,754.494838261,0.0103138,100,0.000394884,99.9607535085,754.494838261,0.997351
0.1,0.00913584,4646.09888677,1.04232,30.318,3243.98,1.0002,4646.09888677,99.9802509218,0.912823,1,3.49478e-08,0.01,500.0,4646.42,100,4646.09888677,973.130511013,0.0104319,100,0.000348896,99.9654228227,973.130511013,0.999167
0.1,0.00915968,4639.12347873,1.05023,76.5712,3237.95,1.00055,4639.12347873,99.9448960847,0.919135,1,6.30911e-08,0.01,498.94,4639.9,100,4639.12347873,6765.63705396,0.0104661,100,0.000635281,99.9376115302,6765.63705396,1.00346
0.1,0.00781963,4642.28781723,1.07281,57.5499,3241.99,1.0011,4642.28781723,99.8899480224,0.780596,1,1.61895e-07,0.01,499.26,4643.97,100,4642.28781723,5183.12415886,0.0107469,100,0.0016133,99.8399543646,5183.12415886,0.998252
0.1,0.00989193,4651.84426343,1.01282,17.3093,3250.16,1.00003,4651.84426343,99.997234421,0.989076,1,2.42078e-09,0.01,500.0,4651.88,100,4651.84426343,303.177375608,0.0101294,100,2.4202e-05,99.9975926841,303.177375608,0.999881
0.1,0.00852476,4641.42394684,1.0429,71.3101,3240.04,1.00084,4641.42394684,99.9157781044,0.851879,1,9.51558e-08,0.01,499.16,4642.69,100,4641.42394684,6862.33744284,0.0104363,100,0.000950226,99.9058805208,6862.33744284,0.9993
0.1,0.00574075,4627.10950192,1.13165,100.84,3228.84,1.00313,4627.10950192,99.6875779124,0.575483,1,4.32127e-07,0.01,498.01,4632.57,100,4627.10950192,19331.8457985,0.0112888,100,0.0043425,99.574038791,19331.8457985,1.00245
0.1,0.00989355,4655.43606197,1.013,13.3569,3253.64,1.00002,4655.43606197,99.997913881,0.989043,1,2.20415e-09,0.01,500.0,4655.47,100,4655.43606197,181.822141665,0.0101332,100,2.20276e-05,99.997786815,181.822141665,0.999685
0.1,0.00968452,4650.13889965,1.01921,21.8812,3247.91,1.00006,4650.13889965,99.9942782815,0.969021,1,7.89705e-09,0.01,500.0,4650.23,100,4650.13889965,492.378088574,0.0101862,100,7.90633e-05,99.9921925399,492.378088574,1.00059
0.1,0.00988473,4653.59767644,1.01485,15.1618,3251.67,1.00001,4653.59767644,99.9986171914,0.989159,1,2.09197e-09,0.01,500.0,4653.63,100,4653.59767644,233.306268579,0.0101415,100,2.09488e-05,99.9979529605,233.306268579,1.00069
0.1,0.00971932,4650.0601627,1.0132,17.7511,3248.66,1.00005,4650.0601627,99.9951722569,0.971889,1,6.65917e-09,0.01,500.0,4650.14,100,4650.0601627,323.353386973,0.0101325,100,6.65858e-05,99.9933967969,323.353386973,0.999956
0.1,0.00973411,4649.51499164,1.02017,20.4243,3247.45,1.00008,4649.51499164,99.9922877538,0.972979,1,1.05246e-08,0.01,500.0,4649.62,100,4649.51499164,426.258823425,0.0102063,100,0.000105152,99.9895591743,426.258823425,0.999556
0.1,0.00747218,4640.62509925,1.05476,85.2155,3240.49,1.00184,4640.62509925,99.8160652237,0.744763,1,2.44429e-07,0.01,498.83,4643.58,100,4640.62509925,12780.9828212,0.0105824,100,0.00242826,99.7586155899,12780.9828212,0.996715
0.1,0.00588769,4616.36309456,1.13766,165.39,3222.93,1.00751,4616.36309456,99.254509257,0.581076,1,8.06428e-07,0.01,496.63,4629.1,100,4616.36309456,74764.0264749,0.0115272,100,0.00785493,99.2079415311,74764.0264749,0.986935
0.1,0.00972576,4652.1848535,1.03412,18.4964,3250.31,1.00006,4652.1848535,99.9935988709,0.971751,1,9.7939e-09,0.01,500.0,4652.27,100,4652.1848535,353.196529863,0.01035,100,9.7773e-05,99.9903375041,353.196529863,0.999152
0.1,0.00663378,4613.25957643,1.17724,177.199,3217.1,1.00614,4613.25957643,99.3899006659,0.661101,1,9.09564e-07,0.01,496.36,4622.83,100,4613.25957643,58825.475389,0.011813,100,0.0090333,99.1075334144,58825.475389,0.996567
0.1,0.00924005,4646.72979819,1.0373,36.4968,3245.2,1.00026,4646.72979819,99.9736855152,0.923379,1,3.53479e-08,0.01,499.69,4647.09,100,4646.72979819,1518.82030406,0.01038,100,0.000352999,99.9650619011,1518.82030406,0.999322
0.1,0.00808275,4630.70975715,1.09777,147.59,3231.25,1.0024,4630.70975715,99.7610570005,0.805492,1,3.36461e-07,0.01,498.08,4634.36,100,4630.70975715,32825.6349326,0.0110156,100,0.00334148,99.6680065527,32825.6349326,0.996557
0.1,0.00955854,4651.63255963,1.02833,17.8005,3249.91,1.00011,4651.63255963,99.989176968,0.956446,1,1.38973e-08,0.01,500.0,4651.76,100,4651.63255963,331.214040482,0.0102769,100,0.000139146,99.9862084,331.214040482,1.00062
0.1,0.00980699,4652.16573619,1.01853,17.5452,3250.68,1.00005,4652.16573619,99.9954940919,0.979819,1,4.96438e-09,0.01,500.0,4652.21,100,4652.16573619,313.750178539,0.0101945,100,4.95548e-05,99.9951206186,313.750178539,0.999103
0.1,0.00968742,4650.762187,1.02777,17.6133,3249.54,1.00005,4650.762187,99.9951603371,0.967868,1,8.71391e-09,0.01,500.0,4650.84,100,4650.762187,316.920103055,0.010287,100,8.6982e-05,99.991375378,316.920103055,0.999098
0.1,0.00505481,4627.9437502,1.1008,101.021,3232.45,1.00533,4627.9437502,99.4700414464,0.504083,1,7.4126e-07,0.01,497.92,4637.73,100,4627.9437502,38781.8326969,0.0110385,100,0.00737167,99.2714536635,38781.8326969,0.997235
0.1,0.00965528,4650.6596697,1.02281,18.9325,3248.36,1.00006,4650.6596697,99.9944451557,0.965907,1,7.79438e-09,0.01,500.0,4650.72,100,4650.6596697,364.714658966,0.010224,100,7.80051e-05,99.9922520311,364.714658966,1.00039
0.1,0.00917776,4645.03743531,1.027,40.3654,3244.12,1.00026,4645.03743531,99.974150189,0.916295,1,2.95247e-08,0.01,499.68,4645.42,100,4645.03743531,1840.58052468,0.0102866,100,0.000294295,99.970780624,1840.58052468,0.998386
0.1,0.00531724,4631.08043671,1.11617,100.433,3234.53,1.00487,4631.08043671,99.5154844029,0.533637,1,5.63587e-07,0.01,498.15,4639.94,100,4631.08043671,34217.4719601,0.0111217,100,0.00567649,99.4451617128,34217.4719601,1.0036
0.1,0.00983094,4648.9264929,1.02533,19.3175,3247.34,1.00005,4648.9264929,99.9947431467,0.982985,1,6.58794e-09,0.01,500.0,4649.0,100,4648.9264929,380.891432974,0.0102544,100,6.58649e-05,99.9934840961,380.891432974,0.99989
0.1,0.00962062,4650.21939715,1.01259,17.7925,3248.69,1.00004,4650.21939715,99.9960781682,0.961984,1,4.95008e-09,0.01,500.0,4650.29,100,4650.21939715,326.287265088,0.0101267,100,4.94927e-05,99.9951169677,326.287265088,0.999918
0.1,0.00897167,4646.88007034,1.03545,37.4626,3245.11,1.00026,4646.88007034,99.9744599738,0.897908,1,3.43607e-08,0.01,499.73,4647.26,100,4646.88007034,1547.69167343,0.0103459,100,0.000344174,99.9659905861,1547.69167343,1.00083
0.1,0.00940471,4648.94341581,1.0241,23.8127,3247.27,1.0001,4648.94341581,99.9902257937,0.939061,1,1.85586e-08,0.01,499.94,4649.08,100,4648.94341581,582.301436728,0.0102564,100,0.00018503,99.9816377502,582.301436728,0.998501
0.1,0.00937273,4651.34500528,1.01609,18.1435,3249.22,1.00009,4651.34500528,99.9908694022,0.934671,1,2.22124e-08,0.01,500.0,4651.47,100,4651.34500528,340.109474937,0.0101892,100,0.000220893,99.9780271635,340.109474937,0.997223
0.1,0.00928954,4651.51305087,1.02337,20.835,3249.9,1.00011,4651.51305087,99.989105458,0.929483,1,1.4976e-08,0.01,500.0,4651.68,100,4651.51305087,468.448769922,0.0102278,100,0.000149931,99.9851671188,468.448769922,1.00057
0.1,0.00572324,4631.3660534,1.09815,107.959,3234.32,1.00448,4631.3660534,99.5542812181,0.56275,1,7.27123e-07,0.01,498.02,4639.2,100,4631.3660534,34910.6801157,0.0111683,100,0.00702999,99.2852603007,34910.6801157,0.983272
0.1,0.00953658,4646.60602753,1.0288,29.3697,3245.66,1.00017,4646.60602753,99.9827772244,0.952047,1,2.44357e-08,0.01,500.0,4646.86,100,4646.60602753,913.319171398,0.0103054,100,0.000243532,99.9758011972,913.319171398,0.99831
0.1,0.00984461,4650.25453812,1.02204,19.7721,3248.48,1.00004,4650.25453812,99.9957682493,0.984169,1,5.44131e-09,0.01,500.0,4650.32,100,4650.25453812,398.117536,0.0102235,100,5.43809e-05,99.9946160841,398.117536,0.999704
0.1,0.0063137,4631.78713004,1.11569,124.979,3234.27,1.00431,4631.78713004,99.5711793902,0.626037,1,6.71561e-07,0.01,497.94,4638.9,100,4631.78713004,38364.608645,0.0112519,100,0.00660263,99.3395674203,38364.608645,0.991553
0.1,0.00940472,4652.22455174,1.02398,21.5376,3250.7,1.00014,4652.22455174,99.9858041891,0.942848,1,1.48097e-08,0.01,500.0,4652.39,100,4652.22455174,494.413409209,0.0102139,100,0.000148847,99.9853368298,494.413409209,1.00253
0.1,0.00833267,4640.10751964,1.07746,79.742,3239.17,1.00107,4640.10751964,99.8934927703,0.835204,1,1.56217e-07,0.01,499.01,4641.73,100,4640.10751964,9062.43221623,0.0107496,100,0.00156944,99.8455703541,9062.43221623,1.00233
0.1,0.00964348,4648.96679331,1.0312,20.2082,3247.21,1.0001,4648.96679331,99.9902496309,0.963365,1,1.72503e-08,0.01,500.0,4649.11,100,4648.96679331,420.23662447,0.0103226,100,0.000172151,99.9828872811,420.23662447,0.998981
0.1,0.00659938,4625.83898691,1.12751,168.453,3228.71,1.00514,4625.83898691,99.488810692,0.664556,1,5.89245e-07,0.01,497.3,4634.3,100,4625.83898691,64922.663519,0.0111967,100,0.00597522,99.4200518912,64922.663519,1.007
0.1,0.00493491,4632.85169956,1.09064,77.9528,3235.51,1.00409,4632.85169956,99.5928481656,0.496384,1,6.10389e-07,0.01,498.41,4640.66,100,4632.85169956,23626.432299,0.0108429,100,0.00617566,99.3993079042,23626.432299,1.00586
0.1,0.00926129,4650.07624855,1.03614,23.4928,3248.7,1.00019,4650.07624855,99.9805964934,0.924844,1,3.42918e-08,0.01,500.0,4650.35,100,4650.07624855,596.254657974,0.0103758,100,0.000341967,99.9661061437,596.254657974,0.998613
0.1,0.00977369,4649.01882833,1.0345,21.6962,3247.04,1.00007,4649.01882833,99.9931697743,0.976703,1,8.58532e-09,0.01,500.0,4649.12,100,4649.01882833,484.799945603,0.0103521,100,8.57362e-05,99.9915223144,484.799945603,0.999318
0.1,0.009601,4652.74680479,1.02121,17.7139,3251.01,1.00007,4652.74680479,99.9926810853,0.960024,1,1.00816e-08,0.01,500.0,4652.84,100,4652.74680479,322.625023821,0.0102129,100,0.000100801,99.990005457,322.625023821,0.999921
0.1,0.00987391,4654.77058451,1.01862,14.7437,3253.1,1.00002,4654.77058451,99.9975562693,0.987595,1,3.12147e-09,0.01,500.0,4654.81,100,4654.77058451,220.516037922,0.0101841,100,3.12275e-05,99.9969260583,220.516037922,1.00021
0.1,0.0095826,4648.29254942,1.03751,29.8118,3246.84,1.00014,4648.29254942,99.9857207664,0.959725,1,2.0984e-08,0.01,500.0,4648.5,100,4648.29254942,928.634985663,0.0103592,100,0.000210482,99.9792524737,928.634985663,1.00153
0.1,0.00861193,4643.24614857,1.04291,68.2109,3242.69,1.00079,4643.24614857,99.9214194293,0.861246,1,7.85757e-08,0.01,499.22,4644.41,100,4643.24614857,6168.57319633,0.0104284,100,0.000785855,99.9222761128,6168.57319633,1.00006
0.1,0.00966413,4651.00247385,1.01699,17.7105,3249.76,1.00004,4651.00247385,99.9958040091,0.966271,1,6.90227e-09,0.01,500.0,4651.07,100,4651.00247385,319.883620019,0.0101714,100,6.90024e-05,99.9931443357,319.883620019,0.999853
0.1,0.00961699,4644.29580292,1.0355,59.096,3242.36,1.00018,4644.29580292,99.9818596375,0.96115,1,2.16932e-08,0.01,499.38,4644.56,100,4644.29580292,3775.54127109,0.010361,100,0.000216685,99.9785602302,3775.54127109,0.999429
0.1,0.0098205,4652.50949484,1.01673,19.5649,3250.81,1.00004,4652.50949484,99.9963046486,0.981517,1,4.00394e-09,0.01,500.0,4652.57,100,4652.50949484,391.709871006,0.0101728,100,3.9996e-05,99.9960497595,391.709871006,0.999457
0.1,0.00880709,4650.19148399,1.03396,17.7614,3248.69,1.00013,4650.19148399,99.9871628077,0.880567,1,2.66701e-08,0.01,500.0,4650.36,100,4650.19148399,341.560138956,0.0103413,100,0.000266615,99.9736299644,341.560138956,0.999839
0.1,0.00943746,4650.52194965,1.02075,21.3187,3249.22,1.0001,4650.52194965,99.9896537042,0.943224,1,1.48759e-08,0.01,500.0,4650.65,100,4650.52194965,479.747363936,0.0102131,100,0.000148594,99.9852496673,479.747363936,0.999447
0.1,0.00815202,4629.81282521,1.15824,163.078,3230.65,1.00253,4629.81282521,99.7478540843,0.811612,1,3.35912e-07,0.01,497.87,4633.64,100,4629.81282521,40096.175284,0.0116337,100,0.00332959,99.6685712464,40096.175284,0.995596
0.1,0.00973759,4652.59201707,1.01457,16.0453,3251.1,1.00006,4652.59201707,99.9938730179,0.973444,1,7.85688e-09,0.01,500.0,4652.67,100,4652.59201707,262.52704441,0.010149,100,7.85179e-05,99.992246473,262.52704441,0.999676
0.1,0.00758293,4643.00640604,1.08406,98.8173,3242.79,1.00201,4643.00640604,99.7994044116,0.763341,1,2.09961e-07,0.01,498.66,4646.1,100,4643.00640604,16872.5141748,0.0107689,100,0.00212766,99.7926148465,16872.5141748,1.00666
0.1,0.00972825,4651.04014062,1.01236,19.6281,3249.24,1.00005,4651.04014062,99.9953987331,0.971629,1,6.11401e-09,0.01,500.0,4651.12,100,4651.04014062,395.137476998,0.0101361,100,6.09899e-05,99.9939159858,395.137476998,0.998771
0.1,0.00892521,4630.9250337,1.07541,167.743,3230.04,1.00138,4630.9250337,99.8620151737,0.889488,1,1.56202e-07,0.01,497.99,4632.96,100,4630.9250337,35498.902949,0.0107908,100,0.00155143,99.8456048666,35498.902949,0.996602
0.1,0.00981332,4652.79536898,1.02915,16.4636,3250.54,1.00006,4652.79536898,99.9942782815,0.981655,1,8.06835e-09,0.01,500.0,4652.86,100,4652.79536898,276.891250573,0.0102881,100,8.07367e-05,99.9920341953,276.891250573,1.00033
0.1,0.00935329,4650.57696908,1.02107,26.8372,3248.91,1.00017,4650.57696908,99.9833015674,0.93515,1,2.53509e-08,0.01,499.71,4650.83,100,4650.57696908,795.94112472,0.0102127,100,0.000253412,99.9749259144,795.94112472,0.999809
0.1,0.00979566,4652.93492144,1.01692,16.0293,3251.21,1.00003,4652.93492144,99.9974489863,0.979428,1,4.02398e-09,0.01,500.0,4652.98,100,4652.93492144,261.145168298,0.0101706,100,4.02286e-05,99.9960322759,261.145168298,0.99986
0.1,0.00921087,4642.57946386,1.05351,83.1987,3241.22,1.00047,4642.57946386,99.9533036951,0.921553,1,4.6535e-08,0.01,499.11,4643.24,100,4642.57946386,8131.36796821,0.0105298,100,0.000465821,99.953915752,8131.36796821,1.00051
0.1,0.00974655,4653.96291781,1.01049,13.9701,3252.2,1.00003,4653.96291781,99.9971867399,0.974094,1,3.43115e-09,0.01,500.0,4654.01,100,4653.96291781,199.623959987,0.0101107,100,3.4272e-05,99.9966183202,199.623959987,0.999425
0.1,0.00978978,4650.61975174,1.0242,22.7448,3249.58,1.00006,4650.61975174,99.9939564543,0.978431,1,6.86017e-09,0.01,500.0,4650.7,100,4650.61975174,531.311133998,0.0102477,100,6.8525e-05,99.9931873086,531.311133998,0.999442
0.1,0.00975546,4651.55893223,1.01309,19.0951,3249.92,1.00006,4651.55893223,99.9942306033,0.975779,1,5.75487e-09,0.01,500.0,4651.62,100,4651.55893223,373.807116698,0.0101285,100,5.75762e-05,99.9942948177,373.807116698,1.00024
0.1,0.0097854,4650.33239752,1.03536,21.4062,3248.69,1.00006,4650.33239752,99.9940041323,0.979002,1,8.96546e-09,0.01,500.0,4650.42,100,4650.33239752,469.556630805,0.0103487,100,8.97392e-05,99.9911012892,469.556630805,1.00047
0.1,0.0096242,4652.1500697,1.02915,20.056,3250.62,1.00011,4652.1500697,99.9885929723,0.963568,1,1.43749e-08,0.01,499.93,4652.3,100,4652.1500697,417.816209158,0.0102792,100,0.000144092,99.9857477504,417.816209158,1.00119
0.1,0.00770925,4634.54451314,1.07025,92.7568,3234.64,1.00215,4634.54451314,99.7854554088,0.766355,1,2.89333e-07,0.01,498.54,4637.76,100,4634.54451314,14032.0475652,0.0107663,100,0.00285912,99.7143705189,14032.0475652,0.994072
0.1,0.00961377,4649.32369174,1.03124,26.5938,3247.56,1.00015,4649.32369174,99.9854466641,0.96136,1,1.89721e-08,0.01,500.0,4649.51,100,4649.32369174,745.16079224,0.0103126,100,0.000189715,99.9811844353,745.16079224,0.999983
0.1,0.0096866,4652.4450374,1.04249,19.2795,3250.89,1.00009,4652.4450374,99.9907978897,0.968836,1,1.49449e-08,0.01,500.0,4652.57,100,4652.4450374,388.583547673,0.010423,100,0.000149503,99.9852223697,388.583547673,1.00018
0.1,0.00979493,4650.49134781,1.01705,18.477,3248.55,1.00003,4650.49134781,99.9971032982,0.979048,1,4.05597e-09,0.01,499.96,4650.55,100,4650.49134781,349.712712266,0.0101751,100,4.05229e-05,99.9959508898,349.712712266,0.999546
0.1,0.00980894,4651.10037046,1.01447,21.5018,3249.7,1.00003,4651.10037046,99.9969960161,0.980574,1,3.60088e-09,0.01,500.0,4651.15,100,4651.10037046,470.889293769,0.010148,100,3.59854e-05,99.9964207421,470.889293769,0.999674
0.1,0.00954329,4652.33033539,1.01815,14.6967,3251.39,1.00005,4652.33033539,99.9953868133,0.954092,1,8.08865e-09,0.01,500.0,4652.41,100,4652.33033539,221.543868365,0.010184,100,8.08464e-05,99.9920067033,221.543868365,0.999752
0.1,0.00961992,4652.1930539,1.01997,16.0078,3250.76,1.00006,4652.1930539,99.9935631127,0.961918,1,9.2593e-09,0.01,500.0,4652.28,100,4652.1930539,263.440898504,0.0102005,100,9.25789e-05,99.9908370292,263.440898504,0.999924
0.1,0.00501329,4644.94325127,1.05522,43.2149,3245.49,1.00218,4644.94325127,99.7822269189,0.497168,1,4.27312e-07,0.01,499.14,4649.08,100,4644.94325127,6783.98234338,0.0106405,100,0.00420249,99.5787039284,6783.98234338,0.991701
0.1,0.00954607,4655.13090026,1.01429,14.2572,3253.99,1.00005,4655.13090026,99.9947431467,0.953929,1,7.92536e-09,0.01,500.0,4655.19,100,4655.13090026,210.263571299,0.0101501,100,7.91412e-05,99.9921518732,210.263571299,0.99929
0.1,0.00966974,4655.6564351,1.01473,17.4289,3253.5,1.00004,4655.6564351,99.9956252105,0.967801,1,5.20313e-09,0.01,500.0,4655.72,100,4655.6564351,315.62980171,0.0101386,100,5.21204e-05,99.994839513,315.62980171,1.00086
0.1,0.00966218,4650.43691738,1.0202,19.2521,3248.9,1.00005,4650.43691738,99.994969621,0.966082,1,7.12606e-09,0.01,500.0,4650.51,100,4650.43691738,379.037431896,0.0102034,100,7.12406e-05,99.99295745,379.037431896,0.999859
0.1,0.0098169,4652.48315639,1.02138,18.9318,3250.77,1.00004,4652.48315639,99.9956967298,0.982349,1,5.51698e-09,0.01,500.0,4652.54,100,4652.48315639,365.078311219,0.0102069,100,5.52439e-05,99.9945450523,365.078311219,1.00067
0.1,0.00984061,4655.43073403,1.01845,14.0143,3253.4,1.00003,4655.43073403,99.996721852,0.983894,1,4.35458e-09,0.01,500.0,4655.48,100,4655.43073403,200.529221239,0.0101863,100,4.3531e-05,99.995715503,200.529221239,0.99983
0.1,0.00979434,4653.54040191,1.01055,13.6277,3252.28,1.00003,4653.54040191,99.9968052931,0.978055,1,4.38484e-09,0.01,500.0,4653.58,100,4653.54040191,188.619971978,0.0101197,100,4.3725e-05,99.995629976,188.619971978,0.998592
0.1,0.00973897,4653.64996442,1.01833,17.3308,3251.7,1.00005,4653.64996442,99.9950530592,0.975829,1,6.65641e-09,0.01,500.0,4653.73,100,4653.64996442,307.588052073,0.0101632,100,6.68285e-05,99.9934025478,307.588052073,1.00198
0.1,0.00969797,4653.89394614,1.01011,15.6946,3252.16,1.00002,4653.89394614,99.9976516321,0.969786,1,3.08914e-09,0.01,500.0,4653.93,100,4653.89394614,250.33937445,0.0101012,100,3.08908e-05,99.9969406496,250.33937445,0.999989
0.1,0.00971495,4650.90382609,1.02949,26.1307,3248.77,1.00009,4650.90382609,99.9912388849,0.972304,1,1.16004e-08,0.01,500.0,4651.04,100,4650.90382609,712.876749136,0.0102864,100,0.000116198,99.9885092435,712.876749136,1.00083
0.1,0.00983923,4652.74868996,1.02136,16.9882,3250.84,1.00004,4652.74868996,99.9964596094,0.98553,1,4.70912e-09,0.01,500.0,4652.8,100,4652.74868996,293.572743168,0.0101969,100,4.72451e-05,99.9953462033,293.572743168,1.00163
0.1,0.00846005,4648.11851177,1.03312,25.2109,3247.09,1.00032,4648.11851177,99.9678119349,0.846894,1,6.12762e-08,0.01,500.0,4648.57,100,4648.11851177,732.08112584,0.0103204,100,0.00061405,99.9393766019,732.08112584,1.00105
0.1,0.00918116,4651.12849278,1.02518,21.3924,3249.32,1.00012,4651.12849278,99.9878898029,0.91726,1,2.00942e-08,0.01,500.0,4651.33,100,4651.12849278,501.935823423,0.0102613,100,0.000200567,99.9800945631,501.935823423,0.999067
0.1,0.00962039,4652.36425328,1.01584,17.5952,3251.61,1.00005,4652.36425328,99.9946835483,0.960634,1,7.67243e-09,0.01,500.0,4652.45,100,4652.36425328,318.631559896,0.0101732,100,7.65003e-05,99.9923789794,318.631559896,0.998539
0.1,0.00975107,4652.02205739,1.01311,17.8806,3250.05,1.00006,4652.02205739,99.9943378794,0.97453,1,6.6949e-09,0.01,500.0,4652.1,100,4652.02205739,327.414243943,0.0101371,100,6.68698e-05,99.9933817321,327.414243943,0.999409
0.1,0.00921345,4646.1142835,1.04698,24.7524,3245.11,1.0002,4646.1142835,99.9803462516,0.918675,1,4.44014e-08,0.01,500.0,4646.38,100,4646.1142835,674.794046794,0.0105002,100,0.000441445,99.9560638979,674.794046794,0.997103
0.1,0.00973105,4654.45830026,1.01586,14.6412,3252.88,1.00004,4654.45830026,99.9959112886,0.972024,1,5.34551e-09,0.01,500.0,4654.51,100,4654.45830026,218.042140662,0.0101699,100,5.33365e-05,99.9947262536,218.042140662,0.998889
0.1,0.00974516,4653.68556757,1.02601,13.7114,3251.91,1.00004,4653.68556757,99.9959708884,0.973944,1,7.24008e-09,0.01,500.0,4653.74,100,4653.68556757,192.329204938,0.0102662,100,7.23159e-05,99.9928741585,192.329204938,0.999413
0.1,0.00965933,4651.25136448,1.02022,19.7707,3249.55,1.00004,4651.25136448,99.9955775309,0.965258,1,5.95027e-09,0.01,500.0,4651.31,100,4651.25136448,399.263475944,0.0102094,100,5.94195e-05,99.9940909799,399.263475944,0.999301
0.1,0.00969804,4654.9118072,1.00858,14.7355,3253.13,1.00002,4654.9118072,99.9981761311,0.96998,1,2.7059e-09,0.01,500.0,4654.95,100,4654.9118072,222.159726726,0.0100839,100,2.70688e-05,99.9973340618,222.159726726,1.00018
0.1,0.00958398,4651.14123513,1.02319,16.7698,3249.06,1.00006,4651.14123513,99.9943021206,0.958829,1,7.45695e-09,0.01,500.0,4651.22,100,4651.14123513,288.452086575,0.0102273,100,7.46366e-05,99.9926299142,288.452086575,1.00045
0.1,0.00959737,4652.13057221,1.02448,19.5669,3250.18,1.00006,4652.13057221,99.9935273546,0.959315,1,1.07651e-08,0.01,500.0,4652.23,100,4652.13057221,393.220089588,0.0102493,100,0.000107556,99.9893035551,393.220089588,0.99956
0.1,0.00631858,4633.3509534,1.09054,113.686,3235.67,1.00393,4633.3509534,99.6085648132,0.632492,1,5.50656e-07,0.01,498.12,4639.88,100,4633.3509534,31727.5028114,0.0108945,100,0.00551761,99.4578121612,31727.5028114,1.001
0.1,0.0072504,4634.8383688,1.12839,136.637,3236.16,1.0035,4634.8383688,99.6516010576,0.723987,1,4.07141e-07,0.01,498.0,4640.2,100,4634.8383688,35432.9816052,0.0113003,100,0.0040596,99.5985359661,35432.9816052,0.998547
0.1,0.00972729,4655.55525836,1.01474,14.4534,3253.72,1.00002,4655.55525836,99.9978542788,0.972959,1,3.27412e-09,0.01,500.0,4655.59,100,4655.55525836,213.355658524,0.010145,100,3.27567e-05,99.9967430969,213.355658524,1.00024
0.1,0.00957006,4652.80370266,1.01941,16.9396,3250.99,1.00006,4652.80370266,99.9939445348,0.956548,1,1.05743e-08,0.01,500.0,4652.9,100,4652.80370266,294.197965528,0.010199,100,0.000105642,99.9895244636,294.197965528,0.999521
0.1,0.00950486,4654.04361261,1.01499,17.2652,3251.98,1.00005,4654.04361261,99.9949457816,0.950888,1,8.11908e-09,0.01,500.0,4654.11,100,4654.04361261,305.896529202,0.0101456,100,8.12594e-05,99.9919739349,305.896529202,1.00042
0.1,0.00964383,4652.90644026,1.02744,15.8158,3251.53,1.00006,4652.90644026,99.9939326153,0.963507,1,1.09834e-08,0.01,500.0,4652.98,100,4652.90644026,256.551863602,0.0102837,100,0.000109634,99.9890847501,256.551863602,0.999091
0.1,0.00559676,4637.4508204,1.08497,92.502,3240.32,1.00409,4637.4508204,99.5925762131,0.559665,1,4.74511e-07,0.01,498.3,4644.84,100,4637.4508204,26723.7819781,0.0108499,100,0.00474493,99.5324295468,26723.7819781,0.999981
0.1,0.00946233,4651.03789983,1.0177,20.0655,3249.46,1.00008,4651.03789983,99.9923831066,0.945616,1,1.10903e-08,0.01,500.0,4651.13,100,4651.03789983,412.783411576,0.0101836,100,0.000110758,99.989072291,412.783411576,0.999348
0.1,0.00950788,4652.27019755,1.01817,17.8446,3250.06,1.00007,4652.27019755,99.9931936129,0.950205,1,1.09478e-08,0.01,500.0,4652.37,100,4652.27019755,329.368019882,0.0101879,100,0.000109343,99.9891681268,329.368019882,0.999387
0.1,0.00817762,4642.98914778,1.05824,74.5084,3242.0,1.00114,4642.98914778,99.8866057222,0.811856,1,1.50404e-07,0.01,499.1,4644.72,100,4642.98914778,8188.52277524,0.0106594,100,0.0014824,99.8513173702,8188.52277524,0.992779
0.1,0.00974565,4653.91419128,1.01849,15.2569,3251.91,1.00005,4653.91419128,99.9949815408,0.975004,1,6.37908e-09,0.01,500.0,4653.99,100,4653.91419128,239.901973941,0.0101803,100,6.38483e-05,99.9936631279,239.901973941,1.00045
0.1,0.00976,4651.62609621,1.01934,17.0546,3250.0,1.00006,4651.62609621,99.9942902011,0.976992,1,7.59395e-09,0.01,500.0,4651.7,100,4651.62609621,299.697999982,0.010183,100,7.60938e-05,99.9925350149,299.697999982,1.00102
0.1,0.00970208,4652.77918441,1.01207,18.0313,3251.21,1.00004,4652.77918441,99.9959232085,0.969311,1,5.67858e-09,0.01,500.0,4652.85,100,4652.77918441,335.212403844,0.0101301,100,5.66808e-05,99.9944027154,335.212403844,0.999076
0.1,0.00975031,4652.11653256,1.02432,18.3424,3250.52,1.00005,4652.11653256,99.9952914548,0.97465,1,5.69643e-09,0.01,500.0,4652.18,100,4652.11653256,342.934916319,0.0102472,100,5.69198e-05,99.9943599119,342.934916319,0.999609
